,_Player_,_Born_,_Squad_,defense_pca0,defense_pca1,touches_pca0,touches_pca1,passing_pca0,passing_pca1,progres_pca0,progres_pca1,attack_pca0,attack_pca1,attack_pca2,misc_pca0,misc_pca1
19,Takuma Asano,1994,Bochum,-1.4104221414879967,0.5814279344718049,-1.5306403056929234,0.9333257149090911,0.024937279397946852,-1.5056940141218558,1.41759410237658,-0.2938767317921733,1.5016947969014864,-2.973557697139394,-0.45356951213618685,0.8849396800908287,1.0394472147979874
21,Mehmet Aydin,2002,Schalke 04,-0.23840343455604998,0.2342193810506022,-0.5582921924895535,-1.171335374861669,-1.3030669622246547,-0.43282326164874035,-1.0097487451904044,-0.5236364763550835,-1.7759854832562494,0.915242205361324,-0.5316555576538866,-1.461760016928484,0.601842371983637
23,Sardar Azmoun,1995,Leverkusen,-2.134051100301035,-0.26426615957793453,-1.3860355959533108,-0.667783963596821,-1.8461692691719735,-0.481384716989963,-1.4375366768917905,-0.9299542444895322,-0.8503893647074678,-0.5797107788153585,2.1582419993255355,1.5647406778132453,0.9703149305604913
25,Mitchel Bakker,2000,Leverkusen,-0.9923067858441883,-0.6047888938857969,-0.31358746828146117,-0.23764956242443708,-0.3018044646568279,0.10201559475122175,-0.456395052363107,-0.3001971439045818,-0.569999467043323,0.9371147331802197,0.8877785785614932,-0.6433899916309744,0.5610279622096772
26,Ridle Baku,1998,Wolfsburg,1.6419650885734742,-0.21554648716857633,0.9012067604542932,1.3925935668363063,3.4287878746882527,-0.4802599551445434,1.9616195237638874,0.6338635976690914,0.4094379119302978,-0.912727968935038,-1.2146021225417902,0.566805569494357,0.0769064381513414
27,Aymen Barkok,1998,Mainz 05,-1.513026938722374,0.21659085334372988,-1.109966264544093,-1.0635257720188034,-1.5605401912071883,-0.4049277393523339,-0.6901415799786514,-0.3620858612614019,-1.3973377664723612,0.48897204023027085,-0.6581950455653636,-1.4870981791918074,0.5947868983746837
28,Leandro Barreiro Martins,2000,Mainz 05,2.642197304165801,2.209825275368347,-0.16847574381869315,0.34926721723314147,-0.831733389518619,-0.027372253052986715,-0.6839458234017096,-0.3071234183274628,1.2485700729608682,-2.845190790289633,4.713734787726394,0.3022418002991571,-0.6915793296550162
30,Maximilian Bauer,2000,Augsburg,1.034160392263426,-1.1662768217692348,1.9608744249064876,-0.5025460693725132,-0.37338629961075837,1.4185508733404553,-1.163122338556196,1.0797574058858372,-0.3436413458995997,-0.5017571809206516,0.27125015779951567,-0.09496787009926254,-1.4609365029494297
32,Timo Baumgartl,1996,Union Berlin,-1.584766614581218,0.0051132986411586605,-0.46028862807615567,-1.361314897966343,-1.4223359741285238,-0.12919246627031708,-1.8569440093084206,-0.10758965045279094,-2.099825743149038,0.7963194767019286,-0.5145179872625029,-1.4992372507941314,0.6001529949494763
33,Julian Baumgartlinger,1988,Augsburg,-1.5267405242989538,0.3350814512671891,-0.7894452867065211,-1.505640999938017,-1.5559776151585456,-0.36183836302029654,-1.8492203539245078,-0.6116195823301585,-2.1073726436141142,0.8325167727790652,-0.48744983077384096,-1.5835294456008049,0.8682205133786715
34,Christoph Baumgartner,1999,Hoffenheim,1.0147380950826819,1.7460182755742586,-0.9062219716610536,2.6103995722352975,0.49540382037386077,0.07413413927411105,4.619201558733834,0.1581996368306859,3.2948437368215835,-5.283953196908961,-0.7418481075236539,2.713513967138594,-2.118971130465149
36,Ihlas Bebou,1994,Hoffenheim,-0.8749617987960182,0.7413013712179011,-1.3629658184364999,0.48674808734032277,-1.5253853404624862,-0.3483858706572055,1.3405940999091095,-1.1646349422229916,0.5138721656077755,-2.1763479424706893,-1.5070441451274672,1.105718364088163,0.24416390031283752
37,Sheraldo Becker,1995,Union Berlin,-1.2922144822112174,1.3554718611077063,-2.078938738422565,3.0195004174431177,3.38237767339621,-3.398910816636933,4.9281504045331355,-0.3571938110385922,2.670605716751962,-4.44940055756576,-2.3273516277310793,6.9391722048809115,3.211663056747053
38,Kevin Behrens,1991,Union Berlin,-1.2153086434974922,0.006090964786507846,-1.359366673511161,1.4107379842381096,-0.6449052976345712,-0.09988121532273575,0.6283519498584638,-0.903009396326713,1.0262342611597257,-2.7412668871014323,0.25605504134963897,4.760931793791222,-2.655158273956892
39,Stefan Bell,1991,Mainz 05,2.5777687788592645,-2.4178590841760186,3.537975512121484,-0.036361655266244734,0.679085776307179,2.051186796246931,-0.7382902741581464,1.4305370316956731,-2.0512898418295933,0.7826122467385094,-0.49580807610667404,0.8778261241476921,-1.8307956967790333
41,Jude Bellingham,2003,Dortmund,3.8403459696260893,1.9394650438353334,0.13421711862294688,1.9617422714835038,1.6961237109627751,1.5569430071642227,4.034388285671121,0.8567197613633138,2.8415649431639247,-4.5436152044055325,1.2785078031051935,1.6786188843203675,-1.523761303116014
42,Ramy Bensebaini,1995,Gladbach,1.4718443967221435,-0.9910566449947974,1.0021443190092287,0.7751551061378348,0.7359257936082693,0.927640876665111,0.20918171392241658,0.17129286693996265,-0.23456337333809718,-0.49679149658905464,-1.1667938514148157,0.500604720251699,-1.8502649626265757
43,Mergim Berisha,1998,Augsburg,-1.5733404096089378,0.2226040698029369,-1.5998967482651805,1.431456922627202,-0.2072276165128802,-1.001786466250371,0.4588663159882245,-0.9749142110074239,2.9006896926038865,0.21479904836809002,-0.34311973432655196,4.212142574684518,1.1548180573948483
46,Leonardo Bittencourt,1993,Werder Bremen,-0.03563178617319619,1.5952930732827915,-0.9226790256608149,-0.20719650822277763,-0.4036135021476752,-0.4700179175570092,1.0113061534290593,-0.252610381118759,1.2662488944720627,-2.3057035573057125,7.0234528204524285,-0.35659539338604196,0.39402841390179194
50,Jean-Paul Boëtius,1994,Hertha BSC,-0.35626833145733755,0.2829708777611141,-0.45155594940648836,-0.9709004811254272,-0.548765385633049,0.04435441440447048,-1.1126950999006688,-0.36717954231047634,-1.0589452401464894,0.20890204101123133,0.5638731279363558,-1.2504315295115576,0.4711353243435558
52,Sebastiaan Bornauw,1999,Wolfsburg,0.8216470626756346,-1.3549033946472593,2.4930344801897113,-0.3232094879496431,-0.2729280889577386,1.715734118509911,-1.1885875422972025,1.25329368927126,-2.266337851815144,0.9786684350804005,-0.42711588892453567,-0.7192389183766694,-1.0760023155564136
53,Rafael Borré,1995,Eint Frankfurt,-1.0459357883219353,1.3149413766656346,-1.3893256149129398,-0.16525001841324374,-1.2419857384740165,-0.6885391251013148,-0.23086784851345687,-0.9130354474604361,-0.35606617404646673,-0.6709145325668491,2.7416533883895338,3.7677647303458484,1.8410646560866737
54,Julian Brandt,1996,Dortmund,-0.0769927852250251,1.1328019206875088,-0.9644913650100023,1.5254301724802737,2.4759985415707786,-0.7589737441530628,2.036677148994947,-0.14039090154146994,6.765123319999263,4.021381787913566,0.26935387243182274,1.3333477112537415,0.9624917131547874
57,John Brooks,1993,Hoffenheim,0.014147679191350807,-2.100564264722613,1.9938826055312922,-0.922433877988905,-0.9560625926507089,1.0204087748573845,-1.5443811136809777,0.2747454434512469,-2.167667589605284,0.820140241532669,-0.5182209136956043,-0.19518381559311362,-1.0594812661981006
59,Cédric Brunner,1994,Schalke 04,2.786382940958728,-1.3442996049543818,2.155796179327122,0.7068916859931542,3.764687394889661,0.11322486975279553,0.17686401259617282,1.482897754286495,0.47615806909747577,1.3011391534133836,-0.820006911420033,-0.3169128442991747,-1.2870962772465404
62,Marius Bülter,1993,Schalke 04,0.09391845779967169,1.2848491791681402,-1.595780575876858,4.154612825203472,3.9049695858850826,-2.3007772020124784,6.40929090109163,0.1204710835233216,4.966441562838015,-6.639387529819326,-0.8013529222125715,2.0181420410587503,-0.6743526990060109
64,Jonathan Burkardt,2000,Mainz 05,-2.4731643002328134,-0.015753221096817274,-1.5090465404997073,-0.9910075636042729,-1.7871813976243707,-0.8870507607962741,-0.6396280827627167,-1.0373960311842996,-0.5013210853115664,-1.0612921001662103,0.40806771654627844,-0.7547731028311585,1.1565239463805896
66,Aurélio Buta,1997,Eint Frankfurt,-0.1217552069878293,0.3030794007333287,-0.6581236419904751,-0.04238261276665906,1.0589472728171518,-1.9691017329370837,-0.23807528329706468,-0.6045865964136824,-1.8468198229413002,1.0967983360869846,-0.41123514972158176,-0.6266759835737628,-0.31432018821571783
67,Jamie Bynoe-Gittens,2004,Dortmund,-2.264677811842043,-0.11587110573214093,-1.4072297957196827,-1.0866120548199034,-2.301743766529567,-0.5415902955499258,-0.5477836329317747,-0.904780977268754,-1.158574036397054,-0.30406955095632376,-0.8958087686575141,-1.3246173947980693,0.46776474585883376
68,Anthony Caci,1997,Mainz 05,2.3657675679170906,0.5376964559786804,1.1871126829355585,0.19659705265593966,3.0140771374293456,-0.5299050873283381,-0.08363816645346249,0.8882964501040514,0.9726767951568408,1.9741787496043233,-0.7888606760594465,-1.1263836622909829,0.003601714307855361
71,Emre Can,1994,Dortmund,1.9319690731603623,0.17002245580694342,1.1406756786649583,-0.28523990274982786,0.043985071148648136,1.1099925791381473,-0.7311017743410733,0.8686925798079871,-1.603747141241666,0.839677314250888,-0.47932615185931365,-0.6445776332511319,-1.0192267431037583
72,João Cancelo,1994,Bayern Munich,-0.7077221571555977,-0.27545941743423835,-0.48930570241460714,-0.6190686136363257,-0.25583144393693963,-0.7235425628916794,0.19106327041612817,-0.3363775373408488,-1.5256782815354322,0.23209554730111476,-0.618709345271662,-0.6309445742051284,0.4974391438616505
75,Julian Chabot,1998,Köln,1.3883627176605575,-1.3815221463370126,3.093744297408368,-0.36235183593540393,-0.3871387749578617,1.4897948524916174,-1.191748364513061,0.7463640042489276,-1.2088657862936647,-0.22617086193101874,1.411467650448895,0.1941082475101468,-1.677605143946623
80,Tolga Ciğerci,1992,Hertha BSC,-1.4793682759605207,0.1181079603743024,-0.5663653886315397,-1.283222785817053,-1.0468328245512262,-0.003369263492826958,-1.6103265917081475,-0.3858016492365091,-0.7658010025353917,1.2630174275610322,0.6616290607535665,-1.5409749942811461,0.6832028627418564
82,Kingsley Coman,1996,Bayern Munich,-1.7729256965183593,-0.04532058908726811,-1.4150843494846732,0.34365525904112365,1.953052923864463,-2.9246389340769903,1.859177857411809,-0.8092459007878776,0.5650795166575343,-1.6674093937085261,-1.341349988581594,-0.22427137495028474,0.773437125453693
83,Danny da Costa,1993,Mainz 05,-0.694952513866971,0.3729369682814712,-0.5112050579901611,-0.3530381136235011,0.3580175950049564,-0.6704631280197773,0.13581871696785933,-0.2955893918718621,-0.37871543357583637,1.0303787008064234,0.8646346002773801,-0.517391614015917,1.072966583981288
87,Moanes Dabbur,1992,Hoffenheim,-1.7655949184603466,0.3431509137004683,-1.4843531927287676,-0.42179787983053807,-1.575340529804801,-0.4581013725181109,-0.3686045335034898,-0.9749310015340213,-0.3571227392681964,-1.141632154944282,0.6081702812453563,1.0313047649995308,1.5720160461548758
91,Márton Dárdai,2002,Hertha BSC,-1.0152244506456831,-0.880245437751434,0.1870267805713757,-1.328626204253627,-1.2737686460181306,0.4607063817221608,-1.7041528264668329,-0.09323291211229819,-2.088165902917706,0.8502281045332835,-0.4332902285097126,-1.3630690438324502,0.38620101059821693
93,Alphonso Davies,2000,Bayern Munich,0.889316252961279,0.1304427653297359,0.17841796879448069,0.7142411479676853,0.8492465557306617,-0.0012652292559943298,2.6752271100971505,0.40924344470586455,-0.5055957733762311,-0.7213825194046397,-0.014598480175226598,-0.627942224034659,0.6517415016714146
95,Kerem Demirbay,1993,Leverkusen,0.27973811485742145,0.7456060887026987,-0.231374749761637,-0.24470114010917376,1.1569984129938535,-0.2049175323142721,-0.9995479595226688,0.17353179957396697,3.159032107233163,4.097069137522662,-0.9420828162418214,-1.1790957463371905,0.14684111304922956
96,Ermedin Demirović,1998,Augsburg,0.545250112839799,1.3057915702680438,-1.4450548889540171,3.084107839800221,0.9905477864626431,-1.4139337346824252,2.371167592567186,-0.7693377851884607,2.0566513881187256,-3.9526029987447746,0.5790535745122727,3.5091257936035833,-0.9877352454918946
97,Sepp van den Berg,2001,Schalke 04,-1.4281255209926227,-0.8721120458906299,0.13434276939957449,-1.1739668105578325,-1.5764277250685412,0.2538366038511183,-1.637522347868029,-0.06728237968263943,-2.041085095440482,1.0779254096381339,-0.48165607725179255,-1.5522773120654656,0.6670559131399594
98,Moussa Diaby,1999,Leverkusen,-1.609425944046873,0.3457870843394406,-1.9192982666999643,2.6030469611861577,3.688875915253852,-3.2896215089973704,3.407481445239381,-0.47292700736786375,3.446788215264571,-3.3118741206754767,-2.5233825447903686,2.0445663026794985,1.7837107878621687
102,Junior Dina Ebimbe,2000,Eint Frankfurt,-0.4693458921722118,-0.3306599261838435,-0.6793528850519394,-0.6475746883682628,-1.1753711730845133,-0.37393522204290647,-0.3242107627207824,-0.47287852343498676,-1.2860826386712303,0.20320359307659283,-0.8601767074646997,-0.6952657783336428,0.22210088573788514
104,Ritsu Doan,1998,Freiburg,1.6855242320346202,2.77471561334834,-1.3316413219687544,1.4143120496950479,-0.00616056882088675,-0.8214483901441632,4.883935389753689,-0.9280326364589174,2.9612138649485304,-4.606170033427027,0.5443274764092461,0.8210683043108127,0.5938127982714168
105,Danilho Doekhi,1998,Union Berlin,2.0929292964118438,-1.5592322902653366,1.7699877490531912,0.11290975421203393,-0.16205862325021733,1.4452692328886043,-0.70899206899804,1.2028520513348349,-1.5703959817837734,0.17865654490555755,-0.6828757129683763,-0.6252648317571569,-1.0755002127241304
108,Dion Drena Beljo,2002,Augsburg,-1.853464297477488,-0.12250748746653504,-1.1490294672532102,-0.5153404073300926,-1.2494290853464038,-0.7556655614216101,-0.6047806674603635,-0.6984234823413268,-1.061993768891346,-0.31058184987578513,0.5127477907244399,1.3091739863961684,0.09276148556630856
109,Dominick Drexler,1990,Schalke 04,-0.20639972681767174,0.6060372413922235,-0.8450687222489117,0.332232449509012,0.6476039183953667,-0.870302622697792,0.4275445559716611,-0.36863135729305035,1.1017103572043914,-0.21712356913726952,1.149800398009517,-0.2692962903968017,-0.09244221310190882
110,Marvin Ducksch,1994,Werder Bremen,-1.800469292069946,-0.4811203551097266,-1.569886874140455,2.4295733907308135,0.7733144752200977,-0.7974700688452202,0.806690553791072,-1.1606737652309398,8.267419940817826,3.1854822396611677,-2.282633238090087,1.4639712129411524,1.4242927489723687
111,Ondrej Duda,1994,Köln,-2.080095011765967,0.12327120867825452,-1.2074118024153218,-1.2523404712073154,-1.6119511444694345,-0.37488987100598514,-0.8823122333004084,-0.7742738158185806,-1.167913615149548,0.5381950450133874,-0.6597216370600189,-1.1477658641134223,0.756925632326662
113,Maximilian Eggestein,1996,Freiburg,1.6740682081452345,0.894876250364638,-0.27250264032362054,-0.08202237687756765,-0.17959230058921102,0.11194966735325693,-0.6246753757930606,-0.12255001501827394,-0.9992336487497392,-0.17601926953613656,0.7549968059274186,-0.4238193423357073,-0.7621979852998734
117,Chidera Ejuke,1998,Hertha BSC,-2.3313514278412004,-0.28096152965372057,-1.3928353048267748,-0.2899957282182415,-1.1081845034468139,-0.3993027557858298,2.363990009598483,-0.4371319812393216,0.024426302115631068,-1.429791224822449,0.06530820214046436,-1.3515540170202474,1.0927280558542782
118,Nico Elvedi,1996,Gladbach,2.24882680473529,-1.821004441026767,4.45941386142599,0.2724795016356459,0.4542982596042289,2.4404968318111595,-0.8389716195214617,2.4028597499959763,-2.0181898016171713,0.6687216940240366,-0.5493270057744803,-0.022699060620765963,-2.0705860881303715
119,Wataru Endo,1993,Stuttgart,3.0511149872356533,1.5009594651693723,0.7509207172697261,1.0520934370049124,1.093981885424848,1.2276953196780398,0.6507169578576979,0.5620352354125827,0.8613441891208946,-2.2742693034659927,2.9923951982440498,1.2411027487749862,-2.032927507931959
120,Arne Engels,2003,Augsburg,-0.7542459480622454,-0.10889031773336637,-0.44241982290256254,-0.5447147859929484,0.8471724904438496,-0.14147245088873614,-0.9305693205440664,0.1208013143126447,3.0144655136864027,2.121895742258678,0.2785549714465567,-1.1789933350455242,0.20882110809166618
124,Ohis Felix Uduokhai,1997,Augsburg,1.1109084328875136,-0.4983734548616205,1.3833940558377895,-0.6155104296461786,-0.5000543664792094,1.307398292268021,-0.7724552837942991,0.9359729460831534,-2.063968384665959,0.7977497923741584,-0.4929662294160525,-0.7945611621105868,-0.7215713461935859
125,Edimilson Fernandes,1996,Mainz 05,1.8086019962171793,-1.2918707293738014,2.8473078174190505,-0.07977149254993293,1.4768234666346556,1.355717511243619,0.39940403730185964,1.3258044276509033,1.3292296461750648,2.3043693001472514,-0.8631324137044345,-0.7824487486749355,-0.6734117566767199
126,Kilian Fischer,2000,Wolfsburg,-1.8588920462507443,-0.2734252625402186,-0.9110688570722434,-1.4680052765645868,-1.2193111696425798,-0.9463551880321006,-1.6778582526916963,-0.738199642639195,-1.9806520232663913,0.6843253151207043,-0.511904325627639,-1.6789575262197551,1.0123803972084844
128,Florian Flick,2000,Schalke 04,-1.5701380132129725,-0.595584181170857,-0.5885639818965396,-1.609908515647148,-1.9972510401293606,-0.21593985811929953,-1.9205836958738147,-0.6486147472884656,-2.14766329861592,0.9089503350156702,-0.4513680037372661,-1.5808908688921373,0.7270681295959381
129,Emil Forsberg,1991,RB Leipzig,-1.2698470352874633,1.0465890753553009,-1.275202962851017,-0.7207155061414139,-1.2528473744143034,-0.40111241220043564,-0.6037389107687358,-0.7302520940870386,-0.4696371622144721,0.07877229482304617,0.6425536419677836,0.3538348253226132,0.7373497379391692
130,Philipp Förster,1995,Bochum,-0.5752668597345278,0.8795047938764218,-0.9242229065079673,-0.1797183810130633,0.6827893809147728,-0.7073088441373122,-0.2645978105265456,0.0425910297238182,1.245739956201505,2.0157844861069805,-0.8771186005412809,-1.3333749214709532,0.42017551054162644
135,Michael Frey,1994,Schalke 04,-1.6933089899586453,0.6931927316178276,-1.6710466968126998,0.2100671595103151,-1.3659687843779955,-0.6233285216811895,-0.2411978049967581,-0.992117473117222,-1.7185248026430235,0.33609369631710045,-0.7015057671271507,1.7487325986915276,0.06983670654275706
136,Marco Friedl,1998,Werder Bremen,2.380913517160883,-1.6335434331326335,2.5831838284120674,-0.3707298125090534,1.2029161296539912,1.3265872534617373,-0.5964937306492576,1.3638428142259817,-1.257404380934236,1.3599555404310422,-0.5167478034265865,-0.36911548332367694,-0.3595215413002169
137,Marvin Friedrich,1995,Gladbach,-0.9229187507852454,-0.8246030086027218,0.8175529427626198,-0.8828910031626377,-1.049461785422757,0.7837055794483984,-1.5811115973337908,0.2672987794639484,-2.081172971745709,1.0390121867585371,-0.4566672025558326,-1.0218114972398262,-0.48441209690089093
138,Jeremie Frimpong,2000,Leverkusen,1.6457470285105715,1.1030681793972084,-0.7701863654682641,2.507075903983375,2.4604536678705164,-2.2609416090497594,5.370448934763559,-0.21046748308659305,3.2874955727685404,-4.409181892700075,-2.450177883641774,1.8677029823344433,0.8456398241154113
139,Chris Führich,1998,Stuttgart,-0.07616184857206473,1.3289407785374443,-1.310783637846668,0.728594206179599,-0.4314838109921279,-0.22743456547835014,2.4658096865503487,-0.4222626096846413,1.7953678665844213,0.054431306732681005,-1.360424450088368,-0.5322968828222048,1.1804348264242914
140,Angelo Fulgini,1996,Mainz 05,-2.1561490976718227,-0.23618632829556796,-1.1795375343119163,-1.2428842087559728,-1.6511053893297634,-0.5045278916778598,-0.6409049187678381,-0.859324962767959,-1.9668159333966408,0.7340211535619717,-0.4674199345413397,-1.2506444872159064,0.9697387907522258
141,Niclas Füllkrug,1993,Werder Bremen,-2.0018348011288567,0.02960822223533394,-1.5469330020477414,1.861343190062202,-0.374481727996061,-0.02934321638915455,1.7885341950738805,-0.8578099799978015,1.8140647989921415,-3.808631029856698,-2.2673350185166097,6.601413511768119,-0.45510251263512685
142,Cristian Gamboa,1989,Bochum,0.3556184329580311,-0.3267751576706449,0.5581141075522883,-0.7438572706367723,1.1966957848072133,-0.30351366921648454,-0.7059723978612333,0.205689485042731,-0.5213451180174582,1.1892279772945775,0.8541048826546954,-0.9288602483189137,0.8436732271773959
145,Dennis Geiger,1998,Hoffenheim,1.0918910105843105,0.6827201011899128,-0.06516643763854046,-0.5201022772557231,0.4206035956382522,0.5298935642022403,-0.7290138313630536,0.40125861928787276,2.0485371003005044,2.333939962196997,2.7653709692610446,-0.7896601572465483,0.03159464410477208
146,Yannick Gerhardt,1994,Wolfsburg,-0.37240944946585136,0.8037974132838477,-0.7311429525647497,0.2453604960388568,-0.23305893111472037,-0.23223679444538992,-0.7053201791282168,-0.35806956961830017,-0.11100037391158686,-1.4570706943011822,1.3392095869773513,-0.1994433219892373,-0.05775122065174546
147,Niko Gießelmann,1991,Union Berlin,-0.47150278204162394,0.1293317175083972,-0.26986349244862873,0.11431097173210793,1.04424727746861,-0.4860313834363599,-0.5970615101089922,-0.3758915117863532,3.316098047317872,2.928354763858233,-1.1674947576596602,-1.141002500388614,0.13858394442149344
149,Matthias Ginter,1994,Freiburg,2.479719124526519,-2.4676669376695477,4.275357339010308,0.7926117146609759,1.5007361452411125,2.8725627613882927,-0.4228046289149547,3.113614832971775,-1.5243185067372285,0.18414904883879654,-0.7339499088871619,0.09874628716939053,-1.9859618110460704
150,Serge Gnabry,1995,Bayern Munich,-0.27673751888690634,1.096692403648468,-1.4498028984914895,0.9437036000350654,-0.09636280425181028,-0.8302411426140804,0.679786583555177,-0.5631374643382919,2.0612242524285196,-2.6467231102168447,0.7657325580380452,0.8281172117561932,0.5787619750346947
152,Leon Goretzka,1995,Bayern Munich,1.1728081508199621,-0.22314108045012548,0.026519500940751218,-0.3600428291803437,-0.9380930358272316,0.3919053008437297,-1.0977759798362277,-0.08492296704896232,-0.7697076799402405,-0.7099701390385947,-0.17998305318776953,0.023636202122005078,-0.9429918354706405
153,Mario Götze,1992,Eint Frankfurt,0.3166058747504411,1.2877768233654627,-0.7590313570048892,1.6287100206829588,2.631073958829199,-0.6237035238130795,1.9643313254779873,-0.13734457097995129,2.612934179718552,1.4559541516396408,0.7418006138197085,-0.17261685838786062,0.36057261812943175
154,Jeffrey Gouweleeuw,1991,Augsburg,3.5715675760324825,-1.3195146821619765,4.589997955726764,0.8497569225612118,2.1952804381034867,3.2106626857030856,0.7893963670174268,3.0708706052508563,0.3178155582641103,-0.5783665145584727,0.1773316767783549,0.3508656805306042,-1.8656882034631508
155,Ryan Gravenberch,2002,Bayern Munich,-1.475142543605259,-0.0710021737319431,-1.0210140735312785,-1.4180336548426473,-1.9455214914274226,-0.3133231252013057,-1.4047599958380719,-0.6690736771336228,-1.9994148945183379,0.7452217919689113,-0.5186428231547385,-1.559129499746464,0.8176629100672959
156,Michael Gregoritsch,1994,Freiburg,-1.1034662672285473,0.49238134734908856,-1.7414699102505742,1.5119437624954892,-0.9227021432870784,-0.3498293653581574,0.43713068980059067,-1.059952537074581,0.9804588222154451,-2.567774940089347,-1.8659730838128912,4.129237227956638,-1.548496304700274
158,Vincenzo Grifo,1993,Freiburg,-0.19470346471707015,1.1457016708959822,-0.5482228197325081,1.4289591584837644,2.052108816443542,0.6236879022015289,3.210720047286501,0.25539982730811056,5.701832014884823,2.0356539555984607,2.7321499743086473,0.11516531066149764,0.955533319718025
160,Christian Groß,1989,Werder Bremen,0.25848919193875297,0.20606780568278968,-0.1060402367428538,-1.0127376654040732,-0.8784913104624442,-0.04981871908015019,-0.8039292964957289,-0.23504500546087112,-1.3072066166484024,0.08297421596732191,2.13319509441402,-0.8086979591946918,-0.11288962442803753
162,Ilia Gruev,2000,Werder Bremen,-0.12798850370460996,0.4419121943485085,-0.3575282283508175,-1.1224528209615872,-0.9992911362654178,0.0324297836770017,-1.3700541127719694,0.009407814841469662,-1.119285298013,1.6818277651016185,-0.46956854926042907,-1.316025173355218,0.3444605607801796
163,Carlos Gruezo,1995,Augsburg,-0.814721450733242,-0.2831825848027796,-0.5337895366344265,-1.492229348269505,-1.4870773899028749,0.060398375063571645,-1.4317498897979601,-0.515599280862607,-2.187999445719643,1.0541807972385893,-0.3527451794186366,-1.4604116136540364,0.6211429032704084
164,Raphaël Guerreiro,1993,Dortmund,0.9822091052177768,0.4180294405028026,0.42486683638777156,1.4584339328114089,3.179142537054237,-0.3121947704156298,1.0872183336991457,0.7991679413453345,2.9695060878176966,2.3150936853269,0.6618512435578399,-0.3960873638298485,0.7952797219115066
