,_Player_,defense_Blocks_Blocks,defense_Tackles_Tkl,defense_Tackles_TklW,defense_Tackles_Def 3rd,defense_Tackles_Mid 3rd,defense_Tackles_Att 3rd,defense__Int,defense__Clr,possession_Touches_Def Pen,possession_Touches_Def 3rd,possession_Touches_Mid 3rd,possession_Touches_Att 3rd,possession_Touches_Att Pen,possession_Touches_Touches,passing_Total_Att,passing_Short_Att,passing_Medium_Att,passing_Long_Att,passing__KP,passing__CrsPA,passing__PrgP,possession_Carries_PrgDist,possession_Carries_TotDist,possession_Receiving_Rec,possession_Receiving_PrgR,possession_Take-Ons_Att,possession_Take-Ons_Succ,gca_SCATypes_TO,gca_SCATypes_Sh,gca_SCATypes_Fld,gca_SCATypes_Def,gca_SCATypes_PassLive,gca_SCATypes_PassDead,shooting_Standard_Dist,shooting_Expected_npxG,playingtime_PlayingTime_Min,misc_Performance_Fls,misc_Performance_Fld,misc_Performance_Off,misc_AerialDuels_Won,misc_AerialDuels_Lost,Corners,Crossing,Dribbling,Finishing,First Touch,Free Kick Taking,Heading,Long Shots,Long Throws,Marking,Passing,Penalty Taking,Tackling,Technique,Aggressiion,Anticipation,Bravery,Composure,Concentration,Vision,Decision,Determination,Flair,Leadership,Off The Ball,Teamwork,Work Rate,Positioning,Acceleration,Agility,Balance,Jumping Reach,Natural Fitness,Pace,Stamina,Strength
329,Calvin Bassey,0.3426573426573427,0.3223388305847076,0.3882978723404255,0.7678571428571428,0.062992125984252,-0.7662337662337663,0.3732970027247956,1.0855172413793104,2.6429993364299933,1.7551553877432473,0.4674393478047344,-0.8755837847935737,-0.7975,0.5413513513513515,0.6436831769583242,0.23640251236135237,1.0580369082642418,0.9429574374725757,-0.9508196721311475,-1.0,-0.22714681440443218,0.6389655586223448,0.6436155731010074,0.5594926514998992,-0.9478260869565217,-0.5039370078740157,-0.21428571428571427,-1.0,-0.45454545454545453,-1.0,-1.0,-0.6279809220985691,-1.0,-0.36030964109781843,-0.8855932203389831,0.25102607436021246,-0.2582417582417582,-0.43103448275862066,-0.2,0.18421052631578952,-0.06054279749478078,9,14,12,7,12,7,14,7,14,12,10,9,13,12,12,13,13,13,11,10,12,12,11,8,13,11,14,12,12,10,12,15,16,17,19,18
330,Jean-Ricner Bellegarde,-0.3793103448275862,-0.5923836389280677,-0.592326139088729,-0.6184538653366584,-0.5677966101694916,-0.5277777777777778,-0.5018315018315018,-0.70062893081761,-0.7394236664622931,-0.797759026144695,-0.65778668002003,-0.26948823148348094,-0.27142857142857146,-0.6238485395546914,-0.6960828968344341,-0.6637592137592138,-0.7442038998925227,-0.7418848167539267,-0.32225913621262464,-1.0,-0.4209606986899564,-0.5427733121427917,-0.5143307183890296,-0.6443366816764807,-0.2385740402193785,-0.16182048040455124,-0.2720403022670025,0.9615384615384617,-0.6222222222222222,-0.5853658536585366,-1.0,-0.3047034764826176,-0.47692307692307695,-0.016393442622950737,-0.3554502369668244,-0.5059308922124807,-0.6222222222222222,0.0938337801608579,-0.47692307692307695,-0.6690997566909975,-0.045356371490280746,9,12,15,9,14,10,8,12,6,8,14,12,9,15,10,13,11,12,11,11,12,14,12,7,12,13,14,8,15,14,12,7,13,15,14,13
331,Saïd Benrahma,-0.7402597402597403,-0.8148148148148149,-0.8522167487684729,-0.7781065088757396,-0.8085106382978723,-1.0,-0.7794117647058824,-0.8780487804878049,-0.8902925531914894,-0.8323301805674979,-0.7752019669827889,-0.42452614752226536,-0.24351585014409222,-0.7125506072874493,-0.7316580815815119,-0.6722609246358454,-0.7785117544200505,-0.8837809917355371,-0.4230769230769231,-0.5714285714285715,-0.6246648793565683,-0.531861099040019,-0.5326956104227069,-0.6749226006191951,-0.05320108205590627,-0.1983122362869198,-0.38053097345132747,-0.1818181818181818,-1.0,-1.0,-1.0,-0.27672955974842767,-1.0,0.21671446128635782,-0.6753246753246753,-0.7123503758003155,-0.7910863509749304,-0.7547683923705721,-0.7692307692307692,-0.9721706864564007,-0.8605947955390335,10,13,17,13,17,13,8,11,6,5,13,12,6,17,10,11,11,13,11,13,12,14,18,6,14,10,13,6,14,15,13,7,14,14,14,9
332,Rodrigo Bentancur,-0.36619718309859156,-0.41525423728813565,-0.3877551020408163,-0.4461538461538462,-0.24427480916030533,-0.7024793388429752,-0.08656716417910446,-0.5443037974683544,-0.5496872828353023,-0.5135890666252524,-0.22037052702817014,-0.41807836544678645,-0.58472553699284,-0.3489004584660813,-0.3364055299539171,-0.28656494231484925,-0.3776360961255517,-0.5122273628552545,-0.6719817767653758,-0.7049180327868853,-0.3684210526315789,-0.5080234274558354,-0.40817174679696505,-0.29570670525808007,-0.7177541729893778,-0.5071707953063885,-0.408955223880597,-0.6842105263157895,-0.37931034482758624,-1.0,0.6363636363636362,-0.40229885057471265,-1.0,-0.031683168316831774,-0.47945205479452063,-0.4474986256184717,-0.11764705882352945,-0.37166324435318276,-1.0,-0.20253164556962033,0.08196721311475416,12,12,14,10,15,12,12,11,7,14,14,8,16,14,16,15,13,13,11,11,13,12,11,10,10,15,16,16,12,14,15,13,14,13,15,14
333,Jóhann Berg Guðmundsson,-0.3552631578947369,-0.5301204819277109,-0.7439024390243902,-0.5227272727272727,-0.5643153526970954,-0.4473684210526316,0.2398523985239852,-0.5703324808184144,-0.6411483253588517,-0.6,-0.3172295363480252,0.1575483340189223,-0.3079847908745247,-0.27836563645887896,-0.2476290832455216,-0.41445673586907106,-0.30365893498856583,0.5734138972809667,1.3863636363636367,1.52,0.08970976253298146,-0.5781872509960159,-0.32092220441375907,-0.25944584382871533,0.3441558441558441,-0.4790697674418605,-0.6139705882352942,-1.0,-0.06666666666666664,1.1724137931034484,-1.0,0.12428298279158698,4.666666666666667,-0.08691834942932404,0.05835543766578215,-0.2342378170026615,-0.5367647058823529,0.27272727272727276,-0.41666666666666663,-0.45353159851301117,-0.33684210526315794,12,13,13,11,12,14,10,13,5,7,13,14,7,12,12,13,10,14,11,14,11,14,13,5,12,15,15,11,13,12,13,13,15,13,14,12
334,Sander Berge,1.256578947368421,1.7469879518072287,1.9451219512195121,1.7840909090909094,2.136929460580913,0.381578947368421,0.7822878228782287,0.6112531969309462,0.909090909090909,0.8296296296296296,1.3969089868345734,0.7881530234471411,0.09125475285171109,1.0757988475641698,1.160300316122234,1.0271253220184877,1.4389088533159098,0.9540785498489426,0.9772727272727274,-0.58,2.029023746701847,1.1550796812749005,1.3741832079891507,1.1740554156171286,-0.4350649350649351,0.3348837209302325,0.5441176470588235,0.4,-1.0,-0.27586206896551724,-1.0,1.5296367112810707,-1.0,0.030143400643839656,0.05835543766578215,0.9304659059622502,1.058823529411765,0.20909090909090916,-0.41666666666666663,1.4981412639405203,0.5157894736842105,9,11,12,10,12,9,11,10,6,11,13,12,12,14,12,14,12,13,14,13,13,14,11,11,13,14,14,12,13,13,14,11,14,13,14,15
335,Beto,-0.5917030567685589,-0.6699029126213593,-0.7627906976744186,-0.9529085872576177,-0.5952380952380952,0.10185185185185192,-0.9514285714285714,-0.7173396674584324,-0.808854532677442,-0.8996852871754524,-0.6924557351809084,-0.310358408822371,0.43725231175693524,-0.6431425516348698,-0.7737355811889973,-0.712312208599551,-0.8140734626496079,-0.9393166751657318,-0.4192546583850932,-1.0,-0.7830446672743847,-0.6912453294234499,-0.6072988076653318,-0.5788743559254855,-0.07591377694470479,0.13549618320610685,0.08510638297872336,2.6428571428571432,-0.26086956521739124,-0.15000000000000002,0.06250000000000001,-0.42114695340501784,-1.0,-0.15028901734104053,1.0198019801980198,-0.5102838275830733,-0.18119266055045877,-0.06376811594202894,1.1794871794871797,0.24454828660436134,0.75,5,7,12,15,13,6,15,12,6,6,12,11,6,12,15,14,12,14,13,10,12,16,11,8,15,12,16,8,16,13,14,16,14,16,13,16
336,Jordan Beyer,0.013157894736842058,0.2650602409638554,0.2804878048780488,0.75,0.045643153526970945,-0.7236842105263158,0.2398523985239852,0.826086956521739,1.2822966507177032,1.1111111111111112,0.0313680595306239,-0.8877005347593583,-0.7870722433460076,0.1242535358826611,0.19079293993677557,-0.05167449613577815,0.5298921920940869,0.1673716012084592,-0.7954545454545454,-1.0,-0.5382585751978892,0.45647410358565743,0.2257428183947726,0.1954659949622167,-0.9805194805194806,-0.772093023255814,-0.6911764705882353,-1.0,-1.0,-1.0,-1.0,-0.5984703632887189,-1.0,-0.5200468247000294,-0.7214854111405836,-0.20725626357490293,-0.43382352941176466,-0.6181818181818182,-1.0,0.09293680297397763,-0.17894736842105266,4,8,12,6,11,4,13,6,12,14,13,7,16,12,13,12,16,14,12,11,12,13,11,8,11,14,12,13,12,11,15,13,12,14,13,14
337,Philip Billing,0.09563409563409568,-0.15384615384615385,-0.30788804071246817,-0.5882352941176471,0.39033457249070624,-0.3523809523809524,-0.005847953216374249,-0.38974358974358975,-0.44871794871794873,-0.5558270676691729,-0.2860169491525424,-0.09223300970873788,0.053719008264462874,-0.30361890293527216,-0.3477888118882618,-0.12908556738890933,-0.5306748466257669,-0.5662870159453303,-0.00508905852417301,-0.2,-0.2710355987055016,-0.5564927422518635,-0.49156089657034835,-0.2980769230769231,-0.11046511627906982,-0.30569306930693074,-0.42696629213483145,-0.7017543859649122,-0.30612244897959184,-0.45161290322580644,-1.0,0.03343465045592712,-0.46031746031746035,0.20260989010989022,-0.10901467505241098,-0.27102631740384026,-0.31712473572938693,-0.42045454545454547,-1.0,0.11678832116788324,-0.3584905660377359,6,10,12,12,13,7,8,12,17,10,14,12,11,13,13,12,13,13,11,11,13,13,10,8,12,12,14,11,12,14,13,15,16,13,15,15
338,Yves Bissouma,0.18309859154929573,1.0338983050847457,1.1224489795918366,0.7723076923076921,1.4732824427480915,0.7851239669421487,0.9880597014925373,0.22468354430379736,0.21334259902710218,0.3110731480043485,0.866847136452077,0.031165136428294382,-0.7279236276849642,0.4819333281529256,0.5279262672811058,0.6847785634536658,0.4367336929867583,-0.0006609385327164761,-0.5489749430523918,-1.0,0.4824561403508772,0.2882243702680825,0.5243478157616632,0.5832127351664255,-0.881638846737481,0.10299869621903512,0.45074626865671646,-0.052631578947368376,-1.0,-1.0,2.2727272727272725,-0.19540229885057472,-0.38983050847457623,0.4851485148514849,-0.6164383561643836,0.13688840021990104,0.5441176470588235,0.14579055441478433,-1.0,-0.20253164556962033,-0.2622950819672131,8,11,14,9,16,13,12,13,7,14,16,13,17,16,13,15,14,15,15,10,14,14,14,11,12,15,16,16,16,14,13,12,14,14,16,15
339,Jayden Bogle,0.7721518987341772,1.0060790273556233,0.889763779527559,1.4641833810888254,0.8025751072961372,-0.47368421052631576,1.006269592476489,1.0638297872340425,0.9714479945615229,1.008700586343862,0.6208043543997581,0.8550888074429096,0.8771331058020477,0.7983116288201035,0.7111543220788402,0.9492050381994631,0.47116324535679377,0.513117754728493,-0.1701244813278009,1.127659574468085,0.43884892086330923,0.7823616600790513,0.9478502080443828,0.627738983867084,1.3,1.2823984526112184,1.127659574468085,0.5789473684210527,-0.5,0.9047619047619047,-1.0,0.3333333333333333,-0.6491228070175439,-0.04901673026122694,0.37724550898203624,0.7637197532816701,1.0052770448548813,0.5714285714285714,0.40350877192982454,0.8621973929236498,-0.08045977011494251,9,13,14,9,12,8,10,5,11,12,12,7,13,12,10,11,11,11,11,12,12,14,14,8,12,14,14,12,15,14,14,9,15,14,15,11
340,Jayden Bogle,0.7721518987341772,1.0060790273556233,0.889763779527559,1.4641833810888254,0.8025751072961372,-0.47368421052631576,1.006269592476489,1.0638297872340425,0.9714479945615229,1.008700586343862,0.6208043543997581,0.8550888074429096,0.8771331058020477,0.7983116288201035,0.7111543220788402,0.9492050381994631,0.47116324535679377,0.513117754728493,-0.1701244813278009,1.127659574468085,0.43884892086330923,0.7823616600790513,0.9478502080443828,0.627738983867084,1.3,1.2823984526112184,1.127659574468085,0.5789473684210527,-0.5,0.9047619047619047,-1.0,0.3333333333333333,-0.6491228070175439,-0.04901673026122694,0.37724550898203624,0.7637197532816701,1.0052770448548813,0.5714285714285714,0.40350877192982454,0.8621973929236498,-0.08045977011494251,6,10,9,6,11,7,11,6,10,12,11,7,12,12,8,12,10,11,11,9,11,13,7,7,9,12,13,12,12,11,12,13,13,14,12,10
341,Willy Boly,0.40969162995594716,0.362962962962963,0.4536340852130326,0.7910447761194028,-0.13875598086124397,-0.6875,0.597444089456869,1.1276595744680853,1.1511627906976745,0.8106402164111812,-0.13527508090614887,-0.721905630271256,-0.07482993197278912,0.025611642697530537,0.0011189854531891085,-0.20952709699689331,0.21115537848605578,0.2492836676217765,-0.4098360655737705,-1.0,-0.4024276377217553,-0.3171040151754664,-0.2847145334141093,-0.14804202483285578,-0.9441340782122905,-0.7560975609756098,-0.7709923664122137,-1.0,-0.21568627450980388,-1.0,-1.0,-0.467680608365019,-1.0,-0.3679732604071709,-0.375,-0.091942409699419,0.02564102564102564,-0.8840579710144928,-0.7368421052631579,1.2485207100591715,0.013645224171540018,2,4,12,9,11,3,16,9,5,13,13,5,15,13,17,15,14,13,11,11,12,13,13,12,9,13,13,15,12,11,16,17,10,12,11,17
342,Sven Botman,-0.20997920997920994,-0.39778129952456415,-0.33602150537634407,-0.1133333333333333,-0.5289256198347108,-1.0,-0.3892857142857143,0.7776073619631901,1.4852320675105486,0.9036608863198459,-0.12199630314232895,-0.9046547845648036,-0.6404919583727531,-0.005307807467223135,0.06586132715538642,-0.10450339296730411,0.31563296516567546,0.23425196850393704,-0.767156862745098,-1.0,-0.5584329349269588,-0.19929712843926464,-0.1954315095817142,0.043425975414217007,-0.9358974358974359,-0.9458689458689459,-1.0,-1.0,-0.4153846153846154,-1.0,-1.0,-0.6666666666666666,-1.0,-0.3241869918699188,-0.8325991189427313,-0.2086924961437256,-0.5315068493150684,-0.9153674832962138,-0.6666666666666666,0.4582392776523703,-0.2044334975369458,7,9,9,6,12,3,15,6,11,15,14,8,16,13,10,14,13,13,14,10,12,13,8,12,9,12,14,13,10,9,14,16,12,12,15,15
343,Sven Botman,-0.20997920997920994,-0.39778129952456415,-0.33602150537634407,-0.1133333333333333,-0.5289256198347108,-1.0,-0.3892857142857143,0.7776073619631901,1.4852320675105486,0.9036608863198459,-0.12199630314232895,-0.9046547845648036,-0.6404919583727531,-0.005307807467223135,0.06586132715538642,-0.10450339296730411,0.31563296516567546,0.23425196850393704,-0.767156862745098,-1.0,-0.5584329349269588,-0.19929712843926464,-0.1954315095817142,0.043425975414217007,-0.9358974358974359,-0.9458689458689459,-1.0,-1.0,-0.4153846153846154,-1.0,-1.0,-0.6666666666666666,-1.0,-0.3241869918699188,-0.8325991189427313,-0.2086924961437256,-0.5315068493150684,-0.9153674832962138,-0.6666666666666666,0.4582392776523703,-0.2044334975369458,13,11,14,11,14,15,11,11,5,12,13,14,6,14,12,12,11,7,6,14,10,10,10,7,13,13,14,13,13,10,11,10,12,10,10,8
344,Jarrod Bowen,0.20129870129870128,-0.027777777777777842,0.03448275862068966,-0.37869822485207105,-0.10638297872340423,1.8,-0.16176470588235298,-0.7560975609756098,-0.800531914893617,-0.6517626827171109,-0.27994380049174566,0.9559260105046814,2.760806916426513,-0.11417004048582996,-0.2670193512459975,-0.1901519949335022,-0.4521080240917039,-0.449896694214876,0.6258741258741259,-0.3571428571428572,-0.3029490616621983,0.26871567969027776,0.3459585233883031,-0.011499336576735908,1.5157799819657347,1.0464135021097047,0.5044247787610618,0.6363636363636365,0.9736842105263159,1.0930232558139534,0.36363636363636376,0.7295597484276729,0.20689655172413796,-0.12740680049160205,2.7662337662337664,0.4006680894497541,0.16991643454038996,0.7166212534059947,3.615384615384616,-0.0816326530612244,0.9516728624535316,13,14,16,15,13,12,10,14,4,5,14,14,8,14,8,14,8,14,10,13,14,17,14,5,16,15,17,8,15,15,11,8,14,15,15,8
345,Conor Bradley,-0.2735042735042735,-0.013452914798206362,0.20481927710843373,0.04089219330855024,-0.16376306620209058,0.23893805309734506,-0.3103448275862069,-0.5053003533568905,-0.7598627787307033,-0.5152354570637119,-0.5759354365370506,-0.3791517629024016,-0.4628975265017668,-0.5101163566293634,-0.533121916842847,-0.4635716375694918,-0.5743727598566308,-0.7066219614417435,-0.4966442953020134,-0.25,-0.7234144015259895,-0.5134420054261306,-0.5042545320014798,-0.5926936804534957,-0.3849111004324844,-0.17920656634746915,-0.21450151057401817,-0.09090909090909086,-0.6,-0.5348837209302325,1.352941176470588,-0.6515004840271055,-0.8260869565217391,0.006691882455629818,-0.7820823244552059,-0.5551879965738252,-0.6475770925110133,-0.3424657534246575,-0.6,-0.6153846153846154,-0.7711670480549199,8,12,12,11,13,8,8,9,8,11,12,8,10,13,12,11,12,12,12,12,11,13,12,8,12,14,13,10,15,14,12,9,15,14,13,9
346,Conor Bradley,-0.2735042735042735,-0.013452914798206362,0.20481927710843373,0.04089219330855024,-0.16376306620209058,0.23893805309734506,-0.3103448275862069,-0.5053003533568905,-0.7598627787307033,-0.5152354570637119,-0.5759354365370506,-0.3791517629024016,-0.4628975265017668,-0.5101163566293634,-0.533121916842847,-0.4635716375694918,-0.5743727598566308,-0.7066219614417435,-0.4966442953020134,-0.25,-0.7234144015259895,-0.5134420054261306,-0.5042545320014798,-0.5926936804534957,-0.3849111004324844,-0.17920656634746915,-0.21450151057401817,-0.09090909090909086,-0.6,-0.5348837209302325,1.352941176470588,-0.6515004840271055,-0.8260869565217391,0.006691882455629818,-0.7820823244552059,-0.5551879965738252,-0.6475770925110133,-0.3424657534246575,-0.6,-0.6153846153846154,-0.7711670480549199,6,7,10,13,11,5,12,7,4,5,10,14,5,11,7,11,12,12,10,8,9,16,12,5,13,12,12,5,12,12,13,15,14,13,11,13
347,Jarrad Branthwaite,0.8930131004366813,0.5561719833564494,0.2651162790697675,0.9778393351800555,0.4841269841269841,-0.6851851851851851,1.4285714285714284,2.2909738717339665,2.6676036542515815,2.2134146341463414,0.6947652040030792,-0.7957857424182749,-0.1241743725231176,0.7134897855816309,0.7409790002957706,0.48834398204109836,1.146925299215848,0.8378378378378377,-0.7888198757763976,-1.0,0.14676390154968091,0.25190370335335566,0.21579673748274844,0.5211058263971463,-0.9044048734770385,-0.7404580152671756,-0.6382978723404256,-1.0,-0.7536231884057971,0.27499999999999997,-0.46875,-0.39068100358422936,-1.0,-0.3294797687861272,-0.42772277227722777,0.6045800139339048,-0.025229357798165184,-0.06376811594202894,0.08974358974358981,1.4890965732087227,0.34375,3,6,10,7,12,7,13,5,9,11,10,6,12,12,14,12,17,12,12,12,11,13,13,10,11,13,13,12,13,12,13,18,13,12,13,13
348,Ben Brereton,-0.620253164556962,-0.7264437689969605,-0.7900262467191601,-0.7707736389684814,-0.6566523605150215,-0.7368421052631579,-0.8119122257053292,-0.7446808510638298,-0.8096532970768184,-0.8335540003782864,-0.49501058361052314,0.04313504369890051,0.7406143344709897,-0.4934886460310189,-0.5315538271168464,-0.38467891802601695,-0.6285434995112414,-0.7925564368517388,-0.3360995850622407,-0.14893617021276598,-0.11270983213429263,-0.1823122529644269,-0.20055478502080443,-0.3233806886588009,0.95,0.08317214700193418,-0.14893617021276595,1.105263157894737,0.0,1.857142857142857,1.2222222222222223,0.07692307692307693,-1.0,-0.14881127091282653,2.1736526946107793,-0.3009647319310454,-0.41952506596306066,0.35714285714285715,2.8596491228070176,-0.7392923649906891,-0.24466338259441706,5,9,14,14,12,11,12,12,3,5,11,13,4,13,10,12,12,13,11,10,11,13,10,7,12,15,15,5,15,12,12,13,15,15,14,15
349,Josh Brownhill,0.519736842105263,1.2048192771084336,1.2408536585365852,0.8295454545454546,1.4398340248962658,1.7631578947368423,1.6346863468634685,0.07416879795396411,0.019138755980861174,0.2074074074074074,0.5073840870062964,0.7708761826408885,0.11787072243346014,0.4861707700366684,0.52963645943098,0.6929837854220336,0.3480888598497223,0.44652567975830815,1.3181818181818183,-1.0,0.6622691292875988,-0.29023904382470117,-0.1574405128837381,0.23778337531486154,-0.29870129870129875,-0.5767441860465117,-0.4595588235294118,-0.5333333333333333,0.4,1.1724137931034484,1.3333333333333333,0.7265774378585086,5.333333333333333,0.27597307579748315,0.05835543766578215,0.44672519807886435,0.9558823529411766,0.5272727272727273,-0.41666666666666663,0.32713754646840143,0.0421052631578947,14,11,13,9,13,14,9,12,8,12,15,12,13,12,13,13,12,13,13,13,13,10,12,8,14,15,16,12,13,13,12,11,14,12,16,10
350,Jacob Bruun Larsen,-0.26315789473684215,-0.674698795180723,-0.7439024390243902,-0.6818181818181818,-0.7385892116182573,-0.4473684210526316,-0.4575645756457565,-0.3823529411764706,-0.7129186602870814,-0.6407407407407407,-0.4494562106468231,0.7320032908268203,1.3688212927756656,-0.2079622839182818,-0.27252370916754476,-0.1821488104258221,-0.44429924861156483,-0.1879154078549849,0.7045454545454546,-0.16,-0.2981530343007916,-0.058067729083665295,-0.060904943903341086,-0.20831234256926948,1.8441558441558439,0.7906976744186046,0.5441176470588235,-0.5333333333333333,-0.5333333333333333,-0.27586206896551724,-1.0,0.2848948374760994,2.6666666666666665,0.1237928007023704,1.3395225464190974,-0.19761999449356057,-0.3308823529411764,-0.5545454545454546,2.2083333333333335,-0.5315985130111525,-0.11578947368421055,12,11,12,10,11,11,9,11,10,7,12,10,7,12,15,13,9,12,10,12,11,11,12,7,16,15,16,9,14,13,11,10,16,14,14,10
351,Hugo Bueno,-0.41379310344827586,-0.4964739069111424,-0.4292565947242207,-0.49127182044887785,-0.4957627118644068,-0.5277777777777778,-0.6263736263736264,-0.4867924528301887,-0.6560392397302268,-0.5767049384423849,-0.6458688032048072,-0.5227812567480027,-0.7814285714285715,-0.5931583576355136,-0.6070371213846505,-0.505036855036855,-0.6946107784431138,-0.7596858638743456,-0.6611295681063123,1.3050847457627117,-0.8812227074235808,-0.5921330114001039,-0.5865248007906603,-0.6396259092483547,-0.3784277879341865,-0.5056890012642226,-0.6574307304785894,-0.673076923076923,-0.6222222222222222,-0.5853658536585366,-1.0,-0.5132924335378323,-1.0,0.09687034277198213,-0.8791469194312796,-0.6178442496132027,-0.7355555555555555,-0.7265415549597856,-0.7384615384615385,-0.6277372262773723,-0.5593952483801296,5,13,13,8,10,5,10,6,9,12,11,8,10,13,12,9,9,13,11,11,12,2,13,10,10,8,11,9,13,12,6,10,14,13,13,8
352,Facundo Buonanotte,0.1634615384615384,0.502439024390244,0.36723163841807915,0.02142857142857148,1.008298755186722,0.6382978723404257,-0.375886524822695,-0.8070175438596491,-0.7375,-0.7372703412073491,-0.4480349344978166,-0.05092664693972905,-0.26386233269598475,-0.440269166792681,-0.5354918503467467,-0.41582783755640407,-0.7104214466851829,-0.8018018018018018,-0.022222222222222275,-0.717948717948718,-0.4643478260869565,-0.5580115441406774,-0.3937782379518073,-0.4645301962375133,-0.10758377425044086,0.7280966767371602,0.4831460674157303,-0.10204081632653053,-0.014925373134328346,1.894736842105263,1.0,-0.1932299012693935,-0.7349397590361446,0.02695193109197002,0.029239766081871416,-0.08190301361480805,0.9228791773778918,1.097674418604651,-0.19512195121951215,-0.6666666666666666,0.07645259938837923,11,11,12,11,13,11,9,13,10,9,12,13,10,13,12,11,11,13,12,13,11,9,14,10,14,12,13,8,14,13,13,7,9,12,14,10
353,Dan Burn,1.1725571725571726,0.8367670364500793,0.685483870967742,1.3433333333333333,0.5702479338842976,-0.14606741573033707,1.5107142857142857,2.613496932515337,1.7257383966244728,1.6696309470875943,0.6604025467241734,-0.30299359750821936,-0.173131504257332,0.7299369414326544,0.7470902973136964,0.6456508328192474,1.1200792976493912,0.03789370078740159,-0.5343137254901961,-0.2191780821917808,-0.05378486055776884,-0.05034242460651202,0.1032638406642928,0.45978086584714056,-0.6794871794871795,-0.8376068376068376,-0.7797101449275362,-0.736111111111111,-0.4153846153846154,-1.0,-1.0,-0.3888888888888889,-0.4411764705882353,-0.47865853658536595,-0.13509544787077832,0.5665245138069746,0.6657534246575344,-0.534521158129176,0.3333333333333333,3.331828442437924,1.1995073891625616,7,9,9,9,12,4,16,4,13,14,13,5,15,12,13,15,17,13,13,12,13,16,8,13,9,17,17,13,9,8,8,19,12,14,15,16
354,Moisés Caicedo,1.2801932367149758,1.398682042833608,1.1457725947521866,1.0266666666666666,2.1549295774647885,0.8723404255319149,1.06993006993007,-0.01675977653631285,0.19315403422982885,0.4685370741482966,0.9776546142341866,0.0273995629517566,-0.8446601941747572,0.5978495499531625,0.6429540608645087,0.8200284379443429,0.4449558402786416,0.4845360824742268,-0.058823529411764705,-1.0,0.8222514812376563,-0.0029313656120489233,0.15939889269707355,0.6350626118067979,-0.7014512785072564,0.13561470215462612,0.1366120218579235,-0.3424657534246575,-0.6190476190476191,1.0869565217391304,1.56,0.2399403874813711,-1.0,0.781190019193858,-0.8927973199329984,0.4466527856647107,0.9559902200488998,0.8578199052132701,-1.0,0.25326370757180156,0.3854748603351955,5,8,14,10,13,8,9,12,4,12,15,8,17,14,13,13,13,14,13,14,14,15,14,9,13,14,15,14,16,16,12,9,18,14,16,9
355,Tom Cairney,-0.32867132867132864,-0.3523238380809596,-0.23404255319148937,-0.4642857142857143,-0.1496062992125984,-0.5324675324675324,-0.36239782016348776,-0.8510344827586207,-0.6775049767750498,-0.3647981411559686,0.3454474020233769,0.41901737343545664,-0.3025,0.1335135135135136,0.24896356098625352,0.54911131898971,0.09280556298475524,-0.13909609477841162,0.278688524590164,-0.2,0.8074792243767311,0.22098883955358212,0.22570106180234142,0.36259311455607,-0.06086956521739136,0.1692913385826772,0.8571428571428571,-0.027027027027026935,-0.45454545454545453,-0.24999999999999994,1.3999999999999997,0.7742448330683626,-0.5443037974683544,0.34271639690358907,-0.5805084745762711,-0.19169483341380977,-0.20879120879120877,0.18965517241379318,-1.0,-0.4473684210526315,-0.7745302713987474,12,14,13,13,15,14,7,15,6,7,15,13,10,15,13,14,9,14,12,14,15,11,15,15,14,14,11,12,10,13,14,10,15,10,13,9
356,Dominic Calvert-Lewin,-0.48034934497816595,-0.6934812760055479,-0.7627906976744186,-0.9058171745152355,-0.5952380952380952,-0.2129629629629629,-0.8057142857142857,-0.23277909738717342,-0.4026704146170063,-0.735837922895358,-0.4263536053374391,0.33576211106734943,1.784676354029062,-0.2939388823231471,-0.44690919846199345,-0.2044551890865135,-0.6527032604209657,-0.8959714431412544,0.00310559006211179,-1.0,-0.5195989061075661,-0.3615853946932791,-0.20459738908120095,-0.04825604439159727,0.943767572633552,0.39503816793893126,0.012765957446808465,1.4285714285714286,0.7246376811594204,0.7,0.06250000000000001,0.12724014336917572,-1.0,-0.19653179190751446,2.8376237623762375,0.1179535334565171,0.20871559633027517,0.5768115942028986,4.230769230769232,2.627725856697819,3.5,9,11,11,15,15,7,17,9,2,6,11,7,5,14,13,14,14,13,15,10,14,14,12,5,16,15,15,6,16,14,14,16,14,16,15,16
357,Diego Carlos,0.0938337801608579,-0.12237093690248568,-0.081081081081081,0.4666666666666667,-0.6666666666666666,-0.734375,-0.030701754385964935,1.3594306049822062,1.8825573314801949,1.3376685170499605,0.10897230242754796,-0.8628775089101481,-0.6002044989775052,0.24057148354820096,0.31455940908304,-0.1283233857840477,0.7373447946513849,0.8476242490442382,-0.8692307692307693,-1.0,-0.29663394109396907,0.18375417501670005,0.13024754813435957,0.307152682255846,-0.9879175550817342,-0.907859078590786,-0.8985074626865671,-1.0,-1.0,-1.0,-1.0,-0.766412213740458,-1.0,-0.4155647903286741,-0.45439189189189194,-0.06843693421846715,0.148051948051948,-0.8488888888888889,-0.6046511627906976,0.18999999999999992,0.2886297376093295,3,5,7,5,11,9,15,8,10,16,12,10,15,12,16,15,19,13,14,8,14,15,9,9,8,13,14,15,13,12,15,14,18,14,15,18
