,_Player_,defense_Blocks_Blocks,defense_Tackles_Tkl,defense_Tackles_TklW,defense_Tackles_Def 3rd,defense_Tackles_Mid 3rd,defense_Tackles_Att 3rd,defense__Int,defense__Clr,possession_Touches_Def Pen,possession_Touches_Def 3rd,possession_Touches_Mid 3rd,possession_Touches_Att 3rd,possession_Touches_Att Pen,possession_Touches_Touches,passing_Total_Att,passing_Short_Att,passing_Medium_Att,passing_Long_Att,passing__KP,passing__CrsPA,passing__PrgP,possession_Carries_PrgDist,possession_Carries_TotDist,possession_Receiving_Rec,possession_Receiving_PrgR,possession_Take-Ons_Att,possession_Take-Ons_Succ,gca_SCATypes_TO,gca_SCATypes_Sh,gca_SCATypes_Fld,gca_SCATypes_Def,gca_SCATypes_PassLive,gca_SCATypes_PassDead,shooting_Standard_Dist,shooting_Expected_npxG,playingtime_PlayingTime_Min,misc_Performance_Fls,misc_Performance_Fld,misc_Performance_Off,misc_AerialDuels_Won,misc_AerialDuels_Lost,Corners,Crossing,Dribbling,Finishing,First Touch,Free Kick Taking,Heading,Long Shots,Long Throws,Marking,Passing,Penalty Taking,Tackling,Technique,Aggressiion,Anticipation,Bravery,Composure,Concentration,Vision,Decision,Determination,Flair,Leadership,Off The Ball,Teamwork,Work Rate,Positioning,Acceleration,Agility,Balance,Jumping Reach,Natural Fitness,Pace,Stamina,Strength
10,Waldemar Anton,0.5203252032520325,0.27255278310940495,0.37096774193548393,0.6839622641509434,0.1673819742489271,-0.5526315789473685,1.5468164794007493,3.2499999999999996,3.5870556061987235,2.6834319526627217,1.1127129750982963,-0.5898601398601399,-0.34467120181405897,1.0881746162733124,1.1616592362861018,0.6367577376751687,1.911434405308831,1.5446171560161197,-0.6184538653366584,-0.569620253164557,0.8436317780580075,1.798460784596316,1.528927623883833,1.0175487935204457,-0.8378893833439288,-0.43759398496240604,-0.23192771084337355,-1.0,0.17241379310344832,-0.37037037037037035,-0.055555555555555566,-0.21974965229485402,-1.0,-0.16496756255792405,-0.5498442367601247,0.6354545151505049,0.32812499999999994,0.2277777777777778,-1.0,2.212918660287081,0.716346153846154,5,9,9,8,11,5,14,8,10,13,12,7,14,11,12,15,14,13,12,12,13,13,7,13,8,16,12,15,11,11,13,15,16,13,14,13
11,Christopher Antwi-Adjei,-0.4669703872437358,-0.33567662565905093,-0.37752161383285304,-0.29687499999999994,-0.5481171548117155,0.21621621621621634,-0.8732394366197184,-0.7211267605633803,-0.8305084745762712,-0.6687391196219846,-0.5933014354066986,0.5886061172075647,0.21108179419525055,-0.2948832461401047,-0.30880487185993405,-0.3096800656275636,-0.42027027027027025,-0.09433962264150939,0.23076923076923078,0.575,-0.5350553505535055,0.22656995609849212,0.13974602247847023,-0.1745112237509051,1.2872928176795577,0.5555555555555556,-0.25882352941176473,0.09090909090909095,-0.2894736842105263,0.01886792452830182,-1.0,0.07722007722007719,0.396551724137931,-0.036187113857016964,-0.034146341463414324,-0.2481192676307925,-0.44680851063829785,-0.20725388601036263,3.0,-0.7490494296577946,-0.49489795918367346,10,9,14,11,11,8,5,11,13,6,11,9,7,13,15,10,8,10,10,11,11,12,14,7,13,14,11,7,15,14,10,7,13,15,13,8
12,Maximilian Arnold,0.0561224489795918,0.7859922178988326,0.9787234042553192,0.08433734939759031,1.5578947368421052,1.16,0.667953667953668,0.4266842800528401,0.5027522935779816,0.4307948860478044,1.2549177499137236,0.38199052132701417,-0.8509933774834437,0.8121005069429139,0.9393856841244979,0.5920734654422427,1.0084019492522267,2.3636901241868715,1.9387755102040818,2.193548387096774,1.1795088907705333,0.4736562001064395,0.5857383282428472,0.7869398207426376,-0.6954585930543188,-0.5570469798657718,-0.3505154639175258,-0.41935483870967744,0.12500000000000006,-0.052631578947368446,3.5000000000000004,0.6459143968871595,8.0,0.6385068762278977,-0.4999999999999999,0.5613166730123567,0.669172932330827,1.1015228426395938,-1.0,-0.47390396659707723,0.2765957446808511,17,13,11,11,13,17,10,17,4,12,14,13,12,14,16,12,13,14,13,14,13,14,10,14,13,15,17,13,12,11,13,11,17,12,17,11
13,Takuma Asano,-0.3029612756264237,-0.46221441124780316,-0.6887608069164265,-0.859375,-0.3221757322175733,0.4594594594594596,-0.7464788732394366,-0.7211267605633803,-0.711864406779661,-0.6821686147724446,-0.4784688995215311,0.5255661919215502,1.2559366754617411,-0.26961847645782827,-0.39558487693478817,-0.19893355209187866,-0.6108108108108108,-0.7056603773584905,0.07692307692307693,-0.775,-0.46863468634686345,0.4659286123305975,0.4660633484162895,-0.07023895727733523,1.767955801104972,0.6444444444444445,0.6941176470588235,1.7272727272727275,0.8947368421052632,1.0377358490566035,0.2857142857142857,0.5289575289575289,-0.8448275862068966,-0.21094439541041493,2.4682926829268306,0.2279894198069458,-0.3617021276595745,0.02590673575129541,4.111111111111111,-0.6577946768060837,0.19387755102040813,7,8,12,12,11,7,11,8,4,6,10,12,7,12,14,13,12,10,10,10,9,13,11,8,14,10,15,7,16,16,10,9,12,16,13,9
14,Matthias Bader,0.16710875331564978,0.9354838709677419,0.6286644951140066,1.229965156794425,0.1891891891891892,1.9090909090909092,0.6501650165016502,-0.40029985007496255,-0.1368227731864096,0.46118721461187207,0.30446263533139695,0.5226689478186485,0.008064516129032228,0.3996544063194272,0.4147211665244707,0.2832737385776719,0.49073023079833517,0.4818820984315846,0.2765957446808511,0.9354838709677419,0.33068520357497516,0.5576556026255761,0.49602682467502646,0.24014195583596218,0.3594232749742534,1.4427480916030535,1.0689655172413794,1.142857142857143,0.4285714285714285,0.42857142857142866,1.352941176470588,0.5711252653927813,-0.3548387096774194,0.20335132064754344,-0.48148148148148157,0.27738002410150986,-0.12596401028277632,1.586750788643533,-0.6153846153846154,-0.5227765726681128,-0.34740882917466415,4,15,12,7,11,5,7,8,15,12,12,6,13,12,14,12,13,12,11,12,12,15,12,6,13,12,13,12,14,12,11,8,14,15,15,9
15,Ridle Baku,0.2397959183673469,0.2957198443579766,0.27659574468085113,0.7349397590361445,-0.3368421052631579,0.4399999999999999,0.45945945945945943,0.07001321003963008,-0.1412844036697248,0.04391328515842141,0.18854250546416654,0.9492890995260662,0.6092715231788078,0.31716993608111094,0.2847510726690732,0.37747704204929927,0.2189547975130231,0.22412773506800712,0.7755102040816327,1.9032258064516128,0.2955122777307366,0.22618414050026603,0.27607056036900823,0.24609475032010236,1.0837043633125558,0.6107382550335572,0.5773195876288658,-1.0,0.8750000000000001,0.8947368421052632,-1.0,0.7509727626459143,-1.0,-0.06286836935167002,-0.09999999999999978,0.2541621958395347,0.08270676691729317,0.5989847715736041,0.4594594594594596,-0.21085594989561585,0.14893617021276595,7,12,13,11,12,7,7,12,8,11,12,6,13,12,13,12,15,12,10,12,12,16,13,6,16,16,17,12,15,12,12,8,18,15,15,12
16,Leandro Barreiro Martins,0.980440097799511,1.215909090909091,1.3920265780730898,0.48051948051948046,1.8220338983050848,1.6557377049180326,1.050632911392405,0.4906249999999999,0.4095238095238095,0.26190971499895993,0.6014556406073535,0.13292625645843126,0.6473755047106325,0.3916810063490179,0.26837815190066266,0.4521640091116172,0.19767891682785296,-0.1247357293868922,0.10429447852760738,-0.5324675324675324,0.5108303249097472,-0.11450218760004265,-0.0680711517440127,0.25672727272727286,-0.22253521126760561,0.05319148936170217,0.07569721115537847,-0.5609756097560975,0.9285714285714285,1.440677966101695,2.5999999999999996,0.46938775510204084,-0.8217821782178217,-0.052631578947368446,1.0984455958549229,0.6370489285963565,1.4166666666666667,1.4061696658097687,-0.06896551724137934,0.16999999999999993,0.6269727403156384,11,7,11,8,12,6,8,8,3,13,12,7,16,12,16,13,17,12,14,12,12,16,10,7,12,16,17,13,12,13,12,8,17,13,15,10
17,Maximilian Bauer,-0.3681710213776722,-0.2962962962962963,-0.2573289902280131,0.07860262008733628,-0.6497695852534562,-0.43283582089552236,-0.2692307692307692,-0.16788321167883216,-0.030082041932543293,0.28701693443334775,-0.3888363292336802,-0.8282996432818074,-0.8753280839895013,-0.3054706506144345,-0.24863079896907223,-0.34850118611171016,-0.021570151574038174,-0.4165270798436627,-1.0,-1.0,-0.5646196150320807,-0.18809614650896603,-0.2821234758520469,-0.23606769429772553,-0.9821260583254939,-0.8864541832669323,-0.8303571428571428,-1.0,-0.3214285714285714,-1.0,-1.0,-0.920335429769392,-1.0,-0.7121212121212122,-0.3333333333333334,-0.4777385638658885,-0.4308755760368663,-0.35493827160493835,-1.0,-0.4343257443082312,-0.45254237288135596,12,15,15,11,12,7,5,13,8,8,13,7,9,13,13,11,10,12,12,13,12,11,12,12,13,11,13,8,15,15,12,9,12,14,13,8
18,Maximilian Bauer,-0.3681710213776722,-0.2962962962962963,-0.2573289902280131,0.07860262008733628,-0.6497695852534562,-0.43283582089552236,-0.2692307692307692,-0.16788321167883216,-0.030082041932543293,0.28701693443334775,-0.3888363292336802,-0.8282996432818074,-0.8753280839895013,-0.3054706506144345,-0.24863079896907223,-0.34850118611171016,-0.021570151574038174,-0.4165270798436627,-1.0,-1.0,-0.5646196150320807,-0.18809614650896603,-0.2821234758520469,-0.23606769429772553,-0.9821260583254939,-0.8864541832669323,-0.8303571428571428,-1.0,-0.3214285714285714,-1.0,-1.0,-0.920335429769392,-1.0,-0.7121212121212122,-0.3333333333333334,-0.4777385638658885,-0.4308755760368663,-0.35493827160493835,-1.0,-0.4343257443082312,-0.45254237288135596,4,5,7,6,10,4,13,7,8,14,12,9,13,11,10,11,14,13,12,11,12,14,6,11,5,14,11,12,10,10,14,14,14,12,13,14
19,Christoph Baumgartner,-0.24349881796690306,-0.19066147859922178,-0.3157894736842105,-0.30131004366812225,-0.1504424778761062,0.0847457627118644,-0.6595744680851063,-0.627287853577371,-0.7338551859099804,-0.7208611729769859,-0.5531953854605384,-0.1130820399113082,0.2450638792102207,-0.4969604863221885,-0.5843919111364284,-0.478380991849703,-0.7136886102403344,-0.7607820586543991,-0.3435897435897436,-0.7837837837837838,-0.4946236559139785,-0.4282452334741409,-0.47355186900125723,-0.4795953011475521,-0.02893436838390967,-0.008375209380234505,-0.058823529411764705,-0.1724137931034483,0.5094339622641509,0.8604651162790697,0.3333333333333333,-0.2473444613050076,-1.0,-0.12011173184357547,0.015437392795883461,-0.36971016464825146,0.2631578947368421,0.16756756756756758,-0.7611940298507462,-0.21375921375921375,0.2275132275132275,13,9,13,13,14,12,11,13,5,9,13,13,9,15,16,14,13,14,12,15,12,17,12,8,16,14,16,10,13,13,13,10,14,13,13,9
20,Ihlas Bebou,-0.4015345268542199,-0.18518518518518517,-0.2394366197183099,-0.305019305019305,-0.21311475409836061,0.6363636363636362,-0.28205128205128205,-0.6336499321573948,-0.7456828885400314,-0.6469902912621359,-0.4614453855461445,0.5853877185118781,0.8895027624309393,-0.267622332399224,-0.3792687017779269,-0.24628416173885243,-0.5307704999175054,-0.6607538802660754,-0.17177914110429446,0.09090909090909095,-0.4718146718146718,-0.29432809122754716,-0.2462686567164179,-0.2273521337659097,1.0830007980845968,1.193423597678917,1.218009478672986,2.4054054054054057,1.8,-0.052631578947368446,0.5000000000000001,-0.039586919104991417,-1.0,2.0776103384798255e-16,0.8110882956878853,0.0130727948259254,0.3670886075949366,0.0862068965517242,1.5714285714285714,0.16599190283400816,0.6396761133603239,8,10,14,13,12,8,9,9,8,7,12,13,8,14,11,12,13,10,12,11,10,11,15,6,14,11,13,7,15,14,14,12,13,17,13,12
21,Sheraldo Becker,-0.9076923076923077,-0.8804554079696395,-0.8147058823529412,-1.0,-0.8157894736842105,-0.6818181818181818,-1.0,-0.9481481481481482,-0.8951747088186356,-0.8717379233759023,-0.6863163510269406,0.08333333333333333,-0.21860465116279074,-0.564799331103679,-0.5435137023523019,-0.508796481407437,-0.5540699960676366,-0.5995762711864406,-0.11888111888111885,0.8607594936708861,-0.6174863387978142,-0.23267228557263261,-0.2396296566304586,-0.4952547967815143,0.4103035878564858,-0.3987730061349693,-0.39712918660287083,0.31250000000000006,-0.1428571428571429,0.4482758620689655,-1.0,-0.004310344827586191,-1.0,0.20318613750698716,-0.4970059880239522,-0.5320273631840796,-0.6701570680628273,-0.6698113207547169,0.3770491803278689,-1.0,-0.7021276595744681,6,13,13,13,13,10,8,9,5,6,12,9,7,14,14,11,13,12,12,12,11,13,14,7,13,13,14,6,17,13,12,11,14,17,13,11
22,Kevin Behrens,-0.5867346938775511,-0.9299610894941635,-0.9361702127659575,-1.0,-0.9052631578947369,-0.76,-0.7915057915057915,-0.857331571994716,-0.9174311926605505,-0.9599777654252363,-0.7991487403658116,-0.4369668246445498,-0.1059602649006623,-0.7629490852986555,-0.7854661853844582,-0.7303044949250845,-0.8548143169215258,-0.9041986989946778,-0.5102040816326531,-0.7096774193548387,-0.7408975444538527,-0.8858435337945716,-0.8537679985040204,-0.7311139564660691,-0.3428317008014247,-0.6778523489932886,-0.7216494845360825,-0.41935483870967744,-0.24999999999999994,-1.0,-1.0,-0.4747081712062257,-1.0,-0.31630648330058947,-0.1999999999999998,-0.6162126613824375,-0.6390977443609023,-0.7715736040609137,0.9459459459459462,0.2025052192066806,0.10638297872340426,7,6,9,12,12,5,13,9,5,7,11,10,6,11,13,12,16,11,11,13,12,14,11,12,14,15,15,7,13,12,15,15,12,13,15,16
23,Maximilian Beier,-0.03324808184143219,-0.25925925925925924,-0.2394366197183099,-0.6525096525096525,0.08196721311475416,0.6363636363636362,-0.5384615384615384,-0.7069199457259159,-0.8021978021978022,-0.7867961165048544,-0.3763062369376306,1.0372030479605556,2.6049723756906076,-0.15412804483724943,-0.33579335793357934,-0.13984337541953007,-0.54858934169279,-0.8303769401330378,0.32515337423312884,1.4545454545454548,-0.583011583011583,-0.07900424834165613,0.00033921302578018993,-0.05964562016471181,2.2178770949720668,2.0290135396518374,1.8151658767772514,4.351351351351352,1.8,4.2105263157894735,-1.0,0.4561101549053356,-1.0,-0.09941520467836244,3.2135523613963044,0.49855511215081877,0.1962025316455695,0.6551724137931035,3.7755102040816326,-0.2712550607287449,0.4574898785425102,4,7,13,12,11,8,12,10,3,7,11,12,8,12,13,12,12,11,9,12,9,16,14,4,13,13,16,7,16,13,11,11,16,15,12,8
24,Stefan Bell,-0.6919315403422983,-0.7272727272727273,-0.521594684385382,-0.4545454545454546,-0.923728813559322,-1.0,-0.6582278481012659,-0.15625000000000003,-0.02857142857142857,-0.1350114416475972,-0.5889070146818923,-0.9154532644434007,-0.8061911170928667,-0.5396665282145612,-0.49264873923973496,-0.5318906605922552,-0.43249516441005803,-0.4291754756871036,-0.9447852760736196,-0.7662337662337663,-0.6263537906137184,-0.6773023156546794,-0.6216833946139322,-0.49506493506493504,-0.9661971830985916,-0.9361702127659575,-0.8565737051792829,-1.0,-1.0,-1.0,-1.0,-0.8163265306122449,-1.0,-0.06418485237483952,-0.9067357512953368,-0.5816290919243386,-0.5833333333333334,-0.6298200514138818,-0.6896551724137931,-0.28,-0.406025824964132,3,6,7,7,10,3,16,6,6,15,11,6,14,10,16,14,17,13,15,10,13,13,7,14,8,16,12,15,9,8,15,18,16,11,13,14
25,Ramy Bensebaini,0.0628019323671498,0.3026819923371647,0.23167155425219937,0.4893617021276596,0.14583333333333337,-0.16666666666666663,0.3008130081300812,0.2671232876712329,-0.08082408874801904,-0.0763309813983323,-0.027208348863212863,-0.21186110027311747,-0.552414605418139,-0.0863825316340048,-0.06841817186644773,-0.03756753360974994,-0.07422623938646952,-0.19140225179119758,-0.6765498652291105,-0.5454545454545455,0.07142857142857142,-0.3599317260507787,-0.3036401261058567,-0.15474726554915536,-0.07692307692307693,-0.5029239766081872,0.05960264900662254,-0.2592592592592593,-0.31034482758620685,1.0512820512820513,-1.0,-0.48881789137380194,-0.40298507462686567,-0.01667625071880386,-0.4148020654044751,-0.293651064993675,0.020408163265306173,0.589041095890411,-1.0,0.0256410256410256,-0.3333333333333333,4,13,11,10,12,12,16,9,12,13,13,16,15,13,16,13,16,13,12,12,12,16,13,12,14,12,12,13,12,11,13,14,13,15,16,13
26,Bernardo,1.7061503416856494,2.1318101933216167,2.0086455331412103,2.9375,1.6359832635983262,0.9459459459459462,2.4859154929577465,2.0422535211267605,2.389830508474576,2.4066152698333747,1.5598086124401913,0.20196124212000927,0.21108179419525055,1.4150823019012375,1.4694240040598832,1.35890073831009,1.6391891891891894,1.716981132075472,-0.3333333333333333,1.25,1.1088560885608856,1.0351212063370874,0.9836520216026856,1.0050687907313542,-0.3701657458563536,0.022222222222222223,0.27058823529411763,-0.45454545454545453,-0.052631578947368446,0.35849056603773577,1.5714285714285716,0.11196911196911194,-0.5344827586206897,-0.3433362753751104,-0.1658536585365852,0.8079763663220088,1.297872340425532,0.30569948186528506,-0.5555555555555556,2.3079847908745244,0.8596938775510203,6,10,10,7,11,7,11,10,13,12,12,8,15,12,14,13,14,11,12,9,11,15,9,10,9,14,16,12,12,12,14,14,17,16,15,14
