_Squad_,defense_Blocks_Blocks,defense_Tackles_Tkl,defense_Tackles_TklW,defense_Tackles_Def 3rd,defense_Tackles_Mid 3rd,defense_Tackles_Att 3rd,defense__Int,defense__Clr,possession_Touches_Def Pen,possession_Touches_Def 3rd,possession_Touches_Mid 3rd,possession_Touches_Att 3rd,possession_Touches_Att Pen,possession_Touches_Touches,passing_Total_Att,passing_Short_Att,passing_Medium_Att,passing_Long_Att,passing__KP,passing__CrsPA,passing__PrgP,possession_Carries_PrgDist,possession_Carries_TotDist,possession_Receiving_Rec,possession_Receiving_PrgR,possession_Take-Ons_Att,possession_Take-Ons_Succ,gca_SCATypes_TO,gca_SCATypes_Sh,gca_SCATypes_Fld,gca_SCATypes_Def,gca_SCATypes_PassLive,gca_SCATypes_PassDead,shooting_Standard_Dist,shooting_Expected_npxG,playingtime_PlayingTime_Min,misc_Performance_Fls,misc_Performance_Fld,misc_Performance_Off,misc_AerialDuels_Won,misc_AerialDuels_Lost
Betis,18.0,29.636363636363637,18.863636363636363,13.181818181818182,12.818181818181818,3.6363636363636362,14.727272727272727,33.36363636363637,49.86363636363637,261.1818181818182,452.22727272727275,239.5909090909091,37.77272727272727,943.1363636363636,760.5454545454545,350.1363636363636,276.95454545454544,80.0,15.590909090909092,2.3636363636363638,62.04545454545455,1377.5,2785.7727272727275,627.4545454545455,60.5,34.81818181818182,16.727272727272727,2.1818181818181817,2.5,1.4090909090909092,0.6818181818181818,26.59090909090909,3.272727272727273,17.62727272727273,1.8227272727272728,1448.590909090909,17.772727272727273,20.863636363636363,2.8636363636363638,20.0,20.727272727272727
Bochum,24.38888888888889,31.61111111111111,19.27777777777778,14.222222222222221,13.277777777777779,4.111111111111111,15.777777777777779,39.44444444444444,59.0,223.38888888888889,418.0,237.94444444444446,42.111111111111114,870.7777777777778,656.8333333333334,270.8888888888889,246.66666666666666,88.33333333333333,19.5,4.444444444444445,60.22222222222222,873.1666666666666,1903.0555555555557,460.3333333333333,60.333333333333336,22.5,9.444444444444445,1.8333333333333333,4.222222222222222,2.9444444444444446,0.7777777777777778,28.77777777777778,6.444444444444445,18.883333333333333,2.2777777777777777,1617.2777777777778,23.5,21.444444444444443,4.5,43.833333333333336,43.55555555555556
Bologna,22.555555555555557,33.55555555555556,20.61111111111111,15.777777777777779,14.277777777777779,3.5,13.61111111111111,35.72222222222222,74.66666666666667,399.55555555555554,683.3888888888889,281.1666666666667,36.94444444444444,1352.0,1143.5,536.6111111111111,437.44444444444446,104.88888888888889,19.11111111111111,2.8333333333333335,77.77777777777777,2153.9444444444443,4402.833333333333,980.5,74.38888888888889,35.55555555555556,15.5,3.1666666666666665,2.8333333333333335,1.5555555555555556,0.5,32.72222222222222,3.3333333333333335,17.6,2.288888888888889,1808.4444444444443,23.444444444444443,23.72222222222222,2.5555555555555554,21.72222222222222,20.77777777777778
Bournemouth,28.294117647058822,39.0,23.11764705882353,17.0,15.823529411764707,6.176470588235294,20.11764705882353,45.88235294117647,78.0,312.94117647058823,472.0,315.05882352941177,56.94117647058823,1084.1764705882354,823.3529411764706,320.3529411764706,326.0,129.11764705882354,23.11764705882353,5.0,72.70588235294117,1799.2941176470588,3485.176470588235,624.0,70.82352941176471,47.529411764705884,20.941176470588236,3.3529411764705883,2.8823529411764706,1.8235294117647058,1.5294117647058822,38.705882352941174,3.7058823529411766,17.129411764705882,2.8058823529411767,1917.764705882353,27.823529411764707,20.705882352941178,2.764705882352941,32.23529411764706,37.411764705882355
Brentford,22.55,32.85,19.35,17.0,12.05,3.8,18.4,43.5,76.15,306.85,396.95,249.0,46.65,944.1,736.5,312.35,284.2,93.0,15.7,5.0,61.85,1262.75,2449.65,560.4,60.85,26.15,11.0,1.4,2.7,2.0,0.7,26.4,4.75,16.285,2.775,1651.9,18.0,19.9,3.25,29.85,28.7
Brest,26.285714285714285,46.714285714285715,29.5,20.214285714285715,20.642857142857142,5.857142857142857,21.285714285714285,42.0,75.71428571428571,369.85714285714283,704.3571428571429,350.5,49.642857142857146,1405.7142857142858,1139.9285714285713,427.0,467.7142857142857,186.28571428571428,24.285714285714285,7.285714285714286,96.71428571428571,2581.3571428571427,5811.428571428572,916.8571428571429,94.64285714285714,46.92857142857143,22.142857142857142,3.142857142857143,4.0,3.2857142857142856,1.5714285714285714,40.214285714285715,4.928571428571429,18.414285714285715,3.2357142857142853,2105.3571428571427,28.214285714285715,29.142857142857142,2.2857142857142856,41.214285714285715,34.857142857142854
Brighton,18.90909090909091,27.954545454545453,16.09090909090909,12.727272727272727,10.954545454545455,4.2727272727272725,12.818181818181818,25.90909090909091,80.0,346.3636363636364,572.5,291.8636363636364,47.54545454545455,1202.3636363636363,1029.0454545454545,523.8181818181819,376.40909090909093,75.68181818181819,18.40909090909091,3.5454545454545454,78.4090909090909,2031.7272727272727,3863.2727272727275,896.4090909090909,77.31818181818181,30.09090909090909,12.136363636363637,2.227272727272727,3.0454545454545454,1.7272727272727273,0.5,32.22727272727273,3.772727272727273,16.35909090909091,2.3318181818181816,1485.6818181818182,17.681818181818183,19.545454545454547,3.727272727272727,18.0,14.863636363636363
Burnley,21.714285714285715,27.666666666666668,15.619047619047619,12.571428571428571,11.476190476190476,3.619047619047619,12.904761904761905,37.23809523809524,69.66666666666667,270.0,415.95238095238096,231.52380952380952,37.57142857142857,909.047619047619,723.047619047619,314.23809523809524,291.5238095238095,78.80952380952381,14.666666666666666,2.380952380952381,54.142857142857146,1434.2857142857142,2703.6666666666665,567.1428571428571,51.333333333333336,30.714285714285715,12.952380952380953,2.142857142857143,2.142857142857143,1.380952380952381,0.42857142857142855,24.904761904761905,3.0,17.085,1.7952380952380953,1556.6190476190477,19.428571428571427,15.714285714285714,3.4285714285714284,25.61904761904762,31.666666666666668
Cagliari,15.73913043478261,23.08695652173913,13.652173913043478,11.608695652173912,8.73913043478261,2.739130434782609,11.217391304347826,34.65217391304348,49.65217391304348,227.3913043478261,337.8695652173913,184.43478260869566,28.695652173913043,741.0434782608696,578.7826086956521,216.47826086956522,232.91304347826087,97.65217391304348,14.043478260869565,5.217391304347826,47.34782608695652,1024.8695652173913,2042.1739130434783,434.4347826086956,46.30434782608695,21.782608695652176,10.08695652173913,1.7391304347826086,2.3043478260869565,1.826086956521739,0.7391304347826086,23.347826086956523,3.4782608695652173,16.94782608695652,1.6652173913043478,1456.2608695652175,19.91304347826087,17.782608695652176,2.652173913043478,24.304347826086957,26.217391304347824
Celta Vigo,19.238095238095237,28.047619047619047,17.476190476190474,13.476190476190476,10.904761904761905,3.6666666666666665,13.571428571428571,37.04761904761905,55.476190476190474,264.76190476190476,438.1904761904762,248.9047619047619,36.857142857142854,941.3333333333334,753.3809523809524,339.76190476190476,278.57142857142856,85.71428571428571,16.761904761904763,3.2857142857142856,61.904761904761905,1388.8095238095239,2730.4761904761904,599.1428571428571,59.0,28.761904761904763,13.333333333333334,2.142857142857143,1.7619047619047619,1.8095238095238095,0.38095238095238093,29.238095238095237,2.9523809523809526,18.366666666666667,2.0857142857142854,1533.7619047619048,20.38095238095238,21.38095238095238,2.761904761904762,23.095238095238095,24.666666666666668
Chelsea,25.875,37.9375,21.4375,18.75,13.3125,5.875,17.875,44.75,102.25,467.8125,710.4375,371.8125,57.9375,1534.5625,1289.75,615.375,502.4375,109.125,24.4375,2.9375,94.9375,2473.25,4741.25,1118.0,90.4375,49.3125,22.875,4.5625,2.625,2.875,1.5625,41.9375,3.5625,16.28125,3.73125,1981.125,25.5625,26.375,4.625,23.9375,22.375
Clermont Foot,19.210526315789473,29.68421052631579,18.263157894736842,14.052631578947368,12.578947368421053,3.0526315789473686,17.526315789473685,33.10526315789474,64.21052631578948,275.3157894736842,501.63157894736844,194.0,29.263157894736842,961.1052631578947,776.7894736842105,326.5263157894737,311.2631578947368,95.52631578947368,13.842105263157896,2.736842105263158,62.578947368421055,1775.5263157894738,4040.4736842105262,632.0,59.526315789473685,28.36842105263158,12.421052631578947,1.4736842105263157,2.263157894736842,2.0526315789473686,0.47368421052631576,23.894736842105264,3.0,19.263157894736842,1.5263157894736843,1536.7368421052631,20.473684210526315,21.57894736842105,2.526315789473684,19.105263157894736,20.31578947368421
Crystal Palace,26.176470588235293,43.94117647058823,25.941176470588236,20.941176470588236,16.647058823529413,6.352941176470588,18.41176470588235,53.11764705882353,77.11764705882354,348.11764705882354,526.7058823529412,285.47058823529414,44.76470588235294,1147.8235294117646,892.0,386.88235294117646,342.5882352941176,110.47058823529412,20.235294117647058,3.5294117647058822,66.23529411764706,1393.5294117647059,2905.823529411765,697.3529411764706,65.0,40.8235294117647,19.058823529411764,2.7058823529411766,2.9411764705882355,2.588235294117647,1.3529411764705883,31.41176470588235,4.117647058823529,16.523529411764706,2.6294117647058823,1944.7058823529412,25.58823529411765,24.11764705882353,4.0588235294117645,31.294117647058822,31.705882352941178
Cádiz,20.7,31.5,18.6,16.0,12.2,3.3,13.85,36.0,52.55,234.35,396.75,213.55,26.8,836.5,644.85,265.4,232.25,104.5,13.9,5.0,48.25,1027.45,2214.4,479.35,46.75,24.7,10.3,1.4,2.1,2.0,0.75,22.15,4.05,18.715,1.565,1606.5,26.3,22.4,4.15,29.3,31.85
Darmstadt 98,18.85,26.35,15.35,14.35,9.25,2.75,15.15,33.35,54.45,262.8,378.7,175.35,24.8,810.2,644.65,251.7,264.3,92.45,14.1,3.1,50.35,1074.05,2177.1,507.2,48.55,19.65,8.7,1.4,2.1,1.4,0.85,23.55,3.1,18.531578947368423,1.35,1410.7,19.45,15.85,2.6,23.05,26.05
Dortmund,20.7,26.1,17.05,14.1,9.6,2.4,12.3,29.2,63.1,311.8,536.6,256.3,42.45,1094.55,913.5,397.95,365.1,97.7,18.55,2.2,70.0,1874.8,3600.15,772.55,68.25,34.2,15.1,2.7,2.9,1.95,0.6,31.3,3.35,17.39,2.9050000000000002,1462.45,14.7,18.25,1.95,17.55,19.5
Eint Frankfurt,28.5,39.714285714285715,23.642857142857142,18.857142857142858,15.571428571428571,5.285714285714286,20.142857142857142,45.857142857142854,89.42857142857143,435.2857142857143,692.9285714285714,294.7857142857143,52.785714285714285,1407.9285714285713,1155.642857142857,477.07142857142856,490.2142857142857,127.07142857142857,19.428571428571427,4.142857142857143,85.71428571428571,1952.0,3970.1428571428573,927.7857142857143,82.28571428571429,40.785714285714285,18.285714285714285,3.0714285714285716,3.2142857142857144,2.0,0.6428571428571429,32.42857142857143,4.142857142857143,17.04285714285714,2.892857142857143,1987.642857142857,21.928571428571427,19.214285714285715,2.9285714285714284,29.071428571428573,32.0
Empoli,21.0,28.047619047619047,17.142857142857142,14.380952380952381,10.095238095238095,3.5714285714285716,12.095238095238095,37.95238095238095,61.142857142857146,271.0952380952381,372.76190476190476,189.66666666666666,28.095238095238095,824.4285714285714,642.8095238095239,256.85714285714283,256.2857142857143,91.9047619047619,13.380952380952381,3.5238095238095237,48.0,1157.5238095238096,2390.0476190476193,491.95238095238096,46.23809523809524,25.476190476190474,10.0,1.5238095238095237,2.1904761904761907,2.5714285714285716,0.5714285714285714,21.333333333333332,3.8095238095238093,18.185714285714283,1.4619047619047618,1549.2857142857142,23.0,22.285714285714285,3.5238095238095237,21.857142857142858,27.61904761904762
Everton,26.941176470588236,42.411764705882355,25.294117647058822,21.235294117647058,14.823529411764707,6.352941176470588,20.58823529411765,49.529411764705884,83.70588235294117,299.05882352941177,458.47058823529414,298.70588235294116,44.529411764705884,1045.235294117647,795.5294117647059,340.6470588235294,285.05882352941177,115.3529411764706,18.941176470588236,4.411764705882353,64.52941176470588,1243.7058823529412,2599.9411764705883,593.6470588235294,62.76470588235294,30.823529411764707,13.823529411764707,1.6470588235294117,4.0588235294117645,2.3529411764705883,1.8823529411764706,32.8235294117647,4.176470588235294,17.3,2.9705882352941178,1941.9411764705883,25.647058823529413,20.294117647058822,4.588235294117647,37.76470588235294,32.0
Fiorentina,17.857142857142858,26.095238095238095,14.761904761904763,11.095238095238095,10.761904761904763,4.238095238095238,10.714285714285714,22.761904761904763,39.333333333333336,242.33333333333334,500.2857142857143,290.23809523809524,42.523809523809526,1023.3809523809524,857.8571428571429,325.14285714285717,368.76190476190476,122.19047619047619,18.142857142857142,4.619047619047619,76.80952380952381,1545.2380952380952,3259.0,700.2857142857143,75.85714285714286,28.80952380952381,12.952380952380953,1.7619047619047619,2.7142857142857144,2.0476190476190474,0.5238095238095238,31.333333333333332,3.7142857142857144,18.32857142857143,2.1714285714285717,1582.6666666666667,20.904761904761905,20.571428571428573,2.6666666666666665,28.904761904761905,27.857142857142858
Freiburg,24.705882352941178,30.823529411764707,18.0,17.176470588235293,9.823529411764707,3.823529411764706,15.823529411764707,41.0,72.05882352941177,302.0,518.3529411764706,235.64705882352942,36.94117647058823,1045.8823529411766,840.1176470588235,341.11764705882354,343.3529411764706,106.29411764705883,16.647058823529413,4.647058823529412,69.23529411764706,1507.235294117647,3059.1176470588234,656.1176470588235,67.41176470588235,30.11764705882353,12.941176470588236,1.411764705882353,2.8823529411764706,2.0588235294117645,0.5294117647058824,30.529411764705884,3.0,15.147058823529411,2.5294117647058822,1750.7058823529412,20.235294117647058,21.41176470588235,2.8823529411764706,35.35294117647059,35.35294117647059
Frosinone,21.36842105263158,26.31578947368421,15.578947368421053,11.68421052631579,11.052631578947368,3.5789473684210527,11.842105263157896,39.10526315789474,68.78947368421052,298.2631578947368,472.10526315789474,230.42105263157896,33.0,991.7368421052631,795.2631578947369,357.0,299.8421052631579,89.52631578947368,17.263157894736842,3.473684210526316,64.36842105263158,1277.3157894736842,2653.842105263158,622.8947368421053,59.73684210526316,32.8421052631579,14.0,2.6315789473684212,1.894736842105263,1.7894736842105263,0.6842105263157895,27.57894736842105,4.0,18.357894736842105,1.8421052631578947,1657.0526315789473,18.31578947368421,21.210526315789473,2.0526315789473686,25.894736842105264,29.57894736842105
Fulham,23.833333333333332,37.05555555555556,20.88888888888889,18.666666666666668,14.11111111111111,4.277777777777778,20.38888888888889,40.27777777777778,83.72222222222223,382.55555555555554,565.6111111111111,297.3888888888889,44.44444444444444,1233.3333333333333,1018.4444444444445,415.72222222222223,415.44444444444446,126.61111111111111,20.333333333333332,5.0,80.22222222222223,1851.7777777777778,3673.0,827.8333333333334,76.66666666666667,28.22222222222222,14.0,2.0555555555555554,3.6666666666666665,1.3333333333333333,0.8333333333333334,34.94444444444444,4.388888888888889,15.788888888888888,2.622222222222222,1840.888888888889,20.22222222222222,19.333333333333332,2.5,25.333333333333332,26.61111111111111
Genoa,24.61111111111111,33.333333333333336,18.666666666666668,16.72222222222222,13.222222222222221,3.388888888888889,17.72222222222222,41.611111111111114,72.5,306.5,459.27777777777777,221.16666666666666,29.27777777777778,978.2222222222222,769.2222222222222,312.8333333333333,302.8333333333333,101.16666666666667,16.055555555555557,3.888888888888889,57.888888888888886,1237.4444444444443,2635.3333333333335,596.0,55.333333333333336,23.444444444444443,10.166666666666666,1.4444444444444444,3.0555555555555554,3.0,0.3888888888888889,23.72222222222222,5.555555555555555,17.044444444444444,1.5555555555555556,1825.3333333333333,23.666666666666668,20.666666666666668,2.5,31.27777777777778,27.944444444444443
Getafe,17.0,29.65,17.8,13.0,12.4,4.25,15.05,34.25,44.3,204.7,434.15,232.3,32.75,861.7,671.4,264.7,246.85,117.75,15.4,4.85,54.7,1063.1,2167.8,490.7,54.0,26.2,11.5,2.2,2.4,1.9,0.7,24.85,4.0,18.085,1.98,1636.95,30.65,21.1,3.55,31.35,32.4
Girona,21.647058823529413,30.88235294117647,19.235294117647058,14.941176470588236,12.647058823529411,3.2941176470588234,14.411764705882353,37.411764705882355,83.58823529411765,403.52941176470586,667.7058823529412,347.3529411764706,56.88235294117647,1405.8823529411766,1189.1176470588234,546.0,472.8235294117647,110.82352941176471,21.764705882352942,5.176470588235294,97.6470588235294,2562.294117647059,4994.058823529412,1032.0,96.94117647058823,42.529411764705884,20.0,2.6470588235294117,2.588235294117647,2.0588235294117645,0.5882352941176471,38.294117647058826,3.4705882352941178,15.829411764705883,3.8470588235294114,1981.5882352941176,23.11764705882353,26.58823529411765,5.588235294117647,20.764705882352942,22.0
Gladbach,26.647058823529413,32.529411764705884,18.941176470588236,16.11764705882353,14.058823529411764,2.3529411764705883,19.0,48.411764705882355,79.29411764705883,372.0,520.7058823529412,237.7058823529412,40.705882352941174,1119.1764705882354,895.5294117647059,391.8235294117647,354.6470588235294,94.94117647058823,21.529411764705884,4.823529411764706,70.29411764705883,1630.0,3185.529411764706,727.1764705882352,69.88235294117646,31.294117647058822,13.470588235294118,2.764705882352941,3.411764705882353,1.6470588235294117,0.8235294117647058,32.35294117647059,4.705882352941177,16.917647058823526,2.4823529411764707,1759.6470588235295,18.941176470588236,21.058823529411764,3.0588235294117645,26.647058823529413,26.647058823529413
Granada,19.789473684210527,30.210526315789473,17.736842105263158,15.947368421052632,11.263157894736842,3.0,13.947368421052632,37.78947368421053,58.8421052631579,308.7368421052632,425.4736842105263,188.78947368421052,31.842105263157894,911.5263157894736,716.0526315789474,284.8421052631579,280.7368421052632,108.52631578947368,13.578947368421053,4.368421052631579,52.10526315789474,1272.421052631579,2565.9473684210525,560.0,48.10526315789474,31.42105263157895,14.210526315789474,2.3684210526315788,2.3684210526315788,2.3684210526315788,0.5789473684210527,22.68421052631579,3.4210526315789473,16.757894736842104,1.7684210526315791,1668.3684210526317,25.263157894736842,24.736842105263158,3.473684210526316,22.31578947368421,25.789473684210527
Heidenheim,28.5,36.5,21.3125,18.8125,13.75,3.9375,18.4375,47.25,68.5625,332.875,456.875,239.5,37.75,1016.6875,776.8125,278.5625,320.8125,123.625,16.4375,4.25,59.0625,1445.5,2917.0,568.125,56.9375,31.3125,13.125,1.625,3.25,2.125,0.625,26.25,5.5,18.4875,2.30625,1853.9375,26.6875,19.5625,2.3125,40.875,35.875
Hellas Verona,17.727272727272727,27.0,16.727272727272727,13.454545454545455,10.545454545454545,3.0,13.363636363636363,33.36363636363637,47.72727272727273,220.54545454545453,366.95454545454544,168.27272727272728,24.59090909090909,746.4090909090909,572.9545454545455,207.5,235.13636363636363,95.86363636363636,14.181818181818182,3.8636363636363638,46.90909090909091,940.7727272727273,2062.818181818182,417.72727272727275,44.63636363636363,23.681818181818183,10.5,1.6363636363636365,1.8181818181818181,1.7727272727272727,0.7727272727272727,22.318181818181817,4.045454545454546,17.91904761904762,1.3227272727272728,1444.7272727272727,22.545454545454547,19.09090909090909,2.409090909090909,32.27272727272727,25.727272727272727
Hoffenheim,21.72222222222222,27.0,15.777777777777779,14.38888888888889,10.166666666666666,2.4444444444444446,19.5,40.94444444444444,70.77777777777777,286.1111111111111,505.05555555555554,247.88888888888889,40.22222222222222,1030.888888888889,828.0555555555555,347.6111111111111,336.72222222222223,100.22222222222223,18.11111111111111,3.6666666666666665,71.94444444444444,1490.7777777777778,2948.0,667.8333333333334,69.61111111111111,28.72222222222222,11.722222222222221,2.0555555555555554,2.5,2.111111111111111,0.6666666666666666,32.27777777777778,3.2777777777777777,17.1,2.7055555555555557,1614.888888888889,17.555555555555557,19.333333333333332,2.7222222222222223,27.444444444444443,27.444444444444443
Inter,19.5,29.333333333333332,17.38888888888889,13.777777777777779,11.777777777777779,3.7777777777777777,15.277777777777779,31.0,72.55555555555556,368.8888888888889,639.3333333333334,336.8333333333333,54.94444444444444,1336.0,1143.111111111111,495.1666666666667,457.72222222222223,128.72222222222223,23.444444444444443,6.277777777777778,88.5,1990.5,3931.3888888888887,980.1666666666666,85.38888888888889,23.11111111111111,10.444444444444445,1.3333333333333333,3.5555555555555554,2.611111111111111,0.8888888888888888,43.888888888888886,4.611111111111111,16.344444444444445,3.7777777777777777,1861.0555555555557,22.0,21.72222222222222,4.111111111111111,29.22222222222222,20.27777777777778
Juventus,20.0,31.11111111111111,19.833333333333332,14.88888888888889,12.222222222222221,4.0,13.38888888888889,38.888888888888886,69.61111111111111,292.44444444444446,547.0555555555555,289.5,47.833333333333336,1118.9444444444443,909.0555555555555,350.94444444444446,394.0,119.33333333333333,21.88888888888889,5.777777777777778,77.5,1770.111111111111,3411.722222222222,747.8333333333334,78.55555555555556,31.555555555555557,13.833333333333334,2.7777777777777777,3.611111111111111,2.0555555555555554,1.1666666666666667,36.0,4.222222222222222,16.066666666666666,2.8833333333333333,1826.111111111111,25.666666666666668,19.444444444444443,3.9444444444444446,26.444444444444443,23.333333333333332
