,_Player_,_Born_,_Squad_,defense_pca0,defense_pca1,touches_pca0,touches_pca1,passing_pca0,passing_pca1,progres_pca0,progres_pca1,attack_pca0,attack_pca1,attack_pca2,misc_pca0,misc_pca1
33,Ihlas Bebou,1994.0,Hoffenheim,-0.7161188667971865,0.7600623659238803,-1.3762718434937853,0.6125875096346285,-0.767297416624848,-0.7617814998262694,1.7920934070207144,-0.9997721330018398,0.7427531050267646,2.57995020346769,-0.24851128434630454,1.689253433363651,-0.11226965870367706
34,Adrian Beck,1997.0,Heidenheim,-1.384792719518874,0.11158309900020523,-1.0739102870554282,-0.6747334755832556,-1.531370166174273,-0.058002128240992296,0.047407525494049425,-0.6947765925506877,-0.7966756599465105,0.5780700277183964,0.53754218456274,-0.524497076281382,-0.7696003607159794
35,Sheraldo Becker,1995.0,Union Berlin,-2.5021350796283173,-0.12156004398741578,-1.3837204262781493,-0.6369716462678627,-0.43979586081244265,-1.3981466371258986,-0.41689497248137236,-0.560427277819238,-0.8634467159462438,0.4633093019954625,-0.9513171034127895,-0.3423741045492464,-1.5551513397335133
38,Kevin Behrens,1991.0,Wolfsburg,-2.390526228498388,-0.3321639889901228,-1.4739833043957071,-0.9595093154147822,-1.894559283444576,-0.651483489726817,-1.4048619368493438,-1.096491701767065,-1.611604996779727,-0.3415733614346824,-0.7339992651712277,0.626491760959534,-0.5780394353056523
39,Kevin Behrens,1991.0,Union Berlin,-1.3865671972862967,0.20132221374653145,-1.4390936949786641,0.6351315024339745,-1.2158055207345266,-0.1084349901019041,-0.6124644810532455,-0.8386293389381709,0.6692914164684967,2.901956033805494,-0.12608607927631701,2.7251517567598316,1.978068909994795
40,Maximilian Beier,2002.0,Hoffenheim,-0.8113524203959612,0.9324670085842349,-1.9412844715188453,2.106966221443785,0.1578681614137444,-1.8511868746294875,3.288205748907259,-1.1610828059642186,3.0177061862000762,5.800285649974062,-2.807528161931207,3.6712080758572734,-1.2367019788792821
41,Stefan Bell,1991.0,Mainz 05,-1.6982495855686803,-0.8821525524347029,-0.04243019897676403,-1.4353197503739064,-1.6055794184413354,0.00927706702630032,-1.8281350567977726,-0.49702636882081525,-2.2226999156317544,-1.1316019119853487,-0.46401920038571676,-1.0562786312510892,-0.47354718060661044
42,Ramy Bensebaini,1995.0,Dortmund,0.6507401775596192,-0.2311709698137368,0.04243530715023245,-0.5646262219229888,-0.6900080217070962,0.41763713847739525,-0.4509775055127373,-0.35782573513556276,-0.5627035869230602,0.04064739925121671,-0.9256311091841677,-0.9135024189869737,0.2661828169230557
45,Bernardo,1995.0,Bochum,5.782312462766573,-0.1442670547032114,3.664150616845959,1.562564565959603,2.9174761166092575,1.5610042521969945,0.47772839456100186,1.728375200808961,-0.25924239773484925,0.4997358490436521,1.6078510470133063,0.5095973849756539,2.8330979827951555
46,Matúš Bero,1995.0,Bochum,-0.11610391075765057,0.7171664449302932,-0.36019897245629906,-0.2636339429730939,-0.8845783069304098,0.0844726258395447,-0.4798583972396872,-0.4171434230491985,-1.0295580583680033,0.348790448619692,1.7487213454227188,-0.037129291664624225,-0.4760413866682977
47,Jan-Niklas Beste,1999.0,Heidenheim,2.2458088354339747,3.1184485068263887,-0.9585064707604274,1.3060112821923668,3.490392349118868,-2.3685278317978407,2.590674479040396,0.020037656457132666,9.500204134311298,-3.7816757143247957,-0.21129482958927812,0.7158763504147173,-0.7800504131279024
50,Leonardo Bittencourt,1993.0,Werder Bremen,-0.10084170001903746,0.9873344869735715,-0.7498888804358418,0.10406906069957857,0.5921682606671935,-0.42936727841011524,0.6823684924829295,0.3667189896570893,-1.285175999611427,-0.14015950248032502,-0.6601798666457516,-0.5352336720694976,-0.35665876422904874
54,Victor Boniface,2000.0,Leverkusen,-2.110934401538254,0.05929050483518722,-1.582013445276984,0.018212361661672023,-1.8703617986046261,-0.42499206150985097,1.206478699957212,-1.2895630370167803,0.8705848455488393,3.036958904937804,-0.4477257053001407,2.7281180111042826,-1.0865947869048715
57,Sebastiaan Bornauw,1999.0,Wolfsburg,0.17354527988133522,-1.4570865668192319,1.6403774514343918,-0.7504152483136135,-0.9556509665932553,0.8952639824570111,-1.4277672242090165,0.10948053960562855,-1.2019930880610192,0.16919647881710648,3.719863520362731,-0.5814308700848555,0.21834613624731972
58,Rafael Borré,1995.0,Werder Bremen,-1.902900909188396,0.38296184558622354,-1.3929628178056481,-0.47372351534382956,-1.3451448508865296,-0.7474384347788122,-0.6383056097273633,-0.9249827865079249,-1.4538353319584407,-0.1490296122930826,-0.7169317937359921,2.374208480839503,-1.2421848736710763
59,Julian Brandt,1996.0,Dortmund,-0.8551516738923458,-0.20000280120075792,-0.7604397010773001,1.2901838496225153,3.823554134345283,-1.6782015478040493,1.832959300625361,0.009552062647257305,10.149259370246769,-6.296307225500963,0.010235697043654604,1.3928764578297808,-0.81375023344704
61,Tim Breithaupt,2002.0,Augsburg,-1.1009658085859075,-0.27753846573239804,-0.6563031693641074,-1.570488619829517,-1.8710758643981915,-0.067520681858296,-1.944157439331941,-0.7113652180719537,-2.158957419020075,-1.1539723102263333,-0.4315994706314952,-1.5304813767792147,-0.7547429042272198
64,John Brooks,1993.0,Hoffenheim,0.8536347658143113,-1.5207972486949737,1.967658592566083,-0.7027517441357165,-0.4792894562304872,1.034746253344215,-1.4218796921712393,0.4624357735825475,-2.026675338244359,-0.7556738098720064,-0.5964689905606319,-0.5953372621122738,0.5400714358304923
65,Moritz Broschinski,2000.0,Bochum,-1.9539590531950772,0.35177732766760356,-1.486422340139188,-0.2541213857794935,-1.4839467292247566,-0.8988104328215863,0.3360171302113364,-0.960432728782247,-0.9136212769621096,0.4489375758607948,0.323130199387825,1.582249273444606,-0.16600466912517
67,Marius Bülter,1993.0,Hoffenheim,-0.9013604678103861,0.5940221306383616,-0.7843687218890619,0.11855107626060032,1.0405096063259391,-1.5446838475216986,0.8898106162954087,-0.5207301324662181,-0.4057989181972001,0.4665320060732724,0.5457278080412786,0.3558101811441339,-0.3463968422305669
68,Jonathan Burkardt,2000.0,Mainz 05,-1.7057027653199204,0.5619419556754063,-1.5332440341161881,0.2782729334717734,-0.8052957312735336,-0.8970191596206482,1.1596043063056294,-0.5032274625380514,0.08994660838371552,1.979682285806621,-1.4151050288171887,0.16662019030117897,-0.04840344487856175
70,Marnon Busch,1994.0,Heidenheim,-1.7981080315483187,-0.1630296832120806,-0.7537133538570326,-1.4280164515262197,-1.2736525459069004,-0.1412968284990392,-1.503016293916174,-0.6461950871194887,-2.1520947867393474,-1.1468313802566312,-0.43198730911596994,-1.5455274629531903,-0.8733637790699184
71,Aurélio Buta,1997.0,Eint Frankfurt,-0.22074194665872487,0.16265379355295456,-0.4539358598077404,-0.07705374099573016,-0.05115578742262354,-0.3094993505504549,-0.35031228892118754,-0.3894784434493159,-1.4432797619622015,-0.6948296501974266,-0.6011994383046012,-0.6795694855354496,0.09912741567694358
72,Jamie Bynoe-Gittens,2004.0,Dortmund,-1.5522564689507075,-0.0031889717483389204,-1.4690562182782032,0.05105014881211173,-1.1004228569059509,-0.9606180593827207,2.346355114983685,-0.8804133653537777,0.07634994855695097,1.718477819092927,-1.5232620638861771,-1.1860698226439716,-0.45942993753523653
73,Anthony Caci,1997.0,Mainz 05,1.8817186366809253,-0.4092477311319878,1.5497679266614002,1.0025130674525005,3.4993561704176317,0.36539232696612156,1.07349671772518,1.2722112889427497,-0.06637849689365931,-0.36843487403726766,-0.9152110988316595,-0.9609019699209064,0.38911127944465485
74,Emre Can,1994.0,Dortmund,2.9005968229326715,0.5787718520302819,1.4272169776391377,-0.063191668716312,0.40468440175718584,1.6129725727491884,-0.2634692260550545,0.9089438455489879,-0.8415733759678378,-0.1727681515262803,2.6714927356985707,-0.5686068980769191,1.2263588362431235
76,Rasmus Carstensen,2000.0,Köln,1.0697758098090917,0.389879539281147,0.19392645935908936,0.4070026433005856,0.6776810334701895,-0.732170874036265,0.4766985466737683,-0.14902283351436568,-0.6630551772390455,-0.2230321755498086,-0.9381078001390395,-0.15469366005157947,-0.4774961934756517
79,Václav Černý,1997.0,Wolfsburg,-1.884876266802553,-0.27160167080624154,-1.3595082678365993,-0.42442103321016944,-1.1475131305433217,-0.5306925147709957,0.31449956958184616,-0.8463731132656491,-1.349214380055533,-0.5784380194984052,-0.713344854757697,0.12041114551882905,-1.757270671972688
80,Julian Chabot,1998.0,Köln,3.704638806661342,-1.8269104032525418,5.347921047894838,1.0131146715023167,1.2205901022776693,2.557051230782205,-0.2356741211722012,1.935507285725091,-0.19567357889369544,0.48581938358301835,0.9657656725426186,1.3956797886583845,2.264153396385788
82,Fares Chaïbi,2002.0,Eint Frankfurt,-0.908861281771041,0.6890571247176862,-1.3016944734148204,0.44088131954595045,1.3803766970775557,-1.4681110878398689,-0.43171226022098225,-0.531341023568818,4.32559584924925,-4.171840670009374,-0.9217376042466188,1.8141658568353058,-1.131553784599227
87,Kingsley Coman,1996.0,Bayern Munich,-1.7148250383869834,0.10991410927335737,-1.5084735034387584,0.022407035524659173,-0.2432125966224164,-1.2059710348427546,0.7353279809749234,-0.7354298802440997,-0.6390770505200678,0.748959912018175,-1.0613402181479819,-1.0486514676774503,-0.7939630416847715
89,Danny da Costa,1993.0,Mainz 05,-0.9150799927231656,-0.308018713045117,-0.4687816496804712,-0.9713192506833812,-0.10057194342999853,-1.1247153901305746,-0.9128010102485015,-0.5945619975756989,-1.4149340998163777,-1.0338565432863358,-0.6567582982617745,-1.4841379253296818,-0.7252382935822373
91,Tomáš Čvančara,2000.0,Gladbach,-2.3000511831211976,0.12214037198839622,-1.4540279789160924,-0.7414902116752288,-1.9061727190942435,-0.7092850382897063,-1.1876679523007996,-0.9855555572286415,-0.8679665152500892,0.6850585883338706,0.1703424730347666,0.09080084384274802,-0.4692358781642647
94,Lukas Daschner,1998.0,Bochum,-2.1199531165396306,0.3182752204451428,-1.3709234692058303,-1.1541576966535247,-1.6962320205111365,-0.6685752108869172,-0.3670197347175505,-0.923947125238499,-1.3848397174564095,-0.25840360236365717,-0.7804929710738485,-1.5807105205727079,-1.0123213992340478
95,David Datro Fofana,2002.0,Union Berlin,-1.9862836599846805,0.18962258376857122,-1.5584753988953572,-0.36181180720648254,-1.7539870891980438,-0.7387084370901132,1.0778147746421414,-1.0436550771760607,0.566337013124374,2.0249916406607698,-1.7452441715998859,-0.06348589504488636,-1.058462435999653
96,Alphonso Davies,2000.0,Bayern Munich,1.8284033463158884,-0.6177812970735932,0.5370537044427266,0.5246362687098041,0.6644634280440033,-0.24650978225109457,2.3710013141818815,0.4562829813833154,-0.35794682788623206,0.61122149160635,1.2054323105534779,-1.0481595003888244,0.007875705370483741
97,Olivier Deman,2000.0,Werder Bremen,-0.2406986975996788,-0.4483408328439358,-0.11842826891510094,-0.2510421193609056,0.11791377118430812,-0.6130448990687406,-0.6080592783162263,-0.2924669082422976,0.08180381638600517,0.10069520919607776,0.7783916211374577,-1.1476692889813174,-0.0372112330944293
98,Ermedin Demirović,1998.0,Augsburg,-0.3743748854716229,0.22268535165034622,-1.632518244723176,2.70925036156757,-0.44658590861982106,-0.2809028899048562,2.6521887274326406,-0.8987974970988003,2.611858906649404,5.233863127409492,-2.664416875250408,3.686131711376919,0.954050013296291
99,Sepp van den Berg,2001.0,Mainz 05,3.032661956734029,-2.4319183981395485,4.399220109761648,0.5842370785990048,0.5228207126027609,2.285967736947213,-1.1346433406404501,1.1983011169272333,-1.1222956187294597,0.04158589840426258,-0.8636588704586353,0.3116275784230201,4.0728418676694
102,Eric Dier,1994.0,Bayern Munich,-0.7849031715904745,-1.3611795412625893,1.6354763343393004,-0.9173249786682232,-0.842513864520828,0.8393731523945618,-1.689286329970419,0.2887887153885192,-2.1352797996781567,-1.0123773399097722,-0.496597168288214,-0.6871768861981649,0.4313717677674349
104,Junior Dina Ebimbe,2000.0,Eint Frankfurt,0.022346900862974646,1.1211410141884377,-0.8611841894806812,0.6554544085283283,-0.5371900134252426,-0.22684565346465674,1.840965028863639,-0.6932107843604409,0.19945886023037102,1.888464654871751,0.07601783189811456,0.19939806386592424,0.5967962040258633
105,Eren Dinkçi,2001.0,Heidenheim,-0.4779850147951115,0.17557500721226393,-0.991394087439691,1.2642003483321131,2.0292564577297045,-1.970165377656718,3.438208772149649,0.028442339206690443,2.194103055312821,2.7891480427423394,-1.9756368019430823,-0.3013296200473699,-0.5028910890719056
106,Ritsu Doan,1998.0,Freiburg,0.8976059842146719,1.7628871380318367,-0.8739604715347246,0.8296459828594329,0.04058682924553472,-0.3991256081936859,3.9856242770169636,-0.8026269276039185,3.1849685586310548,1.4445051533425164,-2.079307451401037,-0.24073928715548712,-0.0592284720910518
107,Danilho Doekhi,1998.0,Union Berlin,2.282730481371951,-1.9372148201572483,2.398299868514937,0.058118834938298995,0.07369064028393622,1.4988768676530728,-1.117467129483453,1.3371822121468853,-0.7181408048712675,0.7899034701183832,-0.9189451783946876,-0.46312069616558327,1.3985143682983459
108,Niklas Dorsch,1998.0,Augsburg,0.2730558913104411,0.05368183478413252,0.4311215258217294,-0.981561626941156,-0.9012612896688627,0.6148879839765645,-1.0491267062168912,0.1021334853922802,-1.1730860076430165,0.1091617037423288,0.6616037437751658,-1.091058407918262,-0.31284431883009933
109,Nikola Dovedan,1994.0,Heidenheim,-1.9633283999260625,0.21676533150861893,-1.3049219403434646,-1.1319920406057253,-1.9382622365311908,-0.33726665606421163,-0.9953182880777834,-0.8529360171454876,-1.1265783420133002,0.27407311894163444,-0.8737235636893074,-1.2667640990133435,-0.6625072609117786
111,Dion Drena Beljo,2002.0,Augsburg,-2.6061428685406747,-0.49540174932881864,-1.4311844461078174,-0.8883312387407254,-1.8613422574304215,-0.5605263205143883,-0.5901794842258085,-0.8786592591615731,-0.495330459965054,1.2082460790340959,-1.253694969204698,-0.10938345945824665,-1.0517678730899678
113,Marvin Ducksch,1994.0,Werder Bremen,-2.0373719875934144,-0.5009302483014804,-1.6197378696975455,2.39502238409234,1.0805647212081568,0.1923167971338327,0.48852079865654274,-0.6825369658908808,12.200803999004222,-3.786972990332305,-0.6608366322689528,3.5639751908104986,-1.5124561105588357
115,Maximilian Eggestein,1996.0,Freiburg,1.5422238913204689,0.443375825351006,0.43621351430781835,0.5904009734627179,0.5993150373210138,1.1504261409771062,0.6943636892928482,0.6497152259129136,0.18295052711357815,1.5181545517032298,0.6431516709219984,0.03035944514361223,0.8507776039717678
117,Hugo Ekitike,2002.0,Eint Frankfurt,-2.1276027145817027,-0.03612353223931073,-1.5539998224323628,-0.8666421500426635,-1.9607997195516005,-0.7268880018279781,-0.5457248977734156,-1.1263174145730752,-0.1247976670037761,1.5845338536526437,0.21978148155730715,0.5922941702462282,-1.1667113094504538
119,Nico Elvedi,1996.0,Gladbach,1.419769748111909,-2.033419574145122,3.4002025964980493,0.1790210284519977,0.35053996280205457,1.9932452544187047,-0.6500223802328546,2.1406586314214753,-1.8719146778481048,-0.7019817997063199,-0.5718517871034224,-0.07829847294512186,1.7973012389370966
120,Arne Engels,2003.0,Augsburg,0.1626372004168506,0.45172045492989893,-0.5744974576795118,-0.4928218716003933,0.21118503366542435,-0.3872995202779813,-0.7017823509858055,-0.302405125516766,0.33794478035825654,-1.4982338655935357,-0.7329464666140546,-0.9574604559516587,-0.33311157729459495
121,Ohis Felix Uduokhai,1997.0,Augsburg,3.312854506101109,-2.410210792420494,5.380641376906599,1.399687065546514,1.5595436697454086,3.1504158007659937,-0.5043774275196742,2.587841014759738,-0.5577660097202541,0.05970872456598995,3.5448538030628587,0.17887476271015743,3.165590019661055
122,Edimilson Fernandes,1996.0,Mainz 05,-0.08177083095948749,-0.9203055592389875,1.1541982613235233,-0.7606782365631466,0.1595677413521562,0.5741805477241404,-1.0796425167378179,0.7230361310158258,0.6933160907452413,-1.8687196324206432,1.0343259377770402,-0.7975672536763622,-0.6582986904424735
124,Max Finkgräfe,2004.0,Köln,1.7524650036828673,-0.158065303344213,0.05405007916053132,0.17855551129040137,0.8085304567487427,-0.2767201953930864,2.0207261904578524,-0.0017386187278925838,0.8816067597028027,-0.10772640396738088,2.6500195985105774,-0.9092638268512836,0.2674280492261572
126,Jonas Föhrenbach,1996.0,Heidenheim,0.868307240669114,-0.03522407390926328,1.3395066707013576,0.48536078169241875,2.5926464654937753,0.17310763635777374,0.06195155569755439,0.8806965336133935,-0.01412371362371911,-0.8874517932885078,-0.8361240343060339,-0.2881788239282582,-0.2043641601836973
129,Bartol Franjić,2000.0,Darmstadt 98,-0.39214055252348373,-0.5354374992005425,0.018963808947141163,-0.9087753555016662,-0.9780758674853492,0.4168155875626094,-0.7646357089348996,-0.039107178838266844,-1.4542615124672633,-0.7863238795200533,1.7806627756295064,-1.2210427907389922,-0.04124463374155338
130,Marco Friedl,1998.0,Werder Bremen,2.477671025339568,-1.9937603354918954,2.778442369000543,-0.6289270256732987,-0.20529669194263994,1.4771009555300465,-1.1767559569297836,0.8835134323751196,-2.2150524887795537,-1.1563513173127435,-0.4513530401240862,-0.36202229071379904,1.0857590908472081
131,Marvin Friedrich,1995.0,Gladbach,-0.21305505565450206,-1.1142990443407814,1.3167660002485166,-0.788559365697191,-0.9692791928343424,0.8626005248359334,-1.557877687125292,0.2693608725201533,-1.884012394617686,-0.7335635552252361,-0.5971350839597551,-1.0828177551642892,0.3351837762706188
132,Jeremie Frimpong,2000.0,Leverkusen,-0.28411898892812126,0.4542773486888776,-1.4873968043352845,1.3987083096335937,1.091478635217391,-2.5040750209127856,2.594927965165911,-0.6778036681318098,0.39608661524910477,2.2327482001295604,-1.6446786996521803,1.5315587742845853,-0.9055593009578932
133,Chris Führich,1998.0,Stuttgart,-0.3737502527525687,1.43366163895301,-1.6034908858341992,1.8675883369312238,1.3397553758412672,-0.7191359858946337,4.605286770611598,0.21032214161029528,5.685087516272655,-0.8149105578380642,-0.9878121099301795,-0.4228999746026612,-0.9478903435898484
136,Niclas Füllkrug,1993.0,Dortmund,-1.756800909484138,-0.745936066930228,-1.3767673696304115,0.9479632003669334,-0.7146921958612165,-0.6063977632256957,-0.540353032792654,-0.9386442366875161,-0.4103472868870144,1.3138401715967398,-1.1204149955953908,6.3561579198436995,2.5105110111771864
137,Cristian Gamboa,1989.0,Bochum,-0.5211478112482881,-0.49506296299956604,-0.15496622207484337,-1.1938894656355536,-0.33862401803081565,-0.42294268435920246,-1.1002589210902156,-0.29920304901665895,-1.655917857473871,-1.3031545705522682,-0.4693597653650864,-1.5039651482354794,-0.7318376862082591
139,Yannick Gerhardt,1994.0,Wolfsburg,-0.19591293276928368,0.10603910077531092,-0.6067192472522591,0.06295062829287928,-0.6064269529794104,0.008732169543882121,-1.1280949248209713,-0.2803066813396895,-1.4709301166428328,-0.24974360091930586,-0.6561823690514927,-0.051291048279144984,0.02785541961213325
141,Benedikt Gimber,1997.0,Heidenheim,0.44096331633143027,-1.1555878657898788,1.5773240294710003,-0.5178256095717947,-0.9135750025465085,1.0063178881681287,-1.0241241769854765,0.4700398273717952,-2.0247484630730446,-0.8200261210998365,-0.5625375400758174,-0.6884105906802632,0.7683433269828082
142,Matthias Ginter,1994.0,Freiburg,0.468500677653825,-1.3718287979168224,1.6984493639884697,-0.313205101503283,0.38396182580713467,1.5742469607066019,-0.9087272981453302,1.710822223120706,-1.0726929268776113,-0.24831268292549732,1.1720750256624757,-0.9971194661109599,0.4331656693503403
143,Klaus Gjasula,1989.0,Darmstadt 98,1.2584243329577145,0.030404664555306292,0.8900412660015787,-0.497292852474148,0.16685391760335114,0.5870330494071502,-1.1783430693997472,0.6091922907791422,-1.646771287440024,-0.9543008045413803,0.6230299767904856,-0.8423122320318726,0.754217639056938
145,Leon Goretzka,1995.0,Bayern Munich,1.7666138505848916,0.002601428856860852,0.7582313481839777,0.43136556369096424,0.5484946520284237,1.0945191359584399,-0.5467578840746232,0.8156255846354393,-0.9135016198206275,0.04434938268415061,0.3142670957190994,0.0714450174363765,1.0901488165044995
146,Robin Gosens,1994.0,Union Berlin,3.9938365390692714,0.906539741935119,0.6695801209557777,1.9687679713323107,3.90100351926685,-1.4741354247857932,0.15327181727686473,0.18156696225879596,0.5067912036425678,1.5300043346464562,4.47882590767155,5.04399203108709,-0.357123197834568
147,Mario Götze,1992.0,Eint Frankfurt,0.005725235850442284,1.188694956333811,-0.6184391949097183,0.13057045075561033,0.6428565467063233,-0.20113512784164372,0.12483671232837384,-0.21933380045786452,0.7275210694549735,-1.0576402220683414,-0.8333141886617237,-0.8009103667002618,-0.5286639958547044
148,Jeffrey Gouweleeuw,1991.0,Augsburg,2.1659297918653695,-0.9678628273129479,3.626282406897674,0.7814884785359647,2.3713303300356117,2.7827258669799417,0.7487311068740263,3.430700851173642,-0.8788736826553014,-0.5080792886118768,0.7925537239755062,0.1584814746968841,0.7819444368351989
151,Michael Gregoritsch,1994.0,Freiburg,-1.1355897463336129,-0.09560292220364823,-1.4752938678855791,1.0166979081705874,-1.1806921627056333,-0.42938975594846723,-0.7262801112263247,-0.8894093665634206,0.7246807845429628,2.8002466968154804,0.23197865890787336,1.712732399785099,1.3315678774417015
152,Vincenzo Grifo,1993.0,Freiburg,-0.1423840543518868,0.7708581198271598,-0.5616503995220266,1.554818781949099,3.2860743634280927,-0.813557953493183,1.8129350139078624,0.20867248086691917,6.716247772643363,-2.860565578464008,-1.828932589663233,0.6458212402084389,-1.141428899345285
153,Florian Grillitsch,1995.0,Hoffenheim,2.9576656105537094,-0.162741083523718,3.2356227418699937,0.27906285202712977,1.7715596546793648,1.9779176396912412,0.25928037663922976,2.3269128738202043,-0.4647812727156882,0.6742778089407137,2.090866673909824,-0.6676778844684034,0.880290142606084
154,Álex Grimaldo,1995.0,Leverkusen,1.699935774270264,0.16774346974393778,0.10536914084250233,1.3236574060618602,4.044325815191033,-2.4668590731072686,0.7068333065421215,-0.0347371423666417,4.6913389955532665,-2.726008998274303,0.34440442116269565,-0.3009939526915863,-0.1035205482853312
