,_Player_,team_cluster,defense_Blocks_Blocks,defense_Tackles_Tkl,defense_Tackles_TklW,defense_Tackles_Def 3rd,defense_Tackles_Mid 3rd,defense_Tackles_Att 3rd,defense__Int,defense__Clr,possession_Touches_Def Pen,possession_Touches_Def 3rd,possession_Touches_Mid 3rd,possession_Touches_Att 3rd,possession_Touches_Att Pen,possession_Touches_Touches,passing_Total_Att,passing_Short_Att,passing_Medium_Att,passing_Long_Att,passing__KP,passing__CrsPA,passing__PrgP,possession_Carries_PrgDist,possession_Carries_TotDist,possession_Receiving_Rec,possession_Receiving_PrgR,possession_Take-Ons_Att,possession_Take-Ons_Succ,gca_SCATypes_TO,gca_SCATypes_Sh,gca_SCATypes_Fld,gca_SCATypes_Def,gca_SCATypes_PassLive,gca_SCATypes_PassDead,shooting_Standard_Dist,shooting_Expected_npxG,playingtime_PlayingTime_Min,misc_Performance_Fls,misc_Performance_Fld,misc_Performance_Off,misc_AerialDuels_Won,misc_AerialDuels_Lost,Name,Position,Corners,Crossing,Dribbling,Finishing,First Touch,Free Kick Taking,Heading,Long Shots,Long Throws,Marking,Passing,Penalty Taking,Tackling,Technique,Aggressiion,Anticipation,Bravery,Composure,Concentration,Vision,Decision,Determination,Flair,Leadership,Off The Ball,Teamwork,Work Rate,Positioning,Acceleration,Agility,Balance,Jumping Reach,Natural Fitness,Pace,Stamina,Strength
688,Federico Baschirotto,1,0.45540540540540536,0.38346262095086114,0.4901217006480164,0.5892591025334388,0.10810810810810811,0.0,0.35402814612074385,0.9999999999999999,0.221484648541863,0.7750388046726674,0.6970309740239427,0.10864197530864199,0.2213294375456538,0.5476633447258985,0.5836235260868379,0.3154581960925868,0.8308814403886324,0.3915097616897103,0.0698583860176366,0.11787577050734946,0.45380457380457384,0.3981984287184335,0.27135357957655754,0.5821474773609316,0.036846846846846845,0.021932646932646932,0.03070570570570571,0.0,0.11373873873873873,0.0,0.23723723723723722,0.10983862571577307,0.02735839287563425,0.0,0.18791617704661182,0.9690827894194436,0.33444197087144273,0.11361502347417839,0.0,0.7624362566246337,0.2410569508914202,Federico Baschirotto,D RC,6,13,10,12,10,7,15,9,13,13,10,6,13,9,10,12,11,10,11,9,12,14,8,13,11,13,13,13,12,10,12,14,15,12,13,15
689,Alexis Blin,1,0.7800925925925924,0.9548836427720472,0.8929868864079391,0.6399065536233678,1.0,0.3647186147186148,0.47516311036059655,0.5144288356261649,0.10575351186816881,0.37308733689810475,0.884320017284789,0.40762174211248287,0.28434684684684686,0.5455926217954201,0.5157407057323877,0.6936181514645622,0.5227731780258713,0.10896237438653891,0.24897949967143068,0.1652046783625731,0.6003496503496504,0.17454388349705788,0.08865081233892425,0.5985427178829508,0.1377104377104377,0.06762566137566138,0.07172418630751964,0.0,0.3188131313131313,0.2849326599326599,0.0,0.43278437682393966,0.03834320213630558,0.06408993028012343,0.38812033377250765,0.6413603572655444,0.6024611915902852,0.44874804381846634,0.03466483011937557,0.6290083775053716,0.36810487467741604,Alexis Blin,DM/M C,5,6,10,5,13,6,11,8,5,12,14,8,14,13,13,12,15,12,14,13,13,14,7,12,12,15,14,15,12,13,14,11,15,12,16,14
690,Assan Ceesay,1,0.27897350993377484,0.40631976517001545,0.5404322063436737,0.19462489687538037,0.31788079470198677,0.42510249132765693,0.03707263220864786,0.18660316609643407,0.03770245321441888,0.06270795212887459,0.4470091027887702,0.6468042269642712,0.8021970646142832,0.0,0.0,0.34591593052438396,0.08535131154419823,0.0,0.162040868695955,0.07220866736377367,0.12470708099847173,0.0513012738176811,0.0,0.4046374750477627,0.6263658940397351,0.2902081362346263,0.4138153053715968,0.34725759891322805,0.31353476821192056,0.7472406181015453,0.0,0.4158930055055487,0.0,0.15528543104292192,0.7815649294558018,0.447612504294057,0.6051322504992688,0.5124988340639866,0.9999999999999999,1.0,0.5635656926757476,Assan Ceesay,S RL,5,8,12,13,10,4,11,7,4,5,11,10,6,10,11,13,12,13,11,7,11,14,14,5,12,12,13,5,16,12,14,14,15,17,13,14
691,Lorenzo Colombo,1,0.4893729372937293,0.3569227624640056,0.3231891610213653,0.00446858845176553,0.4277227722772277,0.44488448844884493,0.02545760721412422,0.028648105547186622,0.0,0.0,0.5275098270945997,0.756191174673023,1.0,0.09588130477737056,0.004674189717112087,0.3985851005801748,0.0,0.013228893583445742,0.4737776889097407,0.17272885183255168,0.1957654226961158,0.0,0.037218593448131776,0.5830513932930901,0.8031518151815181,0.35674210278170676,0.24746974697469748,0.3322670728611323,1.0,0.44686468646864685,0.0,0.5919359244617851,0.0,0.2564469923585527,0.9999999999999999,0.3455857093782206,0.725534133758305,0.36324083112536604,0.4349234923492349,0.7539877491900351,1.0,Lorenzo Colombo,S,3,7,11,14,13,9,14,13,3,4,11,12,5,13,12,12,11,12,10,11,12,17,8,6,13,11,11,7,13,13,12,12,14,13,12,12
692,Federico Di Francesco,1,0.2654849827671098,0.44300273505826576,0.42858500263460225,0.16989521504495164,0.38995568685376664,0.474080326369839,0.11612185266235803,0.07027145366193861,0.009621552061128639,0.07750928006406438,0.425181799536446,0.7106561263380565,0.8265799033893569,0.03547181876914851,0.09378163508690585,0.3747456987643118,0.1742757791271946,0.06797910029504126,0.5236146969756121,0.1932675114669984,0.417225315305079,0.3768838605550944,0.27430946947089213,0.46720081938236757,0.8911004431314623,0.35241260462826196,0.2852863942228787,0.30981327879407644,0.18648449039881834,1.0,0.7779419005416052,0.43176059982299353,0.11214112293926892,0.17073653827860574,0.5351294072313917,0.5228443833734113,0.6454520419113798,0.5419102502756569,0.5271921579159393,0.0,0.12619095798510105,Federico Di Francesco,AM/S RLC,12,11,13,12,12,10,7,11,4,5,12,11,8,14,12,12,13,13,13,12,12,18,12,11,16,12,12,7,13,15,12,7,14,13,12,8
693,Antonino Gallo,1,0.5015687851971037,0.7362849788653878,0.7878223313714696,0.8010999103488726,0.3475462590506838,0.3485806229169061,0.1607937827595243,0.46708857659857095,0.10709762681043476,0.490718464644509,0.782841839369932,0.6290970173713538,0.11529429671022592,0.7165244544674167,0.7878587919573186,0.6442716944438103,0.7995042195106938,0.36289209289243407,0.6599408587478547,0.9999999999999999,0.8748808713410484,0.6713132645745086,0.4637854543469086,0.6145548689367164,0.267347144006436,0.1703970807953109,0.20565164923572005,0.15186583328176248,0.07617658889782783,0.13616251005631536,0.0,0.6239074161478146,0.16490970122340276,0.232282915729354,0.07948861450208121,0.6791480590862247,0.15261537350087992,0.23519880344010968,0.06626197615739048,0.21102785860297674,0.1433389576188863,Antonino Gallo,D/WB L,9,14,14,7,14,9,9,9,12,11,13,7,13,13,13,11,11,10,11,10,11,14,12,10,13,11,11,12,14,14,11,10,14,14,14,10
694,Valentin Gendrey,1,0.48903579490486937,0.9326534525673142,1.0,0.9990824014476104,0.580457916801032,0.27944902565992535,0.39283146055280793,0.4696614688871529,0.09915020390563513,0.5154835913973362,0.7556707613959903,0.5298529745482342,0.1056328821565842,0.6513240440417865,0.6849690238703015,0.7694426753392599,0.6641718634663731,0.1972692696360491,0.35861862977615466,0.5485157589232674,0.510088557041153,0.45395362395790606,0.26250043616221,0.4968420116652982,0.3528136085133828,0.16486617220251532,0.15387509405568095,0.040582442388311456,0.0,0.436633344082554,0.509513060303128,0.354458377769694,0.07344683027721868,0.12068392212556715,0.0637241843444611,0.8904156647200276,0.22024369538226848,0.29946723228763095,0.02656034710210782,0.38415300386388657,0.1718135192894568,Valentin Gendrey,D RC,7,13,11,5,13,6,9,8,11,12,12,8,14,12,11,13,10,12,12,11,11,13,7,8,13,12,12,14,14,14,12,8,12,14,14,11
695,Morten Hjulmand,1,0.48923024983119506,1.0,0.955091983842117,0.9473820652706003,0.9723160027008777,0.03250699334426546,0.8213019824100244,0.27791748850235853,0.0988748215178139,0.40468015078899583,0.9999999999999999,0.28626491109610624,0.04147124842600873,0.5892684279204554,0.6311249005133488,0.6357929432240771,0.6554790347642874,0.2642436153575104,0.3618698758747494,0.22086783467784923,0.7581260063366748,0.1619114873874303,0.1686412496003698,0.5485251427837685,0.05523295070898042,0.1282193498601331,0.19561670042763898,0.0,0.06393484132343012,0.3428426738690074,0.0,0.550812108677642,0.04613611492700645,0.1801904297257345,0.06671461703314446,0.8426657506011681,0.6275951862828181,0.4412511531036319,0.0,0.3318926671885122,0.1190883591732514,Morten Hjulmand,DM/M C,8,10,10,9,14,7,10,10,9,12,14,7,13,14,12,12,14,12,11,14,11,14,9,8,15,13,14,15,13,11,14,12,14,13,13,12
696,Youssef Maleh,1,0.9999999999999999,0.8267681430145252,0.6457389765214222,0.22952693953980685,0.7477744807121661,1.0,0.23658164391998268,0.21575555909223482,0.0405499049998681,0.2565612137260372,0.6158854733928674,0.4864408176722717,0.45562996230652025,0.24063633298860032,0.24213110363859824,0.5442082006113057,0.3488663994885611,0.029706963758553098,0.36755966012597396,0.19412775261596127,0.39812828121433463,0.11422189995573526,0.014421874644730215,0.47339933435956105,0.28824183976261125,0.17337855023314966,0.10113748763600397,0.0,0.2809718100890208,0.5022255192878339,0.0,0.3524098013985669,0.06758416044203418,0.9384925794724196,0.14659398787253256,0.05668155273102027,1.0,0.5103021690976721,0.36660372268680874,0.2689150314965745,0.1459793518395248,Youssef Maleh,DM/M/AM LC,10,11,12,11,13,8,7,11,8,10,14,11,10,13,12,14,13,13,13,13,13,16,14,10,14,15,14,13,14,14,14,8,12,13,14,13
697,Giuseppe Pezzella,1,0.4038126361655773,0.7480188593212794,0.5333677330581355,1.0000000000000002,0.15686274509803924,0.31465919701213824,0.28145650686988133,0.5624913566155294,0.13353140815630254,0.6218994132613657,0.8305405191598445,0.7594508997014444,0.24531884826002476,1.0,1.0,1.0,0.9386597680453963,0.19415671152779876,0.30907882278594495,0.570118105721821,1.0,0.8970919567867929,0.7210268915250402,0.9257564172715227,0.534640522875817,0.30232648615001556,0.2598946986201888,0.0,0.0,0.36873638344226584,0.0,0.4637698910902207,0.09924122905867329,0.6459286929145494,0.035876669508383065,0.14050154586052904,0.5297546639823754,0.4121329282886863,0.08972073677956031,0.272527059041264,0.10516800533410878,Giuseppe Pezzella,D/WB/M L,9,12,11,7,12,8,11,7,12,12,13,6,14,12,14,12,13,12,13,10,11,17,8,10,13,15,15,12,14,13,14,12,15,14,15,14
698,Marin Pongračić,1,0.17063291139240505,0.6600106238608157,0.9641128136797691,0.5664664673290192,0.6379746835443039,0.12188065099457505,0.680925655253736,0.6626983265770188,0.1863416942462338,0.7834425688261107,0.7664065473903011,0.05247304266291609,0.10366062264796444,0.5566958415782108,0.6575597018461263,0.3993364468206505,1.0,0.2807710455240636,0.07577804462161027,0.0,0.33966893865628045,0.6242916949447,0.5424981754469991,0.5437446925975917,0.012943037974683545,0.036980108499095846,0.08628691983122364,0.0,0.0,0.0,1.0,0.1282428060279786,0.05766041030117852,0.5894111387067034,0.0,0.09653040192373757,0.5779221330385416,0.0,0.0,0.25368494674702036,0.15618324707104858,Marin Pongračić,D RC,4,7,12,6,12,5,13,6,8,13,13,7,14,12,17,12,16,12,12,12,12,13,11,7,8,11,9,13,13,11,15,15,12,16,12,16
699,Gabriel Strefezza,1,0.49680589680589676,0.6674554333990658,0.5346782188887451,0.4028764825225002,0.5896805896805897,0.4731484731484732,0.20658688925663193,0.056523644578589397,0.005815428541665148,0.10659946707948667,0.6543528098215667,1.0,0.570090975496381,0.4874382067852592,0.3991051670333947,0.5088148552255397,0.3143440759541715,0.2830211024298428,0.8601169816839392,0.9108582266477003,0.6188244188244189,0.593425842549021,0.6234858847544966,1.0,0.7411240786240786,0.5503100503100503,0.5024570024570025,0.4122724122724123,0.4652948402948403,0.41584766584766586,0.3235053235053235,1.0000000000000002,0.11192069812759467,0.17740129814780448,0.5259854716376455,0.6640329783579526,0.6365701713983771,1.0,0.0,0.09914644055653352,0.23081542263626,Gabriel Strefezza,M/AM RL,12,14,14,14,13,11,6,13,5,9,14,11,10,15,15,12,13,10,10,13,12,14,13,9,13,14,14,12,15,15,9,6,13,15,12,7
700,Alessandro Tuia,1,0.1986247544204322,0.6396482912967478,0.6412987281563437,0.665088983725213,0.5658153241650294,0.0,1.0,0.9874875434387095,0.15458783161358594,0.7087715139489676,0.7514959903788434,0.05182638434111912,0.08044390166197632,0.4827593759491935,0.5033397420490933,0.24315575074370843,0.755371480687199,0.4301304033818011,0.04980762050002835,0.25705718126357147,0.5549342602387789,0.22721682799679052,0.09932493886481192,0.4495296091531512,0.0,0.11479090653943305,0.13392272429600524,0.0,0.37205304518664045,0.0,0.0,0.2203072442009473,0.0,0.6541114165430055,0.06470487742376356,0.0,0.5375613497716477,0.13514485735631865,0.0,0.517207609411664,0.34824157598255,Alessandro Tuia,D RC,6,9,11,6,12,9,15,12,10,15,14,7,14,10,12,15,12,9,12,12,12,13,7,12,10,13,12,14,11,11,13,15,10,11,12,13
701,Samuel Umtiti,1,0.4146710837671556,0.8061979946734349,0.8753995732350279,0.6676833128382534,0.8518693800283956,0.09113650192684741,0.40574986701129623,0.6287632080128601,0.1779810546821693,0.6733080444652242,0.7741328196689303,0.06598920264324903,0.09689054885458105,0.4808927766288371,0.530804985043402,0.45928179715838113,0.7114089182054282,0.26112679860381993,0.024851940659182767,0.061922435051186886,0.3742982999017074,0.33289778585696406,0.18599064288449024,0.48530158413349334,0.00967818267865594,0.08986883915894801,0.0967818267865594,0.0,0.0,0.0,0.3738760056791292,0.0705895163747979,0.02155784388922434,0.14335257689325032,0.12469392374328689,0.5510133974579183,0.45912246463615625,0.4394926111329596,0.0,0.403691840445139,0.15161100609368874,Samuel Umtiti,D C,4,9,9,6,12,7,14,9,9,15,13,8,14,14,14,15,13,13,15,10,13,14,8,10,9,12,12,16,12,11,12,12,6,12,10,15
702,Brenden Aaronson,1,0.7171954047217538,0.45088090894633825,0.2838578758139663,0.3298803501164378,0.5713322091062396,0.3805508712759977,0.07574074403359259,0.004399929446691042,0.0,0.06397676068600032,0.4435284500047927,0.7560331851003341,0.5312621523892319,0.2852340024054354,0.26336684079102274,0.4816786386577902,0.12930878418526748,0.13356219110369416,0.9908683063412772,0.21745764072914153,0.4879848229342328,0.3610853667491298,0.4447967061735227,0.5400522305415044,0.6337850907648049,0.7413328661220736,0.6540782817076417,0.998946037099494,0.5098545531197303,0.4809443507588532,0.3005902192242833,0.7968931991627971,0.718818312410218,0.29511148533314474,0.3563870679694829,0.6821060965954078,0.3153672175427421,0.7995134475306452,0.21290050590219226,0.04078366029525558,0.46671595315385156,Brenden Aaronson,M/AM C,11,12,14,11,13,8,8,11,6,8,14,10,9,13,12,12,13,12,11,13,12,11,11,7,11,13,15,8,16,15,13,9,13,15,14,10
703,Tyler Adams,1,0.8807977736549165,1.0,0.8212324530323104,0.9980563654033041,1.0,0.5981093736195776,0.67642829425822,0.22016905668059308,0.0529209534845386,0.3673837727203087,1.0,0.3803046886250126,0.03524921648589026,0.9410525219754924,0.9136381348107889,1.0,0.5536491636577761,0.267748646534538,0.568768159064655,0.0,0.8490097941925185,0.43866571425840145,0.4524589904651945,0.8407631155778653,0.0923551238677289,0.1794328120858733,0.1481544771018455,0.0,0.0,0.06614100185528757,0.0,0.6417933311773417,0.0,0.6013720678496336,0.003030325156571004,0.5965954077593032,0.8271451325245952,0.3195002623365805,0.03903834260977118,0.26050359301976,0.18041873572303221,Tyler Adams,DM/M RC,6,10,12,6,13,6,8,8,11,13,14,6,14,12,16,14,15,12,13,13,12,15,9,13,12,15,17,14,14,14,13,10,17,14,16,13
704,Luke Ayling,1,0.6548807205452775,0.7748338693966329,0.6913701672539719,1.0,0.44985394352482966,0.5650299068020587,0.5243820210581477,0.454594357761888,0.11516559685946293,0.494259212447672,0.5992984124434187,0.6142277793938651,0.47658743048880964,0.7798137845308779,0.7509214542214906,0.7373781710165543,0.4524591790310188,0.4237159659253485,0.2985063658576914,0.6278110075578429,0.5045600190213084,0.4379475296143453,0.389040417895501,0.5910275979673224,0.4847070278939229,0.2825149534010294,0.28880746169220517,0.0,0.35327409931840315,0.13885102239532618,0.694255111976631,0.5254025964744814,0.0,0.27025382703657724,0.33731350147101596,0.556215360253365,0.3427572932339995,0.5800754067499463,0.040976955533917565,0.5620892458512966,0.8080846732174845,Luke Ayling,D RC,6,12,10,8,11,5,13,10,9,13,11,2,14,11,14,12,16,12,13,11,12,15,7,15,13,15,18,13,12,11,13,12,13,13,19,13
705,Patrick Bamford,1,0.31336633663366337,0.13013654403182642,0.14203568771695424,0.0,0.243960396039604,0.25535124941065535,0.12644656790313097,0.12395447223322689,0.025797329865515785,0.0,0.35988340838486704,0.5678218892266829,0.9635166421039038,0.0,0.0,0.33692583087861744,0.0,0.0,0.40470764057537834,0.0,0.20433264256658223,0.0,0.0,0.33965817263830844,0.6308677926616191,0.39463374908919463,0.33131839499739446,0.22343234323432343,0.7982673267326734,0.28237623762376235,0.47062706270627064,0.3602377275735438,0.0,0.41434530012290316,1.0,0.3428345209817894,0.7947287554218504,0.6079853691324983,1.0,0.5856085897827109,0.8072407378384087,Patrick Bamford,S C,2,10,12,16,14,8,11,12,2,9,12,12,10,13,11,15,15,11,15,12,13,15,12,11,16,16,18,13,13,13,13,13,11,14,18,11
706,Liam Cooper,1,0.4438990182328191,0.6398369842291706,0.6177020390273505,0.925966740132238,0.38877980364656384,0.18085887931610228,1.0,0.7441382933580893,0.23159295163002377,0.7917726251883922,0.6574640894251639,0.08210413747707393,0.25476857402084,0.761328097342133,0.7558536675920811,0.5328814945518978,0.716451374198426,0.46347322349653686,0.1791526634734976,0.09042943965805114,0.4436095436902704,0.3553050081471127,0.43656560429418184,0.6218126613046463,0.01396336935896378,0.04932514890439154,0.031999704731674905,0.0,0.3392356241234222,0.0,0.0,0.2884899240651521,0.07033400862292867,0.22800196143115925,0.1478584027277722,0.3076009501187648,0.3974097520878282,0.22213214106090673,0.0,0.9999999999999999,0.6477877660863194,Liam Cooper,D C,2,6,7,5,10,3,16,5,9,14,12,8,15,10,14,14,17,12,13,11,14,15,6,17,8,15,15,15,11,10,12,15,14,13,15,14
707,Wilfried Gnonto,1,0.7012555391432792,0.4747466693607421,0.4780100750525718,0.2528311176760217,0.6824224519940917,0.4761904761904761,0.14313436144039707,0.056564606129694085,0.013114122919546247,0.11537406045857998,0.3888535967020728,0.9400644953038769,0.5560959226383949,0.4031995543300113,0.35886558435531773,0.559800953531211,0.1906957028635295,0.07513368345911756,0.8301886792452831,0.4761904761904761,0.3479140187557968,1.0,1.0,0.691519872453873,1.0,1.0,0.7077275907642074,1.0,0.7145494830132941,0.8425406203840473,0.5265878877400296,0.73301764975772,0.22222222222222224,0.6072369524795549,0.2867711121622014,0.27909738717339666,1.0,0.9999999999999999,0.18648449039881834,0.10854011265032729,0.37169468557388013,Wilfried Gnonto,AM/S RLC,5,9,14,13,12,8,8,9,3,4,12,10,6,15,8,11,9,13,7,11,8,16,14,6,13,9,13,5,16,14,12,5,17,15,12,8
708,Jack Harrison,1,0.6866460487444609,0.35658279843290697,0.232617858336877,0.09029682774143631,0.34121122599704584,0.9999999999999999,0.3315716822525073,0.1368170084889462,0.022026487726199237,0.11715967172843411,0.4307784988527836,1.0,0.52342860729289,0.5077891103576624,0.4643216699802086,0.5652754470429766,0.24087795239911863,0.33598100917100027,1.0,0.9999999999999999,0.5119306275978153,0.6784499848719534,0.6861984317360146,0.7141829651827863,0.9374999999999999,0.7662337662337663,0.8088315323019514,0.875,0.4465934268833087,0.26329394387001476,0.5265878877400296,0.8337240659683169,0.9999999999999999,0.22255593698943799,0.37660392714358565,0.8151227236737926,0.6734103360766548,0.45953769262807165,0.09324224519940917,0.0,0.4385761237636998,Jack Harrison,M/AM RL,13,12,13,12,17,8,5,11,5,4,11,10,6,13,11,11,13,11,10,12,9,17,14,7,13,14,15,10,14,13,14,7,16,15,17,8
709,Robin Koch,1,0.5482677165354332,0.3947988980819844,0.35657559411739426,0.49289838770153727,0.3104251968503937,0.20307461567304083,0.5620191501244094,0.900256905761395,0.26815572771102114,0.7460626465188074,0.5497415765733727,0.10625232527302841,0.17253739813382543,0.6126170741815169,0.6397001093713126,0.38689317105566606,0.6500414735544033,0.5100582856515286,0.09655623235774774,0.0,0.48326313861930054,0.5336670641905052,0.4113101989738564,0.6094045279646073,0.03449282075034738,0.016615195827794253,0.014372150849564854,0.0,0.15236220472440945,0.0,0.0,0.0958235725121516,0.0631787693205016,0.03400201606290465,0.09725409547420166,1.0,0.525573510080208,0.1629362962282776,0.026509186351706036,0.8848326726703687,0.6264129062325571,Robin Koch,D/DM C,2,5,8,5,12,3,15,8,10,14,13,6,14,11,7,13,12,13,13,11,12,13,5,8,9,15,13,14,13,11,12,16,13,15,13,14
710,Rasmus Kristensen,1,0.6459183673469389,0.7625322727476233,0.6852530816065829,0.8732993197278911,0.6600000000000001,0.3947521865889212,0.7454607976076781,0.569301522650207,0.14087534086214903,0.5254998163070096,0.5746550123059141,0.46492027754431775,0.20183555471401954,0.6912314496152918,0.7090672416844417,0.6433009451303093,0.5401426504313274,0.3808796906662882,0.23461686561417022,0.13158406219630708,0.6111621974371144,0.1337533812312875,0.057357581364744614,0.5388930830446443,0.35556722689075626,0.13457460906440497,0.16296992481203007,0.34540816326530616,0.12340561224489799,0.0,0.36377551020408166,0.4994918019632493,0.051171579743008316,0.29498495315926976,0.08303895440108064,0.5190023752969122,0.460238375168866,0.0810795671871414,0.042942176870748305,0.41418423691872575,0.3862311614253409,Rasmus Kristensen,D/WB/DM R,9,15,11,10,12,8,13,9,13,12,13,9,13,11,18,12,15,11,11,11,11,15,11,13,12,14,16,11,12,12,14,14,14,14,15,14
711,Diego Llorente,1,0.36575500770416025,0.47695952838724415,0.5895297500831612,0.602832196052535,0.47457627118644075,0.0,0.9689389016711784,0.685026688535682,0.29599489678266194,1.0,0.6896373759021136,0.07290394547948227,0.1577862157169013,1.0,1.0,0.5631328871785874,1.0,0.5169729764287401,0.0,0.0,0.5599401583832013,0.8397667128569068,0.9612919155879236,0.9999999999999999,0.015340342608538022,0.0812838933023833,0.1406211986051415,0.0,0.3726887519260401,0.0,0.0,0.24034758586150287,0.0,1.0,0.2313035328880815,0.0,0.4381830263479247,0.08180919737474564,0.0,0.6917588717575628,0.2959850349470889,Diego Llorente,D C,3,6,10,6,13,3,13,6,10,13,14,9,15,14,13,15,17,14,11,14,12,12,8,10,9,15,15,13,12,10,9,13,13,15,14,13
712,Marc Roca,1,0.5810475161987041,0.6856629949464356,0.662638801693449,0.5703795124961432,0.904708423326134,0.2785148616682094,0.40858814519349723,0.15924608163211515,0.05255621822802672,0.2935163594009969,0.8422459824269835,0.4648129658591784,0.1929256873649382,0.75747164501813,0.7696775768664201,0.7412987405843472,0.49225886835925486,0.4923160553203681,0.7283426382493176,0.11140594466728375,0.9999999999999999,0.5472930290105451,0.46227527141195485,0.7918146049864109,0.12041671960360817,0.22787579591035315,0.33509150846879615,0.29244060475161987,0.31344492440604754,0.12319654427645788,0.3079913606911447,0.47838049758116336,0.4332453403727702,0.4100472450957048,0.19338590587171628,0.6595407759303247,0.832903968446227,0.41897810757396803,0.0,0.158426367449441,0.13991607443599968,Marc Roca,DM/M C,12,11,11,8,15,12,11,9,5,12,16,10,13,15,13,15,13,15,14,15,15,13,11,12,12,15,14,13,11,12,15,11,13,10,15,13
713,Rodrigo,1,0.3271317829457364,0.2892075489509774,0.18923875086760308,0.050547557524301706,0.4775193798449613,0.4664944013781222,0.11796069351795235,0.16883879158676757,0.028884633047701204,0.06319083994231131,0.40831921164827967,0.5699313147679699,0.9999999999999999,0.12593485374565971,0.14604161334973426,0.35130055361230755,0.12751188514507622,0.14284487689287678,0.4224854955877334,0.33321028669865876,0.3060513190313082,0.13514966975886994,0.21400530707845083,0.42120023578054655,0.7357577139382884,0.2635390449343938,0.28298653610771113,0.6997416020671834,1.0,0.14739018087855296,0.3684754521963824,0.5062330458106008,0.0,0.32012540300677317,0.8156641843824104,0.5091053048297705,0.7203124750070187,0.17473139421881706,0.4349698535745048,0.4201728758303509,1.0,Rodrigo,AM/S RLC,11,12,14,11,15,12,8,12,3,5,13,13,7,15,13,13,14,13,8,13,12,13,14,11,15,13,12,4,16,16,14,12,14,15,14,11
714,Luis Sinisterra,1,0.5019463667820069,0.5801097163685268,0.6184292321039436,0.451255011808645,0.639446366782007,0.5949360136211347,0.37848178037855174,0.0,0.01039444922998926,0.08517107398521151,0.520295112739591,0.8028529761100442,0.6472328342389799,0.42702576386591784,0.3880228279998336,0.6244025026879283,0.17679615409613364,0.10042666047685313,0.5303910687471437,0.29746800681056734,0.6054357447493361,0.8015582209953458,0.7218556286840685,0.7444912886219203,0.9645837573783838,0.8518402013211702,1.0,0.7808535178777394,0.5579584775086506,0.3289504036908881,0.8223760092272203,1.0000000000000002,0.0,0.9647483542153323,0.9365589813743027,0.08630245447347584,0.7773347415004234,0.465877827721725,0.48539023452518265,0.5054165736278058,0.5971013319298814,Luis Sinisterra,M/AM RL,11,13,16,13,14,13,11,13,2,5,11,6,4,14,10,13,11,12,10,10,12,13,17,5,13,12,13,5,16,16,14,10,17,16,12,9
715,Pascal Struijk,1,0.5754545454545454,0.9237363260554867,1.0,0.955865800865801,0.8680000000000001,0.5861471861471861,0.6046344907747836,0.5830468953261759,0.12673867205454764,0.5369828537986963,0.685874629036762,0.5570940560788348,0.24352317038884203,0.8949848037301045,0.8617069831127337,0.9241907068927551,0.5766102361427388,0.2535232578169813,0.32514579759862783,0.23445887445887442,0.7280258985200846,0.381712463389238,0.2905016028870993,0.6617556773365668,0.23984625668449194,0.14387249114521844,0.18667464114832535,0.0,0.5497159090909092,0.0,0.3240909090909091,0.3650959132610509,0.18235690235690236,0.19300749791724525,0.13350593592454052,0.6140142517814726,0.631613456865455,0.16651364961569043,0.0,0.6794072836475857,0.5604016767815804,Pascal Struijk,D C,3,7,9,5,12,3,16,5,5,13,13,8,14,13,13,14,14,13,13,13,13,13,8,6,9,14,14,14,13,11,13,15,14,14,14,14
716,Crysencio Summerville,1,0.5548737727910238,0.5017475409353622,0.5354659871917634,0.4801309022907901,0.6047685834502105,0.18085887931610228,0.37376966105989434,0.10682596025294366,0.006735648247263238,0.11359095355235824,0.3585279655557729,0.7058301543141813,0.8627196831128086,0.2008228533164207,0.1550645795018893,0.48609876107758115,0.07206208990612292,0.06973043752787562,0.5732885231151923,0.18085887931610228,0.42473254183111,0.6534018379768431,0.6205920653150943,0.492699782391819,0.6423149905123339,0.7398772335658731,0.7679929135601977,0.7121318373071529,0.6784712482468443,0.9999999999999999,1.0,0.6709765651567318,0.07033400862292867,0.4772369214878367,0.4425210315956915,0.3076009501187648,0.7419651556659872,0.9981511910944071,0.47218326320710613,0.04435433648403658,0.33026508968724566,Crysencio Summerville,AM RL,5,11,15,8,12,4,3,6,2,4,8,8,4,12,7,11,8,9,6,9,7,11,14,4,11,11,12,4,18,16,13,4,9,17,12,4
717,Maximilian Wöber,1,1.0,0.46997933370051104,0.5430010440740131,0.3476641841570751,0.7298578199052134,0.10185812081546677,0.893013683913866,1.0,0.28213036488754994,0.6733479631437018,0.6733166008563127,0.20556766770649681,0.2317966973127191,0.7553292082610046,0.726363343362874,0.46772481581713116,0.6785956723571436,0.5499215326005635,0.24215326835375126,0.20371624163093355,0.5740934641243249,0.7605394548210789,0.5957331240569272,0.6061458386396051,0.11796069138555895,0.013889743747563653,0.0,0.0,0.3821090047393365,0.0,0.0,0.19313262067294854,0.15844596571294833,0.4635240430405281,0.11505277704770703,0.24425969912905782,0.566094933081306,0.0,0.06648235913638757,0.5205342498538531,0.4711187508765978,Maximilian Wöber,D LC,6,8,10,6,12,12,14,9,9,13,13,14,14,11,11,13,14,13,13,11,12,16,6,10,10,13,15,14,14,12,12,14,14,13,13,13
