,team_cluster,defense_Blocks_Blocks,defense_Tackles_Tkl,defense_Tackles_TklW,defense_Tackles_Def 3rd,defense_Tackles_Mid 3rd,defense_Tackles_Att 3rd,defense__Int,defense__Clr,possession_Touches_Def Pen,possession_Touches_Def 3rd,possession_Touches_Mid 3rd,possession_Touches_Att 3rd,possession_Touches_Att Pen,possession_Touches_Touches,passing_Total_Att,passing_Short_Att,passing_Medium_Att,passing_Long_Att,passing__KP,passing__CrsPA,passing__PrgP,possession_Carries_PrgDist,possession_Carries_TotDist,possession_Receiving_Rec,possession_Receiving_PrgR,possession_Take-Ons_Att,possession_Take-Ons_Succ,gca_SCATypes_TO,gca_SCATypes_Sh,gca_SCATypes_Fld,gca_SCATypes_Def,gca_SCATypes_PassLive,gca_SCATypes_PassDead,shooting_Standard_Dist,shooting_Expected_npxG,playingtime_PlayingTime_Min,misc_Performance_Fls,misc_Performance_Fld,misc_Performance_Off,misc_AerialDuels_Won,misc_AerialDuels_Lost,Name,Position,Corners,Crossing,Dribbling,Finishing,First Touch,Free Kick Taking,Heading,Long Shots,Long Throws,Marking,Passing,Penalty Taking,Tackling,Technique,Aggressiion,Anticipation,Bravery,Composure,Concentration,Vision,Decision,Determination,Flair,Leadership,Off The Ball,Teamwork,Work Rate,Positioning,Acceleration,Agility,Balance,Jumping Reach,Natural Fitness,Pace,Stamina,Strength
10,3,0.5133528741247354,0.5132924657642183,0.43005584969434507,0.41397528451754145,0.6597731096998317,0.10996136252609139,0.35748153682577083,0.033768897635493914,0.00538834248369641,0.0646581401214266,0.5876675180256596,0.7853638546294774,0.623961895456766,0.43323273615250923,0.4368739225073238,0.5145847576906768,0.18149577135855932,0.12963374645937512,0.6930467350594366,0.2127775063778972,0.5307049053133711,0.5429887177696674,0.5189416237060069,0.3297746650971709,0.6808386158801107,0.48728460521223255,0.39207652426052286,0.26878358573522226,0.5375671714704445,0.45256472887151933,0.44553004396678064,0.6797986304389002,0.5805959941377626,0.15909406188355765,0.6758885489248279,0.6228034327748263,0.23090955048008524,0.7919882755251588,0.06903160347224832,0.2507056401739363,0.20571124039614513,Sergio Arribas,M/AM LC,15,14,13,13,14,15,4,13,4,7,13,5,2,15,6,11,7,9,10,13,11,15,16,7,11,14,12,11,15,13,11,7,10,14,11,10
11,3,0.7348484848484849,0.9940897811865553,0.9415233415233416,1.0,1.0,0.15740623013350286,0.35180995475113125,0.2135982886740866,0.07810814801799663,0.35079650390801825,0.8879762799884491,0.15864956528463636,0.045804195804195806,0.6321350382770727,0.6441046051115368,0.4137410967465356,0.7236426945475027,0.17157766482243353,0.14172494172494174,0.1522921522921523,0.5627313862607981,0.3224724467703082,0.5619811959389558,0.38744620906304794,0.05184037519366861,0.2609197901479449,0.4910895556056847,0.0,0.12825174825174826,0.0,0.9566433566433566,0.20587726015168367,0.0,0.5331868254144876,0.07875107348791559,0.37065794850837763,0.7081860030689171,0.9177622377622378,0.0,0.620272455920191,0.20858232676414495,Iddrisu Baba,DM/M C,5,8,9,5,11,6,11,9,7,13,10,8,15,10,14,15,15,12,14,9,13,7,9,10,6,15,16,15,12,13,12,11,14,14,16,14
12,3,0.3718245327526765,0.4205664916501309,0.4510291456399242,0.34597471723220224,0.3459747172322023,0.612658979561538,0.2738640366326171,0.13066647966362738,0.022308310262084637,0.08686591606899971,0.545923772461455,0.5685243042566311,0.5972373434948285,0.28244918812344433,0.30474698508525044,0.3812328341370036,0.13488990768476278,0.07994787899633554,0.34936188229601406,0.11855077723341197,0.3285407794037593,0.33988230026352184,0.30258724311789353,0.2539424223472102,0.7102441822940945,0.30248144701112284,0.32767309954870316,0.39934676102340777,0.49918345127925967,0.4202504082743604,0.0,0.3044100384094998,0.0,0.19319572716145536,0.4641530336456274,0.5369840621168778,0.39398801208140033,0.6093630919978225,1.0,0.7830017329422118,0.6685801949819371,Léo Baptistão,AM/S RLC,9,12,15,12,14,11,10,12,5,5,14,12,5,15,10,13,9,12,12,14,12,14,16,9,14,10,9,5,13,13,10,12,10,13,11,10
13,3,0.9041586998087955,0.41361870104237347,0.3960518836235854,0.6076056936477586,0.0,0.4303841474013558,0.26234394331346306,0.6527926105734673,0.2501561235438207,0.7251982791211942,0.6339778340357053,0.04487417650630251,0.12523900573613767,0.70858196856516,0.7483917352554706,0.2681696676573323,0.9000044832976337,0.41030216423092136,0.06458466114297855,0.0,0.6154538297154426,1.0,0.8315880482129618,0.5150031730816499,0.028348656415658167,0.14108184456277473,0.28773206685992725,0.0,0.0,0.0,0.0,0.11432754682245636,0.0,0.6834891209971659,0.06152091509845359,0.0,0.463327144631548,0.0,0.0,0.6219622561199564,0.36902485659655837,Kaiky,D C,4,6,9,9,13,7,13,7,7,14,13,9,14,13,13,13,11,11,13,14,12,14,9,8,13,13,13,13,12,12,11,14,13,12,13,13
14,3,0.6307193806541406,1.0,1.0,0.9951287404314544,0.8292739503595453,0.7048775858796735,0.3580529288959843,0.12473588690613178,0.08100886518139676,0.3130500872870855,0.8335083924728292,0.3307245545122639,0.06837160751565761,0.6405946576246988,0.6509570767060261,0.3921798740549671,0.6558166106163406,0.2835082842851403,0.22918116446300163,0.05683136163303177,0.6299889475623235,0.6061475627275555,0.9818702800808237,0.459660201761367,0.14702536471941297,0.5109762540260214,0.7592262105192269,0.38288100208768266,0.09572025052192067,0.40292275574112735,0.23799582463465552,0.38552045706580484,0.0,0.3700526136918253,0.10915467164780426,0.5692684920310584,0.544053053161542,0.8058455114822547,0.0,0.4686347160470605,0.10988802429303475,Dion Lopy,DM/M C,12,14,12,9,13,7,11,9,9,10,14,12,10,15,9,9,12,11,13,12,12,4,12,12,13,10,12,13,10,9,12,10,13,10,13,14
15,3,0.40835492227979275,0.2802105966906234,0.33538720067217476,0.13720974860871235,0.5145365572826712,0.0,0.11848521792136545,0.173519067326334,0.04125763972659086,0.010588530222153572,0.389028199021776,0.4610744133127062,0.46664507772020725,0.0,0.0,0.10282815343578669,0.0,0.0,0.30627518710420265,0.0,0.2779640353550747,0.11568049639903616,0.11358027781488078,0.0660238050238462,0.4609227141571779,0.44654727054948584,0.259903058666221,0.23756476683937824,0.0,1.0,0.0,0.3358112186753469,0.12829015544041453,0.5071750876770188,0.6876874829560948,0.10175725378013897,0.9999999999999999,1.0,0.9152052610601834,0.8168873851870033,1.0,Anthony Lozano,S,7,8,12,13,13,7,13,12,8,6,12,12,7,14,12,15,14,12,12,12,13,14,13,9,14,12,15,9,13,14,13,12,14,14,14,12
16,3,0.571622846781505,0.3922440265551429,0.3755850138443067,0.33612034518652834,0.3601289412712803,0.4081430808538696,0.16585782091621779,0.10660693663414274,0.03769880343257903,0.1304271945302711,0.7870745659528775,0.47165349706888726,0.4156844968268359,0.512465237558031,0.5621757692887372,0.5848125817899932,0.42138288871387347,0.06586300821358035,0.3368590712199053,0.0,0.5958082235614102,0.5524801115998719,0.5794330899451072,0.4772658986677921,0.44358065374237926,0.3253689575882893,0.3183400111133858,0.16627379873073436,0.16627379873073436,0.5599274705349048,0.41341795104261103,0.5375750003185931,0.08979147778785132,0.25171280950695274,0.29170841882584975,0.23702492848385778,0.6641268960100594,0.5949229374433364,0.12811214171141644,0.5016892331979399,0.34995466908431555,Gonzalo Melero,M/AM C,9,10,12,12,13,11,14,13,7,11,13,13,12,13,14,13,14,13,13,14,13,14,13,11,15,14,14,12,13,12,14,12,14,12,14,12
17,3,0.6171001118568233,0.38024103341271565,0.3765040207993228,0.3850774712072251,0.39988814317673377,0.0,0.28136925911304117,0.6182435638769073,0.21497531637136716,0.79418666782078,0.6334684736698064,0.09406929114935095,0.2106403803131991,0.8073095187446784,0.8430347464864333,0.3377614905791063,0.9818886807918092,0.4565878906578652,0.07556549838429033,0.06089982600049714,0.3900513225424398,0.7193971472273996,0.6430013996503618,0.5877693485902343,0.01658428110222508,0.014191988415786397,0.08416323879627625,0.0,0.2051454138702461,0.0,0.0,0.18687066898225008,0.0,0.07979895892376482,0.06298324110051415,0.5169595422966898,0.4249733281555723,0.23747203579418347,0.15806229564618826,1.0,0.23550945698596706,César Montes,D C,8,12,7,6,10,7,15,9,14,15,11,11,12,14,9,13,13,14,13,13,14,13,8,8,7,12,14,14,12,13,14,15,14,14,13,9
18,3,0.7387229056824839,0.4344917512330631,0.6370588514700993,0.6515654494564863,0.13962116774067565,0.0,0.8841621006926496,1.0,0.31571604903421613,0.6690663306744917,0.420123857926922,0.02062319359648173,0.05755711775043936,0.4257304000059079,0.3895541824369769,0.1385810462612211,0.6236601392412664,0.19823637855875412,0.05936340558484671,0.0,0.11785381991109274,0.0,0.0,0.1907429381846666,0.026056849394357155,0.015884118389798915,0.0,0.0,0.32231985940246044,0.0,0.0,0.024480612057499684,0.0,0.5544605731027613,0.0,0.018798528810788723,0.4249035199249891,0.13567662565905098,0.0,0.7348202695497201,0.27752037066624063,Aleksandar Radovanović,D C,9,9,8,7,12,9,14,8,10,14,10,5,14,10,12,13,12,11,12,10,14,15,9,12,10,10,12,13,10,11,11,14,17,11,13,15
19,3,0.5406216505894963,0.2384814853230993,0.23311028069870515,0.17029891627962368,0.3065380493033226,0.14475299619994153,1.0,0.06406733992802316,0.007371675442507972,0.06521258888486628,0.3845685891298549,0.6615646414003648,0.6213022508038585,0.13592847681633158,0.09731937671490798,0.16159170140355975,0.062328314112461036,0.08439245023092082,0.5647731332618793,0.1400500178635227,0.36224702099489314,0.8443265571620299,0.8603874171795309,0.15565709511057912,0.9916013631900187,0.9899478862927227,1.0,0.8255948553054662,0.8255948553054662,0.4964630225080386,0.2932475884244373,0.507595620601618,0.06369131832797428,0.27666212753899255,0.4862526090144976,0.4217409072333469,0.6046241137238201,0.5957556270096463,0.8178580262181548,0.059038735231219594,0.2820812627886583,Largie Ramazani,AM RL,4,11,15,14,13,8,4,6,4,4,12,13,4,14,9,8,8,11,9,9,11,14,14,3,13,10,12,4,18,14,8,3,13,17,12,6
20,3,0.9488835223295535,0.7917248106650772,0.717708889065462,0.6228319878046884,0.7674179849736339,0.9453629109235997,0.9796304073918523,0.20373208616555333,0.07090171174974187,0.33284795146584323,0.9999999999999999,0.5191281956351395,0.11691516169676607,0.9464418441049658,0.9077829096464402,0.6769399400167506,0.695415742972969,0.35741029656990425,0.4823370199262682,0.41159176816463666,0.7210020505472244,0.5831706448887045,0.7098094421005012,0.6691589877435656,0.2303968291891647,0.16598318284210903,0.16853856471257672,0.15405291894162118,0.38513229735405297,0.06484670306593869,0.7660646787064259,0.5348836207708841,0.20797984040319195,0.2977975630205878,0.06756706971123735,0.7592970984879444,0.5547793727559968,0.8754304913901723,0.11869608761670922,0.46168832665184417,0.21369936237638887,Lucas Robertone,M/AM C,14,13,10,12,14,15,9,15,5,9,12,12,8,14,13,13,13,14,12,16,13,13,14,8,16,14,13,12,13,13,12,8,13,12,13,11
21,3,0.23044590643274854,0.6438172043010753,0.5110241820768137,0.34844054580896683,0.7839912280701754,0.9872408293460924,0.20059339525283795,0.0,0.0,0.1337677491560158,0.9552352076891699,0.8492142678972313,0.3411458333333333,0.9127468968109436,0.9653703454794104,0.9999999999999999,0.5326820220662307,0.13309006412200758,1.0,0.11939571150097465,1.0,0.9522468043918889,1.0,1.0,0.4714518331757538,0.42131114849047113,0.4950127334465195,0.4021929824561403,0.0,0.1692982456140351,1.0,1.0,0.10859649122807018,0.6335994706779187,0.22932056017236074,0.1589701675521046,0.3774127969533547,0.6771929824561403,0.6197705802968961,0.061377988039387724,0.11543062200956938,Jonathan Viera,M/AM LC,14,16,17,14,16,16,6,13,5,4,16,18,5,17,9,14,11,14,12,17,13,14,16,16,14,12,12,6,13,14,14,6,13,12,12,8
22,2,0.534771539595337,0.457630979498861,0.3268792710706151,0.2035687167805619,0.5720387243735764,0.3059510250569476,0.4846874209060998,0.21562193216431708,0.02451039505444986,0.10714878550182164,0.36664228145748956,0.5168782277556555,0.7195853284366138,0.21753282205045754,0.2301852150041953,0.4699746962867838,0.07903709314362575,0.012843097873698663,0.5292256614111097,0.09026925997313241,0.27886347852277404,0.10782518100283872,0.030998894352669226,0.2909280586067363,0.41666591932272706,0.2824001918235224,0.25651372166178543,0.18704125537838523,0.6572513287775247,0.8215641609719059,0.28056188306757784,0.5735647923011953,0.0,0.08759753677766864,0.9192545389886873,0.7270833333333334,0.838680080992154,0.6254102269522479,0.5260535307517085,1.0,1.0,Kai Havertz,AM/S C,11,12,14,16,18,11,13,11,8,7,14,12,10,17,11,15,11,17,10,17,16,10,15,7,17,15,13,10,13,13,13,14,16,17,15,13
23,2,0.8430709225503461,0.5592422192151556,0.6602165087956698,0.5700947225981057,0.24272665764546686,0.6231393775372125,0.5614569237708616,0.20815453473686846,0.023802831691458706,0.09705884402733683,0.29349836260970613,0.7115908644857398,0.9687698489409295,0.28163193129510633,0.20844539190578165,0.39934636928031975,0.08413735222746047,0.04582458254519914,0.5945965666374805,0.16087228062870826,0.2095565746075443,0.2786549382185887,0.33612234888816683,0.3564309736578569,0.6025979457236316,0.8987073570258528,0.9999999999999999,1.0,0.7320703653585926,0.7320703653585927,1.0,0.4347166684404981,0.07596023732694909,0.23467421676501443,0.8897329610661001,0.3256944444444445,0.7930762291384754,0.82738763066684,1.0,0.2620791212290058,0.6705073755007436,Gabriel Jesus,AM/S RL,7,12,16,16,15,11,15,12,4,6,14,13,8,16,12,15,13,15,14,14,15,13,16,8,16,15,16,7,15,16,15,10,15,15,14,13
24,2,1.0,0.8974592833876222,0.6232356134636265,0.4990228013029317,0.7790445168295331,1.0,0.8317046688382195,0.19154932907830785,0.08640996249697266,0.4284725557807327,0.9680557338045405,0.5782305990004226,0.05592302067406767,0.9117430571036118,0.918193969765658,1.0,0.8063071575561622,0.3880368597244164,0.32903280747695385,0.25816420278961,0.8237099447821579,0.4996888985142179,0.48775032936489937,0.9999999999999999,0.04991151350380877,0.09614835133436195,0.0917015666201334,0.0,0.23496199782844732,0.0,0.4011943539630836,0.4713672241945126,0.0,1.0,0.022663862889814316,0.1322916666666667,0.44055374592833874,0.6083419584199682,0.0,0.19627003896020948,0.1982133066726868,Jorginho,DM/M C,11,12,12,8,18,9,7,9,2,10,18,18,14,16,10,16,14,19,15,18,18,15,13,15,15,17,17,14,11,14,14,9,14,12,17,9
25,2,0.6299589603283173,0.7281183932346723,0.7281183932346723,0.8906976744186047,0.6067653276955602,0.12169661733615222,0.539816772374912,0.8958438976832814,0.0836578869682747,0.5211794502584343,0.7155282900918221,0.3933581330794183,0.1633354187340898,0.626132903257242,0.6489597424520962,0.7302969661245451,0.587217675595383,0.37035892980438456,0.19220246238030095,0.7540250447227191,0.434234576056631,0.22972068073952484,0.11267525715619808,0.5518651868432375,0.09718499775265936,0.056164459775230886,0.08927816369676835,0.0,0.0,0.3812544045102185,0.0,0.1835641494643324,0.2373556675882257,0.497306814435087,0.17651938876548826,0.14097222222222222,0.47656800563777313,0.07278166166402218,0.0,0.4094639970152965,0.30324660373014045,Jakub Kiwior,D/DM LC,9,11,12,7,12,12,13,8,7,14,12,8,13,13,12,15,13,13,14,12,12,14,9,11,7,15,13,15,12,12,11,14,15,13,13,12
26,2,0.6171663316143693,0.5117384843982169,0.6823179791976226,0.3414561664190193,0.4264487369985141,0.513187221396731,0.15808155852732378,0.0909285026223923,0.005073586393796851,0.08796442562142459,0.27228541239113435,0.9314701178498915,0.9999999999999999,0.41104776460342873,0.36723734011893183,0.5035407014753712,0.23313911507979382,0.24686679728775635,0.6904311006225174,0.824360879338591,0.2381102298091131,0.8968262772724778,0.8750215638818531,0.5241200804128661,0.9818681190111266,1.0,0.8366235052713507,0.9760607561499092,0.8574541852402178,0.17863628859171207,0.3660227835562159,0.541855184733793,0.3336381300720082,0.21278724738181787,0.7030175359402134,0.5135416666666667,0.5135793297011721,0.4286877660443627,0.4117756315007429,0.1918538589284153,0.3358392302826122,Gabriel Martinelli,AM/S RL,14,10,14,14,14,10,13,8,3,5,12,11,5,14,12,13,13,13,12,13,12,16,15,6,15,16,16,6,17,16,14,11,13,16,13,10
27,2,0.5507774274219854,0.3819593345656192,0.3713493530499076,0.14158964879852126,0.3978743068391867,0.4256007393715342,0.23598274799753546,0.06657053427820325,0.0,0.0,0.23552723593831754,0.4262907254024918,0.7140263684031838,0.0,0.0,0.11304542969828976,0.0,0.0,0.2520658910514298,0.0,0.13447564046809915,0.0,0.0,0.11487049473035932,0.4089157582196865,0.4910497130071018,0.31222603644045416,0.4553296364756624,1.0,1.0,0.0,0.27283536522046153,0.0,0.37911336523015576,0.8681181122628043,0.18819444444444444,1.0,0.9999999999999999,0.6829944547134935,0.5489289985864955,0.6507750590216138,Eddie Nketiah,S RL,2,7,14,14,13,5,12,9,1,3,11,8,4,14,11,13,10,14,11,11,12,14,13,4,15,15,14,4,17,16,13,9,14,17,14,10
