,_Player_,_Born_,_Squad_,defense_Blocks_Blocks,defense_Tackles_Tkl,defense_Tackles_TklW,defense_Tackles_Def 3rd,defense_Tackles_Mid 3rd,defense_Tackles_Att 3rd,defense__Int,defense__Clr,possession_Touches_Def Pen,possession_Touches_Def 3rd,possession_Touches_Mid 3rd,possession_Touches_Att 3rd,possession_Touches_Att Pen,possession_Touches_Touches,passing_Total_Att,passing_Short_Att,passing_Medium_Att,passing_Long_Att,passing__KP,passing__CrsPA,passing__PrgP,possession_Carries_PrgDist,possession_Carries_TotDist,possession_Receiving_Rec,possession_Receiving_PrgR,possession_Take-Ons_Att,possession_Take-Ons_Succ,gca_SCATypes_TO,gca_SCATypes_Sh,gca_SCATypes_Fld,gca_SCATypes_Def,gca_SCATypes_PassLive,gca_SCATypes_PassDead,shooting_Standard_Dist,shooting_Expected_npxG,playingtime_PlayingTime_Min,misc_Performance_Fls,misc_Performance_Fld,misc_Performance_Off,misc_AerialDuels_Won,misc_AerialDuels_Lost
1165,Sergio Busquets,1988,Barcelona,0.6599423631123918,1.0470588235294118,0.4763406940063092,1.0769230769230769,1.2392344497607657,0.5483870967741935,0.9836734693877551,0.5804878048780487,0.26818181818181824,0.35868929198361627,0.8943874917029279,-0.12873085907085383,-0.776,0.493981428407658,0.5505856353591162,0.3931888544891642,0.7109158186864014,0.7689243027888446,0.02974828375286038,-0.4807692307692308,1.1688804554079695,-0.07560729346083027,-0.024793388429752067,0.4165102237556448,-0.7285579641847314,-0.6302952503209243,-0.4870466321243523,-1.0,-0.6842105263157895,1.482758620689655,0.6363636363636362,0.5454545454545454,-1.0,0.4556090846524431,-0.903225806451613,0.26595904621583427,0.34134615384615385,0.6289592760180994,-1.0,1.188073394495413,2.0605187319884726
1166,Leandro Cabrera,1991,Espanyol,0.6169665809768637,0.3142857142857143,0.16239316239316232,0.9726962457337885,-0.09333333333333328,-1.0,1.3504823151125402,1.6916666666666669,2.0767824497257763,1.684796854521625,0.7046761690422605,-0.5002351834430856,0.039755351681957235,0.6771208844027878,0.7706685279975182,0.2612903225806452,1.0640696064860586,1.486259897531439,-0.21452145214521454,-0.139240506329114,0.46818181818181825,0.1044265779502819,0.1908786406690179,0.5486075691114966,-0.870722433460076,-0.7140186915887851,-0.5802469135802469,-1.0,0.9615384615384617,-1.0,-1.0,-0.08298755186721987,-0.32000000000000006,-0.3634236041457707,-0.11337868480725634,0.39721007575291,0.16,-0.26565874730021594,-0.6964285714285714,0.7055016181229774,0.10157618213660252
1168,Fernando Calero,1995,Espanyol,0.3547557840616966,0.3142857142857143,0.40455840455840447,0.5665529010238909,0.13333333333333341,-0.11688311688311687,-0.2893890675241157,0.2277777777777778,0.2897623400365629,0.39995631280034943,0.060640160040009945,-0.6921448730009407,-0.636085626911315,-0.03580869983177116,0.008608655188459713,-0.057459677419354795,0.1261617559818073,0.1006054960409874,-0.7755775577557756,-1.0,-0.01090909090909087,-0.25298031605212085,-0.2710676338146892,-0.10170356013465262,-0.935361216730038,-0.9046728971962616,-0.9300411522633745,-1.0,-0.673076923076923,-1.0,0.30769230769230776,-0.29460580912863066,-1.0,-0.48278167836843866,-0.7301587301587302,-0.1566483956395886,-0.12,-0.6695464362850971,-0.6964285714285714,-0.03721682847896437,-0.13660245183887912
1170,Eduardo Camavinga,2002,Real Madrid,0.12707182320441995,1.1486988847583641,1.3181818181818181,1.2666666666666668,0.6919431279620852,1.931034482758621,-0.01027397260273969,-0.07407407407407407,-0.27870216306156403,0.0015837820715868865,0.25639416287462735,-0.00937162080980411,-0.4085637823371989,0.10755300353356897,0.0912971104187118,0.09552364864864861,0.15439900867410164,-0.12780577187356845,-0.1968503937007874,-0.6530612244897959,0.40109890109890106,0.2567827901749879,0.18470845804820776,0.0791842206051321,-0.1391304347826087,0.2572916666666667,0.37154989384288745,-0.03409090909090914,0.0,1.390625,-1.0,0.06979405034324938,-1.0,0.2681672025723473,-0.7914110429447853,0.01551355206847363,0.8519553072625698,1.2732558139534884,-0.4,0.16149068322981366,-0.1614349775784753
1171,Sergio Camello,2001,Rayo Vallecano,-0.6707317073170732,-0.6019900497512438,-0.5978552278820375,-0.8185483870967742,-0.4886363636363637,-0.3406593406593406,-0.898989898989899,-0.3972179289026275,-0.5756097560975609,-0.8447646103896104,-0.46102996055016526,0.08788853161843518,1.3024316109422491,-0.40429637905642174,-0.5052658132055244,-0.3101500726157818,-0.6214817211258492,-0.8373353989155693,0.16343490304709143,-1.0,-0.5287958115183247,-0.46533748561370253,-0.326386399713247,-0.32202707057686114,0.46049481245011975,0.13861386138613865,-0.025270758122743594,1.142857142857143,-0.1428571428571429,0.36363636363636376,-1.0,0.21890547263681584,-0.782608695652174,-0.17892576120424228,1.9918032786885251,0.10567034046603016,-0.6463654223968566,-0.37636761487964987,0.736842105263158,0.004962779156327526,0.4699999999999999
1172,Sergio Canales,1991,Betis,-0.08629441624365479,-0.2,-0.29648241206030146,-0.42028985507246375,-0.2951541850220264,1.641509433962264,-0.16417910447761194,-0.800747198007472,-0.7727272727272727,-0.36373276776246016,0.5338686431953882,2.177379983726607,0.5766423357664233,0.672317510969286,0.8300329008628716,0.8561917443408789,0.44121813031161483,1.3535973229224763,3.0,4.714285714285714,1.3558484349258648,1.2877614532821886,1.2585370958177822,0.90611451637016,1.5210084033613445,0.47138964577656667,0.6231884057971014,0.1538461538461538,0.4634146341463416,0.7647058823529412,1.8571428571428574,2.3333333333333335,5.808510638297872,0.33294358374744226,0.5981735159817348,0.4998438963471745,-0.5419847328244275,0.25984251968503946,0.11111111111111108,-0.39110070257611246,-0.0020790020790021086
1174,Étienne Capoue,1988,Villarreal,-0.3133514986376021,-0.229020979020979,-0.30958904109589036,-0.5384615384615384,0.365,-0.5757575757575758,0.5465116279069766,-0.3796159527326441,-0.3740685543964232,-0.31424351821463736,0.5098039215686275,0.04462072384729788,-0.4292185730464327,0.15542935029532035,0.20273461094942624,0.38958707360861766,0.15329793180547793,-0.26282628262826285,-0.4277929155313351,-0.5714285714285715,0.27746741154562393,0.015710414983124914,0.14890251137037763,0.29247549178731413,-0.03632887189292535,0.5086906141367323,0.5174825174825176,-0.41666666666666663,0.6153846153846153,1.2702702702702704,5.000000000000001,0.0628834355828221,-0.5333333333333333,0.10000000000000013,-0.010869565217391266,0.23169926797071888,-0.14864864864864863,0.8280254777070065,-1.0,0.5042979942693409,0.08423913043478251
1175,Isaac Carcelen,1993,Cádiz,1.0,1.672535211267606,1.93717277486911,1.8187499999999999,1.4948453608247423,1.4444444444444444,0.6456692913385828,1.2827496757457846,1.2530120481927711,1.019279128248114,0.6906525080340925,0.3597103697957072,-0.5294117647058824,0.708354689902614,0.790481029810298,0.8352643775015799,1.0200419482638081,0.3551912568306011,0.4193548387096773,1.8695652173913044,1.0893854748603353,0.5246240047183721,0.27659471022948273,0.376877560309513,0.5172413793103448,-0.1315789473684211,0.3391304347826086,-0.3714285714285714,-0.44999999999999996,1.5142857142857145,0.37499999999999994,0.39110070257611235,2.3000000000000003,0.5864564486947528,-0.8823529411764706,0.5161714930424973,-0.30019880715705766,0.34085778781038373,-0.3972602739726028,-0.19371727748691103,0.13548387096774187
1179,Carmona,2002,Elche,-0.17037037037037037,-0.38263665594855306,-0.3949579831932773,-0.5307262569832402,-0.3142857142857143,0.3333333333333333,-0.3885350318471338,-0.7037037037037037,-0.6059113300492611,-0.6482429807522515,-0.7385498418648236,-0.4781375561333018,-0.4482758620689655,-0.6509905065027712,-0.6867148571829602,-0.5965030262273033,-0.7459321701627132,-0.8213953488372093,-0.6872964169381107,-1.0,-0.7946963216424294,-0.6934008617431401,-0.6431976330064106,-0.7525113343408303,-0.4437768240343347,-0.30029154518950435,-0.3493975903614458,0.5319148936170214,-0.35135135135135137,-0.2727272727272727,1.181818181818182,-0.6024844720496895,-1.0,0.1389183457051961,-0.7134328358208955,-0.5739858959676933,-0.10412573673870329,-0.5508021390374331,-0.4074074074074074,-0.6942675159235668,-0.42483660130718953
1180,Carmona,2002,Sevilla,-0.37321937321937326,-0.4955908289241623,-0.32022471910112366,-0.5634920634920635,-0.7,0.15789473684210523,-0.5187499999999999,-0.34038800705467376,-0.25842696629213485,-0.3836477987421384,-0.549801628732512,-0.7749360613810742,-0.8161559888579387,-0.5707526462123799,-0.5720096681011614,-0.5778948790703959,-0.5082864527900258,-0.6603955619874579,-0.8674698795180723,-0.5319148936170213,-0.835149863760218,-0.6054417129803267,-0.659250915235145,-0.6030147112109573,-0.880027266530334,-0.7728055077452668,-0.8294573643410853,-1.0,-0.44999999999999996,-1.0,-1.0,-0.7543859649122807,-0.38888888888888895,-0.2176075603083811,-0.5829383886255924,-0.6402283870166946,-0.3170731707317073,-0.6937354988399071,-1.0,-0.8555798687089715,-0.6097560975609756
1181,Yannick Carrasco,1993,Atlético Madrid,0.07532467532467531,-0.030769230769230854,-0.36683417085427134,0.16307692307692298,-0.23728813559322032,-0.1910112359550562,-0.2751677852348994,-0.4918276374442793,-0.5492957746478874,-0.3570430191023451,-0.24112426035502962,1.4417334304442828,2.302752293577982,0.11976605077761539,0.04103053435114504,0.22087997340130777,-0.23901098901098902,-0.1581485053037609,1.1203007518796992,0.8805970149253731,-0.0085245901639345,0.9695328989630173,0.825176858222696,0.050512723129510106,2.208642808912897,2.5484896661367253,2.517915309446254,4.727272727272727,2.0000000000000004,0.19999999999999996,-1.0,0.4648275862068965,3.344827586206897,-0.04473927800061718,1.238341968911917,0.26796789492885814,0.03102625298329352,-0.038167938931297656,0.42105263157894735,-0.7862232779097387,-0.5597826086956521
1182,Dani Carvajal,1992,Real Madrid,0.12707182320441995,0.011152416356877283,-0.13068181818181823,0.06250000000000003,-0.03317535545023699,-0.022988505747126357,-0.12671232876712327,0.8148148148148148,0.20216306156405994,0.10928096293949946,-0.22642397614938017,0.07437222155472792,-0.4085637823371989,-0.05388692579505294,-0.032779888172777376,-0.04662162162162166,0.017472118959107844,-0.042143838754008206,-0.26377952755905515,1.7755102040816326,-0.5074925074925075,-0.4722467490768984,-0.4417180509577045,-0.14625622366909233,0.2782608695652174,-0.6989583333333333,-0.6751592356687898,-1.0,-0.6666666666666666,-0.734375,1.125,-0.28032036613272315,-1.0,-0.04340836012861731,-0.7914110429447853,-0.0986685687113647,0.044692737430167606,-0.5058139534883721,0.0,-0.4720496894409938,-0.3139013452914798
1183,William Carvalho,1992,Betis,0.3705583756345178,0.376,0.35678391959799005,0.043478260869565216,1.026431718061674,-0.2452830188679245,-0.04477611940298507,-0.4520547945205479,-0.30069930069930073,0.07104984093319203,1.7239036442248301,0.5052888527257933,0.08029197080291971,0.9734742720382928,1.1664907815506858,1.2876165113182423,1.1211048158640229,1.1639709983268265,0.5714285714285714,-0.5918367346938775,2.344316309719934,0.9302308750090468,0.9941400118594997,1.3785319180744506,-0.12605042016806722,0.41689373297002713,0.6811594202898551,-0.23076923076923078,-0.02439024390243894,-1.0,-1.0,1.0784313725490196,0.276595744680851,-0.03536977491961417,0.41552511415525095,0.522322822354043,0.4758269720101782,0.5748031496062993,-0.4444444444444445,0.49882903981264626,0.12266112266112263
1185,Valentín Castellanos,1998,Girona,0.2222222222222222,-0.5463137996219282,-0.673202614379085,-0.8467432950191571,-0.3069306930693069,-0.09090909090909086,-0.5330739299610895,-0.16932907348242812,-0.5658914728682171,-0.792762633508688,-0.40882509303561937,0.4598850819323261,2.3744855967078187,-0.3340270551508845,-0.5230085305779166,-0.4490358126721763,-0.616329036218539,-0.821896280775275,-0.15966386554621856,-0.7727272727272727,-0.49063670411985016,-0.47882552230378317,-0.4350097975179621,-0.3072463768115942,0.9953234606391269,0.25547445255474455,-0.12772585669781936,0.9512195121951221,0.9047619047619047,1.0512820512820513,-1.0,0.008695652173913044,-1.0,-0.10474485228290058,3.8148148148148153,0.5697533849129593,1.028301886792453,0.9166666666666666,6.3809523809523805,1.43436754176611,2.3653846153846154
1186,Samu Castillejo,1995,Valencia,0.1367521367521368,-0.38803680981595096,-0.44927536231884063,-0.5323076923076923,-0.3132530120481927,-0.02564102564102572,-0.39361702127659576,-0.9375,-0.9641509433962264,-0.6988847583643123,-0.25154144781913684,0.37200547570157433,0.2564102564102564,-0.1810765046949561,-0.2482666497042173,-0.1929404726293748,-0.3824451410658307,-0.17630057803468202,0.7168674698795181,0.09615384615384613,0.02411347517730488,-0.05585580321930409,-0.006064281382656155,-0.072721396250808,0.6257440476190474,0.8215339233038349,0.36137071651090336,1.8148148148148149,0.9487179487179486,-1.0,1.5333333333333332,0.2733686067019401,1.75,0.04550862581796563,0.4538258575197889,-0.19606076610022055,0.29087048832271756,0.6170212765957447,0.8472222222222223,-0.7089715536105033,-0.30443159922928703
1187,Catena,1994,Rayo Vallecano,0.1707317073170732,-0.2786069651741294,-0.43699731903485256,0.3911290322580644,-0.7727272727272727,-0.6703296703296703,0.4141414141414141,2.6862442040185472,3.1268292682926835,2.530844155844156,0.4873653907666063,-0.890139335476956,-0.45288753799392095,0.6149509928393683,0.726366904206344,-0.1770211392609327,1.2177288903267551,2.125484120836561,-0.7091412742382271,-1.0,0.3350785340314135,0.47908063096608217,0.43888575963951043,0.6290686432484691,-0.9760574620909817,-0.9504950495049505,-0.8916967509025271,-1.0,-0.1428571428571429,-0.3181818181818181,-1.0,-0.37810945273631846,-0.5652173913043478,-0.5432774546698598,-0.42622950819672123,0.4289442176035367,-0.05697445972495079,-0.5076586433260394,-0.5263157894736842,1.977667493796526,0.10999999999999992
1188,Edinson Cavani,1987,Valencia,-0.45868945868945865,-0.7960122699386503,-0.8164251207729468,-0.8246153846153846,-0.7710843373493976,-0.7564102564102564,-0.8652482269503546,-0.65625,-0.7669811320754717,-0.7992565055762082,-0.529230417903631,-0.32375085557837097,0.38461538461538464,-0.5359433526604751,-0.5721646205712105,-0.4231229434639545,-0.7053291536050157,-0.7528901734104047,-0.3132530120481927,-1.0,-0.7304964539007093,-0.8246034296398002,-0.7258944815039418,-0.45345830639948287,-0.25074404761904767,-0.71976401179941,-0.7632398753894081,-1.0,0.9487179487179486,-1.0,-1.0,-0.36331569664902996,-0.75,-0.16924449732302194,0.8047493403693932,-0.14470781944142408,-0.2738853503184714,-0.676595744680851,2.9583333333333335,-0.16849015317286659,0.02504816955684014
1189,Dani Ceballos,1996,Real Madrid,0.08011049723756912,0.35873605947955384,0.40056818181818177,-0.07916666666666664,0.20853080568720375,1.931034482758621,0.45547945205479456,-0.7777777777777778,-0.5898502495840267,-0.30535318340196393,0.3150792405460537,-0.05022227562177095,-0.48438893844781444,0.05749411071849241,0.0912971104187118,0.12711148648648643,0.0006195786864932199,0.13696747595052683,0.003937007874015734,-0.6530612244897959,0.7322677322677322,0.13192326216086042,0.2379295391807422,0.11173879739563382,-0.4782608695652174,0.16875000000000004,0.44373673036093414,-0.03409090909090914,-0.3333333333333333,0.328125,1.125,0.16704805491990843,0.7,0.14790996784565924,-0.7653374233128836,-0.2098193057536852,-0.19273743016759776,0.3507751937984497,-0.8,-0.7888198757763976,-0.390134529147982
1190,Álex Centelles,1997,Almería,-0.3364269141531322,-0.1279279279279279,-0.04347826086956524,0.20962199312714783,-0.6716417910447762,0.047619047619047575,-0.24610591900311532,0.05896510228640191,-0.1369472182596291,-0.05884223918575062,-0.3614085177254342,-0.011976047904191645,-0.7475409836065574,-0.18373086700200117,-0.12006100097047001,-0.15935572309801227,-0.14177352356871953,-0.014318706697459558,-0.08038585209003217,0.6296296296296297,-0.29097605893186007,-0.2889797154102331,-0.346439310318578,-0.2901981413291251,-0.009380863039399598,-0.5276073619631901,-0.5448275862068965,-0.12000000000000008,-1.0,-1.0,-1.0,-0.3738140417457305,1.2647058823529413,0.2033023735810116,-0.7914691943127962,-0.2694639108193619,-0.6418604651162791,-0.7193877551020408,-1.0,-0.673036093418259,-0.2723735408560311
1191,Franco Cervi,1994,Celta Vigo,0.4155495978552279,0.9363057324840764,0.8823529411764706,0.5415282392026578,1.2588235294117647,1.4444444444444444,0.6044568245125348,-0.5917065390749602,-0.761860465116279,-0.3837495603236018,-0.1887968925687417,0.3027762250791876,0.12359550561797752,-0.1125776397515528,-0.16348627146019024,-0.025115173131223065,-0.37327188940092165,-0.19109461966604824,0.25217391304347825,1.0,-0.1894273127753304,-0.27600521883525087,-0.1726591590912517,-0.23540655785913836,0.3543071161048689,0.21068249258160238,0.07006369426751592,0.06666666666666667,0.5609756097560976,0.7297297297297297,-1.0,0.12186978297161936,1.1333333333333333,0.0804037591367909,-0.08684863523573201,-0.0787097558751102,-0.024830699774266364,0.43283582089552236,-0.5897435897435898,-0.5675675675675675,-0.22928709055876687
1194,Andreas Christensen,1996,Barcelona,-0.27377521613832856,-0.2941176470588235,-0.14826498422712933,-0.22115384615384615,-0.05263157894736839,-1.0,0.5428571428571429,1.0634146341463413,1.5977272727272729,1.264482153306027,0.27708533077660585,-0.8832078899558785,-0.792,0.13630631663418555,0.19893922651933713,-0.020546017450042156,0.583950046253469,0.13147410358565736,-0.7528604118993135,-1.0,-0.22296015180265658,0.15174912395319837,0.1226215644820296,0.14800345020041616,-0.9575871819038643,-0.9537869062901155,-1.0,-1.0,-1.0,-1.0,-1.0,-0.6590909090909091,-1.0,-0.24432209222298704,-0.7580645161290323,-0.047418588567820295,-0.22115384615384615,-0.7149321266968326,-1.0,0.7339449541284404,-0.014409221902017332
1195,Samuel Chukwueze,1999,Villarreal,-0.25613079019073565,-0.486013986013986,-0.5972602739726027,-0.46153846153846156,-0.79,0.06060606060606058,-0.023255813953488434,-0.5036927621861153,-0.7652757078986587,-0.548572366261897,-0.09120617944147351,1.4154685176003965,2.4009060022650055,0.18405270331667425,0.0470594695513701,0.2576301615798923,-0.1519005030743432,-0.28172817281728174,1.5177111716621257,1.9999999999999996,0.10800744878957179,0.8162998526405856,0.7156021356535495,0.3279231318574304,2.4933078393881454,3.3314020857473925,3.20979020979021,6.000000000000001,-0.19230769230769235,1.2702702702702704,2.0000000000000004,1.415644171779141,0.8666666666666667,-0.08421052631578937,1.4728260869565217,0.47362894515780635,-0.10135135135135133,0.515923566878981,1.75,-0.15759312320916913,0.14130434782608683
1196,Víctor Chust,2000,Cádiz,-0.5428571428571428,-0.6514084507042254,-0.6544502617801047,-0.5187499999999999,-0.7731958762886598,-1.0,-0.1338582677165354,0.5123216601815823,0.34423407917383814,0.3415758591785415,-0.27148246471985465,-0.9260408585466771,-0.7647058823529411,-0.2487186058431574,-0.18021680216802172,-0.4531282915525595,-0.01561407597296661,0.23497267759562843,-0.9112903225806451,-1.0,-0.459217877094972,-0.22363118057603465,-0.21810579541034614,-0.23645880746472459,-0.9510567296996663,-0.8759398496240601,-0.9043478260869565,-1.0,-1.0,-1.0,-1.0,-0.7939110070257611,-0.6333333333333333,-0.6019643318687,-0.47058823529411764,-0.33464961765074586,-0.5188866799204771,-0.801354401805869,-0.6986301369863014,-0.38568935427574175,-0.3967741935483871
1197,Pathé Ciss,1994,Rayo Vallecano,-0.15853658536585363,-0.029850746268656785,0.16621983914209112,-0.3346774193548388,0.3068181818181817,-0.17582417582417578,0.11111111111111108,-0.21174652241112826,-0.16585365853658532,-0.26034902597402604,-0.13157052990723955,-0.6945337620578778,-0.5668693009118541,-0.32126352140571834,-0.3378318723592105,-0.3512990156527352,-0.2550954383694597,-0.44229279628195195,-0.7506925207756233,-1.0,-0.2707554225878834,-0.47600027080089363,-0.41650878181166473,-0.3739929100870126,-0.9401436552274541,-0.7277227722772277,-0.7292418772563176,-1.0,-0.5714285714285715,-0.6590909090909091,-1.0,-0.527363184079602,-1.0,-0.03523776941498464,0.06557377049180353,-0.40963374574033706,0.11984282907662093,-0.5733041575492341,-0.8421052631578947,0.2655086848635235,-0.16000000000000006
1198,Carlos Clerc,1992,Elche,0.7185185185185186,1.8938906752411573,2.4285714285714284,2.687150837988827,0.8285714285714286,0.7777777777777778,1.1401273885350318,2.094650205761317,1.5812807881773399,1.5258696803814231,1.1393932294717115,1.0987946112030254,-0.014778325123152709,1.257367063600944,1.353007228577444,1.5743106926698047,1.328955106841796,0.9981395348837211,0.25081433224755706,1.6999999999999997,1.196749358426005,0.9992440849648498,1.0575310941866198,1.0268468308294072,0.8746781115879829,0.9591836734693878,0.8795180722891566,-0.48936170212765956,0.29729729729729726,1.9090909090909092,-1.0,0.5403726708074534,-0.29411764705882354,0.1389183457051961,-0.5701492537313433,0.9087457055029836,0.5088408644400787,0.9893048128342246,-0.4074074074074074,0.01910828025477707,0.1503267973856209
1199,Álex Collado,1999,Elche,-0.28888888888888886,0.00321543408360124,-0.058823529411764705,-0.12849162011173182,0.2571428571428571,-0.1111111111111111,-0.8471337579617835,-0.8683127572016461,-0.8029556650246306,-0.7541938901642239,-0.43211901136230524,0.07208697707397783,-0.2512315270935961,-0.41787850518575426,-0.43406554845954104,-0.2858103564223269,-0.5671436973142521,-0.598139534883721,0.5635179153094463,-0.4,-0.30196749358426006,-0.14460654622420446,-0.10054243603090242,-0.2874033247399769,-0.11416309012875532,0.08454810495626827,0.08433734939759031,-1.0,0.9459459459459458,-0.2727272727272727,-1.0,0.2422360248447205,0.4117647058823529,0.45705196182396596,-0.5701492537313433,-0.4727261768428666,-0.5756385068762279,-0.358288770053476,-0.7037037037037037,-0.7961783439490446,-0.5816993464052288
1201,Eray Cömert,1998,Valencia,0.24501424501424507,0.01993865030674841,0.055555555555555504,0.4030769230769231,-0.2369477911646586,-0.7564102564102564,0.953900709219858,1.375,1.9037735849056605,1.2230483271375465,0.10641699018040642,-0.8927104722792608,-0.7435897435897436,0.1006721740468983,0.14210291966159913,-0.33502841758899193,0.6112852664576802,0.5558766859344895,-0.8283132530120482,-1.0,-0.27234042553191495,0.17615611580146656,0.12795633717404487,0.0608435681965094,-0.9858630952380952,-0.943952802359882,-0.881619937694704,-0.6481481481481481,-0.5128205128205129,-0.24000000000000005,-1.0,-0.7319223985890653,-1.0,0.028554431885782366,-0.7493403693931399,-0.01307900214358941,-0.11252653927813168,-0.5553191489361702,-0.736111111111111,0.8293216630196936,0.13487475915221586
1202,Santi Comesaña,1996,Rayo Vallecano,0.426829268292683,0.7661691542288556,0.7694369973190348,0.45161290322580633,1.3295454545454544,-0.01098901098901095,0.6161616161616161,-0.6058732612055642,-0.5024390243902439,-0.3029626623376624,0.48256743789316564,0.08520900321543412,0.3221884498480243,0.17617185516225686,0.17298354039225566,0.4619977408423431,0.08945325137495957,-0.33191324554608825,0.703601108033241,-0.6739130434782609,0.6828721017202691,0.1637668404305734,0.08428490962158836,0.22059297454076696,-0.3056664006384677,0.4356435643564357,0.8953068592057764,1.142857142857143,-0.1428571428571429,-0.3181818181818181,0.9565217391304347,0.8159203980099501,-0.782608695652174,-0.16866233321929536,0.024590163934426437,0.128695545390354,0.4440078585461691,-0.08096280087527347,-0.3684210526315789,0.1910669975186104,0.3199999999999999
1203,Copete,1999,Mallorca,0.8950131233595799,0.7635726795096321,0.5693215339233039,1.1382636655948553,0.44761904761904764,-0.24000000000000005,1.6967741935483873,1.5594660194174754,1.4379139072847682,1.1625098970704673,0.31981923821820524,-0.6481481481481481,-0.32987551867219916,0.3666029239405342,0.3328019131127939,-0.011320754716981131,0.4581673306772908,0.958052822371828,-0.7584745762711864,-0.7164179104477612,0.20174482006543074,0.2973944294699012,0.046671120017813386,0.2656003367357677,-0.9353007945516458,-0.24858757062146888,0.2892857142857143,-1.0,-1.0,-0.525,-1.0,-0.18571428571428578,-1.0,-0.5681818181818181,-0.6619217081850535,0.2850354109820032,0.5212947189097104,0.04827586206896549,-0.44927536231884063,0.17061611374407576,-0.470383275261324
1204,Francis Coquelin,1991,Villarreal,-0.542234332425068,-0.33916083916083917,-0.2520547945205479,-0.46153846153846156,-0.05499999999999999,-0.5757575757575758,-0.2674418604651163,-0.7828655834564254,-0.7339791356184798,-0.7829012143091566,-0.5341651812240047,-0.6286564204263758,-0.5719139297848245,-0.6269422989550204,-0.6413706001867003,-0.5502692998204668,-0.7417551704863052,-0.810981098109811,-0.656675749318801,-0.5714285714285715,-0.6219739292364991,-0.8008508817797214,-0.7549930789005339,-0.6100759592287217,-0.638623326959847,-0.8539976825028969,-0.9020979020979021,-1.0,-1.0,-1.0,2.0000000000000004,-0.7423312883435583,-1.0,-0.18421052631578932,-0.6195652173913043,-0.5287411496459858,-0.4797297297297297,-0.6878980891719745,-1.0,-0.6389684813753582,-0.7717391304347826
1206,Ángel Correa,1995,Atlético Madrid,-0.2051948051948052,-0.6676923076923077,-0.7286432160804021,-0.6676923076923077,-0.771186440677966,-0.39325842696629215,-0.39597315436241615,-0.8395245170876672,-0.8450704225352113,-0.765180928715639,-0.5290310650887574,0.24217042971595057,1.4564220183486238,-0.41140502459125344,-0.5038167938931297,-0.3815804056300565,-0.6758241758241759,-0.6788813886210222,0.03759398496240596,-0.1940298507462687,-0.3154098360655738,-0.46535743782692485,-0.34761120263591433,-0.35282947208507404,0.7258609047940582,0.6883942766295709,0.34853420195439727,1.0454545454545452,1.2500000000000002,-0.4,0.38461538461538464,0.11724137931034481,-0.06896551724137934,-0.15026226473310705,1.2072538860103625,-0.20375775264502002,-0.18377088305489264,-0.08396946564885491,2.3157894736842106,-0.7862232779097387,-0.21739130434782603
1207,Thierry Correia,1999,Valencia,0.3532763532763533,1.0690184049079754,1.3864734299516908,1.6892307692307693,0.6787148594377511,-0.2692307692307693,0.6170212765957446,0.6875,0.380188679245283,0.8252788104089219,0.490408769125371,0.4857973990417523,-0.41025641025641024,0.5754528195392273,0.6472870682526557,0.818725695483099,0.4608150470219436,0.7755298651252409,-0.19879518072289154,1.5576923076923077,0.40141843971631197,0.40872308726008594,0.3444511825348696,0.46460892049127345,0.7247023809523808,-0.04719764011799405,-0.23052959501557635,-0.6481481481481481,-1.0,2.8,0.26666666666666666,-0.028218694885361523,-0.5,0.07941701368233217,-0.8496042216358839,0.18583988318990963,0.5732484076433121,0.7787234042553192,-0.736111111111111,-0.002188183807439887,-0.26782273603082846
1208,Jaume Costa,1988,Mallorca,-0.35170603674540685,0.6637478108581435,0.9056047197640119,0.5884244372990354,0.5380952380952382,1.66,0.34838709677419366,0.014563106796116426,-0.02483443708609275,0.35391923990498814,0.4792769528728211,1.179380873410724,0.4585062240663901,0.5986675714021343,0.7644479872459146,0.9056603773584906,0.7888446215139442,0.36768513723459345,1.495762711864407,3.8208955223880596,0.5332606324972737,0.7789757412398922,0.47862391449565794,0.6194885825528781,1.6526674233825196,-0.10546139359698677,-0.3214285714285714,-0.42424242424242425,-0.3666666666666667,1.3750000000000002,3.2222222222222228,1.3885714285714283,0.30136986301369867,-0.1308275058275059,-0.32384341637010683,0.5139651102185976,0.424190800681431,0.39770114942528734,0.9275362318840579,-0.09952606635071096,-0.13937282229965153
1209,Samu Costa,2000,Almería,0.480278422273782,1.4180180180180182,1.1180124223602483,1.6460481099656359,1.1890547263681592,1.0952380952380951,1.5358255451713394,0.694344163658243,0.5064194008559201,0.6723918575063613,1.0256959314775163,-0.1601796407185629,-0.4229508196721311,0.659905889988642,0.6729516151393317,0.6549006168608638,0.7005598699656853,0.7173210161662819,-0.08038585209003217,-1.0,0.8434622467771637,-0.07334241598546769,0.16518859665816615,0.651060845169209,-0.5046904315196998,-0.25766871165644173,-0.3172413793103448,-0.56,-0.10204081632653053,1.129032258064516,2.882352941176471,0.5445920303605314,-0.6764705882352942,0.1351909184726525,-0.11374407582938413,0.293888051095538,1.6093023255813952,1.4693877551020411,0.15789473684210525,1.2420382165605095,0.027237354085603127
