_Squad_,defense_Blocks_Blocks,defense_Tackles_Tkl,defense_Tackles_TklW,defense_Tackles_Def 3rd,defense_Tackles_Mid 3rd,defense_Tackles_Att 3rd,defense__Int,defense__Clr,possession_Touches_Def Pen,possession_Touches_Def 3rd,possession_Touches_Mid 3rd,possession_Touches_Att 3rd,possession_Touches_Att Pen,possession_Touches_Touches,passing_Total_Att,passing_Short_Att,passing_Medium_Att,passing_Long_Att,passing__KP,passing__CrsPA,passing__PrgP,possession_Carries_PrgDist,possession_Carries_TotDist,possession_Receiving_Rec,possession_Receiving_PrgR,possession_Take-Ons_Att,possession_Take-Ons_Succ,gca_SCATypes_TO,gca_SCATypes_Sh,gca_SCATypes_Fld,gca_SCATypes_Def,gca_SCATypes_PassLive,gca_SCATypes_PassDead,shooting_Standard_Dist,shooting_Expected_npxG,playingtime_PlayingTime_Min,misc_Performance_Fls,misc_Performance_Fld,misc_Performance_Off,misc_AerialDuels_Won,misc_AerialDuels_Lost
Brighton,20.555555555555557,32.0,17.61111111111111,14.0,12.555555555555555,5.444444444444445,15.833333333333334,22.444444444444443,70.38888888888889,344.94444444444446,653.8888888888889,365.6666666666667,59.05555555555556,1353.6666666666667,1156.0555555555557,531.6666666666666,449.22222222222223,111.88888888888889,26.0,4.0,99.0,2213.0555555555557,4232.666666666667,970.8888888888889,95.88888888888889,37.72222222222222,18.22222222222222,4.333333333333333,3.388888888888889,1.3333333333333333,0.6666666666666666,43.388888888888886,4.055555555555555,15.927777777777777,3.855555555555556,1830.611111111111,22.555555555555557,21.11111111111111,3.7777777777777777,23.72222222222222,19.555555555555557
Celta Vigo,23.3125,39.25,24.4375,18.8125,15.9375,4.5,22.4375,39.1875,67.1875,355.375,611.4375,335.4375,44.5,1288.0,1044.8125,420.5625,434.0,134.75,21.5625,4.5,85.125,2107.75,4145.8125,850.125,83.4375,42.125,19.625,2.8125,2.5625,2.3125,0.6875,37.4375,3.75,17.95625,2.51875,2055.8125,27.6875,29.3125,4.875,27.75,32.4375
Chelsea,17.76,28.36,17.16,13.92,10.2,4.24,13.16,25.2,55.48,277.28,470.56,263.88,36.52,1004.04,841.76,393.68,324.2,80.56,14.48,2.64,68.08,1608.56,3097.4,714.2,67.08,31.72,14.16,1.52,1.64,1.16,0.32,25.84,2.64,17.404,1.844,1317.8,15.4,17.44,2.76,18.76,16.92
Clermont Foot,23.055555555555557,37.05555555555556,21.555555555555557,18.833333333333332,13.722222222222221,4.5,23.77777777777778,30.38888888888889,65.72222222222223,335.8333333333333,557.2222222222222,232.0,35.27777777777778,1110.3333333333333,894.0555555555555,373.3333333333333,356.1666666666667,111.66666666666667,14.333333333333334,3.2222222222222223,71.05555555555556,2050.4444444444443,4558.777777777777,727.3333333333334,68.72222222222223,40.0,18.88888888888889,1.7777777777777777,2.111111111111111,2.0555555555555554,0.5555555555555556,26.61111111111111,2.7777777777777777,19.394444444444446,2.227777777777778,1851.9444444444443,23.166666666666668,31.833333333333332,2.6666666666666665,21.666666666666668,22.72222222222222
Cremonese,17.875,29.083333333333332,16.541666666666668,16.583333333333332,9.5,3.0,16.333333333333332,31.166666666666668,51.541666666666664,233.79166666666666,330.0,178.75,27.958333333333332,733.4583333333334,560.375,224.5,221.83333333333334,79.83333333333333,13.125,4.375,45.416666666666664,971.9583333333334,1944.875,416.2083333333333,45.291666666666664,23.458333333333332,9.75,1.5416666666666667,2.5416666666666665,1.875,0.5833333333333334,22.208333333333332,3.0416666666666665,18.827272727272728,1.3958333333333333,1405.0416666666667,18.916666666666668,16.583333333333332,2.7916666666666665,22.625,30.041666666666668
Crystal Palace,27.625,41.875,25.5,21.0625,15.25,5.5625,21.5625,46.0,86.375,379.0,562.4375,306.5625,46.8125,1234.3125,973.125,404.375,382.3125,133.0,19.625,3.1875,76.25,1674.8125,3429.5625,769.375,75.8125,48.375,22.625,3.5,2.9375,3.6875,1.125,30.8125,4.1875,16.88,2.2125,2065.5,27.1875,29.4375,3.375,28.8125,35.3125
Cádiz,17.5,25.818181818181817,17.363636363636363,14.545454545454545,8.818181818181818,2.4545454545454546,11.545454545454545,35.04545454545455,52.81818181818182,216.9090909090909,325.3181818181818,175.77272727272728,25.5,709.4545454545455,536.7272727272727,215.77272727272728,195.04545454545453,91.5,11.272727272727273,4.181818181818182,40.68181818181818,924.8181818181819,1869.8181818181818,399.45454545454544,40.86363636363637,24.181818181818183,10.454545454545455,1.5909090909090908,1.8181818181818181,1.5909090909090908,0.7272727272727273,19.40909090909091,2.727272727272727,17.586363636363636,1.7,1450.3636363636363,22.863636363636363,20.136363636363637,3.3181818181818183,26.045454545454547,28.181818181818183
Dortmund,19.36842105263158,28.736842105263158,16.526315789473685,12.526315789473685,11.578947368421053,4.631578947368421,14.947368421052632,24.842105263157894,51.94736842105263,292.1578947368421,546.2631578947369,302.2631578947368,48.36842105263158,1128.8947368421052,936.0526315789474,402.57894736842104,351.89473684210526,118.21052631578948,21.263157894736842,3.8421052631578947,81.84210526315789,1891.421052631579,3640.6315789473683,786.8947368421053,81.3157894736842,44.78947368421053,21.157894736842106,4.105263157894737,3.5789473684210527,2.1052631578947367,0.5789473684210527,36.8421052631579,3.6842105263157894,16.763157894736842,3.5052631578947366,1557.3157894736842,15.68421052631579,20.57894736842105,1.9473684210526316,21.68421052631579,18.526315789473685
Eint Frankfurt,22.764705882352942,30.529411764705884,19.294117647058822,13.0,13.764705882352942,3.764705882352941,15.529411764705882,35.8235294117647,61.588235294117645,318.0,583.4705882352941,271.3529411764706,46.411764705882355,1160.6470588235295,946.7058823529412,397.5882352941176,383.88235294117646,111.0,16.529411764705884,3.588235294117647,76.23529411764706,1661.0588235294117,3291.235294117647,745.0588235294117,75.70588235294117,38.470588235294116,16.0,2.823529411764706,2.588235294117647,2.0,0.5294117647058824,28.235294117647058,3.4705882352941178,18.03125,2.682352941176471,1696.2941176470588,23.58823529411765,21.176470588235293,3.588235294117647,23.294117647058822,29.41176470588235
Elche,16.875,25.916666666666668,14.875,14.916666666666666,8.75,2.25,13.083333333333334,30.375,50.75,235.95833333333334,355.7083333333333,176.29166666666666,25.375,759.2916666666666,593.7083333333334,247.83333333333334,212.54166666666666,89.58333333333333,12.791666666666666,3.3333333333333335,48.708333333333336,1102.4166666666667,2281.375,468.7083333333333,48.541666666666664,28.583333333333332,13.833333333333334,1.9583333333333333,1.5416666666666667,1.375,0.4583333333333333,20.125,4.25,15.716666666666667,1.3958333333333333,1382.5833333333333,21.208333333333332,15.583333333333334,3.375,19.625,19.125
Empoli,18.708333333333332,25.125,15.125,13.041666666666666,9.083333333333334,3.0,11.625,37.166666666666664,67.5,273.0416666666667,363.5833333333333,185.83333333333334,27.958333333333332,812.5833333333334,636.9583333333334,267.2916666666667,246.04166666666666,80.70833333333333,13.375,3.1666666666666665,46.125,1197.6666666666667,2479.9166666666665,507.25,45.791666666666664,29.25,13.0,1.9166666666666667,1.9166666666666667,1.9583333333333333,0.5833333333333334,21.916666666666668,3.2083333333333335,17.90434782608696,1.5999999999999999,1415.4583333333333,18.333333333333332,18.75,2.2083333333333335,17.583333333333332,21.416666666666668
Espanyol,22.88235294117647,35.0,20.647058823529413,17.235294117647058,13.235294117647058,4.529411764705882,18.294117647058822,42.35294117647059,64.3529411764706,269.29411764705884,470.47058823529414,250.11764705882354,38.470588235294116,979.0588235294117,758.4705882352941,291.7647058823529,297.47058823529414,126.29411764705883,17.823529411764707,4.647058823529412,64.70588235294117,1273.0588235294117,2651.823529411765,576.6470588235294,61.88235294117647,31.470588235294116,14.294117647058824,2.3529411764705883,3.0588235294117645,2.411764705882353,0.7647058823529411,28.352941176470587,4.411764705882353,17.594117647058823,2.5941176470588236,1910.235294117647,25.0,27.235294117647058,3.2941176470588234,36.35294117647059,33.588235294117645
Everton,25.4,35.3,21.1,18.05,12.8,4.45,19.3,42.8,73.1,290.5,413.7,236.8,36.05,929.55,714.6,296.55,272.55,101.7,15.0,3.35,52.15,1222.9,2573.05,549.95,50.6,33.2,15.2,1.85,2.65,2.25,1.0,24.0,3.9,16.03,2.1100000000000003,1684.75,19.55,18.5,3.05,27.7,28.95
Fiorentina,16.61904761904762,26.904761904761905,15.666666666666666,10.714285714285714,12.047619047619047,4.142857142857143,12.142857142857142,21.38095238095238,38.523809523809526,242.04761904761904,480.5238095238095,294.6666666666667,45.285714285714285,1005.2380952380952,827.952380952381,313.95238095238096,343.3809523809524,126.71428571428571,21.19047619047619,5.523809523809524,75.19047619047619,1715.6666666666667,3401.095238095238,668.047619047619,73.66666666666667,32.666666666666664,15.0,2.4761904761904763,3.2857142857142856,2.380952380952381,0.6666666666666666,35.04761904761905,5.380952380952381,18.023809523809526,2.3904761904761904,1587.0,22.19047619047619,23.714285714285715,2.6666666666666665,27.285714285714285,23.904761904761905
Freiburg,21.8125,29.0625,16.8125,13.0625,12.3125,3.6875,19.6875,36.1875,60.125,300.4375,498.9375,254.9375,42.4375,1045.875,844.0625,323.3125,345.1875,119.25,16.9375,3.9375,62.625,1363.375,2860.4375,638.1875,59.375,27.4375,12.5,1.75,3.0,2.625,0.6875,29.75,5.125,16.1125,2.55,1825.8125,24.375,24.125,3.3125,43.25,39.9375
Fulham,25.764705882352942,35.35294117647059,19.823529411764707,16.764705882352942,12.941176470588236,5.647058823529412,19.294117647058822,41.8235294117647,75.11764705882354,335.05882352941177,539.7058823529412,307.0,43.705882352941174,1168.0,938.0588235294117,371.8235294117647,377.8235294117647,131.94117647058823,17.647058823529413,5.235294117647059,75.88235294117646,1881.8823529411766,3645.705882352941,742.2352941176471,75.3529411764706,34.588235294117645,15.764705882352942,1.588235294117647,3.0588235294117645,2.7058823529411766,0.8235294117647058,30.352941176470587,4.588235294117647,16.98235294117647,2.3294117647058825,1945.8823529411766,22.764705882352942,22.823529411764707,3.5294117647058822,28.647058823529413,31.0
Getafe,22.058823529411764,29.352941176470587,18.470588235294116,15.823529411764707,10.764705882352942,2.764705882352941,17.88235294117647,43.8235294117647,54.88235294117647,258.7647058823529,459.3529411764706,215.11764705882354,31.41176470588235,923.5294117647059,719.7058823529412,275.2352941176471,267.0,125.82352941176471,13.117647058823529,5.294117647058823,54.94117647058823,1005.2941176470588,2101.764705882353,510.6470588235294,53.05882352941177,24.58823529411765,11.647058823529411,1.4705882352941178,1.8235294117647058,3.1176470588235294,0.35294117647058826,22.058823529411764,4.823529411764706,18.970588235294116,1.6411764705882352,1894.6470588235295,31.294117647058822,23.41176470588235,4.294117647058823,36.1764705882353,36.05882352941177
Girona,18.0,26.45,15.3,13.05,10.1,3.3,12.85,31.3,64.5,313.65,470.25,234.95,36.45,1009.05,832.3,363.0,325.8,95.45,17.85,4.4,66.75,1771.0,3368.2,690.0,64.15,34.25,16.05,2.05,2.1,1.95,0.45,28.75,4.25,16.755,2.16,1654.4,21.2,24.0,4.2,20.95,20.8
Gladbach,24.5625,29.625,16.3125,16.4375,10.125,3.0625,16.375,43.375,80.4375,401.375,624.0625,247.125,43.0,1261.625,1042.0,453.625,421.9375,104.75,19.6875,3.0,71.6875,1752.8125,3493.25,871.8125,68.5625,32.3125,14.4375,1.875,2.5625,2.4375,0.6875,30.6875,5.4375,17.225,2.89375,1861.75,20.1875,26.8125,4.4375,24.9375,24.9375
Hellas Verona,17.0,23.12,13.64,12.12,8.72,2.28,12.8,27.8,43.68,190.28,299.92,159.12,23.96,639.8,482.48,181.32,189.6,76.36,11.8,3.36,41.08,762.68,1642.44,338.88,39.6,23.2,9.96,1.52,1.6,1.16,0.8,18.32,3.2,18.236,1.368,1308.4,20.36,14.72,2.64,31.2,27.64
Hertha BSC,20.42105263157895,28.94736842105263,17.05263157894737,15.31578947368421,10.947368421052632,2.6842105263157894,18.789473684210527,39.26315789473684,53.1578947368421,248.05263157894737,372.0,174.6315789473684,30.105263157894736,783.3157894736842,577.7894736842105,222.1578947368421,226.78947368421052,87.42105263157895,12.473684210526315,2.1578947368421053,46.0,899.5263157894736,1963.157894736842,408.05263157894734,43.94736842105263,35.68421052631579,16.31578947368421,2.789473684210526,1.894736842105263,2.0526315789473686,0.7894736842105263,21.842105263157894,3.263157894736842,18.689473684210526,1.7105263157894737,1527.4736842105262,20.31578947368421,19.36842105263158,3.0526315789473686,30.473684210526315,33.63157894736842
Hoffenheim,21.833333333333332,26.72222222222222,15.944444444444445,12.666666666666666,11.666666666666666,2.388888888888889,15.11111111111111,34.0,59.611111111111114,284.77777777777777,436.6111111111111,216.44444444444446,35.333333333333336,928.6666666666666,738.5,289.5,296.77777777777777,105.88888888888889,14.88888888888889,4.222222222222222,61.166666666666664,1243.388888888889,2563.5555555555557,563.5555555555555,59.72222222222222,29.38888888888889,13.166666666666666,2.5,1.8888888888888888,2.2777777777777777,0.5555555555555556,26.055555555555557,3.5555555555555554,18.276470588235295,2.0277777777777777,1561.5555555555557,24.11111111111111,18.833333333333332,3.8333333333333335,27.166666666666668,28.5
Inter,19.789473684210527,29.31578947368421,16.736842105263158,12.421052631578947,12.526315789473685,4.368421052631579,16.36842105263158,27.210526315789473,67.84210526315789,341.63157894736844,577.3157894736842,303.63157894736844,49.36842105263158,1211.2631578947369,1016.7368421052631,410.42105263157896,428.10526315789474,128.21052631578948,24.736842105263158,6.7894736842105265,84.63157894736842,1774.3157894736842,3554.684210526316,852.0,82.6842105263158,25.263157894736842,10.947368421052632,1.5263157894736843,4.105263157894737,2.6842105263157894,0.5789473684210527,42.05263157894737,5.894736842105263,16.526315789473685,3.431578947368421,1765.7894736842106,23.05263157894737,20.57894736842105,3.473684210526316,26.0,21.42105263157895
Juventus,20.05,28.05,16.8,14.1,10.35,3.6,14.9,34.0,67.7,307.45,504.05,239.9,38.8,1041.1,847.5,333.85,349.7,124.65,19.35,4.35,67.35,1535.45,3001.05,699.1,64.7,28.55,13.2,2.25,3.7,1.6,0.65,30.4,4.65,17.65,2.45,1643.9,21.65,19.35,3.1,23.1,22.7
Köln,22.444444444444443,32.833333333333336,19.77777777777778,15.277777777777779,14.166666666666666,3.388888888888889,19.88888888888889,37.833333333333336,65.11111111111111,310.5,463.22222222222223,245.38888888888889,39.22222222222222,1008.2777777777778,803.0,282.6666666666667,354.72222222222223,116.33333333333333,16.333333333333332,4.611111111111111,67.11111111111111,1372.2777777777778,2890.3888888888887,599.6666666666666,65.33333333333333,27.166666666666668,11.944444444444445,1.8333333333333333,2.6666666666666665,1.5,0.4444444444444444,27.055555555555557,4.222222222222222,15.422222222222224,2.4000000000000004,1613.111111111111,20.666666666666668,18.77777777777778,3.611111111111111,33.833333333333336,31.944444444444443
Lazio,26.625,35.4375,21.5,15.75,14.375,5.3125,18.5,36.3125,82.0625,411.75,754.9375,316.0,46.5625,1470.125,1243.6875,620.6875,424.5625,120.0,19.6875,2.3125,84.9375,2062.0,4161.8125,1055.5625,81.3125,36.5,17.25,2.5625,2.625,1.875,0.5625,34.25,3.4375,18.6875,2.75625,2089.8125,23.5,28.0,3.0625,24.1875,22.875
Lecce,26.11111111111111,38.166666666666664,23.11111111111111,18.61111111111111,14.166666666666666,5.388888888888889,19.72222222222222,43.44444444444444,57.22222222222222,271.1666666666667,436.55555555555554,251.16666666666666,32.94444444444444,947.1111111111111,710.7222222222222,276.05555555555554,269.44444444444446,117.77777777777777,16.5,4.333333333333333,66.77777777777777,1253.0555555555557,2579.3333333333335,514.4444444444445,65.77777777777777,30.833333333333332,13.222222222222221,2.388888888888889,2.2777777777777777,2.0555555555555554,0.5,26.055555555555557,4.0,18.733333333333334,1.7222222222222223,1830.0555555555557,29.88888888888889,23.5,3.7222222222222223,29.444444444444443,38.55555555555556
