,_Rk,_Player,_Nation,_Pos,_Squad,_Age,_Born,_90s,SCA_SCA,SCA_SCA90,SCATypes_PassLive,SCATypes_PassDead,SCATypes_TO,SCATypes_Sh,SCATypes_Fld,SCATypes_Def,GCA_GCA,GCA_GCA90,GCATypes_PassLive,GCATypes_PassDead,GCATypes_TO,GCATypes_Sh,GCATypes_Fld,GCATypes_Def,Matches
130,131,Jorge Cuenca,es ESP,DF,Villarreal,22,1999,5.6,5.0,0.89,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
131,132,Braian Cufré,ar ARG,DF,Mallorca,25,1996,2.4,3.0,1.23,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
132,133,Matheus Cunha,br BRA,FWMF,Atlético Madrid,23,1999,4.2,10.0,2.38,8.0,0.0,0.0,2.0,0.0,0.0,2.0,0.48,2.0,0.0,0.0,0.0,0.0,0.0,Matches
133,134,Curro,es ESP,MF,Almería,26,1996,0.5,2.0,4.19,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
134,135,Arnaut Danjuma,nl NED,FW,Villarreal,25,1997,5.3,13.0,2.44,7.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
135,136,Sergi Darder,es ESP,MF,Espanyol,28,1993,36.9,150.0,4.07,98.0,35.0,8.0,4.0,4.0,1.0,11.0,0.3,9.0,1.0,0.0,1.0,0.0,0.0,Matches
136,137,Rodrigo De Paul,ar ARG,MF,Atlético Madrid,28,1994,21.4,88.0,4.12,77.0,7.0,1.0,0.0,3.0,0.0,11.0,0.52,10.0,0.0,0.0,0.0,1.0,0.0,Matches
137,138,Alberto Del Moral,es ESP,MF,Villarreal,22,2000,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
138,139,Thomas Delaney,dk DEN,MF,Sevilla,30,1991,3.4,4.0,1.17,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
139,140,Fran Delgado,es ESP,DF,Betis,21,2001,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
140,141,Ousmane Dembélé,fr FRA,FW,Barcelona,25,1997,15.7,86.0,5.48,52.0,13.0,15.0,3.0,3.0,0.0,12.0,0.76,9.0,0.0,2.0,1.0,0.0,0.0,Matches
141,142,Mouctar Diakhaby,gn GUI,DF,Valencia,25,1996,27.2,15.0,0.55,13.0,0.0,0.0,2.0,0.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,Matches
142,143,Mamady Diarra,ml MLI,MFDF,Cádiz,22,2000,0.7,1.0,1.36,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
143,144,Youba Diarra,ml MLI,MF,Cádiz,24,1998,1.1,3.0,2.76,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
144,145,Stole Dimitrievski,mk MKD,GK,Rayo Vallecano,28,1993,36.9,4.0,0.11,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
145,146,Djené,tg TOG,DF,Getafe,30,1991,31.6,31.0,0.98,23.0,2.0,2.0,1.0,3.0,0.0,7.0,0.22,7.0,0.0,0.0,0.0,0.0,0.0,Matches
146,147,Marko Dmitrović,rs SRB,GK,Sevilla,30,1992,14.1,4.0,0.28,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
147,148,Matt Doherty,ie IRL,DF,Atlético Madrid,30,1992,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
148,149,Kasper Dolberg,dk DEN,FW,Sevilla,24,1997,2.2,1.0,0.45,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
149,150,Carlos Dominguez,es ESP,DF,Celta Vigo,21,2001,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
150,151,John Donald,es ESP,MFDF,Elche,21,2000,12.1,6.0,0.49,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.08,1.0,0.0,0.0,0.0,0.0,0.0,Matches
151,152,Domingos Duarte,pt POR,DF,Getafe,27,1995,29.5,15.0,0.51,13.0,0.0,0.0,2.0,0.0,0.0,3.0,0.1,2.0,0.0,0.0,1.0,0.0,0.0,Matches
152,153,Pablo Durán,es ESP,MFDF,Celta Vigo,21,2001,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
153,154,Hugo Duro,es ESP,FW,Valencia,22,1999,15.4,22.0,1.43,17.0,0.0,2.0,0.0,3.0,0.0,2.0,0.13,1.0,0.0,0.0,0.0,1.0,0.0,Matches
154,155,Íñigo Eguaras,es ESP,MF,Almería,30,1992,10.7,25.0,2.33,22.0,0.0,0.0,1.0,1.0,1.0,2.0,0.19,2.0,0.0,0.0,0.0,0.0,0.0,Matches
155,156,Aritz Elustondo,es ESP,DF,Real Sociedad,28,1994,16.1,9.0,0.56,5.0,2.0,0.0,2.0,0.0,0.0,2.0,0.12,0.0,1.0,0.0,1.0,0.0,0.0,Matches
156,157,Rodrigo Ely,br BRA,DF,Almería,28,1993,35.1,21.0,0.6,14.0,1.0,1.0,5.0,0.0,0.0,2.0,0.06,2.0,0.0,0.0,0.0,0.0,0.0,Matches
157,158,Adri Embarba,es ESP,FWMF,Almería,30,1992,16.4,62.0,3.79,29.0,19.0,7.0,2.0,4.0,1.0,9.0,0.55,3.0,2.0,1.0,2.0,1.0,0.0,Matches
158,159,Adri Embarba,es ESP,FW,Espanyol,30,1992,0.4,2.0,5.14,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
159,160,Youssef En-Nesyri,ma MAR,FW,Sevilla,25,1997,18.5,32.0,1.73,21.0,1.0,2.0,6.0,2.0,0.0,5.0,0.27,3.0,0.0,1.0,1.0,0.0,0.0,Matches
160,161,Gonzalo Escalante,ar ARG,MF,Cádiz,29,1993,12.5,25.0,2.01,22.0,0.0,2.0,1.0,0.0,0.0,3.0,0.24,1.0,0.0,1.0,1.0,0.0,0.0,Matches
161,162,Sergio Escudero,es ESP,DF,Valladolid,32,1989,16.0,35.0,2.19,20.0,7.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
162,163,Alfonso Espino,uy URU,DF,Cádiz,30,1992,34.7,70.0,2.02,59.0,6.0,1.0,0.0,2.0,2.0,7.0,0.2,5.0,1.0,1.0,0.0,0.0,0.0,Matches
163,164,Bernardo Espinosa,co COL,DF,Girona,33,1989,13.6,9.0,0.66,6.0,0.0,0.0,3.0,0.0,0.0,2.0,0.15,1.0,0.0,0.0,1.0,0.0,0.0,Matches
164,165,Edu Expósito,es ESP,MF,Espanyol,25,1996,12.9,45.0,3.49,30.0,5.0,4.0,3.0,2.0,1.0,9.0,0.7,8.0,0.0,1.0,0.0,0.0,0.0,Matches
165,166,Nicolás Ezequiel Fernández,ar ARG,MFDF,Elche,22,2000,5.7,21.0,3.67,18.0,2.0,0.0,1.0,0.0,0.0,2.0,0.35,2.0,0.0,0.0,0.0,0.0,0.0,Matches
166,167,Abdessamad Ezzalzouli,ma MAR,FWMF,Osasuna,20,2001,16.7,58.0,3.47,27.0,5.0,18.0,4.0,3.0,1.0,4.0,0.24,4.0,0.0,0.0,0.0,0.0,0.0,Matches
167,168,Radamel Falcao,co COL,FWMF,Rayo Vallecano,36,1986,6.8,10.0,1.46,7.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
168,169,Fali,es ESP,DFMF,Cádiz,28,1993,19.0,11.0,0.58,9.0,1.0,0.0,0.0,1.0,0.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,Matches
169,170,Mamadou Fall,sn SEN,DF,Villarreal,19,2002,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
170,171,Ansu Fati,es ESP,FW,Barcelona,19,2002,15.5,50.0,3.23,35.0,1.0,8.0,5.0,0.0,1.0,7.0,0.45,4.0,0.0,1.0,2.0,0.0,0.0,Matches
171,172,Zouhair Feddal,ma MAR,DF,Valladolid,33,1989,4.2,4.0,0.96,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
172,173,Nabil Fekir,fr FRA,MF,Betis,29,1993,10.7,56.0,5.24,31.0,10.0,4.0,2.0,9.0,0.0,5.0,0.47,2.0,0.0,1.0,0.0,2.0,0.0,Matches
173,174,Felipe,br BRA,DF,Atlético Madrid,33,1989,2.2,1.0,0.46,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
174,175,Luiz Felipe,it ITA,DF,Betis,25,1997,19.6,7.0,0.36,6.0,0.0,0.0,1.0,0.0,0.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,Matches
175,176,João Félix,pt POR,FWMF,Atlético Madrid,22,1999,7.2,29.0,4.02,22.0,0.0,3.0,3.0,0.0,1.0,5.0,0.69,4.0,0.0,0.0,1.0,0.0,0.0,Matches
176,177,Kiko Femenía,es ESP,DF,Villarreal,31,1991,12.6,24.0,1.9,23.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
177,178,Aitor Fernández,es ESP,GK,Osasuna,31,1991,21.0,4.0,0.19,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,Matches
178,179,Álex Fernández,es ESP,MFFW,Cádiz,29,1992,17.5,39.0,2.23,27.0,10.0,1.0,0.0,1.0,0.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,Matches
179,180,Álvaro Fernández,es ESP,GK,Espanyol,24,1998,11.0,1.0,0.09,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
180,181,Carlos Fernández,es ESP,FW,Real Sociedad,26,1996,7.0,16.0,2.27,12.0,0.0,1.0,1.0,2.0,0.0,1.0,0.14,1.0,0.0,0.0,0.0,0.0,0.0,Matches
181,182,Federico Fernández,ar ARG,DF,Elche,33,1989,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
182,183,Joaquín Fernández,es ESP,DF,Valladolid,26,1996,24.0,14.0,0.58,12.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
183,184,Valery Fernández,es ESP,MFDF,Girona,22,1999,10.7,29.0,2.7,24.0,1.0,1.0,0.0,3.0,0.0,4.0,0.37,3.0,0.0,0.0,0.0,1.0,0.0,Matches
184,185,Fernando,es ESP,GK,Almería,32,1990,36.5,4.0,0.11,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
185,186,Fernando,br BRA,MFDF,Sevilla,35,1987,17.5,20.0,1.14,18.0,0.0,0.0,0.0,0.0,2.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,Matches
186,187,Fidel,es ESP,MFFW,Elche,32,1989,19.0,66.0,3.46,46.0,11.0,4.0,1.0,4.0,0.0,4.0,0.21,4.0,0.0,0.0,0.0,0.0,0.0,Matches
187,188,Dimitri Foulquier,fr FRA,DF,Valencia,29,1993,19.3,29.0,1.5,25.0,1.0,0.0,2.0,0.0,1.0,2.0,0.1,2.0,0.0,0.0,0.0,0.0,0.0,Matches
188,189,Juan Foyth,ar ARG,DF,Villarreal,24,1998,21.8,29.0,1.33,28.0,1.0,0.0,0.0,0.0,0.0,2.0,0.09,2.0,0.0,0.0,0.0,0.0,0.0,Matches
189,190,Iván Fresneda,es ESP,DF,Valladolid,17,2004,19.4,39.0,1.98,33.0,4.0,0.0,0.0,1.0,1.0,3.0,0.15,1.0,1.0,0.0,0.0,1.0,0.0,Matches
190,191,Javi Galán,es ESP,DF,Celta Vigo,27,1994,35.1,93.0,2.65,70.0,14.0,4.0,1.0,2.0,2.0,4.0,0.11,3.0,0.0,0.0,0.0,0.0,1.0,Matches
191,192,Iñigo Ruiz de Galarreta,es ESP,MF,Mallorca,28,1993,27.2,46.0,1.69,33.0,9.0,1.0,0.0,3.0,0.0,5.0,0.18,2.0,2.0,1.0,0.0,0.0,0.0,Matches
192,193,Aleix García,es ESP,MF,Girona,25,1997,26.0,125.0,4.82,69.0,47.0,3.0,3.0,0.0,3.0,16.0,0.62,10.0,3.0,1.0,0.0,0.0,2.0,Matches
193,194,Álvaro García,es ESP,FWMF,Rayo Vallecano,29,1992,31.9,95.0,2.98,70.0,2.0,6.0,6.0,7.0,4.0,14.0,0.44,9.0,0.0,2.0,0.0,3.0,0.0,Matches
194,195,Borja García,es ESP,MFFW,Girona,31,1990,7.5,17.0,2.26,12.0,1.0,2.0,1.0,1.0,0.0,2.0,0.27,2.0,0.0,0.0,0.0,0.0,0.0,Matches
195,196,Carlos García,es ESP,DF,Cádiz,22,2000,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
196,197,Dani García,es ESP,MF,Athletic Club,32,1990,16.5,23.0,1.39,20.0,0.0,0.0,0.0,1.0,2.0,4.0,0.24,4.0,0.0,0.0,0.0,0.0,0.0,Matches
197,198,David García,es ESP,DF,Osasuna,28,1994,29.8,19.0,0.64,19.0,0.0,0.0,0.0,0.0,0.0,2.0,0.07,2.0,0.0,0.0,0.0,0.0,0.0,Matches
198,199,Eric García,es ESP,DFMF,Barcelona,21,2001,15.7,10.0,0.63,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
199,200,Fran Garcia,es ESP,DF,Rayo Vallecano,22,1999,37.9,71.0,1.88,55.0,6.0,3.0,1.0,2.0,4.0,9.0,0.24,6.0,1.0,1.0,0.0,1.0,0.0,Matches
200,201,Joan García,es ESP,GK,Espanyol,21,2001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
201,202,Raúl García,es ESP,FWMF,Athletic Club,36,1986,10.7,33.0,3.07,18.0,0.0,2.0,10.0,1.0,2.0,7.0,0.65,5.0,0.0,1.0,1.0,0.0,0.0,Matches
202,203,Rubén García,es ESP,FWMF,Osasuna,29,1993,12.9,54.0,4.2,29.0,20.0,1.0,2.0,2.0,0.0,4.0,0.31,2.0,2.0,0.0,0.0,0.0,0.0,Matches
203,204,Unai García,es ESP,DF,Osasuna,30,1992,19.0,6.0,0.32,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,Matches
204,205,Felix Garreta,es ESP,DF,Betis,18,2004,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
205,206,Aleix Garrido,es ESP,FW,Barcelona,18,2004,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
206,207,Sékou Gassama,sn SEN,FW,Valladolid,27,1995,0.4,1.0,2.57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
207,208,Gavi,es ESP,MFFW,Barcelona,17,2004,28.1,72.0,2.56,59.0,0.0,3.0,4.0,3.0,3.0,7.0,0.25,6.0,0.0,1.0,0.0,0.0,0.0,Matches
208,209,Paulo Gazzaniga,ar ARG,GK,Girona,30,1992,28.0,2.0,0.07,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
209,210,Bryan Gil,es ESP,FWDF,Sevilla,21,2001,10.2,25.0,2.45,20.0,0.0,1.0,1.0,2.0,1.0,4.0,0.39,3.0,0.0,0.0,1.0,0.0,0.0,Matches
210,211,David Gil,es ESP,GK,Cádiz,28,1994,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
211,212,Óscar Gil,es ESP,DF,Espanyol,25,1997,28.4,33.0,1.16,25.0,1.0,2.0,2.0,3.0,0.0,2.0,0.07,1.0,0.0,1.0,0.0,0.0,0.0,Matches
212,213,Álvaro Giménez,es ESP,FW,Cádiz,31,1991,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
213,214,Dani Gómez,es ESP,MFFW,Espanyol,24,1998,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
214,215,Maxi Gómez,uy URU,FW,Valencia,25,1996,1.2,2.0,1.65,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
215,216,Moi Gómez,es ESP,MFFW,Osasuna,28,1994,27.3,94.0,3.45,67.0,21.0,1.0,4.0,1.0,0.0,6.0,0.22,5.0,1.0,0.0,0.0,0.0,0.0,Matches
216,217,Papu Gómez,ar ARG,FWMF,Sevilla,34,1988,11.8,46.0,3.89,38.0,2.0,1.0,2.0,2.0,1.0,3.0,0.25,3.0,0.0,0.0,0.0,0.0,0.0,Matches
217,218,Sergi Gómez,es ESP,DF,Espanyol,30,1992,26.0,11.0,0.42,9.0,0.0,0.0,2.0,0.0,0.0,1.0,0.04,0.0,0.0,0.0,1.0,0.0,0.0,Matches
218,219,Antonio Gomis,es ESP,GK,Atlético Madrid,19,2003,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
219,220,Diego González,es ESP,DF,Elche,27,1995,10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
220,221,Édgar González,es ESP,DF,Betis,25,1997,19.7,7.0,0.36,6.0,0.0,0.0,1.0,0.0,0.0,1.0,0.05,0.0,0.0,0.0,1.0,0.0,0.0,Matches
221,222,Giovanni González,uy URU,DF,Mallorca,27,1994,10.3,12.0,1.17,10.0,1.0,0.0,1.0,0.0,0.0,3.0,0.29,3.0,0.0,0.0,0.0,0.0,0.0,Matches
222,223,Nicolás González,es ESP,MF,Valencia,20,2002,15.6,33.0,2.12,25.0,1.0,3.0,2.0,2.0,0.0,2.0,0.13,2.0,0.0,0.0,0.0,0.0,0.0,Matches
223,224,Roberto González,es ESP,FWMF,Betis,21,2001,0.6,5.0,8.33,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
224,225,Andoni Gorosabel,es ESP,DF,Real Sociedad,25,1996,19.0,30.0,1.58,22.0,6.0,0.0,0.0,1.0,1.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,Matches
225,226,José Gragera,es ESP,MFDF,Espanyol,21,2000,5.1,2.0,0.39,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.2,0.0,0.0,0.0,1.0,0.0,0.0,Matches
226,227,Ivo Grbić,hr CRO,GK,Atlético Madrid,26,1996,10.2,1.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
227,228,Dominik Greif,sk SVK,GK,Mallorca,25,1997,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
228,229,Clément Grenier,fr FRA,MF,Mallorca,31,1991,8.0,18.0,2.26,11.0,6.0,1.0,0.0,0.0,0.0,1.0,0.13,0.0,1.0,0.0,0.0,0.0,0.0,Matches
229,230,Antoine Griezmann,fr FRA,FWMF,Atlético Madrid,31,1991,31.8,162.0,5.1,111.0,23.0,10.0,7.0,8.0,3.0,26.0,0.82,18.0,5.0,1.0,2.0,0.0,0.0,Matches
230,231,Andrés Guardado,mx MEX,MF,Betis,35,1986,15.3,32.0,2.1,26.0,3.0,0.0,2.0,1.0,0.0,5.0,0.33,4.0,0.0,0.0,1.0,0.0,0.0,Matches
231,232,Sergi Guardiola,es ESP,FW,Valladolid,31,1991,5.6,8.0,1.43,6.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
232,233,Sergi Guardiola,es ESP,FW,Cádiz,31,1991,12.9,31.0,2.39,21.0,0.0,2.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
233,234,Nemanja Gudelj,rs SRB,DFMF,Sevilla,30,1991,30.9,30.0,0.97,25.0,1.0,0.0,3.0,1.0,0.0,3.0,0.1,2.0,0.0,0.0,1.0,0.0,0.0,Matches
234,235,Javier Guerra,es ESP,MF,Valencia,19,2003,6.7,18.0,2.68,12.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
235,236,Ander Guevara,es ESP,MF,Real Sociedad,25,1997,2.5,7.0,2.85,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
236,237,Pape Gueye,sn SEN,MF,Sevilla,23,1999,13.0,31.0,2.38,22.0,0.0,4.0,1.0,3.0,1.0,6.0,0.46,5.0,0.0,0.0,0.0,1.0,0.0,Matches
237,238,Hugo Guillamón,es ESP,MF,Valencia,22,2000,18.1,61.0,3.36,42.0,13.0,0.0,0.0,5.0,1.0,6.0,0.33,4.0,2.0,0.0,0.0,0.0,0.0,Matches
238,239,Gerard Gumbau,es ESP,MF,Elche,27,1994,30.4,121.0,3.98,56.0,57.0,2.0,5.0,1.0,0.0,7.0,0.23,3.0,4.0,0.0,0.0,0.0,0.0,Matches
239,240,Gorka Guruzeta,es ESP,FW,Athletic Club,25,1996,15.8,39.0,2.47,29.0,0.0,1.0,6.0,3.0,0.0,2.0,0.13,1.0,0.0,0.0,1.0,0.0,0.0,Matches
240,241,Raúl Guti,es ESP,MF,Elche,25,1996,12.4,16.0,1.32,13.0,0.0,1.0,2.0,0.0,0.0,2.0,0.17,2.0,0.0,0.0,0.0,0.0,0.0,Matches
241,242,Miguel Gutiérrez,es ESP,DF,Girona,21,2001,26.6,55.0,2.07,40.0,5.0,5.0,2.0,3.0,0.0,8.0,0.3,6.0,1.0,0.0,0.0,1.0,0.0,Matches
242,243,Munir El Haddadi,ma MAR,MFFW,Getafe,26,1995,12.8,49.0,3.83,21.0,11.0,5.0,4.0,8.0,0.0,2.0,0.16,2.0,0.0,0.0,0.0,0.0,0.0,Matches
243,244,Dennis Hadzikadunic,ba BIH,DF,Mallorca,24,1998,6.8,3.0,0.44,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
244,245,Haissem Hassan,fr FRA,FWMF,Villarreal,20,2002,0.6,1.0,1.73,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
245,246,Eden Hazard,be BEL,FW,Real Madrid,31,1991,2.2,16.0,7.35,12.0,1.0,0.0,1.0,2.0,0.0,1.0,0.46,1.0,0.0,0.0,0.0,0.0,0.0,Matches
246,247,Luiz Henrique,br BRA,FW,Betis,21,2001,20.1,47.0,2.34,28.0,0.0,10.0,5.0,2.0,2.0,4.0,0.2,2.0,0.0,1.0,1.0,0.0,0.0,Matches
247,248,Mario Hermoso,es ESP,DF,Atlético Madrid,27,1995,23.4,33.0,1.41,27.0,0.0,0.0,4.0,1.0,1.0,3.0,0.13,1.0,0.0,0.0,2.0,0.0,0.0,Matches
248,249,Javi Hernández ,es ESP,DF,Girona,24,1998,12.4,24.0,1.94,20.0,0.0,1.0,3.0,0.0,0.0,3.0,0.24,3.0,0.0,0.0,0.0,0.0,0.0,Matches
249,250,Aridane Hernández,es ESP,DF,Osasuna,33,1989,19.9,12.0,0.6,10.0,1.0,0.0,1.0,0.0,0.0,2.0,0.1,1.0,1.0,0.0,0.0,0.0,0.0,Matches
250,251,Luis Hernández,es ESP,DF,Cádiz,33,1989,35.0,36.0,1.03,20.0,13.0,0.0,2.0,0.0,1.0,3.0,0.09,2.0,1.0,0.0,0.0,0.0,0.0,Matches
251,252,Mario Hernández,es ESP,DF,Rayo Vallecano,23,1999,1.1,2.0,1.75,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.87,1.0,0.0,0.0,0.0,0.0,0.0,Matches
252,253,Jorge Herrando,es ESP,DF,Osasuna,21,2001,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
253,254,Ander Herrera,es ESP,MF,Athletic Club,32,1989,7.7,23.0,2.97,20.0,0.0,0.0,1.0,1.0,1.0,1.0,0.13,1.0,0.0,0.0,0.0,0.0,0.0,Matches
254,255,Sergio Herrera,es ESP,GK,Osasuna,29,1993,17.0,7.0,0.41,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,Matches
255,256,Yangel Herrera,ve VEN,MFFW,Girona,24,1998,10.7,21.0,1.96,17.0,0.0,0.0,1.0,1.0,2.0,3.0,0.28,2.0,0.0,0.0,0.0,0.0,1.0,Matches
256,257,Omar El Hilali,ma MAR,DFMF,Espanyol,18,2003,1.0,2.0,1.94,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
257,258,Martin Hongla,cm CMR,DFMF,Valladolid,24,1998,14.5,11.0,0.76,9.0,2.0,0.0,0.0,0.0,0.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0,Matches
258,259,Pablo Ibáñez,es ESP,MF,Osasuna,23,1998,11.8,19.0,1.61,14.0,1.0,1.0,1.0,0.0,2.0,2.0,0.17,2.0,0.0,0.0,0.0,0.0,0.0,Matches
259,260,Iglesias,es ESP,DFMF,Getafe,24,1998,23.8,40.0,1.68,30.0,6.0,1.0,1.0,2.0,0.0,2.0,0.08,0.0,1.0,0.0,0.0,1.0,0.0,Matches
260,261,Borja Iglesias,es ESP,FW,Betis,29,1993,26.3,40.0,1.52,29.0,1.0,1.0,5.0,4.0,0.0,5.0,0.19,4.0,0.0,0.0,1.0,0.0,0.0,Matches
261,262,Asier Illarramendi,es ESP,MF,Real Sociedad,32,1990,12.0,27.0,2.26,22.0,3.0,0.0,0.0,1.0,1.0,2.0,0.17,2.0,0.0,0.0,0.0,0.0,0.0,Matches
