,_Rk,_Player,_Nation,_Pos,_Squad,_Age,_Born,_90s,SCA_SCA,SCA_SCA90,SCATypes_PassLive,SCATypes_PassDead,SCATypes_TO,SCATypes_Sh,SCATypes_Fld,SCATypes_Def,GCA_GCA,GCA_GCA90,GCATypes_PassLive,GCATypes_PassDead,GCATypes_TO,GCATypes_Sh,GCATypes_Fld,GCATypes_Def,Matches
36,37,Adu Ares,es ESP,FWMF,Athletic Club,20,2001,0.9,12.0,13.01,7.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
37,38,Sergio Arribas,es ESP,MFFW,Real Madrid,20,2001,0.2,3.0,14.21,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
38,39,Roberto Arroyo,es ESP,MF,Valladolid,18,2003,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
39,40,Ricard Artero,es ESP,MFFW,Girona,19,2003,1.5,1.0,0.68,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
40,41,Santiago Arzamendia,py PAR,DFMF,Cádiz,24,1998,5.4,11.0,2.05,8.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
41,42,Sergio Asenjo,es ESP,GK,Valladolid,33,1989,10.0,2.0,0.2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
42,43,Marco Asensio,es ESP,FWMF,Real Madrid,26,1996,16.0,76.0,4.74,47.0,16.0,6.0,4.0,3.0,0.0,12.0,0.75,7.0,2.0,2.0,0.0,1.0,0.0,Matches
43,44,Iago Aspas,es ESP,FW,Celta Vigo,34,1987,31.9,141.0,4.42,110.0,8.0,5.0,8.0,9.0,1.0,8.0,0.25,8.0,0.0,0.0,0.0,0.0,0.0,Matches
44,45,Pierre-Emerick Aubameyang,ga GAB,FW,Barcelona,33,1989,0.1,1.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
45,46,Ludwig Augustinsson,se SWE,DF,Mallorca,28,1994,1.5,2.0,1.36,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
46,47,Ezequiel Ávila,ar ARG,FWMF,Osasuna,28,1994,19.0,41.0,2.16,28.0,2.0,4.0,4.0,2.0,1.0,2.0,0.11,1.0,0.0,0.0,1.0,0.0,0.0,Matches
47,48,Iddrisu Baba,gh GHA,MFDF,Mallorca,26,1996,18.9,13.0,0.67,10.0,0.0,0.0,1.0,1.0,1.0,1.0,0.05,0.0,0.0,0.0,1.0,0.0,0.0,Matches
48,49,Srđan Babić,rs SRB,DF,Almería,26,1996,33.3,20.0,0.6,18.0,0.0,0.0,2.0,0.0,0.0,1.0,0.03,0.0,0.0,0.0,1.0,0.0,0.0,Matches
49,50,Loïc Bade,fr FRA,DF,Sevilla,22,2000,16.1,3.0,0.19,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.06,0.0,1.0,0.0,0.0,0.0,0.0,Matches
50,51,Édgar Badía,es ESP,GK,Elche,30,1992,36.0,3.0,0.08,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
51,52,Alex Baena,es ESP,MFFW,Villarreal,21,2001,21.6,79.0,3.65,58.0,0.0,8.0,8.0,5.0,0.0,8.0,0.37,5.0,0.0,0.0,2.0,1.0,0.0,Matches
52,53,Alejandro Balde,es ESP,DF,Barcelona,18,2003,27.5,66.0,2.4,50.0,0.0,8.0,2.0,5.0,1.0,8.0,0.29,8.0,0.0,0.0,0.0,0.0,0.0,Matches
53,54,Mikel Balenziaga,es ESP,DF,Athletic Club,34,1988,1.3,1.0,0.78,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
54,55,Iván Balliu,al ALB,DF,Rayo Vallecano,30,1992,35.9,66.0,1.84,51.0,11.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
55,56,Léo Baptistão,br BRA,FWMF,Almería,29,1992,19.2,53.0,2.77,37.0,0.0,4.0,8.0,2.0,2.0,3.0,0.16,2.0,0.0,0.0,1.0,0.0,0.0,Matches
56,57,Keidi Bare,al ALB,MF,Espanyol,24,1997,5.6,11.0,1.96,7.0,1.0,0.0,2.0,0.0,1.0,2.0,0.36,1.0,0.0,0.0,0.0,0.0,1.0,Matches
57,58,Kike Barja,es ESP,FWMF,Osasuna,25,1997,14.6,49.0,3.36,36.0,7.0,5.0,0.0,0.0,1.0,8.0,0.55,7.0,1.0,0.0,0.0,0.0,0.0,Matches
58,59,Ander Barrenetxea,es ESP,FWDF,Real Sociedad,20,2001,9.8,28.0,2.87,22.0,0.0,2.0,2.0,2.0,0.0,2.0,0.21,1.0,0.0,1.0,0.0,0.0,0.0,Matches
59,60,Pablo Barrios,es ESP,MF,Atlético Madrid,19,2003,8.0,20.0,2.48,17.0,0.0,0.0,2.0,1.0,0.0,2.0,0.25,1.0,0.0,0.0,1.0,0.0,0.0,Matches
60,61,Rodrigo Battaglia,ar ARG,MF,Mallorca,31,1991,7.6,4.0,0.53,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
61,62,Bebé,cv CPV,FW,Rayo Vallecano,32,1990,0.7,4.0,6.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
62,63,Héctor Bellerín,es ESP,DF,Barcelona,27,1995,1.6,5.0,3.15,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
63,64,Fran Beltrán,es ESP,MF,Celta Vigo,23,1999,31.7,66.0,2.08,53.0,10.0,0.0,1.0,0.0,2.0,4.0,0.13,2.0,1.0,0.0,0.0,0.0,1.0,Matches
64,65,Iker Benito,es ESP,FWMF,Osasuna,19,2002,2.0,5.0,2.56,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.51,1.0,0.0,0.0,0.0,0.0,0.0,Matches
65,66,Karim Benzema,fr FRA,FW,Real Madrid,34,1987,22.6,102.0,4.5,86.0,1.0,6.0,7.0,2.0,0.0,7.0,0.31,5.0,0.0,1.0,1.0,0.0,0.0,Matches
66,67,Yuri Berchiche,es ESP,DF,Athletic Club,32,1990,26.7,59.0,2.21,47.0,6.0,2.0,3.0,1.0,0.0,2.0,0.07,1.0,0.0,0.0,0.0,1.0,0.0,Matches
67,68,Álex Berenguer,es ESP,FW,Athletic Club,27,1995,25.5,98.0,3.84,48.0,29.0,9.0,5.0,4.0,3.0,4.0,0.16,2.0,0.0,1.0,1.0,0.0,0.0,Matches
68,69,Pedro Bigas,es ESP,DF,Elche,31,1990,22.4,14.0,0.62,9.0,0.0,1.0,2.0,1.0,1.0,3.0,0.13,1.0,0.0,0.0,1.0,1.0,0.0,Matches
69,70,El Bilal Touré,ml MLI,FW,Almería,20,2001,14.0,36.0,2.56,26.0,1.0,2.0,4.0,3.0,0.0,4.0,0.28,3.0,0.0,1.0,0.0,0.0,0.0,Matches
70,71,Antonio Blanco,es ESP,MF,Cádiz,22,2000,1.8,2.0,1.14,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
71,72,Lautaro Blanco,ar ARG,DFMF,Elche,23,1999,9.7,23.0,2.37,17.0,2.0,3.0,0.0,0.0,1.0,2.0,0.21,2.0,0.0,0.0,0.0,0.0,0.0,Matches
72,73,Theo Bongonda,cd COD,MFFW,Cádiz,26,1995,21.5,45.0,2.09,27.0,3.0,4.0,4.0,6.0,1.0,5.0,0.23,3.0,0.0,1.0,1.0,0.0,0.0,Matches
73,74,Yassine Bounou,ma MAR,GK,Sevilla,31,1991,23.9,2.0,0.08,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
74,75,Lucas Boyé,ar ARG,FW,Elche,26,1996,27.4,75.0,2.74,51.0,0.0,12.0,5.0,5.0,2.0,7.0,0.26,5.0,0.0,0.0,1.0,0.0,1.0,Matches
75,76,Martin Braithwaite,dk DEN,FWMF,Espanyol,31,1991,27.3,48.0,1.76,31.0,0.0,2.0,9.0,6.0,0.0,7.0,0.26,4.0,0.0,0.0,3.0,0.0,0.0,Matches
76,77,Juan Brandáriz,es ESP,DF,Almería,23,1999,16.5,11.0,0.66,9.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
77,78,Darko Brašanac,rs SRB,MF,Osasuna,30,1992,11.6,22.0,1.9,20.0,0.0,0.0,1.0,1.0,0.0,1.0,0.09,1.0,0.0,0.0,0.0,0.0,0.0,Matches
78,79,Claudio Bravo,cl CHI,GK,Betis,39,1983,12.0,3.0,0.25,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
79,80,Ante Budimir,hr CRO,FW,Osasuna,31,1991,20.0,34.0,1.7,21.0,0.0,6.0,3.0,3.0,1.0,1.0,0.05,0.0,0.0,0.0,0.0,1.0,0.0,Matches
80,81,Santiago Bueno,uy URU,DF,Girona,23,1998,33.4,24.0,0.72,18.0,0.0,1.0,3.0,2.0,0.0,4.0,0.12,3.0,0.0,0.0,0.0,1.0,0.0,Matches
81,82,Sergio Busquets,es ESP,MF,Barcelona,34,1988,26.0,74.0,2.85,68.0,0.0,0.0,1.0,4.0,1.0,6.0,0.23,6.0,0.0,0.0,0.0,0.0,0.0,Matches
82,83,Leandro Cabrera,uy URU,DF,Espanyol,31,1991,29.7,35.0,1.18,26.0,3.0,0.0,6.0,0.0,0.0,3.0,0.1,3.0,0.0,0.0,0.0,0.0,0.0,Matches
83,84,Cala,es ESP,DF,Cádiz,32,1989,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
84,85,Fernando Calero,es ESP,DFMF,Espanyol,26,1995,17.9,22.0,1.23,20.0,0.0,0.0,1.0,0.0,1.0,4.0,0.22,2.0,0.0,0.0,1.0,0.0,1.0,Matches
85,86,Alexander Callens,pe PER,DF,Girona,30,1992,1.3,1.0,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
86,87,Eduardo Camavinga,fr FRA,MFDF,Real Madrid,19,2002,22.3,72.0,3.23,55.0,0.0,5.0,3.0,9.0,0.0,5.0,0.22,3.0,0.0,0.0,1.0,1.0,0.0,Matches
87,88,Sergio Camello,es ESP,FW,Rayo Vallecano,21,2001,26.7,62.0,2.32,49.0,1.0,6.0,2.0,4.0,0.0,7.0,0.26,5.0,0.0,1.0,1.0,0.0,0.0,Matches
88,89,Sergio Canales,es ESP,FWMF,Betis,31,1991,26.7,111.0,4.16,85.0,16.0,3.0,3.0,3.0,1.0,8.0,0.3,5.0,2.0,0.0,1.0,0.0,0.0,Matches
89,90,Ander Capa,es ESP,DF,Athletic Club,30,1992,1.2,5.0,4.17,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
90,91,Étienne Capoue,fr FRA,MF,Villarreal,34,1988,21.7,46.0,2.12,33.0,1.0,2.0,4.0,4.0,2.0,4.0,0.18,3.0,0.0,0.0,1.0,0.0,0.0,Matches
91,92,Isaac Carcelen,es ESP,DF,Cádiz,29,1993,24.4,43.0,1.76,27.0,9.0,1.0,1.0,4.0,1.0,2.0,0.08,1.0,0.0,1.0,0.0,0.0,0.0,Matches
92,93,Juan Carlos,es ESP,GK,Girona,34,1988,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
93,94,José Carlos Lazo,es ESP,MFFW,Almería,26,1996,0.2,3.0,13.5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
94,95,José Carlos Lazo,es ESP,MFFW,Espanyol,26,1996,1.8,3.0,1.7,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.57,1.0,0.0,0.0,0.0,0.0,0.0,Matches
95,96,Carmona,es ESP,MFDF,Elche,20,2002,6.5,14.0,2.14,8.0,0.0,3.0,1.0,1.0,1.0,1.0,0.15,1.0,0.0,0.0,0.0,0.0,0.0,Matches
96,97,Carmona,es ESP,DF,Sevilla,20,2002,5.9,10.0,1.7,7.0,2.0,0.0,1.0,0.0,0.0,2.0,0.34,2.0,0.0,0.0,0.0,0.0,0.0,Matches
97,98,Yannick Carrasco,be BEL,DFMF,Atlético Madrid,28,1993,25.7,97.0,3.77,59.0,14.0,14.0,8.0,2.0,0.0,9.0,0.35,4.0,2.0,1.0,2.0,0.0,0.0,Matches
98,99,Dani Carvajal,es ESP,DF,Real Madrid,30,1992,19.8,40.0,2.02,37.0,0.0,0.0,1.0,1.0,1.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,Matches
99,100,William Carvalho,pt POR,MF,Betis,30,1992,27.1,60.0,2.19,53.0,3.0,2.0,2.0,0.0,0.0,7.0,0.26,7.0,0.0,0.0,0.0,0.0,0.0,Matches
100,101,Casemiro,br BRA,MF,Real Madrid,30,1992,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
101,102,Valentín Castellanos,ar ARG,FW,Girona,23,1998,28.9,41.0,1.42,29.0,0.0,4.0,4.0,4.0,0.0,5.0,0.17,3.0,0.0,0.0,2.0,0.0,0.0,Matches
102,103,Samu Castillejo,es ESP,FWMF,Valencia,27,1995,15.1,63.0,4.16,38.0,11.0,8.0,4.0,0.0,2.0,1.0,0.07,0.0,0.0,0.0,1.0,0.0,0.0,Matches
103,104,Catena,es ESP,DF,Rayo Vallecano,27,1994,34.5,31.0,0.9,25.0,2.0,0.0,2.0,2.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,Matches
104,105,Edinson Cavani,uy URU,FW,Valencia,35,1987,16.1,24.0,1.49,19.0,1.0,0.0,4.0,0.0,0.0,4.0,0.25,4.0,0.0,0.0,0.0,0.0,0.0,Matches
105,106,Dani Ceballos,es ESP,MF,Real Madrid,25,1996,17.4,81.0,4.66,60.0,8.0,5.0,2.0,5.0,1.0,9.0,0.52,8.0,0.0,0.0,0.0,1.0,0.0,Matches
106,107,Álex Centelles,es ESP,DF,Almería,24,1997,12.5,24.0,1.92,15.0,7.0,2.0,0.0,0.0,0.0,4.0,0.32,3.0,1.0,0.0,0.0,0.0,0.0,Matches
107,108,Franco Cervi,ar ARG,MFDF,Celta Vigo,28,1994,21.0,61.0,2.9,42.0,8.0,3.0,4.0,4.0,0.0,5.0,0.24,4.0,0.0,0.0,1.0,0.0,0.0,Matches
108,109,Pep Chavarría,es ESP,FWMF,Rayo Vallecano,24,1998,4.1,19.0,4.68,15.0,4.0,0.0,0.0,0.0,0.0,2.0,0.49,2.0,0.0,0.0,0.0,0.0,0.0,Matches
109,110,Pape Cheikh Diop,sn SEN,MF,Elche,24,1997,0.4,1.0,2.43,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
110,111,Andreas Christensen,dk DEN,DF,Barcelona,26,1996,19.6,15.0,0.77,15.0,0.0,0.0,0.0,0.0,0.0,2.0,0.1,2.0,0.0,0.0,0.0,0.0,0.0,Matches
111,112,Samuel Chukwueze,ng NGA,FWMF,Villarreal,23,1999,26.0,110.0,4.23,75.0,4.0,24.0,2.0,4.0,1.0,15.0,0.58,9.0,0.0,5.0,0.0,1.0,0.0,Matches
112,113,Víctor Chust,es ESP,DF,Cádiz,22,2000,10.7,5.0,0.47,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
113,114,Pathé Ciss,sn SEN,MFDF,Rayo Vallecano,28,1994,14.2,21.0,1.48,19.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
114,115,Carlos Clerc,es ESP,DFMF,Elche,30,1992,29.3,41.0,1.4,31.0,3.0,1.0,2.0,4.0,0.0,4.0,0.14,3.0,0.0,0.0,0.0,1.0,0.0,Matches
115,116,Álex Collado,es ESP,MF,Elche,23,1999,8.1,35.0,4.36,25.0,6.0,0.0,3.0,1.0,0.0,2.0,0.25,2.0,0.0,0.0,0.0,0.0,0.0,Matches
116,117,Diego Collado,es ESP,FW,Villarreal,21,2001,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
117,118,Eray Cömert,ch SUI,DF,Valencia,24,1998,18.6,12.0,0.65,8.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
118,119,Santi Comesaña,es ESP,MF,Rayo Vallecano,25,1996,27.2,87.0,3.2,73.0,1.0,6.0,2.0,2.0,3.0,5.0,0.18,4.0,0.0,1.0,0.0,0.0,0.0,Matches
119,120,Copete,es ESP,DF,Mallorca,22,1999,24.5,16.0,0.65,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
120,121,Francis Coquelin,fr FRA,MF,Villarreal,31,1991,8.3,9.0,1.09,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
121,122,Jesús Corona,mx MEX,FW,Sevilla,29,1993,1.2,5.0,4.02,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8,0.0,0.0,1.0,0.0,0.0,0.0,Matches
122,123,Ángel Correa,ar ARG,FWMF,Atlético Madrid,27,1995,16.2,61.0,3.78,45.0,3.0,5.0,6.0,1.0,1.0,11.0,0.68,5.0,0.0,2.0,3.0,0.0,1.0,Matches
123,124,Thierry Correia,pt POR,DF,Valencia,23,1999,22.3,43.0,1.93,29.0,2.0,1.0,0.0,10.0,1.0,2.0,0.09,2.0,0.0,0.0,0.0,0.0,0.0,Matches
124,125,Jaume Costa,es ESP,DF,Mallorca,34,1988,28.9,58.0,2.01,44.0,5.0,1.0,1.0,5.0,2.0,4.0,0.14,3.0,1.0,0.0,0.0,0.0,0.0,Matches
125,126,Samu Costa,pt POR,MF,Almería,21,2000,22.1,47.0,2.13,37.0,1.0,1.0,2.0,3.0,3.0,3.0,0.14,3.0,0.0,0.0,0.0,0.0,0.0,Matches
126,127,Thibaut Courtois,be BEL,GK,Real Madrid,30,1992,31.0,5.0,0.16,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
127,128,Yan Couto,br BRA,DFMF,Girona,20,2002,12.9,45.0,3.5,35.0,2.0,4.0,1.0,2.0,1.0,4.0,0.31,3.0,1.0,0.0,0.0,0.0,0.0,Matches
128,129,Juan Cruz Armada,es ESP,DF,Osasuna,30,1992,22.9,39.0,1.7,31.0,6.0,0.0,1.0,0.0,1.0,3.0,0.13,2.0,1.0,0.0,0.0,0.0,0.0,Matches
129,130,Juan Cruz,es ESP,FW,Betis,22,2000,2.0,3.0,1.52,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
