,_Rk,_Player,_Nation,_Pos,_Squad,_Age,_Born,PlayingTime_MP,PlayingTime_Min,PlayingTime_Mn/MP,PlayingTime_Min%,PlayingTime_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,TeamSuccess_PPM,TeamSuccess_onG,TeamSuccess_onGA,TeamSuccess_+/-,TeamSuccess_+/-90,TeamSuccess_On-Off,TeamSuccess(xG)_onxG,TeamSuccess(xG)_onxGA,TeamSuccess(xG)_xG+/-,TeamSuccess(xG)_xG+/-90,TeamSuccess(xG)_On-Off,Matches
24,25,Mehmet Aydin,de GER,DFFW,Schalke 04,20,2002,16,567.0,35.0,18.5,6.3,3,78.0,1,13,26.0,9,0.75,5.0,12.0,-7.0,-1.11,-0.06,8.3,9.7,-1.4,-0.22,0.36,Matches
25,26,Ayman Azhil,ma MAR,MF,Leverkusen,21,2001,1,1.0,1.0,0.0,0.0,0,,0,1,1.0,10,3.0,0.0,0.0,0.0,0.0,-0.24,0.0,0.0,0.0,0.0,-0.25,Matches
26,27,Sardar Azmoun,ir IRN,FWMF,Leverkusen,27,1995,23,927.0,40.0,30.3,10.3,8,81.0,3,15,19.0,3,1.22,13.0,17.0,-4.0,-0.39,-0.89,17.8,13.6,4.2,0.41,0.22,Matches
27,28,Sanoussy Ba,de GER,DF,RB Leipzig,18,2004,1,1.0,1.0,0.0,0.0,0,,0,1,1.0,18,3.0,0.0,0.0,0.0,0.0,-0.68,0.0,0.0,0.0,0.0,-0.75,Matches
28,29,Elias Bakatukanda,de GER,MF,Köln,18,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
29,30,Mitchel Bakker,nl NED,DFMF,Leverkusen,22,2000,28,1659.0,59.0,54.2,18.4,19,80.0,11,9,15.0,4,1.5,33.0,28.0,5.0,0.27,0.08,25.1,22.9,2.2,0.12,-0.29,Matches
30,31,Ridle Baku,de GER,DFFW,Wolfsburg,24,1998,33,2580.0,78.0,84.3,28.7,29,86.0,23,4,25.0,0,1.48,52.0,41.0,11.0,0.38,0.76,44.3,42.9,1.4,0.05,0.32,Matches
31,32,Aymen Barkok,ma MAR,MF,Mainz 05,24,1998,23,584.0,25.0,19.1,6.5,3,76.0,0,20,18.0,10,1.43,12.0,11.0,1.0,0.15,0.23,10.6,10.7,0.0,-0.01,0.23,Matches
32,33,Leandro Barreiro Martins,lu LUX,MF,Mainz 05,22,2000,31,2141.0,69.0,70.0,23.8,25,81.0,14,6,21.0,2,1.39,41.0,36.0,5.0,0.21,0.8,34.1,40.1,-6.1,-0.26,-0.22,Matches
33,34,Gil Bastião Dias,pt POR,FW,Stuttgart,25,1996,7,398.0,57.0,13.0,4.4,6,59.0,0,1,45.0,3,0.57,3.0,8.0,-5.0,-1.13,-0.89,3.6,4.5,-1.0,-0.22,-0.33,Matches
34,35,Maximilian Bauer,de GER,DF,Augsburg,22,2000,27,1846.0,68.0,60.3,20.5,20,84.0,17,7,25.0,6,1.11,25.0,41.0,-16.0,-0.78,-0.41,21.0,36.5,-15.5,-0.76,-0.13,Matches
35,36,Oliver Baumann,de GER,GK,Hoffenheim,32,1990,34,3060.0,90.0,100.0,34.0,34,90.0,34,0,,0,1.06,48.0,57.0,-9.0,-0.26,,48.0,51.1,-3.1,-0.09,,Matches
36,37,Timo Baumgartl,de GER,DF,Union Berlin,26,1996,8,562.0,70.0,18.4,6.2,6,82.0,3,2,37.0,9,1.38,7.0,10.0,-3.0,-0.48,-1.06,8.2,8.4,-0.2,-0.02,0.14,Matches
37,38,Julian Baumgartlinger,at AUT,MF,Augsburg,34,1988,16,554.0,35.0,18.1,6.2,3,90.0,3,13,22.0,11,0.69,11.0,17.0,-6.0,-0.97,-0.44,8.4,10.7,-2.4,-0.38,0.4,Matches
38,39,Christoph Baumgartner,at AUT,MFFW,Hoffenheim,22,1999,33,2567.0,78.0,83.9,28.5,33,78.0,14,0,,0,1.09,40.0,49.0,-9.0,-0.32,-0.32,42.0,42.8,-0.8,-0.03,0.38,Matches
39,40,Noah Joel Sarenren Bazee,ng NGA,MFFW,Augsburg,25,1996,2,20.0,10.0,0.7,0.2,0,,0,2,10.0,8,1.5,0.0,0.0,0.0,0.0,0.62,0.2,0.1,0.0,0.16,0.87,Matches
40,41,Luca Bazzoli,de GER,MF,Stuttgart,21,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
41,42,Ihlas Bebou,tg TOG,FWDF,Hoffenheim,28,1994,19,1416.0,75.0,46.3,15.7,17,79.0,6,2,39.0,0,0.95,21.0,25.0,-4.0,-0.25,0.02,19.5,24.9,-5.4,-0.34,-0.47,Matches
42,43,Sheraldo Becker,sr SUR,FW,Union Berlin,27,1995,34,2554.0,75.0,83.5,28.4,33,76.0,4,1,33.0,0,1.82,41.0,32.0,9.0,0.32,-0.39,29.9,36.1,-6.3,-0.22,-0.5,Matches
43,44,Kevin Behrens,de GER,FW,Union Berlin,31,1991,33,1535.0,47.0,50.2,17.1,17,71.0,1,16,21.0,0,1.85,30.0,23.0,7.0,0.41,0.06,18.7,21.5,-2.8,-0.16,-0.05,Matches
44,45,Stefan Bell,de GER,DF,Mainz 05,30,1991,30,2395.0,80.0,78.3,26.6,26,88.0,22,4,30.0,2,1.4,43.0,40.0,3.0,0.11,0.65,36.8,41.9,-5.1,-0.19,0.0,Matches
45,46,Karim Bellarabi,de GER,FWMF,Leverkusen,32,1990,8,85.0,11.0,2.8,0.9,1,45.0,0,7,6.0,8,1.5,0.0,1.0,-1.0,-1.06,-1.33,1.5,2.0,-0.5,-0.54,-0.81,Matches
46,47,Jude Bellingham,eng ENG,MF,Dortmund,19,2003,31,2691.0,87.0,87.9,29.9,30,89.0,28,1,25.0,1,2.06,73.0,40.0,33.0,1.1,-0.36,60.1,39.0,21.0,0.7,-0.98,Matches
47,48,Ramy Bensebaini,dz ALG,DF,Gladbach,27,1995,28,2481.0,89.0,81.1,27.6,28,89.0,22,0,,0,1.43,44.0,39.0,5.0,0.18,1.42,42.2,39.0,3.2,0.12,0.82,Matches
48,49,Tom Berger,de GER,MF,Werder Bremen,21,2001,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
49,50,Mergim Berisha,de GER,FW,Augsburg,24,1998,23,1679.0,73.0,54.9,18.7,20,81.0,9,3,19.0,0,1.22,24.0,32.0,-8.0,-0.43,0.42,22.1,27.1,-5.0,-0.27,0.97,Matches
50,51,Jordan Beyer,de GER,DF,Gladbach,22,2000,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
51,52,Bartosz Białek,pl POL,FW,Wolfsburg,20,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
52,53,Ermin Bičakčić,ba BIH,DF,Hoffenheim,32,1990,9,265.0,29.0,8.7,2.9,0,,0,9,29.0,10,1.11,5.0,11.0,-6.0,-2.04,-1.94,4.1,8.6,-4.6,-1.55,-1.6,Matches
53,54,Tom Bischof,de GER,MFFW,Hoffenheim,17,2005,11,315.0,29.0,10.3,3.5,3,62.0,0,8,16.0,10,0.45,6.0,7.0,-1.0,-0.29,-0.02,5.2,6.2,-1.1,-0.3,-0.24,Matches
54,55,Leonardo Bittencourt,de GER,MFDF,Werder Bremen,28,1993,25,1629.0,65.0,53.2,18.1,22,71.0,4,3,26.0,1,1.12,26.0,27.0,-1.0,-0.06,0.7,18.9,23.5,-4.6,-0.25,0.2,Matches
55,56,Janis Blaswich,de GER,GK,RB Leipzig,31,1991,26,2340.0,90.0,76.5,26.0,26,90.0,26,0,,7,2.0,48.0,29.0,19.0,0.73,0.23,49.3,27.0,22.3,0.86,0.46,Matches
56,57,Daley Blind,nl NED,DFMF,Bayern Munich,32,1990,4,134.0,34.0,4.4,1.5,1,90.0,1,3,15.0,15,2.25,3.0,5.0,-2.0,-1.34,-3.07,2.8,3.6,-0.8,-0.55,-1.74,Matches
57,58,Kevin-Prince Boateng,gh GHA,MF,Hertha BSC,35,1987,16,467.0,29.0,15.3,5.2,5,61.0,0,11,15.0,13,0.44,5.0,12.0,-7.0,-1.35,-0.65,6.1,7.8,-1.7,-0.33,0.33,Matches
58,59,Ben Bobzien,de GER,FW,Mainz 05,19,2003,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
59,60,Jean-Paul Boëtius,nl NED,MF,Hertha BSC,28,1994,21,1050.0,50.0,34.3,11.7,10,74.0,3,11,28.0,3,1.05,13.0,23.0,-10.0,-0.86,-0.1,12.4,22.2,-9.9,-0.85,-0.37,Matches
60,61,Tarsis Bonga,de GER,FWMF,Bochum,25,1997,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
61,62,Yvandro Borges Sanches,lu LUX,FWMF,Gladbach,18,2004,3,28.0,9.0,0.9,0.3,0,,0,3,9.0,10,1.33,1.0,2.0,-1.0,-3.21,-3.15,0.6,0.7,-0.1,-0.17,-0.13,Matches
62,63,Sebastiaan Bornauw,be BEL,DF,Wolfsburg,23,1999,26,1928.0,74.0,63.0,21.4,23,82.0,18,3,11.0,7,1.54,41.0,31.0,10.0,0.47,0.55,32.3,33.0,-0.7,-0.03,-0.09,Matches
63,64,Rafael Borré,co COL,MFFW,Eint Frankfurt,26,1995,32,1078.0,34.0,35.2,12.0,10,68.0,2,22,18.0,1,1.44,13.0,21.0,-8.0,-0.67,-1.3,17.7,18.1,-0.5,-0.04,-0.45,Matches
64,65,Julian Brandt,de GER,MFFW,Dortmund,26,1996,32,2397.0,75.0,78.3,26.6,29,80.0,12,3,27.0,0,2.09,67.0,28.0,39.0,1.46,1.46,55.8,29.0,26.8,1.01,0.86,Matches
65,66,Fabian Bredlow,de GER,GK,Stuttgart,27,1995,15,1350.0,90.0,44.1,15.0,15,90.0,15,0,,18,1.13,23.0,23.0,0.0,0.0,0.63,22.2,20.6,1.6,0.11,0.07,Matches
66,67,Josip Brekalo,hr CRO,MFFW,Wolfsburg,24,1998,6,271.0,45.0,8.9,3.0,3,74.0,0,3,17.0,6,1.17,2.0,5.0,-3.0,-1.0,-1.38,2.1,4.5,-2.4,-0.79,-0.87,Matches
67,68,John Brooks,us USA,DF,Hoffenheim,29,1993,15,1350.0,90.0,44.1,15.0,15,90.0,15,0,,2,1.13,23.0,28.0,-5.0,-0.33,-0.12,19.4,23.2,-3.8,-0.25,-0.29,Matches
68,69,Moritz Broschinski,de GER,FWMF,Bochum,21,2000,11,213.0,19.0,7.0,2.4,0,,0,11,19.0,3,1.09,5.0,4.0,1.0,0.42,1.47,4.9,6.4,-1.6,-0.66,0.1,Matches
69,70,Maximilian Brüll,de GER,GK,Gladbach,19,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
70,71,Cédric Brunner,ch SUI,DF,Schalke 04,28,1994,28,2315.0,83.0,75.7,25.7,28,83.0,18,0,,0,0.79,22.0,54.0,-32.0,-1.24,-0.76,27.8,41.7,-13.9,-0.54,-0.1,Matches
71,72,Jacob Bruun Larsen,dk DEN,FW,Hoffenheim,23,1998,12,328.0,27.0,10.7,3.6,3,67.0,0,9,14.0,5,1.25,5.0,8.0,-3.0,-0.82,-0.63,5.8,6.4,-0.6,-0.16,-0.08,Matches
72,73,Lee Buchanan,eng ENG,DFFW,Werder Bremen,21,2001,21,472.0,22.0,15.4,5.2,2,74.0,0,19,17.0,9,1.0,15.0,8.0,7.0,1.33,2.03,10.0,8.9,1.1,0.21,0.65,Matches
73,74,Marius Bülter,de GER,FWMF,Schalke 04,29,1993,33,2598.0,79.0,84.9,28.9,30,83.0,20,3,34.0,0,0.91,29.0,60.0,-31.0,-1.07,-0.1,34.6,44.2,-9.6,-0.33,1.22,Matches
74,75,Delano Burgzorg,nl NED,FWMF,Mainz 05,23,1998,13,244.0,19.0,8.0,2.7,0,,0,13,19.0,11,1.08,3.0,5.0,-2.0,-0.74,-0.77,3.5,5.1,-1.6,-0.57,-0.42,Matches
75,76,Jonathan Burkardt,de GER,MFFW,Mainz 05,22,2000,11,533.0,48.0,17.4,5.9,7,59.0,0,4,29.0,0,1.18,7.0,12.0,-5.0,-0.84,-0.99,8.5,9.8,-1.3,-0.22,-0.04,Matches
76,77,Oliver Burke,sct SCO,FWMF,Werder Bremen,25,1997,15,268.0,18.0,8.8,3.0,1,58.0,0,14,15.0,3,1.2,11.0,7.0,4.0,1.34,1.89,7.0,8.0,-0.9,-0.31,0.04,Matches
77,78,Jakob Busk,dk DEN,GK,Union Berlin,28,1993,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
78,79,Aurélio Buta,pt POR,DF,Eint Frankfurt,25,1997,18,1318.0,73.0,43.1,14.6,15,83.0,7,3,26.0,1,1.11,19.0,21.0,-2.0,-0.14,-0.55,21.3,17.9,3.4,0.23,-0.04,Matches
79,80,Jamie Bynoe-Gittens,eng ENG,FWMF,Dortmund,17,2004,15,533.0,36.0,17.4,5.9,4,59.0,0,11,27.0,3,2.53,19.0,7.0,12.0,2.03,1.06,12.9,8.4,4.4,0.75,-0.09,Matches
80,81,Anthony Caci,fr FRA,DF,Mainz 05,25,1997,31,2033.0,66.0,66.4,22.6,23,83.0,14,8,16.0,3,1.26,38.0,38.0,0.0,0.0,0.09,32.7,35.8,-3.1,-0.14,0.16,Matches
81,82,Kerim Calhanoglu,de GER,DF,Schalke 04,19,2002,3,63.0,21.0,2.1,0.7,0,,0,3,21.0,1,0.33,0.0,2.0,-2.0,-2.86,-1.84,0.6,2.5,-1.8,-2.63,-2.15,Matches
82,83,Daniel Caligiuri,it ITA,DFMF,Augsburg,34,1988,13,290.0,22.0,9.5,3.2,2,74.0,1,11,13.0,20,0.85,2.0,10.0,-8.0,-2.48,-2.06,1.7,7.8,-6.1,-1.88,-1.3,Matches
83,84,Emre Can,de GER,MF,Dortmund,28,1994,27,1900.0,70.0,62.1,21.1,20,87.0,17,7,24.0,5,1.96,55.0,30.0,25.0,1.18,0.1,46.4,26.9,19.5,0.93,0.28,Matches
84,85,João Cancelo,pt POR,DFFW,Bayern Munich,28,1994,15,1012.0,67.0,33.1,11.2,11,80.0,5,4,32.0,1,2.07,28.0,16.0,12.0,1.07,-0.78,23.1,15.0,8.1,0.72,-0.59,Matches
85,86,Irvin Cardona,fr FRA,MFFW,Augsburg,24,1997,10,318.0,32.0,10.4,3.5,0,,0,10,32.0,2,0.4,6.0,9.0,-3.0,-0.85,-0.26,4.8,8.4,-3.6,-1.03,-0.36,Matches
86,87,Koen Casteels,be BEL,GK,Wolfsburg,30,1992,34,3060.0,90.0,100.0,34.0,34,90.0,34,0,,0,1.44,57.0,48.0,9.0,0.26,,51.3,51.3,0.0,0.0,,Matches
87,88,Julian Chabot,de GER,DF,Köln,24,1998,21,1803.0,86.0,58.9,20.0,21,86.0,18,0,,5,1.38,30.0,24.0,6.0,0.3,1.09,28.7,22.4,6.3,0.31,0.39,Matches
88,89,Timothy Chandler,us USA,DF,Eint Frankfurt,32,1990,6,86.0,14.0,2.8,1.0,0,,0,6,14.0,25,2.17,1.0,5.0,-4.0,-4.19,-4.49,1.2,2.1,-0.9,-0.94,-1.23,Matches
89,90,Justin Che,us USA,DF,Hoffenheim,18,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
90,91,Fabio Chiarodia,it ITA,DF,Werder Bremen,17,2005,3,66.0,22.0,2.2,0.7,1,62.0,0,2,2.0,23,1.33,0.0,1.0,-1.0,-1.36,-1.0,0.3,2.9,-2.6,-3.52,-3.24,Matches
91,92,Oliver Christensen,dk DEN,GK,Hertha BSC,23,1999,33,2970.0,90.0,97.1,33.0,33,90.0,33,0,,1,0.79,40.0,68.0,-28.0,-0.85,-1.85,37.4,56.6,-19.2,-0.58,0.75,Matches
92,93,Darko Churlinov,mk MKD,FW,Stuttgart,22,2000,1,27.0,27.0,0.9,0.3,0,,0,1,27.0,0,1.0,0.0,0.0,0.0,0.0,0.36,0.1,1.1,-1.1,-3.52,-3.62,Matches
93,94,Tolga Ciğerci,tr TUR,MF,Hertha BSC,30,1992,11,672.0,61.0,22.0,7.5,10,63.0,1,1,45.0,1,0.73,7.0,17.0,-10.0,-1.34,-0.7,8.3,10.9,-2.6,-0.35,0.32,Matches
94,95,Caden Clark,us USA,MF,RB Leipzig,19,2003,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
95,96,David Čolina,hr CRO,DFFW,Augsburg,22,2000,7,166.0,24.0,5.4,1.8,0,,0,7,24.0,5,0.14,1.0,6.0,-5.0,-2.71,-2.21,2.7,4.4,-1.7,-0.91,-0.21,Matches
96,97,Kingsley Coman,fr FRA,FWMF,Bayern Munich,26,1996,24,1409.0,59.0,46.0,15.7,16,71.0,2,8,35.0,3,2.17,43.0,11.0,32.0,2.04,0.84,34.3,12.9,21.4,1.37,0.47,Matches
97,98,Danny da Costa,de GER,DF,Mainz 05,29,1993,23,1236.0,54.0,40.4,13.7,14,75.0,5,9,21.0,4,1.35,21.0,22.0,-1.0,-0.07,-0.07,15.9,20.6,-4.7,-0.34,-0.26,Matches
98,99,Soumaïla Coulibaly,fr FRA,DF,Dortmund,18,2003,1,45.0,45.0,1.5,0.5,0,,0,1,45.0,10,1.0,1.0,3.0,-2.0,-4.0,-5.22,0.9,0.7,0.3,0.52,-0.31,Matches
99,100,Tanguy Coulibaly,fr FRA,FWDF,Stuttgart,21,2001,14,326.0,23.0,10.7,3.6,0,,0,14,23.0,8,1.0,11.0,6.0,5.0,1.38,1.94,7.3,4.9,2.5,0.68,0.68,Matches
100,101,Nicolas Cozza,fr FRA,DF,Wolfsburg,23,1999,5,100.0,20.0,3.3,1.1,0,,0,5,20.0,10,2.0,2.0,2.0,0.0,0.0,-0.27,2.8,1.9,0.9,0.8,0.82,Matches
101,102,Moanes Dabbur,il ISR,FW,Hoffenheim,30,1992,21,933.0,44.0,30.5,10.4,8,73.0,2,13,27.0,6,1.29,20.0,16.0,4.0,0.39,0.94,18.0,12.2,5.8,0.56,0.94,Matches
102,103,Finn Dahmen,de GER,GK,Mainz 05,24,1998,8,720.0,90.0,23.5,8.0,8,90.0,8,0,,26,1.38,17.0,16.0,1.0,0.12,0.2,13.2,15.2,-2.0,-0.25,-0.08,Matches
103,104,Mahmoud Dahoud,de GER,MF,Dortmund,26,1996,9,337.0,37.0,11.0,3.7,4,65.0,1,5,15.0,6,2.11,10.0,3.0,7.0,1.87,0.81,7.7,4.0,3.7,0.98,0.18,Matches
104,105,Muhammed Damar,de GER,MF,Hoffenheim,18,2004,6,159.0,27.0,5.2,1.8,1,45.0,0,5,23.0,9,0.33,2.0,5.0,-3.0,-1.7,-1.51,2.9,2.4,0.5,0.28,0.39,Matches
105,106,Márton Dárdai,hu HUN,DFMF,Hertha BSC,20,2002,17,947.0,56.0,30.9,10.5,11,78.0,6,6,15.0,9,1.06,12.0,20.0,-8.0,-0.76,0.05,12.2,18.3,-6.0,-0.57,0.04,Matches
106,107,Vladimír Darida,cz CZE,MF,Hertha BSC,31,1990,3,31.0,10.0,1.0,0.3,0,,0,3,10.0,7,0.67,1.0,1.0,0.0,0.0,0.8,0.1,0.5,-0.4,-1.14,-0.54,Matches
107,108,Alphonso Davies,ca CAN,DF,Bayern Munich,21,2000,26,2042.0,79.0,66.7,22.7,24,82.0,17,2,38.0,0,1.92,59.0,25.0,34.0,1.5,-0.27,47.9,25.0,22.9,1.01,-0.3,Matches
108,109,Thomas Delaney,dk DEN,MF,Hoffenheim,30,1991,6,298.0,50.0,9.7,3.3,4,69.0,1,2,11.0,4,1.0,2.0,11.0,-9.0,-2.72,-2.72,2.2,6.3,-4.1,-1.23,-1.26,Matches
109,110,Kerem Demirbay,de GER,MF,Leverkusen,29,1993,25,1544.0,62.0,50.5,17.2,17,79.0,7,8,26.0,7,1.36,25.0,26.0,-1.0,-0.06,-0.59,27.2,23.5,3.7,0.22,-0.08,Matches
110,111,Ermedin Demirović,ba BIH,FWMF,Augsburg,24,1998,30,2366.0,79.0,77.3,26.3,30,79.0,15,0,,0,1.0,32.0,47.0,-15.0,-0.57,0.21,27.3,41.0,-13.7,-0.52,0.82,Matches
111,112,Sepp van den Berg,nl NED,DF,Schalke 04,20,2001,9,696.0,77.0,22.7,7.7,8,85.0,7,1,14.0,1,1.22,14.0,19.0,-5.0,-0.65,0.53,10.3,15.0,-4.6,-0.6,-0.11,Matches
112,113,Moussa Diaby,fr FRA,FWMF,Leverkusen,23,1999,33,2699.0,82.0,88.2,30.0,33,82.0,16,0,,0,1.52,49.0,39.0,10.0,0.33,0.83,44.9,35.8,9.1,0.3,0.44,Matches
113,114,Abdou Diallo,sn SEN,DFMF,RB Leipzig,26,1996,8,478.0,60.0,15.6,5.3,5,87.0,4,3,14.0,12,2.75,11.0,4.0,7.0,1.32,0.76,9.0,5.4,3.6,0.69,-0.07,Matches
114,115,Justin Diehl,de GER,MFFW,Köln,17,2004,2,17.0,9.0,0.6,0.2,0,,0,2,9.0,2,1.5,0.0,0.0,0.0,0.0,0.15,1.2,0.0,1.2,6.25,6.13,Matches
115,116,Tim-Justin Dietrich,de GER,MF,Werder Bremen,19,2002,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
116,117,Florian Dietz,de GER,FW,Köln,23,1998,11,395.0,36.0,12.9,4.4,4,62.0,0,7,21.0,0,1.27,9.0,10.0,-1.0,-0.23,-0.09,8.4,6.6,1.9,0.43,0.31,Matches
117,118,Florian Dimmer,de GER,GK,Gladbach,17,2005,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
118,119,Junior Dina Ebimbe,fr FRA,DFMF,Eint Frankfurt,21,2000,19,1063.0,56.0,34.7,11.8,10,84.0,4,9,25.0,3,1.79,24.0,19.0,5.0,0.42,0.38,22.3,12.9,9.4,0.8,0.83,Matches
