,_Rk,_Player,_Nation,_Pos,_Squad,_Age,_Born,_90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,_Int,_Tkl+Int,_Clr,_Err,Matches
136,137,Rodrigo De Paul,ar ARG,MF,Atlético Madrid,28,1994,21.4,35.0,21,11.0,18.0,6.0,18.0,35.0,51.4,17.0,20.0,3.0,17.0,8,43.0,7.0,0.0,Matches
137,138,Alberto Del Moral,es ESP,MF,Villarreal,22,2000,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Matches
138,139,Thomas Delaney,dk DEN,MF,Sevilla,30,1991,3.4,4.0,2,0.0,4.0,0.0,3.0,5.0,60.0,2.0,3.0,2.0,1.0,4,8.0,3.0,0.0,Matches
139,140,Fran Delgado,es ESP,DF,Betis,21,2001,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Matches
140,141,Ousmane Dembélé,fr FRA,FW,Barcelona,25,1997,15.7,19.0,12,4.0,8.0,7.0,4.0,15.0,26.7,11.0,10.0,1.0,9.0,0,19.0,2.0,0.0,Matches
141,142,Mouctar Diakhaby,gn GUI,DF,Valencia,25,1996,27.2,30.0,16,19.0,11.0,0.0,13.0,20.0,65.0,7.0,30.0,17.0,13.0,20,50.0,111.0,2.0,Matches
142,143,Mamady Diarra,ml MLI,MFDF,Cádiz,22,2000,0.7,2.0,1,2.0,0.0,0.0,1.0,2.0,50.0,1.0,2.0,0.0,2.0,0,2.0,0.0,0.0,Matches
143,144,Youba Diarra,ml MLI,MF,Cádiz,24,1998,1.1,3.0,0,2.0,1.0,0.0,1.0,5.0,20.0,4.0,7.0,1.0,6.0,2,5.0,3.0,0.0,Matches
144,145,Stole Dimitrievski,mk MKD,GK,Rayo Vallecano,28,1993,36.9,1.0,0,1.0,0.0,0.0,1.0,2.0,50.0,1.0,2.0,0.0,2.0,1,2.0,17.0,3.0,Matches
145,146,Djené,tg TOG,DF,Getafe,30,1991,31.6,41.0,28,23.0,17.0,1.0,22.0,38.0,57.9,16.0,25.0,10.0,15.0,42,83.0,81.0,1.0,Matches
146,147,Marko Dmitrović,rs SRB,GK,Sevilla,30,1992,14.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,6.0,0.0,Matches
147,148,Matt Doherty,ie IRL,DF,Atlético Madrid,30,1992,0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,2.0,0,0.0,0.0,0.0,Matches
148,149,Kasper Dolberg,dk DEN,FW,Sevilla,24,1997,2.2,1.0,0,0.0,1.0,0.0,1.0,3.0,33.3,2.0,0.0,0.0,0.0,0,1.0,5.0,0.0,Matches
149,150,Carlos Dominguez,es ESP,DF,Celta Vigo,21,2001,1.2,1.0,1,0.0,1.0,0.0,1.0,2.0,50.0,1.0,1.0,1.0,0.0,0,1.0,7.0,0.0,Matches
150,151,John Donald,es ESP,MFDF,Elche,21,2000,12.1,20.0,11,9.0,9.0,2.0,7.0,14.0,50.0,7.0,14.0,7.0,7.0,14,34.0,23.0,1.0,Matches
151,152,Domingos Duarte,pt POR,DF,Getafe,27,1995,29.5,26.0,18,21.0,5.0,0.0,19.0,26.0,73.1,7.0,29.0,23.0,6.0,39,65.0,145.0,0.0,Matches
152,153,Pablo Durán,es ESP,MFDF,Celta Vigo,21,2001,0.4,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,1.0,1.0,1,1.0,2.0,0.0,Matches
153,154,Hugo Duro,es ESP,FW,Valencia,22,1999,15.4,15.0,12,2.0,6.0,7.0,7.0,17.0,41.2,10.0,11.0,1.0,10.0,2,17.0,7.0,1.0,Matches
154,155,Íñigo Eguaras,es ESP,MF,Almería,30,1992,10.7,11.0,8,4.0,6.0,1.0,5.0,18.0,27.8,13.0,9.0,3.0,6.0,6,17.0,15.0,0.0,Matches
155,156,Aritz Elustondo,es ESP,DF,Real Sociedad,28,1994,16.1,26.0,17,15.0,10.0,1.0,14.0,26.0,53.8,12.0,15.0,6.0,9.0,20,46.0,43.0,1.0,Matches
156,157,Rodrigo Ely,br BRA,DF,Almería,28,1993,35.1,30.0,21,26.0,4.0,0.0,18.0,25.0,72.0,7.0,46.0,33.0,13.0,31,61.0,203.0,1.0,Matches
157,158,Adri Embarba,es ESP,FWMF,Almería,30,1992,16.4,50.0,27,21.0,26.0,3.0,22.0,46.0,47.8,24.0,23.0,0.0,23.0,9,59.0,9.0,0.0,Matches
158,159,Adri Embarba,es ESP,FW,Espanyol,30,1992,0.4,1.0,0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,0,1.0,0.0,0.0,Matches
159,160,Youssef En-Nesyri,ma MAR,FW,Sevilla,25,1997,18.5,16.0,8,3.0,7.0,6.0,4.0,14.0,28.6,10.0,6.0,2.0,4.0,4,20.0,16.0,0.0,Matches
160,161,Gonzalo Escalante,ar ARG,MF,Cádiz,29,1993,12.5,36.0,24,15.0,20.0,1.0,15.0,29.0,51.7,14.0,18.0,4.0,14.0,17,53.0,26.0,1.0,Matches
161,162,Sergio Escudero,es ESP,DF,Valladolid,32,1989,16.0,33.0,19,21.0,8.0,4.0,15.0,35.0,42.9,20.0,26.0,6.0,20.0,26,59.0,46.0,0.0,Matches
162,163,Alfonso Espino,uy URU,DF,Cádiz,30,1992,34.7,87.0,56,55.0,20.0,12.0,48.0,96.0,50.0,48.0,52.0,11.0,41.0,48,135.0,99.0,3.0,Matches
163,164,Bernardo Espinosa,co COL,DF,Girona,33,1989,13.6,6.0,2,2.0,4.0,0.0,3.0,9.0,33.3,6.0,17.0,10.0,7.0,12,18.0,70.0,2.0,Matches
164,165,Edu Expósito,es ESP,MF,Espanyol,25,1996,12.9,34.0,20,16.0,15.0,3.0,13.0,23.0,56.5,10.0,7.0,0.0,7.0,12,46.0,20.0,0.0,Matches
165,166,Nicolás Ezequiel Fernández,ar ARG,MFDF,Elche,22,2000,5.7,23.0,12,10.0,7.0,6.0,9.0,17.0,52.9,8.0,7.0,0.0,7.0,5,28.0,2.0,1.0,Matches
166,167,Abdessamad Ezzalzouli,ma MAR,FWMF,Osasuna,20,2001,16.7,29.0,19,13.0,12.0,4.0,13.0,23.0,56.5,10.0,20.0,0.0,20.0,4,33.0,6.0,0.0,Matches
167,168,Radamel Falcao,co COL,FWMF,Rayo Vallecano,36,1986,6.8,4.0,4,1.0,3.0,0.0,1.0,8.0,12.5,7.0,5.0,1.0,4.0,2,6.0,10.0,0.0,Matches
168,169,Fali,es ESP,DFMF,Cádiz,28,1993,19.0,27.0,19,19.0,8.0,0.0,18.0,29.0,62.1,11.0,24.0,15.0,9.0,13,40.0,70.0,1.0,Matches
169,170,Mamadou Fall,sn SEN,DF,Villarreal,19,2002,0.3,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0,0.0,1.0,0.0,Matches
170,171,Ansu Fati,es ESP,FW,Barcelona,19,2002,15.5,16.0,9,8.0,4.0,4.0,5.0,18.0,27.8,13.0,19.0,0.0,19.0,5,21.0,6.0,0.0,Matches
171,172,Zouhair Feddal,ma MAR,DF,Valladolid,33,1989,4.2,4.0,2,1.0,3.0,0.0,3.0,4.0,75.0,1.0,9.0,9.0,0.0,5,9.0,27.0,0.0,Matches
172,173,Nabil Fekir,fr FRA,MF,Betis,29,1993,10.7,11.0,5,3.0,3.0,5.0,2.0,9.0,22.2,7.0,6.0,2.0,4.0,1,12.0,0.0,0.0,Matches
173,174,Felipe,br BRA,DF,Atlético Madrid,33,1989,2.2,3.0,2,1.0,2.0,0.0,2.0,4.0,50.0,2.0,2.0,2.0,0.0,0,3.0,7.0,0.0,Matches
174,175,Luiz Felipe,it ITA,DF,Betis,25,1997,19.6,34.0,23,23.0,11.0,0.0,18.0,34.0,52.9,16.0,43.0,24.0,19.0,28,62.0,106.0,0.0,Matches
175,176,João Félix,pt POR,FWMF,Atlético Madrid,22,1999,7.2,10.0,7,2.0,3.0,5.0,1.0,6.0,16.7,5.0,1.0,0.0,1.0,3,13.0,2.0,0.0,Matches
176,177,Kiko Femenía,es ESP,DF,Villarreal,31,1991,12.6,18.0,9,14.0,3.0,1.0,13.0,18.0,72.2,5.0,15.0,6.0,9.0,20,38.0,22.0,0.0,Matches
177,178,Aitor Fernández,es ESP,GK,Osasuna,31,1991,21.0,1.0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2,3.0,17.0,0.0,Matches
178,179,Álex Fernández,es ESP,MFFW,Cádiz,29,1992,17.5,13.0,7,6.0,4.0,3.0,4.0,14.0,28.6,10.0,14.0,1.0,13.0,8,21.0,19.0,0.0,Matches
179,180,Álvaro Fernández,es ESP,GK,Espanyol,24,1998,11.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,7.0,2.0,Matches
180,181,Carlos Fernández,es ESP,FW,Real Sociedad,26,1996,7.0,6.0,4,1.0,3.0,2.0,1.0,15.0,6.7,14.0,1.0,0.0,1.0,1,7.0,4.0,0.0,Matches
181,182,Federico Fernández,ar ARG,DF,Elche,33,1989,1.0,1.0,1,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,2,3.0,12.0,0.0,Matches
182,183,Joaquín Fernández,es ESP,DF,Valladolid,26,1996,24.0,35.0,28,20.0,11.0,4.0,19.0,30.0,63.3,11.0,31.0,22.0,9.0,27,62.0,98.0,1.0,Matches
183,184,Valery Fernández,es ESP,MFDF,Girona,22,1999,10.7,12.0,6,4.0,6.0,2.0,5.0,9.0,55.6,4.0,8.0,1.0,7.0,10,22.0,9.0,1.0,Matches
184,185,Fernando,es ESP,GK,Almería,32,1990,36.5,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,1,1.0,20.0,3.0,Matches
185,186,Fernando,br BRA,MFDF,Sevilla,35,1987,17.5,34.0,23,14.0,17.0,3.0,18.0,30.0,60.0,12.0,21.0,10.0,11.0,24,58.0,29.0,0.0,Matches
186,187,Fidel,es ESP,MFFW,Elche,32,1989,19.0,15.0,10,8.0,5.0,2.0,4.0,38.0,10.5,34.0,9.0,0.0,9.0,5,20.0,8.0,0.0,Matches
187,188,Dimitri Foulquier,fr FRA,DF,Valencia,29,1993,19.3,31.0,19,17.0,8.0,6.0,20.0,28.0,71.4,8.0,19.0,3.0,16.0,14,45.0,40.0,0.0,Matches
188,189,Juan Foyth,ar ARG,DF,Villarreal,24,1998,21.8,73.0,48,49.0,22.0,2.0,41.0,57.0,71.9,16.0,32.0,11.0,21.0,20,93.0,68.0,0.0,Matches
189,190,Iván Fresneda,es ESP,DF,Valladolid,17,2004,19.4,48.0,34,31.0,13.0,4.0,29.0,47.0,61.7,18.0,32.0,8.0,24.0,15,63.0,60.0,0.0,Matches
190,191,Javi Galán,es ESP,DF,Celta Vigo,27,1994,35.1,104.0,72,60.0,40.0,4.0,48.0,98.0,49.0,50.0,54.0,5.0,49.0,41,145.0,63.0,1.0,Matches
191,192,Iñigo Ruiz de Galarreta,es ESP,MF,Mallorca,28,1993,27.2,54.0,38,27.0,23.0,4.0,20.0,52.0,38.5,32.0,26.0,9.0,17.0,30,84.0,19.0,0.0,Matches
192,193,Aleix García,es ESP,MF,Girona,25,1997,26.0,37.0,20,9.0,18.0,10.0,15.0,33.0,45.5,18.0,24.0,8.0,16.0,31,68.0,35.0,1.0,Matches
193,194,Álvaro García,es ESP,FWMF,Rayo Vallecano,29,1992,31.9,49.0,28,21.0,13.0,15.0,11.0,33.0,33.3,22.0,41.0,4.0,37.0,34,83.0,24.0,1.0,Matches
194,195,Borja García,es ESP,MFFW,Girona,31,1990,7.5,10.0,4,7.0,2.0,1.0,2.0,9.0,22.2,7.0,3.0,1.0,2.0,5,15.0,6.0,1.0,Matches
195,196,Carlos García,es ESP,DF,Cádiz,22,2000,0.3,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,2.0,0.0,Matches
196,197,Dani García,es ESP,MF,Athletic Club,32,1990,16.5,46.0,27,17.0,25.0,4.0,29.0,47.0,61.7,18.0,21.0,6.0,15.0,19,65.0,21.0,1.0,Matches
197,198,David García,es ESP,DF,Osasuna,28,1994,29.8,34.0,20,22.0,12.0,0.0,19.0,22.0,86.4,3.0,28.0,13.0,15.0,45,79.0,151.0,0.0,Matches
198,199,Eric García,es ESP,DFMF,Barcelona,21,2001,15.7,24.0,16,16.0,5.0,3.0,9.0,20.0,45.0,11.0,23.0,10.0,13.0,19,43.0,36.0,1.0,Matches
199,200,Fran Garcia,es ESP,DF,Rayo Vallecano,22,1999,37.9,84.0,54,53.0,23.0,8.0,55.0,96.0,57.3,41.0,49.0,8.0,41.0,44,128.0,66.0,0.0,Matches
200,201,Joan García,es ESP,GK,Espanyol,21,2001,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Matches
201,202,Raúl García,es ESP,FWMF,Athletic Club,36,1986,10.7,12.0,8,3.0,4.0,5.0,5.0,15.0,33.3,10.0,13.0,1.0,12.0,6,18.0,9.0,0.0,Matches
202,203,Rubén García,es ESP,FWMF,Osasuna,29,1993,12.9,20.0,11,12.0,4.0,4.0,7.0,24.0,29.2,17.0,14.0,1.0,13.0,12,32.0,13.0,0.0,Matches
203,204,Unai García,es ESP,DF,Osasuna,30,1992,19.0,23.0,13,13.0,8.0,2.0,12.0,17.0,70.6,5.0,23.0,14.0,9.0,19,42.0,60.0,2.0,Matches
204,205,Felix Garreta,es ESP,DF,Betis,18,2004,1.0,1.0,0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,1,2.0,4.0,0.0,Matches
205,206,Aleix Garrido,es ESP,FW,Barcelona,18,2004,0.1,2.0,1,1.0,0.0,1.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,0,2.0,0.0,0.0,Matches
206,207,Sékou Gassama,sn SEN,FW,Valladolid,27,1995,0.4,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Matches
207,208,Gavi,es ESP,MFFW,Barcelona,17,2004,28.1,47.0,31,7.0,30.0,10.0,21.0,55.0,38.2,34.0,32.0,5.0,27.0,18,65.0,22.0,0.0,Matches
208,209,Paulo Gazzaniga,ar ARG,GK,Girona,30,1992,28.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,1.0,9.0,5.0,Matches
209,210,Bryan Gil,es ESP,FWDF,Sevilla,21,2001,10.2,22.0,11,11.0,7.0,4.0,10.0,23.0,43.5,13.0,10.0,0.0,10.0,8,30.0,10.0,0.0,Matches
210,211,David Gil,es ESP,GK,Cádiz,28,1994,4.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,3.0,0.0,Matches
211,212,Óscar Gil,es ESP,DF,Espanyol,25,1997,28.4,63.0,37,38.0,16.0,9.0,32.0,61.0,52.5,29.0,51.0,18.0,33.0,31,94.0,55.0,1.0,Matches
212,213,Álvaro Giménez,es ESP,FW,Cádiz,31,1991,0.2,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Matches
213,214,Dani Gómez,es ESP,MFFW,Espanyol,24,1998,1.0,2.0,1,1.0,1.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,1,3.0,0.0,0.0,Matches
214,215,Maxi Gómez,uy URU,FW,Valencia,25,1996,1.2,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,2.0,0.0,Matches
215,216,Moi Gómez,es ESP,MFFW,Osasuna,28,1994,27.3,26.0,17,9.0,14.0,3.0,15.0,32.0,46.9,17.0,15.0,3.0,12.0,10,36.0,5.0,1.0,Matches
216,217,Papu Gómez,ar ARG,FWMF,Sevilla,34,1988,11.8,6.0,4,3.0,3.0,0.0,2.0,10.0,20.0,8.0,8.0,1.0,7.0,4,10.0,5.0,0.0,Matches
217,218,Sergi Gómez,es ESP,DF,Espanyol,30,1992,26.0,29.0,16,20.0,9.0,0.0,18.0,22.0,81.8,4.0,33.0,19.0,14.0,27,56.0,125.0,1.0,Matches
218,219,Antonio Gomis,es ESP,GK,Atlético Madrid,19,2003,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Matches
219,220,Diego González,es ESP,DF,Elche,27,1995,10.6,12.0,7,9.0,3.0,0.0,7.0,11.0,63.6,4.0,14.0,12.0,2.0,7,19.0,50.0,1.0,Matches
220,221,Édgar González,es ESP,DF,Betis,25,1997,19.7,28.0,19,18.0,7.0,3.0,14.0,27.0,51.9,13.0,12.0,9.0,3.0,21,49.0,120.0,0.0,Matches
221,222,Giovanni González,uy URU,DF,Mallorca,27,1994,10.3,16.0,8,11.0,2.0,3.0,9.0,22.0,40.9,13.0,8.0,2.0,6.0,7,23.0,22.0,0.0,Matches
222,223,Nicolás González,es ESP,MF,Valencia,20,2002,15.6,27.0,15,11.0,13.0,3.0,9.0,25.0,36.0,16.0,21.0,7.0,14.0,19,46.0,16.0,0.0,Matches
223,224,Roberto González,es ESP,FWMF,Betis,21,2001,0.6,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,1.0,0.0,0.0,Matches
224,225,Andoni Gorosabel,es ESP,DF,Real Sociedad,25,1996,19.0,41.0,25,23.0,9.0,9.0,26.0,43.0,60.5,17.0,21.0,2.0,19.0,17,58.0,23.0,0.0,Matches
225,226,José Gragera,es ESP,MFDF,Espanyol,21,2000,5.1,19.0,9,11.0,6.0,2.0,6.0,11.0,54.5,5.0,10.0,4.0,6.0,7,26.0,18.0,0.0,Matches
226,227,Ivo Grbić,hr CRO,GK,Atlético Madrid,26,1996,10.2,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,9.0,1.0,Matches
227,228,Dominik Greif,sk SVK,GK,Mallorca,25,1997,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Matches
228,229,Clément Grenier,fr FRA,MF,Mallorca,31,1991,8.0,20.0,8,6.0,12.0,2.0,10.0,20.0,50.0,10.0,9.0,1.0,8.0,6,26.0,7.0,0.0,Matches
229,230,Antoine Griezmann,fr FRA,FWMF,Atlético Madrid,31,1991,31.8,49.0,34,15.0,23.0,11.0,20.0,66.0,30.3,46.0,34.0,3.0,31.0,24,73.0,31.0,0.0,Matches
230,231,Andrés Guardado,mx MEX,MF,Betis,35,1986,15.3,41.0,25,17.0,20.0,4.0,18.0,43.0,41.9,25.0,14.0,5.0,9.0,23,64.0,29.0,0.0,Matches
231,232,Sergi Guardiola,es ESP,FW,Valladolid,31,1991,5.6,12.0,7,6.0,5.0,1.0,2.0,4.0,50.0,2.0,6.0,0.0,6.0,2,14.0,7.0,0.0,Matches
232,233,Sergi Guardiola,es ESP,FW,Cádiz,31,1991,12.9,9.0,7,0.0,6.0,3.0,3.0,12.0,25.0,9.0,5.0,0.0,5.0,3,12.0,7.0,0.0,Matches
233,234,Nemanja Gudelj,rs SRB,DFMF,Sevilla,30,1991,30.9,43.0,33,22.0,18.0,3.0,20.0,33.0,60.6,13.0,39.0,29.0,10.0,34,77.0,102.0,1.0,Matches
234,235,Javier Guerra,es ESP,MF,Valencia,19,2003,6.7,16.0,13,7.0,4.0,5.0,9.0,20.0,45.0,11.0,8.0,1.0,7.0,11,27.0,9.0,0.0,Matches
235,236,Ander Guevara,es ESP,MF,Real Sociedad,25,1997,2.5,5.0,2,2.0,2.0,1.0,1.0,4.0,25.0,3.0,6.0,1.0,5.0,2,7.0,3.0,0.0,Matches
236,237,Pape Gueye,sn SEN,MF,Sevilla,23,1999,13.0,37.0,22,13.0,21.0,3.0,16.0,33.0,48.5,17.0,21.0,5.0,16.0,22,59.0,10.0,0.0,Matches
237,238,Hugo Guillamón,es ESP,MF,Valencia,22,2000,18.1,20.0,12,10.0,8.0,2.0,8.0,24.0,33.3,16.0,14.0,2.0,12.0,19,39.0,30.0,2.0,Matches
238,239,Gerard Gumbau,es ESP,MF,Elche,27,1994,30.4,44.0,25,17.0,23.0,4.0,18.0,51.0,35.3,33.0,32.0,8.0,24.0,28,72.0,40.0,0.0,Matches
239,240,Gorka Guruzeta,es ESP,FW,Athletic Club,25,1996,15.8,24.0,20,6.0,12.0,6.0,11.0,24.0,45.8,13.0,23.0,2.0,21.0,4,28.0,8.0,0.0,Matches
240,241,Raúl Guti,es ESP,MF,Elche,25,1996,12.4,18.0,12,8.0,9.0,1.0,8.0,18.0,44.4,10.0,10.0,3.0,7.0,8,26.0,6.0,0.0,Matches
241,242,Miguel Gutiérrez,es ESP,DF,Girona,21,2001,26.6,41.0,23,23.0,13.0,5.0,23.0,37.0,62.2,14.0,23.0,5.0,18.0,18,59.0,42.0,1.0,Matches
242,243,Munir El Haddadi,ma MAR,MFFW,Getafe,26,1995,12.8,12.0,7,3.0,7.0,2.0,2.0,10.0,20.0,8.0,23.0,2.0,21.0,9,21.0,7.0,0.0,Matches
243,244,Dennis Hadzikadunic,ba BIH,DF,Mallorca,24,1998,6.8,9.0,6,4.0,5.0,0.0,4.0,4.0,100.0,0.0,5.0,4.0,1.0,3,12.0,27.0,0.0,Matches
244,245,Haissem Hassan,fr FRA,FWMF,Villarreal,20,2002,0.6,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1,1.0,0.0,0.0,Matches
245,246,Eden Hazard,be BEL,FW,Real Madrid,31,1991,2.2,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,1,1.0,0.0,0.0,Matches
246,247,Luiz Henrique,br BRA,FW,Betis,21,2001,20.1,48.0,34,27.0,15.0,6.0,20.0,44.0,45.5,24.0,22.0,0.0,22.0,14,62.0,17.0,0.0,Matches
247,248,Mario Hermoso,es ESP,DF,Atlético Madrid,27,1995,23.4,22.0,15,14.0,6.0,2.0,9.0,30.0,30.0,21.0,19.0,9.0,10.0,19,41.0,85.0,1.0,Matches
248,249,Javi Hernández ,es ESP,DF,Girona,24,1998,12.4,21.0,12,12.0,7.0,2.0,13.0,21.0,61.9,8.0,10.0,5.0,5.0,7,28.0,38.0,0.0,Matches
249,250,Aridane Hernández,es ESP,DF,Osasuna,33,1989,19.9,21.0,15,17.0,4.0,0.0,12.0,25.0,48.0,13.0,34.0,21.0,13.0,28,49.0,96.0,1.0,Matches
250,251,Luis Hernández,es ESP,DF,Cádiz,33,1989,35.0,33.0,21,25.0,7.0,1.0,22.0,36.0,61.1,14.0,31.0,24.0,7.0,31,64.0,145.0,0.0,Matches
251,252,Mario Hernández,es ESP,DF,Rayo Vallecano,23,1999,1.1,3.0,2,2.0,1.0,0.0,3.0,7.0,42.9,4.0,2.0,0.0,2.0,2,5.0,0.0,0.0,Matches
252,253,Jorge Herrando,es ESP,DF,Osasuna,21,2001,0.3,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0,0.0,3.0,0.0,Matches
253,254,Ander Herrera,es ESP,MF,Athletic Club,32,1989,7.7,18.0,10,8.0,7.0,3.0,6.0,18.0,33.3,12.0,12.0,3.0,9.0,11,29.0,12.0,0.0,Matches
254,255,Sergio Herrera,es ESP,GK,Osasuna,29,1993,17.0,2.0,0,2.0,0.0,0.0,2.0,2.0,100.0,0.0,1.0,0.0,1.0,1,3.0,6.0,2.0,Matches
255,256,Yangel Herrera,ve VEN,MFFW,Girona,24,1998,10.7,26.0,9,9.0,14.0,3.0,6.0,15.0,40.0,9.0,14.0,1.0,13.0,4,30.0,12.0,0.0,Matches
256,257,Omar El Hilali,ma MAR,DFMF,Espanyol,18,2003,1.0,3.0,2,3.0,0.0,0.0,1.0,2.0,50.0,1.0,1.0,0.0,1.0,1,4.0,6.0,0.0,Matches
257,258,Martin Hongla,cm CMR,DFMF,Valladolid,24,1998,14.5,18.0,13,13.0,5.0,0.0,11.0,21.0,52.4,10.0,15.0,12.0,3.0,8,26.0,46.0,1.0,Matches
258,259,Pablo Ibáñez,es ESP,MF,Osasuna,23,1998,11.8,29.0,13,7.0,17.0,5.0,12.0,35.0,34.3,23.0,19.0,2.0,17.0,8,37.0,24.0,0.0,Matches
259,260,Iglesias,es ESP,DFMF,Getafe,24,1998,23.8,61.0,35,40.0,18.0,3.0,33.0,65.0,50.8,32.0,40.0,5.0,35.0,21,82.0,91.0,1.0,Matches
260,261,Borja Iglesias,es ESP,FW,Betis,29,1993,26.3,8.0,4,3.0,3.0,2.0,2.0,13.0,15.4,11.0,9.0,1.0,8.0,1,9.0,17.0,0.0,Matches
261,262,Asier Illarramendi,es ESP,MF,Real Sociedad,32,1990,12.0,36.0,18,10.0,22.0,4.0,16.0,44.0,36.4,28.0,27.0,8.0,19.0,18,54.0,20.0,0.0,Matches
262,263,Alexander Isak,se SWE,FW,Real Sociedad,22,1999,1.7,1.0,1,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,1.0,2.0,0.0,Matches
263,264,Isco,es ESP,MFFW,Sevilla,30,1992,8.9,15.0,9,6.0,5.0,4.0,8.0,14.0,57.1,6.0,3.0,0.0,3.0,10,25.0,3.0,0.0,Matches
264,265,Diego Iturralde,es ESP,DF,Sevilla,19,2003,0.5,1.0,0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0,1.0,1.0,0.0,Matches
265,266,Nicolas Jackson,sn SEN,FW,Villarreal,21,2001,17.8,14.0,11,2.0,10.0,2.0,2.0,8.0,25.0,6.0,18.0,2.0,16.0,2,16.0,4.0,0.0,Matches
266,267,Adnan Januzaj,be BEL,FW,Sevilla,27,1995,0.5,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,1.0,0.0,0.0,Matches
267,268,Luis Javier Suárez,co COL,FW,Almería,24,1997,16.6,17.0,11,5.0,6.0,6.0,6.0,26.0,23.1,20.0,13.0,3.0,10.0,3,20.0,10.0,0.0,Matches
268,269,Joaquín,es ESP,MFFW,Betis,41,1981,5.5,3.0,3,2.0,1.0,0.0,1.0,3.0,33.3,2.0,7.0,2.0,5.0,4,7.0,5.0,0.0,Matches
269,270,Frenkie de Jong,nl NED,MF,Barcelona,25,1997,28.2,46.0,26,16.0,21.0,9.0,17.0,41.0,41.5,24.0,11.0,1.0,10.0,35,81.0,22.0,1.0,Matches
270,271,Joan Jordán,es ESP,MF,Sevilla,28,1994,17.7,32.0,17,13.0,17.0,2.0,16.0,38.0,42.1,22.0,14.0,7.0,7.0,16,48.0,14.0,2.0,Matches
271,272,Josan,es ESP,DFMF,Elche,32,1989,12.0,25.0,20,20.0,5.0,0.0,14.0,27.0,51.9,13.0,8.0,0.0,8.0,7,32.0,15.0,1.0,Matches
272,273,Willian José,br BRA,FW,Betis,30,1991,8.1,9.0,6,6.0,3.0,0.0,4.0,9.0,44.4,5.0,4.0,0.0,4.0,1,10.0,15.0,0.0,Matches
273,274,Joselu,es ESP,FW,Espanyol,32,1990,33.2,13.0,11,3.0,4.0,6.0,4.0,17.0,23.5,13.0,25.0,4.0,21.0,8,21.0,43.0,0.0,Matches
