,_Rk,_Player,_Nation,_Pos,_Squad,_Age,_Born,_90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,_Int,_Tkl+Int,_Clr,_Err,Matches
12,13,Nadiem Amiri,de GER,MFFW,Leverkusen,25,1996,10.9,15,6,5,8,2,9,20,45.0,11,12,1,11,6,21,10,2,Matches
13,14,Robert Andrich,de GER,MF,Leverkusen,27,1994,26.7,61,38,30,27,4,26,45,57.8,19,27,9,18,42,103,55,2,Matches
14,15,Angeliño,es ESP,DF,Hoffenheim,25,1997,29.1,40,24,19,18,3,23,37,62.2,14,32,6,26,25,65,67,0,Matches
15,16,Waldemar Anton,de GER,DF,Stuttgart,26,1996,32.6,49,27,27,19,3,27,51,52.9,24,44,16,28,38,87,123,2,Matches
16,17,Christopher Antwi-Adjei,gh GHA,FWMF,Bochum,28,1994,22.0,23,15,7,8,8,10,29,34.5,19,17,0,17,5,28,16,0,Matches
17,18,Charles Aránguiz,cl CHI,MF,Leverkusen,33,1989,5.5,17,7,7,10,0,12,20,60.0,8,4,0,4,7,24,4,0,Matches
18,19,Maximilian Arnold,de GER,MF,Wolfsburg,28,1994,30.7,62,31,25,28,9,28,54,51.9,26,34,11,23,26,88,65,2,Matches
19,20,Takuma Asano,jp JPN,FWMF,Bochum,27,1994,19.0,14,9,4,4,6,7,16,43.8,9,17,1,16,8,22,8,0,Matches
20,21,Fisnik Asllani,xk KVX,FW,Hoffenheim,19,2002,1.9,0,0,0,0,0,0,4,0.0,4,2,0,2,3,3,3,0,Matches
21,22,Mehmet Aydin,de GER,DFFW,Schalke 04,20,2002,6.3,25,18,14,9,2,11,24,45.8,13,11,0,11,10,35,15,0,Matches
22,23,Ayman Azhil,ma MAR,MF,Leverkusen,21,2001,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
23,24,Sardar Azmoun,ir IRN,FWMF,Leverkusen,27,1995,10.3,6,3,1,4,1,1,7,14.3,6,4,0,4,2,8,14,0,Matches
24,25,Sanoussy Ba,de GER,DF,RB Leipzig,18,2004,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
25,26,Mitchel Bakker,nl NED,DFMF,Leverkusen,22,2000,18.4,16,8,9,7,0,6,15,40.0,9,20,2,18,15,31,20,2,Matches
26,27,Ridle Baku,de GER,DFFW,Wolfsburg,24,1998,28.7,50,26,29,17,4,32,58,55.2,26,44,6,38,21,71,59,0,Matches
27,28,Aymen Barkok,ma MAR,MF,Mainz 05,24,1998,6.5,18,8,10,5,3,5,10,50.0,5,7,0,7,3,21,9,0,Matches
28,29,Leandro Barreiro Martins,lu LUX,MF,Mainz 05,22,2000,23.8,60,38,19,28,13,22,49,44.9,27,38,13,25,41,101,39,1,Matches
29,30,Gil Bastião Dias,pt POR,FW,Stuttgart,25,1996,4.4,8,6,3,4,1,3,12,25.0,9,7,0,7,2,10,3,0,Matches
30,31,Maximilian Bauer,de GER,DF,Augsburg,22,2000,20.5,31,17,18,12,1,17,34,50.0,17,25,9,16,23,54,79,1,Matches
31,32,Oliver Baumann,de GER,GK,Hoffenheim,32,1990,34.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,15,1,Matches
32,33,Timo Baumgartl,de GER,DF,Union Berlin,26,1996,6.2,11,6,5,4,2,5,18,27.8,13,12,4,8,2,13,14,0,Matches
33,34,Julian Baumgartlinger,at AUT,MF,Augsburg,34,1988,6.2,15,4,5,6,4,6,19,31.6,13,4,2,2,4,19,15,0,Matches
34,35,Christoph Baumgartner,at AUT,MFFW,Hoffenheim,22,1999,28.5,36,19,12,17,7,9,52,17.3,43,57,5,52,15,51,19,1,Matches
35,36,Noah Joel Sarenren Bazee,ng NGA,MFFW,Augsburg,25,1996,0.2,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0,Matches
36,37,Ihlas Bebou,tg TOG,FWDF,Hoffenheim,28,1994,15.7,19,16,8,7,4,11,17,64.7,6,9,2,7,7,26,15,0,Matches
37,38,Sheraldo Becker,sr SUR,FW,Union Berlin,27,1995,28.4,15,5,1,7,7,2,11,18.2,9,13,1,12,3,18,7,1,Matches
38,39,Kevin Behrens,de GER,FW,Union Berlin,31,1991,17.1,11,7,4,4,3,4,18,22.2,14,18,3,15,5,16,25,0,Matches
39,40,Stefan Bell,de GER,DF,Mainz 05,30,1991,26.6,43,28,32,10,1,22,44,50.0,22,42,15,27,44,87,133,0,Matches
40,41,Karim Bellarabi,de GER,FWMF,Leverkusen,32,1990,0.9,2,0,1,1,0,2,3,66.7,1,0,0,0,0,2,0,0,Matches
41,42,Jude Bellingham,eng ENG,MF,Dortmund,19,2003,29.9,76,42,28,34,14,34,51,66.7,17,51,4,47,35,111,30,0,Matches
42,43,Ramy Bensebaini,dz ALG,DF,Gladbach,27,1995,27.6,34,21,21,10,3,26,39,66.7,13,44,14,30,36,70,98,1,Matches
43,44,Mergim Berisha,de GER,FW,Augsburg,24,1998,18.7,11,6,4,3,4,4,14,28.6,10,16,1,15,0,11,19,0,Matches
44,45,Ermin Bičakčić,ba BIH,DF,Hoffenheim,32,1990,2.9,8,4,6,1,1,2,6,33.3,4,4,3,1,5,13,14,0,Matches
45,46,Tom Bischof,de GER,MFFW,Hoffenheim,17,2005,3.5,15,10,8,3,4,7,10,70.0,3,5,1,4,1,16,1,0,Matches
46,47,Leonardo Bittencourt,de GER,MFDF,Werder Bremen,28,1993,18.1,53,28,20,25,8,25,62,40.3,37,13,0,13,10,63,15,0,Matches
47,48,Janis Blaswich,de GER,GK,RB Leipzig,31,1991,26.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,10,0,Matches
48,49,Daley Blind,nl NED,DFMF,Bayern Munich,32,1990,1.5,2,0,2,0,0,0,1,0.0,1,4,2,2,2,4,6,0,Matches
49,50,Kevin-Prince Boateng,gh GHA,MF,Hertha BSC,35,1987,5.2,8,6,4,2,2,3,9,33.3,6,11,3,8,3,11,5,0,Matches
50,51,Jean-Paul Boëtius,nl NED,MF,Hertha BSC,28,1994,11.7,30,16,19,9,2,8,25,32.0,17,25,5,20,14,44,10,0,Matches
51,52,Yvandro Borges Sanches,lu LUX,FWMF,Gladbach,18,2004,0.3,2,2,0,2,0,2,2,100.0,0,0,0,0,0,2,0,0,Matches
52,53,Sebastiaan Bornauw,be BEL,DF,Wolfsburg,23,1999,21.4,29,17,17,10,2,16,22,72.7,6,27,12,15,31,60,83,1,Matches
53,54,Rafael Borré,co COL,MFFW,Eint Frankfurt,26,1995,12.0,25,15,4,13,8,4,17,23.5,13,10,2,8,2,27,9,0,Matches
54,55,Julian Brandt,de GER,MFFW,Dortmund,26,1996,26.6,29,20,6,14,9,12,43,27.9,31,23,0,23,15,44,9,1,Matches
55,56,Fabian Bredlow,de GER,GK,Stuttgart,27,1995,15.0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,4,2,Matches
56,57,Josip Brekalo,hr CRO,MFFW,Wolfsburg,24,1998,3.0,2,1,2,0,0,0,4,0.0,4,0,0,0,2,4,2,0,Matches
57,58,John Brooks,us USA,DF,Hoffenheim,29,1993,15.0,18,12,10,8,0,13,18,72.2,5,17,12,5,10,28,105,0,Matches
58,59,Moritz Broschinski,de GER,FWMF,Bochum,21,2000,2.4,0,0,0,0,0,0,5,0.0,5,1,0,1,0,0,6,0,Matches
59,60,Cédric Brunner,ch SUI,DF,Schalke 04,28,1994,25.7,39,27,26,11,2,30,45,66.7,15,24,7,17,43,82,79,0,Matches
60,61,Jacob Bruun Larsen,dk DEN,FW,Hoffenheim,23,1998,3.6,4,3,0,1,3,3,4,75.0,1,3,1,2,1,5,0,0,Matches
61,62,Lee Buchanan,eng ENG,DFFW,Werder Bremen,21,2001,5.2,14,10,2,11,1,6,12,50.0,6,5,0,5,12,26,21,0,Matches
62,63,Marius Bülter,de GER,FWMF,Schalke 04,29,1993,28.9,22,11,8,7,7,12,32,37.5,20,34,1,33,10,32,20,0,Matches
63,64,Delano Burgzorg,nl NED,FWMF,Mainz 05,23,1998,2.7,3,3,1,1,1,2,3,66.7,1,2,0,2,0,3,2,0,Matches
64,65,Jonathan Burkardt,de GER,MFFW,Mainz 05,22,2000,5.9,3,1,0,1,2,1,4,25.0,3,6,1,5,1,4,1,0,Matches
65,66,Oliver Burke,sct SCO,FWMF,Werder Bremen,25,1997,3.0,1,0,0,0,1,0,0,,0,2,0,2,0,1,0,0,Matches
66,67,Aurélio Buta,pt POR,DF,Eint Frankfurt,25,1997,14.6,33,19,15,13,5,15,27,55.6,12,18,1,17,9,42,34,0,Matches
67,68,Jamie Bynoe-Gittens,eng ENG,FWMF,Dortmund,17,2004,5.9,8,4,2,5,1,2,7,28.6,5,1,0,1,1,9,2,0,Matches
68,69,Anthony Caci,fr FRA,DF,Mainz 05,25,1997,22.6,58,33,32,20,6,28,42,66.7,14,28,4,24,54,112,40,0,Matches
69,70,Kerim Calhanoglu,de GER,DF,Schalke 04,19,2002,0.7,2,1,2,0,0,2,2,100.0,0,1,0,1,0,2,3,0,Matches
70,71,Daniel Caligiuri,it ITA,DFMF,Augsburg,34,1988,3.2,8,5,5,3,0,4,5,80.0,1,3,2,1,3,11,2,0,Matches
71,72,Emre Can,de GER,MF,Dortmund,28,1994,21.1,57,28,25,27,5,22,43,51.2,21,16,6,10,25,82,39,1,Matches
72,73,João Cancelo,pt POR,DFFW,Bayern Munich,28,1994,11.2,23,14,9,10,4,10,23,43.5,13,14,2,12,15,38,22,0,Matches
73,74,Irvin Cardona,fr FRA,MFFW,Augsburg,24,1997,3.5,1,1,1,0,0,1,5,20.0,4,3,0,3,4,5,8,0,Matches
74,75,Koen Casteels,be BEL,GK,Wolfsburg,30,1992,34.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,10,1,Matches
75,76,Julian Chabot,de GER,DF,Köln,24,1998,20.0,36,23,19,14,3,20,35,57.1,15,30,18,12,41,77,105,0,Matches
76,77,Timothy Chandler,us USA,DF,Eint Frankfurt,32,1990,1.0,2,2,2,0,0,2,2,100.0,0,1,0,1,0,2,3,0,Matches
77,78,Fabio Chiarodia,it ITA,DF,Werder Bremen,17,2005,0.7,0,0,0,0,0,0,0,,0,1,0,1,2,2,4,0,Matches
78,79,Oliver Christensen,dk DEN,GK,Hertha BSC,23,1999,33.0,1,0,1,0,0,0,2,0.0,2,0,0,0,0,1,22,2,Matches
79,80,Darko Churlinov,mk MKD,FW,Stuttgart,22,2000,0.3,3,2,2,1,0,2,3,66.7,1,1,0,1,0,3,0,0,Matches
80,81,Tolga Ciğerci,tr TUR,MF,Hertha BSC,30,1992,7.5,16,13,6,9,1,10,16,62.5,6,6,2,4,8,24,5,0,Matches
81,82,David Čolina,hr CRO,DFFW,Augsburg,22,2000,1.8,4,1,1,1,2,2,2,100.0,0,8,0,8,4,8,3,0,Matches
82,83,Kingsley Coman,fr FRA,FWMF,Bayern Munich,26,1996,15.7,11,8,3,5,3,7,17,41.2,10,19,1,18,2,13,7,0,Matches
83,84,Danny da Costa,de GER,DF,Mainz 05,29,1993,13.7,20,16,7,8,5,12,20,60.0,8,22,3,19,9,29,26,0,Matches
84,85,Soumaïla Coulibaly,fr FRA,DF,Dortmund,18,2003,0.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,Matches
85,86,Tanguy Coulibaly,fr FRA,FWDF,Stuttgart,21,2001,3.6,12,9,9,1,2,5,12,41.7,7,10,0,10,3,15,0,0,Matches
86,87,Nicolas Cozza,fr FRA,DF,Wolfsburg,23,1999,1.1,3,3,1,2,0,2,3,66.7,1,3,1,2,0,3,0,0,Matches
87,88,Moanes Dabbur,il ISR,FW,Hoffenheim,30,1992,10.4,11,8,4,5,2,3,9,33.3,6,8,0,8,5,16,0,0,Matches
88,89,Finn Dahmen,de GER,GK,Mainz 05,24,1998,8.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,Matches
89,90,Mahmoud Dahoud,de GER,MF,Dortmund,26,1996,3.7,11,9,3,4,4,7,7,100.0,0,6,2,4,7,18,3,0,Matches
90,91,Muhammed Damar,de GER,MF,Hoffenheim,18,2004,1.8,6,3,1,2,3,1,2,50.0,1,3,0,3,0,6,0,0,Matches
91,92,Márton Dárdai,hu HUN,DFMF,Hertha BSC,20,2002,10.5,17,8,9,8,0,9,18,50.0,9,14,9,5,11,28,45,1,Matches
92,93,Vladimír Darida,cz CZE,MF,Hertha BSC,31,1990,0.3,1,1,0,1,0,0,0,,0,1,0,1,0,1,0,0,Matches
93,94,Alphonso Davies,ca CAN,DF,Bayern Munich,21,2000,22.7,45,28,25,13,7,18,39,46.2,21,28,4,24,24,69,24,4,Matches
94,95,Thomas Delaney,dk DEN,MF,Hoffenheim,30,1991,3.3,6,3,3,2,1,3,8,37.5,5,5,0,5,1,7,4,0,Matches
95,96,Kerem Demirbay,de GER,MF,Leverkusen,29,1993,17.2,36,18,16,17,3,18,34,52.9,16,26,6,20,16,52,11,0,Matches
96,97,Ermedin Demirović,ba BIH,FWMF,Augsburg,24,1998,26.3,31,14,9,12,10,9,22,40.9,13,31,4,27,14,45,37,0,Matches
97,98,Sepp van den Berg,nl NED,DF,Schalke 04,20,2001,7.7,5,4,2,2,1,1,4,25.0,3,8,5,3,13,18,33,2,Matches
98,99,Moussa Diaby,fr FRA,FWMF,Leverkusen,23,1999,30.0,14,8,4,8,2,7,14,50.0,7,8,0,8,5,19,3,0,Matches
99,100,Abdou Diallo,sn SEN,DFMF,RB Leipzig,26,1996,5.3,6,5,5,1,0,1,3,33.3,2,8,5,3,8,14,22,0,Matches
100,101,Justin Diehl,de GER,MFFW,Köln,17,2004,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
101,102,Florian Dietz,de GER,FW,Köln,23,1998,4.4,2,1,0,2,0,1,4,25.0,3,4,1,3,0,2,2,0,Matches
102,103,Junior Dina Ebimbe,fr FRA,DFMF,Eint Frankfurt,21,2000,11.8,30,19,16,14,0,16,33,48.5,17,18,5,13,11,41,20,0,Matches
103,104,Eren Dinkçi,de GER,FWMF,Werder Bremen,20,2001,2.6,5,5,2,1,2,2,6,33.3,4,2,0,2,0,5,2,0,Matches
104,105,Ritsu Doan,jp JPN,MFFW,Freiburg,24,1998,26.9,61,29,19,29,13,25,54,46.3,29,40,1,39,14,75,12,0,Matches
105,106,Danilho Doekhi,nl NED,DF,Union Berlin,24,1998,24.6,38,23,21,17,0,14,26,53.8,12,27,12,15,29,67,93,0,Matches
106,107,Kasper Dolberg,dk DEN,FWMF,Hoffenheim,24,1997,4.5,7,5,1,4,2,4,6,66.7,2,6,2,4,0,7,5,0,Matches
107,108,Niklas Dorsch,de GER,MF,Augsburg,24,1998,5.4,21,12,8,11,2,9,16,56.3,7,9,3,6,6,27,9,0,Matches
108,109,Dion Drena Beljo,hr CRO,FW,Augsburg,20,2002,12.5,7,6,3,2,2,2,13,15.4,11,15,2,13,1,8,14,0,Matches
109,110,Dominick Drexler,de GER,MFFW,Schalke 04,32,1990,15.2,25,17,12,10,3,9,22,40.9,13,18,2,16,8,33,12,0,Matches
110,111,Marvin Ducksch,de GER,FW,Werder Bremen,28,1994,31.7,8,3,2,4,2,3,16,18.8,13,13,2,11,9,17,41,1,Matches
111,112,Ondrej Duda,sk SVK,MF,Köln,27,1994,7.7,9,8,2,5,2,4,11,36.4,7,7,1,6,2,11,3,0,Matches
112,113,Julien Duranville,be BEL,MF,Dortmund,16,2006,0.3,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0,Matches
113,114,Maximilian Eggestein,de GER,MF,Freiburg,25,1996,27.2,51,29,21,24,6,17,35,48.6,18,37,8,29,36,87,27,0,Matches
114,115,Lilian Egloff,de GER,MFFW,Stuttgart,19,2002,2.7,12,10,4,5,3,4,6,66.7,2,2,0,2,1,13,1,0,Matches
115,116,Kingsley Ehizibue,nl NED,DF,Köln,27,1995,0.7,0,0,0,0,0,0,0,,0,1,0,1,2,2,1,0,Matches
116,117,Julian Eitschberger,de GER,FW,Hertha BSC,18,2004,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
117,118,Chidera Ejuke,ng NGA,FWMF,Hertha BSC,24,1998,9.9,5,4,1,4,0,1,5,20.0,4,4,0,4,4,9,1,0,Matches
118,119,Nico Elvedi,ch SUI,DF,Gladbach,25,1996,31.4,46,24,32,12,2,27,41,65.9,14,31,16,15,35,81,149,3,Matches
119,120,Wataru Endo,jp JPN,MF,Stuttgart,29,1993,32.5,70,37,30,31,9,38,85,44.7,47,44,6,38,26,96,63,0,Matches
120,121,Arne Engels,be BEL,MF,Augsburg,18,2003,16.0,20,9,9,10,1,8,19,42.1,11,17,5,12,15,35,12,1,Matches
121,122,Tjark Ernst,de GER,GK,Hertha BSC,19,2003,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
122,123,Kimberly Ezekwem,de GER,DF,Freiburg,21,2001,0.1,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
123,124,Ralf Fährmann,de GER,GK,Schalke 04,33,1988,11.4,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,10,2,Matches
124,125,Ohis Felix Uduokhai,de GER,DF,Augsburg,24,1997,16.1,30,20,14,13,3,15,29,51.7,14,27,14,13,29,59,61,1,Matches
125,126,Edimilson Fernandes,ch SUI,DF,Mainz 05,26,1996,27.1,35,25,26,5,4,18,34,52.9,16,37,16,21,54,89,87,2,Matches
126,127,Kilian Fischer,de GER,DFFW,Wolfsburg,21,2000,5.6,9,6,3,4,2,6,11,54.5,5,6,0,6,5,14,18,0,Matches
127,128,Mark Flekken,nl NED,GK,Freiburg,29,1993,34.0,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,9,5,Matches
128,129,Florian Flick,de GER,MF,Schalke 04,22,2000,5.7,12,3,7,5,0,4,14,28.6,10,9,3,6,4,16,18,0,Matches
129,130,Emil Forsberg,se SWE,MFFW,RB Leipzig,30,1991,16.5,16,11,1,8,7,6,20,30.0,14,25,2,23,3,19,7,0,Matches
130,131,Philipp Förster,de GER,MF,Bochum,27,1995,14.5,31,19,11,15,5,12,40,30.0,28,22,0,22,6,37,6,0,Matches
131,132,Timothy Fosu-Mensah,nl NED,DF,Leverkusen,24,1998,2.1,7,5,3,3,1,4,4,100.0,0,2,0,2,0,7,1,0,Matches
132,133,Raphael Framberger,de GER,DFFW,Augsburg,26,1995,2.0,10,6,6,4,0,3,5,60.0,2,2,1,1,2,12,5,0,Matches
133,134,Bartol Franjić,hr CRO,MF,Wolfsburg,22,2000,2.5,4,2,2,2,0,0,2,0.0,2,4,1,3,5,9,4,0,Matches
134,135,Oscar Fraulo,dk DEN,FWMF,Gladbach,18,2003,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
135,136,Michael Frey,ch SUI,FW,Schalke 04,28,1994,9.6,13,5,2,8,3,4,13,30.8,9,6,0,6,2,15,1,0,Matches
136,137,Marco Friedl,at AUT,DF,Werder Bremen,24,1998,28.8,62,46,40,22,0,41,68,60.3,27,46,17,29,58,120,127,1,Matches
137,138,Marvin Friedrich,de GER,DF,Gladbach,26,1995,13.9,17,11,13,3,1,10,13,76.9,3,14,6,8,11,28,52,0,Matches
138,139,Jeremie Frimpong,nl NED,DFMF,Leverkusen,21,2000,30.1,53,27,22,26,5,23,44,52.3,21,24,3,21,16,69,40,0,Matches
139,140,Chris Führich,de GER,FWMF,Stuttgart,24,1998,20.9,36,14,15,14,7,24,44,54.5,20,29,2,27,7,43,13,0,Matches
140,141,Angelo Fulgini,fr FRA,MF,Mainz 05,25,1996,5.8,6,5,2,3,1,5,12,41.7,7,5,0,5,5,11,7,0,Matches
141,142,Niclas Füllkrug,de GER,FW,Werder Bremen,29,1993,27.5,9,4,0,6,3,3,13,23.1,10,13,4,9,1,10,24,0,Matches
142,143,Cristian Gamboa,cr CRC,DF,Bochum,32,1989,16.4,42,24,27,14,1,21,31,67.7,10,20,7,13,16,58,34,1,Matches
143,144,Silvère Ganvoula M'Boussy,cg CGO,FWMF,Bochum,26,1996,2.7,2,2,0,1,1,0,0,,0,0,0,0,0,2,3,0,Matches
144,145,Dario Gebuhr,de GER,DF,Eint Frankfurt,19,2003,0.2,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
145,146,Dennis Geiger,de GER,MF,Hoffenheim,24,1998,21.7,45,25,15,28,2,22,35,62.9,13,27,3,24,24,69,18,2,Matches
146,147,Yannick Gerhardt,de GER,MF,Wolfsburg,28,1994,20.7,29,15,10,11,8,12,30,40.0,18,26,5,21,7,36,24,0,Matches
147,148,Niko Gießelmann,de GER,DF,Union Berlin,30,1991,14.5,21,11,9,9,3,13,31,41.9,18,17,5,12,9,30,28,0,Matches
148,149,Rafał Gikiewicz,pl POL,GK,Augsburg,34,1987,23.0,2,2,2,0,0,2,3,66.7,1,0,0,0,0,2,15,5,Matches
149,150,Matthias Ginter,de GER,DF,Freiburg,28,1994,34.0,43,20,29,12,2,26,40,65.0,14,40,24,16,35,78,153,3,Matches
150,151,Serge Gnabry,de GER,FWMF,Bayern Munich,27,1995,21.6,35,23,11,14,10,17,43,39.5,26,24,1,23,11,46,5,1,Matches
151,152,Jacek Góralski,pl POL,MF,Bochum,29,1992,1.6,6,3,3,3,0,4,6,66.7,2,4,0,4,3,9,5,0,Matches
152,153,Leon Goretzka,de GER,MF,Bayern Munich,27,1995,19.2,43,24,21,16,6,27,48,56.3,21,40,3,37,30,73,32,0,Matches
153,154,Mario Götze,de GER,MF,Eint Frankfurt,30,1992,30.4,42,25,13,22,7,14,47,29.8,33,25,0,25,13,55,12,0,Matches
154,155,Jeffrey Gouweleeuw,nl NED,DF,Augsburg,31,1991,31.1,42,27,19,17,6,24,49,49.0,25,41,23,18,50,92,141,2,Matches
155,156,Ryan Gravenberch,nl NED,MF,Bayern Munich,20,2002,6.4,17,8,4,10,3,7,13,53.8,6,9,1,8,9,26,10,0,Matches
156,157,Michael Gregoritsch,at AUT,FW,Freiburg,28,1994,23.9,19,12,6,9,4,3,21,14.3,18,23,4,19,5,24,10,0,Matches
157,158,Leo Greiml,at AUT,DF,Schalke 04,21,2001,4.0,10,5,4,5,1,5,12,41.7,7,7,3,4,3,13,16,0,Matches
158,159,Vincenzo Grifo,it ITA,MFFW,Freiburg,29,1993,26.8,29,16,6,15,8,13,31,41.9,18,18,1,17,19,48,19,0,Matches
159,160,Lennart Grill,de GER,GK,Union Berlin,23,1999,5.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,1,Matches
160,161,Christian Groß,de GER,MF,Werder Bremen,33,1989,21.0,56,25,20,34,2,29,60,48.3,31,20,5,15,23,79,38,1,Matches
161,162,Brajan Gruda,de GER,MF,Mainz 05,18,2004,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
162,163,Ilia Gruev,bg BUL,MF,Werder Bremen,22,2000,17.6,44,27,16,25,3,18,31,58.1,13,23,6,17,22,66,21,1,Matches
163,164,Carlos Gruezo,ec ECU,MF,Augsburg,27,1995,10.7,21,12,12,9,0,9,16,56.3,7,13,4,9,10,31,15,0,Matches
164,165,Raphaël Guerreiro,pt POR,DFMF,Dortmund,28,1993,25.4,36,20,13,15,8,21,34,61.8,13,21,2,19,36,72,23,0,Matches
165,166,Josuha Guilavogui,fr FRA,DFMF,Wolfsburg,31,1990,13.1,18,11,7,10,1,6,17,35.3,11,19,13,6,23,41,52,0,Matches
166,167,Serhou Guirassy,gn GUI,FW,Stuttgart,26,1996,18.3,4,1,2,2,0,1,2,50.0,1,7,2,5,0,4,14,0,Matches
167,168,Péter Gulácsi,hu HUN,GK,RB Leipzig,32,1990,6.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,Matches
168,169,Manuel Gulde,de GER,DF,Freiburg,31,1991,7.1,14,8,10,4,0,2,4,50.0,2,5,1,4,19,33,25,0,Matches
169,170,Robert Gumny,pl POL,DF,Augsburg,24,1998,22.4,34,24,13,15,6,11,27,40.7,16,21,7,14,26,60,62,1,Matches
170,171,Christian Günter,de GER,DFMF,Freiburg,29,1993,30.5,29,21,18,9,2,13,43,30.2,30,22,4,18,16,45,41,0,Matches
171,172,Joško Gvardiol,hr CRO,DF,RB Leipzig,20,2002,24.1,23,17,15,8,0,9,22,40.9,13,34,17,17,34,57,76,1,Matches
172,173,Janik Haberer,de GER,MF,Union Berlin,28,1994,24.3,29,17,8,18,3,17,48,35.4,31,35,2,33,14,43,25,0,Matches
173,174,Alexander Hack,de GER,DF,Mainz 05,28,1993,12.6,30,18,21,9,0,19,33,57.6,14,18,5,13,24,54,45,1,Matches
174,175,André Hahn,de GER,FWMF,Augsburg,31,1990,4.3,9,5,4,4,1,8,12,66.7,4,9,2,7,4,13,14,0,Matches
175,176,Amadou Haidara,ml MLI,MF,RB Leipzig,24,1998,15.9,25,11,15,10,0,13,34,38.2,21,26,6,20,26,51,20,0,Matches
176,177,Sébastien Haller,ci CIV,FW,Dortmund,28,1994,13.6,5,4,2,1,2,0,4,0.0,4,8,0,8,1,6,10,0,Matches
177,178,Marcel Halstenberg,de GER,DF,RB Leipzig,30,1991,17.3,40,21,20,15,5,23,41,56.1,18,22,1,21,21,61,29,0,Matches
