,_Rk,_Player,_Nation,_Pos,_Squad,_Age,_Born,_90s,_Att,PassTypes_Live,PassTypes_Dead,PassTypes_FK,PassTypes_TB,PassTypes_Sw,PassTypes_Crs,PassTypes_TI,PassTypes_CK,CornerKicks_In,CornerKicks_Out,CornerKicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Matches
39,40,Luke Ayling,eng ENG,DF,Leeds United,30,1991,22.8,1132,912,212,22,0,11,62,190,0,0,0,0,786,8,46,Matches
40,41,César Azpilicueta,es ESP,DF,Chelsea,32,1989,17.0,1065,893,169,30,0,0,26,139,0,0,0,0,872,3,14,Matches
41,42,Benoît Badiashile,fr FRA,DF,Chelsea,21,2001,10.1,860,840,19,17,1,6,2,2,0,0,0,0,769,1,4,Matches
42,43,Leon Bailey,jm JAM,FWMF,Aston Villa,24,1997,21.9,547,507,40,4,4,5,96,10,18,13,0,0,337,0,31,Matches
43,44,Stefan Bajcetic,es ESP,MF,Liverpool,17,2004,5.8,258,255,3,3,0,3,5,0,0,0,0,0,200,0,6,Matches
44,45,Dominic Ballard,eng ENG,FWMF,Southampton,17,2005,0.3,7,5,2,0,0,0,0,1,0,0,0,0,5,0,0,Matches
45,46,Patrick Bamford,eng ENG,FW,Leeds United,28,1993,16.8,333,294,38,0,1,0,5,1,0,0,0,0,229,1,10,Matches
46,47,Shandon Baptiste,gd GRN,MF,Brentford,24,1998,6.9,295,287,6,1,2,0,11,3,2,2,0,0,247,2,7,Matches
47,48,Harvey Barnes,eng ENG,FWMF,Leicester City,24,1997,30.1,786,769,10,0,5,1,44,8,0,0,0,0,549,7,31,Matches
48,49,Gavin Bazunu,ie IRL,GK,Southampton,20,2002,32.0,1178,847,325,88,0,1,0,0,0,0,0,0,718,6,0,Matches
49,50,Mads Bech Sørensen,dk DEN,DFMF,Brentford,23,1999,0.2,11,7,4,0,0,0,0,4,0,0,0,0,7,0,0,Matches
50,51,Jan Bednarek,pl POL,DF,Southampton,26,1996,18.6,902,849,52,35,0,3,1,12,0,0,0,0,753,1,8,Matches
51,52,Jan Bednarek,pl POL,DF,Aston Villa,26,1996,1.1,66,64,2,2,0,0,0,0,0,0,0,0,60,0,1,Matches
52,53,Donny van de Beek,nl NED,MF,Manchester Utd,25,1997,1.9,61,56,3,0,0,0,0,0,1,0,0,0,46,2,4,Matches
53,54,Asmir Begović,ba BIH,GK,Everton,35,1987,1.0,30,21,9,1,0,0,0,0,0,0,0,0,21,0,0,Matches
54,55,Armel Bella Kotchap,de GER,DF,Southampton,20,2001,20.9,937,908,28,21,1,9,4,5,0,0,0,0,749,1,12,Matches
55,56,Saïd Benrahma,dz ALG,FWMF,West Ham,26,1995,23.0,796,771,20,1,5,2,83,8,4,4,0,0,597,5,29,Matches
56,57,Rodrigo Bentancur,uy URU,MF,Tottenham,25,1997,16.7,880,852,25,11,3,3,16,4,1,0,0,0,738,3,19,Matches
57,58,Daniel Bentley,eng ENG,GK,Wolves,29,1993,2.0,80,52,28,5,0,0,0,0,0,0,0,0,61,0,0,Matches
58,59,Victor Bernth Kristiansen,dk DEN,DF,Leicester City,19,2002,9.9,496,376,117,6,1,0,29,100,11,6,4,0,327,3,16,Matches
59,60,Owen Bevan,wls WAL,DF,Bournemouth,18,2003,0.1,3,3,0,0,0,0,0,0,0,0,0,0,2,0,1,Matches
60,61,Giulian Biancone,fr FRA,DF,Nott'ham Forest,22,2000,0.2,21,19,2,0,0,0,1,2,0,0,0,0,15,0,0,Matches
61,62,Philip Billing,dk DEN,MFFW,Bournemouth,26,1996,30.7,1055,1009,43,20,5,10,38,6,10,5,1,0,813,3,32,Matches
62,63,Yves Bissouma,ml MLI,MF,Tottenham,25,1996,11.2,733,714,16,11,1,5,2,1,0,0,0,0,666,3,12,Matches
63,64,Willy Boly,ci CIV,DF,Nott'ham Forest,31,1991,7.6,258,254,4,3,0,0,0,1,0,0,0,0,194,0,3,Matches
64,65,Sven Botman,nl NED,DF,Newcastle Utd,22,2000,34.7,1765,1717,42,32,0,30,1,4,0,0,0,0,1527,6,7,Matches
65,66,Jarrod Bowen,eng ENG,FWMF,West Ham,25,1996,35.9,881,768,109,11,6,4,159,3,90,85,0,0,552,4,58,Matches
66,67,James Bree,eng ENG,DF,Southampton,24,1997,4.1,178,150,28,2,0,1,13,26,0,0,0,0,133,0,4,Matches
67,68,Armando Broja,al ALB,FW,Chelsea,20,2001,3.3,53,51,2,0,0,1,0,0,0,0,0,0,33,0,0,Matches
68,69,David Brooks,wls WAL,FWMF,Bournemouth,25,1997,1.9,63,61,2,0,0,0,6,0,2,1,1,0,46,0,3,Matches
69,70,Lewis Brunt,eng ENG,DF,Leicester City,21,2000,0.3,21,16,5,0,0,0,0,5,0,0,0,0,17,0,1,Matches
70,71,Emi Buendía,ar ARG,MFFW,Aston Villa,25,1996,26.8,1020,954,63,7,11,7,18,7,5,2,0,1,787,3,38,Matches
71,72,Hugo Bueno,es ESP,DF,Wolves,19,2002,14.6,679,536,140,9,0,0,60,113,18,2,16,0,547,3,21,Matches
72,73,Facundo Buonanotte,ar ARG,FWMF,Brighton,17,2004,6.3,194,190,4,1,0,1,7,1,2,2,0,0,157,0,5,Matches
73,74,Dan Burn,eng ENG,DF,Newcastle Utd,30,1992,34.6,1715,1437,275,17,0,7,17,257,0,0,0,0,1361,3,29,Matches
74,75,Cafú,pt POR,MF,Nott'ham Forest,29,1993,0.1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
75,76,Moisés Caicedo,ec ECU,MF,Brighton,20,2001,34.9,2251,2214,37,12,11,9,17,25,0,0,0,0,1993,0,38,Matches
76,77,Tom Cairney,sct SCO,MF,Fulham,31,1991,11.0,750,715,33,9,2,4,37,4,17,7,3,0,632,2,13,Matches
77,78,Duje Ćaleta-Car,hr CRO,DF,Southampton,25,1996,10.5,568,542,22,17,0,3,1,1,0,0,0,0,480,4,1,Matches
78,79,Dominic Calvert-Lewin,eng ENG,FW,Everton,25,1997,12.9,221,220,1,0,0,1,6,0,0,0,0,0,131,0,9,Matches
79,80,Chem Campbell,wls WAL,FWMF,Wolves,19,2002,0.8,32,31,1,0,0,0,4,0,1,1,0,0,23,0,1,Matches
80,81,João Cancelo,pt POR,DF,Manchester City,28,1994,14.2,1220,1120,98,20,2,14,45,78,0,0,0,0,1036,2,15,Matches
81,82,Thomas Cannon,ie IRL,FW,Everton,19,2002,0.3,5,4,1,0,0,0,0,0,0,0,0,0,4,0,0,Matches
82,83,Sergi Canós,es ESP,FWDF,Brentford,25,1997,0.9,43,39,3,1,0,0,3,2,0,0,0,0,23,1,0,Matches
83,84,Diego Carlos,br BRA,DF,Aston Villa,29,1993,2.3,142,136,5,4,0,1,1,1,0,0,0,0,112,1,1,Matches
84,85,Fabio Carvalho,pt POR,MFFW,Liverpool,19,2002,3.9,143,140,2,0,0,0,2,1,0,0,0,0,117,1,3,Matches
85,86,Casemiro,br BRA,MF,Manchester Utd,30,1992,23.6,1439,1408,24,22,12,13,19,1,0,0,0,0,1114,7,29,Matches
86,87,Matty Cash,pl POL,DF,Aston Villa,24,1997,20.2,1006,809,194,18,2,6,46,176,0,0,0,0,777,3,24,Matches
87,88,Timothy Castagne,be BEL,DF,Leicester City,26,1995,36.2,1836,1545,287,17,3,2,58,270,0,0,0,0,1470,4,43,Matches
88,89,Jonny Castro,es ESP,DF,Wolves,28,1994,14.0,832,698,132,12,3,1,18,120,0,0,0,0,701,2,23,Matches
89,90,Nathaniel Chalobah,eng ENG,MF,Fulham,27,1994,0.1,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0,Matches
90,91,Trevoh Chalobah,eng ENG,DF,Chelsea,23,1999,17.9,1200,1132,66,23,0,4,13,43,0,0,0,0,1051,2,11,Matches
91,92,Calum Chambers,eng ENG,DFMF,Aston Villa,27,1995,3.9,207,191,13,4,0,1,4,9,0,0,0,0,157,3,1,Matches
92,93,Shea Charles,nir NIR,DF,Manchester City,18,2003,0.3,25,22,3,1,0,0,0,1,0,0,0,0,23,0,1,Matches
93,94,Ben Chilwell,eng ENG,DFMF,Chelsea,25,1996,15.6,977,774,198,25,2,5,92,121,52,25,20,0,762,5,18,Matches
94,95,Ryan Christie,sct SCO,MFFW,Bournemouth,27,1995,20.4,651,621,28,3,6,7,32,4,20,11,5,0,521,2,16,Matches
95,96,Carney Chukwuemeka,eng ENG,MFFW,Chelsea,18,2003,3.9,203,202,1,0,0,2,3,0,0,0,0,0,179,0,6,Matches
96,97,Bobby Clark,eng ENG,MF,Liverpool,17,2005,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
97,98,Nathaniel Clyne,eng ENG,DF,Crystal Palace,31,1991,18.2,832,674,156,7,0,3,21,149,0,0,0,0,654,2,12,Matches
98,99,Conor Coady,eng ENG,DF,Everton,29,1993,23.3,1209,1169,35,31,1,10,1,3,0,0,0,0,1025,5,1,Matches
99,100,Jack Colback,eng ENG,MF,Nott'ham Forest,32,1989,5.5,143,139,4,2,0,0,1,1,0,0,0,0,119,0,3,Matches
100,101,Séamus Coleman,ie IRL,DF,Everton,33,1988,18.4,789,615,174,10,0,3,22,164,0,0,0,0,597,0,20,Matches
101,102,Nathan Collins,ie IRL,DF,Wolves,21,2001,20.2,1138,1112,23,17,0,9,0,6,0,0,0,0,1001,3,5,Matches
102,103,Levi Colwill,eng ENG,DF,Brighton,19,2003,13.6,1165,1096,64,27,2,1,1,11,0,0,0,0,1027,5,6,Matches
103,104,Lewis Cook,eng ENG,MF,Bournemouth,25,1997,19.1,751,692,56,32,1,3,45,0,15,15,0,0,593,3,20,Matches
104,105,Steve Cook,eng ENG,DF,Nott'ham Forest,31,1991,10.6,459,445,13,11,0,6,1,2,0,0,0,0,369,1,2,Matches
105,106,Liam Cooper,sct SCO,DF,Leeds United,30,1991,15.8,789,756,33,29,0,8,1,4,0,0,0,0,620,0,3,Matches
106,107,Maxwel Cornet,ci CIV,FW,West Ham,25,1996,2.7,97,93,2,0,0,0,6,1,0,0,0,0,72,2,7,Matches
107,108,Diego Costa,es ESP,FW,Wolves,33,1988,13.8,221,204,17,1,1,0,6,0,1,0,0,0,158,0,13,Matches
108,109,Vladimír Coufal,cz CZE,DF,West Ham,29,1992,23.7,1174,907,260,16,0,0,113,244,0,0,0,0,730,7,47,Matches
109,110,Philippe Coutinho,br BRA,MFFW,Aston Villa,30,1992,8.8,384,352,30,13,5,1,19,5,6,3,1,0,288,2,7,Matches
110,111,Conor Coventry,ie IRL,MFFW,West Ham,22,2000,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
111,112,Matthew Craig,sct SCO,MF,Tottenham,19,2003,0.2,6,6,0,0,0,0,0,0,0,0,0,0,5,0,0,Matches
112,113,Aaron Cresswell,eng ENG,DF,West Ham,32,1989,24.8,1448,1157,288,40,1,5,133,192,56,5,44,1,1127,3,35,Matches
113,114,Marc Cucurella,es ESP,DF,Chelsea,24,1998,18.6,1293,1093,192,28,0,2,44,151,13,8,3,0,1090,8,26,Matches
114,115,Matheus Cunha,br BRA,FW,Wolves,23,1999,10.7,234,214,19,1,1,0,8,3,0,0,0,0,171,1,7,Matches
115,116,Patson Daka,zm ZAM,FW,Leicester City,23,1998,13.2,295,264,29,0,5,0,8,10,0,0,0,0,195,2,11,Matches
116,117,Diogo Dalot,pt POR,DF,Manchester Utd,23,1999,23.9,1441,1216,219,17,3,20,44,202,0,0,0,0,1141,6,35,Matches
117,118,Mikkel Damsgaard,dk DEN,MFFW,Brentford,22,2000,11.0,407,387,14,8,5,2,29,1,2,1,1,0,275,6,12,Matches
118,119,Danilo,br BRA,MF,Nott'ham Forest,21,2001,10.8,235,225,7,0,2,1,3,2,0,0,0,0,148,3,18,Matches
119,120,Arnaut Danjuma,nl NED,FWMF,Tottenham,25,1997,1.9,56,56,0,0,0,0,2,0,0,0,0,0,39,0,4,Matches
120,121,Josh Dasilva,eng ENG,MF,Brentford,23,1998,15.4,617,591,25,8,1,1,33,11,6,4,0,0,491,1,17,Matches
121,122,David Datro Fofana,ci CIV,FW,Chelsea,19,2002,0.8,9,9,0,0,1,0,1,0,0,0,0,0,7,0,0,Matches
122,123,Ben Davies,wls WAL,DF,Tottenham,29,1993,25.4,1281,1190,87,27,1,8,35,60,0,0,0,0,1040,4,22,Matches
123,124,Tom Davies,eng ENG,MF,Everton,24,1998,6.0,234,227,6,5,3,3,2,1,0,0,0,0,173,1,6,Matches
124,125,Craig Dawson,eng ENG,DF,West Ham,32,1990,8.0,310,299,9,8,0,2,2,1,0,0,0,0,245,2,3,Matches
125,126,Craig Dawson,eng ENG,DF,Wolves,32,1990,15.7,926,897,27,22,0,4,0,5,0,0,0,0,780,2,3,Matches
126,127,Kevin De Bruyne,be BEL,MF,Manchester City,31,1991,26.9,1626,1454,160,53,28,27,226,31,72,20,32,6,1192,12,41,Matches
127,128,Siriki Dembélé,ci CIV,FWMF,Bournemouth,25,1996,1.2,47,45,2,0,0,0,3,2,0,0,0,0,37,0,1,Matches
128,129,Leander Dendoncker,be BEL,MF,Aston Villa,27,1995,7.7,284,278,5,4,0,0,2,1,0,0,0,0,248,1,5,Matches
129,130,Leander Dendoncker,be BEL,MF,Wolves,27,1995,2.4,99,96,3,3,0,2,1,0,0,0,0,0,86,0,5,Matches
130,131,Emmanuel Dennis,ng NGA,FWMF,Nott'ham Forest,24,1997,8.0,183,178,4,0,0,0,11,3,0,0,0,0,124,1,14,Matches
131,132,Halil Dervişoğlu,tr TUR,MF,Brentford,22,1999,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
132,133,Kiernan Dewsbury-Hall,eng ENG,MF,Leicester City,23,1998,25.6,1154,1120,24,9,9,20,46,3,7,7,0,0,872,10,26,Matches
133,134,Ibrahima Diallo,fr FRA,MF,Southampton,23,1999,9.1,402,395,7,7,0,2,4,0,0,0,0,0,317,0,9,Matches
134,135,Rúben Dias,pt POR,DF,Manchester City,25,1997,22.2,2080,2029,51,38,1,6,1,7,0,0,0,0,1928,0,7,Matches
135,136,Luis Díaz,co COL,FW,Liverpool,25,1997,11.1,462,453,7,0,0,7,8,6,1,0,0,0,376,2,15,Matches
136,137,Eric Dier,eng ENG,DF,Tottenham,28,1994,31.3,2001,1929,68,58,2,17,11,8,0,0,0,0,1708,4,15,Matches
137,138,Lucas Digne,fr FRA,DF,Aston Villa,29,1993,16.7,927,749,177,23,0,4,77,142,12,5,4,0,696,1,23,Matches
138,139,Issa Diop,fr FRA,DF,Fulham,25,1997,22.4,1399,1352,46,41,0,8,2,1,0,0,0,0,1216,1,8,Matches
139,140,Moussa Djenepo,ml MLI,DFFW,Southampton,24,1998,7.9,244,216,27,3,0,2,12,24,0,0,0,0,179,1,11,Matches
140,141,Ben Doak,sct SCO,FW,Liverpool,16,2005,0.3,14,14,0,0,0,0,0,0,0,0,0,0,10,0,1,Matches
141,142,Matt Doherty,ie IRL,DFMF,Tottenham,30,1992,7.4,408,345,61,2,0,1,18,59,0,0,0,0,329,2,8,Matches
142,143,Abdoulaye Doucouré,ml MLI,MF,Everton,29,1993,17.0,548,530,16,0,1,0,8,0,0,0,0,0,430,2,14,Matches
143,144,Cheick Doucouré,ml MLI,MF,Crystal Palace,22,2000,30.8,1247,1229,16,16,3,2,6,0,0,0,0,0,1038,2,30,Matches
144,145,Flynn Downes,eng ENG,MF,West Ham,23,1999,8.5,331,323,7,2,0,2,3,0,0,0,0,0,289,1,6,Matches
145,146,Kami Doyle,eng ENG,MF,Southampton,16,2005,0.1,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0,Matches
146,147,Cody Drameh,eng ENG,DF,Leeds United,20,2001,0.8,38,31,7,1,0,0,1,6,0,0,0,0,30,0,1,Matches
147,148,Martin Dúbravka,sk SVK,GK,Newcastle Utd,33,1989,1.7,54,38,16,1,0,0,0,0,0,0,0,0,49,0,0,Matches
148,149,Shane Duffy,ie IRL,DFFW,Fulham,30,1992,0.2,20,19,1,0,0,0,0,0,0,0,0,0,16,0,0,Matches
149,150,Lewis Dunk,eng ENG,DF,Brighton,30,1991,36.0,3223,3064,156,111,4,21,2,10,0,0,0,0,2911,3,13,Matches
150,151,Jhon Durán,co COL,FWMF,Aston Villa,18,2003,1.5,29,26,3,0,0,0,2,1,0,0,0,0,16,0,1,Matches
151,152,Malcolm Ebiowei,eng ENG,MFFW,Crystal Palace,18,2003,0.4,10,10,0,0,0,0,3,0,0,0,0,0,5,0,2,Matches
152,153,Ederson,br BRA,GK,Manchester City,28,1993,35.0,1257,1049,207,55,1,8,0,0,0,0,0,0,1079,1,1,Matches
153,154,Odsonne Édouard,fr FRA,FW,Crystal Palace,24,1998,20.0,412,390,20,0,1,0,4,0,0,0,0,0,295,2,12,Matches
154,155,Samuel Edozie,eng ENG,FWMF,Southampton,19,2003,6.3,164,163,0,0,1,0,11,0,0,0,0,0,111,1,12,Matches
155,156,Anthony Elanga,se SWE,FW,Manchester Utd,20,2002,4.7,130,127,3,0,0,1,7,2,0,0,0,0,95,0,2,Matches
156,157,Harvey Elliott,eng ENG,MFFW,Liverpool,19,2003,17.9,1009,962,39,0,8,4,34,10,2,1,0,0,809,8,24,Matches
157,158,Mohamed Elneny,eg EGY,MF,Arsenal,30,1992,1.3,60,58,2,2,0,0,0,0,0,0,0,0,57,0,1,Matches
158,159,Mohamed Elyounoussi,no NOR,MFFW,Southampton,27,1994,24.1,633,610,21,2,7,1,34,16,1,1,0,0,426,2,22,Matches
159,160,Emerson,br BRA,DF,Tottenham,23,1999,19.3,1060,884,170,23,2,6,46,146,1,0,0,0,848,6,37,Matches
160,161,Julio Enciso,py PAR,FWMF,Brighton,18,2004,9.0,258,249,8,0,3,1,12,3,0,0,0,0,179,1,5,Matches
161,162,Christian Eriksen,dk DEN,MF,Manchester Utd,30,1992,22.8,1485,1373,106,32,9,20,81,7,62,27,16,2,1203,6,28,Matches
162,163,Pervis Estupiñán,ec ECU,DF,Brighton,24,1998,29.7,1926,1687,234,31,5,8,101,199,4,0,3,0,1576,5,57,Matches
163,164,Jonny Evans,nir NIR,DF,Leicester City,34,1988,11.7,789,764,24,23,0,2,0,1,0,0,0,0,690,1,4,Matches
164,165,Eberechi Eze,eng ENG,MFFW,Crystal Palace,24,1998,29.3,1178,1019,149,70,11,5,78,7,51,22,12,1,923,10,15,Matches
165,166,Łukasz Fabiański,pl POL,GK,West Ham,37,1985,34.6,930,587,339,90,0,2,0,0,0,0,0,0,598,4,0,Matches
166,167,Fabinho,br BRA,MF,Liverpool,28,1993,29.7,1832,1789,38,31,5,6,5,7,0,0,0,0,1617,5,18,Matches
167,168,Wout Faes,be BEL,DF,Leicester City,24,1998,31.0,1846,1789,54,48,2,9,0,1,0,0,0,0,1581,3,10,Matches
168,169,Felipe,br BRA,DF,Nott'ham Forest,33,1989,15.8,568,545,20,13,0,3,2,7,0,0,0,0,411,3,11,Matches
169,170,João Félix,pt POR,FWMF,Chelsea,22,1999,10.5,356,314,39,5,5,4,19,5,12,2,9,0,274,3,9,Matches
170,171,Evan Ferguson,ie IRL,FW,Brighton,17,2004,10.6,225,203,21,0,1,0,2,0,0,0,0,0,180,1,3,Matches
171,172,Bruno Fernandes,pt POR,MFFW,Manchester Utd,27,1994,36.8,2030,1838,182,32,35,36,141,24,83,20,23,2,1498,10,65,Matches
172,173,Enzo Fernández,ar ARG,MF,Chelsea,21,2001,17.2,1440,1381,56,51,11,17,14,2,3,1,1,0,1269,3,13,Matches
173,174,Roberto Firmino,br BRA,FWMF,Liverpool,30,1991,13.5,566,548,16,1,8,0,12,6,0,0,0,0,444,2,21,Matches
174,175,Junior Firpo,do DOM,DF,Leeds United,25,1996,15.2,621,505,114,8,1,1,12,106,0,0,0,0,454,2,18,Matches
175,176,Phil Foden,eng ENG,FW,Manchester City,22,2000,20.5,1111,1046,61,9,4,4,91,13,39,4,26,2,904,4,32,Matches
176,177,Wesley Fofana,fr FRA,DF,Leicester City,21,2000,2.0,140,138,1,1,0,0,0,0,0,0,0,0,117,1,3,Matches
177,178,Wesley Fofana,fr FRA,DF,Chelsea,21,2000,13.1,872,842,29,23,0,3,3,6,0,0,0,0,779,1,4,Matches
178,179,Pablo Fornals,es ESP,FWMF,West Ham,26,1996,16.7,771,719,48,6,7,10,59,7,21,18,2,0,557,4,22,Matches
179,180,Adam Forshaw,eng ENG,MF,Leeds United,30,1991,5.3,244,222,22,7,0,2,20,2,9,6,2,0,196,0,4,Matches
180,181,Fraser Forster,eng ENG,GK,Tottenham,34,1988,13.5,363,241,121,28,0,0,0,0,0,0,0,0,266,1,1,Matches
181,182,Tyrese Francois,au AUS,FW,Fulham,22,2000,0.0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
182,183,Ryan Fraser,sct SCO,FW,Newcastle Utd,28,1994,3.5,122,112,7,2,0,0,13,2,3,0,1,0,85,3,4,Matches
183,184,Fred,br BRA,MF,Manchester Utd,29,1993,13.9,781,761,16,9,7,1,14,1,3,0,1,0,618,4,26,Matches
184,185,Ryan Fredericks,eng ENG,DF,Bournemouth,29,1992,5.9,220,177,43,1,0,0,15,42,0,0,0,0,149,0,11,Matches
185,186,Remo Freuler,ch SUI,MF,Nott'ham Forest,30,1992,24.0,836,812,23,20,0,2,5,2,0,0,0,0,664,1,17,Matches
186,187,Cody Gakpo,nl NED,FWMF,Liverpool,23,1999,16.2,392,381,9,0,3,0,17,2,4,3,0,0,293,2,11,Matches
187,188,Conor Gallagher,eng ENG,MF,Chelsea,22,2000,18.0,871,818,50,13,1,6,49,10,21,9,7,0,706,3,29,Matches
188,189,Idrissa Gana Gueye,sn SEN,MF,Everton,32,1989,28.6,1226,1205,17,13,1,4,10,3,0,0,0,0,1025,4,23,Matches
