,_Rk,_Player,_Nation,_Pos,_Squad,_Age,_Born,PlayingTime_MP,PlayingTime_Min,PlayingTime_Mn/MP,PlayingTime_Min%,PlayingTime_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,TeamSuccess_PPM,TeamSuccess_onG,TeamSuccess_onGA,TeamSuccess_+/-,TeamSuccess_+/-90,TeamSuccess_On-Off,TeamSuccess(xG)_onxG,TeamSuccess(xG)_onxGA,TeamSuccess(xG)_xG+/-,TeamSuccess(xG)_xG+/-90,TeamSuccess(xG)_On-Off,Matches
22,23,Bruno Amione,ar ARG,DF,Hellas Verona,20,2002,1,58.0,58.0,1.7,0.6,1,58.0,0,0,,3,0.0,2.0,3.0,-1.0,-1.55,-0.83,0.9,1.7,-0.8,-1.27,-0.91,Matches
23,24,Bruno Amione,ar ARG,DF,Sampdoria,20,2002,26,2086.0,80.0,61.0,23.2,25,83.0,17,1,22.0,6,0.62,17.0,41.0,-24.0,-1.04,0.52,21.7,39.8,-18.0,-0.78,0.18,Matches
24,25,Ethan Ampadu,wls WAL,DFMF,Spezia,21,2000,31,2639.0,85.0,77.2,29.3,31,85.0,22,0,,0,0.75,22.0,42.0,-20.0,-0.68,0.59,32.6,43.9,-11.3,-0.38,0.39,Matches
25,26,Sofyan Amrabat,ma MAR,MF,Fiorentina,25,1996,29,1998.0,69.0,58.4,22.2,24,79.0,11,5,23.0,4,1.41,29.0,27.0,2.0,0.09,-0.42,30.5,25.7,4.8,0.22,-0.22,Matches
26,27,Djavan Anderson,nl NED,DFMF,Lazio,27,1995,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
27,28,Felipe Anderson,br BRA,FW,Lazio,29,1993,38,2958.0,78.0,86.5,32.9,35,82.0,23,3,28.0,0,1.95,48.0,24.0,24.0,0.73,-0.44,44.1,35.7,8.3,0.25,-0.03,Matches
28,29,Matteo Angeli,it ITA,DF,Bologna,19,2002,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
29,30,Samuele Angori,it ITA,DF,Empoli,18,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
30,31,Janis Antiste,fr FRA,FW,Sassuolo,19,2002,2,52.0,26.0,1.5,0.6,0,,0,2,26.0,13,1.5,2.0,1.0,1.0,1.73,2.13,1.0,1.0,0.0,-0.08,-0.13,Matches
31,32,Marcos Antônio,br BRA,MF,Lazio,22,2000,16,594.0,37.0,17.4,6.6,6,70.0,1,10,18.0,21,1.75,7.0,6.0,1.0,0.15,-0.77,8.2,7.3,0.9,0.14,-0.15,Matches
32,33,Valentin Antov,bg BUL,DF,Monza,21,2000,9,306.0,34.0,8.9,3.4,2,75.0,1,7,22.0,28,0.89,6.0,8.0,-2.0,-0.59,-0.53,3.7,4.0,-0.3,-0.1,0.05,Matches
33,34,Marko Arnautović,at AUT,FW,Bologna,33,1989,21,1530.0,73.0,44.7,17.0,18,81.0,10,3,22.0,2,1.24,22.0,24.0,-2.0,-0.12,-0.4,19.8,21.2,-1.4,-0.08,0.09,Matches
34,35,Tolgay Arslan,de GER,MF,Udinese,31,1990,36,1211.0,34.0,35.4,13.5,12,60.0,0,24,21.0,0,1.28,12.0,16.0,-4.0,-0.3,-0.42,16.7,17.7,-1.1,-0.08,0.07,Matches
35,36,Santiago Ascacíbar,ar ARG,MF,Cremonese,25,1997,13,727.0,56.0,21.3,8.1,7,74.0,3,6,35.0,3,0.31,6.0,11.0,-5.0,-0.62,0.32,10.4,14.4,-4.0,-0.5,0.28,Matches
36,37,Kristoffer Askildsen,no NOR,MF,Lecce,21,2001,21,728.0,35.0,21.3,8.1,7,63.0,0,14,21.0,15,1.19,9.0,10.0,-1.0,-0.12,0.28,8.6,10.7,-2.1,-0.26,-0.12,Matches
37,38,Kristjan Asllani,al ALB,MF,Inter,20,2002,20,592.0,30.0,17.3,6.6,5,69.0,1,15,16.0,18,2.05,9.0,10.0,-1.0,-0.15,-1.11,10.7,7.8,2.9,0.44,-0.47,Matches
38,39,Emil Audero,it ITA,GK,Sampdoria,25,1997,25,2250.0,90.0,65.8,25.0,25,90.0,25,0,,0,0.48,11.0,39.0,-28.0,-1.12,0.34,21.4,37.7,-16.3,-0.65,0.57,Matches
39,40,Tommaso Augello,it ITA,DF,Sampdoria,27,1994,37,3061.0,83.0,89.5,34.0,35,85.0,28,2,45.0,1,0.51,23.0,64.0,-41.0,-1.21,0.3,31.0,59.4,-28.4,-0.84,0.1,Matches
40,41,Carlos Augusto,br BRA,DF,Monza,23,1999,35,3083.0,88.0,90.1,34.3,35,88.0,31,0,,0,1.4,45.0,46.0,-1.0,-0.03,0.77,42.9,44.5,-1.6,-0.05,0.97,Matches
41,42,Kaan Ayhan,tr TUR,DF,Sassuolo,27,1994,10,545.0,55.0,15.9,6.1,5,90.0,5,5,19.0,8,1.4,6.0,11.0,-5.0,-0.83,-0.54,5.7,7.3,-1.6,-0.26,-0.37,Matches
42,43,Jaime Báez,uy URU,DF,Cremonese,27,1995,2,96.0,48.0,2.8,1.1,1,61.0,0,1,35.0,13,0.0,0.0,2.0,-2.0,-1.87,-1.04,0.6,1.5,-0.9,-0.84,-0.12,Matches
43,44,Nicola Bagnolini,it ITA,GK,Bologna,18,2004,0,,,,,0,,0,0,,12,,,,,,,,,,,,Matches
44,45,Nedim Bajrami,al ALB,MFFW,Empoli,23,1999,19,940.0,49.0,27.5,10.4,8,80.0,4,11,27.0,1,1.21,8.0,14.0,-6.0,-0.57,-0.36,8.9,18.6,-9.7,-0.93,-0.58,Matches
45,46,Nedim Bajrami,al ALB,FWMF,Sassuolo,23,1999,18,819.0,46.0,23.9,9.1,7,71.0,1,11,29.0,0,1.39,9.0,19.0,-10.0,-1.1,-0.96,11.7,11.9,-0.2,-0.02,-0.09,Matches
46,47,Tiemoué Bakayoko,fr FRA,MF,Milan,27,1994,3,41.0,14.0,1.2,0.5,0,,0,3,14.0,30,2.0,1.0,1.0,0.0,0.0,-0.56,0.8,1.0,-0.2,-0.54,-1.01,Matches
47,48,Tommaso Baldanzi,it ITA,MF,Empoli,19,2003,26,1772.0,68.0,51.8,19.7,24,72.0,6,2,28.0,5,1.15,17.0,23.0,-6.0,-0.3,0.02,18.9,26.2,-7.3,-0.37,0.3,Matches
48,49,Gabriele Baldi,it ITA,GK,Roma,17,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
49,50,Fodé Ballo-Touré,sn SEN,DF,Milan,25,1997,10,523.0,52.0,15.3,5.8,5,90.0,5,5,15.0,24,1.8,6.0,8.0,-2.0,-0.34,-1.06,8.4,7.6,0.9,0.15,-0.37,Matches
50,51,Lameck Banda,zm ZAM,FWMF,Lecce,21,2001,36,1636.0,45.0,47.8,18.2,19,69.0,3,17,19.0,1,0.97,14.0,20.0,-6.0,-0.33,0.02,15.9,21.4,-5.5,-0.3,-0.27,Matches
51,52,Filippo Bandinelli,it ITA,MF,Empoli,27,1995,35,2263.0,65.0,66.2,25.1,28,74.0,3,7,26.0,1,1.17,24.0,27.0,-3.0,-0.12,0.58,24.9,34.7,-9.8,-0.39,0.37,Matches
52,53,Antonín Barák,cz CZE,MF,Hellas Verona,27,1994,1,25.0,25.0,0.7,0.3,0,,0,1,25.0,0,0.0,0.0,1.0,-1.0,-3.6,-2.88,0.1,0.6,-0.5,-1.77,-1.41,Matches
53,54,Antonín Barák,cz CZE,MF,Fiorentina,27,1994,30,1799.0,60.0,52.6,20.0,21,78.0,6,9,18.0,4,1.33,25.0,26.0,-1.0,-0.05,-0.66,28.2,24.1,4.1,0.21,-0.21,Matches
54,55,Andrea Barberis,it ITA,MF,Monza,28,1993,9,338.0,38.0,9.9,3.8,3,75.0,2,6,19.0,27,1.11,4.0,9.0,-5.0,-1.33,-1.36,4.6,6.0,-1.4,-0.37,-0.26,Matches
55,56,Tommaso Barbieri,it ITA,DF,Juventus,19,2002,3,109.0,36.0,3.2,1.2,2,51.0,0,1,8.0,8,1.0,0.0,2.0,-2.0,-1.65,-2.33,2.1,2.1,0.0,-0.01,-0.38,Matches
56,57,Francesco Bardi,it ITA,GK,Bologna,30,1992,1,90.0,90.0,2.6,1.0,1,90.0,1,0,,36,3.0,3.0,0.0,3.0,3.0,2.97,0.7,0.8,-0.1,-0.14,-0.01,Matches
57,58,Nicolò Barella,it ITA,MF,Inter,25,1997,35,2613.0,75.0,76.4,29.0,31,81.0,17,4,23.0,2,1.8,51.0,31.0,20.0,0.69,-0.31,53.1,27.3,25.7,0.89,0.24,Matches
58,59,Enzo Barrenechea,ar ARG,MF,Juventus,21,2001,3,158.0,53.0,4.6,1.8,3,53.0,0,0,,7,3.0,4.0,4.0,0.0,0.0,-0.63,1.5,2.0,-0.5,-0.3,-0.7,Matches
59,60,Musa Barrow,gm GAM,FWMF,Bologna,23,1998,32,1960.0,61.0,57.3,21.8,26,72.0,9,6,14.0,2,1.59,26.0,31.0,-5.0,-0.23,-0.78,21.6,31.0,-9.4,-0.43,-0.71,Matches
60,61,Federico Baschirotto,it ITA,DF,Lecce,25,1996,37,3330.0,90.0,97.4,37.0,37,90.0,37,0,,0,0.97,33.0,44.0,-11.0,-0.3,1.7,35.5,41.3,-5.8,-0.16,0.11,Matches
61,62,Toma Bašić,hr CRO,MF,Lazio,25,1996,25,513.0,21.0,15.0,5.7,4,51.0,0,21,15.0,13,2.0,5.0,6.0,-1.0,-0.18,-1.14,7.8,5.2,2.6,0.45,0.23,Matches
62,63,Matteo Bassi,it ITA,MF,Udinese,18,2004,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
63,64,Alberto Basso,it ITA,MF,Cremonese,18,2004,1,16.0,16.0,0.5,0.2,0,,0,1,16.0,8,0.0,0.0,0.0,0.0,0.0,0.87,0.3,0.5,-0.2,-1.31,-0.59,Matches
64,65,Alessandro Bastoni,it ITA,DF,Inter,23,1999,29,2157.0,74.0,63.1,24.0,26,80.0,16,3,25.0,8,1.9,42.0,25.0,17.0,0.71,-0.15,42.5,21.9,20.6,0.86,0.07,Matches
65,66,Simone Bastoni,it ITA,MFDF,Spezia,25,1996,19,1189.0,63.0,34.8,13.2,15,74.0,3,4,22.0,3,0.89,12.0,22.0,-10.0,-0.76,0.09,14.2,17.3,-3.0,-0.23,0.38,Matches
66,67,Brian Bayeye,cd COD,DF,Torino,22,2000,2,64.0,32.0,1.9,0.7,1,54.0,0,1,10.0,35,1.0,0.0,2.0,-2.0,-2.81,-2.89,0.2,0.7,-0.5,-0.7,-0.76,Matches
67,68,Rodrigo Becão,br BRA,DF,Udinese,26,1996,28,2484.0,89.0,72.6,27.6,28,89.0,25,0,,0,1.5,38.0,31.0,7.0,0.25,1.02,35.2,37.7,-2.5,-0.09,0.14,Matches
68,69,Julius Beck,dk DEN,MF,Spezia,17,2005,1,10.0,10.0,0.3,0.1,0,,0,1,10.0,23,0.0,0.0,1.0,-1.0,-9.0,-8.21,0.2,0.2,0.0,0.21,0.69,Matches
69,70,Raoul Bellanova,it ITA,DF,Inter,22,2000,18,496.0,28.0,14.5,5.5,3,73.0,0,15,18.0,20,2.0,10.0,8.0,2.0,0.36,-0.47,7.1,6.9,0.3,0.05,-0.92,Matches
70,71,Andrea Belotti,it ITA,FW,Roma,28,1993,31,1146.0,37.0,33.5,12.7,11,70.0,2,20,19.0,2,1.58,19.0,17.0,2.0,0.16,-0.24,21.9,10.0,11.9,0.94,0.41,Matches
71,72,Marco Benassi,it ITA,DF,Fiorentina,27,1994,2,93.0,47.0,2.7,1.0,1,70.0,0,1,23.0,2,1.5,2.0,2.0,0.0,0.0,-0.27,1.5,1.1,0.4,0.35,0.04,Matches
72,73,Marco Benassi,it ITA,MF,Cremonese,27,1994,15,998.0,67.0,29.2,11.1,11,81.0,7,4,27.0,1,0.87,9.0,21.0,-12.0,-1.08,-0.3,10.1,17.0,-6.8,-0.62,0.15,Matches
73,74,Filip Benković,hr CRO,DF,Udinese,25,1997,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
74,75,Ismaël Bennacer,dz ALG,MF,Milan,24,1997,28,2007.0,72.0,58.7,22.3,24,79.0,13,4,26.0,1,1.82,38.0,21.0,17.0,0.76,0.51,34.8,23.1,11.7,0.52,0.14,Matches
75,76,Alessandro Berardi,it ITA,GK,Hellas Verona,31,1991,0,,,,,0,,0,0,,34,,,,,,,,,,,,Matches
76,77,Domenico Berardi,it ITA,FW,Sassuolo,27,1994,26,1866.0,72.0,54.6,20.7,22,80.0,11,4,24.0,1,1.12,30.0,32.0,-2.0,-0.1,0.6,34.3,25.5,8.8,0.42,0.83,Matches
77,78,Bartosz Bereszyński,pl POL,DF,Sampdoria,30,1992,15,1198.0,80.0,35.0,13.3,15,80.0,10,0,,1,0.6,8.0,20.0,-12.0,-0.9,0.52,9.2,18.8,-9.6,-0.72,0.2,Matches
78,79,Bartosz Bereszyński,pl POL,DF,Napoli,30,1992,3,166.0,55.0,4.9,1.8,2,76.0,1,1,15.0,18,1.33,3.0,4.0,-1.0,-0.54,-1.93,2.1,3.3,-1.2,-0.64,-1.59,Matches
79,80,Etrit Berisha,al ALB,GK,Torino,33,1989,0,,,,,0,,0,0,,13,,,,,,,,,,,,Matches
80,81,Medon Berisha,al ALB,FW,Lecce,18,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
81,82,Lorenzo Bernasconi,it ITA,DF,Atalanta,18,2003,0,,,,,0,,0,0,,8,,,,,,,,,,,,Matches
82,83,Marco Bertini,it ITA,MF,Lazio,19,2002,1,1.0,1.0,0.0,0.0,0,,0,1,1.0,21,3.0,0.0,0.0,0.0,0.0,-0.79,0.0,0.0,0.0,0.0,-0.26,Matches
83,84,Tommaso Bertini,it ITA,GK,Atalanta,18,2004,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
84,85,Nicolò Bertola,it ITA,DF,Spezia,19,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
85,86,Beto,gw GNB,FW,Udinese,24,1998,33,2129.0,65.0,62.3,23.7,23,80.0,11,10,28.0,0,1.27,25.0,31.0,-6.0,-0.25,-0.6,31.2,32.7,-1.5,-0.06,0.18,Matches
86,87,Matteo Bianchetti,it ITA,DF,Cremonese,29,1993,25,2132.0,85.0,62.3,23.7,22,89.0,20,3,59.0,9,0.6,26.0,47.0,-21.0,-0.89,-0.05,25.9,42.9,-17.0,-0.72,0.0,Matches
87,88,Alessandro Bianco,it ITA,MF,Fiorentina,19,2002,7,153.0,22.0,4.5,1.7,2,54.0,0,5,9.0,30,1.71,3.0,1.0,2.0,1.18,0.96,2.6,1.8,0.9,0.51,0.21,Matches
88,89,Jaka Bijol,si SVN,DF,Udinese,23,1999,32,2728.0,85.0,79.8,30.3,32,85.0,28,0,,3,1.19,34.0,38.0,-4.0,-0.13,-0.52,35.7,41.9,-6.2,-0.2,-0.37,Matches
89,90,Cristiano Biraghi,it ITA,DF,Fiorentina,29,1992,33,2551.0,77.0,74.6,28.3,30,84.0,21,3,14.0,5,1.55,37.0,35.0,2.0,0.07,-0.76,39.2,34.4,4.8,0.17,-0.55,Matches
90,91,Samuele Birindelli,it ITA,DF,Monza,23,1999,31,1400.0,45.0,40.9,15.6,14,68.0,4,17,26.0,6,1.45,17.0,25.0,-8.0,-0.51,-0.69,18.9,25.1,-6.1,-0.4,-0.43,Matches
91,92,Kristijan Bistrović,hr CRO,MF,Lecce,24,1998,11,461.0,42.0,13.5,5.1,5,68.0,0,6,20.0,5,1.09,4.0,5.0,-1.0,-0.2,0.17,3.1,4.2,-1.1,-0.21,-0.06,Matches
92,93,Marco Bleve,it ITA,GK,Lecce,26,1995,0,,,,,0,,0,0,,38,,,,,,,,,,,,Matches
93,94,Alexis Blin,fr FRA,MF,Lecce,25,1996,35,2376.0,68.0,69.5,26.4,26,80.0,13,9,32.0,2,1.0,22.0,29.0,-7.0,-0.27,0.25,24.6,28.8,-4.2,-0.16,0.0,Matches
94,95,Pietro Boer,it ITA,GK,Roma,20,2002,0,,,,,0,,0,0,,38,,,,,,,,,,,,Matches
95,96,Jeremie Boga,ci CIV,MFFW,Atalanta,25,1997,23,782.0,34.0,22.9,8.7,5,70.0,1,18,24.0,10,1.57,19.0,14.0,5.0,0.58,0.13,14.9,9.0,5.9,0.68,0.33,Matches
96,97,Emil Bohinen,no NOR,MF,Salernitana,23,1999,24,832.0,35.0,24.3,9.2,9,62.0,0,15,18.0,5,1.21,15.0,13.0,2.0,0.22,0.77,9.1,18.2,-9.2,-0.99,-0.25,Matches
97,98,Giacomo Bonaventura,it ITA,MF,Fiorentina,32,1989,30,1911.0,64.0,55.9,21.2,21,80.0,9,9,25.0,3,1.5,28.0,25.0,3.0,0.14,-0.28,27.9,26.2,1.7,0.08,-0.51,Matches
98,99,Federico Bonazzoli,it ITA,FWMF,Salernitana,25,1997,24,1119.0,47.0,32.7,12.4,12,71.0,3,12,23.0,14,0.88,9.0,14.0,-5.0,-0.4,-0.05,10.6,22.4,-11.7,-0.94,-0.21,Matches
99,100,Warren Bondo,fr FRA,MF,Monza,18,2003,4,60.0,15.0,1.8,0.7,0,,0,4,15.0,15,0.75,2.0,2.0,0.0,0.0,0.11,0.9,1.1,-0.2,-0.34,-0.2,Matches
100,101,Kevin Bonifazi,it ITA,DF,Bologna,26,1996,13,902.0,69.0,26.4,10.0,9,86.0,7,4,32.0,12,1.23,16.0,17.0,-1.0,-0.1,-0.28,12.0,13.5,-1.5,-0.15,-0.03,Matches
101,102,Leonardo Bonucci,it ITA,DF,Juventus,35,1987,16,879.0,55.0,25.7,9.8,9,85.0,7,7,16.0,9,2.06,20.0,10.0,10.0,1.02,0.56,16.5,11.3,5.2,0.53,0.23,Matches
102,103,Erik Botheim,no NOR,MFFW,Salernitana,22,2000,28,866.0,31.0,25.3,9.6,9,65.0,2,19,15.0,10,1.29,13.0,17.0,-4.0,-0.42,-0.06,9.2,17.6,-8.4,-0.88,-0.1,Matches
103,104,Nikolaos Botis,gr GRE,GK,Inter,18,2004,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
104,105,Reda Boultam,nl NED,MF,Salernitana,24,1998,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
105,106,Mehdi Bourabia,ma MAR,MF,Spezia,30,1991,37,2771.0,75.0,81.0,30.8,36,76.0,12,1,31.0,1,0.82,28.0,50.0,-22.0,-0.71,0.53,33.6,49.2,-15.5,-0.5,-0.17,Matches
106,107,Edoardo Bove,it ITA,MF,Roma,20,2002,22,992.0,45.0,29.0,11.0,10,75.0,4,12,20.0,16,1.77,12.0,13.0,-1.0,-0.09,-0.57,13.0,12.7,0.3,0.03,-0.9,Matches
107,108,Andrea Bozzolan,it ITA,DF,Milan,18,2004,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
108,109,Jayden Braaf,nl NED,MFFW,Hellas Verona,19,2002,6,288.0,48.0,8.4,3.2,2,75.0,0,4,35.0,14,0.33,2.0,4.0,-2.0,-0.62,0.12,2.7,5.0,-2.3,-0.72,-0.38,Matches
109,110,Domagoj Bradarić,hr CRO,DF,Salernitana,22,1999,31,2250.0,73.0,65.8,25.0,24,85.0,19,7,29.0,5,1.13,31.0,44.0,-13.0,-0.52,-0.44,22.8,44.3,-21.5,-0.86,-0.17,Matches
110,111,Davide Bragantini,it ITA,FW,Hellas Verona,18,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
111,112,Federico Brancolini,it ITA,GK,Lecce,21,2001,0,,,,,0,,0,0,,33,,,,,,,,,,,,Matches
112,113,Gabriel Brazão,br BRA,GK,Inter,21,2000,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
113,114,Josip Brekalo,hr CRO,FWMF,Fiorentina,24,1998,6,229.0,38.0,6.7,2.5,1,90.0,1,5,28.0,11,1.5,4.0,1.0,3.0,1.18,0.98,5.1,2.0,3.1,1.23,0.99,Matches
114,115,Gleison Bremer,br BRA,DF,Juventus,25,1997,30,2634.0,88.0,77.0,29.3,30,88.0,24,0,,3,1.77,41.0,31.0,10.0,0.34,-1.15,39.6,33.3,6.3,0.21,-0.64,Matches
115,116,Dylan Bronn,tn TUN,DF,Salernitana,27,1995,24,1683.0,70.0,49.2,18.7,19,82.0,14,5,25.0,8,1.17,24.0,30.0,-6.0,-0.32,0.09,19.2,34.7,-15.5,-0.83,-0.05,Matches
116,117,Marcelo Brozović,hr CRO,MF,Inter,29,1992,28,1770.0,63.0,51.8,19.7,19,83.0,11,9,22.0,0,1.79,35.0,27.0,8.0,0.41,-0.74,35.2,20.9,14.3,0.73,-0.22,Matches
117,118,Kevin Bruno,it ITA,MF,Sassuolo,17,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
118,119,Cristian Buonaiuto,it ITA,MFFW,Cremonese,29,1992,29,980.0,34.0,28.7,10.9,7,65.0,1,22,24.0,7,0.62,10.0,23.0,-13.0,-1.19,-0.46,12.3,19.4,-7.1,-0.65,0.1,Matches
119,120,Alessandro Buongiorno,it ITA,DF,Torino,23,1999,34,2721.0,80.0,79.6,30.2,30,85.0,24,4,39.0,2,1.41,35.0,30.0,5.0,0.17,0.68,32.3,30.1,2.2,0.07,0.12,Matches
120,121,Leonardo Buta,pt POR,DF,Udinese,20,2002,2,16.0,8.0,0.5,0.2,0,,0,2,8.0,17,0.0,0.0,1.0,-1.0,-5.63,-5.63,0.3,0.9,-0.6,-3.23,-3.12,Matches
121,122,Arthur Cabral,br BRA,FW,Fiorentina,24,1998,28,1432.0,51.0,41.9,15.9,15,77.0,5,13,21.0,6,1.5,25.0,17.0,8.0,0.5,0.41,24.6,18.1,6.5,0.41,0.18,Matches
122,123,Liberato Cacace,nz NZL,DF,Empoli,21,2000,12,587.0,49.0,17.2,6.5,5,86.0,4,7,22.0,26,0.5,6.0,9.0,-3.0,-0.46,-0.17,6.4,12.8,-6.4,-0.98,-0.57,Matches
123,124,Federico Caia,it ITA,FW,Hellas Verona,19,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
124,125,Davide Calabria,it ITA,DF,Milan,25,1996,25,1690.0,68.0,49.4,18.8,21,78.0,10,4,15.0,3,1.72,35.0,25.0,10.0,0.53,-0.04,28.4,19.6,8.8,0.47,0.0,Matches
125,126,Mattia Caldara,it ITA,DF,Spezia,28,1994,20,1253.0,63.0,36.6,13.9,13,87.0,11,7,17.0,15,1.1,10.0,22.0,-12.0,-0.86,-0.07,12.2,27.5,-15.3,-1.1,-0.98,Matches
126,127,Luca Caldirola,it ITA,DF,Monza,31,1991,31,2353.0,76.0,68.8,26.1,27,83.0,17,4,31.0,4,1.65,36.0,32.0,4.0,0.15,0.83,32.1,33.7,-1.5,-0.06,0.26,Matches
