,_Rk,_Player,_Nation,_Pos,_Squad,_Age,_Born,PlayingTime_MP,PlayingTime_Min,PlayingTime_Mn/MP,PlayingTime_Min%,PlayingTime_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,TeamSuccess_PPM,TeamSuccess_onG,TeamSuccess_onGA,TeamSuccess_+/-,TeamSuccess_+/-90,TeamSuccess_On-Off,TeamSuccess(xG)_onxG,TeamSuccess(xG)_onxGA,TeamSuccess(xG)_xG+/-,TeamSuccess(xG)_xG+/-90,TeamSuccess(xG)_On-Off,Matches
127,128,Hakan Çalhanoğlu,tr TUR,MF,Inter,28,1994,33,2363.0,72.0,69.1,26.3,28,80.0,12,5,23.0,2,2.06,56.0,25.0,31.0,1.18,1.35,47.1,22.0,25.1,0.96,0.4,Matches
128,129,Mohamed Camara,gn GUI,MF,Roma,25,1997,15,696.0,46.0,20.4,7.7,8,76.0,1,7,13.0,18,1.33,5.0,10.0,-5.0,-0.65,-1.21,8.2,6.3,1.9,0.25,-0.53,Matches
129,130,Nicolò Cambiaghi,it ITA,FWMF,Empoli,21,2000,28,1285.0,46.0,37.6,14.3,12,74.0,2,16,25.0,3,1.32,20.0,12.0,8.0,0.56,1.4,17.5,19.7,-2.2,-0.15,0.58,Matches
130,131,Andrea Cambiaso,it ITA,DF,Bologna,22,2000,32,2170.0,68.0,63.5,24.1,25,81.0,17,7,19.0,2,1.38,30.0,28.0,2.0,0.08,-0.06,28.3,29.3,-1.0,-0.04,0.24,Matches
131,132,Matteo Cancellieri,it ITA,FW,Lazio,20,2002,20,256.0,13.0,7.5,2.8,1,45.0,0,19,11.0,18,1.85,6.0,2.0,4.0,1.41,0.67,5.9,3.3,2.6,0.91,0.71,Matches
132,133,Pietro Candelari,it ITA,MF,Spezia,17,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
133,134,Antonio Candreva,it ITA,MFDF,Salernitana,35,1987,35,2726.0,78.0,79.7,30.3,32,83.0,18,3,21.0,0,1.17,41.0,46.0,-5.0,-0.17,1.0,30.3,50.1,-19.8,-0.65,0.73,Matches
134,135,Adrian Cannavaro,it ITA,DF,Sassuolo,18,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
135,136,Leonardo Capezzi,it ITA,MF,Salernitana,27,1995,0,,,,,0,,0,0,,19,,,,,,,,,,,,Matches
136,137,Elio Capradossi,ug UGA,DF,Spezia,26,1996,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
137,138,Gianluca Caprari,it ITA,MFFW,Monza,29,1993,37,2441.0,66.0,71.4,27.1,32,71.0,5,5,32.0,0,1.38,33.0,42.0,-9.0,-0.33,-0.79,31.0,35.1,-4.1,-0.15,-0.03,Matches
138,139,Francesco Caputo,it ITA,FW,Sampdoria,34,1987,15,1094.0,73.0,32.0,12.2,13,78.0,6,2,40.0,0,0.4,6.0,20.0,-14.0,-1.15,0.13,9.0,17.4,-8.4,-0.69,0.23,Matches
139,140,Francesco Caputo,it ITA,FW,Empoli,34,1987,21,1708.0,81.0,49.9,19.0,20,84.0,7,1,34.0,0,1.19,22.0,22.0,0.0,0.0,0.63,20.0,25.0,-5.0,-0.26,0.5,Matches
140,141,Andrea Carboni,it ITA,DF,Monza,21,2001,4,167.0,42.0,4.9,1.9,1,90.0,1,3,26.0,15,0.0,2.0,7.0,-5.0,-2.69,-2.72,1.9,4.1,-2.1,-1.14,-1.05,Matches
141,142,Franco Carboni,it ITA,DFFW,Monza,19,2003,3,66.0,22.0,1.9,0.7,0,,0,3,22.0,15,2.0,1.0,0.0,1.0,1.36,1.5,0.5,1.2,-0.7,-0.95,-0.82,Matches
142,143,Valentin Carboni,ar ARG,MFDF,Inter,17,2005,5,25.0,5.0,0.7,0.3,0,,0,5,5.0,23,0.8,1.0,1.0,0.0,0.0,-0.77,1.2,1.2,0.0,-0.05,-0.89,Matches
143,144,Marco Carnesecchi,it ITA,GK,Cremonese,22,2000,27,2430.0,90.0,71.1,27.0,27,90.0,27,0,,4,0.78,25.0,47.0,-22.0,-0.81,0.19,28.1,44.3,-16.2,-0.6,0.42,Matches
144,145,Nicolò Casale,it ITA,DF,Lazio,24,1998,29,2437.0,84.0,71.3,27.1,27,89.0,25,2,21.0,6,1.86,38.0,24.0,14.0,0.52,-0.95,36.3,28.5,7.7,0.29,0.09,Matches
145,146,Tommaso Cassandro,it ITA,DF,Lecce,22,2000,1,13.0,13.0,0.4,0.1,0,,0,1,13.0,19,0.0,0.0,0.0,0.0,0.0,0.34,0.1,0.4,-0.4,-2.5,-2.35,Matches
146,147,Riccardo Castagnaviz,it ITA,MF,Udinese,19,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
147,148,Michele Castagnetti,it ITA,MF,Cremonese,32,1989,27,1412.0,52.0,41.3,15.7,14,74.0,5,13,29.0,6,0.78,19.0,29.0,-10.0,-0.64,0.39,18.1,26.3,-8.1,-0.52,0.35,Matches
148,149,Gaetano Castrovilli,it ITA,MF,Fiorentina,25,1997,15,718.0,48.0,21.0,8.0,7,77.0,2,8,22.0,5,1.67,17.0,8.0,9.0,1.13,1.09,13.7,8.1,5.6,0.7,0.49,Matches
149,150,Danilo Cataldi,it ITA,MF,Lazio,27,1994,29,1921.0,66.0,56.2,21.3,26,72.0,4,3,18.0,2,1.97,37.0,15.0,22.0,1.03,0.55,30.1,22.4,7.7,0.36,0.23,Matches
150,151,Denis Cazzadori,it ITA,FW,Hellas Verona,18,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
151,152,Pietro Ceccaroni,it ITA,DF,Lecce,26,1995,2,43.0,22.0,1.3,0.5,0,,0,2,22.0,16,1.5,1.0,1.0,0.0,0.0,0.35,0.8,1.0,-0.3,-0.53,-0.38,Matches
152,153,Federico Ceccherini,it ITA,DF,Hellas Verona,30,1992,22,1417.0,64.0,41.4,15.7,18,73.0,6,4,27.0,8,0.73,15.0,23.0,-8.0,-0.51,0.39,11.8,18.0,-6.2,-0.39,-0.03,Matches
153,154,Assan Ceesay,gm GAM,FW,Lecce,28,1994,34,1812.0,53.0,53.0,20.1,20,75.0,4,14,22.0,3,0.91,13.0,27.0,-14.0,-0.7,-0.75,16.6,22.4,-5.7,-0.29,-0.27,Matches
154,155,Emil Ceide,no NOR,FW,Sassuolo,20,2001,19,515.0,27.0,15.1,5.7,5,58.0,0,14,16.0,17,0.95,8.0,9.0,-1.0,-0.17,0.23,9.1,10.5,-1.4,-0.24,-0.34,Matches
155,156,Zeki Çelik,tr TUR,DF,Roma,25,1997,24,1504.0,63.0,44.0,16.7,16,81.0,10,8,25.0,8,1.79,22.0,17.0,5.0,0.3,-0.03,24.3,13.7,10.6,0.63,-0.06,Matches
156,157,Alberto Centis,it ITA,MF,Udinese,18,2004,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
157,158,Michele Cerofolini,it ITA,GK,Fiorentina,23,1999,5,450.0,90.0,13.2,5.0,5,90.0,5,0,,33,2.6,13.0,3.0,10.0,2.0,2.0,8.5,4.1,4.4,0.88,0.66,Matches
158,159,Luigi Cherubini,it ITA,FW,Roma,18,2004,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
159,160,Federico Chiesa,it ITA,DFMF,Juventus,24,1997,21,852.0,41.0,24.9,9.5,6,76.0,1,15,26.0,0,1.81,14.0,10.0,4.0,0.42,-0.24,14.9,10.0,4.9,0.52,0.21,Matches
160,161,Mattia Chiesa,it ITA,GK,Hellas Verona,22,2000,0,,,,,0,,0,0,,12,,,,,,,,,,,,Matches
161,162,Vlad Chiricheș,ro ROU,DF,Cremonese,32,1989,16,983.0,61.0,28.7,10.9,14,68.0,7,2,17.0,3,0.81,5.0,20.0,-15.0,-1.37,-0.71,7.2,18.0,-10.9,-1.0,-0.39,Matches
162,163,Mannah Chiwisa,zm ZAM,MF,Atalanta,18,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
163,164,Aaron Ciammaglichella,it ITA,MF,Torino,17,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
164,165,Dorian Ciężkowski,pl POL,GK,Cremonese,21,2001,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
165,166,Daniel Ciofani,it ITA,FW,Cremonese,37,1985,32,1060.0,33.0,31.0,11.8,10,63.0,0,22,20.0,4,0.72,18.0,20.0,-2.0,-0.17,1.01,14.5,18.3,-3.8,-0.32,0.58,Matches
166,167,Tio Cipot,si SVN,FWMF,Spezia,19,2003,8,139.0,17.0,4.1,1.5,0,,0,8,17.0,12,0.22,0.0,3.0,-3.0,-1.94,-1.17,1.6,3.0,-1.4,-0.93,-0.47,Matches
167,168,Alphadjo Cissè,it ITA,MF,Hellas Verona,15,2006,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
168,169,Mattia Ciucci,it ITA,DF,Lecce,19,2002,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
169,170,Patrick Ciurria,it ITA,DFMF,Monza,27,1995,36,2753.0,76.0,80.5,30.6,31,85.0,21,5,25.0,2,1.44,42.0,35.0,7.0,0.23,1.71,38.5,40.0,-1.5,-0.05,0.47,Matches
170,171,Nicolò Cocetta,it ITA,DF,Udinese,18,2003,1,32.0,32.0,0.9,0.4,0,,0,1,32.0,1,0.0,0.0,1.0,-1.0,-2.81,-2.81,0.4,0.6,-0.2,-0.64,-0.52,Matches
171,172,Omar Colley,gm GAM,DF,Sampdoria,29,1992,16,1384.0,87.0,40.5,15.4,15,89.0,14,1,45.0,0,0.44,6.0,25.0,-19.0,-1.24,0.0,13.4,22.8,-9.4,-0.61,0.39,Matches
172,173,Leonardo Colombo,it ITA,MF,Monza,17,2005,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
173,174,Lorenzo Colombo,it ITA,FW,Lecce,20,2002,33,1515.0,46.0,44.3,16.8,18,69.0,0,15,18.0,4,0.97,20.0,18.0,2.0,0.12,0.83,18.8,19.3,-0.5,-0.03,0.23,Matches
174,175,Matteo Colombo,it ITA,MF,Atalanta,18,2004,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
175,176,Andrea Colpani,it ITA,MF,Monza,23,1999,27,948.0,35.0,27.7,10.5,10,61.0,0,17,20.0,8,1.22,16.0,12.0,4.0,0.38,0.67,13.5,14.2,-0.7,-0.07,0.1,Matches
176,177,Mattia Compagnon,it ITA,MF,Juventus,20,2001,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
177,178,Andrea Consigli,it ITA,GK,Sassuolo,35,1987,35,3150.0,90.0,92.1,35.0,35,90.0,35,0,,1,1.26,45.0,55.0,-10.0,-0.29,1.05,48.4,44.0,4.4,0.13,0.96,Matches
178,179,Andrea Conti,it ITA,DF,Sampdoria,28,1994,1,23.0,23.0,0.7,0.3,0,,0,1,23.0,7,0.0,0.0,1.0,-1.0,-3.91,-2.69,0.0,0.2,-0.2,-0.71,0.14,Matches
179,180,Nikita Contini Baranovsky,it ITA,GK,Sampdoria,26,1996,0,,,,,0,,0,0,,14,,,,,,,,,,,,Matches
180,181,Diego Coppola,it ITA,DF,Hellas Verona,18,2003,19,1177.0,62.0,34.4,13.1,11,85.0,9,8,30.0,10,1.0,8.0,16.0,-8.0,-0.61,0.19,13.2,16.1,-2.9,-0.22,0.22,Matches
181,182,Alex Cordaz,it ITA,GK,Inter,39,1983,1,26.0,26.0,0.8,0.3,0,,0,1,26.0,34,3.0,0.0,0.0,0.0,0.0,-0.77,0.3,0.8,-0.5,-1.78,-2.63,Matches
182,183,Joaquín Correa,ar ARG,FW,Inter,27,1994,26,950.0,37.0,27.8,10.6,12,61.0,0,14,16.0,3,1.77,13.0,12.0,1.0,0.09,-0.93,16.5,11.8,4.7,0.45,-0.53,Matches
183,184,Alessandro Cortinovis,it ITA,MF,Hellas Verona,21,2001,1,6.0,6.0,0.2,0.1,0,,0,1,6.0,8,0.0,0.0,0.0,0.0,0.0,0.74,0.1,0.2,-0.1,-1.09,-0.72,Matches
184,185,Lassana Coulibaly,ml MLI,MF,Salernitana,26,1996,35,2892.0,83.0,84.6,32.1,34,84.0,24,1,34.0,0,1.11,42.0,57.0,-15.0,-0.47,-0.64,30.6,57.2,-26.5,-0.83,-0.16,Matches
185,186,Alessio Cragno,it ITA,GK,Monza,28,1994,1,90.0,90.0,2.6,1.0,1,90.0,1,0,,37,0.0,0.0,3.0,-3.0,-3.0,-2.97,1.4,2.4,-1.1,-1.05,-0.93,Matches
186,187,Bryan Cristante,it ITA,MFDF,Roma,27,1995,36,2938.0,82.0,85.9,32.6,34,85.0,26,2,24.0,0,1.67,36.0,27.0,9.0,0.28,-0.28,45.6,24.6,20.9,0.64,-0.18,Matches
187,188,Domen Črnigoj,si SVN,MF,Salernitana,26,1995,7,296.0,42.0,8.7,3.3,4,60.0,0,3,19.0,3,1.14,1.0,3.0,-2.0,-0.61,-0.26,2.0,5.3,-3.3,-1.0,-0.21,Matches
188,189,Giovanni Crociata,it ITA,FWMF,Empoli,24,1997,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
189,190,Juan Cuadrado,co COL,DFFW,Juventus,34,1988,31,2078.0,67.0,60.8,23.1,24,77.0,10,7,32.0,0,2.03,35.0,15.0,20.0,0.87,0.67,33.1,23.5,9.7,0.42,0.15,Matches
190,191,Mickaël Cuisance,fr FRA,MF,Sampdoria,22,1999,12,618.0,52.0,18.1,6.9,9,61.0,0,3,22.0,2,0.58,5.0,6.0,-1.0,-0.15,1.33,4.8,8.9,-4.1,-0.59,0.31,Matches
191,192,Dennis Curatolo,it ITA,FW,Inter,18,2004,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
192,193,Marco D'Alessandro,it ITA,DFFW,Monza,31,1991,8,290.0,36.0,8.5,3.2,3,67.0,1,5,18.0,24,1.5,3.0,7.0,-4.0,-1.24,-1.24,4.2,4.6,-0.4,-0.14,0.0,Matches
193,194,Danilo D'Ambrosio,it ITA,DF,Inter,33,1988,15,733.0,49.0,21.4,8.1,8,72.0,3,7,23.0,17,1.8,19.0,12.0,7.0,0.86,0.12,15.6,10.5,5.1,0.62,-0.26,Matches
194,195,Luca D'Andrea,it ITA,FW,Sassuolo,17,2004,5,316.0,63.0,9.2,3.5,5,63.0,0,0,,16,1.4,2.0,4.0,-2.0,-0.57,-0.22,1.9,4.1,-2.2,-0.61,-0.73,Matches
195,196,Cosimo Marco Da Graca,it ITA,FW,Juventus,20,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
196,197,Flavius Daniliuc,at AUT,DF,Salernitana,21,2001,27,2195.0,81.0,64.2,24.4,23,87.0,19,4,46.0,4,1.0,29.0,39.0,-10.0,-0.41,-0.12,22.4,43.4,-21.0,-0.86,-0.17,Matches
197,198,Danilo,br BRA,DF,Juventus,31,1991,37,3184.0,86.0,93.1,35.4,35,90.0,35,2,17.0,0,1.95,53.0,25.0,28.0,0.79,2.7,51.4,36.1,15.3,0.43,1.02,Matches
198,199,Ebrima Darboe,gm GAM,MF,Roma,21,2001,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
199,200,Matteo Darmian,it ITA,DF,Inter,32,1989,31,2025.0,65.0,59.2,22.5,24,80.0,10,7,16.0,5,1.84,30.0,22.0,8.0,0.36,-1.0,37.5,19.3,18.3,0.81,-0.05,Matches
200,201,Juan David Cabal,co COL,DF,Hellas Verona,21,2001,11,444.0,40.0,13.0,4.9,3,73.0,1,8,28.0,25,0.42,3.0,11.0,-8.0,-1.62,-1.02,4.7,9.0,-4.3,-0.88,-0.58,Matches
201,202,Paweł Dawidowicz,pl POL,DF,Hellas Verona,27,1995,23,1632.0,71.0,47.7,18.1,20,78.0,14,3,26.0,6,1.08,16.0,27.0,-11.0,-0.61,0.25,16.8,20.9,-4.1,-0.23,0.27,Matches
202,203,Charles De Ketelaere,be BEL,MFFW,Milan,21,2001,32,1116.0,35.0,32.6,12.4,9,67.0,0,23,22.0,5,1.78,19.0,19.0,0.0,0.0,-0.82,20.3,16.1,4.2,0.34,-0.19,Matches
203,204,Manuel De Luca,it ITA,FWMF,Sampdoria,24,1998,2,44.0,22.0,1.3,0.5,0,,0,2,22.0,7,0.5,0.0,1.0,-1.0,-2.05,-0.82,0.6,0.8,-0.2,-0.37,0.48,Matches
204,205,Jacopo De Matteis,it ITA,GK,Salernitana,19,2002,0,,,,,0,,0,0,,9,,,,,,,,,,,,Matches
205,206,Tommaso De Nipoti,it ITA,MF,Atalanta,19,2003,1,4.0,4.0,0.1,0.0,0,,0,1,4.0,2,3.0,1.0,0.0,1.0,22.5,22.05,0.3,0.0,0.3,7.87,7.45,Matches
206,207,Mattia De Sciglio,it ITA,DF,Juventus,29,1992,17,1042.0,61.0,30.5,11.6,11,76.0,4,6,34.0,2,2.18,17.0,8.0,9.0,0.78,0.25,13.4,12.4,0.9,0.08,-0.4,Matches
207,208,Lorenzo De Silvestri,it ITA,DF,Bologna,34,1988,15,672.0,45.0,19.6,7.5,6,76.0,3,9,24.0,17,1.27,10.0,11.0,-1.0,-0.13,-0.3,7.8,8.9,-1.0,-0.14,-0.01,Matches
208,209,Koni De Winter,be BEL,DF,Empoli,20,2002,14,1024.0,73.0,29.9,11.4,12,83.0,10,2,15.0,13,1.0,9.0,17.0,-8.0,-0.7,-0.55,9.8,22.1,-12.3,-1.08,-0.82,Matches
209,210,Grégoire Defrel,mq MTQ,FW,Sassuolo,31,1991,27,1167.0,43.0,34.1,13.0,13,65.0,0,14,23.0,0,1.26,13.0,24.0,-11.0,-0.85,-0.73,14.4,17.1,-2.7,-0.21,-0.39,Matches
210,211,Duccio Degl'Innocenti,it ITA,MF,Empoli,19,2003,1,3.0,3.0,0.1,0.0,0,,0,1,3.0,25,0.0,0.0,1.0,-1.0,-30.0,-29.71,0.0,1.1,-1.0,-46.44,-45.96,Matches
211,212,Jacopo Del Bello,it ITA,GK,Roma,17,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
212,213,Tommaso Del Lungo,it ITA,DF,Atalanta,18,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
213,214,Ali Dembélé,fr FRA,DF,Torino,18,2004,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
214,215,Merih Demiral,tr TUR,DF,Atalanta,24,1998,28,1536.0,55.0,44.9,17.1,14,87.0,12,14,23.0,6,1.89,24.0,23.0,1.0,0.06,-0.75,26.5,17.9,8.5,0.5,0.13,Matches
215,216,Diego Demme,de GER,MF,Napoli,30,1991,7,146.0,21.0,4.3,1.6,2,54.0,0,5,8.0,24,2.71,1.0,0.0,1.0,0.62,-0.7,1.3,1.0,0.3,0.19,-0.71,Matches
216,217,Fabio Depaoli,it ITA,DF,Hellas Verona,25,1997,31,2173.0,70.0,63.5,24.1,24,85.0,18,7,20.0,2,0.91,20.0,39.0,-19.0,-0.79,-0.14,21.9,33.0,-11.1,-0.46,-0.24,Matches
217,218,Fabio Depaoli,it ITA,DFMF,Sampdoria,25,1997,3,136.0,45.0,4.0,1.5,1,90.0,1,2,23.0,1,0.33,0.0,5.0,-5.0,-3.31,-2.16,2.6,2.5,0.1,0.08,0.96,Matches
218,219,Kastriot Dermaku,al ALB,DF,Lecce,30,1992,1,34.0,34.0,1.0,0.4,0,,0,1,34.0,5,1.0,0.0,1.0,-1.0,-2.65,-2.33,0.1,1.1,-1.0,-2.7,-2.57,Matches
219,220,Cyriel Dessers,ng NGA,FW,Cremonese,27,1994,26,1587.0,61.0,46.4,17.6,19,74.0,7,7,27.0,2,0.5,15.0,36.0,-21.0,-1.19,-0.6,18.4,33.3,-14.9,-0.84,-0.23,Matches
220,221,Sergiño Dest,us USA,DF,Milan,21,2000,8,329.0,41.0,9.6,3.7,2,68.0,1,6,32.0,7,1.63,10.0,7.0,3.0,0.82,0.3,6.1,5.7,0.4,0.11,-0.39,Matches
221,222,Mattia Destro,it ITA,FWMF,Empoli,31,1991,17,572.0,34.0,16.7,6.4,6,63.0,1,11,18.0,5,1.06,5.0,11.0,-6.0,-0.94,-0.75,6.5,10.8,-4.3,-0.68,-0.2,Matches
222,223,Gerard Deulofeu,es ESP,FW,Udinese,28,1994,16,1211.0,76.0,35.4,13.5,15,80.0,8,1,13.0,0,1.69,19.0,15.0,4.0,0.3,0.5,17.5,16.2,1.3,0.09,0.35,Matches
223,224,Samuel Di Carmine,it ITA,FWMF,Cremonese,33,1988,2,28.0,14.0,0.8,0.3,0,,0,2,14.0,2,0.0,1.0,2.0,-1.0,-3.21,-2.37,0.4,1.2,-0.8,-2.59,-1.89,Matches
224,225,Federico Di Francesco,it ITA,FWMF,Lecce,28,1994,36,2031.0,56.0,59.4,22.6,23,73.0,4,13,27.0,0,1.0,19.0,24.0,-5.0,-0.22,0.3,22.0,23.0,-1.0,-0.04,0.28,Matches
225,226,Michele Di Gregorio,it ITA,GK,Monza,25,1997,37,3330.0,90.0,97.4,37.0,37,90.0,37,0,,1,1.41,48.0,49.0,-1.0,-0.03,2.97,44.6,48.9,-4.3,-0.12,0.93,Matches
226,227,Giovanni Di Lorenzo,it ITA,DF,Napoli,28,1993,37,3257.0,88.0,95.2,36.2,36,90.0,35,1,29.0,1,2.41,75.0,24.0,51.0,1.41,2.51,62.7,28.6,34.1,0.94,1.56,Matches
227,228,Ángel Di María,ar ARG,FWMF,Juventus,34,1988,26,1363.0,52.0,39.9,15.1,15,70.0,3,11,29.0,1,1.81,25.0,21.0,4.0,0.26,-0.57,22.6,18.2,4.5,0.3,-0.11,Matches
228,229,Francesco Di Mariano,it ITA,FWMF,Lecce,26,1996,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
229,230,Boulaye Dia,sn SEN,FWMF,Salernitana,25,1996,33,2518.0,76.0,73.6,28.0,27,85.0,16,6,37.0,1,1.09,40.0,46.0,-6.0,-0.21,0.58,26.9,47.3,-20.4,-0.73,0.28,Matches
230,231,Brahim Díaz,ma MAR,MFFW,Milan,22,1999,33,1925.0,58.0,56.3,21.4,27,65.0,1,6,28.0,4,1.85,36.0,21.0,15.0,0.7,0.34,34.2,19.8,14.5,0.68,0.48,Matches
231,232,Leonardo Dido,it ITA,GK,Spezia,18,2004,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
232,233,Federico Dimarco,it ITA,DF,Inter,24,1997,33,2069.0,63.0,60.5,23.0,26,72.0,3,7,29.0,1,2.0,50.0,24.0,26.0,1.13,0.93,42.2,21.1,21.2,0.92,0.23,Matches
233,234,Filippo Distefano,it ITA,FW,Fiorentina,18,2003,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
234,235,Koffi Djidji,ci CIV,DF,Torino,29,1992,34,2424.0,71.0,70.9,26.9,26,87.0,19,8,21.0,3,1.35,27.0,30.0,-3.0,-0.11,-0.47,28.2,28.9,-0.7,-0.03,-0.25,Matches
235,236,Berat Djimsiti,al ALB,DF,Atalanta,29,1993,24,1797.0,75.0,52.5,20.0,20,85.0,16,4,23.0,5,1.42,27.0,23.0,4.0,0.2,-0.58,26.1,21.6,4.5,0.23,-0.42,Matches
236,237,Dodô,br BRA,DF,Fiorentina,23,1998,33,2331.0,71.0,68.2,25.9,28,78.0,16,5,30.0,2,1.58,38.0,28.0,10.0,0.39,0.39,38.6,29.3,9.2,0.36,0.16,Matches
237,238,Josh Doig,sct SCO,DF,Hellas Verona,20,2002,22,1354.0,62.0,39.6,15.0,15,77.0,7,7,28.0,8,0.86,13.0,22.0,-9.0,-0.6,0.23,13.4,15.7,-2.2,-0.15,0.37,Matches
238,239,Nicolás Domínguez,ar ARG,MF,Bologna,24,1998,31,2300.0,74.0,67.3,25.6,26,82.0,13,5,34.0,1,1.39,34.0,31.0,3.0,0.12,0.04,31.1,32.0,-0.9,-0.04,0.28,Matches
239,240,Giulio Donati,it ITA,DF,Monza,32,1990,8,422.0,53.0,12.3,4.7,4,73.0,2,4,32.0,16,1.0,3.0,7.0,-4.0,-0.85,-0.85,4.6,5.1,-0.5,-0.11,0.04,Matches
240,241,Bartłomiej Drągowski,pl POL,GK,Spezia,24,1997,34,2946.0,87.0,86.1,32.7,34,87.0,32,0,,3,0.8,24.0,54.0,-30.0,-0.92,-0.73,32.4,50.9,-18.5,-0.56,-0.65,Matches
241,242,Ondrej Duda,sk SVK,MF,Hellas Verona,27,1994,15,1061.0,71.0,31.0,11.8,11,83.0,7,4,38.0,1,1.13,8.0,15.0,-7.0,-0.59,0.21,10.1,13.2,-3.1,-0.26,0.16,Matches
242,243,Denzel Dumfries,nl NED,DF,Inter,26,1996,34,2218.0,65.0,64.9,24.6,25,80.0,11,9,23.0,4,1.85,54.0,26.0,28.0,1.14,1.06,49.2,23.4,25.8,1.05,0.61,Matches
243,244,Alfred Duncan,gh GHA,MF,Fiorentina,29,1993,25,1103.0,44.0,32.3,12.3,13,66.0,2,12,20.0,8,1.56,17.0,10.0,7.0,0.57,0.45,16.6,13.2,3.3,0.27,-0.05,Matches
244,245,Paulo Dybala,ar ARG,MFFW,Roma,28,1993,25,1739.0,70.0,50.8,19.3,21,77.0,7,4,28.0,1,1.81,35.0,21.0,14.0,0.72,0.83,32.8,14.7,18.0,0.93,0.54,Matches
245,246,Edin Džeko,ba BIH,FW,Inter,36,1986,33,1732.0,52.0,50.6,19.2,18,79.0,9,15,21.0,5,1.82,44.0,20.0,24.0,1.25,0.98,36.8,17.3,19.5,1.01,0.37,Matches
246,247,Festy Ebosele,ie IRL,DF,Udinese,19,2002,17,411.0,24.0,12.0,4.6,4,65.0,0,13,12.0,18,1.06,3.0,5.0,-2.0,-0.44,-0.47,4.4,5.6,-1.2,-0.26,-0.15,Matches
247,248,Enzo Ebosse,cm CMR,DF,Udinese,23,1999,20,930.0,47.0,27.2,10.3,9,77.0,7,11,22.0,4,1.15,15.0,14.0,1.0,0.1,0.17,13.0,13.5,-0.4,-0.04,0.12,Matches
248,249,Tyronne Ebuehi,ng NGA,DF,Empoli,26,1995,26,1923.0,74.0,56.2,21.4,22,84.0,14,4,20.0,7,1.42,24.0,24.0,0.0,0.0,0.72,23.8,31.5,-7.7,-0.36,0.35,Matches
249,250,Simone Edera,it ITA,MF,Torino,25,1997,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
250,251,Éderson,br BRA,MF,Atalanta,23,1999,35,2215.0,63.0,64.8,24.6,25,77.0,10,10,30.0,1,1.63,37.0,31.0,6.0,0.24,-0.65,36.8,27.3,9.5,0.38,-0.13,Matches
251,252,Kingsley Ehizibue,nl NED,DF,Udinese,27,1995,27,1535.0,57.0,44.9,17.1,16,83.0,7,11,19.0,2,1.3,24.0,24.0,0.0,0.0,0.05,22.4,24.0,-1.6,-0.1,0.06,Matches
252,253,Albin Ekdal,se SWE,MF,Spezia,33,1989,31,1734.0,56.0,50.7,19.3,18,79.0,8,13,24.0,1,0.97,14.0,29.0,-15.0,-0.78,0.08,26.0,28.1,-2.1,-0.11,0.74,Matches
253,254,Emmanuel Ekong,se SWE,FWMF,Empoli,20,2002,2,20.0,10.0,0.6,0.2,0,,0,2,10.0,17,0.5,1.0,1.0,0.0,0.0,0.32,0.4,0.5,-0.2,-0.69,-0.18,Matches
254,255,Mikael Ellertsson,is ISL,MFDF,Spezia,20,2002,11,171.0,16.0,5.0,1.9,1,64.0,0,10,11.0,6,1.0,0.0,6.0,-6.0,-3.16,-2.47,1.2,4.3,-3.1,-1.65,-1.23,Matches
255,256,Elif Elmas,mk MKD,FWMF,Napoli,22,1999,36,1627.0,45.0,47.6,18.1,14,79.0,4,22,24.0,1,2.39,35.0,10.0,25.0,1.38,0.18,29.3,14.5,14.8,0.82,-0.09,Matches
