,_Rk,_Player,_Nation,_Pos,_Squad,_Age,_Born,_90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,_Ast,_xAG,Expected_xA,Expected_A-xAG,_KP,_1/3,_PPA,_CrsPA,_PrgP,Matches
206,207,Sékou Gassama,sn SEN,FW,Valladolid,27,1995,0.4,7.0,9.0,77.8,87.0,0.0,5.0,7.0,71.4,2.0,2.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Matches
207,208,Gavi,es ESP,MFFW,Barcelona,17,2004,28.1,1026.0,1206.0,85.1,14584.0,2930.0,652.0,711.0,91.7,289.0,340.0,85.0,55.0,79.0,69.6,4,3.7,3.8,0.3,38.0,98.0,40.0,4.0,134.0,Matches
208,209,Paulo Gazzaniga,ar ARG,GK,Girona,30,1992,28.0,783.0,1070.0,73.2,21240.0,15708.0,201.0,201.0,100.0,349.0,359.0,97.2,231.0,501.0,46.1,0,0.2,0.0,-0.2,1.0,21.0,0.0,0.0,0.0,Matches
209,210,Bryan Gil,es ESP,FWDF,Sevilla,21,2001,10.2,284.0,374.0,75.9,3630.0,945.0,182.0,201.0,90.5,88.0,114.0,77.2,3.0,22.0,13.6,2,0.7,0.7,1.3,8.0,10.0,10.0,3.0,22.0,Matches
210,211,David Gil,es ESP,GK,Cádiz,28,1994,4.0,66.0,129.0,51.2,2769.0,2382.0,9.0,9.0,100.0,14.0,15.0,93.3,43.0,105.0,41.0,0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,Matches
211,212,Óscar Gil,es ESP,DF,Espanyol,25,1997,28.4,757.0,991.0,76.4,12559.0,3678.0,358.0,416.0,86.1,323.0,397.0,81.4,54.0,109.0,49.5,1,2.9,1.9,-1.9,15.0,29.0,11.0,7.0,47.0,Matches
212,213,Álvaro Giménez,es ESP,FW,Cádiz,31,1991,0.2,2.0,2.0,100.0,21.0,6.0,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Matches
213,214,Dani Gómez,es ESP,MFFW,Espanyol,24,1998,1.0,13.0,17.0,76.5,196.0,28.0,9.0,9.0,100.0,4.0,6.0,66.7,0.0,0.0,,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,Matches
214,215,Maxi Gómez,uy URU,FW,Valencia,25,1996,1.2,9.0,14.0,64.3,131.0,3.0,5.0,5.0,100.0,2.0,4.0,50.0,1.0,3.0,33.3,0,0.2,0.2,-0.2,2.0,0.0,0.0,0.0,0.0,Matches
215,216,Moi Gómez,es ESP,MFFW,Osasuna,28,1994,27.3,1314.0,1559.0,84.3,24801.0,6445.0,579.0,619.0,93.5,522.0,584.0,89.4,186.0,286.0,65.0,2,4.5,4.8,-2.5,53.0,170.0,34.0,13.0,184.0,Matches
216,217,Papu Gómez,ar ARG,FWMF,Sevilla,34,1988,11.8,450.0,535.0,84.1,7565.0,2319.0,242.0,260.0,93.1,157.0,187.0,84.0,43.0,64.0,67.2,1,1.7,2.0,-0.7,14.0,46.0,25.0,6.0,82.0,Matches
217,218,Sergi Gómez,es ESP,DF,Espanyol,30,1992,26.0,968.0,1132.0,85.5,20365.0,7288.0,277.0,302.0,91.7,561.0,600.0,93.5,127.0,214.0,59.3,0,0.4,0.7,-0.4,5.0,38.0,1.0,0.0,43.0,Matches
218,219,Antonio Gomis,es ESP,GK,Atlético Madrid,19,2003,0.1,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
219,220,Diego González,es ESP,DF,Elche,27,1995,10.6,299.0,382.0,78.3,6351.0,2599.0,80.0,92.0,87.0,164.0,183.0,89.6,47.0,90.0,52.2,0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,13.0,Matches
220,221,Édgar González,es ESP,DF,Betis,25,1997,19.7,792.0,892.0,88.8,14260.0,4998.0,333.0,362.0,92.0,384.0,415.0,92.5,68.0,97.0,70.1,0,0.8,0.7,-0.8,2.0,14.0,0.0,0.0,30.0,Matches
221,222,Giovanni González,uy URU,DF,Mallorca,27,1994,10.3,336.0,428.0,78.5,5449.0,2264.0,188.0,213.0,88.3,123.0,156.0,78.8,21.0,46.0,45.7,2,1.2,0.6,0.8,5.0,19.0,7.0,4.0,28.0,Matches
222,223,Nicolás González,es ESP,MF,Valencia,20,2002,15.6,676.0,778.0,86.9,10855.0,3185.0,339.0,372.0,91.1,293.0,328.0,89.3,31.0,52.0,59.6,1,1.3,1.4,-0.3,12.0,92.0,9.0,0.0,81.0,Matches
223,224,Roberto González,es ESP,FWMF,Betis,21,2001,0.6,25.0,29.0,86.2,374.0,121.0,12.0,14.0,85.7,8.0,8.0,100.0,3.0,5.0,60.0,0,0.3,0.2,-0.3,3.0,2.0,0.0,0.0,2.0,Matches
224,225,Andoni Gorosabel,es ESP,DF,Real Sociedad,25,1996,19.0,888.0,1049.0,84.7,13271.0,4844.0,512.0,561.0,91.3,297.0,344.0,86.3,50.0,83.0,60.2,0,1.0,1.7,-1.0,13.0,42.0,22.0,12.0,68.0,Matches
225,226,José Gragera,es ESP,MFDF,Espanyol,21,2000,5.1,178.0,208.0,85.6,3239.0,1070.0,66.0,81.0,81.5,89.0,99.0,89.9,18.0,22.0,81.8,0,0.0,0.1,0.0,0.0,11.0,0.0,0.0,11.0,Matches
226,227,Ivo Grbić,hr CRO,GK,Atlético Madrid,26,1996,10.2,219.0,330.0,66.4,6085.0,4302.0,57.0,58.0,98.3,81.0,81.0,100.0,80.0,189.0,42.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
227,228,Dominik Greif,sk SVK,GK,Mallorca,25,1997,1.0,23.0,38.0,60.5,1222.0,1170.0,0.0,0.0,,4.0,4.0,100.0,19.0,34.0,55.9,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Matches
228,229,Clément Grenier,fr FRA,MF,Mallorca,31,1991,8.0,256.0,356.0,71.9,4406.0,1363.0,132.0,151.0,87.4,79.0,107.0,73.8,35.0,76.0,46.1,0,1.1,1.5,-1.1,12.0,31.0,6.0,2.0,40.0,Matches
229,230,Antoine Griezmann,fr FRA,FWMF,Atlético Madrid,31,1991,31.8,1236.0,1597.0,77.4,18976.0,5448.0,685.0,774.0,88.5,384.0,487.0,78.9,104.0,207.0,50.2,16,13.8,9.8,2.2,84.0,117.0,58.0,13.0,171.0,Matches
230,231,Andrés Guardado,mx MEX,MF,Betis,35,1986,15.3,739.0,870.0,84.9,13792.0,3995.0,341.0,363.0,93.9,292.0,333.0,87.7,95.0,137.0,69.3,1,1.1,1.0,-0.1,12.0,70.0,5.0,0.0,72.0,Matches
231,232,Sergi Guardiola,es ESP,FW,Valladolid,31,1991,5.6,74.0,117.0,63.2,948.0,149.0,47.0,65.0,72.3,18.0,26.0,69.2,3.0,5.0,60.0,0,0.1,0.2,-0.1,2.0,1.0,1.0,1.0,3.0,Matches
232,233,Sergi Guardiola,es ESP,FW,Cádiz,31,1991,12.9,203.0,294.0,69.0,2803.0,548.0,121.0,152.0,79.6,60.0,88.0,68.2,10.0,15.0,66.7,0,0.5,0.3,-0.5,9.0,11.0,3.0,1.0,28.0,Matches
233,234,Nemanja Gudelj,rs SRB,DFMF,Sevilla,30,1991,30.9,1445.0,1602.0,90.2,25141.0,8231.0,593.0,639.0,92.8,737.0,781.0,94.4,88.0,134.0,65.7,1,0.4,0.6,0.6,5.0,113.0,6.0,2.0,110.0,Matches
234,235,Javier Guerra,es ESP,MF,Valencia,19,2003,6.7,188.0,239.0,78.7,2919.0,763.0,91.0,107.0,85.0,76.0,86.0,88.4,10.0,23.0,43.5,0,1.1,1.7,-1.1,5.0,15.0,10.0,1.0,30.0,Matches
235,236,Ander Guevara,es ESP,MF,Real Sociedad,25,1997,2.5,161.0,179.0,89.9,2454.0,585.0,85.0,88.0,96.6,66.0,71.0,93.0,5.0,8.0,62.5,0,0.7,0.3,-0.7,4.0,23.0,1.0,0.0,15.0,Matches
236,237,Pape Gueye,sn SEN,MF,Sevilla,23,1999,13.0,447.0,553.0,80.8,8299.0,2200.0,205.0,223.0,91.9,177.0,209.0,84.7,61.0,94.0,64.9,3,1.2,0.9,1.8,10.0,52.0,2.0,1.0,59.0,Matches
237,238,Hugo Guillamón,es ESP,MF,Valencia,22,2000,18.1,852.0,1028.0,82.9,15768.0,4177.0,367.0,407.0,90.2,335.0,389.0,86.1,122.0,169.0,72.2,4,1.6,1.5,2.4,25.0,96.0,11.0,3.0,101.0,Matches
238,239,Gerard Gumbau,es ESP,MF,Elche,27,1994,30.4,1112.0,1446.0,76.9,22189.0,7192.0,458.0,523.0,87.6,414.0,484.0,85.5,204.0,337.0,60.5,6,6.2,6.1,-0.2,73.0,124.0,24.0,12.0,145.0,Matches
239,240,Gorka Guruzeta,es ESP,FW,Athletic Club,25,1996,15.8,286.0,394.0,72.6,4358.0,762.0,150.0,189.0,79.4,86.0,113.0,76.1,25.0,30.0,83.3,1,1.0,1.2,0.0,14.0,23.0,10.0,1.0,37.0,Matches
240,241,Raúl Guti,es ESP,MF,Elche,25,1996,12.4,327.0,409.0,80.0,4925.0,1368.0,194.0,217.0,89.4,87.0,103.0,84.5,30.0,52.0,57.7,0,0.1,0.3,-0.1,2.0,26.0,6.0,1.0,32.0,Matches
241,242,Miguel Gutiérrez,es ESP,DF,Girona,21,2001,26.6,1130.0,1386.0,81.5,17750.0,5265.0,631.0,689.0,91.6,405.0,494.0,82.0,70.0,129.0,54.3,3,3.3,3.1,-0.3,22.0,92.0,29.0,16.0,125.0,Matches
242,243,Munir El Haddadi,ma MAR,MFFW,Getafe,26,1995,12.8,270.0,433.0,62.4,4236.0,1343.0,142.0,185.0,76.8,85.0,131.0,64.9,26.0,60.0,43.3,1,1.2,1.7,-0.2,14.0,20.0,11.0,8.0,30.0,Matches
243,244,Dennis Hadzikadunic,ba BIH,DF,Mallorca,24,1998,6.8,142.0,189.0,75.1,2712.0,1065.0,53.0,62.0,85.5,66.0,81.0,81.5,20.0,40.0,50.0,0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,19.0,Matches
244,245,Haissem Hassan,fr FRA,FWMF,Villarreal,20,2002,0.6,15.0,20.0,75.0,292.0,38.0,6.0,8.0,75.0,7.0,9.0,77.8,2.0,2.0,100.0,0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,Matches
245,246,Eden Hazard,be BEL,FW,Real Madrid,31,1991,2.2,96.0,108.0,88.9,1184.0,231.0,60.0,68.0,88.2,21.0,22.0,95.5,4.0,4.0,100.0,1,0.5,0.5,0.5,7.0,6.0,3.0,0.0,8.0,Matches
246,247,Luiz Henrique,br BRA,FW,Betis,21,2001,20.1,415.0,561.0,74.0,5705.0,1138.0,265.0,310.0,85.5,114.0,154.0,74.0,17.0,32.0,53.1,3,2.9,2.1,0.1,17.0,13.0,14.0,6.0,26.0,Matches
247,248,Mario Hermoso,es ESP,DF,Atlético Madrid,27,1995,23.4,1309.0,1514.0,86.5,23825.0,8990.0,609.0,655.0,93.0,523.0,568.0,92.1,154.0,236.0,65.3,2,1.4,1.4,0.6,14.0,89.0,11.0,2.0,115.0,Matches
248,249,Javi Hernández ,es ESP,DF,Girona,24,1998,12.4,613.0,748.0,82.0,9758.0,3979.0,330.0,378.0,87.3,227.0,259.0,87.6,38.0,60.0,63.3,2,0.9,0.6,1.1,8.0,56.0,9.0,4.0,78.0,Matches
249,250,Aridane Hernández,es ESP,DF,Osasuna,33,1989,19.9,745.0,882.0,84.5,15152.0,4941.0,248.0,271.0,91.5,390.0,439.0,88.8,105.0,160.0,65.6,1,0.7,0.4,0.3,3.0,42.0,2.0,0.0,47.0,Matches
250,251,Luis Hernández,es ESP,DF,Cádiz,33,1989,35.0,1078.0,1488.0,72.4,23046.0,9678.0,323.0,361.0,89.5,558.0,670.0,83.3,186.0,415.0,44.8,0,0.9,1.0,-0.9,12.0,81.0,7.0,4.0,95.0,Matches
251,252,Mario Hernández,es ESP,DF,Rayo Vallecano,23,1999,1.1,30.0,38.0,78.9,455.0,139.0,16.0,21.0,76.2,11.0,12.0,91.7,2.0,4.0,50.0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,Matches
252,253,Jorge Herrando,es ESP,DF,Osasuna,21,2001,0.3,3.0,5.0,60.0,45.0,7.0,1.0,3.0,33.3,2.0,2.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
253,254,Ander Herrera,es ESP,MF,Athletic Club,32,1989,7.7,376.0,455.0,82.6,5618.0,1359.0,210.0,239.0,87.9,128.0,153.0,83.7,22.0,35.0,62.9,1,0.9,0.9,0.1,11.0,32.0,7.0,0.0,40.0,Matches
254,255,Sergio Herrera,es ESP,GK,Osasuna,29,1993,17.0,389.0,611.0,63.7,14092.0,11862.0,31.0,32.0,96.9,158.0,162.0,97.5,200.0,415.0,48.2,0,0.0,0.0,0.0,1.0,28.0,0.0,0.0,0.0,Matches
255,256,Yangel Herrera,ve VEN,MFFW,Girona,24,1998,10.7,332.0,418.0,79.4,4970.0,1262.0,186.0,206.0,90.3,109.0,134.0,81.3,24.0,44.0,54.5,2,1.0,1.0,1.0,11.0,31.0,10.0,2.0,46.0,Matches
256,257,Omar El Hilali,ma MAR,DFMF,Espanyol,18,2003,1.0,21.0,35.0,60.0,356.0,128.0,8.0,12.0,66.7,13.0,17.0,76.5,0.0,5.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Matches
257,258,Martin Hongla,cm CMR,DFMF,Valladolid,24,1998,14.5,520.0,634.0,82.0,11242.0,3295.0,147.0,172.0,85.5,265.0,285.0,93.0,98.0,151.0,64.9,0,0.3,0.3,-0.3,2.0,33.0,4.0,1.0,50.0,Matches
258,259,Pablo Ibáñez,es ESP,MF,Osasuna,23,1998,11.8,280.0,386.0,72.5,4716.0,1459.0,142.0,170.0,83.5,114.0,143.0,79.7,20.0,38.0,52.6,1,0.8,0.2,0.2,11.0,34.0,4.0,0.0,59.0,Matches
259,260,Iglesias,es ESP,DFMF,Getafe,24,1998,23.8,557.0,951.0,58.6,10128.0,4524.0,248.0,310.0,80.0,227.0,356.0,63.8,70.0,225.0,31.1,0,1.0,1.4,-1.0,13.0,41.0,24.0,15.0,50.0,Matches
260,261,Borja Iglesias,es ESP,FW,Betis,29,1993,26.3,397.0,522.0,76.1,4818.0,691.0,260.0,320.0,81.3,73.0,97.0,75.3,19.0,22.0,86.4,3,2.8,2.2,0.2,22.0,13.0,14.0,0.0,33.0,Matches
261,262,Asier Illarramendi,es ESP,MF,Real Sociedad,32,1990,12.0,545.0,640.0,85.2,8295.0,2035.0,297.0,329.0,90.3,198.0,220.0,90.0,32.0,49.0,65.3,0,0.4,0.4,-0.4,10.0,53.0,3.0,1.0,48.0,Matches
262,263,Alexander Isak,se SWE,FW,Real Sociedad,22,1999,1.7,17.0,30.0,56.7,236.0,60.0,11.0,14.0,78.6,6.0,9.0,66.7,0.0,2.0,0.0,0,0.1,0.0,-0.1,2.0,0.0,1.0,0.0,3.0,Matches
263,264,Isco,es ESP,MFFW,Sevilla,30,1992,8.9,346.0,417.0,83.0,5315.0,1337.0,192.0,211.0,91.0,109.0,124.0,87.9,27.0,50.0,54.0,2,1.7,1.1,0.3,17.0,45.0,8.0,0.0,37.0,Matches
264,265,Diego Iturralde,es ESP,DF,Sevilla,19,2003,0.5,8.0,13.0,61.5,113.0,45.0,5.0,5.0,100.0,3.0,5.0,60.0,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
265,266,Nicolas Jackson,sn SEN,FW,Villarreal,21,2001,17.8,246.0,325.0,75.7,3440.0,710.0,143.0,183.0,78.1,69.0,84.0,82.1,13.0,15.0,86.7,4,3.1,2.0,0.9,21.0,25.0,9.0,0.0,40.0,Matches
266,267,Adnan Januzaj,be BEL,FW,Sevilla,27,1995,0.5,15.0,24.0,62.5,229.0,35.0,10.0,12.0,83.3,4.0,5.0,80.0,1.0,3.0,33.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Matches
267,268,Luis Javier Suárez,co COL,FW,Almería,24,1997,16.6,266.0,386.0,68.9,3990.0,687.0,153.0,196.0,78.1,75.0,110.0,68.2,24.0,46.0,52.2,4,2.1,1.5,1.9,13.0,21.0,2.0,1.0,26.0,Matches
268,269,Joaquín,es ESP,MFFW,Betis,41,1981,5.5,258.0,324.0,79.6,3561.0,928.0,159.0,175.0,90.9,74.0,91.0,81.3,12.0,31.0,38.7,2,1.8,1.8,0.2,21.0,15.0,11.0,3.0,26.0,Matches
269,270,Frenkie de Jong,nl NED,MF,Barcelona,25,1997,28.2,2089.0,2320.0,90.0,33411.0,10589.0,1121.0,1186.0,94.5,782.0,849.0,92.1,144.0,186.0,77.4,4,4.3,6.3,-0.3,45.0,250.0,59.0,7.0,279.0,Matches
270,271,Joan Jordán,es ESP,MF,Sevilla,28,1994,17.7,963.0,1102.0,87.4,17030.0,4971.0,473.0,511.0,92.6,357.0,397.0,89.9,113.0,148.0,76.4,1,0.6,0.8,0.4,8.0,134.0,6.0,0.0,123.0,Matches
271,272,Josan,es ESP,DFMF,Elche,32,1989,12.0,424.0,539.0,78.7,7003.0,2471.0,226.0,252.0,89.7,147.0,183.0,80.3,38.0,73.0,52.1,3,1.6,0.6,1.4,15.0,29.0,13.0,8.0,39.0,Matches
272,273,Willian José,br BRA,FW,Betis,30,1991,8.1,206.0,266.0,77.4,2771.0,446.0,118.0,137.0,86.1,67.0,84.0,79.8,8.0,15.0,53.3,1,1.3,0.5,-0.3,8.0,4.0,3.0,0.0,14.0,Matches
273,274,Joselu,es ESP,FW,Espanyol,32,1990,33.2,458.0,759.0,60.3,6536.0,1417.0,277.0,406.0,68.2,126.0,221.0,57.0,27.0,53.0,50.9,2,2.4,2.0,-0.4,22.0,41.0,12.0,1.0,66.0,Matches
274,275,Juanmi,es ESP,FW,Betis,29,1993,10.3,207.0,245.0,84.5,2759.0,466.0,133.0,145.0,91.7,54.0,62.0,87.1,7.0,12.0,58.3,0,0.9,0.9,-0.9,4.0,7.0,3.0,0.0,15.0,Matches
275,276,Juanpe,es ESP,DF,Girona,31,1991,15.8,753.0,881.0,85.5,14726.0,5562.0,234.0,250.0,93.6,428.0,466.0,91.8,85.0,139.0,61.2,0,0.3,0.4,-0.3,3.0,32.0,1.0,0.0,38.0,Matches
276,277,Lago Junior,ci CIV,FWMF,Mallorca,31,1990,0.6,12.0,18.0,66.7,154.0,31.0,6.0,7.0,85.7,3.0,5.0,60.0,1.0,2.0,50.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
277,278,Vinicius Júnior,br BRA,FW,Real Madrid,22,2000,31.4,883.0,1153.0,76.6,11725.0,2422.0,581.0,665.0,87.4,204.0,262.0,77.9,44.0,74.0,59.5,9,9.4,8.8,-0.4,64.0,30.0,45.0,2.0,87.0,Matches
278,279,Filip Jørgensen,dk DEN,GK,Villarreal,20,2002,2.0,49.0,55.0,89.1,908.0,552.0,16.0,16.0,100.0,27.0,28.0,96.4,6.0,11.0,54.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
279,280,Tino Kadewere,zw ZIM,FWMF,Mallorca,26,1996,6.0,95.0,151.0,62.9,1261.0,233.0,56.0,79.0,70.9,29.0,43.0,67.4,3.0,11.0,27.3,0,0.6,0.2,-0.6,3.0,6.0,0.0,0.0,4.0,Matches
280,281,Kaiky,br BRA,DF,Almería,18,2004,6.5,182.0,224.0,81.3,3877.0,1389.0,60.0,65.0,92.3,84.0,97.0,86.6,34.0,54.0,63.0,0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,11.0,Matches
281,282,Lee Kang-in,kr KOR,MFFW,Mallorca,21,2001,31.4,772.0,1103.0,70.0,12995.0,4205.0,400.0,465.0,86.0,249.0,317.0,78.5,89.0,227.0,39.2,6,5.4,5.0,0.6,54.0,75.0,30.0,11.0,96.0,Matches
282,283,Jon Karrikaburu,es ESP,FW,Real Sociedad,19,2002,1.0,11.0,18.0,61.1,164.0,66.0,5.0,7.0,71.4,2.0,4.0,50.0,2.0,3.0,66.7,0,0.3,0.1,-0.3,1.0,2.0,1.0,0.0,4.0,Matches
283,284,Kenedy,br BRA,FWDF,Valladolid,26,1996,3.1,57.0,86.0,66.3,800.0,232.0,34.0,42.0,81.0,19.0,25.0,76.0,2.0,10.0,20.0,1,0.6,0.6,0.4,4.0,7.0,2.0,2.0,4.0,Matches
284,285,Franck Kessié,ci CIV,MF,Barcelona,25,1996,11.0,391.0,457.0,85.6,5955.0,1170.0,207.0,231.0,89.6,152.0,174.0,87.4,20.0,29.0,69.0,1,0.7,0.9,0.3,8.0,23.0,6.0,1.0,39.0,Matches
285,286,Kiké,es ESP,FW,Osasuna,32,1989,11.3,167.0,244.0,68.4,2161.0,275.0,109.0,130.0,83.8,40.0,64.0,62.5,6.0,16.0,37.5,0,1.1,0.8,-1.1,13.0,13.0,7.0,0.0,15.0,Matches
286,287,Justin Kluivert,nl NED,FWMF,Valencia,23,1999,16.1,276.0,399.0,69.2,4236.0,977.0,163.0,203.0,80.3,80.0,112.0,71.4,23.0,50.0,46.0,0,2.4,2.1,-2.4,23.0,15.0,21.0,10.0,33.0,Matches
287,288,Koke,es ESP,MF,Atlético Madrid,30,1992,28.3,1784.0,2038.0,87.5,27145.0,8772.0,990.0,1055.0,93.8,578.0,649.0,89.1,127.0,187.0,67.9,3,1.7,1.7,1.3,28.0,179.0,19.0,3.0,175.0,Matches
288,289,Luca Koleosho,it ITA,FWDF,Espanyol,17,2004,0.7,18.0,28.0,64.3,231.0,34.0,10.0,11.0,90.9,7.0,12.0,58.3,0.0,1.0,0.0,0,0.0,0.2,0.0,0.0,1.0,0.0,0.0,1.0,Matches
289,290,Geoffrey Kondogbia,cf CTA,MF,Atlético Madrid,29,1993,11.2,567.0,634.0,89.4,8841.0,2652.0,313.0,337.0,92.9,186.0,203.0,91.6,44.0,59.0,74.6,2,0.9,0.3,1.1,5.0,45.0,3.0,0.0,42.0,Matches
290,291,Jules Koundé,fr FRA,DF,Barcelona,23,1998,27.0,1775.0,2024.0,87.7,29836.0,9690.0,827.0,895.0,92.4,792.0,866.0,91.5,123.0,182.0,67.6,3,2.8,2.3,0.2,16.0,176.0,15.0,6.0,185.0,Matches
291,292,Toni Kroos,de GER,MF,Real Madrid,32,1990,23.9,2255.0,2482.0,90.9,42174.0,15247.0,991.0,1022.0,97.0,907.0,964.0,94.1,314.0,419.0,74.9,4,4.4,5.5,-0.4,55.0,372.0,26.0,7.0,319.0,Matches
292,293,Takefusa Kubo,jp JPN,FWMF,Real Sociedad,21,2001,27.1,621.0,875.0,71.0,8389.0,2340.0,382.0,454.0,84.1,174.0,249.0,69.9,29.0,65.0,44.6,4,6.0,5.4,-2.0,39.0,33.0,34.0,4.0,81.0,Matches
293,294,César de la Hoz,es ESP,MF,Almería,30,1992,18.6,435.0,556.0,78.2,8183.0,2869.0,185.0,212.0,87.3,189.0,226.0,83.6,56.0,93.0,60.2,0,0.9,0.9,-0.9,5.0,54.0,5.0,2.0,49.0,Matches
294,295,Luca de la Torre,us USA,MF,Celta Vigo,24,1998,16.5,510.0,613.0,83.2,7305.0,1296.0,304.0,327.0,93.0,167.0,191.0,87.4,21.0,39.0,53.8,2,1.3,1.3,0.7,13.0,51.0,7.0,2.0,62.0,Matches
295,296,Érik Lamela,ar ARG,FWMF,Sevilla,30,1992,20.5,588.0,770.0,76.4,8118.0,1522.0,346.0,409.0,84.6,180.0,224.0,80.4,26.0,39.0,66.7,0,1.4,1.3,-1.4,24.0,38.0,21.0,1.0,69.0,Matches
296,297,Cyle Larin,ca CAN,FW,Valladolid,27,1995,16.3,170.0,247.0,68.8,2289.0,370.0,106.0,134.0,79.1,42.0,58.0,72.4,9.0,14.0,64.3,3,2.6,1.1,0.4,16.0,5.0,7.0,1.0,17.0,Matches
297,298,Juanmi Latasa,es ESP,FW,Getafe,21,2001,5.0,80.0,164.0,48.8,1141.0,351.0,41.0,77.0,53.2,29.0,54.0,53.7,3.0,4.0,75.0,0,0.6,0.6,-0.6,6.0,7.0,6.0,0.0,19.0,Matches
298,299,Toni Lato,es ESP,DFMF,Valencia,24,1997,10.2,390.0,490.0,79.6,6140.0,2040.0,205.0,228.0,89.9,148.0,177.0,83.6,26.0,61.0,42.6,0,0.9,1.0,-0.9,15.0,32.0,10.0,2.0,40.0,Matches
299,300,Lázaro,br BRA,FWMF,Almería,20,2002,8.0,170.0,218.0,78.0,2490.0,660.0,103.0,123.0,83.7,43.0,54.0,79.6,14.0,20.0,70.0,0,0.8,0.4,-0.8,12.0,20.0,5.0,1.0,26.0,Matches
300,301,Robin Le Normand,es ESP,DF,Real Sociedad,25,1996,31.1,1533.0,1740.0,88.1,30128.0,8968.0,485.0,542.0,89.5,862.0,926.0,93.1,171.0,240.0,71.3,0,0.1,0.6,-0.1,3.0,93.0,2.0,0.0,122.0,Matches
301,302,Benjamin Lecomte,fr FRA,GK,Espanyol,31,1991,10.0,179.0,275.0,65.1,6302.0,5234.0,21.0,21.0,100.0,66.0,67.0,98.5,92.0,184.0,50.0,0,0.1,0.0,-0.1,1.0,5.0,0.0,0.0,0.0,Matches
302,303,Jeremías Ledesma,ar ARG,GK,Cádiz,29,1993,34.0,585.0,1114.0,52.5,22172.0,18695.0,58.0,60.0,96.7,223.0,230.0,97.0,303.0,818.0,37.0,0,0.0,0.1,0.0,1.0,42.0,1.0,0.0,0.0,Matches
303,304,Florian Lejeune,fr FRA,DF,Rayo Vallecano,31,1991,28.5,1110.0,1417.0,78.3,26005.0,10316.0,248.0,285.0,87.0,633.0,696.0,90.9,221.0,401.0,55.1,0,0.3,0.4,-0.3,8.0,119.0,5.0,1.0,80.0,Matches
304,305,Iñigo Lekue,es ESP,DF,Athletic Club,29,1993,14.7,624.0,807.0,77.3,10406.0,3685.0,306.0,353.0,86.7,260.0,329.0,79.0,45.0,85.0,52.9,1,0.7,0.7,0.3,13.0,57.0,9.0,7.0,64.0,Matches
305,306,Thomas Lemar,fr FRA,MF,Atlético Madrid,26,1995,13.9,690.0,814.0,84.8,10150.0,2771.0,404.0,435.0,92.9,202.0,238.0,84.9,52.0,82.0,63.4,3,1.9,1.6,1.1,26.0,68.0,22.0,6.0,80.0,Matches
306,307,Sergio León,es ESP,FW,Valladolid,33,1989,14.8,138.0,206.0,67.0,2143.0,398.0,72.0,92.0,78.3,46.0,65.0,70.8,9.0,20.0,45.0,1,1.2,0.6,-0.2,12.0,5.0,6.0,1.0,22.0,Matches
307,308,Robert Lewandowski,pl POL,FW,Barcelona,33,1988,31.6,602.0,793.0,75.9,8306.0,1669.0,369.0,440.0,83.9,165.0,214.0,77.1,30.0,46.0,65.2,7,6.3,5.3,0.7,35.0,49.0,31.0,2.0,100.0,Matches
308,309,Samuel Lino,br BRA,FWMF,Valencia,22,1999,32.1,878.0,1163.0,75.5,12024.0,2590.0,538.0,613.0,87.8,256.0,342.0,74.9,36.0,77.0,46.8,1,2.1,3.7,-1.1,27.0,46.0,30.0,7.0,93.0,Matches
309,310,Pol Lirola,es ESP,DF,Elche,24,1997,7.0,240.0,325.0,73.8,3762.0,1309.0,135.0,154.0,87.7,79.0,107.0,73.8,16.0,38.0,42.1,0,0.7,0.6,-0.7,6.0,10.0,3.0,2.0,19.0,Matches
