,_Rk,_Player,_Nation,_Pos,_Squad,_Age,_Born,PlayingTime_MP,PlayingTime_Starts,PlayingTime_Min,PlayingTime_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per90Minutes_Gls,Per90Minutes_Ast,Per90Minutes_G+A,Per90Minutes_G-PK,Per90Minutes_G+A-PK,Per90Minutes_xG,Per90Minutes_xAG,Per90Minutes_xG+xAG,Per90Minutes_npxG,Per90Minutes_npxG+xAG,Matches
78,79,Myron Boadu,nl NED,FW,Monaco,21,2001,12,3,295,3.3,3,0,3,3,0,0,0,0,2.6,2.6,0.3,2.9,5,3,21,0.92,0.0,0.92,0.92,0.92,0.79,0.09,0.88,0.79,0.88,Matches
79,80,Jérôme Boateng,de GER,DF,Lyon,33,1988,8,6,428,4.8,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches
80,81,Antonin Bobichon,fr FRA,MF,Angers,26,1995,3,0,18,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,2,4,8,0.0,0.0,0.0,0.0,0.0,0.28,1.01,1.3,0.28,1.3,Matches
81,82,Quentin Boisgard,fr FRA,MF,Lorient,25,1997,5,1,184,2.0,1,0,1,1,0,0,1,0,0.4,0.4,0.1,0.5,7,11,15,0.49,0.0,0.49,0.49,0.49,0.19,0.05,0.25,0.19,0.25,Matches
82,83,Neto Borges,br BRA,DF,Clermont Foot,25,1996,33,33,2833,31.5,3,1,4,3,0,0,4,2,3.1,3.1,2.7,5.8,69,100,189,0.1,0.03,0.13,0.1,0.13,0.1,0.09,0.19,0.1,0.18,Matches
83,84,Kenji-Van Boto,mg MAD,DF,Auxerre,26,1996,2,2,180,2.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,4,2,10,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches
84,85,Kouamé Botué,bf BFA,FWMF,Ajaccio,19,2002,8,2,229,2.5,0,0,0,0,0,0,0,0,1.2,1.2,0.1,1.3,4,4,16,0.0,0.0,0.0,0.0,0.0,0.48,0.05,0.53,0.48,0.53,Matches
85,86,Badredine Bouanani,dz ALG,FWMF,Nice,17,2004,19,9,863,9.6,0,4,4,0,0,0,0,0,1.7,1.7,3.5,5.2,47,31,98,0.0,0.42,0.42,0.0,0.42,0.18,0.36,0.54,0.18,0.54,Matches
86,87,Hicham Boudaoui,dz ALG,MF,Nice,22,1999,27,22,1875,20.8,1,2,3,1,0,0,5,0,0.9,0.9,1.9,2.8,39,110,55,0.05,0.1,0.14,0.05,0.14,0.04,0.09,0.14,0.04,0.14,Matches
87,88,Franci Bouebari,fr FRA,DF,Strasbourg,18,2003,2,0,76,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches
88,89,Sofiane Boufal,ma MAR,FWMF,Angers,28,1993,13,9,834,9.3,4,3,7,2,2,2,3,1,3.6,2.1,2.9,5.0,49,56,94,0.43,0.32,0.76,0.22,0.54,0.39,0.32,0.71,0.22,0.54,Matches
89,90,Ismaëlben Boura,km COM,DFFW,Lens,21,2000,9,0,93,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,6,6,11,0.0,0.0,0.0,0.0,0.0,0.06,0.2,0.26,0.06,0.26,Matches
90,91,Benjamin Bourigeaud,fr FRA,MFFW,Rennes,28,1994,37,37,3065,34.1,7,10,17,5,2,2,6,1,8.7,7.1,11.6,18.7,40,264,250,0.21,0.29,0.5,0.15,0.44,0.26,0.34,0.6,0.21,0.55,Matches
91,92,Bilal Brahimi,dz ALG,FWMF,Nice,22,2000,26,5,800,8.9,3,2,5,3,0,0,0,0,1.0,1.0,1.7,2.8,41,16,100,0.34,0.23,0.56,0.34,0.56,0.12,0.19,0.31,0.12,0.31,Matches
92,93,Lilian Brassier,fr FRA,DF,Brest,22,1999,36,35,3093,34.4,0,0,0,0,0,0,5,0,1.1,1.1,0.9,2.0,20,111,29,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.03,0.06,Matches
93,94,Andreas Bruus,dk DEN,DFFW,Troyes,23,1999,27,18,1628,18.1,0,2,2,0,0,0,2,0,0.7,0.7,1.7,2.4,47,41,117,0.0,0.11,0.11,0.0,0.11,0.04,0.09,0.13,0.04,0.13,Matches
94,95,Joe Bryan,eng ENG,MFDF,Nice,28,1993,6,2,177,2.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.1,2,8,16,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.04,0.01,0.04,Matches
95,96,Adam Buksa,pl POL,FWMF,Lens,26,1996,8,0,101,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,9,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches
96,97,Maxime Busi,be BEL,DF,Reims,22,1999,21,11,1043,11.6,0,1,1,0,0,0,4,0,0.1,0.1,0.7,0.8,25,57,44,0.0,0.09,0.09,0.0,0.09,0.01,0.06,0.07,0.01,0.07,Matches
97,98,Marcin Bułka,pl POL,GK,Nice,22,1999,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
98,99,Rémy Cabella,fr FRA,MFFW,Lille,32,1990,32,28,2525,28.1,7,10,17,7,0,0,3,0,8.3,8.3,10.7,19.0,113,230,242,0.25,0.36,0.61,0.25,0.61,0.3,0.38,0.68,0.3,0.68,Matches
99,100,Jimmy Cabot,fr FRA,DFMF,Lens,28,1994,11,5,511,5.7,0,1,1,0,0,0,2,0,0.3,0.3,2.1,2.4,26,29,65,0.0,0.18,0.18,0.0,0.18,0.05,0.37,0.43,0.05,0.43,Matches
