,_Rk,_Player,_Nation,_Pos,_Squad,_Age,_Born,_90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Matches
93,94,José Carlos Lazo,es ESP,MFFW,Almería,26,1996,0.2,8.0,0.0,1.0,2.0,5.0,1.0,8.0,1.0,1.0,100.0,0.0,0.0,7.0,44.0,9.0,0.0,0.0,0.0,2.0,0.0,7.0,3.0,Matches
94,95,José Carlos Lazo,es ESP,MFFW,Espanyol,26,1996,1.8,70.0,6.0,24.0,14.0,32.0,4.0,70.0,5.0,1.0,20.0,4.0,80.0,34.0,215.0,103.0,2.0,5.0,0.0,3.0,4.0,33.0,10.0,Matches
95,96,Carmona,es ESP,MFDF,Elche,20,2002,6.5,265.0,20.0,83.0,93.0,92.0,14.0,265.0,20.0,9.0,45.0,8.0,40.0,143.0,814.0,338.0,8.0,10.0,6.0,12.0,4.0,116.0,27.0,Matches
96,97,Carmona,es ESP,DF,Sevilla,20,2002,5.9,400.0,33.0,147.0,196.0,60.0,6.0,400.0,6.0,2.0,33.3,3.0,50.0,227.0,935.0,526.0,9.0,11.0,2.0,11.0,2.0,249.0,8.0,Matches
97,98,Yannick Carrasco,be BEL,DFMF,Atlético Madrid,28,1993,25.7,1404.0,32.0,230.0,456.0,745.0,160.0,1403.0,124.0,60.0,48.4,51.0,41.1,822.0,6278.0,3577.0,146.0,58.0,71.0,52.0,34.0,922.0,264.0,Matches
98,99,Dani Carvajal,es ESP,DF,Real Madrid,30,1992,19.8,1512.0,85.0,412.0,580.0,526.0,39.0,1512.0,17.0,9.0,52.9,5.0,29.4,864.0,3105.0,1547.0,22.0,30.0,3.0,23.0,7.0,1049.0,147.0,Matches
99,100,William Carvalho,pt POR,MF,Betis,30,1992,27.1,1979.0,40.0,303.0,1323.0,370.0,37.0,1979.0,52.0,29.0,55.8,17.0,32.7,1276.0,5717.0,2667.0,46.0,43.0,7.0,23.0,27.0,1591.0,52.0,Matches
100,101,Casemiro,br BRA,MF,Real Madrid,30,1992,0.1,11.0,1.0,3.0,8.0,0.0,0.0,11.0,0.0,0.0,,0.0,,7.0,20.0,6.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,Matches
101,102,Valentín Castellanos,ar ARG,FW,Girona,23,1998,28.9,672.0,28.0,65.0,278.0,343.0,123.0,671.0,43.0,14.0,32.6,21.0,48.8,361.0,1903.0,923.0,30.0,27.0,11.0,46.0,22.0,478.0,128.0,Matches
102,103,Samu Castillejo,es ESP,FWMF,Valencia,27,1995,15.1,840.0,2.0,81.0,345.0,422.0,49.0,840.0,65.0,23.0,35.4,33.0,50.8,561.0,3278.0,1701.0,54.0,41.0,11.0,43.0,28.0,604.0,115.0,Matches
103,104,Catena,es ESP,DF,Rayo Vallecano,27,1994,34.5,2120.0,282.0,1160.0,930.0,41.0,24.0,2120.0,2.0,2.0,100.0,0.0,0.0,1220.0,5620.0,2913.0,8.0,5.0,0.0,11.0,6.0,1348.0,2.0,Matches
104,105,Edinson Cavani,uy URU,FW,Valencia,35,1987,16.1,476.0,13.0,54.0,217.0,208.0,54.0,473.0,10.0,4.0,40.0,5.0,50.0,230.0,904.0,316.0,8.0,7.0,3.0,30.0,9.0,356.0,53.0,Matches
105,106,Dani Ceballos,es ESP,MF,Real Madrid,25,1996,17.4,1690.0,29.0,258.0,986.0,465.0,34.0,1690.0,66.0,40.0,60.6,22.0,33.3,1243.0,6885.0,3318.0,60.0,52.0,7.0,19.0,26.0,1366.0,60.0,Matches
106,107,Álex Centelles,es ESP,DF,Almería,24,1997,12.5,686.0,55.0,269.0,244.0,180.0,7.0,686.0,14.0,6.0,42.9,7.0,50.0,341.0,1561.0,854.0,17.0,11.0,1.0,11.0,6.0,368.0,48.0,Matches
107,108,Franco Cervi,ar ARG,MFDF,Celta Vigo,28,1994,21.0,1143.0,16.0,219.0,496.0,437.0,50.0,1143.0,51.0,21.0,41.2,22.0,43.1,637.0,3430.0,1526.0,45.0,38.0,8.0,30.0,16.0,650.0,113.0,Matches
108,109,Pep Chavarría,es ESP,FWMF,Rayo Vallecano,24,1998,4.1,229.0,8.0,37.0,75.0,120.0,8.0,229.0,16.0,7.0,43.8,8.0,50.0,113.0,658.0,365.0,13.0,6.0,1.0,7.0,4.0,122.0,25.0,Matches
109,110,Pape Cheikh Diop,sn SEN,MF,Elche,24,1997,0.4,20.0,2.0,7.0,13.0,0.0,0.0,20.0,1.0,0.0,0.0,1.0,100.0,13.0,67.0,26.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,Matches
110,111,Andreas Christensen,dk DEN,DF,Barcelona,26,1996,19.6,1652.0,127.0,645.0,962.0,50.0,13.0,1652.0,2.0,0.0,0.0,2.0,100.0,1170.0,5841.0,3232.0,18.0,15.0,0.0,10.0,1.0,1257.0,5.0,Matches
111,112,Samuel Chukwueze,ng NGA,FWMF,Villarreal,23,1999,26.0,1241.0,15.0,131.0,437.0,696.0,143.0,1241.0,178.0,86.0,48.3,76.0,42.7,876.0,6197.0,3639.0,133.0,63.0,71.0,66.0,29.0,974.0,261.0,Matches
112,113,Víctor Chust,es ESP,DF,Cádiz,22,2000,10.7,533.0,71.0,291.0,237.0,13.0,6.0,533.0,3.0,1.0,33.3,2.0,66.7,246.0,1462.0,718.0,4.0,2.0,1.0,2.0,1.0,305.0,2.0,Matches
113,114,Pathé Ciss,sn SEN,MFDF,Rayo Vallecano,28,1994,14.2,891.0,57.0,243.0,543.0,114.0,19.0,891.0,11.0,5.0,45.5,5.0,45.5,480.0,2279.0,1032.0,10.0,16.0,1.0,14.0,13.0,518.0,5.0,Matches
114,115,Carlos Clerc,es ESP,DFMF,Elche,30,1992,29.3,1714.0,131.0,596.0,761.0,370.0,25.0,1714.0,56.0,26.0,46.4,23.0,41.1,884.0,4694.0,2204.0,51.0,40.0,2.0,28.0,10.0,950.0,91.0,Matches
115,116,Álex Collado,es ESP,MF,Elche,23,1999,8.1,442.0,10.0,58.0,202.0,189.0,19.0,442.0,31.0,15.0,48.4,15.0,48.4,294.0,2052.0,943.0,24.0,23.0,6.0,16.0,9.0,334.0,43.0,Matches
116,117,Diego Collado,es ESP,FW,Villarreal,21,2001,0.1,8.0,0.0,0.0,2.0,6.0,1.0,8.0,0.0,0.0,,0.0,,3.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,Matches
117,118,Eray Cömert,ch SUI,DF,Valencia,24,1998,18.6,1129.0,162.0,598.0,510.0,33.0,10.0,1129.0,2.0,2.0,100.0,0.0,0.0,680.0,3720.0,2119.0,6.0,9.0,1.0,1.0,0.0,691.0,1.0,Matches
118,119,Santi Comesaña,es ESP,MF,Rayo Vallecano,25,1996,27.2,1544.0,34.0,229.0,927.0,405.0,58.0,1544.0,58.0,35.0,60.3,18.0,31.0,830.0,4235.0,2292.0,40.0,43.0,8.0,38.0,34.0,1010.0,58.0,Matches
119,120,Copete,es ESP,DF,Mallorca,22,1999,24.5,1166.0,155.0,575.0,538.0,67.0,17.0,1166.0,21.0,19.0,90.5,2.0,9.5,591.0,2474.0,1444.0,14.0,13.0,1.0,10.0,6.0,633.0,3.0,Matches
120,121,Francis Coquelin,fr FRA,MF,Villarreal,31,1991,8.3,391.0,17.0,63.0,224.0,107.0,18.0,391.0,6.0,2.0,33.3,2.0,33.3,200.0,885.0,399.0,11.0,11.0,1.0,18.0,14.0,286.0,27.0,Matches
121,122,Jesús Corona,mx MEX,FW,Sevilla,29,1993,1.2,58.0,1.0,10.0,22.0,27.0,7.0,58.0,7.0,3.0,42.9,4.0,57.1,44.0,219.0,109.0,3.0,3.0,1.0,5.0,2.0,47.0,9.0,Matches
122,123,Ángel Correa,ar ARG,FWMF,Atlético Madrid,27,1995,16.2,738.0,11.0,84.0,283.0,379.0,119.0,738.0,59.0,23.0,39.0,33.0,55.9,472.0,2244.0,971.0,44.0,20.0,24.0,58.0,31.0,568.0,142.0,Matches
123,124,Thierry Correia,pt POR,DF,Valencia,23,1999,22.3,1616.0,77.0,491.0,687.0,457.0,23.0,1616.0,34.0,13.0,38.2,15.0,44.1,861.0,4434.0,2538.0,60.0,46.0,9.0,36.0,11.0,954.0,122.0,Matches
124,125,Jaume Costa,es ESP,DF,Mallorca,34,1988,28.9,1364.0,62.0,360.0,603.0,415.0,37.0,1364.0,25.0,10.0,40.0,12.0,48.0,689.0,3495.0,1980.0,60.0,38.0,10.0,23.0,8.0,810.0,123.0,Matches
125,126,Samu Costa,pt POR,MF,Almería,21,2000,22.1,1395.0,96.0,478.0,774.0,153.0,16.0,1395.0,22.0,9.0,40.9,12.0,54.5,717.0,2783.0,1113.0,9.0,8.0,1.0,31.0,13.0,856.0,24.0,Matches
126,127,Thibaut Courtois,be BEL,GK,Real Madrid,30,1992,31.0,1209.0,1020.0,1205.0,5.0,0.0,0.0,1209.0,2.0,2.0,100.0,0.0,0.0,824.0,4223.0,2619.0,0.0,0.0,0.0,2.0,0.0,704.0,0.0,Matches
127,128,Yan Couto,br BRA,DFMF,Girona,20,2002,12.9,734.0,20.0,184.0,295.0,266.0,20.0,734.0,60.0,28.0,46.7,27.0,45.0,447.0,3355.0,1826.0,56.0,31.0,12.0,26.0,13.0,482.0,89.0,Matches
128,129,Juan Cruz Armada,es ESP,DF,Osasuna,30,1992,22.9,1163.0,103.0,404.0,562.0,206.0,4.0,1163.0,15.0,6.0,40.0,5.0,33.3,543.0,2683.0,1400.0,15.0,15.0,1.0,17.0,4.0,620.0,55.0,Matches
129,130,Juan Cruz,es ESP,FW,Betis,22,2000,2.0,63.0,0.0,6.0,19.0,39.0,8.0,63.0,7.0,3.0,42.9,3.0,42.9,38.0,308.0,194.0,7.0,4.0,3.0,4.0,2.0,39.0,15.0,Matches
130,131,Jorge Cuenca,es ESP,DF,Villarreal,22,1999,5.6,461.0,65.0,232.0,219.0,10.0,5.0,461.0,0.0,0.0,,0.0,,280.0,1455.0,1030.0,7.0,1.0,0.0,2.0,0.0,308.0,1.0,Matches
131,132,Braian Cufré,ar ARG,DF,Mallorca,25,1996,2.4,110.0,5.0,28.0,54.0,28.0,2.0,110.0,3.0,2.0,66.7,0.0,0.0,57.0,238.0,142.0,3.0,2.0,0.0,2.0,1.0,59.0,9.0,Matches
132,133,Matheus Cunha,br BRA,FWMF,Atlético Madrid,23,1999,4.2,131.0,4.0,17.0,61.0,58.0,22.0,131.0,7.0,6.0,85.7,1.0,14.3,74.0,473.0,221.0,6.0,7.0,4.0,9.0,5.0,89.0,19.0,Matches
133,134,Curro,es ESP,MF,Almería,26,1996,0.5,34.0,0.0,3.0,18.0,13.0,1.0,34.0,0.0,0.0,,0.0,,15.0,63.0,36.0,1.0,3.0,0.0,1.0,0.0,22.0,1.0,Matches
134,135,Arnaut Danjuma,nl NED,FW,Villarreal,25,1997,5.3,135.0,2.0,11.0,39.0,86.0,23.0,134.0,8.0,3.0,37.5,4.0,50.0,88.0,490.0,260.0,12.0,3.0,8.0,11.0,6.0,103.0,35.0,Matches
135,136,Sergi Darder,es ESP,MF,Espanyol,28,1993,36.9,1980.0,43.0,276.0,1145.0,605.0,39.0,1980.0,135.0,68.0,50.4,54.0,40.0,1214.0,8752.0,4719.0,111.0,95.0,9.0,43.0,26.0,1273.0,75.0,Matches
136,137,Rodrigo De Paul,ar ARG,MF,Atlético Madrid,28,1994,21.4,1598.0,14.0,261.0,923.0,425.0,18.0,1598.0,32.0,16.0,50.0,11.0,34.4,1026.0,5240.0,2897.0,55.0,41.0,3.0,32.0,15.0,1279.0,68.0,Matches
137,138,Alberto Del Moral,es ESP,MF,Villarreal,22,2000,0.1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Matches
138,139,Thomas Delaney,dk DEN,MF,Sevilla,30,1991,3.4,188.0,8.0,52.0,108.0,28.0,7.0,188.0,0.0,0.0,,0.0,,113.0,361.0,110.0,1.0,0.0,1.0,4.0,3.0,138.0,3.0,Matches
139,140,Fran Delgado,es ESP,DF,Betis,21,2001,0.1,8.0,0.0,1.0,3.0,4.0,1.0,8.0,0.0,0.0,,0.0,,3.0,9.0,5.0,0.0,1.0,0.0,0.0,0.0,7.0,3.0,Matches
140,141,Ousmane Dembélé,fr FRA,FW,Barcelona,25,1997,15.7,1041.0,2.0,30.0,311.0,719.0,103.0,1041.0,114.0,52.0,45.6,50.0,43.9,755.0,6024.0,3328.0,124.0,75.0,56.0,27.0,18.0,841.0,209.0,Matches
141,142,Mouctar Diakhaby,gn GUI,DF,Valencia,25,1996,27.2,1452.0,188.0,711.0,659.0,90.0,52.0,1452.0,10.0,5.0,50.0,4.0,40.0,823.0,4136.0,2149.0,19.0,14.0,1.0,14.0,3.0,868.0,11.0,Matches
142,143,Mamady Diarra,ml MLI,MFDF,Cádiz,22,2000,0.7,21.0,0.0,6.0,9.0,6.0,3.0,21.0,3.0,1.0,33.3,2.0,66.7,14.0,84.0,55.0,3.0,0.0,1.0,1.0,1.0,9.0,0.0,Matches
143,144,Youba Diarra,ml MLI,MF,Cádiz,24,1998,1.1,66.0,10.0,27.0,41.0,1.0,0.0,66.0,0.0,0.0,,0.0,,33.0,126.0,72.0,1.0,0.0,0.0,2.0,4.0,33.0,1.0,Matches
144,145,Stole Dimitrievski,mk MKD,GK,Rayo Vallecano,28,1993,36.9,1194.0,993.0,1185.0,9.0,0.0,0.0,1194.0,0.0,0.0,,0.0,,619.0,3767.0,2427.0,0.0,0.0,0.0,0.0,0.0,426.0,1.0,Matches
145,146,Djené,tg TOG,DF,Getafe,30,1991,31.6,1418.0,117.0,599.0,716.0,120.0,11.0,1418.0,28.0,18.0,64.3,3.0,10.7,754.0,3584.0,1725.0,11.0,17.0,0.0,22.0,15.0,745.0,20.0,Matches
146,147,Marko Dmitrović,rs SRB,GK,Sevilla,30,1992,14.1,540.0,455.0,539.0,1.0,0.0,0.0,540.0,0.0,0.0,,0.0,,268.0,1454.0,792.0,0.0,1.0,0.0,1.0,0.0,209.0,0.0,Matches
147,148,Matt Doherty,ie IRL,DF,Atlético Madrid,30,1992,0.2,11.0,0.0,6.0,3.0,2.0,0.0,11.0,0.0,0.0,,0.0,,6.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,Matches
148,149,Kasper Dolberg,dk DEN,FW,Sevilla,24,1997,2.2,46.0,5.0,7.0,23.0,17.0,5.0,46.0,3.0,1.0,33.3,0.0,0.0,28.0,202.0,75.0,2.0,2.0,0.0,3.0,2.0,31.0,9.0,Matches
149,150,Carlos Dominguez,es ESP,DF,Celta Vigo,21,2001,1.2,46.0,11.0,32.0,15.0,1.0,0.0,46.0,1.0,1.0,100.0,0.0,0.0,20.0,91.0,30.0,0.0,0.0,0.0,0.0,1.0,18.0,0.0,Matches
150,151,John Donald,es ESP,MFDF,Elche,21,2000,12.1,542.0,49.0,236.0,273.0,33.0,7.0,542.0,7.0,5.0,71.4,2.0,28.6,313.0,1467.0,609.0,3.0,2.0,0.0,14.0,3.0,318.0,2.0,Matches
151,152,Domingos Duarte,pt POR,DF,Getafe,27,1995,29.5,1246.0,178.0,677.0,538.0,35.0,22.0,1246.0,6.0,5.0,83.3,1.0,16.7,583.0,2704.0,1231.0,6.0,2.0,0.0,6.0,3.0,621.0,0.0,Matches
152,153,Pablo Durán,es ESP,MFDF,Celta Vigo,21,2001,0.4,29.0,3.0,8.0,10.0,11.0,0.0,29.0,3.0,1.0,33.3,2.0,66.7,14.0,54.0,5.0,0.0,0.0,0.0,0.0,0.0,16.0,3.0,Matches
153,154,Hugo Duro,es ESP,FW,Valencia,22,1999,15.4,431.0,11.0,29.0,187.0,217.0,73.0,430.0,13.0,2.0,15.4,8.0,61.5,229.0,704.0,357.0,9.0,6.0,6.0,31.0,19.0,319.0,67.0,Matches
154,155,Íñigo Eguaras,es ESP,MF,Almería,30,1992,10.7,614.0,26.0,174.0,369.0,75.0,3.0,614.0,5.0,4.0,80.0,1.0,20.0,354.0,1476.0,706.0,8.0,8.0,0.0,7.0,4.0,433.0,7.0,Matches
155,156,Aritz Elustondo,es ESP,DF,Real Sociedad,28,1994,16.1,952.0,68.0,360.0,488.0,107.0,14.0,952.0,8.0,5.0,62.5,3.0,37.5,470.0,2264.0,1160.0,21.0,12.0,1.0,13.0,7.0,547.0,19.0,Matches
156,157,Rodrigo Ely,br BRA,DF,Almería,28,1993,35.1,1857.0,376.0,1164.0,646.0,54.0,30.0,1857.0,7.0,5.0,71.4,1.0,14.3,964.0,3809.0,1958.0,6.0,8.0,1.0,16.0,2.0,1084.0,4.0,Matches
157,158,Adri Embarba,es ESP,FWMF,Almería,30,1992,16.4,865.0,14.0,125.0,324.0,435.0,42.0,864.0,116.0,47.0,40.5,56.0,48.3,508.0,3885.0,1831.0,62.0,47.0,14.0,49.0,31.0,517.0,115.0,Matches
158,159,Adri Embarba,es ESP,FW,Espanyol,30,1992,0.4,15.0,2.0,2.0,8.0,6.0,1.0,15.0,5.0,3.0,60.0,1.0,20.0,7.0,49.0,36.0,1.0,1.0,0.0,2.0,0.0,6.0,2.0,Matches
159,160,Youssef En-Nesyri,ma MAR,FW,Sevilla,25,1997,18.5,439.0,19.0,44.0,186.0,211.0,103.0,439.0,23.0,4.0,17.4,16.0,69.6,190.0,927.0,369.0,16.0,5.0,14.0,46.0,9.0,286.0,71.0,Matches
160,161,Gonzalo Escalante,ar ARG,MF,Cádiz,29,1993,12.5,585.0,45.0,161.0,316.0,115.0,24.0,585.0,10.0,7.0,70.0,2.0,20.0,251.0,1085.0,523.0,3.0,7.0,0.0,14.0,8.0,289.0,12.0,Matches
161,162,Sergio Escudero,es ESP,DF,Valladolid,32,1989,16.0,937.0,61.0,320.0,371.0,255.0,16.0,937.0,17.0,7.0,41.2,9.0,52.9,363.0,1672.0,814.0,17.0,16.0,3.0,13.0,8.0,435.0,37.0,Matches
162,163,Alfonso Espino,uy URU,DF,Cádiz,30,1992,34.7,1994.0,126.0,672.0,871.0,480.0,33.0,1994.0,52.0,25.0,48.1,23.0,44.2,820.0,3796.0,2147.0,53.0,34.0,7.0,52.0,23.0,860.0,129.0,Matches
163,164,Bernardo Espinosa,co COL,DF,Girona,33,1989,13.6,1047.0,164.0,530.0,496.0,29.0,17.0,1047.0,4.0,3.0,75.0,1.0,25.0,636.0,3354.0,1885.0,8.0,3.0,1.0,4.0,4.0,720.0,3.0,Matches
164,165,Edu Expósito,es ESP,MF,Espanyol,25,1996,12.9,689.0,28.0,124.0,329.0,242.0,20.0,689.0,23.0,11.0,47.8,7.0,30.4,358.0,1755.0,901.0,19.0,15.0,2.0,25.0,13.0,428.0,59.0,Matches
165,166,Nicolás Ezequiel Fernández,ar ARG,MFDF,Elche,22,2000,5.7,314.0,7.0,61.0,123.0,134.0,13.0,314.0,12.0,3.0,25.0,7.0,58.3,195.0,1221.0,690.0,21.0,10.0,4.0,10.0,11.0,195.0,53.0,Matches
166,167,Abdessamad Ezzalzouli,ma MAR,FWMF,Osasuna,20,2001,16.7,813.0,4.0,73.0,287.0,473.0,66.0,813.0,117.0,59.0,50.4,42.0,35.9,555.0,4651.0,2531.0,93.0,60.0,45.0,64.0,38.0,606.0,136.0,Matches
167,168,Radamel Falcao,co COL,FWMF,Rayo Vallecano,36,1986,6.8,271.0,12.0,21.0,106.0,146.0,38.0,270.0,16.0,2.0,12.5,13.0,81.3,150.0,549.0,122.0,2.0,5.0,2.0,29.0,9.0,204.0,53.0,Matches
168,169,Fali,es ESP,DFMF,Cádiz,28,1993,19.0,766.0,109.0,380.0,351.0,39.0,15.0,766.0,5.0,2.0,40.0,2.0,40.0,392.0,2170.0,1337.0,9.0,3.0,0.0,8.0,1.0,408.0,10.0,Matches
169,170,Mamadou Fall,sn SEN,DF,Villarreal,19,2002,0.3,22.0,2.0,8.0,10.0,4.0,0.0,22.0,1.0,0.0,0.0,1.0,100.0,10.0,39.0,16.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,Matches
170,171,Ansu Fati,es ESP,FW,Barcelona,19,2002,15.5,805.0,10.0,64.0,278.0,469.0,128.0,805.0,47.0,23.0,48.9,21.0,44.7,556.0,2983.0,1399.0,47.0,28.0,31.0,35.0,30.0,639.0,178.0,Matches
171,172,Zouhair Feddal,ma MAR,DF,Valladolid,33,1989,4.2,249.0,48.0,162.0,85.0,3.0,2.0,249.0,0.0,0.0,,0.0,,124.0,595.0,278.0,0.0,0.0,0.0,0.0,1.0,147.0,0.0,Matches
172,173,Nabil Fekir,fr FRA,MF,Betis,29,1993,10.7,607.0,2.0,37.0,254.0,321.0,43.0,606.0,44.0,17.0,38.6,19.0,43.2,406.0,2332.0,1072.0,42.0,27.0,13.0,34.0,22.0,489.0,76.0,Matches
173,174,Felipe,br BRA,DF,Atlético Madrid,33,1989,2.2,149.0,9.0,56.0,90.0,5.0,2.0,149.0,2.0,1.0,50.0,1.0,50.0,102.0,581.0,332.0,2.0,0.0,0.0,0.0,0.0,98.0,1.0,Matches
174,175,Luiz Felipe,it ITA,DF,Betis,25,1997,19.6,1130.0,182.0,601.0,507.0,23.0,7.0,1130.0,9.0,5.0,55.6,4.0,44.4,586.0,2625.0,1212.0,1.0,1.0,0.0,9.0,0.0,664.0,0.0,Matches
175,176,João Félix,pt POR,FWMF,Atlético Madrid,22,1999,7.2,322.0,3.0,23.0,158.0,142.0,21.0,322.0,24.0,6.0,25.0,14.0,58.3,211.0,1078.0,554.0,17.0,16.0,2.0,20.0,12.0,260.0,42.0,Matches
176,177,Kiko Femenía,es ESP,DF,Villarreal,31,1991,12.6,877.0,41.0,299.0,377.0,211.0,8.0,877.0,13.0,6.0,46.2,4.0,30.8,508.0,2763.0,1461.0,36.0,27.0,1.0,8.0,9.0,570.0,47.0,Matches
177,178,Aitor Fernández,es ESP,GK,Osasuna,31,1991,21.0,846.0,701.0,835.0,11.0,0.0,0.0,846.0,0.0,0.0,,0.0,,443.0,2217.0,1515.0,0.0,0.0,0.0,1.0,0.0,335.0,0.0,Matches
178,179,Álex Fernández,es ESP,MFFW,Cádiz,29,1992,17.5,850.0,38.0,174.0,482.0,198.0,25.0,849.0,11.0,5.0,45.5,4.0,36.4,482.0,2226.0,983.0,19.0,21.0,3.0,18.0,24.0,583.0,26.0,Matches
179,180,Álvaro Fernández,es ESP,GK,Espanyol,24,1998,11.0,382.0,296.0,375.0,7.0,0.0,0.0,382.0,0.0,0.0,,0.0,,174.0,1053.0,714.0,0.0,0.0,0.0,0.0,1.0,124.0,0.0,Matches
180,181,Carlos Fernández,es ESP,FW,Real Sociedad,26,1996,7.0,231.0,5.0,25.0,92.0,120.0,42.0,231.0,20.0,13.0,65.0,5.0,25.0,141.0,798.0,284.0,9.0,8.0,4.0,19.0,12.0,181.0,54.0,Matches
181,182,Federico Fernández,ar ARG,DF,Elche,33,1989,1.0,30.0,11.0,24.0,5.0,1.0,0.0,30.0,0.0,0.0,,0.0,,5.0,11.0,6.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,Matches
182,183,Joaquín Fernández,es ESP,DF,Valladolid,26,1996,24.0,1228.0,167.0,672.0,517.0,41.0,17.0,1228.0,2.0,1.0,50.0,1.0,50.0,672.0,3137.0,1642.0,6.0,7.0,1.0,9.0,1.0,759.0,3.0,Matches
183,184,Valery Fernández,es ESP,MFDF,Girona,22,1999,10.7,461.0,20.0,86.0,179.0,199.0,28.0,461.0,27.0,13.0,48.1,10.0,37.0,274.0,1617.0,637.0,18.0,7.0,9.0,18.0,10.0,305.0,84.0,Matches
184,185,Fernando,es ESP,GK,Almería,32,1990,36.5,1409.0,1270.0,1403.0,6.0,0.0,0.0,1409.0,1.0,1.0,100.0,0.0,0.0,703.0,3796.0,2345.0,0.0,0.0,0.0,0.0,0.0,536.0,0.0,Matches
185,186,Fernando,br BRA,MFDF,Sevilla,35,1987,17.5,1025.0,83.0,369.0,532.0,131.0,5.0,1025.0,5.0,3.0,60.0,1.0,20.0,584.0,2441.0,1049.0,6.0,17.0,0.0,13.0,12.0,656.0,13.0,Matches
186,187,Fidel,es ESP,MFFW,Elche,32,1989,19.0,1078.0,18.0,178.0,556.0,364.0,43.0,1077.0,76.0,32.0,42.1,35.0,46.1,746.0,4045.0,2228.0,53.0,37.0,7.0,41.0,24.0,822.0,90.0,Matches
187,188,Dimitri Foulquier,fr FRA,DF,Valencia,29,1993,19.3,1116.0,59.0,306.0,491.0,332.0,20.0,1116.0,42.0,19.0,45.2,22.0,52.4,557.0,3479.0,2048.0,51.0,34.0,7.0,33.0,9.0,591.0,84.0,Matches
188,189,Juan Foyth,ar ARG,DF,Villarreal,24,1998,21.8,1545.0,109.0,516.0,783.0,264.0,21.0,1545.0,48.0,27.0,56.3,18.0,37.5,778.0,4537.0,2657.0,47.0,36.0,1.0,21.0,15.0,895.0,18.0,Matches
189,190,Iván Fresneda,es ESP,DF,Valladolid,17,2004,19.4,1163.0,87.0,390.0,497.0,284.0,16.0,1163.0,42.0,15.0,35.7,19.0,45.2,563.0,3218.0,1672.0,48.0,26.0,7.0,22.0,18.0,625.0,101.0,Matches
190,191,Javi Galán,es ESP,DF,Celta Vigo,27,1994,35.1,2506.0,87.0,712.0,1045.0,788.0,35.0,2506.0,154.0,72.0,46.8,61.0,39.6,1445.0,9172.0,5506.0,141.0,104.0,19.0,64.0,41.0,1492.0,244.0,Matches
191,192,Iñigo Ruiz de Galarreta,es ESP,MF,Mallorca,28,1993,27.2,1446.0,32.0,330.0,885.0,247.0,5.0,1446.0,39.0,19.0,48.7,13.0,33.3,786.0,3212.0,1294.0,20.0,13.0,0.0,16.0,15.0,911.0,21.0,Matches
192,193,Aleix García,es ESP,MF,Girona,25,1997,26.0,1867.0,68.0,386.0,1003.0,490.0,23.0,1867.0,26.0,13.0,50.0,9.0,34.6,1041.0,4868.0,2266.0,41.0,35.0,7.0,19.0,12.0,1302.0,76.0,Matches
193,194,Álvaro García,es ESP,FWMF,Rayo Vallecano,29,1992,31.9,1347.0,30.0,208.0,346.0,809.0,118.0,1347.0,52.0,21.0,40.4,25.0,48.1,785.0,4400.0,2237.0,116.0,28.0,45.0,52.0,17.0,834.0,293.0,Matches
194,195,Borja García,es ESP,MFFW,Girona,31,1990,7.5,347.0,8.0,69.0,186.0,92.0,10.0,347.0,14.0,6.0,42.9,5.0,35.7,227.0,1030.0,394.0,7.0,9.0,0.0,6.0,11.0,253.0,32.0,Matches
195,196,Carlos García,es ESP,DF,Cádiz,22,2000,0.3,28.0,2.0,12.0,15.0,1.0,1.0,28.0,1.0,1.0,100.0,0.0,0.0,15.0,50.0,27.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,Matches
196,197,Dani García,es ESP,MF,Athletic Club,32,1990,16.5,868.0,43.0,183.0,560.0,130.0,5.0,868.0,2.0,2.0,100.0,0.0,0.0,411.0,1289.0,514.0,6.0,6.0,0.0,6.0,4.0,497.0,8.0,Matches
197,198,David García,es ESP,DF,Osasuna,28,1994,29.8,1742.0,198.0,830.0,862.0,53.0,22.0,1742.0,4.0,4.0,100.0,0.0,0.0,908.0,4507.0,2507.0,16.0,8.0,1.0,8.0,2.0,1019.0,4.0,Matches
