,_Rk,_Player,_Nation,_Pos,_Squad,_Age,_Born,_90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Matches
198,199,Eric García,es ESP,DFMF,Barcelona,21,2001,15.7,1397.0,97.0,538.0,781.0,84.0,5.0,1397.0,4.0,2.0,50.0,2.0,50.0,918.0,4539.0,2686.0,25.0,22.0,0.0,10.0,2.0,1049.0,6.0,Matches
199,200,Fran Garcia,es ESP,DF,Rayo Vallecano,22,1999,37.9,2441.0,102.0,645.0,1109.0,728.0,26.0,2441.0,68.0,31.0,45.6,30.0,44.1,1351.0,9732.0,6294.0,183.0,142.0,12.0,47.0,11.0,1418.0,167.0,Matches
200,201,Joan García,es ESP,GK,Espanyol,21,2001,1.0,31.0,23.0,30.0,1.0,0.0,0.0,31.0,0.0,0.0,,0.0,,20.0,85.0,41.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,Matches
201,202,Raúl García,es ESP,FWMF,Athletic Club,36,1986,10.7,446.0,9.0,32.0,192.0,224.0,68.0,446.0,12.0,6.0,50.0,5.0,41.7,230.0,940.0,453.0,12.0,15.0,2.0,13.0,8.0,321.0,62.0,Matches
202,203,Rubén García,es ESP,FWMF,Osasuna,29,1993,12.9,711.0,18.0,100.0,277.0,339.0,26.0,711.0,16.0,6.0,37.5,9.0,56.3,385.0,1773.0,657.0,16.0,13.0,3.0,27.0,10.0,465.0,92.0,Matches
203,204,Unai García,es ESP,DF,Osasuna,30,1992,19.0,957.0,89.0,456.0,479.0,32.0,8.0,957.0,8.0,5.0,62.5,2.0,25.0,515.0,2518.0,1458.0,11.0,6.0,0.0,5.0,5.0,572.0,3.0,Matches
204,205,Felix Garreta,es ESP,DF,Betis,18,2004,1.0,47.0,7.0,25.0,22.0,0.0,0.0,47.0,0.0,0.0,,0.0,,30.0,98.0,47.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,Matches
205,206,Aleix Garrido,es ESP,FW,Barcelona,18,2004,0.1,7.0,0.0,4.0,0.0,3.0,1.0,7.0,1.0,0.0,0.0,1.0,100.0,4.0,30.0,18.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,Matches
206,207,Sékou Gassama,sn SEN,FW,Valladolid,27,1995,0.4,12.0,1.0,1.0,4.0,7.0,4.0,12.0,0.0,0.0,,0.0,,7.0,25.0,16.0,1.0,0.0,1.0,1.0,0.0,8.0,1.0,Matches
207,208,Gavi,es ESP,MFFW,Barcelona,17,2004,28.1,1509.0,27.0,148.0,797.0,578.0,71.0,1509.0,63.0,27.0,42.9,26.0,41.3,1002.0,5348.0,2505.0,49.0,68.0,8.0,56.0,33.0,1133.0,153.0,Matches
208,209,Paulo Gazzaniga,ar ARG,GK,Girona,30,1992,28.0,1140.0,981.0,1133.0,7.0,0.0,0.0,1140.0,1.0,1.0,100.0,0.0,0.0,667.0,3263.0,1663.0,0.0,0.0,0.0,3.0,2.0,504.0,0.0,Matches
209,210,Bryan Gil,es ESP,FWDF,Sevilla,21,2001,10.2,515.0,10.0,81.0,188.0,254.0,25.0,515.0,45.0,19.0,42.2,17.0,37.8,339.0,1802.0,743.0,28.0,21.0,4.0,31.0,18.0,337.0,75.0,Matches
210,211,David Gil,es ESP,GK,Cádiz,28,1994,4.0,144.0,123.0,144.0,0.0,0.0,0.0,144.0,0.0,0.0,,0.0,,68.0,453.0,235.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,Matches
211,212,Óscar Gil,es ESP,DF,Espanyol,25,1997,28.4,1334.0,88.0,406.0,570.0,371.0,27.0,1334.0,49.0,23.0,46.9,22.0,44.9,576.0,2930.0,1283.0,39.0,24.0,5.0,52.0,14.0,602.0,111.0,Matches
212,213,Álvaro Giménez,es ESP,FW,Cádiz,31,1991,0.2,5.0,0.0,0.0,2.0,3.0,0.0,5.0,1.0,0.0,0.0,1.0,100.0,3.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,Matches
213,214,Dani Gómez,es ESP,MFFW,Espanyol,24,1998,1.0,32.0,0.0,4.0,12.0,17.0,4.0,32.0,3.0,1.0,33.3,2.0,66.7,20.0,124.0,22.0,1.0,2.0,0.0,3.0,2.0,21.0,9.0,Matches
214,215,Maxi Gómez,uy URU,FW,Valencia,25,1996,1.2,27.0,2.0,2.0,9.0,16.0,8.0,27.0,2.0,0.0,0.0,2.0,100.0,19.0,93.0,64.0,1.0,0.0,3.0,3.0,1.0,21.0,1.0,Matches
215,216,Moi Gómez,es ESP,MFFW,Osasuna,28,1994,27.3,1712.0,23.0,237.0,1013.0,489.0,23.0,1712.0,40.0,27.0,67.5,11.0,27.5,1149.0,6450.0,2740.0,37.0,48.0,7.0,33.0,18.0,1247.0,67.0,Matches
216,217,Papu Gómez,ar ARG,FWMF,Sevilla,34,1988,11.8,637.0,8.0,69.0,313.0,264.0,27.0,637.0,36.0,15.0,41.7,14.0,38.9,470.0,2985.0,1354.0,34.0,36.0,6.0,21.0,13.0,513.0,67.0,Matches
217,218,Sergi Gómez,es ESP,DF,Espanyol,30,1992,26.0,1379.0,188.0,736.0,620.0,33.0,19.0,1379.0,0.0,0.0,,0.0,,719.0,3044.0,1464.0,2.0,2.0,0.0,5.0,0.0,827.0,1.0,Matches
218,219,Antonio Gomis,es ESP,GK,Atlético Madrid,19,2003,0.1,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,,0.0,,1.0,19.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
219,220,Diego González,es ESP,DF,Elche,27,1995,10.6,487.0,79.0,321.0,151.0,17.0,8.0,487.0,3.0,1.0,33.3,2.0,66.7,240.0,1266.0,689.0,1.0,0.0,0.0,2.0,3.0,265.0,2.0,Matches
220,221,Édgar González,es ESP,DF,Betis,25,1997,19.7,1106.0,171.0,637.0,448.0,28.0,17.0,1106.0,5.0,2.0,40.0,0.0,0.0,601.0,2393.0,1154.0,7.0,5.0,1.0,6.0,1.0,704.0,2.0,Matches
221,222,Giovanni González,uy URU,DF,Mallorca,27,1994,10.3,506.0,32.0,170.0,228.0,111.0,14.0,506.0,16.0,8.0,50.0,6.0,37.5,234.0,1003.0,494.0,10.0,7.0,3.0,7.0,2.0,275.0,39.0,Matches
222,223,Nicolás González,es ESP,MF,Valencia,20,2002,15.6,921.0,30.0,164.0,555.0,209.0,19.0,921.0,39.0,28.0,71.8,6.0,15.4,528.0,2629.0,1277.0,21.0,26.0,1.0,12.0,15.0,606.0,17.0,Matches
223,224,Roberto González,es ESP,FWMF,Betis,21,2001,0.6,35.0,0.0,0.0,21.0,14.0,1.0,35.0,2.0,0.0,0.0,1.0,50.0,17.0,95.0,31.0,1.0,1.0,1.0,1.0,0.0,25.0,1.0,Matches
224,225,Andoni Gorosabel,es ESP,DF,Real Sociedad,25,1996,19.0,1205.0,35.0,288.0,589.0,335.0,17.0,1205.0,19.0,9.0,47.4,6.0,31.6,599.0,2830.0,1483.0,42.0,30.0,1.0,14.0,8.0,705.0,75.0,Matches
225,226,José Gragera,es ESP,MFDF,Espanyol,21,2000,5.1,272.0,20.0,117.0,137.0,19.0,6.0,272.0,0.0,0.0,,0.0,,122.0,475.0,168.0,0.0,1.0,0.0,1.0,1.0,150.0,3.0,Matches
226,227,Ivo Grbić,hr CRO,GK,Atlético Madrid,26,1996,10.2,361.0,330.0,360.0,1.0,0.0,0.0,361.0,0.0,0.0,,0.0,,181.0,1016.0,681.0,0.0,0.0,0.0,0.0,0.0,123.0,0.0,Matches
227,228,Dominik Greif,sk SVK,GK,Mallorca,25,1997,1.0,40.0,37.0,40.0,0.0,0.0,0.0,40.0,0.0,0.0,,0.0,,16.0,125.0,50.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,Matches
228,229,Clément Grenier,fr FRA,MF,Mallorca,31,1991,8.0,432.0,11.0,62.0,240.0,131.0,4.0,432.0,7.0,3.0,42.9,2.0,28.6,216.0,807.0,314.0,4.0,5.0,1.0,17.0,7.0,277.0,26.0,Matches
229,230,Antoine Griezmann,fr FRA,FWMF,Atlético Madrid,31,1991,31.8,1971.0,45.0,247.0,933.0,818.0,153.0,1970.0,83.0,47.0,56.6,28.0,33.7,1104.0,5999.0,3089.0,99.0,66.0,25.0,41.0,35.0,1445.0,202.0,Matches
230,231,Andrés Guardado,mx MEX,MF,Betis,35,1986,15.3,1022.0,34.0,277.0,610.0,151.0,6.0,1022.0,10.0,5.0,50.0,4.0,40.0,590.0,2806.0,1360.0,14.0,16.0,0.0,18.0,6.0,659.0,13.0,Matches
231,232,Sergi Guardiola,es ESP,FW,Valladolid,31,1991,5.6,191.0,7.0,27.0,91.0,74.0,17.0,191.0,7.0,0.0,0.0,6.0,85.7,99.0,373.0,144.0,7.0,6.0,2.0,18.0,4.0,125.0,20.0,Matches
232,233,Sergi Guardiola,es ESP,FW,Cádiz,31,1991,12.9,413.0,8.0,34.0,174.0,208.0,41.0,413.0,24.0,12.0,50.0,10.0,41.7,241.0,1015.0,344.0,12.0,10.0,5.0,27.0,24.0,303.0,55.0,Matches
233,234,Nemanja Gudelj,rs SRB,DFMF,Sevilla,30,1991,30.9,1911.0,206.0,837.0,910.0,169.0,18.0,1911.0,5.0,3.0,60.0,2.0,40.0,1103.0,5878.0,3393.0,29.0,37.0,0.0,14.0,2.0,1278.0,6.0,Matches
234,235,Javier Guerra,es ESP,MF,Valencia,19,2003,6.7,341.0,12.0,57.0,186.0,103.0,15.0,341.0,28.0,14.0,50.0,13.0,46.4,210.0,1391.0,711.0,17.0,10.0,5.0,8.0,20.0,218.0,16.0,Matches
235,236,Ander Guevara,es ESP,MF,Real Sociedad,25,1997,2.5,200.0,2.0,28.0,127.0,49.0,0.0,200.0,4.0,3.0,75.0,1.0,25.0,122.0,577.0,311.0,4.0,4.0,0.0,1.0,1.0,147.0,3.0,Matches
236,237,Pape Gueye,sn SEN,MF,Sevilla,23,1999,13.0,699.0,24.0,144.0,422.0,141.0,21.0,699.0,23.0,14.0,60.9,6.0,26.1,403.0,1927.0,818.0,9.0,13.0,2.0,19.0,11.0,438.0,27.0,Matches
237,238,Hugo Guillamón,es ESP,MF,Valencia,22,2000,18.1,1168.0,60.0,270.0,651.0,257.0,6.0,1167.0,5.0,1.0,20.0,3.0,60.0,603.0,2516.0,1107.0,11.0,15.0,0.0,9.0,15.0,781.0,20.0,Matches
238,239,Gerard Gumbau,es ESP,MF,Elche,27,1994,30.4,1709.0,60.0,336.0,955.0,433.0,28.0,1709.0,20.0,7.0,35.0,9.0,45.0,916.0,3944.0,1874.0,18.0,21.0,2.0,27.0,12.0,1050.0,52.0,Matches
239,240,Gorka Guruzeta,es ESP,FW,Athletic Club,25,1996,15.8,587.0,13.0,48.0,274.0,267.0,74.0,587.0,20.0,10.0,50.0,10.0,50.0,296.0,1161.0,450.0,15.0,10.0,4.0,40.0,22.0,412.0,93.0,Matches
240,241,Raúl Guti,es ESP,MF,Elche,25,1996,12.4,521.0,12.0,120.0,283.0,123.0,18.0,521.0,13.0,5.0,38.5,8.0,61.5,307.0,1210.0,445.0,4.0,13.0,2.0,14.0,18.0,358.0,17.0,Matches
241,242,Miguel Gutiérrez,es ESP,DF,Girona,21,2001,26.6,1628.0,66.0,466.0,697.0,482.0,39.0,1628.0,75.0,35.0,46.7,32.0,42.7,959.0,5765.0,2803.0,81.0,43.0,17.0,36.0,25.0,1037.0,148.0,Matches
242,243,Munir El Haddadi,ma MAR,MFFW,Getafe,26,1995,12.8,614.0,8.0,66.0,253.0,299.0,48.0,614.0,34.0,12.0,35.3,16.0,47.1,344.0,1529.0,562.0,20.0,13.0,7.0,45.0,25.0,391.0,84.0,Matches
243,244,Dennis Hadzikadunic,ba BIH,DF,Mallorca,24,1998,6.8,242.0,31.0,109.0,117.0,16.0,6.0,242.0,0.0,0.0,,0.0,,107.0,615.0,283.0,1.0,3.0,0.0,2.0,0.0,121.0,0.0,Matches
244,245,Haissem Hassan,fr FRA,FWMF,Villarreal,20,2002,0.6,25.0,1.0,6.0,10.0,11.0,1.0,25.0,4.0,2.0,50.0,1.0,25.0,21.0,224.0,60.0,3.0,1.0,1.0,2.0,0.0,21.0,3.0,Matches
245,246,Eden Hazard,be BEL,FW,Real Madrid,31,1991,2.2,128.0,0.0,5.0,44.0,82.0,13.0,127.0,6.0,2.0,33.3,2.0,33.3,95.0,516.0,268.0,6.0,8.0,1.0,9.0,2.0,112.0,25.0,Matches
246,247,Luiz Henrique,br BRA,FW,Betis,21,2001,20.1,880.0,17.0,160.0,369.0,375.0,60.0,880.0,125.0,56.0,44.8,50.0,40.0,564.0,4024.0,1665.0,61.0,41.0,24.0,58.0,59.0,596.0,137.0,Matches
247,248,Mario Hermoso,es ESP,DF,Atlético Madrid,27,1995,23.4,1717.0,139.0,717.0,840.0,171.0,21.0,1717.0,22.0,14.0,63.6,7.0,31.8,886.0,3555.0,1979.0,23.0,16.0,0.0,20.0,9.0,1145.0,17.0,Matches
248,249,Javi Hernández ,es ESP,DF,Girona,24,1998,12.4,870.0,54.0,289.0,432.0,157.0,13.0,870.0,16.0,11.0,68.8,5.0,31.3,501.0,2907.0,1841.0,41.0,24.0,1.0,7.0,8.0,555.0,25.0,Matches
249,250,Aridane Hernández,es ESP,DF,Osasuna,33,1989,19.9,1081.0,157.0,567.0,496.0,26.0,11.0,1081.0,7.0,6.0,85.7,0.0,0.0,593.0,2801.0,1407.0,6.0,5.0,1.0,6.0,3.0,614.0,0.0,Matches
250,251,Luis Hernández,es ESP,DF,Cádiz,33,1989,35.0,1788.0,218.0,833.0,731.0,230.0,14.0,1788.0,4.0,3.0,75.0,0.0,0.0,783.0,3449.0,2033.0,10.0,5.0,0.0,5.0,2.0,894.0,8.0,Matches
251,252,Mario Hernández,es ESP,DF,Rayo Vallecano,23,1999,1.1,48.0,2.0,9.0,27.0,12.0,1.0,48.0,1.0,0.0,0.0,1.0,100.0,29.0,140.0,92.0,4.0,0.0,1.0,0.0,2.0,27.0,0.0,Matches
252,253,Jorge Herrando,es ESP,DF,Osasuna,21,2001,0.3,9.0,4.0,7.0,2.0,0.0,0.0,9.0,0.0,0.0,,0.0,,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,Matches
253,254,Ander Herrera,es ESP,MF,Athletic Club,32,1989,7.7,540.0,18.0,99.0,302.0,141.0,17.0,540.0,10.0,5.0,50.0,4.0,40.0,316.0,1009.0,452.0,8.0,8.0,1.0,6.0,8.0,387.0,14.0,Matches
254,255,Sergio Herrera,es ESP,GK,Osasuna,29,1993,17.0,653.0,515.0,645.0,8.0,0.0,0.0,653.0,2.0,2.0,100.0,0.0,0.0,336.0,1990.0,1230.0,0.0,0.0,0.0,2.0,0.0,266.0,0.0,Matches
255,256,Yangel Herrera,ve VEN,MFFW,Girona,24,1998,10.7,556.0,17.0,82.0,301.0,180.0,32.0,556.0,23.0,12.0,52.2,8.0,34.8,346.0,1611.0,686.0,18.0,14.0,3.0,25.0,22.0,417.0,56.0,Matches
256,257,Omar El Hilali,ma MAR,DFMF,Espanyol,18,2003,1.0,55.0,6.0,30.0,15.0,10.0,1.0,55.0,1.0,0.0,0.0,1.0,100.0,19.0,44.0,5.0,0.0,0.0,0.0,4.0,0.0,20.0,5.0,Matches
257,258,Martin Hongla,cm CMR,DFMF,Valladolid,24,1998,14.5,745.0,84.0,333.0,371.0,46.0,1.0,745.0,11.0,9.0,81.8,2.0,18.2,455.0,2458.0,1302.0,6.0,7.0,1.0,14.0,1.0,463.0,5.0,Matches
258,259,Pablo Ibáñez,es ESP,MF,Osasuna,23,1998,11.8,528.0,31.0,116.0,297.0,120.0,28.0,528.0,15.0,8.0,53.3,6.0,40.0,284.0,1498.0,706.0,15.0,10.0,3.0,16.0,14.0,333.0,42.0,Matches
259,260,Iglesias,es ESP,DFMF,Getafe,24,1998,23.8,1259.0,78.0,381.0,545.0,349.0,23.0,1259.0,30.0,13.0,43.3,13.0,43.3,508.0,2781.0,1363.0,39.0,34.0,6.0,30.0,10.0,529.0,100.0,Matches
260,261,Borja Iglesias,es ESP,FW,Betis,29,1993,26.3,776.0,18.0,39.0,357.0,387.0,118.0,770.0,32.0,12.0,37.5,14.0,43.8,467.0,2132.0,691.0,20.0,14.0,20.0,81.0,38.0,638.0,147.0,Matches
261,262,Asier Illarramendi,es ESP,MF,Real Sociedad,32,1990,12.0,790.0,33.0,160.0,477.0,156.0,12.0,790.0,7.0,7.0,100.0,0.0,0.0,426.0,1917.0,799.0,10.0,18.0,1.0,15.0,8.0,516.0,24.0,Matches
262,263,Alexander Isak,se SWE,FW,Real Sociedad,22,1999,1.7,46.0,3.0,5.0,19.0,22.0,11.0,46.0,5.0,2.0,40.0,3.0,60.0,29.0,214.0,72.0,3.0,2.0,2.0,3.0,2.0,33.0,11.0,Matches
263,264,Isco,es ESP,MFFW,Sevilla,30,1992,8.9,509.0,9.0,70.0,275.0,172.0,20.0,509.0,29.0,11.0,37.9,9.0,31.0,339.0,2050.0,818.0,16.0,23.0,1.0,21.0,22.0,387.0,36.0,Matches
264,265,Diego Iturralde,es ESP,DF,Sevilla,19,2003,0.5,16.0,2.0,9.0,7.0,1.0,0.0,16.0,0.0,0.0,,0.0,,8.0,24.0,9.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,Matches
265,266,Nicolas Jackson,sn SEN,FW,Villarreal,21,2001,17.8,524.0,9.0,35.0,210.0,290.0,93.0,524.0,37.0,23.0,62.2,11.0,29.7,347.0,2501.0,1231.0,49.0,26.0,19.0,55.0,39.0,376.0,117.0,Matches
266,267,Adnan Januzaj,be BEL,FW,Sevilla,27,1995,0.5,30.0,0.0,2.0,12.0,16.0,1.0,30.0,8.0,4.0,50.0,3.0,37.5,19.0,171.0,32.0,0.0,1.0,0.0,1.0,1.0,22.0,6.0,Matches
267,268,Luis Javier Suárez,co COL,FW,Almería,24,1997,16.6,578.0,14.0,55.0,308.0,225.0,60.0,578.0,44.0,19.0,43.2,21.0,47.7,331.0,1832.0,809.0,29.0,20.0,15.0,42.0,25.0,416.0,87.0,Matches
268,269,Joaquín,es ESP,MFFW,Betis,41,1981,5.5,377.0,7.0,42.0,152.0,186.0,17.0,377.0,19.0,11.0,57.9,6.0,31.6,227.0,1286.0,714.0,23.0,16.0,6.0,13.0,6.0,275.0,37.0,Matches
269,270,Frenkie de Jong,nl NED,MF,Barcelona,25,1997,28.2,2526.0,45.0,391.0,1553.0,607.0,47.0,2526.0,60.0,35.0,58.3,20.0,33.3,1797.0,11018.0,6412.0,92.0,95.0,9.0,24.0,22.0,2036.0,83.0,Matches
270,271,Joan Jordán,es ESP,MF,Sevilla,28,1994,17.7,1221.0,30.0,248.0,734.0,243.0,8.0,1221.0,10.0,5.0,50.0,4.0,40.0,690.0,2675.0,1112.0,9.0,19.0,0.0,16.0,5.0,903.0,22.0,Matches
271,272,Josan,es ESP,DFMF,Elche,32,1989,12.0,653.0,20.0,211.0,276.0,178.0,16.0,653.0,36.0,21.0,58.3,10.0,27.8,407.0,2599.0,1399.0,37.0,19.0,8.0,25.0,21.0,406.0,61.0,Matches
272,273,Willian José,br BRA,FW,Betis,30,1991,8.1,339.0,15.0,52.0,162.0,126.0,16.0,338.0,7.0,2.0,28.6,4.0,57.1,170.0,706.0,243.0,6.0,9.0,2.0,17.0,10.0,234.0,27.0,Matches
273,274,Joselu,es ESP,FW,Espanyol,32,1990,33.2,1111.0,44.0,90.0,501.0,523.0,152.0,1106.0,42.0,18.0,42.9,22.0,52.4,520.0,1850.0,616.0,23.0,21.0,16.0,84.0,43.0,833.0,147.0,Matches
274,275,Juanmi,es ESP,FW,Betis,29,1993,10.3,363.0,7.0,56.0,184.0,128.0,38.0,363.0,32.0,12.0,37.5,15.0,46.9,209.0,1144.0,454.0,10.0,16.0,4.0,23.0,13.0,251.0,37.0,Matches
275,276,Juanpe,es ESP,DF,Girona,31,1991,15.8,992.0,169.0,573.0,395.0,31.0,16.0,992.0,1.0,1.0,100.0,0.0,0.0,595.0,3035.0,1700.0,8.0,2.0,0.0,0.0,2.0,693.0,3.0,Matches
276,277,Lago Junior,ci CIV,FWMF,Mallorca,31,1990,0.6,27.0,0.0,4.0,9.0,15.0,1.0,27.0,1.0,1.0,100.0,0.0,0.0,18.0,75.0,34.0,2.0,2.0,0.0,3.0,1.0,20.0,5.0,Matches
277,278,Vinicius Júnior,br BRA,FW,Real Madrid,22,2000,31.4,1707.0,3.0,94.0,444.0,1190.0,260.0,1707.0,306.0,112.0,36.6,153.0,50.0,1357.0,10854.0,5658.0,221.0,99.0,140.0,103.0,61.0,1460.0,495.0,Matches
278,279,Filip Jørgensen,dk DEN,GK,Villarreal,20,2002,2.0,56.0,49.0,56.0,0.0,0.0,0.0,56.0,0.0,0.0,,0.0,,35.0,131.0,79.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,Matches
279,280,Tino Kadewere,zw ZIM,FWMF,Mallorca,26,1996,6.0,224.0,3.0,22.0,114.0,94.0,28.0,224.0,14.0,8.0,57.1,4.0,28.6,122.0,710.0,333.0,14.0,5.0,9.0,15.0,11.0,163.0,29.0,Matches
280,281,Kaiky,br BRA,DF,Almería,18,2004,6.5,294.0,61.0,184.0,108.0,3.0,1.0,294.0,3.0,2.0,66.7,1.0,33.3,167.0,886.0,513.0,7.0,2.0,0.0,5.0,0.0,180.0,2.0,Matches
281,282,Lee Kang-in,kr KOR,MFFW,Mallorca,21,2001,31.4,1426.0,15.0,169.0,693.0,598.0,42.0,1426.0,134.0,90.0,67.2,34.0,25.4,831.0,5655.0,2936.0,107.0,58.0,14.0,69.0,43.0,897.0,139.0,Matches
282,283,Jon Karrikaburu,es ESP,FW,Real Sociedad,19,2002,1.0,38.0,0.0,0.0,18.0,20.0,3.0,38.0,0.0,0.0,,0.0,,22.0,127.0,38.0,2.0,1.0,1.0,4.0,3.0,28.0,2.0,Matches
283,284,Kenedy,br BRA,FWDF,Valladolid,26,1996,3.1,131.0,0.0,18.0,59.0,58.0,13.0,131.0,13.0,4.0,30.8,9.0,69.2,85.0,367.0,142.0,4.0,1.0,3.0,14.0,7.0,94.0,21.0,Matches
284,285,Franck Kessié,ci CIV,MF,Barcelona,25,1996,11.0,575.0,25.0,110.0,336.0,133.0,25.0,575.0,18.0,9.0,50.0,6.0,33.3,349.0,1732.0,674.0,14.0,11.0,2.0,23.0,10.0,426.0,43.0,Matches
285,286,Kiké,es ESP,FW,Osasuna,32,1989,11.3,422.0,15.0,28.0,180.0,217.0,68.0,421.0,20.0,12.0,60.0,6.0,30.0,257.0,1117.0,393.0,16.0,15.0,6.0,58.0,17.0,335.0,58.0,Matches
286,287,Justin Kluivert,nl NED,FWMF,Valencia,23,1999,16.1,583.0,7.0,48.0,153.0,401.0,65.0,582.0,63.0,30.0,47.6,30.0,47.6,358.0,3045.0,1553.0,58.0,33.0,22.0,39.0,22.0,392.0,126.0,Matches
287,288,Koke,es ESP,MF,Atlético Madrid,30,1992,28.3,2244.0,70.0,542.0,1337.0,376.0,21.0,2244.0,22.0,13.0,59.1,8.0,36.4,1246.0,4448.0,2069.0,15.0,25.0,0.0,21.0,18.0,1736.0,37.0,Matches
288,289,Luca Koleosho,it ITA,FWDF,Espanyol,17,2004,0.7,40.0,0.0,2.0,13.0,26.0,5.0,40.0,8.0,4.0,50.0,4.0,50.0,27.0,178.0,88.0,4.0,0.0,3.0,6.0,0.0,27.0,15.0,Matches
289,290,Geoffrey Kondogbia,cf CTA,MF,Atlético Madrid,29,1993,11.2,751.0,29.0,196.0,498.0,66.0,8.0,751.0,10.0,5.0,50.0,2.0,20.0,413.0,1449.0,637.0,6.0,7.0,1.0,6.0,10.0,511.0,5.0,Matches
290,291,Jules Koundé,fr FRA,DF,Barcelona,23,1998,27.0,2234.0,117.0,675.0,1215.0,362.0,45.0,2234.0,28.0,15.0,53.6,9.0,32.1,1477.0,7400.0,4587.0,58.0,52.0,5.0,23.0,18.0,1611.0,61.0,Matches
291,292,Toni Kroos,de GER,MF,Real Madrid,32,1990,23.9,2633.0,58.0,531.0,1618.0,506.0,18.0,2633.0,26.0,9.0,34.6,10.0,38.5,1796.0,8015.0,4384.0,51.0,41.0,3.0,10.0,12.0,2106.0,38.0,Matches
292,293,Takefusa Kubo,jp JPN,FWMF,Real Sociedad,21,2001,27.1,1240.0,6.0,94.0,431.0,736.0,141.0,1240.0,117.0,49.0,41.9,50.0,42.7,841.0,5895.0,3281.0,117.0,60.0,66.0,90.0,42.0,929.0,239.0,Matches
293,294,César de la Hoz,es ESP,MF,Almería,30,1992,18.6,723.0,54.0,247.0,427.0,51.0,10.0,723.0,8.0,4.0,50.0,4.0,50.0,324.0,1233.0,543.0,3.0,5.0,0.0,12.0,4.0,391.0,6.0,Matches
294,295,Luca de la Torre,us USA,MF,Celta Vigo,24,1998,16.5,774.0,13.0,122.0,371.0,291.0,31.0,774.0,21.0,12.0,57.1,8.0,38.1,520.0,3249.0,1568.0,55.0,48.0,4.0,32.0,12.0,542.0,73.0,Matches
295,296,Érik Lamela,ar ARG,FWMF,Sevilla,30,1992,20.5,1038.0,3.0,105.0,397.0,550.0,108.0,1038.0,75.0,33.0,44.0,34.0,45.3,656.0,4074.0,1907.0,66.0,51.0,28.0,55.0,50.0,751.0,162.0,Matches
296,297,Cyle Larin,ca CAN,FW,Valladolid,27,1995,16.3,472.0,21.0,48.0,189.0,242.0,89.0,470.0,26.0,10.0,38.5,15.0,57.7,304.0,1538.0,607.0,25.0,15.0,11.0,65.0,36.0,370.0,72.0,Matches
297,298,Juanmi Latasa,es ESP,FW,Getafe,21,2001,5.0,240.0,8.0,16.0,115.0,110.0,27.0,240.0,7.0,2.0,28.6,4.0,57.1,107.0,323.0,52.0,0.0,2.0,0.0,24.0,9.0,178.0,33.0,Matches
298,299,Toni Lato,es ESP,DFMF,Valencia,24,1997,10.2,583.0,22.0,149.0,247.0,191.0,18.0,583.0,10.0,7.0,70.0,2.0,20.0,280.0,1402.0,794.0,18.0,15.0,2.0,8.0,2.0,346.0,47.0,Matches
299,300,Lázaro,br BRA,FWMF,Almería,20,2002,8.0,321.0,4.0,27.0,138.0,162.0,38.0,321.0,28.0,15.0,53.6,13.0,46.4,208.0,1424.0,665.0,23.0,21.0,3.0,18.0,11.0,236.0,59.0,Matches
300,301,Robin Le Normand,es ESP,DF,Real Sociedad,25,1996,31.1,1976.0,242.0,946.0,988.0,53.0,21.0,1976.0,2.0,2.0,100.0,0.0,0.0,1200.0,6631.0,3761.0,26.0,11.0,0.0,8.0,9.0,1272.0,2.0,Matches
301,302,Benjamin Lecomte,fr FRA,GK,Espanyol,31,1991,10.0,298.0,228.0,290.0,8.0,0.0,0.0,298.0,0.0,0.0,,0.0,,124.0,746.0,506.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,Matches
302,303,Jeremías Ledesma,ar ARG,GK,Cádiz,29,1993,34.0,1221.0,1001.0,1209.0,9.0,3.0,3.0,1221.0,4.0,4.0,100.0,0.0,0.0,602.0,3956.0,2788.0,0.0,1.0,0.0,1.0,0.0,372.0,0.0,Matches
303,304,Florian Lejeune,fr FRA,DF,Rayo Vallecano,31,1991,28.5,1666.0,187.0,804.0,789.0,86.0,21.0,1666.0,7.0,4.0,57.1,2.0,28.6,956.0,4325.0,2516.0,8.0,9.0,0.0,6.0,1.0,1052.0,3.0,Matches
