,_Rk,_Player,_Nation,_Pos,_Squad,_Age,_Born,_90s,SCA_SCA,SCA_SCA90,SCATypes_PassLive,SCATypes_PassDead,SCATypes_TO,SCATypes_Sh,SCATypes_Fld,SCATypes_Def,GCA_GCA,GCA_GCA90,GCATypes_PassLive,GCATypes_PassDead,GCATypes_TO,GCATypes_Sh,GCATypes_Fld,GCATypes_Def,Matches
13,14,Carlos Alcaraz,ar ARG,MFFW,Southampton,19,2002,11.4,22,1.92,14,0,2,3,2,1,4,0.35,3,0,0,1,0,0,Matches
14,15,Trent Alexander-Arnold,eng ENG,DF,Liverpool,23,1998,32.5,124,3.82,81,34,3,5,1,0,17,0.52,14,2,1,0,0,0,Matches
15,16,Alisson,br BRA,GK,Liverpool,29,1992,37.0,3,0.08,3,0,0,0,0,0,2,0.05,2,0,0,0,0,0,Matches
16,17,Dele Alli,eng ENG,MF,Everton,26,1996,0.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
17,18,Miguel Almirón,py PAR,FW,Newcastle Utd,28,1994,27.7,87,3.14,63,2,10,9,3,0,13,0.47,5,1,5,2,0,0,Matches
18,19,Julián Álvarez,ar ARG,FWMF,Manchester City,22,2000,16.3,52,3.2,39,0,6,5,2,0,5,0.31,2,0,1,1,1,0,Matches
19,20,Daniel Amartey,gh GHA,DF,Leicester City,27,1994,17.9,15,0.84,15,0,0,0,0,0,1,0.06,1,0,0,0,0,0,Matches
20,21,Samuel Amo-Ameyaw,eng ENG,MF,Southampton,16,2006,0.0,1,22.5,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
21,22,Joachim Andersen,dk DEN,DF,Crystal Palace,26,1996,30.9,25,0.81,20,3,0,0,1,1,1,0.03,0,1,0,0,0,0,Matches
22,23,Elliot Anderson,sct SCO,MFFW,Newcastle Utd,19,2002,4.6,22,4.83,16,0,2,0,4,0,1,0.22,1,0,0,0,0,0,Matches
23,24,Jaidon Anthony,eng ENG,MFFW,Bournemouth,22,1999,14.0,38,2.72,28,3,4,1,1,1,4,0.29,2,0,1,0,1,0,Matches
24,25,Michail Antonio,jm JAM,FW,West Ham,32,1990,20.3,39,1.92,24,0,7,3,5,0,9,0.44,6,0,3,0,0,0,Matches
25,26,Antony,br BRA,FW,Manchester Utd,22,2000,20.0,74,3.69,61,0,5,3,4,1,7,0.35,6,0,1,0,0,0,Matches
26,27,Cameron Archer,eng ENG,FWMF,Aston Villa,21,2001,0.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
27,28,Alphonse Areola,fr FRA,GK,West Ham,29,1993,3.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
28,29,Joe Aribo,ng NGA,MFFW,Southampton,26,1996,13.6,27,1.99,23,0,1,1,1,1,2,0.15,1,0,1,0,0,0,Matches
29,30,Adam Armstrong,eng ENG,FWMF,Southampton,25,1997,14.8,24,1.62,19,0,2,1,1,1,2,0.13,1,0,0,0,0,1,Matches
30,31,Stuart Armstrong,sct SCO,MFFW,Southampton,30,1992,15.6,50,3.2,39,1,0,6,4,0,2,0.13,1,0,0,0,1,0,Matches
31,32,Kepa Arrizabalaga,es ESP,GK,Chelsea,27,1994,28.5,1,0.04,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
32,33,Pierre-Emerick Aubameyang,ga GAB,FW,Chelsea,33,1989,6.2,8,1.3,6,0,0,2,0,0,0,0.0,0,0,0,0,0,0,Matches
33,34,Ludwig Augustinsson,se SWE,DF,Aston Villa,28,1994,0.9,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
34,35,Serge Aurier,ci CIV,DF,Nott'ham Forest,29,1992,21.6,26,1.2,21,2,0,0,2,1,1,0.05,0,1,0,0,0,0,Matches
35,36,Taiwo Awoniyi,ng NGA,FW,Nott'ham Forest,24,1997,15.6,25,1.6,18,0,2,2,2,1,4,0.26,2,0,1,1,0,0,Matches
36,37,Yasin Ayari,se SWE,MF,Brighton,18,2003,0.7,4,5.37,3,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches
37,38,André Ayew,gh GHA,FWMF,Nott'ham Forest,32,1989,3.5,3,0.86,2,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
38,39,Jordan Ayew,gh GHA,FWMF,Crystal Palace,30,1991,30.2,78,2.59,53,0,9,6,7,3,8,0.27,5,0,1,1,1,0,Matches
39,40,Luke Ayling,eng ENG,DF,Leeds United,30,1991,22.8,40,1.75,33,0,0,3,2,2,1,0.04,1,0,0,0,0,0,Matches
40,41,César Azpilicueta,es ESP,DF,Chelsea,32,1989,17.0,25,1.47,25,0,0,0,0,0,1,0.06,1,0,0,0,0,0,Matches
41,42,Benoît Badiashile,fr FRA,DF,Chelsea,21,2001,10.1,12,1.19,11,0,0,0,0,1,0,0.0,0,0,0,0,0,0,Matches
42,43,Leon Bailey,jm JAM,FWMF,Aston Villa,24,1997,21.9,62,2.84,40,2,10,7,3,0,8,0.37,5,0,0,3,0,0,Matches
43,44,Stefan Bajcetic,es ESP,MF,Liverpool,17,2004,5.8,13,2.22,8,1,2,0,2,0,1,0.17,0,0,1,0,0,0,Matches
44,45,Dominic Ballard,eng ENG,FWMF,Southampton,17,2005,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
45,46,Patrick Bamford,eng ENG,FW,Leeds United,28,1993,16.8,27,1.6,17,0,1,5,3,1,6,0.36,4,0,1,1,0,0,Matches
46,47,Shandon Baptiste,gd GRN,MF,Brentford,24,1998,6.9,18,2.63,11,1,2,2,2,0,4,0.58,3,0,0,0,1,0,Matches
47,48,Harvey Barnes,eng ENG,FWMF,Leicester City,24,1997,30.1,63,2.09,43,0,3,9,7,1,14,0.46,8,0,1,2,2,1,Matches
48,49,Gavin Bazunu,ie IRL,GK,Southampton,20,2002,32.0,7,0.22,5,2,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
49,50,Mads Bech Sørensen,dk DEN,DFMF,Brentford,23,1999,0.2,1,4.29,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
50,51,Jan Bednarek,pl POL,DF,Southampton,26,1996,18.6,7,0.38,5,1,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
51,52,Jan Bednarek,pl POL,DF,Aston Villa,26,1996,1.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
52,53,Donny van de Beek,nl NED,MF,Manchester Utd,25,1997,1.9,6,3.23,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
53,54,Asmir Begović,ba BIH,GK,Everton,35,1987,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
54,55,Armel Bella Kotchap,de GER,DF,Southampton,20,2001,20.9,14,0.67,7,0,1,3,2,1,2,0.1,1,0,0,1,0,0,Matches
55,56,Saïd Benrahma,dz ALG,FWMF,West Ham,26,1995,23.0,92,4.0,68,2,11,8,3,0,5,0.22,4,0,1,0,0,0,Matches
56,57,Rodrigo Bentancur,uy URU,MF,Tottenham,25,1997,16.7,34,2.04,27,0,1,2,1,3,5,0.3,2,0,0,1,0,2,Matches
57,58,Daniel Bentley,eng ENG,GK,Wolves,29,1993,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
58,59,Victor Bernth Kristiansen,dk DEN,DF,Leicester City,19,2002,9.9,14,1.41,9,4,0,1,0,0,3,0.3,3,0,0,0,0,0,Matches
59,60,Owen Bevan,wls WAL,DF,Bournemouth,18,2003,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
60,61,Giulian Biancone,fr FRA,DF,Nott'ham Forest,22,2000,0.2,1,5.29,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
61,62,Philip Billing,dk DEN,MFFW,Bournemouth,26,1996,30.7,54,1.76,41,2,5,5,1,0,6,0.2,4,0,0,2,0,0,Matches
62,63,Yves Bissouma,ml MLI,MF,Tottenham,25,1996,11.2,29,2.58,24,0,1,1,1,2,1,0.09,1,0,0,0,0,0,Matches
63,64,Willy Boly,ci CIV,DF,Nott'ham Forest,31,1991,7.6,5,0.66,5,0,0,0,0,0,1,0.13,1,0,0,0,0,0,Matches
64,65,Sven Botman,nl NED,DF,Newcastle Utd,22,2000,34.7,24,0.69,18,1,0,5,0,0,1,0.03,0,0,0,1,0,0,Matches
65,66,Jarrod Bowen,eng ENG,FWMF,West Ham,25,1996,35.9,108,3.01,58,15,10,13,10,2,14,0.39,6,3,0,2,3,0,Matches
66,67,James Bree,eng ENG,DF,Southampton,24,1997,4.1,6,1.47,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
67,68,Armando Broja,al ALB,FW,Chelsea,20,2001,3.3,4,1.22,2,0,0,0,2,0,2,0.61,1,0,0,0,1,0,Matches
68,69,David Brooks,wls WAL,FWMF,Bournemouth,25,1997,1.9,8,4.19,5,0,1,1,1,0,0,0.0,0,0,0,0,0,0,Matches
69,70,Lewis Brunt,eng ENG,DF,Leicester City,21,2000,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
70,71,Emi Buendía,ar ARG,MFFW,Aston Villa,25,1996,26.8,90,3.36,72,2,8,3,4,1,10,0.37,7,0,1,2,0,0,Matches
71,72,Hugo Bueno,es ESP,DF,Wolves,19,2002,14.6,30,2.06,22,7,0,1,0,0,1,0.07,1,0,0,0,0,0,Matches
72,73,Facundo Buonanotte,ar ARG,FWMF,Brighton,17,2004,6.3,14,2.23,12,0,2,0,0,0,1,0.16,1,0,0,0,0,0,Matches
73,74,Dan Burn,eng ENG,DF,Newcastle Utd,30,1992,34.6,40,1.16,35,2,0,3,0,0,3,0.09,3,0,0,0,0,0,Matches
74,75,Cafú,pt POR,MF,Nott'ham Forest,29,1993,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
75,76,Moisés Caicedo,ec ECU,MF,Brighton,20,2001,34.9,88,2.52,81,0,2,3,1,1,5,0.14,5,0,0,0,0,0,Matches
76,77,Tom Cairney,sct SCO,MF,Fulham,31,1991,11.0,45,4.1,35,4,1,2,2,1,3,0.27,3,0,0,0,0,0,Matches
77,78,Duje Ćaleta-Car,hr CRO,DF,Southampton,25,1996,10.5,6,0.57,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
78,79,Dominic Calvert-Lewin,eng ENG,FW,Everton,25,1997,12.9,24,1.85,16,0,5,1,2,0,4,0.31,2,0,1,0,1,0,Matches
79,80,Chem Campbell,wls WAL,FWMF,Wolves,19,2002,0.8,2,2.43,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
80,81,João Cancelo,pt POR,DF,Manchester City,28,1994,14.2,39,2.76,30,0,2,5,1,1,6,0.42,5,0,1,0,0,0,Matches
81,82,Thomas Cannon,ie IRL,FW,Everton,19,2002,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
82,83,Sergi Canós,es ESP,FWDF,Brentford,25,1997,0.9,3,3.51,2,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches
83,84,Diego Carlos,br BRA,DF,Aston Villa,29,1993,2.3,3,1.32,2,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
84,85,Fabio Carvalho,pt POR,MFFW,Liverpool,19,2002,3.9,9,2.33,5,0,0,2,2,0,2,0.52,1,0,0,1,0,0,Matches
85,86,Casemiro,br BRA,MF,Manchester Utd,30,1992,23.6,68,2.88,61,0,0,5,2,0,8,0.34,8,0,0,0,0,0,Matches
86,87,Matty Cash,pl POL,DF,Aston Villa,24,1997,20.2,28,1.38,25,0,1,0,1,1,3,0.15,2,0,0,0,0,1,Matches
87,88,Timothy Castagne,be BEL,DF,Leicester City,26,1995,36.2,51,1.41,44,2,1,2,1,1,5,0.14,4,0,0,1,0,0,Matches
88,89,Jonny Castro,es ESP,DF,Wolves,28,1994,14.0,24,1.71,20,0,0,0,3,1,1,0.07,1,0,0,0,0,0,Matches
89,90,Nathaniel Chalobah,eng ENG,MF,Fulham,27,1994,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
90,91,Trevoh Chalobah,eng ENG,DF,Chelsea,23,1999,17.9,16,0.9,11,0,1,2,2,0,3,0.17,3,0,0,0,0,0,Matches
91,92,Calum Chambers,eng ENG,DFMF,Aston Villa,27,1995,3.9,6,1.53,5,0,0,0,0,1,0,0.0,0,0,0,0,0,0,Matches
92,93,Shea Charles,nir NIR,DF,Manchester City,18,2003,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
93,94,Ben Chilwell,eng ENG,DFMF,Chelsea,25,1996,15.6,39,2.49,19,17,0,1,2,0,4,0.26,2,1,0,0,1,0,Matches
94,95,Ryan Christie,sct SCO,MFFW,Bournemouth,27,1995,20.4,66,3.24,48,5,5,5,3,0,4,0.2,3,0,0,1,0,0,Matches
95,96,Carney Chukwuemeka,eng ENG,MFFW,Chelsea,18,2003,3.9,16,4.07,13,0,0,1,0,2,0,0.0,0,0,0,0,0,0,Matches
96,97,Bobby Clark,eng ENG,MF,Liverpool,17,2005,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
97,98,Nathaniel Clyne,eng ENG,DF,Crystal Palace,31,1991,18.2,18,0.99,16,1,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches
98,99,Conor Coady,eng ENG,DF,Everton,29,1993,23.3,16,0.69,14,0,0,1,1,0,1,0.04,1,0,0,0,0,0,Matches
99,100,Jack Colback,eng ENG,MF,Nott'ham Forest,32,1989,5.5,3,0.54,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
100,101,Séamus Coleman,ie IRL,DF,Everton,33,1988,18.4,21,1.14,15,1,1,1,3,0,2,0.11,2,0,0,0,0,0,Matches
101,102,Nathan Collins,ie IRL,DF,Wolves,21,2001,20.2,10,0.5,7,0,1,0,2,0,0,0.0,0,0,0,0,0,0,Matches
102,103,Levi Colwill,eng ENG,DF,Brighton,19,2003,13.6,18,1.33,16,1,0,1,0,0,2,0.15,2,0,0,0,0,0,Matches
103,104,Lewis Cook,eng ENG,MF,Bournemouth,25,1997,19.1,39,2.04,27,8,0,0,1,3,4,0.21,2,1,0,0,0,1,Matches
104,105,Steve Cook,eng ENG,DF,Nott'ham Forest,31,1991,10.6,6,0.56,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
105,106,Liam Cooper,sct SCO,DF,Leeds United,30,1991,15.8,16,1.01,13,1,0,2,0,0,3,0.19,3,0,0,0,0,0,Matches
106,107,Maxwel Cornet,ci CIV,FW,West Ham,25,1996,2.7,6,2.23,4,0,1,0,0,1,0,0.0,0,0,0,0,0,0,Matches
107,108,Diego Costa,es ESP,FW,Wolves,33,1988,13.8,23,1.67,15,0,3,3,2,0,1,0.07,1,0,0,0,0,0,Matches
108,109,Vladimír Coufal,cz CZE,DF,West Ham,29,1992,23.7,52,2.19,36,13,0,1,2,0,3,0.13,2,1,0,0,0,0,Matches
109,110,Philippe Coutinho,br BRA,MFFW,Aston Villa,30,1992,8.8,24,2.74,19,1,3,1,0,0,0,0.0,0,0,0,0,0,0,Matches
110,111,Conor Coventry,ie IRL,MFFW,West Ham,22,2000,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
111,112,Matthew Craig,sct SCO,MF,Tottenham,19,2003,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
112,113,Aaron Cresswell,eng ENG,DF,West Ham,32,1989,24.8,73,2.94,43,27,0,2,1,0,1,0.04,0,1,0,0,0,0,Matches
113,114,Marc Cucurella,es ESP,DF,Chelsea,24,1998,18.6,27,1.46,21,6,0,0,0,0,3,0.16,2,1,0,0,0,0,Matches
114,115,Matheus Cunha,br BRA,FW,Wolves,23,1999,10.7,21,1.96,16,1,1,1,2,0,0,0.0,0,0,0,0,0,0,Matches
115,116,Patson Daka,zm ZAM,FW,Leicester City,23,1998,13.2,28,2.12,19,1,1,5,2,0,7,0.53,4,0,1,2,0,0,Matches
116,117,Diogo Dalot,pt POR,DF,Manchester Utd,23,1999,23.9,52,2.17,48,0,1,2,0,1,2,0.08,2,0,0,0,0,0,Matches
117,118,Mikkel Damsgaard,dk DEN,MFFW,Brentford,22,2000,11.0,25,2.28,20,3,0,1,1,0,2,0.18,2,0,0,0,0,0,Matches
118,119,Danilo,br BRA,MF,Nott'ham Forest,21,2001,10.8,23,2.12,17,1,3,1,1,0,6,0.55,5,0,1,0,0,0,Matches
119,120,Arnaut Danjuma,nl NED,FWMF,Tottenham,25,1997,1.9,4,2.13,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
120,121,Josh Dasilva,eng ENG,MF,Brentford,23,1998,15.4,42,2.72,36,1,3,1,1,0,7,0.45,5,0,1,0,1,0,Matches
121,122,David Datro Fofana,ci CIV,FW,Chelsea,19,2002,0.8,6,7.71,2,0,4,0,0,0,0,0.0,0,0,0,0,0,0,Matches
122,123,Ben Davies,wls WAL,DF,Tottenham,29,1993,25.4,37,1.46,33,1,0,3,0,0,7,0.28,5,0,0,2,0,0,Matches
123,124,Tom Davies,eng ENG,MF,Everton,24,1998,6.0,6,1.0,5,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
124,125,Craig Dawson,eng ENG,DF,West Ham,32,1990,8.0,12,1.5,10,0,0,1,1,0,1,0.12,0,0,0,0,1,0,Matches
125,126,Craig Dawson,eng ENG,DF,Wolves,32,1990,15.7,6,0.38,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
126,127,Kevin De Bruyne,be BEL,MF,Manchester City,31,1991,26.9,176,6.55,120,33,8,7,5,3,31,1.15,24,3,1,1,2,0,Matches
127,128,Siriki Dembélé,ci CIV,FWMF,Bournemouth,25,1996,1.2,5,4.09,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
128,129,Leander Dendoncker,be BEL,MF,Aston Villa,27,1995,7.7,8,1.03,6,0,0,1,0,1,0,0.0,0,0,0,0,0,0,Matches
129,130,Leander Dendoncker,be BEL,MF,Wolves,27,1995,2.4,4,1.68,3,0,0,0,0,1,0,0.0,0,0,0,0,0,0,Matches
130,131,Emmanuel Dennis,ng NGA,FWMF,Nott'ham Forest,24,1997,8.0,25,3.12,14,1,2,2,6,0,3,0.37,2,0,0,0,1,0,Matches
131,132,Halil Dervişoğlu,tr TUR,MF,Brentford,22,1999,0.1,1,11.25,0,0,0,1,0,0,1,11.25,0,0,0,1,0,0,Matches
132,133,Kiernan Dewsbury-Hall,eng ENG,MF,Leicester City,23,1998,25.6,78,3.04,61,0,8,2,5,2,9,0.35,6,0,1,0,1,1,Matches
133,134,Ibrahima Diallo,fr FRA,MF,Southampton,23,1999,9.1,10,1.1,8,0,1,0,0,1,0,0.0,0,0,0,0,0,0,Matches
134,135,Rúben Dias,pt POR,DF,Manchester City,25,1997,22.2,15,0.68,11,1,0,3,0,0,1,0.05,1,0,0,0,0,0,Matches
135,136,Luis Díaz,co COL,FW,Liverpool,25,1997,11.1,41,3.7,29,0,7,3,2,0,6,0.54,3,0,2,1,0,0,Matches
136,137,Eric Dier,eng ENG,DF,Tottenham,28,1994,31.3,29,0.93,24,1,0,4,0,0,2,0.06,1,0,0,1,0,0,Matches
137,138,Lucas Digne,fr FRA,DF,Aston Villa,29,1993,16.7,29,1.74,24,4,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches
138,139,Issa Diop,fr FRA,DF,Fulham,25,1997,22.4,9,0.4,9,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
139,140,Moussa Djenepo,ml MLI,DFFW,Southampton,24,1998,7.9,17,2.15,12,0,2,1,2,0,4,0.51,2,0,2,0,0,0,Matches
140,141,Ben Doak,sct SCO,FW,Liverpool,16,2005,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
141,142,Matt Doherty,ie IRL,DFMF,Tottenham,30,1992,7.4,18,2.43,13,0,2,2,1,0,3,0.41,2,0,0,1,0,0,Matches
142,143,Abdoulaye Doucouré,ml MLI,MF,Everton,29,1993,17.0,45,2.65,38,0,3,2,0,2,3,0.18,3,0,0,0,0,0,Matches
143,144,Cheick Doucouré,ml MLI,MF,Crystal Palace,22,2000,30.8,61,1.98,48,0,2,5,2,4,6,0.2,4,0,0,1,0,1,Matches
144,145,Flynn Downes,eng ENG,MF,West Ham,23,1999,8.5,13,1.54,8,0,0,3,2,0,0,0.0,0,0,0,0,0,0,Matches
145,146,Kami Doyle,eng ENG,MF,Southampton,16,2005,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
146,147,Cody Drameh,eng ENG,DF,Leeds United,20,2001,0.8,1,1.3,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
147,148,Martin Dúbravka,sk SVK,GK,Newcastle Utd,33,1989,1.7,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
148,149,Shane Duffy,ie IRL,DFFW,Fulham,30,1992,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
149,150,Lewis Dunk,eng ENG,DF,Brighton,30,1991,36.0,32,0.89,31,0,0,1,0,0,2,0.06,2,0,0,0,0,0,Matches
150,151,Jhon Durán,co COL,FWMF,Aston Villa,18,2003,1.5,5,3.31,3,0,0,1,0,1,0,0.0,0,0,0,0,0,0,Matches
151,152,Malcolm Ebiowei,eng ENG,MFFW,Crystal Palace,18,2003,0.4,1,2.65,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
152,153,Ederson,br BRA,GK,Manchester City,28,1993,35.0,2,0.06,2,0,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches
153,154,Odsonne Édouard,fr FRA,FW,Crystal Palace,24,1998,20.0,44,2.2,32,0,1,9,2,0,4,0.2,4,0,0,0,0,0,Matches
154,155,Samuel Edozie,eng ENG,FWMF,Southampton,19,2003,6.3,20,3.18,13,0,3,0,4,0,0,0.0,0,0,0,0,0,0,Matches
155,156,Anthony Elanga,se SWE,FW,Manchester Utd,20,2002,4.7,17,3.59,13,0,0,3,1,0,1,0.21,1,0,0,0,0,0,Matches
156,157,Harvey Elliott,eng ENG,MFFW,Liverpool,19,2003,17.9,75,4.19,62,1,5,5,1,1,10,0.56,10,0,0,0,0,0,Matches
157,158,Mohamed Elneny,eg EGY,MF,Arsenal,30,1992,1.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
158,159,Mohamed Elyounoussi,no NOR,MFFW,Southampton,27,1994,24.1,41,1.7,34,0,1,2,3,1,4,0.17,4,0,0,0,0,0,Matches
159,160,Emerson,br BRA,DF,Tottenham,23,1999,19.3,36,1.87,32,0,0,1,2,1,2,0.1,2,0,0,0,0,0,Matches
160,161,Julio Enciso,py PAR,FWMF,Brighton,18,2004,9.0,45,5.02,28,0,9,6,2,0,7,0.78,3,0,2,1,1,0,Matches
161,162,Christian Eriksen,dk DEN,MF,Manchester Utd,30,1992,22.8,71,3.12,50,17,1,3,0,0,9,0.4,6,3,0,0,0,0,Matches
162,163,Pervis Estupiñán,ec ECU,DF,Brighton,24,1998,29.7,87,2.93,78,4,3,0,2,0,8,0.27,7,0,0,0,1,0,Matches
163,164,Jonny Evans,nir NIR,DF,Leicester City,34,1988,11.7,4,0.34,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
164,165,Eberechi Eze,eng ENG,MFFW,Crystal Palace,24,1998,29.3,118,4.03,69,21,11,4,11,2,16,0.55,9,1,5,0,1,0,Matches
165,166,Łukasz Fabiański,pl POL,GK,West Ham,37,1985,34.6,2,0.06,0,2,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
166,167,Fabinho,br BRA,MF,Liverpool,28,1993,29.7,55,1.85,49,0,0,1,2,3,8,0.27,7,0,0,0,1,0,Matches
167,168,Wout Faes,be BEL,DF,Leicester City,24,1998,31.0,22,0.71,16,0,1,3,0,2,4,0.13,3,0,0,0,0,1,Matches
168,169,Felipe,br BRA,DF,Nott'ham Forest,33,1989,15.8,15,0.95,10,0,0,4,1,0,1,0.06,1,0,0,0,0,0,Matches
169,170,João Félix,pt POR,FWMF,Chelsea,22,1999,10.5,31,2.96,13,2,6,4,6,0,1,0.1,1,0,0,0,0,0,Matches
170,171,Evan Ferguson,ie IRL,FW,Brighton,17,2004,10.6,22,2.08,15,0,1,6,0,0,2,0.19,2,0,0,0,0,0,Matches
171,172,Bruno Fernandes,pt POR,MFFW,Manchester Utd,27,1994,36.8,219,5.94,164,26,8,12,9,0,18,0.49,16,0,0,1,1,0,Matches
172,173,Enzo Fernández,ar ARG,MF,Chelsea,21,2001,17.2,59,3.43,49,6,0,2,2,0,6,0.35,6,0,0,0,0,0,Matches
173,174,Roberto Firmino,br BRA,FWMF,Liverpool,30,1991,13.5,46,3.41,36,0,4,6,0,0,7,0.52,4,0,1,2,0,0,Matches
174,175,Junior Firpo,do DOM,DF,Leeds United,25,1996,15.2,21,1.38,15,2,0,0,3,1,2,0.13,2,0,0,0,0,0,Matches
