,_Rk,_Player,_Nation,_Pos,_Squad,_Age,_Born,PlayingTime_MP,PlayingTime_Min,PlayingTime_Mn/MP,PlayingTime_Min%,PlayingTime_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,TeamSuccess_PPM,TeamSuccess_onG,TeamSuccess_onGA,TeamSuccess_+/-,TeamSuccess_+/-90,TeamSuccess_On-Off,TeamSuccess(xG)_onxG,TeamSuccess(xG)_onxGA,TeamSuccess(xG)_xG+/-,TeamSuccess(xG)_xG+/-90,TeamSuccess(xG)_On-Off,Matches
17,18,Mohamed Ali Cho,fr FRA,FWMF,Real Sociedad,19.0,2004.0,11,249.0,23.0,7.3,2.8,1,90.0,1,10,16.0,6,1.73,5.0,7.0,-2.0,-0.72,-1.12,5.2,4.0,1.2,0.43,0.36,Matches
18,19,Tadeo Allende,ar ARG,MFFW,Celta Vigo,24.0,1999.0,10,336.0,34.0,9.8,3.7,2,66.0,0,8,26.0,5,0.8,7.0,8.0,-1.0,-0.27,0.02,5.2,5.4,-0.2,-0.06,0.05,Matches
19,20,Domingos André Ribeiro Almeida,pt POR,FWMF,Valencia,23.0,2000.0,18,965.0,54.0,28.2,10.7,12,67.0,2,6,26.0,3,1.0,15.0,11.0,4.0,0.37,0.7,13.9,12.5,1.4,0.13,0.35,Matches
20,21,Iker Almena,es ESP,FW,Girona,19.0,2004.0,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
21,22,Nando Almodóvar,es ESP,GK,Cádiz,19.0,2003.0,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
22,23,Marcos Alonso,es ESP,DF,Barcelona,32.0,1990.0,5,252.0,50.0,7.4,2.8,3,75.0,2,2,14.0,16,3.0,7.0,4.0,3.0,1.07,0.16,5.2,3.5,1.7,0.59,-0.38,Matches
23,24,Adrià Altimira,es ESP,DFMF,Villarreal,22.0,2001.0,11,775.0,70.0,22.7,8.6,10,74.0,4,1,37.0,7,1.0,11.0,22.0,-11.0,-1.28,-1.65,12.8,18.7,-5.9,-0.68,-0.77,Matches
24,25,Sergi Altimira,es ESP,MF,Betis,21.0,2001.0,14,568.0,41.0,16.6,6.3,6,72.0,2,8,17.0,21,1.43,6.0,11.0,-5.0,-0.79,-1.04,8.5,10.2,-1.7,-0.27,-0.12,Matches
25,26,Gastón Álvarez,uy URU,DF,Getafe,23.0,2000.0,34,2537.0,75.0,74.2,28.2,29,85.0,24,5,12.0,2,1.15,24.0,40.0,-16.0,-0.57,-0.98,30.3,40.3,-10.0,-0.35,-0.54,Matches
26,27,Hugo Álvarez,es ESP,MFDF,Celta Vigo,20.0,2003.0,12,762.0,64.0,22.3,8.5,8,85.0,4,4,21.0,3,1.83,12.0,10.0,2.0,0.24,0.68,14.4,10.4,4.0,0.47,0.74,Matches
27,28,Iker Álvarez,ad AND,GK,Villarreal,22.0,2001.0,0,,,,,0,,0,0,,7,,,,,,,,,,,,Matches
28,29,Yeray Álvarez,es ESP,DF,Athletic Club,28.0,1995.0,19,1152.0,61.0,33.7,12.8,14,72.0,8,5,30.0,3,1.84,19.0,12.0,7.0,0.55,-0.13,13.8,12.5,1.2,0.1,-0.31,Matches
29,30,Selim Amallah,ma MAR,FWMF,Valencia,26.0,1996.0,20,604.0,30.0,17.7,6.7,7,62.0,1,13,13.0,7,1.45,4.0,6.0,-2.0,-0.3,-0.2,4.3,7.1,-2.8,-0.41,-0.35,Matches
30,31,Amath,sn SEN,FWMF,Mallorca,27.0,1996.0,15,394.0,26.0,11.5,4.4,3,63.0,0,12,17.0,7,0.87,3.0,4.0,-1.0,-0.23,0.07,7.1,6.2,0.9,0.21,0.31,Matches
31,32,Miguel Ángel Rubio,es ESP,DF,Granada,25.0,1998.0,19,1560.0,82.0,45.6,17.3,17,88.0,15,2,29.0,11,0.89,21.0,35.0,-14.0,-0.81,0.5,20.8,31.6,-10.9,-0.63,-0.11,Matches
32,33,Fabrizio Angileri,ar ARG,DFMF,Getafe,29.0,1994.0,11,164.0,15.0,4.8,1.8,2,55.0,0,9,6.0,22,1.42,4.0,6.0,-2.0,-1.1,-0.82,5.3,3.4,1.9,1.02,1.3,Matches
33,34,José Antonio,es ESP,FW,Cádiz,19.0,2004.0,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
34,35,Arvin Appiah,eng ENG,FWMF,Almería,22.0,2001.0,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
35,36,Mauro Arambarri,uy URU,MF,Getafe,27.0,1995.0,7,339.0,48.0,9.9,3.8,3,70.0,1,4,32.0,0,1.0,4.0,6.0,-2.0,-0.53,-0.24,3.2,4.6,-1.4,-0.38,-0.19,Matches
36,37,Jon Aramburu,ve VEN,DF,Real Sociedad,21.0,2002.0,11,543.0,49.0,15.9,6.0,5,73.0,2,6,30.0,7,1.27,4.0,8.0,-4.0,-0.66,-1.16,5.6,5.5,0.1,0.02,-0.09,Matches
37,38,Julian Araujo,mx MEX,DF,Las Palmas,21.0,2001.0,25,1462.0,58.0,42.7,16.2,15,81.0,9,10,25.0,1,1.08,11.0,18.0,-7.0,-0.43,-0.11,13.5,23.2,-9.8,-0.6,0.03,Matches
38,39,Ronald Araújo,uy URU,DF,Barcelona,24.0,1999.0,25,1997.0,80.0,58.4,22.2,21,88.0,20,4,38.0,7,2.0,50.0,31.0,19.0,0.86,-0.16,47.9,26.7,21.3,0.96,0.03,Matches
39,40,Fran Árbol,es ESP,GK,Granada,17.0,2006.0,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
40,41,Matías Árbol,es ESP,GK,Sevilla,20.0,2002.0,0,,,,,0,,0,0,,14,,,,,,,,,,,,Matches
41,42,Adu Ares,es ESP,FW,Athletic Club,21.0,2001.0,12,265.0,22.0,7.7,2.9,2,61.0,0,10,14.0,24,1.17,3.0,3.0,0.0,0.0,-0.68,1.9,3.2,-1.3,-0.44,-0.8,Matches
42,43,Jesús Areso,es ESP,DF,Osasuna,24.0,1999.0,37,2660.0,72.0,77.8,29.6,29,87.0,21,8,17.0,1,1.22,35.0,44.0,-9.0,-0.3,-0.07,31.3,38.7,-7.4,-0.25,-0.02,Matches
43,44,Matias Arezo,uy URU,FW,Granada,20.0,2002.0,14,369.0,26.0,10.8,4.1,3,65.0,1,11,16.0,6,0.86,3.0,8.0,-5.0,-1.22,-0.16,5.6,7.7,-2.2,-0.53,0.04,Matches
44,45,Iñigo Arguibide,es ESP,DF,Osasuna,18.0,2005.0,1,17.0,17.0,0.5,0.2,0,,0,1,17.0,3,1.0,0.0,0.0,0.0,0.0,0.29,0.2,0.0,0.2,0.93,1.18,Matches
45,46,José Arnaiz,es ESP,FWMF,Osasuna,28.0,1995.0,26,929.0,36.0,27.2,10.3,9,65.0,0,17,20.0,8,1.04,11.0,16.0,-5.0,-0.48,-0.27,10.6,15.1,-4.5,-0.44,-0.26,Matches
46,47,Sergio Arribas,es ESP,MFFW,Almería,21.0,2001.0,34,2047.0,60.0,59.9,22.7,22,76.0,4,12,31.0,4,0.5,28.0,41.0,-13.0,-0.57,0.67,29.8,35.9,-6.1,-0.27,0.18,Matches
47,48,Kepa Arrizabalaga,es ESP,GK,Real Madrid,28.0,1994.0,14,1198.0,86.0,35.0,13.3,13,90.0,13,1,28.0,21,2.36,23.0,9.0,14.0,1.05,-0.85,22.6,12.9,9.7,0.73,-0.24,Matches
48,49,Ricard Artero,es ESP,MF,Girona,20.0,2003.0,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
49,50,Iago Aspas,es ESP,FW,Celta Vigo,35.0,1987.0,35,2707.0,77.0,79.2,30.1,31,83.0,18,4,31.0,1,1.0,39.0,44.0,-5.0,-0.17,0.59,43.3,41.6,1.7,0.06,0.75,Matches
50,51,Ander Astralaga,es ESP,GK,Barcelona,19.0,2004.0,0,,,,,0,,0,0,,23,,,,,,,,,,,,Matches
51,52,Ezequiel Ávila,ar ARG,FWMF,Osasuna,29.0,1994.0,17,864.0,51.0,25.3,9.6,10,71.0,1,7,22.0,0,0.94,11.0,12.0,-1.0,-0.1,0.25,11.2,10.8,0.4,0.04,0.38,Matches
52,53,Ezequiel Ávila,ar ARG,FW,Betis,29.0,1994.0,6,298.0,50.0,8.7,3.3,4,66.0,0,2,17.0,0,1.17,6.0,7.0,-1.0,-0.3,-0.42,3.4,5.2,-1.8,-0.54,-0.41,Matches
53,54,Gaizka Ayesa,es ESP,GK,Real Sociedad,22.0,2001.0,0,,,,,0,,0,0,,8,,,,,,,,,,,,Matches
54,55,César Azpilicueta,es ESP,DF,Atlético Madrid,33.0,1989.0,25,1423.0,57.0,41.6,15.8,14,81.0,6,11,26.0,4,2.12,24.0,16.0,8.0,0.51,-0.35,24.3,15.1,9.2,0.58,-0.04,Matches
55,56,Iddrisu Baba,gh GHA,MF,Almería,27.0,1996.0,25,1430.0,57.0,41.8,15.9,14,83.0,8,11,25.0,7,0.56,17.0,38.0,-21.0,-1.32,-0.82,18.0,29.5,-11.5,-0.72,-0.66,Matches
56,57,Srđan Babić,rs SRB,DF,Almería,27.0,1996.0,1,90.0,90.0,2.6,1.0,1,90.0,1,0,,0,0.0,0.0,2.0,-2.0,-2.0,-1.19,1.4,2.1,-0.7,-0.68,-0.35,Matches
57,58,Loïc Bade,fr FRA,DF,Sevilla,23.0,2000.0,28,2277.0,81.0,66.6,25.3,27,84.0,19,1,14.0,2,1.29,32.0,29.0,3.0,0.12,0.83,30.6,36.0,-5.4,-0.21,0.23,Matches
58,59,Alex Baena,es ESP,MFFW,Villarreal,22.0,2001.0,34,2579.0,76.0,75.4,28.7,33,77.0,12,1,26.0,0,1.5,50.0,45.0,5.0,0.17,0.71,45.0,42.9,2.2,0.08,0.65,Matches
59,60,Eric Bailly,ci CIV,DF,Villarreal,29.0,1994.0,10,839.0,84.0,24.5,9.3,9,85.0,8,1,74.0,3,2.0,24.0,18.0,6.0,0.64,0.85,15.7,12.4,3.3,0.35,0.57,Matches
60,61,Cédric Bakambu,cd COD,FW,Betis,32.0,1991.0,4,194.0,49.0,5.7,2.2,2,62.0,0,2,35.0,0,2.0,4.0,2.0,2.0,0.93,0.9,3.7,3.6,0.1,0.05,0.23,Matches
61,62,Alejandro Balde,es ESP,DF,Barcelona,19.0,2003.0,18,1378.0,77.0,40.3,15.3,15,87.0,12,3,26.0,2,2.11,29.0,17.0,12.0,0.78,-0.23,34.9,14.9,20.0,1.31,0.61,Matches
62,63,Iván Balliu,al ALB,DF,Rayo Vallecano,31.0,1992.0,33,2873.0,87.0,84.0,31.9,32,89.0,28,1,27.0,4,1.12,27.0,39.0,-12.0,-0.38,0.78,37.1,34.3,2.9,0.09,0.94,Matches
63,64,Jonathan Bamba,ci CIV,MFFW,Celta Vigo,27.0,1996.0,27,1981.0,73.0,57.9,22.0,24,79.0,9,3,26.0,3,1.07,23.0,28.0,-5.0,-0.23,0.15,29.5,29.0,0.5,0.02,0.3,Matches
64,65,Léo Baptistão,br BRA,FW,Almería,30.0,1992.0,32,1837.0,57.0,53.7,20.4,22,75.0,8,10,19.0,1,0.59,22.0,39.0,-17.0,-0.83,0.02,25.2,30.3,-5.1,-0.24,0.21,Matches
65,66,Kike Barja,es ESP,FWMF,Osasuna,26.0,1997.0,16,303.0,19.0,8.9,3.4,3,42.0,0,13,14.0,5,0.94,8.0,8.0,0.0,0.0,0.32,6.8,5.8,1.0,0.31,0.61,Matches
66,67,Ander Barrenetxea,es ESP,FWMF,Real Sociedad,21.0,2001.0,29,1427.0,49.0,41.7,15.9,20,60.0,0,9,26.0,1,1.45,24.0,18.0,6.0,0.38,0.11,18.9,16.2,2.7,0.17,0.13,Matches
67,68,Pablo Barrios,es ESP,MF,Atlético Madrid,20.0,2003.0,24,1555.0,65.0,45.5,17.3,17,77.0,8,7,35.0,0,2.13,32.0,17.0,15.0,0.87,0.29,29.0,12.7,16.3,0.95,0.62,Matches
68,69,Marc Bartra,es ESP,DF,Betis,32.0,1991.0,3,225.0,75.0,6.6,2.5,3,75.0,2,0,,2,1.33,2.0,6.0,-4.0,-1.6,-1.8,3.8,2.7,1.1,0.46,0.67,Matches
69,70,Álvaro Bastida,es ESP,MF,Cádiz,19.0,2004.0,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
70,71,Augusto Batalla,ar ARG,GK,Granada,27.0,1996.0,17,1530.0,90.0,44.7,17.0,17,90.0,17,0,,3,0.76,16.0,28.0,-12.0,-0.71,0.68,18.8,23.2,-4.4,-0.26,0.57,Matches
71,72,Bebé,cv CPV,MFFW,Rayo Vallecano,33.0,1990.0,19,212.0,11.0,6.2,2.4,0,,0,19,11.0,15,1.16,4.0,2.0,2.0,0.85,1.44,5.5,3.6,1.9,0.79,0.91,Matches
72,73,Sheraldo Becker,sr SUR,FWMF,Real Sociedad,28.0,1995.0,15,771.0,51.0,22.5,8.6,8,74.0,0,7,26.0,1,1.47,14.0,5.0,9.0,1.05,0.95,10.0,8.2,1.8,0.21,0.15,Matches
73,74,Rayane Belaid,es ESP,DF,Atlético Madrid,18.0,2005.0,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
74,75,Héctor Bellerín,es ESP,DF,Betis,28.0,1995.0,23,1711.0,74.0,50.0,19.0,20,81.0,15,3,32.0,5,1.61,22.0,18.0,4.0,0.21,0.26,22.2,22.6,-0.4,-0.02,0.29,Matches
75,76,Jude Bellingham,eng ENG,MF,Real Madrid,20.0,2003.0,28,2315.0,83.0,67.7,25.7,27,85.0,17,1,25.0,4,2.46,57.0,16.0,41.0,1.59,-0.04,46.7,23.4,23.3,0.91,0.09,Matches
76,77,Eghosa Bello,ng NGA,FW,Granada,19.0,2004.0,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
77,78,Fran Beltrán,es ESP,MF,Celta Vigo,24.0,1999.0,33,2428.0,74.0,71.0,27.0,28,83.0,17,5,19.0,5,1.18,38.0,41.0,-3.0,-0.11,0.61,37.0,38.6,-1.7,-0.06,0.14,Matches
78,79,Carlos Benavídez,uy URU,MF,Alavés,25.0,1998.0,29,1136.0,39.0,33.2,12.6,10,79.0,5,19,18.0,4,1.34,19.0,13.0,6.0,0.48,1.11,16.3,15.4,0.9,0.07,0.05,Matches
79,80,Jorge Benito,es ESP,GK,Getafe,17.0,2006.0,0,,,,,0,,0,0,,15,,,,,,,,,,,,Matches
80,81,Yuri Berchiche,es ESP,DF,Athletic Club,33.0,1990.0,27,1930.0,71.0,56.4,21.4,22,81.0,16,5,28.0,0,1.85,33.0,16.0,17.0,0.79,0.37,30.4,18.5,11.9,0.55,0.58,Matches
81,82,Álex Berenguer,es ESP,FW,Athletic Club,28.0,1995.0,35,1592.0,45.0,46.5,17.7,15,79.0,8,20,20.0,1,1.74,19.0,19.0,0.0,0.0,-1.18,19.2,17.1,2.1,0.12,-0.34,Matches
82,83,Isaac Bernal,es ESP,FW,Sevilla,23.0,2000.0,14,1039.0,74.0,30.4,11.5,14,74.0,3,0,,0,1.57,15.0,13.0,2.0,0.17,0.48,13.4,16.2,-2.8,-0.24,0.07,Matches
83,84,Antonio Blanco,es ESP,MF,Alavés,23.0,2000.0,33,2426.0,74.0,70.9,27.0,29,82.0,16,4,11.0,2,1.3,22.0,30.0,-8.0,-0.3,-0.12,29.0,30.5,-1.6,-0.06,-0.34,Matches
84,85,Daley Blind,nl NED,DF,Girona,33.0,1990.0,34,2972.0,87.0,86.9,33.0,33,90.0,32,1,3.0,1,2.29,78.0,37.0,41.0,1.24,1.64,63.3,45.7,17.6,0.53,0.76,Matches
85,86,Adri Bosch,es ESP,DF,Granada,22.0,2001.0,1,26.0,26.0,0.8,0.3,0,,0,1,26.0,12,0.0,2.0,2.0,0.0,0.0,1.09,0.7,1.6,-0.9,-3.16,-2.61,Matches
86,87,Yassine Bounou,ma MAR,GK,Sevilla,32.0,1991.0,1,90.0,90.0,2.6,1.0,1,90.0,1,0,,0,0.0,1.0,2.0,-1.0,-1.0,-0.86,0.7,1.1,-0.4,-0.4,-0.11,Matches
87,88,Lucas Boyé,ar ARG,FW,Granada,27.0,1996.0,31,2541.0,82.0,74.3,28.2,30,83.0,15,1,45.0,0,0.52,26.0,57.0,-31.0,-1.1,-0.07,30.2,45.9,-15.8,-0.56,0.04,Matches
88,89,Juan Brandáriz,es ESP,DF,Almería,24.0,1999.0,31,2434.0,79.0,71.2,27.0,26,88.0,24,5,30.0,6,0.58,34.0,55.0,-21.0,-0.78,0.23,36.5,44.5,-8.0,-0.3,0.14,Matches
89,90,Darko Brašanac,rs SRB,MF,Osasuna,31.0,1992.0,2,48.0,24.0,1.4,0.5,0,,0,2,24.0,10,1.5,1.0,1.0,0.0,0.0,0.29,0.9,1.4,-0.5,-0.87,-0.63,Matches
90,91,Brau,es ESP,DF,Granada,21.0,2001.0,1,31.0,31.0,0.9,0.3,0,,0,1,31.0,0,0.0,0.0,3.0,-3.0,-8.71,-7.7,0.2,2.4,-2.2,-6.42,-5.91,Matches
91,92,Claudio Bravo,cl CHI,GK,Betis,40.0,1983.0,7,630.0,90.0,18.4,7.0,7,90.0,7,0,,13,1.86,11.0,5.0,6.0,0.86,0.95,9.9,6.5,3.4,0.48,0.8,Matches
92,93,Ben Brereton,cl CHI,FWMF,Villarreal,24.0,1999.0,14,270.0,19.0,7.9,3.0,2,67.0,0,12,11.0,5,0.86,3.0,3.0,0.0,0.0,0.0,3.3,3.5,-0.1,-0.04,0.05,Matches
93,94,Daniel Budesca,es ESP,DF,Villarreal,17.0,2006.0,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
94,95,Ante Budimir,hr CRO,FW,Osasuna,32.0,1991.0,33,2435.0,74.0,71.2,27.1,29,81.0,10,4,19.0,1,1.3,34.0,40.0,-6.0,-0.22,0.24,30.1,31.9,-1.8,-0.07,0.62,Matches
95,96,Santiago Bueno,uy URU,DF,Girona,24.0,1998.0,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
96,97,Pablo Busto,es ESP,DF,Betis,17.0,2005.0,2,44.0,22.0,1.3,0.5,0,,0,2,22.0,5,1.5,1.0,0.0,1.0,2.05,1.99,0.6,0.3,0.3,0.62,0.8,Matches
97,98,José Callejón,es ESP,MFFW,Granada,36.0,1987.0,25,803.0,32.0,23.5,8.9,7,65.0,0,18,19.0,13,0.72,8.0,21.0,-13.0,-1.46,-0.49,10.6,20.8,-10.2,-1.14,-0.75,Matches
98,99,Eduardo Camavinga,fr FRA,MFDF,Real Madrid,20.0,2002.0,31,1817.0,59.0,53.1,20.2,21,75.0,5,10,25.0,0,2.45,47.0,14.0,33.0,1.63,0.06,37.7,19.7,18.0,0.89,0.03,Matches
99,100,Sergio Camello,es ESP,FW,Rayo Vallecano,22.0,2001.0,31,1661.0,54.0,48.6,18.5,20,70.0,1,11,24.0,6,0.94,12.0,27.0,-15.0,-0.81,-0.61,20.7,21.8,-1.1,-0.06,0.0,Matches
100,101,José Campaña,es ESP,MF,Las Palmas,30.0,1993.0,8,171.0,21.0,5.0,1.9,1,55.0,0,7,17.0,4,0.5,0.0,2.0,-2.0,-1.05,-0.72,1.2,3.6,-2.4,-1.27,-0.69,Matches
101,102,Marco Camús,es ESP,MF,Valencia,21.0,2001.0,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
102,103,João Cancelo,pt POR,DF,Barcelona,29.0,1994.0,32,2503.0,78.0,73.2,27.8,29,83.0,21,3,32.0,0,2.16,53.0,35.0,18.0,0.65,-1.02,54.5,31.5,23.1,0.83,-0.43,Matches
103,104,Lucas Cañizares,es ESP,GK,Real Madrid,21.0,2002.0,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
104,105,Sergi Canós,es ESP,MFFW,Valencia,26.0,1997.0,27,1229.0,46.0,35.9,13.7,15,61.0,1,12,26.0,1,1.15,21.0,20.0,1.0,0.07,0.32,20.8,18.7,2.1,0.16,0.43,Matches
105,106,Miguel Capitas,es ESP,MF,Sevilla,22.0,2001.0,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
106,107,Étienne Capoue,fr FRA,MF,Villarreal,35.0,1988.0,32,1455.0,45.0,42.5,16.2,15,80.0,9,17,15.0,5,1.31,29.0,34.0,-5.0,-0.31,-0.54,24.5,27.4,-2.9,-0.18,-0.17,Matches
107,108,Isaac Carcelen,es ESP,DF,Cádiz,30.0,1993.0,35,2611.0,75.0,76.3,29.0,29,87.0,25,6,16.0,3,0.86,20.0,38.0,-18.0,-0.62,0.6,26.2,38.2,-12.0,-0.41,0.06,Matches
108,109,Cárdenas,es ESP,GK,Rayo Vallecano,26.0,1997.0,1,90.0,90.0,2.6,1.0,1,90.0,1,0,,36,0.0,0.0,1.0,-1.0,-1.0,-0.51,1.1,0.9,0.1,0.11,0.17,Matches
109,110,Marc Cardona,es ESP,FW,Las Palmas,28.0,1995.0,25,723.0,29.0,21.1,8.0,6,64.0,0,19,18.0,11,1.08,11.0,7.0,4.0,0.5,1.1,12.1,10.4,1.7,0.21,1.06,Matches
110,111,Sergi Cardona,es ESP,DF,Las Palmas,24.0,1999.0,35,2814.0,80.0,82.3,31.3,30,87.0,25,5,40.0,0,1.09,30.0,38.0,-8.0,-0.26,0.64,27.8,45.7,-17.9,-0.57,0.27,Matches
111,112,Johnny Cardoso,us USA,MF,Betis,21.0,2001.0,17,1328.0,78.0,38.8,14.8,15,83.0,9,2,42.0,2,1.53,21.0,15.0,6.0,0.41,0.54,16.1,18.3,-2.2,-0.15,0.03,Matches
112,113,Juan Carlos,es ESP,GK,Girona,35.0,1988.0,0,,,0.0,0.0,0,,0,0,,30,0.0,2.0,3.0,-1.0,,,,,,,,Matches
113,114,Carmona,es ESP,DFMF,Getafe,21.0,2002.0,30,1313.0,44.0,38.4,14.6,15,68.0,5,15,20.0,1,1.03,18.0,26.0,-8.0,-0.55,-0.38,19.4,22.8,-3.4,-0.23,-0.03,Matches
114,115,Yannick Carrasco,be BEL,DF,Atlético Madrid,29.0,1993.0,3,221.0,74.0,6.5,2.5,3,74.0,1,0,,0,2.33,6.0,1.0,5.0,2.04,1.42,5.1,2.0,3.1,1.26,0.7,Matches
115,116,Álvaro Carreras,es ESP,MFFW,Granada,20.0,2003.0,13,475.0,37.0,13.9,5.3,5,67.0,0,8,18.0,2,0.46,10.0,11.0,-1.0,-0.19,1.03,8.7,7.3,1.4,0.27,0.97,Matches
116,117,Álvaro Carrillo,es ESP,DF,Real Madrid,21.0,2002.0,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
117,118,Coke Carrillo,es ESP,GK,Celta Vigo,21.0,2002.0,0,,,,,0,,0,0,,13,,,,,,,,,,,,Matches
118,119,Dani Carvajal,es ESP,DF,Real Madrid,31.0,1992.0,28,2171.0,78.0,63.5,24.1,25,86.0,18,3,8.0,5,2.57,55.0,13.0,42.0,1.74,0.37,44.7,21.7,23.0,0.95,0.21,Matches
119,120,William Carvalho,pt POR,MF,Betis,31.0,1992.0,22,680.0,31.0,19.9,7.6,4,60.0,0,18,25.0,3,1.55,11.0,10.0,1.0,0.13,0.07,8.0,12.0,-4.0,-0.53,-0.45,Matches
