,_Rk,_Player,_Nation,_Pos,_Squad,_Age,_Born,_90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Matches
203,204,Lewis Ferguson,sct SCO,MF,Bologna,23.0,1999.0,30.1,2043.0,54.0,317.0,1178.0,561.0,82.0,2043.0,34.0,14.0,41.2,15.0,44.1,1213.0,5803.0,2570.0,57.0,45.0,13.0,22.0,22.0,1646.0,138.0,Matches
204,205,Andrea Ferraris,it ITA,MF,Monza,20.0,2003.0,0.1,5.0,0.0,1.0,2.0,2.0,0.0,5.0,0.0,0.0,,0.0,,3.0,11.0,9.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,Matches
205,206,João Ferreira,pt POR,DF,Udinese,22.0,2001.0,20.2,1107.0,122.0,501.0,475.0,146.0,11.0,1107.0,33.0,18.0,54.5,12.0,36.4,515.0,2764.0,1488.0,19.0,21.0,4.0,22.0,8.0,533.0,45.0,Matches
206,207,Seydou Fini,it ITA,DFFW,Genoa,17.0,2006.0,0.4,19.0,0.0,1.0,6.0,12.0,1.0,19.0,1.0,0.0,0.0,1.0,100.0,11.0,64.0,23.0,1.0,2.0,0.0,1.0,1.0,13.0,2.0,Matches
207,208,Vincenzo Fiorillo,it ITA,GK,Salernitana,33.0,1990.0,4.0,141.0,131.0,139.0,2.0,0.0,0.0,141.0,0.0,0.0,,0.0,,57.0,290.0,176.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,Matches
208,209,Alessandro Florenzi,it ITA,DF,Milan,32.0,1991.0,19.2,1449.0,62.0,403.0,699.0,354.0,19.0,1449.0,13.0,1.0,7.7,11.0,84.6,816.0,4084.0,2195.0,29.0,28.0,1.0,17.0,5.0,916.0,50.0,Matches
209,210,Michael Folorunsho,it ITA,MFFW,Hellas Verona,25.0,1998.0,30.9,1200.0,63.0,233.0,606.0,384.0,57.0,1200.0,70.0,22.0,31.4,42.0,60.0,662.0,3947.0,1714.0,56.0,41.0,8.0,62.0,38.0,730.0,110.0,Matches
210,211,Davide Frattesi,it ITA,MF,Inter,23.0,1999.0,10.6,428.0,28.0,96.0,194.0,140.0,56.0,428.0,21.0,7.0,33.3,13.0,61.9,250.0,1689.0,781.0,27.0,17.0,10.0,17.0,16.0,301.0,40.0,Matches
211,212,Morten Frendrup,dk DEN,MF,Genoa,22.0,2001.0,34.9,1651.0,70.0,404.0,922.0,345.0,36.0,1651.0,25.0,16.0,64.0,8.0,32.0,762.0,3773.0,1611.0,36.0,20.0,4.0,55.0,14.0,870.0,69.0,Matches
212,213,Remo Freuler,ch SUI,MF,Bologna,31.0,1992.0,29.2,2178.0,81.0,525.0,1304.0,361.0,33.0,2178.0,12.0,8.0,66.7,3.0,25.0,1177.0,5516.0,2531.0,37.0,28.0,5.0,27.0,16.0,1564.0,48.0,Matches
213,214,Gerardo Fusco,it ITA,FW,Salernitana,18.0,2005.0,0.2,9.0,0.0,0.0,6.0,3.0,1.0,9.0,1.0,0.0,0.0,1.0,100.0,3.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,Matches
214,215,Matteo Gabbia,it ITA,DF,Milan,23.0,1999.0,14.2,1035.0,116.0,518.0,482.0,40.0,21.0,1035.0,2.0,2.0,100.0,0.0,0.0,611.0,3097.0,1627.0,11.0,4.0,0.0,5.0,2.0,719.0,2.0,Matches
215,216,Gianluca Gaetano,it ITA,FWMF,Cagliari,23.0,2000.0,8.3,328.0,5.0,22.0,162.0,154.0,19.0,327.0,30.0,10.0,33.3,14.0,46.7,179.0,1122.0,473.0,17.0,14.0,6.0,17.0,15.0,214.0,42.0,Matches
216,217,Gianluca Gaetano,it ITA,MF,Napoli,23.0,2000.0,1.8,118.0,4.0,12.0,68.0,41.0,5.0,118.0,5.0,1.0,20.0,4.0,80.0,58.0,295.0,155.0,6.0,1.0,1.0,5.0,3.0,76.0,5.0,Matches
217,218,Roberto Gagliardini,it ITA,MFDF,Monza,29.0,1994.0,26.2,1761.0,94.0,439.0,1034.0,310.0,42.0,1761.0,17.0,8.0,47.1,7.0,41.2,1045.0,5931.0,2950.0,38.0,36.0,2.0,28.0,14.0,1222.0,36.0,Matches
218,219,Pablo Galdames Millán,cl CHI,MFDF,Genoa,26.0,1996.0,0.1,26.0,0.0,1.0,19.0,6.0,1.0,26.0,0.0,0.0,,0.0,,9.0,47.0,24.0,0.0,0.0,0.0,1.0,0.0,16.0,1.0,Matches
219,220,Antonino Gallo,it ITA,DF,Lecce,23.0,2000.0,27.7,1656.0,84.0,567.0,719.0,395.0,22.0,1656.0,42.0,19.0,45.2,20.0,47.6,804.0,4815.0,2858.0,69.0,53.0,12.0,27.0,13.0,848.0,101.0,Matches
220,221,Luca Garritano,it ITA,MFDF,Frosinone,29.0,1994.0,5.4,283.0,13.0,75.0,119.0,91.0,12.0,283.0,5.0,0.0,0.0,5.0,100.0,141.0,736.0,310.0,6.0,2.0,1.0,8.0,2.0,173.0,23.0,Matches
221,222,Federico Gatti,it ITA,DF,Juventus,25.0,1998.0,29.3,1640.0,122.0,504.0,950.0,201.0,47.0,1640.0,22.0,9.0,40.9,10.0,45.5,963.0,5225.0,3233.0,52.0,31.0,1.0,24.0,12.0,1115.0,43.0,Matches
222,223,Francesco Gelli,it ITA,MFDF,Frosinone,26.0,1996.0,17.3,914.0,32.0,181.0,426.0,319.0,24.0,914.0,42.0,13.0,31.0,20.0,47.6,508.0,2902.0,1400.0,42.0,25.0,10.0,34.0,14.0,586.0,87.0,Matches
223,224,Luca Gemello,it ITA,GK,Torino,23.0,2000.0,2.0,122.0,78.0,120.0,2.0,0.0,0.0,122.0,0.0,0.0,,0.0,,87.0,509.0,405.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,Matches
224,225,Valentin Gendrey,fr FRA,DF,Lecce,23.0,2000.0,33.8,1728.0,123.0,586.0,808.0,353.0,45.0,1728.0,34.0,16.0,47.1,11.0,32.4,807.0,4816.0,2894.0,76.0,32.0,6.0,38.0,20.0,849.0,86.0,Matches
225,226,Farés Ghedjemis,fr FRA,FWMF,Frosinone,20.0,2002.0,2.0,84.0,2.0,14.0,29.0,44.0,11.0,84.0,7.0,2.0,28.6,5.0,71.4,47.0,360.0,119.0,7.0,2.0,5.0,5.0,2.0,59.0,19.0,Matches
226,227,Lautaro Gianetti,ar ARG,DF,Udinese,29.0,1993.0,7.0,383.0,72.0,227.0,147.0,9.0,5.0,383.0,1.0,1.0,100.0,0.0,0.0,195.0,720.0,262.0,2.0,1.0,0.0,2.0,0.0,215.0,0.0,Matches
227,228,Mario Gila,es ESP,DF,Lazio,22.0,2000.0,20.1,1486.0,149.0,602.0,797.0,103.0,10.0,1486.0,15.0,9.0,60.0,4.0,26.7,875.0,4688.0,2725.0,21.0,26.0,0.0,11.0,6.0,1035.0,12.0,Matches
228,229,Gvidas Gineitis,lt LTU,MF,Torino,19.0,2004.0,6.0,344.0,14.0,63.0,193.0,91.0,5.0,344.0,7.0,3.0,42.9,4.0,57.1,177.0,1007.0,393.0,9.0,5.0,0.0,4.0,1.0,187.0,12.0,Matches
229,230,Olivier Giroud,fr FRA,FW,Milan,36.0,1986.0,26.3,732.0,30.0,69.0,346.0,319.0,129.0,727.0,11.0,3.0,27.3,6.0,54.5,323.0,946.0,340.0,9.0,7.0,4.0,59.0,14.0,506.0,95.0,Matches
230,231,Edoardo Goldaniga,it ITA,DF,Cagliari,29.0,1993.0,11.2,648.0,70.0,314.0,293.0,44.0,5.0,648.0,0.0,0.0,,0.0,,318.0,1757.0,1217.0,9.0,6.0,0.0,7.0,0.0,386.0,3.0,Matches
231,232,Pierluigi Gollini,it ITA,GK,Napoli,28.0,1995.0,7.0,279.0,235.0,277.0,1.0,1.0,1.0,279.0,0.0,0.0,,0.0,,153.0,818.0,485.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,Matches
232,233,Papu Gómez,ar ARG,MFFW,Monza,35.0,1988.0,0.5,21.0,0.0,1.0,5.0,15.0,1.0,21.0,0.0,0.0,,0.0,,13.0,121.0,77.0,2.0,2.0,1.0,0.0,0.0,11.0,1.0,Matches
233,234,Iron Gomis,fr FRA,MF,Salernitana,23.0,1999.0,1.5,92.0,3.0,15.0,40.0,37.0,5.0,92.0,3.0,0.0,0.0,3.0,100.0,58.0,294.0,87.0,3.0,1.0,0.0,3.0,5.0,67.0,15.0,Matches
234,235,Joan Gonzàlez,es ESP,MF,Lecce,21.0,2002.0,14.3,607.0,17.0,127.0,334.0,158.0,19.0,607.0,31.0,19.0,61.3,9.0,29.0,335.0,1832.0,886.0,25.0,22.0,4.0,26.0,11.0,378.0,41.0,Matches
235,236,Nicolás González,ar ARG,FW,Fiorentina,25.0,1998.0,21.3,1097.0,15.0,92.0,470.0,554.0,133.0,1094.0,89.0,34.0,38.2,47.0,52.8,684.0,3854.0,1664.0,53.0,51.0,20.0,42.0,29.0,821.0,190.0,Matches
236,237,Alberto Grassi,it ITA,MF,Empoli,28.0,1995.0,20.1,1085.0,67.0,324.0,625.0,143.0,16.0,1085.0,10.0,5.0,50.0,4.0,40.0,525.0,2436.0,957.0,13.0,13.0,0.0,13.0,7.0,615.0,13.0,Matches
237,238,Mattéo Guendouzi,fr FRA,MF,Lazio,24.0,1999.0,26.3,1323.0,39.0,246.0,754.0,337.0,44.0,1323.0,22.0,7.0,31.8,13.0,59.1,722.0,4140.0,1958.0,46.0,33.0,4.0,25.0,13.0,975.0,79.0,Matches
238,239,Axel Guessand,fr FRA,DF,Udinese,18.0,2004.0,0.5,33.0,1.0,10.0,22.0,1.0,1.0,33.0,0.0,0.0,,0.0,,21.0,108.0,63.0,1.0,0.0,0.0,3.0,0.0,25.0,1.0,Matches
239,240,Albert Guðmundsson,is ISL,FWMF,Genoa,26.0,1997.0,33.5,1526.0,18.0,168.0,708.0,678.0,71.0,1521.0,96.0,42.0,43.8,41.0,42.7,900.0,6120.0,2951.0,82.0,71.0,17.0,89.0,51.0,1031.0,168.0,Matches
240,241,Emmanuel Gyasi,gh GHA,DFFW,Empoli,29.0,1994.0,20.9,739.0,49.0,187.0,351.0,212.0,34.0,739.0,21.0,3.0,14.3,15.0,71.4,398.0,1793.0,639.0,15.0,14.0,4.0,25.0,21.0,432.0,60.0,Matches
241,242,Norbert Gyömbér,sk SVK,DF,Salernitana,31.0,1992.0,19.6,961.0,137.0,491.0,442.0,34.0,8.0,961.0,9.0,5.0,55.6,3.0,33.3,427.0,2249.0,799.0,4.0,3.0,0.0,16.0,2.0,460.0,2.0,Matches
242,243,Nicolas Haas,ch SUI,MF,Empoli,27.0,1996.0,1.0,63.0,4.0,15.0,36.0,12.0,1.0,63.0,0.0,0.0,,0.0,,35.0,141.0,35.0,0.0,1.0,0.0,1.0,0.0,41.0,4.0,Matches
243,244,Ridgeciano Haps,sr SUR,DF,Genoa,30.0,1993.0,8.6,285.0,14.0,76.0,99.0,111.0,18.0,285.0,9.0,3.0,33.3,6.0,66.7,159.0,740.0,303.0,13.0,6.0,6.0,13.0,8.0,170.0,42.0,Matches
244,245,Abdou Harroui,nl NED,MFFW,Frosinone,25.0,1998.0,11.3,564.0,11.0,79.0,276.0,220.0,32.0,563.0,44.0,19.0,43.2,21.0,47.7,308.0,2227.0,1221.0,43.0,31.0,8.0,28.0,7.0,378.0,56.0,Matches
245,246,Hans Hateboer,nl NED,DF,Atalanta,29.0,1994.0,12.4,714.0,32.0,174.0,297.0,245.0,22.0,714.0,11.0,6.0,54.5,4.0,36.4,352.0,1548.0,764.0,19.0,19.0,3.0,8.0,4.0,468.0,71.0,Matches
246,247,Pantelis Hatzidiakos,gr GRE,DF,Cagliari,26.0,1997.0,9.5,505.0,50.0,229.0,237.0,43.0,8.0,505.0,3.0,1.0,33.3,2.0,66.7,245.0,1072.0,581.0,3.0,7.0,1.0,6.0,3.0,289.0,7.0,Matches
247,248,Silvan Hefti,ch SUI,MFDF,Genoa,25.0,1997.0,1.3,52.0,3.0,17.0,24.0,11.0,0.0,52.0,1.0,0.0,0.0,1.0,100.0,15.0,103.0,49.0,1.0,0.0,0.0,1.0,0.0,20.0,4.0,Matches
248,249,Liam Henderson,sct SCO,MF,Empoli,27.0,1996.0,0.1,5.0,0.0,0.0,4.0,1.0,0.0,5.0,0.0,0.0,,0.0,,3.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,Matches
249,250,Matheus Henrique,br BRA,MF,Sassuolo,25.0,1997.0,27.8,1234.0,67.0,263.0,686.0,302.0,23.0,1234.0,39.0,20.0,51.3,14.0,35.9,753.0,5115.0,2575.0,43.0,34.0,5.0,40.0,20.0,852.0,44.0,Matches
250,251,Thomas Henry,fr FRA,FW,Hellas Verona,28.0,1994.0,3.7,115.0,5.0,11.0,53.0,54.0,17.0,114.0,5.0,1.0,20.0,4.0,80.0,63.0,258.0,43.0,2.0,2.0,1.0,13.0,2.0,93.0,20.0,Matches
251,252,Theo Hernández,fr FRA,DF,Milan,25.0,1997.0,31.0,2270.0,90.0,581.0,1191.0,531.0,71.0,2268.0,81.0,37.0,45.7,32.0,39.5,1467.0,9352.0,6095.0,115.0,93.0,13.0,30.0,22.0,1602.0,124.0,Matches
252,253,Isak Hien,se SWE,DF,Hellas Verona,24.0,1999.0,9.6,505.0,65.0,274.0,227.0,14.0,6.0,505.0,7.0,2.0,28.6,4.0,57.1,251.0,1373.0,682.0,8.0,3.0,0.0,7.0,8.0,246.0,1.0,Matches
253,254,Isak Hien,se SWE,DF,Atalanta,24.0,1999.0,10.4,572.0,71.0,305.0,256.0,17.0,8.0,572.0,5.0,3.0,60.0,2.0,40.0,256.0,997.0,442.0,0.0,1.0,1.0,6.0,2.0,297.0,0.0,Matches
254,255,Emil Holm,se SWE,DF,Atalanta,23.0,2000.0,10.5,635.0,33.0,161.0,249.0,233.0,43.0,635.0,32.0,18.0,56.3,12.0,37.5,290.0,2133.0,1000.0,28.0,20.0,5.0,35.0,18.0,358.0,80.0,Matches
255,256,Martin Hongla,cm CMR,MF,Hellas Verona,25.0,1998.0,12.0,570.0,36.0,147.0,369.0,60.0,1.0,570.0,12.0,9.0,75.0,3.0,25.0,317.0,1758.0,780.0,6.0,9.0,1.0,8.0,6.0,316.0,6.0,Matches
256,257,Sydney van Hooijdonk,nl NED,FW,Bologna,23.0,2000.0,2.4,56.0,5.0,9.0,26.0,21.0,7.0,56.0,2.0,2.0,100.0,0.0,0.0,22.0,140.0,15.0,1.0,0.0,0.0,4.0,3.0,35.0,9.0,Matches
257,258,Dean Huijsen,es ESP,DF,Roma,18.0,2005.0,5.7,525.0,62.0,204.0,281.0,41.0,8.0,525.0,2.0,1.0,50.0,1.0,50.0,308.0,1407.0,696.0,4.0,3.0,0.0,3.0,2.0,390.0,15.0,Matches
258,259,Dean Huijsen,es ESP,DF,Juventus,18.0,2005.0,0.1,20.0,1.0,8.0,13.0,0.0,0.0,20.0,0.0,0.0,,0.0,,17.0,94.0,56.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,Matches
259,260,Elseid Hysaj,al ALB,DF,Lazio,29.0,1994.0,13.3,967.0,45.0,310.0,496.0,166.0,8.0,967.0,8.0,2.0,25.0,6.0,75.0,483.0,2815.0,1444.0,27.0,23.0,1.0,12.0,8.0,619.0,41.0,Matches
260,261,Arijon Ibrahimović,de GER,FWDF,Frosinone,17.0,2005.0,5.3,285.0,4.0,36.0,119.0,135.0,19.0,285.0,13.0,4.0,30.8,7.0,53.8,187.0,905.0,374.0,10.0,7.0,7.0,17.0,7.0,215.0,54.0,Matches
261,262,Jonathan Ikone,fr FRA,FW,Fiorentina,25.0,1998.0,18.7,641.0,8.0,55.0,249.0,346.0,84.0,641.0,46.0,21.0,45.7,20.0,43.5,433.0,3266.0,1469.0,51.0,21.0,36.0,28.0,22.0,484.0,154.0,Matches
262,263,Chukwubuikem Ikwuemesi,ng NGA,FW,Salernitana,21.0,2001.0,11.8,311.0,10.0,19.0,159.0,137.0,48.0,311.0,31.0,15.0,48.4,15.0,48.4,202.0,928.0,325.0,11.0,11.0,6.0,52.0,23.0,248.0,70.0,Matches
263,264,Ivan Ilić,rs SRB,MF,Torino,22.0,2001.0,23.3,1548.0,52.0,259.0,933.0,366.0,22.0,1548.0,34.0,18.0,52.9,15.0,44.1,849.0,5039.0,2311.0,49.0,32.0,1.0,31.0,15.0,1039.0,52.0,Matches
264,265,Samuel Iling-Junior,eng ENG,DFMF,Juventus,19.0,2003.0,9.0,561.0,26.0,125.0,220.0,219.0,23.0,561.0,22.0,7.0,31.8,14.0,63.6,306.0,1708.0,823.0,29.0,15.0,8.0,17.0,12.0,343.0,64.0,Matches
265,266,Ciro Immobile,it ITA,FW,Lazio,33.0,1990.0,18.4,655.0,14.0,44.0,267.0,350.0,115.0,651.0,27.0,8.0,29.6,19.0,70.4,327.0,1504.0,537.0,19.0,13.0,14.0,52.0,14.0,499.0,123.0,Matches
266,267,Gino Infantino,ar ARG,MF,Fiorentina,20.0,2003.0,1.1,59.0,0.0,5.0,39.0,15.0,1.0,59.0,3.0,3.0,100.0,0.0,0.0,41.0,138.0,49.0,0.0,1.0,0.0,1.0,4.0,46.0,4.0,Matches
267,268,Gustav Isaksen,dk DEN,FW,Lazio,22.0,2001.0,11.9,464.0,6.0,53.0,169.0,253.0,51.0,464.0,43.0,15.0,34.9,23.0,53.5,293.0,2056.0,969.0,36.0,21.0,14.0,38.0,19.0,348.0,95.0,Matches
268,269,Ardian Ismajli,al ALB,DF,Empoli,26.0,1996.0,22.7,1282.0,192.0,726.0,505.0,54.0,18.0,1282.0,3.0,0.0,0.0,3.0,100.0,643.0,2991.0,1434.0,9.0,2.0,1.0,10.0,1.0,706.0,3.0,Matches
269,270,Armando Izzo,it ITA,DF,Monza,31.0,1992.0,18.3,1389.0,161.0,684.0,641.0,73.0,17.0,1389.0,1.0,0.0,0.0,1.0,100.0,870.0,4500.0,2292.0,15.0,7.0,0.0,10.0,2.0,1035.0,7.0,Matches
270,271,Filip Jagiełło,pl POL,MF,Genoa,25.0,1997.0,0.4,20.0,2.0,6.0,8.0,7.0,0.0,20.0,0.0,0.0,,0.0,,16.0,102.0,33.0,1.0,3.0,0.0,0.0,2.0,16.0,2.0,Matches
271,272,Jakub Jankto,cz CZE,MFFW,Cagliari,27.0,1996.0,9.7,338.0,21.0,77.0,141.0,122.0,21.0,338.0,3.0,1.0,33.3,2.0,66.7,166.0,773.0,339.0,12.0,10.0,2.0,12.0,3.0,186.0,48.0,Matches
272,273,Juan Jesus,br BRA,DF,Napoli,32.0,1991.0,23.5,1897.0,144.0,808.0,1059.0,39.0,15.0,1897.0,1.0,1.0,100.0,0.0,0.0,1152.0,5783.0,2904.0,6.0,5.0,0.0,6.0,2.0,1352.0,2.0,Matches
273,274,Alejandro Jiménez,es ESP,DF,Milan,18.0,2005.0,0.8,54.0,3.0,17.0,29.0,8.0,1.0,54.0,1.0,0.0,0.0,0.0,0.0,30.0,185.0,105.0,2.0,1.0,0.0,0.0,2.0,35.0,3.0,Matches
274,275,Kaio Jorge,br BRA,FW,Frosinone,21.0,2002.0,9.0,245.0,0.0,9.0,118.0,123.0,43.0,243.0,18.0,5.0,27.8,13.0,72.2,140.0,577.0,183.0,6.0,6.0,4.0,23.0,9.0,160.0,46.0,Matches
275,276,Luka Jović,rs SRB,FW,Milan,25.0,1997.0,9.7,269.0,8.0,19.0,148.0,106.0,36.0,269.0,13.0,7.0,53.8,6.0,46.2,154.0,874.0,229.0,6.0,7.0,0.0,21.0,12.0,193.0,47.0,Matches
276,277,Hamed Junior Traorè,ci CIV,MF,Napoli,23.0,2000.0,4.2,243.0,7.0,33.0,131.0,85.0,12.0,243.0,10.0,5.0,50.0,5.0,50.0,147.0,889.0,448.0,12.0,8.0,2.0,7.0,7.0,193.0,19.0,Matches
277,278,Mohamed Kaba,fr FRA,MF,Lecce,21.0,2001.0,15.3,609.0,18.0,114.0,345.0,162.0,22.0,609.0,26.0,14.0,53.8,8.0,30.8,327.0,1760.0,755.0,14.0,13.0,3.0,39.0,21.0,372.0,32.0,Matches
278,279,Christian Kabasele,be BEL,DF,Udinese,32.0,1991.0,9.6,427.0,92.0,225.0,181.0,22.0,9.0,427.0,1.0,0.0,0.0,1.0,100.0,198.0,1097.0,558.0,7.0,3.0,0.0,5.0,0.0,216.0,1.0,Matches
279,280,Yayah Kallon,sl SLE,FW,Hellas Verona,22.0,2001.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Matches
280,281,Pierre Kalulu,fr FRA,DF,Milan,23.0,2000.0,4.2,293.0,18.0,104.0,154.0,35.0,5.0,293.0,2.0,0.0,0.0,2.0,100.0,213.0,1128.0,527.0,6.0,5.0,0.0,3.0,2.0,225.0,11.0,Matches
281,282,Daichi Kamada,jp JPN,MF,Lazio,26.0,1996.0,17.2,1109.0,19.0,171.0,629.0,316.0,57.0,1109.0,23.0,14.0,60.9,7.0,30.4,627.0,3349.0,1676.0,40.0,30.0,18.0,25.0,15.0,847.0,78.0,Matches
282,283,Hassane Kamara,ci CIV,DF,Udinese,29.0,1994.0,24.7,1112.0,57.0,339.0,410.0,383.0,30.0,1112.0,54.0,30.0,55.6,22.0,40.7,555.0,3417.0,1726.0,61.0,36.0,9.0,34.0,19.0,578.0,93.0,Matches
283,284,Yann Karamoh,fr FRA,MFFW,Torino,25.0,1998.0,1.8,96.0,2.0,8.0,44.0,48.0,7.0,96.0,18.0,6.0,33.3,11.0,61.1,65.0,521.0,286.0,11.0,7.0,3.0,10.0,5.0,68.0,12.0,Matches
284,285,Jesper Karlsson,se SWE,FW,Bologna,25.0,1998.0,3.8,183.0,4.0,21.0,63.0,102.0,11.0,183.0,11.0,5.0,45.5,3.0,27.3,115.0,718.0,349.0,13.0,7.0,6.0,5.0,6.0,126.0,35.0,Matches
285,286,Rick Karsdorp,nl NED,DF,Roma,28.0,1995.0,13.2,772.0,33.0,201.0,336.0,241.0,24.0,772.0,7.0,3.0,42.9,3.0,42.9,394.0,1648.0,685.0,12.0,11.0,3.0,5.0,1.0,476.0,71.0,Matches
286,287,Grigoris Kastanos,cy CYP,MFDF,Salernitana,25.0,1998.0,16.4,819.0,15.0,119.0,389.0,325.0,31.0,819.0,26.0,13.0,50.0,11.0,42.3,445.0,2451.0,1086.0,28.0,24.0,5.0,30.0,28.0,534.0,69.0,Matches
287,288,Michael Kayode,it ITA,DF,Fiorentina,19.0,2004.0,22.9,1537.0,72.0,478.0,703.0,371.0,23.0,1537.0,47.0,22.0,46.8,21.0,44.7,834.0,4821.0,2245.0,45.0,31.0,7.0,30.0,8.0,941.0,102.0,Matches
288,289,Moise Kean,it ITA,FW,Juventus,23.0,2000.0,7.3,196.0,6.0,20.0,87.0,91.0,22.0,196.0,32.0,14.0,43.8,18.0,56.3,121.0,751.0,302.0,12.0,6.0,7.0,32.0,16.0,142.0,38.0,Matches
289,290,Simon Kjær,dk DEN,DF,Milan,34.0,1989.0,13.0,963.0,96.0,498.0,449.0,20.0,8.0,963.0,0.0,0.0,,0.0,,620.0,2470.0,1380.0,4.0,4.0,0.0,4.0,1.0,683.0,0.0,Matches
290,291,Davy Klaassen,nl NED,MF,Inter,30.0,1993.0,2.3,119.0,5.0,24.0,68.0,28.0,5.0,119.0,1.0,1.0,100.0,0.0,0.0,47.0,194.0,37.0,1.0,0.0,1.0,5.0,0.0,68.0,5.0,Matches
291,292,Sead Kolašinac,ba BIH,DF,Atalanta,30.0,1993.0,24.2,1472.0,75.0,607.0,716.0,161.0,27.0,1472.0,9.0,7.0,77.8,0.0,0.0,749.0,3441.0,1917.0,32.0,24.0,5.0,19.0,9.0,926.0,30.0,Matches
292,293,Teun Koopmeiners,nl NED,MF,Atalanta,25.0,1998.0,29.2,1742.0,52.0,266.0,838.0,659.0,85.0,1740.0,50.0,19.0,38.0,29.0,58.0,942.0,5359.0,2942.0,79.0,54.0,21.0,60.0,43.0,1224.0,190.0,Matches
293,294,Filip Kostić,rs SRB,DF,Juventus,30.0,1992.0,20.2,1221.0,57.0,257.0,520.0,454.0,32.0,1221.0,27.0,6.0,22.2,15.0,55.6,614.0,3619.0,2012.0,64.0,52.0,11.0,30.0,16.0,720.0,95.0,Matches
294,295,Christian Kouamé,ci CIV,FW,Fiorentina,25.0,1997.0,12.1,616.0,12.0,57.0,244.0,322.0,50.0,616.0,29.0,9.0,31.0,18.0,62.1,361.0,1469.0,455.0,12.0,12.0,5.0,48.0,29.0,471.0,110.0,Matches
295,296,Viktor Kovalenko,ua UKR,MF,Empoli,27.0,1996.0,6.8,313.0,8.0,54.0,165.0,94.0,13.0,313.0,9.0,2.0,22.2,7.0,77.8,165.0,539.0,201.0,4.0,0.0,1.0,9.0,6.0,210.0,24.0,Matches
296,297,Rasmus Kristensen,dk DEN,DF,Roma,26.0,1997.0,19.4,1213.0,74.0,407.0,516.0,296.0,38.0,1213.0,17.0,7.0,41.2,10.0,58.8,571.0,2020.0,914.0,16.0,9.0,6.0,14.0,5.0,760.0,115.0,Matches
297,298,Thomas Kristensen,dk DEN,DF,Udinese,21.0,2002.0,23.3,1124.0,164.0,583.0,499.0,57.0,22.0,1124.0,10.0,10.0,100.0,0.0,0.0,474.0,2640.0,1233.0,20.0,10.0,1.0,17.0,5.0,536.0,3.0,Matches
298,299,Nikola Krstović,me MNE,FW,Lecce,23.0,2000.0,26.4,864.0,30.0,60.0,429.0,386.0,127.0,861.0,61.0,29.0,47.5,26.0,42.6,485.0,2134.0,849.0,32.0,21.0,17.0,102.0,39.0,641.0,126.0,Matches
299,300,Rade Krunić,ba BIH,MF,Milan,29.0,1993.0,7.6,497.0,28.0,125.0,318.0,58.0,5.0,497.0,2.0,2.0,100.0,0.0,0.0,284.0,1278.0,556.0,5.0,7.0,0.0,8.0,3.0,334.0,3.0,Matches
300,301,Marash Kumbulla,al ALB,DF,Sassuolo,23.0,2000.0,4.0,144.0,38.0,95.0,49.0,0.0,0.0,144.0,0.0,0.0,,0.0,,63.0,348.0,224.0,2.0,0.0,0.0,0.0,0.0,74.0,0.0,Matches
301,302,Justin Kumi,it ITA,FW,Sassuolo,19.0,2004.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Matches
302,303,Berkan Kutlu,tr TUR,MF,Genoa,25.0,1998.0,2.2,97.0,5.0,27.0,38.0,33.0,5.0,97.0,2.0,0.0,0.0,1.0,50.0,46.0,235.0,96.0,4.0,0.0,2.0,0.0,3.0,52.0,9.0,Matches
303,304,Khvicha Kvaratskhelia,ge GEO,FW,Napoli,22.0,2001.0,30.4,1642.0,10.0,108.0,641.0,926.0,196.0,1642.0,220.0,101.0,45.9,98.0,44.5,1119.0,9260.0,4776.0,184.0,108.0,81.0,58.0,48.0,1296.0,266.0,Matches
304,305,Giorgi Kvernadze,ge GEO,FWDF,Frosinone,20.0,2003.0,0.7,49.0,0.0,8.0,22.0,19.0,1.0,49.0,5.0,3.0,60.0,2.0,40.0,29.0,206.0,49.0,0.0,1.0,0.0,4.0,3.0,37.0,6.0,Matches
