,_Rk,_Player,_Nation,_Pos,_Squad,_Age,_Born,_90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Matches
10,11,Carlos Alcaraz,ar ARG,MF,Juventus,20.0,2002.0,4.2,0,11,2,18.2,2.61,0.47,0.0,0.0,24.0,2.0,0,0,0.4,0.4,0.03,-0.4,-0.4,Matches
11,12,Pontus Almqvist,se SWE,FWMF,Lecce,24.0,1999.0,23.4,2,40,15,37.5,1.71,0.64,0.05,0.13,19.7,0.0,0,0,2.3,2.3,0.06,-0.3,-0.3,Matches
12,13,Lorenzo Amatucci,it ITA,MF,Fiorentina,19.0,2004.0,0.2,0,1,0,0.0,4.09,0.0,0.0,,29.5,0.0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
13,14,Bruno Amione,ar ARG,DF,Hellas Verona,21.0,2002.0,6.4,0,5,3,60.0,0.78,0.47,0.0,0.0,9.3,0.0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
14,15,Felipe Anderson,br BRA,FWMF,Lazio,30.0,1993.0,30.8,5,43,11,25.6,1.4,0.36,0.12,0.45,17.3,1.0,0,0,4.4,4.4,0.1,0.6,0.6,Matches
15,16,Angeliño,es ESP,DF,Roma,26.0,1997.0,12.7,0,8,2,25.0,0.63,0.16,0.0,0.0,24.1,0.0,0,0,0.2,0.2,0.02,-0.2,-0.2,Matches
16,17,Houssem Aouar,dz ALG,MFFW,Roma,25.0,1998.0,8.4,4,12,7,58.3,1.43,0.83,0.33,0.57,13.3,0.0,0,0,2.3,2.3,0.19,1.7,1.7,Matches
17,18,Simone Aresti,it ITA,GK,Cagliari,37.0,1986.0,0.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
18,19,Marko Arnautović,at AUT,FW,Inter,34.0,1989.0,8.9,5,17,9,52.9,1.91,1.01,0.29,0.56,11.5,0.0,0,0,5.0,5.0,0.29,0.0,0.0,Matches
19,20,Kristjan Asllani,al ALB,MF,Inter,21.0,2002.0,8.7,1,15,4,26.7,1.72,0.46,0.07,0.25,27.1,1.0,0,0,0.6,0.6,0.04,0.4,0.4,Matches
20,21,Emil Audero,it ITA,GK,Inter,26.0,1997.0,3.7,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
21,22,Tommaso Augello,it ITA,DF,Cagliari,28.0,1994.0,26.9,1,10,3,30.0,0.37,0.11,0.1,0.33,24.1,1.0,0,0,0.5,0.5,0.05,0.5,0.5,Matches
22,23,Carlos Augusto,br BRA,DF,Inter,24.0,1999.0,19.2,0,22,6,27.3,1.15,0.31,0.0,0.0,17.1,0.0,0,0,1.0,1.0,0.05,-1.0,-1.0,Matches
23,24,Yann Aurel Bisseck,de GER,DF,Inter,22.0,2000.0,10.0,2,12,4,33.3,1.19,0.4,0.17,0.5,12.7,0.0,0,0,0.9,0.9,0.07,1.1,1.1,Matches
24,25,Sardar Azmoun,ir IRN,FWMF,Roma,28.0,1995.0,6.5,3,16,7,43.8,2.46,1.08,0.19,0.43,13.1,0.0,0,0,2.9,2.9,0.2,0.1,0.1,Matches
25,26,Paulo Azzi,br BRA,DFMF,Cagliari,29.0,1994.0,10.6,0,21,2,9.5,1.99,0.19,0.0,0.0,20.0,0.0,0,0,1.2,1.2,0.06,-1.2,-1.2,Matches
26,27,Oussama El Azzouzi,ma MAR,MF,Bologna,22.0,2001.0,6.1,2,2,2,100.0,0.33,0.33,1.0,1.0,9.5,0.0,0,0,0.5,0.5,0.24,1.5,1.5,Matches
27,28,Milan Badelj,hr CRO,MF,Genoa,34.0,1989.0,28.2,1,21,4,19.0,0.75,0.14,0.05,0.25,19.1,0.0,0,0,1.4,1.4,0.07,-0.4,-0.4,Matches
28,29,Jaime Báez,uy URU,FWMF,Frosinone,28.0,1995.0,5.6,1,9,2,22.2,1.62,0.36,0.11,0.5,23.5,1.0,0,0,0.5,0.5,0.05,0.5,0.5,Matches
29,30,Nicola Bagnolini,it ITA,GK,Bologna,19.0,2004.0,0.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
30,31,Nedim Bajrami,al ALB,MFFW,Sassuolo,24.0,1999.0,14.6,2,32,9,28.1,2.2,0.62,0.06,0.22,21.8,3.0,0,0,2.5,2.5,0.08,-0.5,-0.5,Matches
31,32,Mitchel Bakker,nl NED,DF,Atalanta,23.0,2000.0,4.2,1,5,1,20.0,1.18,0.24,0.2,1.0,14.8,0.0,0,0,0.2,0.2,0.04,0.8,0.8,Matches
32,33,Tommaso Baldanzi,it ITA,MFFW,Empoli,20.0,2003.0,8.3,2,14,6,42.9,1.69,0.72,0.14,0.33,20.0,0.0,0,0,2.1,2.1,0.15,-0.1,-0.1,Matches
33,34,Tommaso Baldanzi,it ITA,FWMF,Roma,20.0,2003.0,5.8,0,15,3,20.0,2.61,0.52,0.0,0.0,18.0,0.0,0,0,0.9,0.9,0.06,-0.9,-0.9,Matches
34,35,Lameck Banda,zm ZAM,FW,Lecce,22.0,2001.0,15.0,2,50,23,46.0,3.33,1.53,0.04,0.09,19.8,1.0,0,0,3.6,3.6,0.07,-1.6,-1.6,Matches
35,36,Daniel Bandeira,pt POR,MF,Hellas Verona,23.0,2000.0,5.0,0,3,0,0.0,0.61,0.0,0.0,,28.5,0.0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
36,37,Mattia Bani,it ITA,DF,Genoa,29.0,1993.0,25.6,2,9,5,55.6,0.35,0.2,0.22,0.4,9.1,0.0,0,0,1.2,1.2,0.14,0.8,0.8,Matches
37,38,Antonín Barák,cz CZE,MFFW,Fiorentina,28.0,1994.0,9.0,2,20,8,40.0,2.23,0.89,0.1,0.25,16.9,1.0,0,0,1.5,1.5,0.08,0.5,0.5,Matches
38,39,Nicolò Barella,it ITA,MF,Inter,26.0,1997.0,31.6,2,40,12,30.0,1.26,0.38,0.05,0.17,18.2,0.0,0,0,5.1,5.1,0.13,-3.1,-3.1,Matches
39,40,Enzo Barrenechea,ar ARG,MF,Frosinone,22.0,2001.0,31.2,0,20,3,15.0,0.64,0.1,0.0,0.0,22.8,2.0,0,0,0.6,0.6,0.03,-0.6,-0.6,Matches
40,41,Davide Bartesaghi,it ITA,DFMF,Milan,17.0,2005.0,0.9,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
41,42,Federico Baschirotto,it ITA,DF,Lecce,26.0,1996.0,36.6,0,17,6,35.3,0.46,0.16,0.0,0.0,10.8,0.0,0,0,1.7,1.5,0.09,-1.7,-1.5,Matches
42,43,Toma Bašić,hr CRO,MF,Salernitana,26.0,1996.0,12.9,0,12,1,8.3,0.93,0.08,0.0,0.0,27.0,1.0,0,0,0.6,0.6,0.05,-0.6,-0.6,Matches
43,44,Alessandro Bastoni,it ITA,DF,Inter,24.0,1999.0,25.2,1,15,6,40.0,0.6,0.24,0.07,0.17,13.3,0.0,0,0,1.2,1.2,0.08,-0.2,-0.2,Matches
44,45,Simone Bastoni,it ITA,MFDF,Empoli,26.0,1996.0,8.3,1,7,1,14.3,0.85,0.12,0.14,1.0,21.9,2.0,0,0,0.4,0.4,0.06,0.6,0.6,Matches
45,46,Reda Belahyane,fr FRA,MF,Hellas Verona,19.0,2004.0,1.0,0,1,1,100.0,1.0,1.0,0.0,0.0,26.6,0.0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
46,47,Raoul Bellanova,it ITA,DF,Torino,23.0,2000.0,33.8,1,32,3,9.4,0.95,0.09,0.03,0.33,16.6,0.0,0,0,2.0,2.0,0.06,-1.0,-1.0,Matches
47,48,Andrea Belotti,it ITA,FW,Fiorentina,29.0,1993.0,10.5,3,33,9,27.3,3.13,0.85,0.09,0.33,13.9,0.0,0,0,3.7,3.7,0.11,-0.7,-0.7,Matches
48,49,Andrea Belotti,it ITA,FW,Roma,29.0,1993.0,7.5,3,15,8,53.3,1.99,1.06,0.2,0.38,13.9,0.0,0,0,2.4,2.4,0.16,0.6,0.6,Matches
49,50,Lucas Beltrán,ar ARG,FWMF,Fiorentina,22.0,2001.0,18.8,6,30,7,23.3,1.6,0.37,0.17,0.71,15.5,0.0,1,1,3.8,3.0,0.1,2.2,2.0,Matches
50,51,Ismaël Bennacer,dz ALG,MF,Milan,25.0,1997.0,12.8,2,11,1,9.1,0.86,0.08,0.09,1.0,21.6,1.0,1,1,1.7,0.9,0.08,0.3,0.1,Matches
51,52,Domenico Berardi,it ITA,FW,Sassuolo,28.0,1994.0,15.9,9,46,19,41.3,2.89,1.19,0.09,0.21,23.3,2.0,5,5,6.5,2.6,0.06,2.5,1.4,Matches
52,53,Bartosz Bereszyński,pl POL,DF,Empoli,31.0,1992.0,19.6,0,3,1,33.3,0.15,0.05,0.0,0.0,27.8,0.0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
53,54,Etrit Berisha,al ALB,GK,Empoli,34.0,1989.0,14.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
54,55,Medon Berisha,al ALB,FWMF,Lecce,19.0,2003.0,2.3,0,2,0,0.0,0.88,0.0,0.0,,17.6,0.0,0,0,0.2,0.2,0.09,-0.2,-0.2,Matches
55,56,Victor Bernth Kristiansen,dk DEN,DF,Bologna,20.0,2002.0,25.6,0,6,2,33.3,0.23,0.08,0.0,0.0,18.8,0.0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
56,57,Beto,gw GNB,FW,Udinese,25.0,1998.0,0.8,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
57,58,Davide Bettella,it ITA,MF,Monza,23.0,2000.0,0.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
58,59,Sam Beukema,nl NED,DF,Bologna,24.0,1998.0,28.3,1,12,4,33.3,0.42,0.14,0.08,0.25,9.7,0.0,0,0,1.9,1.9,0.16,-0.9,-0.9,Matches
59,60,Jaka Bijol,si SVN,DF,Udinese,24.0,1999.0,23.2,0,15,2,13.3,0.65,0.09,0.0,0.0,9.1,0.0,0,0,1.9,1.9,0.13,-1.9,-1.9,Matches
60,61,El Bilal Touré,ml MLI,FW,Atalanta,21.0,2001.0,4.4,2,12,4,33.3,2.74,0.91,0.17,0.5,15.2,0.0,0,0,1.2,1.2,0.1,0.8,0.8,Matches
61,62,Cristiano Biraghi,it ITA,DF,Fiorentina,30.0,1992.0,26.2,2,16,5,31.3,0.61,0.19,0.13,0.4,28.1,7.0,0,1,1.6,0.8,0.05,0.4,1.2,Matches
62,63,Davide Biraschi,it ITA,DF,Genoa,29.0,1994.0,1.0,1,1,1,100.0,1.0,1.0,1.0,1.0,9.6,0.0,0,0,0.1,0.1,0.1,0.9,0.9,Matches
63,64,Samuele Birindelli,it ITA,DF,Monza,24.0,1999.0,22.4,0,25,9,36.0,1.12,0.4,0.0,0.0,18.1,0.0,0,0,1.1,1.1,0.04,-1.1,-1.1,Matches
64,65,Alexis Blin,fr FRA,MF,Lecce,26.0,1996.0,18.2,0,13,2,15.4,0.71,0.11,0.0,0.0,13.9,0.0,0,0,1.1,1.1,0.08,-1.1,-1.1,Matches
65,66,Jérôme Boateng,de GER,DF,Salernitana,34.0,1988.0,2.6,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
66,67,Emil Bohinen,no NOR,MF,Genoa,24.0,1999.0,0.6,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
67,68,Emil Bohinen,no NOR,MF,Salernitana,24.0,1999.0,5.9,0,4,0,0.0,0.67,0.0,0.0,,24.3,0.0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
68,69,Daniel Boloca,ro ROU,MF,Sassuolo,24.0,1998.0,22.5,1,13,4,30.8,0.58,0.18,0.08,0.25,26.3,0.0,0,0,0.5,0.5,0.04,0.5,0.5,Matches
69,70,Giacomo Bonaventura,it ITA,MF,Fiorentina,33.0,1989.0,25.3,8,51,13,25.5,2.02,0.51,0.16,0.62,20.2,1.0,0,1,5.7,4.4,0.09,2.3,3.6,Matches
70,71,Federico Bonazzoli,it ITA,FWMF,Hellas Verona,26.0,1997.0,11.3,3,27,13,48.1,2.39,1.15,0.11,0.23,18.6,0.0,0,0,2.9,2.9,0.11,0.1,0.1,Matches
71,72,Warren Bondo,fr FRA,MF,Monza,19.0,2003.0,16.4,1,17,4,23.5,1.04,0.24,0.06,0.25,20.8,0.0,0,0,0.9,0.9,0.06,0.1,0.1,Matches
72,73,Giovanni Bonfanti,it ITA,DF,Atalanta,20.0,2003.0,1.0,0,1,0,0.0,1.01,0.0,0.0,,5.9,0.0,0,0,0.1,0.1,0.09,-0.1,-0.1,Matches
73,74,Kevin Bonifazi,it ITA,DF,Bologna,27.0,1996.0,1.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
74,75,Kevin Bonifazi,it ITA,DF,Frosinone,27.0,1996.0,3.4,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
75,76,Gennaro Borrelli,it ITA,FW,Frosinone,23.0,2000.0,0.3,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
76,77,Erik Botheim,no NOR,FWMF,Salernitana,23.0,2000.0,3.5,0,1,0,0.0,0.28,0.0,0.0,,15.8,0.0,0,0,0.1,0.1,0.11,-0.1,-0.1,Matches
77,78,Mehdi Bourabia,ma MAR,MF,Frosinone,31.0,1991.0,2.2,0,2,0,0.0,0.9,0.0,0.0,,17.9,0.0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
78,79,Edoardo Bove,it ITA,MF,Roma,21.0,2002.0,19.8,0,19,6,31.6,0.96,0.3,0.0,0.0,17.8,0.0,0,0,2.0,2.0,0.1,-2.0,-2.0,Matches
79,80,Domagoj Bradarić,hr CRO,DF,Salernitana,23.0,1999.0,30.5,0,19,4,21.1,0.62,0.13,0.0,0.0,22.3,0.0,0,0,0.8,0.8,0.04,-0.8,-0.8,Matches
80,81,Josip Brekalo,hr CRO,FW,Fiorentina,25.0,1998.0,7.2,1,9,4,44.4,1.24,0.55,0.11,0.25,19.3,0.0,0,0,0.4,0.4,0.04,0.6,0.6,Matches
81,82,Gleison Bremer,br BRA,DF,Juventus,26.0,1997.0,35.9,3,18,4,22.2,0.5,0.11,0.17,0.75,13.4,0.0,0,0,1.4,1.4,0.08,1.6,1.6,Matches
82,83,Brenner,br BRA,MFFW,Udinese,23.0,2000.0,2.1,0,4,2,50.0,1.9,0.95,0.0,0.0,15.9,0.0,0,0,0.4,0.4,0.1,-0.4,-0.4,Matches
83,84,Marco Brescianini,it ITA,MF,Frosinone,23.0,2000.0,25.8,4,31,10,32.3,1.2,0.39,0.13,0.4,19.9,2.0,0,0,2.3,2.3,0.07,1.7,1.7,Matches
84,85,Dylan Bronn,tn TUN,DFMF,Salernitana,28.0,1995.0,0.6,0,1,0,0.0,1.73,0.0,0.0,,13.2,0.0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
85,86,Tajon Buchanan,ca CAN,DF,Inter,24.0,1999.0,1.8,1,4,1,25.0,2.24,0.56,0.25,1.0,18.9,0.0,0,0,0.2,0.2,0.05,0.8,0.8,Matches
86,87,Alessandro Buongiorno,it ITA,DF,Torino,24.0,1999.0,28.1,3,13,6,46.2,0.46,0.21,0.23,0.5,9.5,0.0,0,0,1.6,1.6,0.12,1.4,1.4,Matches
87,88,Rareș-Cătălin Burnete,ro ROU,FW,Lecce,19.0,2004.0,0.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
88,89,Jovane Cabral,cv CPV,MFFW,Salernitana,25.0,1998.0,7.5,1,25,9,36.0,3.32,1.19,0.04,0.11,20.2,0.0,0,0,1.2,1.2,0.05,-0.2,-0.2,Matches
89,90,Liberato Cacace,nz NZL,DF,Empoli,22.0,2000.0,21.2,0,13,2,15.4,0.61,0.09,0.0,0.0,24.6,0.0,0,0,0.4,0.4,0.03,-0.4,-0.4,Matches
90,91,Jens Cajuste,se SWE,MF,Napoli,23.0,1999.0,11.3,0,16,3,18.8,1.42,0.27,0.0,0.0,16.5,0.0,0,0,1.5,1.5,0.09,-1.5,-1.5,Matches
91,92,Davide Calabria,it ITA,DF,Milan,26.0,1996.0,24.3,1,21,8,38.1,0.86,0.33,0.05,0.13,18.3,0.0,0,0,1.3,1.3,0.06,-0.3,-0.3,Matches
92,93,Riccardo Calafiori,it ITA,DF,Bologna,21.0,2002.0,26.1,2,17,6,35.3,0.65,0.23,0.12,0.33,17.9,0.0,0,0,1.4,1.4,0.08,0.6,0.6,Matches
93,94,Mattia Caldara,it ITA,DF,Milan,29.0,1994.0,0.4,0,1,0,0.0,2.73,0.0,0.0,,5.4,0.0,0,0,0.2,0.2,0.21,-0.2,-0.2,Matches
94,95,Luca Caldirola,it ITA,DF,Monza,32.0,1991.0,23.8,1,9,2,22.2,0.38,0.08,0.11,0.5,10.8,0.0,0,0,0.5,0.5,0.05,0.5,0.5,Matches
95,96,Hakan Çalhanoğlu,tr TUR,MF,Inter,29.0,1994.0,28.4,13,52,13,25.0,1.83,0.46,0.06,0.23,29.5,12.0,10,10,10.1,2.3,0.04,2.9,0.7,Matches
96,97,Francesco Camarda,it ITA,FW,Milan,15.0,2008.0,0.2,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
97,98,Nicolò Cambiaghi,it ITA,FWMF,Empoli,22.0,2000.0,28.4,1,71,17,23.9,2.5,0.6,0.01,0.06,19.8,0.0,0,0,3.9,3.9,0.05,-2.9,-2.9,Matches
98,99,Andrea Cambiaso,it ITA,DFFW,Juventus,23.0,2000.0,26.4,2,29,8,27.6,1.1,0.3,0.07,0.25,18.6,0.0,0,0,2.2,2.2,0.08,-0.2,-0.2,Matches
99,100,Matteo Cancellieri,it ITA,FWMF,Empoli,21.0,2002.0,19.9,4,40,12,30.0,2.01,0.6,0.1,0.33,16.6,1.0,0,0,4.7,4.7,0.12,-0.7,-0.7,Matches
100,101,Antonio Candreva,it ITA,MFFW,Salernitana,36.0,1987.0,30.6,6,64,20,31.3,2.09,0.65,0.08,0.25,21.2,3.0,1,1,4.9,4.1,0.06,1.1,0.9,Matches
101,102,Luigi Canotto,it ITA,FW,Frosinone,29.0,1994.0,0.2,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
102,103,Gianluca Caprari,it ITA,MFFW,Monza,30.0,1993.0,3.2,0,8,0,0.0,2.53,0.0,0.0,,19.6,1.0,0,0,0.7,0.7,0.09,-0.7,-0.7,Matches
103,104,Elia Caprile,it ITA,GK,Empoli,21.0,2001.0,23.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
104,105,Francesco Caputo,it ITA,FW,Empoli,35.0,1987.0,14.1,3,22,9,40.9,1.56,0.64,0.09,0.22,11.7,0.0,1,1,3.4,2.6,0.12,-0.4,-0.6,Matches
105,106,Andrea Carboni,it ITA,DF,Monza,22.0,2001.0,16.5,1,18,4,22.2,1.09,0.24,0.06,0.25,15.4,0.0,0,0,1.2,1.2,0.07,-0.2,-0.2,Matches
106,107,Valentin Carboni,ar ARG,MFFW,Monza,18.0,2005.0,13.0,2,23,7,30.4,1.77,0.54,0.09,0.29,18.3,0.0,0,0,2.3,2.3,0.1,-0.3,-0.3,Matches
107,108,Marco Carnesecchi,it ITA,GK,Atalanta,23.0,2000.0,26.9,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
108,109,Nicolò Casale,it ITA,DF,Lazio,25.0,1998.0,17.3,0,7,1,14.3,0.4,0.06,0.0,0.0,16.4,0.0,0,0,0.9,0.9,0.12,-0.9,-0.9,Matches
109,110,Giuseppe Caso,it ITA,FWMF,Frosinone,24.0,1998.0,4.6,0,7,4,57.1,1.51,0.86,0.0,0.0,19.4,0.0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
110,111,Valentín Castellanos,ar ARG,FW,Lazio,24.0,1998.0,18.7,4,54,19,35.2,2.89,1.02,0.07,0.21,13.3,1.0,0,0,7.3,7.3,0.14,-3.3,-3.3,Matches
111,112,Samu Castillejo,es ESP,FWMF,Sassuolo,28.0,1995.0,6.0,0,6,2,33.3,1.01,0.34,0.0,0.0,16.6,0.0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
112,113,Santiago Castro,ar ARG,FW,Bologna,18.0,2004.0,2.7,1,7,3,42.9,2.6,1.12,0.14,0.33,19.6,0.0,0,0,1.0,1.0,0.14,0.0,0.0,Matches
113,114,Gaetano Castrovilli,it ITA,FWMF,Fiorentina,26.0,1997.0,4.1,1,5,2,40.0,1.23,0.49,0.2,0.5,14.9,0.0,0,0,0.3,0.3,0.07,0.7,0.7,Matches
114,115,Danilo Cataldi,it ITA,MF,Lazio,28.0,1994.0,15.1,1,12,2,16.7,0.79,0.13,0.08,0.5,27.8,0.0,0,0,0.4,0.4,0.03,0.6,0.6,Matches
115,116,Emil Ceide,no NOR,FWMF,Sassuolo,21.0,2001.0,2.0,0,2,0,0.0,1.02,0.0,0.0,,20.3,0.0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
116,117,Zeki Çelik,tr TUR,DF,Roma,26.0,1997.0,7.5,0,2,1,50.0,0.27,0.13,0.0,0.0,11.1,0.0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
117,118,Fabien Centonze,fr FRA,DF,Hellas Verona,27.0,1996.0,7.5,0,1,0,0.0,0.13,0.0,0.0,,33.3,0.0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
118,119,Michele Cerofolini,it ITA,GK,Frosinone,24.0,1999.0,7.5,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
119,120,Alberto Cerri,it ITA,FW,Empoli,27.0,1996.0,6.1,1,10,3,30.0,1.65,0.5,0.1,0.33,10.8,0.0,0,0,1.2,1.2,0.12,-0.2,-0.2,Matches
120,121,Leonardo Cerri,it ITA,DF,Juventus,20.0,2003.0,0.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
121,122,Charlys,br BRA,MF,Hellas Verona,19.0,2004.0,0.3,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
122,123,Walid Cheddira,ma MAR,FW,Frosinone,25.0,1998.0,23.6,7,59,26,44.1,2.5,1.1,0.1,0.23,14.1,0.0,1,1,9.0,8.2,0.14,-2.0,-2.2,Matches
123,124,Federico Chiesa,it ITA,FW,Juventus,25.0,1997.0,24.4,9,74,25,33.8,3.03,1.02,0.11,0.32,19.2,5.0,1,1,6.4,5.6,0.08,2.6,2.4,Matches
124,125,Oliver Christensen,dk DEN,GK,Fiorentina,24.0,1999.0,4.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
125,126,Samuel Chukwueze,ng NGA,FW,Milan,24.0,1999.0,11.3,1,28,8,28.6,2.48,0.71,0.04,0.13,17.7,0.0,0,0,1.7,1.7,0.06,-0.7,-0.7,Matches
126,127,Alphadjo Cissè,it ITA,FW,Hellas Verona,16.0,2006.0,0.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
127,128,Giorgio Cittadini,it ITA,DF,Monza,21.0,2002.0,0.2,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
128,129,Giorgio Cittadini,it ITA,DF,Genoa,21.0,2002.0,1.2,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
129,130,Patrick Ciurria,it ITA,DFMF,Monza,28.0,1995.0,17.8,0,28,7,25.0,1.58,0.39,0.0,0.0,22.6,0.0,0,0,1.5,1.5,0.05,-1.5,-1.5,Matches
130,131,Lorenzo Colombo,it ITA,FW,Monza,21.0,2002.0,15.1,4,37,10,27.0,2.45,0.66,0.11,0.4,17.2,0.0,0,0,3.6,3.6,0.1,0.4,0.4,Matches
131,132,Andrea Colpani,it ITA,MFFW,Monza,24.0,1999.0,29.5,8,65,19,29.2,2.2,0.64,0.12,0.42,19.9,9.0,0,0,4.8,4.8,0.07,3.2,3.2,Matches
132,133,Pietro Comuzzo,it ITA,DFFW,Fiorentina,18.0,2005.0,0.5,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
133,134,Andrea Consigli,it ITA,GK,Sassuolo,36.0,1987.0,35.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
134,135,Nikita Contini Baranovsky,it ITA,GK,Napoli,27.0,1996.0,0.2,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
135,136,Diego Coppola,it ITA,DF,Hellas Verona,19.0,2003.0,18.2,2,13,3,23.1,0.72,0.17,0.15,0.67,8.3,0.0,0,0,1.2,1.2,0.09,0.8,0.8,Matches
