,_Rk,_Player,_Nation,_Pos,_Squad,_Age,_Born,_90s,SCA_SCA,SCA_SCA90,SCATypes_PassLive,SCATypes_PassDead,SCATypes_TO,SCATypes_Sh,SCATypes_Fld,SCATypes_Def,GCA_GCA,GCA_GCA90,GCATypes_PassLive,GCATypes_PassDead,GCATypes_TO,GCATypes_Sh,GCATypes_Fld,GCATypes_Def,Matches
46,47,Matúš Bero,sk SVK,MFFW,Bochum,27.0,1995.0,18.5,29,1.57,22,0,0,3,2,2,2,0.11,1,0,0,0,1,0,Matches
47,48,Jan-Niklas Beste,de GER,FWMF,Heidenheim,24.0,1999.0,28.9,123,4.26,43,60,2,7,10,1,20,0.69,9,8,0,1,2,0,Matches
48,49,Pep Biel,es ESP,MFFW,Augsburg,26.0,1996.0,3.2,10,3.17,7,2,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
49,50,Tom Bischof,de GER,MFFW,Hoffenheim,18.0,2005.0,2.0,7,3.48,4,2,0,1,0,0,2,0.99,2,0,0,0,0,0,Matches
50,51,Leonardo Bittencourt,de GER,MF,Werder Bremen,29.0,1993.0,17.5,46,2.63,43,0,0,2,1,0,3,0.17,2,0,0,0,1,0,Matches
51,52,Hendry Blank,de GER,DF,Dortmund,18.0,2004.0,0.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
52,53,Janis Blaswich,de GER,GK,RB Leipzig,32.0,1991.0,21.0,3,0.14,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
53,54,Sacha Boey,fr FRA,DF,Bayern Munich,22.0,2000.0,1.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
54,55,Victor Boniface,ng NGA,FW,Leverkusen,22.0,2000.0,17.2,57,3.32,29,0,21,3,3,1,15,0.87,9,0,4,1,1,0,Matches
55,56,Leonardo Bonucci,it ITA,DF,Union Berlin,36.0,1987.0,5.1,4,0.78,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
56,57,Yvandro Borges Sanches,lu LUX,MFFW,Gladbach,19.0,2004.0,0.2,1,5.0,0,0,0,0,1,0,1,5.0,0,0,0,0,1,0,Matches
57,58,Sebastiaan Bornauw,be BEL,DF,Wolfsburg,24.0,1999.0,15.9,5,0.31,2,0,0,1,1,1,0,0.0,0,0,0,0,0,0,Matches
58,59,Rafael Borré,co COL,FW,Werder Bremen,27.0,1995.0,11.0,22,2.0,19,0,0,2,1,0,2,0.18,1,0,0,0,1,0,Matches
59,60,Julian Brandt,de GER,MFFW,Dortmund,27.0,1996.0,24.7,133,5.38,78,43,7,4,0,1,17,0.69,9,6,1,1,0,0,Matches
60,61,Fabian Bredlow,de GER,GK,Stuttgart,28.0,1995.0,4.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
61,62,Tim Breithaupt,de GER,MF,Augsburg,21.0,2002.0,7.0,11,1.58,11,0,0,0,0,0,1,0.14,1,0,0,0,0,0,Matches
62,63,Maximilian Breunig,de GER,FW,Freiburg,22.0,2000.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
63,64,Bennit Bröger,de GER,FW,Wolfsburg,17.0,2006.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
64,65,John Brooks,us USA,DF,Hoffenheim,30.0,1993.0,17.1,9,0.53,9,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
65,66,Moritz Broschinski,de GER,FW,Bochum,22.0,2000.0,13.9,34,2.46,25,0,2,6,0,1,7,0.51,5,0,1,1,0,0,Matches
66,67,Alexander Brunst,de GER,GK,Darmstadt 98,28.0,1995.0,3.0,2,0.67,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
67,68,Marius Bülter,de GER,DFFW,Hoffenheim,30.0,1993.0,15.0,49,3.26,39,1,2,4,2,1,6,0.4,6,0,0,0,0,0,Matches
68,69,Jonathan Burkardt,de GER,FWMF,Mainz 05,23.0,2000.0,17.1,41,2.4,24,0,3,5,9,0,3,0.18,2,0,1,0,0,0,Matches
69,70,Oliver Burke,sct SCO,FW,Werder Bremen,26.0,1997.0,0.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
70,71,Marnon Busch,de GER,DF,Heidenheim,28.0,1994.0,6.6,13,1.96,13,0,0,0,0,0,1,0.15,1,0,0,0,0,0,Matches
71,72,Aurélio Buta,pt POR,DFMF,Eint Frankfurt,26.0,1997.0,19.4,34,1.75,29,1,1,2,1,0,4,0.21,3,0,0,1,0,0,Matches
72,73,Jamie Bynoe-Gittens,eng ENG,FWMF,Dortmund,18.0,2004.0,11.8,46,3.91,31,0,10,1,4,0,9,0.77,6,0,1,0,2,0,Matches
73,74,Anthony Caci,fr FRA,DF,Mainz 05,26.0,1997.0,27.6,59,2.14,45,6,3,4,1,0,8,0.29,8,0,0,0,0,0,Matches
74,75,Emre Can,de GER,MFDF,Dortmund,29.0,1994.0,21.7,44,2.03,38,1,0,2,1,2,4,0.18,4,0,0,0,0,0,Matches
75,76,Irvin Cardona,fr FRA,MFDF,Augsburg,25.0,1997.0,0.6,1,1.67,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
76,77,Rasmus Carstensen,dk DEN,DFFW,Köln,22.0,2000.0,18.4,39,2.12,32,2,3,2,0,0,2,0.11,1,0,1,0,0,0,Matches
77,78,Fabio Carvalho,pt POR,MF,RB Leipzig,20.0,2002.0,1.8,4,2.18,3,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
78,79,Koen Casteels,be BEL,GK,Wolfsburg,31.0,1992.0,25.0,6,0.24,6,0,0,0,0,0,1,0.04,1,0,0,0,0,0,Matches
79,80,Václav Černý,cz CZE,FWMF,Wolfsburg,25.0,1997.0,10.2,32,3.12,30,1,1,0,0,0,4,0.39,4,0,0,0,0,0,Matches
80,81,Julian Chabot,de GER,DF,Köln,25.0,1998.0,30.0,36,1.2,24,2,0,4,5,1,1,0.03,0,0,0,1,0,0,Matches
81,82,El Chadaille Bitshiabu,fr FRA,DFMF,RB Leipzig,18.0,2005.0,0.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
82,83,Fares Chaïbi,dz ALG,MFFW,Eint Frankfurt,20.0,2002.0,21.2,81,3.81,45,29,0,6,1,0,10,0.47,8,0,0,2,0,0,Matches
83,84,Timothy Chandler,us USA,MFDF,Eint Frankfurt,33.0,1990.0,0.2,3,14.21,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
84,85,Fabio Chiarodia,it ITA,DF,Gladbach,18.0,2005.0,1.7,1,0.59,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
85,86,Jacob Christensen,dk DEN,MF,Köln,22.0,2001.0,2.4,6,2.45,5,0,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
86,87,Nnamdi Collins,de GER,DF,Eint Frankfurt,19.0,2004.0,1.0,1,1.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
87,88,Kingsley Coman,fr FRA,FW,Bayern Munich,27.0,1996.0,12.4,63,5.09,50,0,6,4,3,0,7,0.57,6,0,0,1,0,0,Matches
88,89,Bambasé Conté,de GER,MFFW,Hoffenheim,20.0,2003.0,0.5,1,1.87,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
89,90,Danny da Costa,de GER,DF,Mainz 05,30.0,1993.0,9.2,18,1.95,13,3,2,0,0,0,1,0.11,1,0,0,0,0,0,Matches
90,91,Nicolas Cozza,fr FRA,DF,Wolfsburg,24.0,1999.0,3.1,4,1.3,3,0,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
91,92,Tomáš Čvančara,cz CZE,FW,Gladbach,22.0,2000.0,10.0,20,2.01,10,0,2,7,0,1,3,0.3,1,0,0,2,0,0,Matches
92,93,Finn Dahmen,de GER,GK,Augsburg,25.0,1998.0,31.0,10,0.32,6,4,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
93,94,Mahmoud Dahoud,de GER,MF,Stuttgart,27.0,1996.0,2.5,11,4.36,10,1,0,0,0,0,1,0.4,1,0,0,0,0,0,Matches
94,95,Lukas Daschner,de GER,MFFW,Bochum,24.0,1998.0,6.0,20,3.35,15,1,1,1,2,0,2,0.33,2,0,0,0,0,0,Matches
95,96,David Datro Fofana,ci CIV,FWMF,Union Berlin,20.0,2002.0,7.6,28,3.7,14,1,6,7,0,0,2,0.26,2,0,0,0,0,0,Matches
96,97,Alphonso Davies,ca CAN,DF,Bayern Munich,22.0,2000.0,22.9,76,3.31,63,1,7,1,2,2,14,0.61,10,1,2,0,1,0,Matches
97,98,Olivier Deman,be BEL,DF,Werder Bremen,23.0,2000.0,15.2,35,2.31,25,3,2,2,2,1,1,0.07,1,0,0,0,0,0,Matches
98,99,Ermedin Demirović,ba BIH,FWMF,Augsburg,25.0,1998.0,31.9,72,2.26,49,0,9,8,6,0,14,0.44,11,0,2,0,1,0,Matches
99,100,Sepp van den Berg,nl NED,DF,Mainz 05,21.0,2001.0,31.5,23,0.73,15,1,1,5,1,0,1,0.03,0,0,0,1,0,0,Matches
100,101,Samuele Di Benedetto,de GER,MF,Stuttgart,18.0,2005.0,0.1,1,12.86,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
101,102,Justin Diehl,de GER,FWMF,Köln,18.0,2004.0,1.9,11,5.86,4,3,2,2,0,0,0,0.0,0,0,0,0,0,0,Matches
102,103,Eric Dier,eng ENG,DF,Bayern Munich,29.0,1994.0,13.0,13,1.0,12,0,0,1,0,0,5,0.39,4,0,0,1,0,0,Matches
103,104,Florian Dietz,de GER,FWMF,Köln,24.0,1998.0,0.8,4,5.14,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
104,105,Junior Dina Ebimbe,fr FRA,MFDF,Eint Frankfurt,22.0,2000.0,21.7,54,2.48,38,0,8,5,2,1,6,0.28,6,0,0,0,0,0,Matches
105,106,Eren Dinkçi,de GER,FWMF,Heidenheim,21.0,2001.0,29.4,86,2.92,61,5,7,7,6,0,13,0.44,9,0,3,1,0,0,Matches
106,107,Ritsu Doan,jp JPN,DFMF,Freiburg,25.0,1998.0,25.0,70,2.81,48,8,7,2,5,0,7,0.28,6,0,0,0,1,0,Matches
107,108,Danilho Doekhi,nl NED,DF,Union Berlin,25.0,1998.0,24.0,25,1.04,17,0,0,4,4,0,3,0.12,1,0,0,1,1,0,Matches
108,109,Niklas Dorsch,de GER,MF,Augsburg,25.0,1998.0,15.4,18,1.17,12,0,1,2,2,1,1,0.06,1,0,0,0,0,0,Matches
109,110,Nikola Dovedan,at AUT,MFFW,Heidenheim,29.0,1994.0,7.3,23,3.17,16,0,1,3,3,0,3,0.41,2,0,0,0,1,0,Matches
110,111,Damion Downs,de GER,FWMF,Köln,19.0,2004.0,2.0,4,1.99,3,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
111,112,Dion Drena Beljo,hr CRO,FWMF,Augsburg,21.0,2002.0,6.5,21,3.25,12,0,3,2,4,0,3,0.46,1,0,0,1,1,0,Matches
112,113,Tim Drexler,de GER,DF,Hoffenheim,18.0,2005.0,6.4,5,0.79,5,0,0,0,0,0,3,0.47,3,0,0,0,0,0,Matches
113,114,Marvin Ducksch,de GER,FW,Werder Bremen,29.0,1994.0,30.0,109,3.64,51,40,5,9,3,1,14,0.47,7,5,0,1,1,0,Matches
114,115,Julien Duranville,be BEL,FWMF,Dortmund,17.0,2006.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
115,116,Maximilian Eggestein,de GER,MF,Freiburg,26.0,1996.0,32.4,74,2.29,62,0,3,7,1,1,3,0.09,2,0,0,1,0,0,Matches
116,117,Lilian Egloff,de GER,MFDF,Stuttgart,20.0,2002.0,1.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
117,118,Hugo Ekitike,fr FRA,FW,Eint Frankfurt,21.0,2002.0,8.0,28,3.52,13,0,6,3,5,1,4,0.5,2,0,1,0,1,0,Matches
118,119,Elif Elmas,mk MKD,MFFW,RB Leipzig,23.0,1999.0,3.0,7,2.36,5,0,2,0,0,0,1,0.34,1,0,0,0,0,0,Matches
119,120,Nico Elvedi,ch SUI,DF,Gladbach,26.0,1996.0,27.6,22,0.8,20,0,0,2,0,0,3,0.11,3,0,0,0,0,0,Matches
120,121,Arne Engels,be BEL,MFDF,Augsburg,19.0,2003.0,15.6,40,2.56,28,8,0,2,2,0,8,0.51,5,1,0,0,2,0,Matches
121,122,Ohis Felix Uduokhai,de GER,DF,Augsburg,25.0,1997.0,32.5,20,0.62,12,2,0,2,1,3,0,0.0,0,0,0,0,0,0,Matches
122,123,Edimilson Fernandes,ch SUI,DF,Mainz 05,27.0,1996.0,14.3,35,2.44,15,15,1,3,0,1,2,0.14,1,1,0,0,0,0,Matches
123,124,Nacho Ferri,es ESP,FWMF,Eint Frankfurt,18.0,2004.0,0.8,2,2.43,1,0,0,1,0,0,1,1.22,1,0,0,0,0,0,Matches
124,125,Max Finkgräfe,de GER,DFFW,Köln,19.0,2004.0,19.5,40,2.05,27,6,3,1,1,2,1,0.05,1,0,0,0,0,0,Matches
125,126,Kilian Fischer,de GER,DFMF,Wolfsburg,22.0,2000.0,3.2,6,1.85,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
126,127,Jonas Föhrenbach,de GER,DF,Heidenheim,27.0,1996.0,31.0,50,1.61,37,8,2,1,2,0,5,0.16,4,1,0,0,0,0,Matches
127,128,Emil Forsberg,se SWE,MFFW,RB Leipzig,31.0,1991.0,5.2,16,3.1,11,2,0,3,0,0,4,0.78,3,0,0,1,0,0,Matches
128,129,Philipp Förster,de GER,MFFW,Bochum,28.0,1995.0,4.3,19,4.45,8,7,0,2,1,1,0,0.0,0,0,0,0,0,0,Matches
129,130,Bartol Franjić,hr CRO,MF,Darmstadt 98,23.0,2000.0,13.7,17,1.24,14,1,0,0,0,2,2,0.15,2,0,0,0,0,0,Matches
130,131,Marco Friedl,at AUT,DF,Werder Bremen,25.0,1998.0,24.4,4,0.16,4,0,0,0,0,0,1,0.04,1,0,0,0,0,0,Matches
131,132,Marvin Friedrich,de GER,DF,Gladbach,27.0,1995.0,17.4,14,0.81,11,0,1,2,0,0,1,0.06,1,0,0,0,0,0,Matches
132,133,Jeremie Frimpong,nl NED,DF,Leverkusen,22.0,2000.0,25.0,84,3.36,59,0,15,5,5,0,9,0.36,6,0,2,0,1,0,Matches
133,134,Chris Führich,de GER,FWMF,Stuttgart,25.0,1998.0,28.5,137,4.8,93,17,15,9,2,1,17,0.6,14,1,2,0,0,0,Matches
134,135,Shiō Fukuda,jp JPN,FWMF,Gladbach,19.0,2004.0,0.4,2,4.86,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
135,136,Niclas Füllkrug,de GER,FW,Werder Bremen,30.0,1993.0,2.0,7,3.5,6,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
136,137,Niclas Füllkrug,de GER,FW,Dortmund,30.0,1993.0,24.6,57,2.32,50,0,0,4,3,0,11,0.45,10,0,0,1,0,0,Matches
137,138,Cristian Gamboa,cr CRC,DF,Bochum,33.0,1989.0,13.2,20,1.52,15,3,0,2,0,0,2,0.15,1,1,0,0,0,0,Matches
138,139,Dennis Geiger,de GER,MF,Hoffenheim,25.0,1998.0,0.7,1,1.41,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
139,140,Yannick Gerhardt,de GER,MFDF,Wolfsburg,29.0,1994.0,18.1,35,1.93,32,0,0,1,2,0,1,0.06,1,0,0,0,0,0,Matches
140,141,Anwar El Ghazi,nl NED,MFDF,Mainz 05,28.0,1995.0,0.6,4,6.67,2,0,2,0,0,0,1,1.67,1,0,0,0,0,0,Matches
141,142,Benedikt Gimber,de GER,DF,Heidenheim,26.0,1997.0,22.5,8,0.36,7,0,0,1,0,0,2,0.09,2,0,0,0,0,0,Matches
142,143,Matthias Ginter,de GER,DF,Freiburg,29.0,1994.0,21.3,28,1.32,23,1,0,1,2,1,4,0.19,3,0,0,0,0,1,Matches
143,144,Klaus Gjasula,al ALB,DFMF,Darmstadt 98,33.0,1989.0,15.1,14,0.92,12,1,0,0,0,1,0,0.0,0,0,0,0,0,0,Matches
144,145,Serge Gnabry,de GER,FWMF,Bayern Munich,28.0,1995.0,4.8,19,3.96,12,0,1,5,1,0,2,0.42,1,0,0,0,1,0,Matches
145,146,Leon Goretzka,de GER,MF,Bayern Munich,28.0,1995.0,24.9,71,2.85,64,1,2,2,1,1,12,0.48,12,0,0,0,0,0,Matches
146,147,Robin Gosens,de GER,DFMF,Union Berlin,29.0,1994.0,25.4,63,2.48,52,1,1,4,1,4,8,0.32,6,0,1,0,0,1,Matches
147,148,Mario Götze,de GER,MF,Eint Frankfurt,31.0,1992.0,23.0,76,3.31,61,9,1,2,3,0,6,0.26,5,0,0,1,0,0,Matches
148,149,Jeffrey Gouweleeuw,nl NED,DF,Augsburg,32.0,1991.0,28.8,37,1.28,30,2,0,4,0,1,2,0.07,2,0,0,0,0,0,Matches
149,150,Jens Grahl,de GER,GK,Eint Frankfurt,34.0,1988.0,2.0,1,0.5,1,0,0,0,0,0,1,0.5,1,0,0,0,0,0,Matches
150,151,Ryan Gravenberch,nl NED,FW,Bayern Munich,21.0,2002.0,0.1,3,27.0,2,0,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
151,152,Michael Gregoritsch,at AUT,FW,Freiburg,29.0,1994.0,18.7,47,2.51,33,0,2,7,4,1,7,0.37,5,0,0,2,0,0,Matches
152,153,Vincenzo Grifo,it ITA,MFFW,Freiburg,30.0,1993.0,25.8,98,3.79,63,24,6,3,2,0,11,0.43,4,4,0,1,2,0,Matches
153,154,Florian Grillitsch,at AUT,DFMF,Hoffenheim,27.0,1995.0,25.5,62,2.43,53,0,2,5,0,2,10,0.39,9,0,0,1,0,0,Matches
154,155,Álex Grimaldo,es ESP,DF,Leverkusen,27.0,1995.0,30.9,131,4.23,88,29,5,5,3,1,21,0.68,13,3,1,2,2,0,Matches
155,156,Christian Groß,de GER,DFMF,Werder Bremen,34.0,1989.0,8.9,8,0.9,8,0,0,0,0,0,1,0.11,1,0,0,0,0,0,Matches
156,157,Brajan Gruda,de GER,MFFW,Mainz 05,19.0,2004.0,18.2,103,5.65,64,13,8,5,13,0,5,0.27,4,1,0,0,0,0,Matches
157,158,Ilia Gruev,bg BUL,MF,Werder Bremen,23.0,2000.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
158,159,Raphaël Guerreiro,pt POR,DFMF,Bayern Munich,29.0,1993.0,13.2,50,3.78,41,6,1,1,0,1,7,0.53,7,0,0,0,0,0,Matches
159,160,Josuha Guilavogui,fr FRA,DF,Mainz 05,32.0,1990.0,4.5,4,0.88,4,0,0,0,0,0,1,0.22,1,0,0,0,0,0,Matches
160,161,Serhou Guirassy,gn GUI,FW,Stuttgart,27.0,1996.0,24.5,90,3.67,72,0,8,6,4,0,13,0.53,6,0,4,1,2,0,Matches
161,162,Péter Gulácsi,hu HUN,GK,RB Leipzig,33.0,1990.0,13.0,1,0.08,1,0,0,0,0,0,1,0.08,1,0,0,0,0,0,Matches
162,163,Manuel Gulde,de GER,DF,Freiburg,32.0,1991.0,22.7,13,0.57,11,1,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
163,164,Robert Gumny,pl POL,DF,Augsburg,25.0,1998.0,5.3,11,2.06,6,2,1,2,0,0,3,0.56,3,0,0,0,0,0,Matches
164,165,Christian Günter,de GER,DF,Freiburg,30.0,1993.0,11.8,29,2.46,20,7,0,1,0,1,2,0.17,2,0,0,0,0,0,Matches
