,_Rk,_Player,_Nation,_Pos,_Squad,_Age,_Born,PlayingTime_MP,PlayingTime_Min,PlayingTime_Mn/MP,PlayingTime_Min%,PlayingTime_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,TeamSuccess_PPM,TeamSuccess_onG,TeamSuccess_onGA,TeamSuccess_+/-,TeamSuccess_+/-90,TeamSuccess_On-Off,TeamSuccess(xG)_onxG,TeamSuccess(xG)_onxGA,TeamSuccess(xG)_xG+/-,TeamSuccess(xG)_xG+/-90,TeamSuccess(xG)_On-Off,Matches
55,56,Ludwig Augustinsson,se SWE,DF,Mallorca,28,1994,4,132.0,33.0,3.9,1.5,1,71.0,0,3,20.0,6,0.0,1.0,4.0,-3.0,-2.05,-1.96,1.2,2.6,-1.5,-1.0,-0.73,Matches
56,57,Ezequiel Ávila,ar ARG,FWMF,Osasuna,28,1994,29,1709.0,59.0,50.0,19.0,23,68.0,1,6,23.0,3,1.31,18.0,17.0,1.0,0.05,0.37,19.6,20.2,-0.6,-0.03,0.25,Matches
57,58,Iddrisu Baba,gh GHA,MFDF,Mallorca,26,1996,29,1705.0,59.0,49.9,18.9,20,76.0,10,9,21.0,6,1.45,14.0,24.0,-10.0,-0.53,-0.74,16.6,25.5,-8.9,-0.46,-0.33,Matches
58,59,Srđan Babić,rs SRB,DF,Almería,26,1996,34,2998.0,88.0,87.7,33.3,33,89.0,32,1,45.0,3,1.15,42.0,56.0,-14.0,-0.42,0.01,39.5,51.7,-12.2,-0.37,0.67,Matches
59,60,Loïc Bade,fr FRA,DF,Sevilla,22,2000,19,1449.0,76.0,42.4,16.1,16,88.0,15,3,11.0,1,1.84,24.0,16.0,8.0,0.5,1.18,21.9,19.1,2.8,0.17,0.66,Matches
60,61,Édgar Badía,es ESP,GK,Elche,30,1992,36,3240.0,90.0,94.7,36.0,36,90.0,36,0,,0,0.69,29.0,63.0,-34.0,-0.94,0.56,35.8,67.0,-31.2,-0.87,-0.21,Matches
61,62,Alex Baena,es ESP,MFFW,Villarreal,21,2001,35,1947.0,56.0,56.9,21.6,19,81.0,9,16,26.0,0,1.71,32.0,23.0,9.0,0.42,-0.19,36.3,30.3,6.0,0.28,-0.08,Matches
62,63,Miguel Baeza,es ESP,MF,Celta Vigo,22,2000,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
63,64,Alejandro Balde,es ESP,DF,Barcelona,18,2003,33,2471.0,75.0,72.3,27.5,30,81.0,21,3,9.0,4,2.45,48.0,15.0,33.0,1.2,-0.41,53.8,25.9,27.9,1.02,-0.35,Matches
64,65,Mikel Balenziaga,es ESP,DF,Athletic Club,34,1988,3,115.0,38.0,3.4,1.3,1,69.0,0,2,23.0,27,1.0,1.0,3.0,-2.0,-1.57,-1.73,0.8,1.5,-0.6,-0.5,-0.99,Matches
65,66,Iván Balliu,al ALB,DF,Rayo Vallecano,30,1992,37,3232.0,87.0,94.5,35.9,37,87.0,31,0,,0,1.3,43.0,47.0,-4.0,-0.11,1.8,38.7,46.1,-7.4,-0.21,-0.67,Matches
66,67,Léo Baptistão,br BRA,FWMF,Almería,29,1992,28,1726.0,62.0,50.5,19.2,24,69.0,1,4,19.0,1,1.29,28.0,30.0,-2.0,-0.1,0.64,20.6,28.7,-8.2,-0.43,0.05,Matches
67,68,Barcia,es ESP,DF,Celta Vigo,21,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
68,69,Keidi Bare,al ALB,MF,Espanyol,24,1997,18,503.0,28.0,14.7,5.6,4,60.0,0,14,19.0,7,0.89,5.0,12.0,-7.0,-1.25,-0.94,6.2,10.4,-4.2,-0.75,-0.52,Matches
69,70,Kike Barja,es ESP,FWMF,Osasuna,25,1997,27,1312.0,49.0,38.4,14.6,15,70.0,1,12,22.0,11,1.3,19.0,18.0,1.0,0.07,0.32,15.0,18.6,-3.6,-0.25,-0.15,Matches
70,71,Ander Barrenetxea,es ESP,FWDF,Real Sociedad,20,2001,23,878.0,38.0,25.7,9.8,9,65.0,0,14,21.0,5,2.0,14.0,5.0,9.0,0.92,0.67,14.7,8.3,6.4,0.65,0.18,Matches
71,72,Pablo Barrios,es ESP,MF,Atlético Madrid,19,2003,21,724.0,34.0,21.2,8.0,6,64.0,1,15,23.0,5,2.05,13.0,9.0,4.0,0.5,-0.6,13.7,10.4,3.4,0.42,-0.16,Matches
72,73,Álvaro Bastida,es ESP,MF,Cádiz,18,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
73,74,Rodrigo Battaglia,ar ARG,MF,Mallorca,31,1991,15,686.0,46.0,20.1,7.6,8,73.0,2,7,14.0,9,1.47,5.0,7.0,-2.0,-0.26,-0.13,4.6,11.2,-6.7,-0.88,-0.72,Matches
74,75,Bebé,cv CPV,FW,Rayo Vallecano,32,1990,4,60.0,15.0,1.8,0.7,0,,0,4,15.0,13,0.25,1.0,1.0,0.0,0.0,0.21,1.0,0.1,1.0,1.45,1.65,Matches
75,76,Héctor Bellerín,es ESP,DF,Barcelona,27,1995,3,143.0,48.0,4.2,1.6,1,90.0,1,2,27.0,8,3.0,4.0,0.0,4.0,2.52,1.25,5.4,0.6,4.7,2.98,1.95,Matches
76,77,Vicente Bellmunt,es ESP,GK,Getafe,22,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
77,78,Fran Beltrán,es ESP,MF,Celta Vigo,23,1999,36,2855.0,79.0,83.5,31.7,33,84.0,22,3,28.0,0,1.17,35.0,44.0,-9.0,-0.28,-0.12,37.3,35.8,1.5,0.05,0.73,Matches
78,79,Iker Benito,es ESP,FWMF,Osasuna,19,2002,4,176.0,44.0,5.1,2.0,2,72.0,0,2,17.0,5,2.25,2.0,0.0,2.0,1.02,1.22,0.9,3.2,-2.3,-1.18,-1.08,Matches
79,80,Karim Benzema,fr FRA,FW,Real Madrid,34,1987,24,2038.0,85.0,59.6,22.6,24,85.0,18,0,,0,2.08,46.0,17.0,29.0,1.28,0.63,47.5,23.9,23.6,1.04,0.2,Matches
80,81,Yuri Berchiche,es ESP,DF,Athletic Club,32,1990,29,2406.0,83.0,70.4,26.7,27,87.0,24,2,28.0,1,1.1,23.0,32.0,-9.0,-0.34,-1.49,35.7,27.8,7.9,0.29,-0.54,Matches
81,82,Álex Berenguer,es ESP,FW,Athletic Club,27,1995,37,2297.0,62.0,67.2,25.5,26,78.0,10,11,25.0,1,1.3,30.0,33.0,-3.0,-0.12,-0.68,33.7,25.4,8.4,0.33,-0.39,Matches
82,83,Emilio Bernard,es ESP,GK,Valencia,22,1999,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
83,84,Pedro Bigas,es ESP,DF,Elche,31,1990,28,2020.0,72.0,59.1,22.4,25,77.0,17,3,28.0,4,0.57,11.0,41.0,-30.0,-1.34,-0.89,18.1,37.9,-19.8,-0.88,-0.06,Matches
84,85,El Bilal Touré,ml MLI,FW,Almería,20,2001,21,1264.0,60.0,37.0,14.0,15,73.0,1,6,27.0,3,1.1,23.0,23.0,0.0,0.0,0.67,17.3,18.6,-1.4,-0.1,0.56,Matches
85,86,Junior Bita,gq EQG,MF,Athletic Club,17,2005,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
86,87,Antonio Blanco,es ESP,MF,Cádiz,22,2000,3,158.0,53.0,4.6,1.8,2,67.0,0,1,25.0,9,0.0,1.0,6.0,-5.0,-2.85,-2.35,0.6,3.4,-2.8,-1.57,-1.09,Matches
87,88,Lautaro Blanco,ar ARG,DFMF,Elche,23,1999,17,872.0,51.0,25.5,9.7,9,70.0,2,8,31.0,6,1.0,9.0,16.0,-7.0,-0.72,0.34,11.0,18.0,-7.0,-0.72,0.18,Matches
88,89,Theo Bongonda,cd COD,MFFW,Cádiz,26,1995,31,1938.0,63.0,56.7,21.5,24,72.0,4,7,30.0,5,1.19,18.0,25.0,-7.0,-0.33,0.65,23.0,32.2,-9.2,-0.43,0.23,Matches
89,90,Yassine Bounou,ma MAR,GK,Sevilla,31,1991,25,2151.0,86.0,62.9,23.9,25,86.0,23,0,,12,1.04,27.0,42.0,-15.0,-0.63,-1.19,28.1,37.8,-9.7,-0.41,-0.53,Matches
90,91,Lucas Boyé,ar ARG,FW,Elche,26,1996,35,2462.0,70.0,72.0,27.4,29,81.0,14,6,21.0,0,0.69,24.0,47.0,-23.0,-0.84,0.47,27.5,44.8,-17.3,-0.63,0.8,Matches
91,92,Martin Braithwaite,dk DEN,FWMF,Espanyol,31,1991,31,2456.0,79.0,71.8,27.3,29,83.0,14,2,29.0,0,0.94,35.0,46.0,-11.0,-0.4,0.16,32.4,40.5,-8.1,-0.3,0.01,Matches
92,93,Juan Brandáriz,es ESP,DF,Almería,23,1999,21,1489.0,71.0,43.5,16.5,15,89.0,13,6,27.0,9,1.1,20.0,30.0,-10.0,-0.6,-0.32,20.3,31.7,-11.4,-0.69,-0.43,Matches
93,94,Darko Brašanac,rs SRB,MF,Osasuna,30,1992,25,1041.0,42.0,30.4,11.6,9,74.0,3,16,23.0,2,1.36,11.0,14.0,-3.0,-0.26,-0.18,11.9,14.5,-2.6,-0.23,-0.1,Matches
94,95,Claudio Bravo,cl CHI,GK,Betis,39,1983,12,1080.0,90.0,31.6,12.0,12,90.0,12,0,,21,1.67,13.0,9.0,4.0,0.33,0.29,16.8,14.9,1.9,0.16,0.18,Matches
95,96,Diego Bri,es ESP,FW,Atlético Madrid,19,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
96,97,Ante Budimir,hr CRO,FW,Osasuna,31,1991,31,1798.0,58.0,52.6,20.0,22,73.0,3,9,20.0,6,1.48,22.0,19.0,3.0,0.15,0.59,22.6,22.0,0.6,0.03,0.39,Matches
97,98,Santiago Bueno,uy URU,DF,Girona,23,1998,34,3010.0,89.0,88.0,33.4,34,89.0,32,0,,0,1.44,55.0,48.0,7.0,0.21,1.09,45.5,45.9,-0.3,-0.01,0.85,Matches
98,99,Sergio Busquets,es ESP,MF,Barcelona,34,1988,30,2339.0,78.0,68.4,26.0,28,81.0,17,2,30.0,4,2.43,41.0,11.0,30.0,1.15,-0.51,49.4,22.6,26.8,1.03,-0.25,Matches
99,100,Leandro Cabrera,uy URU,DF,Espanyol,31,1991,32,2669.0,83.0,78.0,29.7,31,86.0,27,1,1.0,2,1.03,40.0,54.0,-14.0,-0.47,-0.11,38.5,45.0,-6.5,-0.22,0.38,Matches
100,101,Cala,es ESP,DF,Cádiz,32,1989,3,137.0,46.0,4.0,1.5,1,72.0,0,2,33.0,9,0.67,0.0,3.0,-3.0,-1.97,-1.42,0.8,2.5,-1.7,-1.15,-0.64,Matches
101,102,Fernando Calero,es ESP,DFMF,Espanyol,26,1995,27,1611.0,60.0,47.1,17.9,20,73.0,7,7,23.0,9,1.07,21.0,29.0,-8.0,-0.45,0.0,21.8,25.7,-3.8,-0.21,0.17,Matches
102,103,Alexander Callens,pe PER,DF,Girona,30,1992,6,120.0,20.0,3.5,1.3,0,,0,6,20.0,7,1.83,1.0,0.0,1.0,0.75,0.7,1.2,2.1,-0.9,-0.66,-0.57,Matches
103,104,Dawda Camara,mr MTN,FW,Girona,19,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
104,105,Eduardo Camavinga,fr FRA,MFDF,Real Madrid,19,2002,37,2010.0,54.0,58.8,22.3,21,78.0,11,16,23.0,0,2.11,51.0,16.0,35.0,1.57,1.31,47.6,20.8,26.8,1.2,0.58,Matches
105,106,Sergio Camello,es ESP,FW,Rayo Vallecano,21,2001,38,2401.0,63.0,70.2,26.7,27,78.0,4,11,26.0,0,1.29,36.0,38.0,-2.0,-0.07,0.45,31.7,36.7,-4.9,-0.19,-0.06,Matches
106,107,Sergio Canales,es ESP,FWMF,Betis,31,1991,31,2402.0,77.0,70.2,26.7,28,82.0,14,3,40.0,0,1.52,31.0,28.0,3.0,0.11,-0.06,32.6,34.7,-2.1,-0.08,-0.38,Matches
107,108,Lucas Cañizares,es ESP,GK,Real Madrid,20,2002,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
108,109,Ander Capa,es ESP,DF,Athletic Club,30,1992,7,109.0,16.0,3.2,1.2,1,61.0,0,6,8.0,27,1.43,2.0,0.0,2.0,1.65,1.6,2.3,1.2,1.1,0.91,0.47,Matches
109,110,Étienne Capoue,fr FRA,MF,Villarreal,34,1988,28,1955.0,70.0,57.2,21.7,22,82.0,12,6,25.0,1,1.5,33.0,26.0,7.0,0.32,-0.41,35.1,26.5,8.6,0.4,0.2,Matches
110,111,Isaac Carcelen,es ESP,DF,Cádiz,29,1993,27,2199.0,81.0,64.3,24.4,25,84.0,18,2,52.0,2,1.26,20.0,23.0,-3.0,-0.12,1.35,29.6,34.6,-4.9,-0.2,0.92,Matches
111,112,Carlo,es ESP,MF,Villarreal,21,2001,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
112,113,Juan Carlos,es ESP,GK,Girona,34,1988,10,900.0,90.0,26.3,10.0,10,90.0,10,0,,28,0.8,14.0,18.0,-4.0,-0.4,-0.65,13.5,12.8,0.7,0.07,0.24,Matches
113,114,José Carlos Lazo,es ESP,MFFW,Almería,26,1996,1,20.0,20.0,0.6,0.2,0,,0,1,20.0,1,0.0,0.0,1.0,-1.0,-4.5,-4.1,0.4,0.1,0.3,1.19,1.64,Matches
114,115,José Carlos Lazo,es ESP,MFFW,Espanyol,26,1996,10,159.0,16.0,4.6,1.8,0,,0,10,16.0,23,0.9,7.0,2.0,5.0,2.83,3.44,3.1,2.0,1.2,0.66,1.0,Matches
115,116,Carmona,es ESP,MFDF,Elche,20,2002,9,589.0,65.0,17.2,6.5,8,72.0,2,1,15.0,0,1.0,5.0,10.0,-5.0,-0.76,0.25,8.1,9.6,-1.5,-0.23,0.76,Matches
116,117,Carmona,es ESP,DF,Sevilla,20,2002,10,527.0,53.0,15.4,5.9,5,69.0,1,5,36.0,5,1.0,6.0,11.0,-5.0,-0.85,-0.79,4.7,13.7,-9.0,-1.53,-1.56,Matches
117,118,Yannick Carrasco,be BEL,DFMF,Atlético Madrid,28,1993,35,2317.0,66.0,67.7,25.7,26,77.0,7,9,36.0,1,2.06,43.0,25.0,18.0,0.7,-0.85,42.1,31.3,10.9,0.42,-0.38,Matches
118,119,Sergio Carreira,es ESP,DFMF,Villarreal,21,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
119,120,Coke Carrillo,es ESP,GK,Celta Vigo,20,2002,0,,,,,0,,0,0,,17,,,,,,,,,,,,Matches
120,121,Dani Carvajal,es ESP,DF,Real Madrid,30,1992,27,1784.0,66.0,52.2,19.8,20,82.0,8,7,20.0,5,1.96,38.0,22.0,16.0,0.81,-0.46,38.4,21.3,17.1,0.86,-0.21,Matches
121,122,William Carvalho,pt POR,MF,Betis,30,1992,33,2438.0,74.0,71.3,27.1,31,77.0,14,2,22.0,0,1.7,34.0,24.0,10.0,0.37,0.83,37.9,32.0,5.9,0.21,0.64,Matches
122,123,Marc Casado,es ESP,MF,Barcelona,18,2003,0,,,,,0,,0,0,,8,,,,,,,,,,,,Matches
123,124,Casemiro,br BRA,MF,Real Madrid,30,1992,1,8.0,8.0,0.2,0.1,0,,0,1,8.0,0,3.0,0.0,0.0,0.0,0.0,-1.03,0.0,0.3,-0.3,-3.45,-4.42,Matches
