,_Rk,_Player,_Nation,_Pos,_Squad,_Age,_Born,_90s,_Att,PassTypes_Live,PassTypes_Dead,PassTypes_FK,PassTypes_TB,PassTypes_Sw,PassTypes_Crs,PassTypes_TI,PassTypes_CK,CornerKicks_In,CornerKicks_Out,CornerKicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Matches
121,122,Charlys,br BRA,MF,Hellas Verona,19.0,2004.0,0.3,6.0,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,Matches
122,123,Walid Cheddira,ma MAR,FW,Frosinone,25.0,1998.0,23.6,385.0,349.0,33.0,0.0,1.0,2.0,3,1.0,0.0,0.0,0.0,0.0,262.0,3.0,27.0,Matches
123,124,Federico Chiesa,it ITA,FW,Juventus,25.0,1997.0,24.4,712.0,615.0,90.0,15.0,6.0,4.0,117,20.0,50.0,22.0,22.0,0.0,498.0,7.0,29.0,Matches
124,125,Oliver Christensen,dk DEN,GK,Fiorentina,24.0,1999.0,4.0,190.0,164.0,26.0,6.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,146.0,0.0,1.0,Matches
125,126,Samuel Chukwueze,ng NGA,FW,Milan,24.0,1999.0,11.3,421.0,410.0,10.0,0.0,7.0,1.0,20,7.0,3.0,2.0,0.0,0.0,330.0,1.0,11.0,Matches
126,127,Alphadjo Cissè,it ITA,FW,Hellas Verona,16.0,2006.0,0.1,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Matches
127,128,Giorgio Cittadini,it ITA,DF,Monza,21.0,2002.0,0.2,6.0,5.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,Matches
128,129,Giorgio Cittadini,it ITA,DF,Genoa,21.0,2002.0,1.2,31.0,28.0,3.0,0.0,0.0,0.0,0,3.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,Matches
129,130,Patrick Ciurria,it ITA,DFMF,Monza,28.0,1995.0,17.8,847.0,740.0,106.0,7.0,2.0,2.0,53,92.0,7.0,2.0,4.0,0.0,662.0,1.0,25.0,Matches
130,131,Lorenzo Colombo,it ITA,FW,Monza,21.0,2002.0,15.1,263.0,252.0,11.0,1.0,0.0,4.0,2,2.0,0.0,0.0,0.0,0.0,185.0,0.0,7.0,Matches
131,132,Andrea Colpani,it ITA,MFFW,Monza,24.0,1999.0,29.5,981.0,876.0,99.0,24.0,2.0,33.0,111,9.0,66.0,15.0,40.0,0.0,752.0,6.0,19.0,Matches
132,133,Pietro Comuzzo,it ITA,DFFW,Fiorentina,18.0,2005.0,0.5,38.0,38.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,Matches
133,134,Andrea Consigli,it ITA,GK,Sassuolo,36.0,1987.0,35.0,1235.0,855.0,379.0,126.0,0.0,1.0,0,1.0,0.0,0.0,0.0,0.0,838.0,1.0,0.0,Matches
134,135,Nikita Contini Baranovsky,it ITA,GK,Napoli,27.0,1996.0,0.2,4.0,2.0,2.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,Matches
135,136,Diego Coppola,it ITA,DF,Hellas Verona,19.0,2003.0,18.2,718.0,687.0,30.0,28.0,0.0,7.0,0,1.0,0.0,0.0,0.0,0.0,555.0,1.0,6.0,Matches
136,137,Tommaso Corazza,it ITA,DF,Bologna,19.0,2004.0,2.2,145.0,110.0,35.0,5.0,0.0,1.0,8,30.0,0.0,0.0,0.0,0.0,119.0,0.0,9.0,Matches
137,138,Jeppe Corfitzen,dk DEN,FW,Lecce,18.0,2004.0,0.1,3.0,3.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,Matches
138,139,Giacomo Corona,it ITA,FW,Empoli,19.0,2004.0,0.1,2.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,Matches
139,140,João Costa,br BRA,MFFW,Roma,18.0,2005.0,0.2,9.0,7.0,2.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,Matches
140,141,Benoît Costil,fr FRA,GK,Salernitana,36.0,1987.0,13.0,428.0,273.0,154.0,50.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,258.0,1.0,0.0,Matches
141,142,Lassana Coulibaly,ml MLI,MF,Salernitana,27.0,1996.0,23.1,873.0,852.0,14.0,14.0,1.0,5.0,8,0.0,0.0,0.0,0.0,0.0,736.0,7.0,20.0,Matches
142,143,Mamadou Coulibaly,sn SEN,DF,Salernitana,24.0,1999.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Matches
143,144,Alessio Cragno,it ITA,GK,Sassuolo,29.0,1994.0,3.0,100.0,68.0,32.0,10.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,Matches
144,145,Bryan Cristante,it ITA,MFDF,Roma,28.0,1995.0,36.5,2178.0,2140.0,30.0,28.0,5.0,21.0,29,2.0,0.0,0.0,0.0,0.0,1785.0,8.0,43.0,Matches
145,146,Juan Cruz,ar ARG,FWMF,Hellas Verona,24.0,1999.0,1.2,27.0,27.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0,Matches
146,147,Juan Cuadrado,co COL,DF,Inter,35.0,1988.0,3.0,189.0,169.0,20.0,3.0,0.0,6.0,18,17.0,0.0,0.0,0.0,0.0,158.0,0.0,0.0,Matches
147,148,Marvin Cuni,al ALB,FW,Frosinone,22.0,2001.0,5.9,115.0,104.0,10.0,0.0,0.0,1.0,4,1.0,0.0,0.0,0.0,0.0,82.0,1.0,5.0,Matches
148,149,Danilo D'Ambrosio,it ITA,DF,Monza,34.0,1988.0,17.1,1095.0,1029.0,65.0,34.0,1.0,2.0,7,27.0,0.0,0.0,0.0,0.0,979.0,1.0,9.0,Matches
149,150,Flavius Daniliuc,at AUT,DF,Salernitana,22.0,2001.0,8.3,411.0,368.0,41.0,11.0,1.0,4.0,1,30.0,0.0,0.0,0.0,0.0,350.0,2.0,8.0,Matches
150,151,Danilo,br BRA,DF,Juventus,32.0,1991.0,27.2,1849.0,1635.0,205.0,49.0,2.0,23.0,18,89.0,0.0,0.0,0.0,0.0,1591.0,9.0,12.0,Matches
151,152,Matteo Darmian,it ITA,DF,Inter,33.0,1989.0,26.7,1389.0,1236.0,150.0,16.0,5.0,9.0,21,134.0,0.0,0.0,0.0,0.0,1181.0,3.0,30.0,Matches
152,153,Juan David Cabal,co COL,DF,Hellas Verona,22.0,2001.0,16.6,790.0,620.0,168.0,14.0,1.0,6.0,33,153.0,1.0,0.0,0.0,0.0,561.0,2.0,29.0,Matches
153,154,Keinan Davis,eng ENG,FWMF,Udinese,25.0,1998.0,2.1,50.0,49.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,4.0,Matches
154,155,Paweł Dawidowicz,pl POL,DF,Hellas Verona,28.0,1995.0,23.8,1173.0,1102.0,70.0,52.0,0.0,11.0,2,10.0,0.0,0.0,0.0,0.0,972.0,1.0,12.0,Matches
155,156,Charles De Ketelaere,be BEL,FWMF,Atalanta,22.0,2001.0,22.5,782.0,746.0,35.0,7.0,6.0,2.0,47,8.0,2.0,0.0,2.0,0.0,565.0,1.0,25.0,Matches
156,157,Mattia De Sciglio,it ITA,DF,Juventus,30.0,1992.0,0.5,19.0,17.0,2.0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,Matches
157,158,Lorenzo De Silvestri,it ITA,DF,Bologna,35.0,1988.0,7.5,432.0,365.0,66.0,16.0,0.0,1.0,9,50.0,0.0,0.0,0.0,0.0,373.0,1.0,7.0,Matches
158,159,Koni De Winter,be BEL,DF,Genoa,21.0,2002.0,26.4,1269.0,1158.0,111.0,35.0,1.0,0.0,5,45.0,0.0,0.0,0.0,0.0,1122.0,0.0,14.0,Matches
159,160,Grégoire Defrel,mq MTQ,FWMF,Sassuolo,32.0,1991.0,8.4,221.0,209.0,10.0,1.0,0.0,0.0,2,3.0,2.0,0.0,0.0,0.0,187.0,2.0,6.0,Matches
160,161,Alessandro Deiola,it ITA,MF,Cagliari,27.0,1995.0,17.9,524.0,511.0,11.0,4.0,2.0,11.0,15,7.0,0.0,0.0,0.0,0.0,364.0,2.0,10.0,Matches
161,162,Alessandro Dellavalle,it ITA,DF,Torino,19.0,2004.0,0.2,6.0,6.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,Matches
162,163,Diego Demme,de GER,MF,Napoli,31.0,1991.0,0.8,76.0,76.0,0.0,0.0,0.0,2.0,3,0.0,0.0,0.0,0.0,0.0,63.0,0.0,1.0,Matches
163,164,Leander Dendoncker,be BEL,MF,Napoli,28.0,1995.0,0.3,27.0,26.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,Matches
164,165,Mattia Destro,it ITA,FWMF,Empoli,32.0,1991.0,4.1,63.0,52.0,10.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,41.0,1.0,1.0,Matches
165,166,Federico Di Francesco,it ITA,FWMF,Lecce,29.0,1994.0,0.2,8.0,8.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,Matches
166,167,Raffaele Di Gennaro,it ITA,GK,Inter,29.0,1993.0,0.3,17.0,15.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,Matches
167,168,Michele Di Gregorio,it ITA,GK,Monza,26.0,1997.0,31.9,1350.0,1053.0,296.0,73.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,1054.0,1.0,1.0,Matches
168,169,Giovanni Di Lorenzo,it ITA,DF,Napoli,29.0,1993.0,35.9,2732.0,2336.0,386.0,42.0,6.0,26.0,126,343.0,1.0,0.0,0.0,0.0,2314.0,10.0,46.0,Matches
169,170,Alessandro Di Pardo,it ITA,DFMF,Cagliari,24.0,1999.0,4.0,175.0,146.0,29.0,0.0,0.0,1.0,18,29.0,0.0,0.0,0.0,0.0,115.0,0.0,7.0,Matches
170,171,Boulaye Dia,sn SEN,FWMF,Salernitana,26.0,1996.0,12.7,244.0,227.0,16.0,2.0,2.0,5.0,1,0.0,0.0,0.0,0.0,0.0,204.0,1.0,5.0,Matches
171,172,Federico Dimarco,it ITA,DF,Inter,25.0,1997.0,23.1,1328.0,1116.0,207.0,24.0,1.0,6.0,196,124.0,59.0,22.0,30.0,0.0,1027.0,5.0,34.0,Matches
172,173,Tiago Djaló,pt POR,DF,Juventus,23.0,2000.0,0.2,13.0,11.0,2.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,Matches
173,174,Koffi Djidji,ci CIV,DF,Torino,30.0,1992.0,8.4,434.0,411.0,20.0,10.0,0.0,0.0,2,10.0,0.0,0.0,0.0,0.0,372.0,3.0,3.0,Matches
174,175,Berat Djimsiti,al ALB,DF,Atalanta,30.0,1993.0,31.5,1661.0,1584.0,75.0,58.0,1.0,6.0,6,17.0,0.0,0.0,0.0,0.0,1454.0,2.0,11.0,Matches
175,176,Dodô,br BRA,DF,Fiorentina,24.0,1998.0,5.8,347.0,296.0,50.0,4.0,1.0,1.0,19,46.0,0.0,0.0,0.0,0.0,278.0,1.0,6.0,Matches
176,177,Josh Doig,sct SCO,DF,Hellas Verona,21.0,2002.0,9.2,338.0,261.0,74.0,4.0,0.0,1.0,30,70.0,0.0,0.0,0.0,0.0,251.0,3.0,9.0,Matches
177,178,Josh Doig,sct SCO,DF,Sassuolo,21.0,2002.0,14.9,591.0,413.0,177.0,4.0,0.0,2.0,47,172.0,1.0,0.0,1.0,0.0,404.0,1.0,19.0,Matches
178,179,Nicolás Domínguez,ar ARG,MF,Bologna,25.0,1998.0,1.1,92.0,90.0,2.0,1.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,83.0,0.0,1.0,Matches
179,180,Giulio Donati,it ITA,DF,Monza,33.0,1990.0,0.4,46.0,40.0,6.0,1.0,0.0,0.0,4,5.0,0.0,0.0,0.0,0.0,38.0,0.0,1.0,Matches
180,181,Patrick Dorgu,dk DEN,DFMF,Lecce,18.0,2004.0,17.4,729.0,612.0,115.0,19.0,0.0,5.0,41,91.0,5.0,0.0,0.0,0.0,582.0,2.0,16.0,Matches
181,182,Alberto Dossena,it ITA,DF,Cagliari,24.0,1998.0,33.1,1305.0,1255.0,49.0,41.0,3.0,11.0,1,7.0,0.0,0.0,0.0,0.0,1042.0,1.0,8.0,Matches
182,183,Radu Drăgușin,ro ROU,DF,Genoa,21.0,2002.0,19.0,721.0,623.0,98.0,20.0,0.0,3.0,1,34.0,0.0,0.0,0.0,0.0,592.0,0.0,3.0,Matches
183,184,Ondrej Duda,sk SVK,MF,Hellas Verona,28.0,1994.0,27.3,1209.0,1049.0,156.0,94.0,5.0,20.0,94,5.0,54.0,11.0,32.0,0.0,906.0,4.0,19.0,Matches
184,185,Denzel Dumfries,nl NED,DF,Inter,27.0,1996.0,18.2,801.0,656.0,142.0,4.0,0.0,2.0,47,138.0,0.0,0.0,0.0,0.0,614.0,3.0,16.0,Matches
185,186,Alfred Duncan,gh GHA,MF,Fiorentina,30.0,1993.0,21.0,1030.0,961.0,63.0,22.0,5.0,18.0,65,5.0,35.0,11.0,17.0,0.0,800.0,6.0,22.0,Matches
186,187,Paulo Dybala,ar ARG,FWMF,Roma,29.0,1993.0,21.8,1000.0,877.0,117.0,27.0,7.0,11.0,88,10.0,54.0,22.0,27.0,0.0,790.0,6.0,20.0,Matches
187,188,Festy Ebosele,ie IRL,DF,Udinese,20.0,2002.0,18.9,419.0,358.0,60.0,2.0,1.0,5.0,45,58.0,0.0,0.0,0.0,0.0,278.0,1.0,21.0,Matches
188,189,Enzo Ebosse,cm CMR,DF,Udinese,24.0,1999.0,0.1,15.0,15.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,Matches
189,190,Tyronne Ebuehi,ng NGA,DF,Empoli,27.0,1995.0,12.2,570.0,442.0,127.0,9.0,0.0,3.0,23,118.0,0.0,0.0,0.0,0.0,426.0,1.0,19.0,Matches
190,191,Éderson,br BRA,MF,Atalanta,24.0,1999.0,31.9,1662.0,1611.0,44.0,42.0,6.0,17.0,17,2.0,0.0,0.0,0.0,0.0,1390.0,7.0,27.0,Matches
191,192,Kingsley Ehizibue,nl NED,DF,Udinese,28.0,1995.0,10.6,257.0,223.0,33.0,0.0,0.0,0.0,17,33.0,0.0,0.0,0.0,0.0,175.0,1.0,15.0,Matches
192,193,Emmanuel Ekong,se SWE,FW,Empoli,21.0,2002.0,0.1,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Matches
193,194,Caleb Ekuban,gh GHA,FW,Genoa,29.0,1994.0,12.6,211.0,205.0,6.0,0.0,1.0,1.0,4,0.0,0.0,0.0,0.0,0.0,138.0,0.0,10.0,Matches
194,195,Elif Elmas,mk MKD,FWMF,Napoli,23.0,1999.0,3.8,191.0,183.0,7.0,1.0,0.0,0.0,6,3.0,3.0,0.0,1.0,0.0,167.0,1.0,4.0,Matches
195,196,Martin Erlic,hr CRO,DF,Sassuolo,25.0,1998.0,29.1,1214.0,1144.0,68.0,53.0,0.0,13.0,5,7.0,0.0,0.0,0.0,0.0,972.0,2.0,7.0,Matches
196,197,Giovanni Fabbian,it ITA,MFFW,Bologna,20.0,2003.0,11.7,287.0,282.0,5.0,3.0,1.0,1.0,4,2.0,0.0,0.0,0.0,0.0,225.0,0.0,7.0,Matches
197,198,Nicolò Fagioli,it ITA,MF,Juventus,22.0,2001.0,4.9,223.0,202.0,21.0,6.0,1.0,4.0,19,3.0,10.0,1.0,7.0,0.0,193.0,0.0,2.0,Matches
198,199,Wladimiro Falcone,it ITA,GK,Lecce,28.0,1995.0,38.0,1145.0,836.0,305.0,57.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,778.0,4.0,0.0,Matches
199,200,Davide Faraoni,it ITA,DF,Hellas Verona,31.0,1991.0,6.7,304.0,235.0,65.0,4.0,1.0,4.0,19,59.0,2.0,0.0,1.0,0.0,228.0,4.0,6.0,Matches
200,201,Davide Faraoni,it ITA,DF,Fiorentina,31.0,1991.0,4.4,248.0,200.0,47.0,5.0,1.0,0.0,17,41.0,1.0,0.0,1.0,0.0,190.0,1.0,7.0,Matches
201,202,Federico Fazio,ar ARG,DF,Salernitana,36.0,1987.0,15.1,587.0,540.0,44.0,34.0,0.0,2.0,0,8.0,0.0,0.0,0.0,0.0,440.0,3.0,5.0,Matches
202,203,Jacopo Fazzini,it ITA,MF,Empoli,20.0,2003.0,13.7,499.0,445.0,52.0,23.0,4.0,1.0,54,4.0,24.0,7.0,13.0,0.0,343.0,2.0,19.0,Matches
203,204,Lewis Ferguson,sct SCO,MF,Bologna,23.0,1999.0,30.1,1778.0,1740.0,34.0,16.0,7.0,9.0,11,17.0,1.0,0.0,0.0,0.0,1571.0,4.0,37.0,Matches
204,205,Andrea Ferraris,it ITA,MF,Monza,20.0,2003.0,0.1,4.0,3.0,1.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,Matches
205,206,João Ferreira,pt POR,DF,Udinese,22.0,2001.0,20.2,858.0,703.0,153.0,24.0,2.0,10.0,21,129.0,0.0,0.0,0.0,0.0,649.0,2.0,22.0,Matches
206,207,Seydou Fini,it ITA,DFFW,Genoa,17.0,2006.0,0.4,14.0,12.0,2.0,0.0,0.0,0.0,1,2.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,Matches
207,208,Vincenzo Fiorillo,it ITA,GK,Salernitana,33.0,1990.0,4.0,128.0,59.0,67.0,13.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,53.0,2.0,0.0,Matches
208,209,Alessandro Florenzi,it ITA,DF,Milan,32.0,1991.0,19.2,1277.0,1055.0,218.0,51.0,1.0,20.0,122,104.0,63.0,28.0,30.0,0.0,1055.0,4.0,16.0,Matches
209,210,Michael Folorunsho,it ITA,MFFW,Hellas Verona,25.0,1998.0,30.9,796.0,768.0,25.0,14.0,1.0,12.0,64,11.0,0.0,0.0,0.0,0.0,486.0,3.0,32.0,Matches
210,211,Davide Frattesi,it ITA,MF,Inter,23.0,1999.0,10.6,301.0,293.0,7.0,6.0,2.0,2.0,11,1.0,0.0,0.0,0.0,0.0,235.0,1.0,7.0,Matches
211,212,Morten Frendrup,dk DEN,MF,Genoa,22.0,2001.0,34.9,1224.0,1181.0,41.0,10.0,1.0,4.0,12,22.0,0.0,0.0,0.0,0.0,979.0,2.0,38.0,Matches
212,213,Remo Freuler,ch SUI,MF,Bologna,31.0,1992.0,29.2,1890.0,1789.0,97.0,87.0,1.0,4.0,9,10.0,0.0,0.0,0.0,0.0,1710.0,4.0,22.0,Matches
213,214,Gerardo Fusco,it ITA,FW,Salernitana,18.0,2005.0,0.2,7.0,7.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,Matches
214,215,Matteo Gabbia,it ITA,DF,Milan,23.0,1999.0,14.2,902.0,862.0,39.0,19.0,0.0,2.0,0,4.0,0.0,0.0,0.0,0.0,815.0,1.0,7.0,Matches
215,216,Gianluca Gaetano,it ITA,FWMF,Cagliari,23.0,2000.0,8.3,236.0,216.0,18.0,8.0,2.0,1.0,15,0.0,4.0,1.0,2.0,0.0,171.0,2.0,5.0,Matches
216,217,Gianluca Gaetano,it ITA,MF,Napoli,23.0,2000.0,1.8,79.0,78.0,1.0,1.0,0.0,1.0,3,0.0,0.0,0.0,0.0,0.0,70.0,0.0,1.0,Matches
217,218,Roberto Gagliardini,it ITA,MFDF,Monza,29.0,1994.0,26.2,1487.0,1427.0,57.0,45.0,2.0,13.0,8,8.0,3.0,0.0,0.0,0.0,1339.0,3.0,11.0,Matches
218,219,Pablo Galdames Millán,cl CHI,MFDF,Genoa,26.0,1996.0,0.1,23.0,23.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,Matches
219,220,Antonino Gallo,it ITA,DF,Lecce,23.0,2000.0,27.7,1408.0,1087.0,313.0,49.0,0.0,9.0,138,249.0,15.0,1.0,7.0,0.0,995.0,8.0,37.0,Matches
220,221,Luca Garritano,it ITA,MFDF,Frosinone,29.0,1994.0,5.4,220.0,203.0,17.0,4.0,0.0,2.0,16,5.0,8.0,3.0,3.0,0.0,147.0,0.0,10.0,Matches
221,222,Federico Gatti,it ITA,DF,Juventus,25.0,1998.0,29.3,1370.0,1295.0,71.0,23.0,1.0,13.0,19,48.0,0.0,0.0,0.0,0.0,1166.0,4.0,21.0,Matches
222,223,Francesco Gelli,it ITA,MFDF,Frosinone,26.0,1996.0,17.3,743.0,612.0,129.0,32.0,2.0,0.0,53,52.0,43.0,18.0,5.0,1.0,604.0,2.0,18.0,Matches
223,224,Luca Gemello,it ITA,GK,Torino,23.0,2000.0,2.0,118.0,99.0,17.0,5.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,95.0,2.0,0.0,Matches
224,225,Valentin Gendrey,fr FRA,DF,Lecce,23.0,2000.0,33.8,1380.0,1030.0,347.0,31.0,4.0,2.0,61,316.0,0.0,0.0,0.0,0.0,1031.0,3.0,32.0,Matches
225,226,Farés Ghedjemis,fr FRA,FWMF,Frosinone,20.0,2002.0,2.0,61.0,60.0,1.0,0.0,0.0,0.0,6,1.0,0.0,0.0,0.0,0.0,48.0,0.0,3.0,Matches
226,227,Lautaro Gianetti,ar ARG,DF,Udinese,29.0,1993.0,7.0,300.0,291.0,9.0,6.0,0.0,0.0,0,3.0,0.0,0.0,0.0,0.0,263.0,0.0,4.0,Matches
227,228,Mario Gila,es ESP,DF,Lazio,22.0,2000.0,20.1,1294.0,1209.0,81.0,45.0,4.0,16.0,8,18.0,0.0,0.0,0.0,0.0,1161.0,4.0,7.0,Matches
228,229,Gvidas Gineitis,lt LTU,MF,Torino,19.0,2004.0,6.0,284.0,256.0,27.0,12.0,0.0,2.0,22,0.0,15.0,10.0,4.0,0.0,227.0,1.0,7.0,Matches
229,230,Olivier Giroud,fr FRA,FW,Milan,36.0,1986.0,26.3,492.0,435.0,55.0,1.0,2.0,1.0,3,3.0,0.0,0.0,0.0,0.0,338.0,2.0,9.0,Matches
230,231,Edoardo Goldaniga,it ITA,DF,Cagliari,29.0,1993.0,11.2,553.0,505.0,46.0,19.0,0.0,19.0,10,26.0,0.0,0.0,0.0,0.0,438.0,2.0,0.0,Matches
231,232,Pierluigi Gollini,it ITA,GK,Napoli,28.0,1995.0,7.0,266.0,197.0,69.0,16.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,218.0,0.0,0.0,Matches
232,233,Papu Gómez,ar ARG,MFFW,Monza,35.0,1988.0,0.5,19.0,13.0,5.0,1.0,1.0,0.0,5,0.0,4.0,1.0,2.0,0.0,11.0,1.0,0.0,Matches
233,234,Iron Gomis,fr FRA,MF,Salernitana,23.0,1999.0,1.5,69.0,67.0,2.0,1.0,0.0,0.0,1,0.0,1.0,0.0,0.0,0.0,62.0,0.0,2.0,Matches
234,235,Joan Gonzàlez,es ESP,MF,Lecce,21.0,2002.0,14.3,463.0,444.0,16.0,5.0,0.0,7.0,10,5.0,0.0,0.0,0.0,0.0,348.0,3.0,10.0,Matches
235,236,Nicolás González,ar ARG,FW,Fiorentina,25.0,1998.0,21.3,789.0,753.0,33.0,3.0,5.0,15.0,39,29.0,1.0,1.0,0.0,0.0,560.0,3.0,27.0,Matches
236,237,Alberto Grassi,it ITA,MF,Empoli,28.0,1995.0,20.1,861.0,818.0,39.0,31.0,3.0,1.0,5,4.0,0.0,0.0,0.0,0.0,696.0,4.0,13.0,Matches
237,238,Mattéo Guendouzi,fr FRA,MF,Lazio,24.0,1999.0,26.3,1119.0,1081.0,33.0,16.0,5.0,3.0,42,17.0,0.0,0.0,0.0,0.0,926.0,5.0,27.0,Matches
238,239,Axel Guessand,fr FRA,DF,Udinese,18.0,2004.0,0.5,27.0,27.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,Matches
239,240,Albert Guðmundsson,is ISL,FWMF,Genoa,26.0,1997.0,33.5,1213.0,1006.0,204.0,80.0,5.0,8.0,179,16.0,93.0,34.0,48.0,2.0,907.0,3.0,34.0,Matches
240,241,Emmanuel Gyasi,gh GHA,DFFW,Empoli,29.0,1994.0,20.9,550.0,500.0,45.0,3.0,1.0,0.0,23,41.0,0.0,0.0,0.0,0.0,412.0,5.0,23.0,Matches
241,242,Norbert Gyömbér,sk SVK,DF,Salernitana,31.0,1992.0,19.6,750.0,709.0,39.0,30.0,0.0,1.0,0,9.0,0.0,0.0,0.0,0.0,630.0,2.0,2.0,Matches
242,243,Nicolas Haas,ch SUI,MF,Empoli,27.0,1996.0,1.0,51.0,50.0,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,1.0,Matches
243,244,Ridgeciano Haps,sr SUR,DF,Genoa,30.0,1993.0,8.6,221.0,199.0,22.0,0.0,0.0,0.0,16,22.0,0.0,0.0,0.0,0.0,161.0,0.0,7.0,Matches
244,245,Abdou Harroui,nl NED,MFFW,Frosinone,25.0,1998.0,11.3,383.0,361.0,18.0,4.0,4.0,2.0,12,6.0,2.0,1.0,0.0,0.0,303.0,4.0,11.0,Matches
245,246,Hans Hateboer,nl NED,DF,Atalanta,29.0,1994.0,12.4,616.0,515.0,97.0,4.0,0.0,2.0,34,93.0,0.0,0.0,0.0,0.0,514.0,4.0,16.0,Matches
246,247,Pantelis Hatzidiakos,gr GRE,DF,Cagliari,26.0,1997.0,9.5,405.0,369.0,31.0,11.0,0.0,4.0,6,19.0,0.0,0.0,0.0,0.0,328.0,5.0,6.0,Matches
247,248,Silvan Hefti,ch SUI,MFDF,Genoa,25.0,1997.0,1.3,39.0,30.0,9.0,0.0,0.0,0.0,2,9.0,0.0,0.0,0.0,0.0,24.0,0.0,1.0,Matches
248,249,Liam Henderson,sct SCO,MF,Empoli,27.0,1996.0,0.1,5.0,3.0,2.0,1.0,0.0,0.0,1,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,Matches
249,250,Matheus Henrique,br BRA,MF,Sassuolo,25.0,1997.0,27.8,1017.0,963.0,51.0,22.0,5.0,16.0,26,9.0,15.0,5.0,8.0,0.0,831.0,3.0,17.0,Matches
250,251,Thomas Henry,fr FRA,FW,Hellas Verona,28.0,1994.0,3.7,67.0,66.0,1.0,0.0,0.0,1.0,3,1.0,0.0,0.0,0.0,0.0,33.0,0.0,2.0,Matches
251,252,Theo Hernández,fr FRA,DF,Milan,25.0,1997.0,31.0,1994.0,1738.0,252.0,80.0,6.0,17.0,68,146.0,18.0,4.0,7.0,0.0,1717.0,4.0,45.0,Matches
252,253,Isak Hien,se SWE,DF,Hellas Verona,24.0,1999.0,9.6,394.0,381.0,13.0,12.0,0.0,2.0,0,1.0,0.0,0.0,0.0,0.0,324.0,0.0,2.0,Matches
253,254,Isak Hien,se SWE,DF,Atalanta,24.0,1999.0,10.4,472.0,451.0,21.0,14.0,0.0,1.0,0,1.0,0.0,0.0,0.0,0.0,417.0,0.0,2.0,Matches
