,_Rk,_Player,_Nation,_Pos,_Squad,_Age,_Born,_90s,_Att,PassTypes_Live,PassTypes_Dead,PassTypes_FK,PassTypes_TB,PassTypes_Sw,PassTypes_Crs,PassTypes_TI,PassTypes_CK,CornerKicks_In,CornerKicks_Out,CornerKicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Matches
30,31,Elias Baum,de GER,DFMF,Eint Frankfurt,17.0,2005.0,0.3,17,13,4,0,0,0,0,4,0,0,0,0,13,0,0,Matches
31,32,Oliver Baumann,de GER,GK,Hoffenheim,33.0,1990.0,34.0,1412,1072,336,87,0,1,0,0,0,0,0,0,1055,4,0,Matches
32,33,Christoph Baumgartner,at AUT,MFFW,RB Leipzig,23.0,1999.0,12.9,456,443,8,5,4,1,8,3,0,0,0,0,340,5,15,Matches
33,34,Ihlas Bebou,tg TOG,FWDF,Hoffenheim,29.0,1994.0,18.2,514,462,49,0,2,2,35,40,0,0,0,0,360,3,25,Matches
34,35,Adrian Beck,de GER,MFFW,Heidenheim,26.0,1997.0,10.8,431,411,18,3,2,5,6,1,0,0,0,0,311,2,17,Matches
35,36,Sheraldo Becker,sr SUR,FWMF,Union Berlin,28.0,1995.0,7.2,280,261,18,0,0,1,57,13,1,0,0,1,183,1,13,Matches
36,37,Chris Bedia,ci CIV,FWMF,Union Berlin,27.0,1996.0,1.6,20,19,1,0,0,0,0,0,0,0,0,0,14,0,1,Matches
37,38,Donny van de Beek,nl NED,MFFW,Eint Frankfurt,26.0,1997.0,4.0,139,134,5,1,1,0,7,0,4,0,4,0,109,0,5,Matches
38,39,Kevin Behrens,de GER,FW,Wolfsburg,32.0,1991.0,6.8,175,171,3,0,1,0,4,0,0,0,0,0,112,1,4,Matches
39,40,Kevin Behrens,de GER,FW,Union Berlin,32.0,1991.0,14.0,336,323,11,0,2,0,6,3,0,0,0,0,215,2,15,Matches
40,41,Maximilian Beier,de GER,FWMF,Hoffenheim,20.0,2002.0,26.9,550,498,50,0,4,1,38,8,1,1,0,0,384,2,26,Matches
41,42,Stefan Bell,de GER,DF,Mainz 05,31.0,1991.0,7.4,370,364,6,6,0,0,1,0,0,0,0,0,297,0,4,Matches
42,43,Ramy Bensebaini,dz ALG,DF,Dortmund,28.0,1995.0,11.5,851,746,105,22,1,4,21,83,0,0,0,0,702,0,26,Matches
43,44,Mergim Berisha,de GER,FW,Hoffenheim,25.0,1998.0,1.6,33,30,2,0,1,1,2,0,0,0,0,0,22,1,2,Matches
44,45,Mergim Berisha,de GER,FW,Augsburg,25.0,1998.0,1.4,14,13,1,0,0,0,1,0,0,0,0,0,10,0,1,Matches
45,46,Bernardo,br BRA,DF,Bochum,28.0,1995.0,32.5,1622,1356,259,12,0,4,30,233,0,0,0,0,1167,7,34,Matches
46,47,Matúš Bero,sk SVK,MFFW,Bochum,27.0,1995.0,18.5,535,502,28,3,7,1,16,23,0,0,0,0,355,5,20,Matches
47,48,Jan-Niklas Beste,de GER,FWMF,Heidenheim,24.0,1999.0,28.9,947,675,269,85,0,13,279,34,145,75,61,0,543,3,49,Matches
48,49,Pep Biel,es ESP,MFFW,Augsburg,26.0,1996.0,3.2,123,113,10,3,0,1,14,0,6,1,4,0,99,0,2,Matches
49,50,Tom Bischof,de GER,MFFW,Hoffenheim,18.0,2005.0,2.0,112,106,6,1,0,1,11,0,5,1,3,0,90,0,4,Matches
50,51,Leonardo Bittencourt,de GER,MF,Werder Bremen,29.0,1993.0,17.5,829,802,22,10,7,3,40,7,5,2,2,0,665,5,16,Matches
51,52,Hendry Blank,de GER,DF,Dortmund,18.0,2004.0,0.5,59,56,3,1,0,1,0,0,0,0,0,0,58,0,0,Matches
52,53,Janis Blaswich,de GER,GK,RB Leipzig,32.0,1991.0,21.0,957,786,170,36,0,0,0,0,0,0,0,0,836,1,1,Matches
53,54,Sacha Boey,fr FRA,DF,Bayern Munich,22.0,2000.0,1.2,69,52,17,2,0,0,0,15,0,0,0,0,58,0,2,Matches
54,55,Victor Boniface,ng NGA,FW,Leverkusen,22.0,2000.0,17.2,385,367,15,1,4,3,3,5,0,0,0,0,278,3,17,Matches
55,56,Leonardo Bonucci,it ITA,DF,Union Berlin,36.0,1987.0,5.1,248,236,11,7,0,1,6,4,0,0,0,0,190,1,0,Matches
56,57,Yvandro Borges Sanches,lu LUX,MFFW,Gladbach,19.0,2004.0,0.2,11,11,0,0,0,0,3,0,0,0,0,0,7,0,2,Matches
57,58,Sebastiaan Bornauw,be BEL,DF,Wolfsburg,24.0,1999.0,15.9,842,800,42,26,0,0,1,0,0,0,0,0,737,0,3,Matches
58,59,Rafael Borré,co COL,FW,Werder Bremen,27.0,1995.0,11.0,301,284,15,0,2,4,12,6,0,0,0,0,223,2,9,Matches
59,60,Julian Brandt,de GER,MFFW,Dortmund,27.0,1996.0,24.7,1319,1143,172,38,6,12,165,15,116,53,53,2,1054,4,24,Matches
60,61,Fabian Bredlow,de GER,GK,Stuttgart,28.0,1995.0,4.0,179,158,21,10,0,0,0,0,0,0,0,0,136,0,0,Matches
61,62,Tim Breithaupt,de GER,MF,Augsburg,21.0,2002.0,7.0,281,274,6,3,0,0,2,0,0,0,0,0,232,1,6,Matches
62,63,Maximilian Breunig,de GER,FW,Freiburg,22.0,2000.0,0.1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
63,64,Bennit Bröger,de GER,FW,Wolfsburg,17.0,2006.0,0.1,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
64,65,John Brooks,us USA,DF,Hoffenheim,30.0,1993.0,17.1,892,828,64,42,0,5,3,1,0,0,0,0,740,0,11,Matches
65,66,Moritz Broschinski,de GER,FW,Bochum,22.0,2000.0,13.9,223,215,5,0,0,0,12,0,0,0,0,0,135,3,10,Matches
66,67,Alexander Brunst,de GER,GK,Darmstadt 98,28.0,1995.0,3.0,150,116,34,13,0,1,0,0,0,0,0,0,103,0,0,Matches
67,68,Marius Bülter,de GER,DFFW,Hoffenheim,30.0,1993.0,15.0,695,589,106,5,2,4,73,98,3,1,0,0,500,0,30,Matches
68,69,Jonathan Burkardt,de GER,FWMF,Mainz 05,23.0,2000.0,17.1,394,374,18,1,2,3,33,2,0,0,0,0,266,2,16,Matches
69,70,Oliver Burke,sct SCO,FW,Werder Bremen,26.0,1997.0,0.4,12,8,4,0,0,0,2,4,0,0,0,0,6,0,0,Matches
70,71,Marnon Busch,de GER,DF,Heidenheim,28.0,1994.0,6.6,411,327,83,6,1,3,26,77,0,0,0,0,282,1,13,Matches
71,72,Aurélio Buta,pt POR,DFMF,Eint Frankfurt,26.0,1997.0,19.4,1112,930,181,10,1,3,46,171,0,0,0,0,875,1,23,Matches
72,73,Jamie Bynoe-Gittens,eng ENG,FWMF,Dortmund,18.0,2004.0,11.8,363,357,5,1,2,2,13,4,0,0,0,0,284,1,13,Matches
73,74,Anthony Caci,fr FRA,DF,Mainz 05,26.0,1997.0,27.6,1523,1296,224,36,1,22,73,176,11,6,4,0,1118,3,49,Matches
74,75,Emre Can,de GER,MFDF,Dortmund,29.0,1994.0,21.7,1471,1431,39,32,4,7,2,5,0,0,0,0,1286,1,15,Matches
75,76,Irvin Cardona,fr FRA,MFDF,Augsburg,25.0,1997.0,0.6,15,10,5,0,0,0,6,2,3,0,3,0,8,0,0,Matches
76,77,Rasmus Carstensen,dk DEN,DFFW,Köln,22.0,2000.0,18.4,827,666,160,9,1,0,58,151,0,0,0,0,594,1,47,Matches
77,78,Fabio Carvalho,pt POR,MF,RB Leipzig,20.0,2002.0,1.8,92,90,2,0,1,0,6,1,1,0,0,0,72,0,4,Matches
78,79,Koen Casteels,be BEL,GK,Wolfsburg,31.0,1992.0,25.0,949,726,221,60,0,2,0,0,0,0,0,0,688,2,0,Matches
79,80,Václav Černý,cz CZE,FWMF,Wolfsburg,25.0,1997.0,10.2,364,343,20,5,3,3,33,7,8,6,1,0,255,1,15,Matches
80,81,Julian Chabot,de GER,DF,Köln,25.0,1998.0,30.0,1616,1405,208,108,0,12,4,2,0,0,0,0,1361,3,5,Matches
81,82,El Chadaille Bitshiabu,fr FRA,DFMF,RB Leipzig,18.0,2005.0,0.4,59,53,6,0,0,0,2,6,0,0,0,0,48,0,1,Matches
82,83,Fares Chaïbi,dz ALG,MFFW,Eint Frankfurt,20.0,2002.0,21.2,922,744,172,41,3,3,176,28,94,41,50,0,592,6,32,Matches
83,84,Timothy Chandler,us USA,MFDF,Eint Frankfurt,33.0,1990.0,0.2,26,22,3,0,0,0,4,3,0,0,0,0,18,1,1,Matches
84,85,Fabio Chiarodia,it ITA,DF,Gladbach,18.0,2005.0,1.7,87,81,6,2,0,0,1,4,0,0,0,0,78,0,0,Matches
85,86,Jacob Christensen,dk DEN,MF,Köln,22.0,2001.0,2.4,85,85,0,0,0,1,5,0,0,0,0,0,66,0,1,Matches
86,87,Nnamdi Collins,de GER,DF,Eint Frankfurt,19.0,2004.0,1.0,75,64,10,2,0,0,2,8,0,0,0,0,61,1,0,Matches
87,88,Kingsley Coman,fr FRA,FW,Bayern Munich,27.0,1996.0,12.4,647,630,13,1,1,5,60,6,3,0,0,0,528,4,19,Matches
88,89,Bambasé Conté,de GER,MFFW,Hoffenheim,20.0,2003.0,0.5,24,24,0,0,0,0,1,0,0,0,0,0,19,0,0,Matches
89,90,Danny da Costa,de GER,DF,Mainz 05,30.0,1993.0,9.2,470,357,113,2,0,1,40,111,0,0,0,0,317,0,21,Matches
90,91,Nicolas Cozza,fr FRA,DF,Wolfsburg,24.0,1999.0,3.1,192,161,31,0,0,1,4,31,0,0,0,0,147,0,5,Matches
91,92,Tomáš Čvančara,cz CZE,FW,Gladbach,22.0,2000.0,10.0,216,206,9,0,0,0,3,0,0,0,0,0,137,1,7,Matches
92,93,Finn Dahmen,de GER,GK,Augsburg,25.0,1998.0,31.0,1345,1053,285,98,0,3,0,0,0,0,0,0,1025,7,0,Matches
93,94,Mahmoud Dahoud,de GER,MF,Stuttgart,27.0,1996.0,2.5,235,229,5,3,1,2,6,0,2,1,1,0,205,1,3,Matches
94,95,Lukas Daschner,de GER,MFFW,Bochum,24.0,1998.0,6.0,179,164,14,4,2,2,20,2,8,6,0,0,107,1,9,Matches
95,96,David Datro Fofana,ci CIV,FWMF,Union Berlin,20.0,2002.0,7.6,152,147,4,0,0,0,11,1,0,0,0,0,106,1,6,Matches
96,97,Alphonso Davies,ca CAN,DF,Bayern Munich,22.0,2000.0,22.9,1642,1455,187,27,4,1,31,160,0,0,0,0,1440,0,31,Matches
97,98,Olivier Deman,be BEL,DF,Werder Bremen,23.0,2000.0,15.2,730,607,121,6,0,5,45,110,4,2,1,0,543,2,28,Matches
98,99,Ermedin Demirović,ba BIH,FWMF,Augsburg,25.0,1998.0,31.9,574,523,44,3,3,1,10,4,1,0,0,0,371,7,35,Matches
99,100,Sepp van den Berg,nl NED,DF,Mainz 05,21.0,2001.0,31.5,1469,1424,41,34,0,2,2,2,0,0,0,0,1190,4,10,Matches
100,101,Samuele Di Benedetto,de GER,MF,Stuttgart,18.0,2005.0,0.1,11,11,0,0,0,0,0,0,0,0,0,0,10,0,0,Matches
101,102,Justin Diehl,de GER,FWMF,Köln,18.0,2004.0,1.9,64,48,16,2,0,0,18,1,13,7,6,0,41,0,1,Matches
102,103,Eric Dier,eng ENG,DF,Bayern Munich,29.0,1994.0,13.0,1143,1092,48,19,0,16,7,3,0,0,0,0,1042,3,4,Matches
103,104,Florian Dietz,de GER,FWMF,Köln,24.0,1998.0,0.8,19,18,1,0,0,0,0,0,0,0,0,0,13,0,1,Matches
104,105,Junior Dina Ebimbe,fr FRA,MFDF,Eint Frankfurt,22.0,2000.0,21.7,935,839,93,5,7,5,21,88,0,0,0,0,715,3,27,Matches
105,106,Eren Dinkçi,de GER,FWMF,Heidenheim,21.0,2001.0,29.4,819,791,25,3,2,5,79,18,3,0,3,0,508,3,52,Matches
106,107,Ritsu Doan,jp JPN,DFMF,Freiburg,25.0,1998.0,25.0,713,678,31,11,5,6,61,5,15,10,5,0,504,4,26,Matches
107,108,Danilho Doekhi,nl NED,DF,Union Berlin,25.0,1998.0,24.0,919,894,23,21,0,5,4,2,0,0,0,0,738,2,9,Matches
108,109,Niklas Dorsch,de GER,MF,Augsburg,25.0,1998.0,15.4,628,600,25,22,2,4,3,0,1,0,1,0,545,3,5,Matches
109,110,Nikola Dovedan,at AUT,MFFW,Heidenheim,29.0,1994.0,7.3,204,187,16,2,4,1,8,3,3,0,0,0,125,1,15,Matches
110,111,Damion Downs,de GER,FWMF,Köln,19.0,2004.0,2.0,36,35,1,0,0,0,1,1,0,0,0,0,24,0,4,Matches
111,112,Dion Drena Beljo,hr CRO,FWMF,Augsburg,21.0,2002.0,6.5,160,150,9,0,2,1,3,2,0,0,0,0,115,1,2,Matches
112,113,Tim Drexler,de GER,DF,Hoffenheim,18.0,2005.0,6.4,349,341,7,6,0,0,0,1,0,0,0,0,315,1,1,Matches
113,114,Marvin Ducksch,de GER,FW,Werder Bremen,29.0,1994.0,30.0,950,751,192,55,11,10,159,5,97,35,49,0,566,7,16,Matches
114,115,Julien Duranville,be BEL,FWMF,Dortmund,17.0,2006.0,0.1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,Matches
115,116,Maximilian Eggestein,de GER,MF,Freiburg,26.0,1996.0,32.4,1330,1296,28,21,4,2,9,5,0,0,0,0,1080,6,48,Matches
116,117,Lilian Egloff,de GER,MFDF,Stuttgart,20.0,2002.0,1.2,41,40,1,0,0,0,0,0,0,0,0,0,32,0,1,Matches
117,118,Hugo Ekitike,fr FRA,FW,Eint Frankfurt,21.0,2002.0,8.0,193,180,12,0,1,2,9,0,0,0,0,0,131,1,11,Matches
118,119,Elif Elmas,mk MKD,MFFW,RB Leipzig,23.0,1999.0,3.0,120,115,3,1,0,1,0,2,0,0,0,0,100,2,1,Matches
119,120,Nico Elvedi,ch SUI,DF,Gladbach,26.0,1996.0,27.6,1690,1605,83,32,2,1,3,26,0,0,0,0,1500,2,11,Matches
120,121,Arne Engels,be BEL,MFDF,Augsburg,19.0,2003.0,15.6,587,498,85,19,3,9,80,30,36,20,13,0,394,4,23,Matches
121,122,Ohis Felix Uduokhai,de GER,DF,Augsburg,25.0,1997.0,32.5,1658,1562,91,45,0,11,3,4,0,0,0,0,1349,5,6,Matches
122,123,Edimilson Fernandes,ch SUI,DF,Mainz 05,27.0,1996.0,14.3,801,705,90,44,2,10,53,18,28,15,9,1,615,6,9,Matches
123,124,Nacho Ferri,es ESP,FWMF,Eint Frankfurt,18.0,2004.0,0.8,26,25,0,0,0,0,0,0,0,0,0,0,13,1,1,Matches
124,125,Max Finkgräfe,de GER,DFFW,Köln,19.0,2004.0,19.5,859,662,196,17,1,8,61,172,7,3,3,0,598,1,35,Matches
125,126,Kilian Fischer,de GER,DFMF,Wolfsburg,22.0,2000.0,3.2,148,115,33,1,0,0,11,32,0,0,0,0,104,0,6,Matches
126,127,Jonas Föhrenbach,de GER,DF,Heidenheim,27.0,1996.0,31.0,1462,1151,307,17,0,17,73,289,1,1,0,0,1046,4,38,Matches
127,128,Emil Forsberg,se SWE,MFFW,RB Leipzig,31.0,1991.0,5.2,199,190,7,1,0,3,8,0,5,3,2,0,163,2,6,Matches
128,129,Philipp Förster,de GER,MFFW,Bochum,28.0,1995.0,4.3,208,183,24,12,0,0,28,0,11,5,5,0,156,1,4,Matches
129,130,Bartol Franjić,hr CRO,MF,Darmstadt 98,23.0,2000.0,13.7,556,534,21,13,0,1,4,8,0,0,0,0,462,1,9,Matches
130,131,Marco Friedl,at AUT,DF,Werder Bremen,25.0,1998.0,24.4,1081,1033,43,37,0,3,4,5,0,0,0,0,930,5,5,Matches
131,132,Marvin Friedrich,de GER,DF,Gladbach,27.0,1995.0,17.4,905,859,43,22,0,4,2,20,0,0,0,0,755,3,9,Matches
132,133,Jeremie Frimpong,nl NED,DF,Leverkusen,22.0,2000.0,25.0,1026,919,103,3,4,4,93,100,0,0,0,0,797,4,38,Matches
133,134,Chris Führich,de GER,FWMF,Stuttgart,25.0,1998.0,28.5,1370,1235,131,29,7,10,100,41,61,31,7,0,1112,4,34,Matches
134,135,Shiō Fukuda,jp JPN,FWMF,Gladbach,19.0,2004.0,0.4,6,6,0,0,0,0,0,0,0,0,0,0,3,0,0,Matches
135,136,Niclas Füllkrug,de GER,FW,Werder Bremen,30.0,1993.0,2.0,66,65,1,0,0,0,0,0,0,0,0,0,48,0,2,Matches
136,137,Niclas Füllkrug,de GER,FW,Dortmund,30.0,1993.0,24.6,572,557,14,1,4,5,5,0,0,0,0,0,378,1,23,Matches
137,138,Cristian Gamboa,cr CRC,DF,Bochum,33.0,1989.0,13.2,475,383,91,3,0,3,23,88,0,0,0,0,350,1,6,Matches
138,139,Dennis Geiger,de GER,MF,Hoffenheim,25.0,1998.0,0.7,12,12,0,0,0,0,0,0,0,0,0,0,8,0,0,Matches
139,140,Yannick Gerhardt,de GER,MFDF,Wolfsburg,29.0,1994.0,18.1,756,716,39,9,2,2,27,24,0,0,0,0,585,1,24,Matches
140,141,Anwar El Ghazi,nl NED,MFDF,Mainz 05,28.0,1995.0,0.6,22,22,0,0,0,0,1,0,0,0,0,0,15,0,1,Matches
141,142,Benedikt Gimber,de GER,DF,Heidenheim,26.0,1997.0,22.5,846,809,36,33,1,3,3,1,0,0,0,0,681,1,13,Matches
142,143,Matthias Ginter,de GER,DF,Freiburg,29.0,1994.0,21.3,1250,1180,68,38,2,2,16,29,0,0,0,0,1039,2,10,Matches
143,144,Klaus Gjasula,al ALB,DFMF,Darmstadt 98,33.0,1989.0,15.1,746,732,11,11,1,6,7,0,0,0,0,0,615,3,10,Matches
144,145,Serge Gnabry,de GER,FWMF,Bayern Munich,28.0,1995.0,4.8,214,205,8,0,3,1,10,6,1,1,0,0,180,1,5,Matches
145,146,Leon Goretzka,de GER,MF,Bayern Munich,28.0,1995.0,24.9,1754,1708,43,30,9,10,10,10,0,0,0,0,1559,3,22,Matches
146,147,Robin Gosens,de GER,DFMF,Union Berlin,29.0,1994.0,25.4,1184,961,220,11,3,2,64,207,2,0,2,0,858,3,36,Matches
147,148,Mario Götze,de GER,MF,Eint Frankfurt,31.0,1992.0,23.0,1325,1259,61,23,6,4,54,10,27,9,13,0,1050,5,33,Matches
148,149,Jeffrey Gouweleeuw,nl NED,DF,Augsburg,32.0,1991.0,28.8,1490,1414,64,58,3,17,18,3,0,0,0,0,1147,12,14,Matches
149,150,Jens Grahl,de GER,GK,Eint Frankfurt,34.0,1988.0,2.0,92,71,21,6,0,0,0,0,0,0,0,0,61,0,0,Matches
150,151,Ryan Gravenberch,nl NED,FW,Bayern Munich,21.0,2002.0,0.1,7,7,0,0,0,0,0,0,0,0,0,0,5,0,1,Matches
151,152,Michael Gregoritsch,at AUT,FW,Freiburg,29.0,1994.0,18.7,440,422,16,1,0,0,11,0,0,0,0,0,268,2,16,Matches
152,153,Vincenzo Grifo,it ITA,MFFW,Freiburg,30.0,1993.0,25.8,1335,1131,193,63,7,17,173,13,79,43,28,0,971,11,24,Matches
153,154,Florian Grillitsch,at AUT,DFMF,Hoffenheim,27.0,1995.0,25.5,1753,1643,107,71,7,4,17,7,5,1,4,0,1496,3,20,Matches
154,155,Álex Grimaldo,es ESP,DF,Leverkusen,27.0,1995.0,30.9,2148,1801,338,35,5,11,202,192,111,60,17,1,1762,9,49,Matches
155,156,Christian Groß,de GER,DFMF,Werder Bremen,34.0,1989.0,8.9,499,484,14,9,0,0,8,2,0,0,0,0,427,1,4,Matches
156,157,Brajan Gruda,de GER,MFFW,Mainz 05,19.0,2004.0,18.2,658,562,95,7,5,2,53,73,12,6,2,0,425,1,24,Matches
157,158,Ilia Gruev,bg BUL,MF,Werder Bremen,23.0,2000.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
158,159,Raphaël Guerreiro,pt POR,DFMF,Bayern Munich,29.0,1993.0,13.2,1017,940,76,9,0,0,42,52,15,3,9,0,880,1,16,Matches
159,160,Josuha Guilavogui,fr FRA,DF,Mainz 05,32.0,1990.0,4.5,180,171,9,9,0,0,0,0,0,0,0,0,155,0,0,Matches
160,161,Serhou Guirassy,gn GUI,FW,Stuttgart,27.0,1996.0,24.5,777,752,21,1,9,1,1,3,0,0,0,0,629,4,17,Matches
161,162,Péter Gulácsi,hu HUN,GK,RB Leipzig,33.0,1990.0,13.0,470,351,119,22,0,0,0,0,0,0,0,0,406,0,0,Matches
162,163,Manuel Gulde,de GER,DF,Freiburg,32.0,1991.0,22.7,1095,1031,62,39,0,6,3,4,0,0,0,0,942,2,6,Matches
163,164,Robert Gumny,pl POL,DF,Augsburg,25.0,1998.0,5.3,195,144,51,0,0,0,8,51,0,0,0,0,138,0,5,Matches
164,165,Christian Günter,de GER,DF,Freiburg,30.0,1993.0,11.8,505,409,96,12,0,1,62,68,16,10,4,0,387,0,16,Matches
165,166,Janik Haberer,de GER,MFDF,Union Berlin,29.0,1994.0,13.6,553,517,34,2,0,3,15,29,0,0,0,0,412,2,13,Matches
166,167,Robin Hack,de GER,FWMF,Gladbach,24.0,1998.0,15.0,525,485,39,10,3,4,44,3,20,9,9,0,389,1,22,Matches
167,168,Amadou Haidara,ml MLI,MF,RB Leipzig,25.0,1998.0,17.0,825,810,14,13,2,4,4,1,0,0,0,0,694,1,16,Matches
168,169,Sébastien Haller,ci CIV,FW,Dortmund,29.0,1994.0,4.4,115,109,6,0,1,0,0,0,0,0,0,0,78,0,2,Matches
169,170,Andreas Hanche-Olsen,no NOR,DF,Mainz 05,26.0,1997.0,11.0,439,427,10,8,0,4,0,0,0,0,0,0,342,2,2,Matches
170,171,Isak Hansen-Aarøen,no NOR,MF,Werder Bremen,18.0,2004.0,0.3,14,13,1,0,0,0,0,1,0,0,0,0,11,0,0,Matches
171,172,Genki Haraguchi,jp JPN,MF,Stuttgart,32.0,1991.0,0.3,18,18,0,0,0,0,0,0,0,0,0,0,14,0,0,Matches
172,173,Makoto Hasebe,jp JPN,DFMF,Eint Frankfurt,39.0,1984.0,2.4,189,183,6,6,1,0,1,0,0,0,0,0,166,0,1,Matches
173,174,Thorgan Hazard,be BEL,DF,Dortmund,30.0,1993.0,0.1,9,9,0,0,0,0,0,0,0,0,0,0,7,0,0,Matches
174,175,Dominique Heintz,de GER,DF,Köln,29.0,1993.0,6.3,423,359,64,5,0,2,23,54,0,0,0,0,349,0,6,Matches
175,176,Benjamin Henrichs,de GER,DF,RB Leipzig,26.0,1997.0,28.1,1670,1415,245,23,15,5,67,222,0,0,0,0,1314,10,40,Matches
176,177,Patrick Herrmann,de GER,FWDF,Gladbach,32.0,1991.0,1.0,44,37,7,1,0,0,5,0,6,4,0,0,29,0,1,Matches
