,_Rk,_Player,_Nation,_Pos,_Squad,_Age,_Born,_90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,_Ast,_xAG,Expected_xA,Expected_A-xAG,_KP,_1/3,_PPA,_CrsPA,_PrgP,Matches
96,97,Francesco Camarda,it ITA,FW,Milan,15.0,2008.0,0.2,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
97,98,Nicolò Cambiaghi,it ITA,FWMF,Empoli,22.0,2000.0,28.4,483.0,694.0,69.6,7640.0,1560.0,255.0,301.0,84.7,173.0,240.0,72.1,34.0,78.0,43.6,1,2.8,2.7,-1.8,31.0,22.0,25.0,15.0,63.0,Matches
98,99,Andrea Cambiaso,it ITA,DFFW,Juventus,23.0,2000.0,26.4,1007.0,1207.0,83.4,16173.0,3526.0,516.0,565.0,91.3,387.0,450.0,86.0,73.0,104.0,70.2,3,3.9,3.8,-0.9,38.0,40.0,24.0,11.0,71.0,Matches
99,100,Matteo Cancellieri,it ITA,FWMF,Empoli,21.0,2002.0,19.9,222.0,379.0,58.6,3245.0,789.0,128.0,172.0,74.4,72.0,117.0,61.5,12.0,42.0,28.6,3,2.9,2.1,0.1,17.0,13.0,9.0,3.0,26.0,Matches
100,101,Antonio Candreva,it ITA,MFFW,Salernitana,36.0,1987.0,30.6,1019.0,1407.0,72.4,17916.0,5994.0,496.0,546.0,90.8,343.0,486.0,70.6,130.0,268.0,48.5,6,5.0,4.1,1.0,60.0,110.0,56.0,21.0,149.0,Matches
101,102,Luigi Canotto,it ITA,FW,Frosinone,29.0,1994.0,0.2,2.0,3.0,66.7,21.0,9.0,2.0,2.0,100.0,0.0,0.0,,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
102,103,Gianluca Caprari,it ITA,MFFW,Monza,30.0,1993.0,3.2,98.0,124.0,79.0,1784.0,475.0,49.0,53.0,92.5,31.0,38.0,81.6,17.0,24.0,70.8,0,0.7,0.7,-0.7,11.0,10.0,7.0,0.0,15.0,Matches
103,104,Elia Caprile,it ITA,GK,Empoli,21.0,2001.0,23.0,555.0,820.0,67.7,16234.0,12618.0,69.0,71.0,97.2,296.0,304.0,97.4,190.0,441.0,43.1,0,0.3,0.0,-0.3,2.0,13.0,0.0,0.0,0.0,Matches
104,105,Francesco Caputo,it ITA,FW,Empoli,35.0,1987.0,14.1,164.0,216.0,75.9,2140.0,396.0,93.0,118.0,78.8,42.0,47.0,89.4,9.0,14.0,64.3,0,0.7,0.8,-0.7,10.0,9.0,3.0,0.0,18.0,Matches
105,106,Andrea Carboni,it ITA,DF,Monza,22.0,2001.0,16.5,833.0,976.0,85.3,14698.0,4909.0,352.0,384.0,91.7,411.0,447.0,91.9,65.0,122.0,53.3,0,0.5,0.4,-0.5,9.0,59.0,5.0,4.0,46.0,Matches
106,107,Valentin Carboni,ar ARG,MFFW,Monza,18.0,2005.0,13.0,436.0,523.0,83.4,6962.0,1487.0,225.0,260.0,86.5,175.0,193.0,90.7,28.0,38.0,73.7,3,1.7,1.4,1.3,23.0,30.0,8.0,1.0,57.0,Matches
107,108,Marco Carnesecchi,it ITA,GK,Atalanta,23.0,2000.0,26.9,619.0,879.0,70.4,18321.0,13014.0,73.0,75.0,97.3,320.0,330.0,97.0,225.0,467.0,48.2,0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,Matches
108,109,Nicolò Casale,it ITA,DF,Lazio,25.0,1998.0,17.3,940.0,1024.0,91.8,17305.0,5880.0,360.0,383.0,94.0,489.0,519.0,94.2,81.0,102.0,79.4,0,0.0,0.2,0.0,2.0,66.0,1.0,0.0,49.0,Matches
109,110,Giuseppe Caso,it ITA,FWMF,Frosinone,24.0,1998.0,4.6,95.0,112.0,84.8,1144.0,413.0,67.0,74.0,90.5,17.0,23.0,73.9,3.0,4.0,75.0,0,0.2,0.2,-0.2,3.0,5.0,8.0,0.0,20.0,Matches
110,111,Valentín Castellanos,ar ARG,FW,Lazio,24.0,1998.0,18.7,272.0,452.0,60.2,3651.0,962.0,162.0,237.0,68.4,74.0,124.0,59.7,16.0,25.0,64.0,3,1.7,1.1,1.3,19.0,27.0,15.0,1.0,47.0,Matches
111,112,Samu Castillejo,es ESP,FWMF,Sassuolo,28.0,1995.0,6.0,213.0,283.0,75.3,3239.0,693.0,109.0,120.0,90.8,86.0,107.0,80.4,10.0,37.0,27.0,0,1.0,0.9,-1.0,15.0,14.0,6.0,4.0,26.0,Matches
112,113,Santiago Castro,ar ARG,FW,Bologna,18.0,2004.0,2.7,43.0,52.0,82.7,675.0,64.0,30.0,35.0,85.7,7.0,8.0,87.5,5.0,6.0,83.3,1,0.5,0.0,0.5,1.0,2.0,0.0,0.0,1.0,Matches
113,114,Gaetano Castrovilli,it ITA,FWMF,Fiorentina,26.0,1997.0,4.1,75.0,116.0,64.7,1164.0,320.0,41.0,51.0,80.4,26.0,41.0,63.4,6.0,10.0,60.0,2,0.6,0.1,1.4,7.0,6.0,3.0,2.0,12.0,Matches
114,115,Danilo Cataldi,it ITA,MF,Lazio,28.0,1994.0,15.1,800.0,932.0,85.8,12545.0,3512.0,421.0,452.0,93.1,309.0,347.0,89.0,48.0,94.0,51.1,0,0.8,0.9,-0.8,11.0,79.0,8.0,2.0,69.0,Matches
115,116,Emil Ceide,no NOR,FWMF,Sassuolo,21.0,2001.0,2.0,40.0,59.0,67.8,521.0,189.0,27.0,33.0,81.8,10.0,14.0,71.4,1.0,2.0,50.0,0,0.2,0.2,-0.2,4.0,2.0,2.0,0.0,3.0,Matches
116,117,Zeki Çelik,tr TUR,DF,Roma,26.0,1997.0,7.5,284.0,341.0,83.3,4660.0,1360.0,139.0,158.0,88.0,116.0,137.0,84.7,18.0,31.0,58.1,0,0.6,0.4,-0.6,9.0,8.0,9.0,3.0,26.0,Matches
117,118,Fabien Centonze,fr FRA,DF,Hellas Verona,27.0,1996.0,7.5,213.0,317.0,67.2,3365.0,1617.0,110.0,138.0,79.7,87.0,119.0,73.1,13.0,40.0,32.5,1,1.0,0.8,0.0,6.0,14.0,8.0,7.0,14.0,Matches
118,119,Michele Cerofolini,it ITA,GK,Frosinone,24.0,1999.0,7.5,124.0,209.0,59.3,3261.0,2471.0,23.0,23.0,100.0,66.0,67.0,98.5,34.0,117.0,29.1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Matches
119,120,Alberto Cerri,it ITA,FW,Empoli,27.0,1996.0,6.1,68.0,136.0,50.0,877.0,149.0,50.0,82.0,61.0,16.0,33.0,48.5,2.0,4.0,50.0,0,0.2,0.3,-0.2,4.0,2.0,1.0,0.0,9.0,Matches
120,121,Leonardo Cerri,it ITA,DF,Juventus,20.0,2003.0,0.1,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
121,122,Charlys,br BRA,MF,Hellas Verona,19.0,2004.0,0.3,5.0,6.0,83.3,64.0,23.0,4.0,4.0,100.0,1.0,2.0,50.0,0.0,0.0,,0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,Matches
122,123,Walid Cheddira,ma MAR,FW,Frosinone,25.0,1998.0,23.6,262.0,385.0,68.1,3458.0,610.0,160.0,207.0,77.3,67.0,96.0,69.8,13.0,13.0,100.0,1,1.4,0.7,-0.4,16.0,17.0,4.0,0.0,22.0,Matches
123,124,Federico Chiesa,it ITA,FW,Juventus,25.0,1997.0,24.4,498.0,712.0,69.9,7884.0,2466.0,270.0,329.0,82.1,161.0,224.0,71.9,48.0,93.0,51.6,2,6.2,5.6,-4.2,54.0,42.0,45.0,18.0,70.0,Matches
124,125,Oliver Christensen,dk DEN,GK,Fiorentina,24.0,1999.0,4.0,146.0,190.0,76.8,3678.0,2601.0,33.0,33.0,100.0,68.0,71.0,95.8,43.0,83.0,51.8,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Matches
125,126,Samuel Chukwueze,ng NGA,FW,Milan,24.0,1999.0,11.3,330.0,421.0,78.4,5423.0,1275.0,163.0,197.0,82.7,140.0,170.0,82.4,19.0,32.0,59.4,3,2.3,2.7,0.7,20.0,22.0,23.0,1.0,51.0,Matches
126,127,Alphadjo Cissè,it ITA,FW,Hellas Verona,16.0,2006.0,0.1,1.0,1.0,100.0,9.0,0.0,1.0,1.0,100.0,0.0,0.0,,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
127,128,Giorgio Cittadini,it ITA,DF,Monza,21.0,2002.0,0.2,5.0,6.0,83.3,94.0,39.0,1.0,2.0,50.0,3.0,3.0,100.0,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Matches
128,129,Giorgio Cittadini,it ITA,DF,Genoa,21.0,2002.0,1.2,19.0,31.0,61.3,392.0,117.0,6.0,11.0,54.5,9.0,14.0,64.3,4.0,5.0,80.0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,Matches
129,130,Patrick Ciurria,it ITA,DFMF,Monza,28.0,1995.0,17.8,662.0,847.0,78.2,10671.0,3258.0,335.0,377.0,88.9,271.0,348.0,77.9,41.0,72.0,56.9,1,2.6,2.1,-1.6,30.0,46.0,28.0,10.0,68.0,Matches
130,131,Lorenzo Colombo,it ITA,FW,Monza,21.0,2002.0,15.1,185.0,263.0,70.3,2711.0,593.0,104.0,139.0,74.8,48.0,66.0,72.7,16.0,22.0,72.7,1,0.6,0.5,0.4,8.0,10.0,3.0,0.0,24.0,Matches
131,132,Andrea Colpani,it ITA,MFFW,Monza,24.0,1999.0,29.5,752.0,981.0,76.7,14005.0,3225.0,333.0,379.0,87.9,296.0,370.0,80.0,102.0,176.0,58.0,4,5.0,4.6,-1.0,56.0,55.0,41.0,9.0,120.0,Matches
132,133,Pietro Comuzzo,it ITA,DFFW,Fiorentina,18.0,2005.0,0.5,27.0,38.0,71.1,550.0,154.0,5.0,11.0,45.5,21.0,24.0,87.5,1.0,2.0,50.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,Matches
133,134,Andrea Consigli,it ITA,GK,Sassuolo,36.0,1987.0,35.0,838.0,1235.0,67.9,24440.0,17449.0,126.0,126.0,100.0,395.0,402.0,98.3,311.0,700.0,44.4,0,0.0,0.1,0.0,0.0,15.0,2.0,0.0,1.0,Matches
134,135,Nikita Contini Baranovsky,it ITA,GK,Napoli,27.0,1996.0,0.2,4.0,4.0,100.0,66.0,38.0,2.0,2.0,100.0,2.0,2.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
135,136,Diego Coppola,it ITA,DF,Hellas Verona,19.0,2003.0,18.2,555.0,718.0,77.3,11563.0,4450.0,151.0,189.0,79.9,324.0,369.0,87.8,78.0,142.0,54.9,0,0.2,0.1,-0.2,4.0,33.0,0.0,0.0,40.0,Matches
136,137,Tommaso Corazza,it ITA,DF,Bologna,19.0,2004.0,2.2,119.0,145.0,82.1,1781.0,648.0,68.0,74.0,91.9,38.0,41.0,92.7,8.0,17.0,47.1,0,0.1,0.2,-0.1,1.0,7.0,4.0,3.0,14.0,Matches
137,138,Jeppe Corfitzen,dk DEN,FW,Lecce,18.0,2004.0,0.1,2.0,3.0,66.7,33.0,0.0,0.0,0.0,,2.0,3.0,66.7,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
138,139,Giacomo Corona,it ITA,FW,Empoli,19.0,2004.0,0.1,2.0,2.0,100.0,41.0,0.0,1.0,1.0,100.0,0.0,0.0,,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
139,140,João Costa,br BRA,MFFW,Roma,18.0,2005.0,0.2,7.0,9.0,77.8,100.0,43.0,4.0,4.0,100.0,3.0,3.0,100.0,0.0,1.0,0.0,0,0.0,0.1,0.0,1.0,0.0,1.0,0.0,1.0,Matches
140,141,Benoît Costil,fr FRA,GK,Salernitana,36.0,1987.0,13.0,258.0,428.0,60.3,7748.0,6197.0,48.0,49.0,98.0,109.0,111.0,98.2,101.0,267.0,37.8,0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,Matches
141,142,Lassana Coulibaly,ml MLI,MF,Salernitana,27.0,1996.0,23.1,736.0,873.0,84.3,11985.0,3305.0,358.0,400.0,89.5,305.0,347.0,87.9,52.0,68.0,76.5,1,0.8,0.9,0.2,11.0,80.0,6.0,2.0,88.0,Matches
142,143,Mamadou Coulibaly,sn SEN,DF,Salernitana,24.0,1999.0,0.0,1.0,3.0,33.3,6.0,1.0,1.0,3.0,33.3,0.0,0.0,,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
143,144,Alessio Cragno,it ITA,GK,Sassuolo,29.0,1994.0,3.0,69.0,100.0,69.0,1856.0,1253.0,16.0,16.0,100.0,28.0,28.0,100.0,24.0,55.0,43.6,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Matches
144,145,Bryan Cristante,it ITA,MFDF,Roma,28.0,1995.0,36.5,1785.0,2178.0,82.0,31740.0,9730.0,777.0,895.0,86.8,818.0,924.0,88.5,154.0,242.0,63.6,4,2.9,3.1,1.1,30.0,229.0,37.0,6.0,234.0,Matches
145,146,Juan Cruz,ar ARG,FWMF,Hellas Verona,24.0,1999.0,1.2,18.0,27.0,66.7,211.0,78.0,16.0,22.0,72.7,1.0,2.0,50.0,1.0,2.0,50.0,0,0.1,0.1,-0.1,1.0,1.0,0.0,0.0,4.0,Matches
146,147,Juan Cuadrado,co COL,DF,Inter,35.0,1988.0,3.0,158.0,189.0,83.6,2799.0,632.0,73.0,77.0,94.8,61.0,76.0,80.3,16.0,27.0,59.3,2,1.6,1.2,0.4,9.0,11.0,5.0,2.0,11.0,Matches
147,148,Marvin Cuni,al ALB,FW,Frosinone,22.0,2001.0,5.9,82.0,115.0,71.3,988.0,167.0,48.0,60.0,80.0,20.0,28.0,71.4,3.0,4.0,75.0,0,0.3,0.2,-0.3,6.0,2.0,2.0,0.0,11.0,Matches
148,149,Danilo D'Ambrosio,it ITA,DF,Monza,34.0,1988.0,17.1,979.0,1095.0,89.4,17542.0,5544.0,360.0,376.0,95.7,531.0,566.0,93.8,74.0,124.0,59.7,0,0.2,0.4,-0.2,4.0,61.0,4.0,1.0,61.0,Matches
149,150,Flavius Daniliuc,at AUT,DF,Salernitana,22.0,2001.0,8.3,350.0,411.0,85.2,5932.0,2368.0,157.0,180.0,87.2,157.0,170.0,92.4,27.0,39.0,69.2,0,0.2,0.1,-0.2,5.0,31.0,2.0,0.0,37.0,Matches
150,151,Danilo,br BRA,DF,Juventus,32.0,1991.0,27.2,1591.0,1849.0,86.0,31356.0,11027.0,541.0,580.0,93.3,839.0,916.0,91.6,195.0,303.0,64.4,1,0.9,1.0,0.1,21.0,148.0,14.0,4.0,161.0,Matches
151,152,Matteo Darmian,it ITA,DF,Inter,33.0,1989.0,26.7,1181.0,1389.0,85.0,20253.0,6795.0,512.0,565.0,90.6,558.0,611.0,91.3,83.0,144.0,57.6,1,1.8,1.3,-0.8,22.0,64.0,14.0,6.0,72.0,Matches
152,153,Juan David Cabal,co COL,DF,Hellas Verona,22.0,2001.0,16.6,561.0,790.0,71.0,9888.0,4415.0,265.0,306.0,86.6,228.0,302.0,75.5,56.0,126.0,44.4,0,0.4,0.6,-0.4,12.0,57.0,10.0,6.0,70.0,Matches
153,154,Keinan Davis,eng ENG,FWMF,Udinese,25.0,1998.0,2.1,36.0,50.0,72.0,512.0,122.0,20.0,26.0,76.9,14.0,16.0,87.5,1.0,1.0,100.0,0,0.1,0.2,-0.1,3.0,3.0,2.0,0.0,6.0,Matches
154,155,Paweł Dawidowicz,pl POL,DF,Hellas Verona,28.0,1995.0,23.8,972.0,1173.0,82.9,20339.0,7048.0,247.0,302.0,81.8,587.0,647.0,90.7,131.0,199.0,65.8,0,0.0,0.1,0.0,2.0,60.0,2.0,0.0,89.0,Matches
155,156,Charles De Ketelaere,be BEL,FWMF,Atalanta,22.0,2001.0,22.5,565.0,782.0,72.3,8690.0,2346.0,302.0,384.0,78.6,211.0,273.0,77.3,31.0,58.0,53.4,8,6.1,4.1,1.9,49.0,44.0,42.0,7.0,126.0,Matches
156,157,Mattia De Sciglio,it ITA,DF,Juventus,30.0,1992.0,0.5,17.0,19.0,89.5,296.0,124.0,7.0,7.0,100.0,9.0,10.0,90.0,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,Matches
157,158,Lorenzo De Silvestri,it ITA,DF,Bologna,35.0,1988.0,7.5,373.0,432.0,86.3,5791.0,1916.0,181.0,195.0,92.8,168.0,189.0,88.9,14.0,29.0,48.3,0,0.0,0.1,0.0,0.0,20.0,1.0,1.0,27.0,Matches
158,159,Koni De Winter,be BEL,DF,Genoa,21.0,2002.0,26.4,1122.0,1269.0,88.4,19280.0,6416.0,465.0,509.0,91.4,568.0,615.0,92.4,67.0,99.0,67.7,1,1.0,0.3,0.0,5.0,54.0,5.0,0.0,76.0,Matches
159,160,Grégoire Defrel,mq MTQ,FWMF,Sassuolo,32.0,1991.0,8.4,187.0,221.0,84.6,2738.0,555.0,102.0,114.0,89.5,65.0,75.0,86.7,10.0,13.0,76.9,2,1.2,1.1,0.8,8.0,10.0,3.0,1.0,17.0,Matches
160,161,Alessandro Deiola,it ITA,MF,Cagliari,27.0,1995.0,17.9,364.0,524.0,69.5,6842.0,2077.0,171.0,216.0,79.2,142.0,194.0,73.2,47.0,90.0,52.2,0,0.9,0.5,-0.9,10.0,45.0,7.0,2.0,64.0,Matches
161,162,Alessandro Dellavalle,it ITA,DF,Torino,19.0,2004.0,0.2,5.0,6.0,83.3,132.0,51.0,3.0,3.0,100.0,0.0,0.0,,2.0,2.0,100.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Matches
162,163,Diego Demme,de GER,MF,Napoli,31.0,1991.0,0.8,63.0,76.0,82.9,1050.0,216.0,28.0,34.0,82.4,29.0,35.0,82.9,4.0,4.0,100.0,0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,5.0,Matches
163,164,Leander Dendoncker,be BEL,MF,Napoli,28.0,1995.0,0.3,23.0,27.0,85.2,333.0,62.0,15.0,17.0,88.2,8.0,9.0,88.9,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,Matches
164,165,Mattia Destro,it ITA,FWMF,Empoli,32.0,1991.0,4.1,41.0,63.0,65.1,567.0,71.0,22.0,32.0,68.8,17.0,25.0,68.0,1.0,1.0,100.0,0,0.3,0.0,-0.3,3.0,2.0,0.0,0.0,4.0,Matches
165,166,Federico Di Francesco,it ITA,FWMF,Lecce,29.0,1994.0,0.2,6.0,8.0,75.0,90.0,43.0,1.0,2.0,50.0,2.0,2.0,100.0,1.0,2.0,50.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Matches
166,167,Raffaele Di Gennaro,it ITA,GK,Inter,29.0,1993.0,0.3,15.0,17.0,88.2,324.0,175.0,5.0,5.0,100.0,8.0,8.0,100.0,2.0,3.0,66.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
167,168,Michele Di Gregorio,it ITA,GK,Monza,26.0,1997.0,31.9,1054.0,1350.0,78.1,28283.0,18779.0,220.0,224.0,98.2,513.0,517.0,99.2,314.0,600.0,52.3,0,0.0,0.1,0.0,0.0,15.0,0.0,0.0,1.0,Matches
168,169,Giovanni Di Lorenzo,it ITA,DF,Napoli,29.0,1993.0,35.9,2314.0,2732.0,84.7,36941.0,13552.0,1255.0,1357.0,92.5,835.0,982.0,85.0,170.0,254.0,66.9,6,4.9,5.4,1.1,51.0,230.0,86.0,16.0,304.0,Matches
169,170,Alessandro Di Pardo,it ITA,DFMF,Cagliari,24.0,1999.0,4.0,115.0,175.0,65.7,1822.0,700.0,65.0,82.0,79.3,41.0,57.0,71.9,6.0,24.0,25.0,0,0.2,0.2,-0.2,5.0,5.0,7.0,4.0,11.0,Matches
170,171,Boulaye Dia,sn SEN,FWMF,Salernitana,26.0,1996.0,12.7,204.0,244.0,83.6,3303.0,641.0,99.0,111.0,89.2,77.0,86.0,89.5,16.0,23.0,69.6,0,0.5,0.5,-0.5,10.0,22.0,5.0,0.0,22.0,Matches
171,172,Federico Dimarco,it ITA,DF,Inter,25.0,1997.0,23.1,1027.0,1328.0,77.3,17596.0,5513.0,495.0,541.0,91.5,390.0,491.0,79.4,111.0,211.0,52.6,6,8.5,7.5,-2.5,61.0,60.0,57.0,30.0,100.0,Matches
172,173,Tiago Djaló,pt POR,DF,Juventus,23.0,2000.0,0.2,12.0,13.0,92.3,232.0,68.0,3.0,3.0,100.0,8.0,8.0,100.0,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Matches
173,174,Koffi Djidji,ci CIV,DF,Torino,30.0,1992.0,8.4,372.0,434.0,85.7,6282.0,2034.0,154.0,171.0,90.1,186.0,202.0,92.1,24.0,44.0,54.5,0,0.0,0.1,0.0,0.0,17.0,0.0,0.0,19.0,Matches
174,175,Berat Djimsiti,al ALB,DF,Atalanta,30.0,1993.0,31.5,1454.0,1661.0,87.5,27563.0,8404.0,488.0,555.0,87.9,808.0,870.0,92.9,136.0,187.0,72.7,1,0.7,0.5,0.3,7.0,40.0,5.0,1.0,79.0,Matches
175,176,Dodô,br BRA,DF,Fiorentina,24.0,1998.0,5.8,278.0,347.0,80.1,5196.0,1670.0,105.0,120.0,87.5,141.0,168.0,83.9,29.0,42.0,69.0,0,0.8,0.6,-0.8,10.0,25.0,9.0,3.0,39.0,Matches
176,177,Josh Doig,sct SCO,DF,Hellas Verona,21.0,2002.0,9.2,251.0,338.0,74.3,4528.0,1565.0,103.0,123.0,83.7,119.0,143.0,83.2,24.0,50.0,48.0,0,0.3,0.4,-0.3,5.0,15.0,5.0,4.0,15.0,Matches
177,178,Josh Doig,sct SCO,DF,Sassuolo,21.0,2002.0,14.9,404.0,591.0,68.4,6365.0,2717.0,233.0,264.0,88.3,136.0,204.0,66.7,26.0,86.0,30.2,2,1.1,0.7,0.9,14.0,39.0,9.0,7.0,33.0,Matches
178,179,Nicolás Domínguez,ar ARG,MF,Bologna,25.0,1998.0,1.1,83.0,92.0,90.2,1276.0,370.0,45.0,49.0,91.8,36.0,40.0,90.0,2.0,2.0,100.0,0,0.0,0.1,0.0,1.0,5.0,1.0,0.0,9.0,Matches
179,180,Giulio Donati,it ITA,DF,Monza,33.0,1990.0,0.4,38.0,46.0,82.6,656.0,213.0,18.0,21.0,85.7,18.0,21.0,85.7,2.0,3.0,66.7,0,0.2,0.2,-0.2,3.0,0.0,1.0,1.0,3.0,Matches
180,181,Patrick Dorgu,dk DEN,DFMF,Lecce,18.0,2004.0,17.4,582.0,729.0,79.8,9119.0,2695.0,305.0,338.0,90.2,215.0,266.0,80.8,40.0,77.0,51.9,0,1.6,0.7,-1.6,18.0,31.0,13.0,7.0,49.0,Matches
181,182,Alberto Dossena,it ITA,DF,Cagliari,24.0,1998.0,33.1,1042.0,1305.0,79.8,22274.0,7809.0,279.0,324.0,86.1,597.0,680.0,87.8,158.0,271.0,58.3,4,2.1,1.3,1.9,12.0,71.0,4.0,0.0,89.0,Matches
182,183,Radu Drăgușin,ro ROU,DF,Genoa,21.0,2002.0,19.0,592.0,721.0,82.1,10460.0,3372.0,233.0,270.0,86.3,308.0,343.0,89.8,41.0,83.0,49.4,1,0.8,0.9,0.2,7.0,22.0,2.0,0.0,29.0,Matches
183,184,Ondrej Duda,sk SVK,MF,Hellas Verona,28.0,1994.0,27.3,906.0,1209.0,74.9,17261.0,5504.0,379.0,440.0,86.1,372.0,461.0,80.7,136.0,250.0,54.4,4,3.3,3.0,0.7,53.0,118.0,21.0,4.0,117.0,Matches
184,185,Denzel Dumfries,nl NED,DF,Inter,27.0,1996.0,18.2,614.0,801.0,76.7,9956.0,2925.0,287.0,345.0,83.2,265.0,335.0,79.1,41.0,70.0,58.6,4,4.9,3.2,-0.9,27.0,34.0,29.0,13.0,51.0,Matches
185,186,Alfred Duncan,gh GHA,MF,Fiorentina,30.0,1993.0,21.0,800.0,1030.0,77.7,15638.0,4534.0,309.0,362.0,85.4,363.0,415.0,87.5,120.0,202.0,59.4,5,2.0,2.8,3.0,36.0,101.0,26.0,11.0,133.0,Matches
186,187,Paulo Dybala,ar ARG,FWMF,Roma,29.0,1993.0,21.8,790.0,1000.0,79.0,12944.0,3000.0,409.0,461.0,88.7,272.0,330.0,82.4,80.0,140.0,57.1,9,4.3,4.0,4.7,50.0,67.0,37.0,0.0,122.0,Matches
187,188,Festy Ebosele,ie IRL,DF,Udinese,20.0,2002.0,18.9,278.0,419.0,66.3,4631.0,1636.0,140.0,182.0,76.9,98.0,149.0,65.8,27.0,51.0,52.9,0,1.8,1.5,-1.8,15.0,22.0,11.0,5.0,35.0,Matches
188,189,Enzo Ebosse,cm CMR,DF,Udinese,24.0,1999.0,0.1,12.0,15.0,80.0,222.0,57.0,4.0,4.0,100.0,7.0,9.0,77.8,1.0,2.0,50.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Matches
189,190,Tyronne Ebuehi,ng NGA,DF,Empoli,27.0,1995.0,12.2,426.0,570.0,74.7,6790.0,2586.0,233.0,260.0,89.6,152.0,205.0,74.1,29.0,66.0,43.9,1,0.9,0.6,0.1,11.0,22.0,9.0,4.0,37.0,Matches
190,191,Éderson,br BRA,MF,Atalanta,24.0,1999.0,31.9,1390.0,1662.0,83.6,25167.0,8622.0,549.0,632.0,86.9,685.0,756.0,90.6,130.0,191.0,68.1,1,1.4,2.3,-0.4,18.0,180.0,40.0,5.0,214.0,Matches
191,192,Kingsley Ehizibue,nl NED,DF,Udinese,28.0,1995.0,10.6,175.0,257.0,68.1,2722.0,928.0,100.0,119.0,84.0,57.0,84.0,67.9,11.0,25.0,44.0,1,0.7,0.5,0.3,8.0,10.0,7.0,5.0,15.0,Matches
192,193,Emmanuel Ekong,se SWE,FW,Empoli,21.0,2002.0,0.1,1.0,1.0,100.0,12.0,0.0,1.0,1.0,100.0,0.0,0.0,,0.0,0.0,,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Matches
193,194,Caleb Ekuban,gh GHA,FW,Genoa,29.0,1994.0,12.6,138.0,211.0,65.4,1854.0,476.0,84.0,106.0,79.2,34.0,57.0,59.6,10.0,16.0,62.5,1,1.4,0.7,-0.4,16.0,8.0,6.0,0.0,15.0,Matches
194,195,Elif Elmas,mk MKD,FWMF,Napoli,23.0,1999.0,3.8,167.0,191.0,87.4,2276.0,469.0,116.0,122.0,95.1,39.0,48.0,81.3,7.0,10.0,70.0,0,0.2,0.3,-0.2,6.0,14.0,1.0,0.0,16.0,Matches
195,196,Martin Erlic,hr CRO,DF,Sassuolo,25.0,1998.0,29.1,972.0,1214.0,80.1,19654.0,7045.0,307.0,357.0,86.0,530.0,594.0,89.2,129.0,243.0,53.1,0,0.0,0.4,0.0,0.0,76.0,6.0,0.0,78.0,Matches
196,197,Giovanni Fabbian,it ITA,MFFW,Bologna,20.0,2003.0,11.7,225.0,287.0,78.4,2793.0,580.0,149.0,174.0,85.6,55.0,67.0,82.1,5.0,11.0,45.5,2,1.9,0.8,0.1,16.0,14.0,3.0,1.0,17.0,Matches
