,_Rk,_Player,_Nation,_Pos,_Squad,_Age,_Born,_90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,_Ast,_xAG,Expected_xA,Expected_A-xAG,_KP,_1/3,_PPA,_CrsPA,_PrgP,Matches
197,198,Nicolò Fagioli,it ITA,MF,Juventus,22.0,2001.0,4.9,193.0,223.0,86.5,3410.0,776.0,94.0,99.0,94.9,73.0,82.0,89.0,24.0,36.0,66.7,2,0.7,0.9,1.3,11.0,17.0,6.0,1.0,23.0,Matches
198,199,Wladimiro Falcone,it ITA,GK,Lecce,28.0,1995.0,38.0,778.0,1145.0,67.9,19744.0,14888.0,212.0,215.0,98.6,318.0,324.0,98.1,224.0,578.0,38.8,0,0.2,0.0,-0.2,1.0,7.0,0.0,0.0,1.0,Matches
199,200,Davide Faraoni,it ITA,DF,Hellas Verona,31.0,1991.0,6.7,228.0,304.0,75.0,4121.0,1808.0,103.0,119.0,86.6,80.0,102.0,78.4,36.0,62.0,58.1,1,0.4,0.3,0.6,8.0,28.0,6.0,2.0,28.0,Matches
200,201,Davide Faraoni,it ITA,DF,Fiorentina,31.0,1991.0,4.4,190.0,248.0,76.6,3451.0,1097.0,70.0,79.0,88.6,94.0,117.0,80.3,21.0,37.0,56.8,1,0.4,0.6,0.6,4.0,15.0,5.0,4.0,17.0,Matches
201,202,Federico Fazio,ar ARG,DF,Salernitana,36.0,1987.0,15.1,440.0,587.0,75.0,8392.0,3494.0,163.0,194.0,84.0,217.0,265.0,81.9,55.0,108.0,50.9,0,0.1,0.3,-0.1,3.0,26.0,1.0,0.0,27.0,Matches
202,203,Jacopo Fazzini,it ITA,MF,Empoli,20.0,2003.0,13.7,343.0,499.0,68.7,5521.0,1816.0,167.0,205.0,81.5,134.0,180.0,74.4,27.0,72.0,37.5,1,2.3,1.7,-1.3,24.0,32.0,9.0,3.0,47.0,Matches
203,204,Lewis Ferguson,sct SCO,MF,Bologna,23.0,1999.0,30.1,1571.0,1778.0,88.4,22609.0,4517.0,931.0,1007.0,92.5,518.0,565.0,91.7,61.0,85.0,71.8,3,2.3,2.7,0.7,32.0,145.0,25.0,3.0,142.0,Matches
204,205,Andrea Ferraris,it ITA,MF,Monza,20.0,2003.0,0.1,4.0,4.0,100.0,60.0,9.0,2.0,2.0,100.0,2.0,2.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Matches
205,206,João Ferreira,pt POR,DF,Udinese,22.0,2001.0,20.2,649.0,858.0,75.6,12106.0,5431.0,282.0,325.0,86.8,263.0,326.0,80.7,88.0,158.0,55.7,1,0.9,0.9,0.1,13.0,60.0,11.0,6.0,61.0,Matches
206,207,Seydou Fini,it ITA,DFFW,Genoa,17.0,2006.0,0.4,9.0,14.0,64.3,118.0,34.0,7.0,10.0,70.0,2.0,4.0,50.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Matches
207,208,Vincenzo Fiorillo,it ITA,GK,Salernitana,33.0,1990.0,4.0,53.0,128.0,41.4,2126.0,1792.0,4.0,4.0,100.0,17.0,17.0,100.0,32.0,105.0,30.5,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,Matches
208,209,Alessandro Florenzi,it ITA,DF,Milan,32.0,1991.0,19.2,1055.0,1277.0,82.6,19865.0,6858.0,433.0,459.0,94.3,454.0,519.0,87.5,144.0,250.0,57.6,4,3.4,3.5,0.6,45.0,97.0,25.0,9.0,106.0,Matches
209,210,Michael Folorunsho,it ITA,MFFW,Hellas Verona,25.0,1998.0,30.9,486.0,796.0,61.1,8352.0,2187.0,236.0,328.0,72.0,176.0,268.0,65.7,55.0,116.0,47.4,1,1.4,1.1,-0.4,18.0,43.0,10.0,6.0,54.0,Matches
210,211,Davide Frattesi,it ITA,MF,Inter,23.0,1999.0,10.6,235.0,301.0,78.1,3468.0,1047.0,126.0,147.0,85.7,82.0,103.0,79.6,14.0,18.0,77.8,3,1.9,2.0,1.1,10.0,18.0,13.0,1.0,37.0,Matches
211,212,Morten Frendrup,dk DEN,MF,Genoa,22.0,2001.0,34.9,979.0,1224.0,80.0,14254.0,3493.0,548.0,625.0,87.7,333.0,401.0,83.0,45.0,83.0,54.2,5,1.6,1.4,3.4,13.0,69.0,14.0,1.0,105.0,Matches
212,213,Remo Freuler,ch SUI,MF,Bologna,31.0,1992.0,29.2,1710.0,1890.0,90.5,25295.0,6603.0,949.0,1009.0,94.1,653.0,696.0,93.8,50.0,86.0,58.1,1,1.1,1.3,-0.1,19.0,133.0,15.0,0.0,165.0,Matches
213,214,Gerardo Fusco,it ITA,FW,Salernitana,18.0,2005.0,0.2,5.0,7.0,71.4,46.0,1.0,3.0,4.0,75.0,1.0,1.0,100.0,0.0,1.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Matches
214,215,Matteo Gabbia,it ITA,DF,Milan,23.0,1999.0,14.2,815.0,902.0,90.4,16174.0,4946.0,220.0,237.0,92.8,501.0,530.0,94.5,88.0,115.0,76.5,1,0.3,0.2,0.7,3.0,46.0,0.0,0.0,42.0,Matches
215,216,Gianluca Gaetano,it ITA,FWMF,Cagliari,23.0,2000.0,8.3,171.0,236.0,72.5,2666.0,927.0,86.0,103.0,83.5,67.0,91.0,73.6,12.0,24.0,50.0,1,1.3,0.6,-0.3,16.0,30.0,10.0,1.0,41.0,Matches
216,217,Gianluca Gaetano,it ITA,MF,Napoli,23.0,2000.0,1.8,70.0,79.0,88.6,1030.0,257.0,36.0,40.0,90.0,26.0,27.0,96.3,3.0,4.0,75.0,0,0.5,0.4,-0.5,5.0,4.0,3.0,3.0,6.0,Matches
217,218,Roberto Gagliardini,it ITA,MFDF,Monza,29.0,1994.0,26.2,1339.0,1487.0,90.0,23611.0,5656.0,563.0,607.0,92.8,648.0,690.0,93.9,101.0,135.0,74.8,2,1.7,2.0,0.3,20.0,114.0,10.0,1.0,120.0,Matches
218,219,Pablo Galdames Millán,cl CHI,MFDF,Genoa,26.0,1996.0,0.1,21.0,23.0,91.3,411.0,173.0,7.0,8.0,87.5,12.0,12.0,100.0,2.0,3.0,66.7,0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,5.0,Matches
219,220,Antonino Gallo,it ITA,DF,Lecce,23.0,2000.0,27.7,995.0,1408.0,70.7,18535.0,7959.0,418.0,478.0,87.4,422.0,560.0,75.4,130.0,290.0,44.8,3,4.5,3.1,-1.5,47.0,85.0,44.0,32.0,125.0,Matches
220,221,Luca Garritano,it ITA,MFDF,Frosinone,29.0,1994.0,5.4,147.0,220.0,66.8,2219.0,804.0,82.0,96.0,85.4,43.0,66.0,65.2,12.0,32.0,37.5,0,0.3,0.4,-0.3,4.0,19.0,3.0,1.0,23.0,Matches
221,222,Federico Gatti,it ITA,DF,Juventus,25.0,1998.0,29.3,1166.0,1370.0,85.1,21805.0,7166.0,432.0,475.0,90.9,613.0,669.0,91.6,112.0,177.0,63.3,0,1.5,1.3,-1.5,10.0,103.0,7.0,5.0,122.0,Matches
222,223,Francesco Gelli,it ITA,MFDF,Frosinone,26.0,1996.0,17.3,604.0,743.0,81.3,8504.0,2316.0,378.0,412.0,91.7,176.0,217.0,81.1,28.0,66.0,42.4,0,2.4,2.5,-2.4,25.0,40.0,18.0,3.0,61.0,Matches
223,224,Luca Gemello,it ITA,GK,Torino,23.0,2000.0,2.0,95.0,118.0,80.5,2351.0,1529.0,18.0,18.0,100.0,54.0,54.0,100.0,23.0,44.0,52.3,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Matches
224,225,Valentin Gendrey,fr FRA,DF,Lecce,23.0,2000.0,33.8,1031.0,1380.0,74.7,17674.0,8250.0,512.0,593.0,86.3,425.0,541.0,78.6,83.0,192.0,43.2,3,1.6,1.8,1.4,24.0,106.0,18.0,7.0,116.0,Matches
225,226,Farés Ghedjemis,fr FRA,FWMF,Frosinone,20.0,2002.0,2.0,48.0,61.0,78.7,638.0,71.0,29.0,32.0,90.6,15.0,19.0,78.9,1.0,4.0,25.0,0,0.1,0.1,-0.1,2.0,1.0,2.0,0.0,2.0,Matches
226,227,Lautaro Gianetti,ar ARG,DF,Udinese,29.0,1993.0,7.0,263.0,300.0,87.7,5442.0,2072.0,73.0,80.0,91.3,151.0,164.0,92.1,36.0,48.0,75.0,0,0.1,0.1,-0.1,1.0,7.0,0.0,0.0,4.0,Matches
227,228,Mario Gila,es ESP,DF,Lazio,22.0,2000.0,20.1,1161.0,1294.0,89.7,21517.0,7790.0,454.0,483.0,94.0,545.0,583.0,93.5,135.0,181.0,74.6,0,0.5,0.8,-0.5,7.0,70.0,10.0,3.0,93.0,Matches
228,229,Gvidas Gineitis,lt LTU,MF,Torino,19.0,2004.0,6.0,227.0,284.0,79.9,3884.0,876.0,93.0,113.0,82.3,96.0,103.0,93.2,22.0,43.0,51.2,0,0.5,1.0,-0.5,8.0,18.0,4.0,1.0,25.0,Matches
229,230,Olivier Giroud,fr FRA,FW,Milan,36.0,1986.0,26.3,338.0,492.0,68.7,4151.0,758.0,229.0,312.0,73.4,74.0,108.0,68.5,9.0,11.0,81.8,8,4.7,2.4,3.3,32.0,24.0,7.0,0.0,28.0,Matches
230,231,Edoardo Goldaniga,it ITA,DF,Cagliari,29.0,1993.0,11.2,438.0,553.0,79.2,9533.0,3744.0,116.0,132.0,87.9,251.0,284.0,88.4,68.0,130.0,52.3,0,0.1,0.4,-0.1,4.0,37.0,6.0,3.0,50.0,Matches
231,232,Pierluigi Gollini,it ITA,GK,Napoli,28.0,1995.0,7.0,218.0,266.0,82.0,5646.0,3603.0,37.0,37.0,100.0,116.0,117.0,99.1,65.0,112.0,58.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
232,233,Papu Gómez,ar ARG,MFFW,Monza,35.0,1988.0,0.5,11.0,19.0,57.9,180.0,96.0,6.0,6.0,100.0,4.0,4.0,100.0,1.0,7.0,14.3,0,0.2,0.3,-0.2,1.0,1.0,2.0,0.0,3.0,Matches
233,234,Iron Gomis,fr FRA,MF,Salernitana,23.0,1999.0,1.5,62.0,69.0,89.9,840.0,157.0,38.0,41.0,92.7,16.0,18.0,88.9,2.0,2.0,100.0,0,0.2,0.2,-0.2,3.0,3.0,2.0,1.0,4.0,Matches
234,235,Joan Gonzàlez,es ESP,MF,Lecce,21.0,2002.0,14.3,348.0,463.0,75.2,5710.0,1665.0,174.0,211.0,82.5,132.0,163.0,81.0,30.0,50.0,60.0,1,1.0,0.8,0.0,15.0,35.0,5.0,2.0,49.0,Matches
235,236,Nicolás González,ar ARG,FW,Fiorentina,25.0,1998.0,21.3,560.0,789.0,71.0,9935.0,2504.0,278.0,348.0,79.9,210.0,274.0,76.6,61.0,101.0,60.4,2,1.6,3.1,0.4,22.0,66.0,30.0,4.0,100.0,Matches
236,237,Alberto Grassi,it ITA,MF,Empoli,28.0,1995.0,20.1,696.0,861.0,80.8,11955.0,4165.0,326.0,370.0,88.1,289.0,339.0,85.3,59.0,104.0,56.7,1,0.6,1.3,0.4,6.0,89.0,6.0,0.0,75.0,Matches
237,238,Mattéo Guendouzi,fr FRA,MF,Lazio,24.0,1999.0,26.3,926.0,1119.0,82.8,15130.0,3632.0,467.0,509.0,91.7,363.0,432.0,84.0,71.0,107.0,66.4,3,2.3,2.4,0.7,23.0,105.0,29.0,8.0,119.0,Matches
238,239,Axel Guessand,fr FRA,DF,Udinese,18.0,2004.0,0.5,21.0,27.0,77.8,471.0,141.0,5.0,7.0,71.4,14.0,16.0,87.5,2.0,4.0,50.0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,Matches
239,240,Albert Guðmundsson,is ISL,FWMF,Genoa,26.0,1997.0,33.5,907.0,1213.0,74.8,15139.0,4812.0,447.0,514.0,87.0,282.0,359.0,78.6,120.0,230.0,52.2,4,5.2,6.5,-1.2,81.0,86.0,34.0,8.0,120.0,Matches
240,241,Emmanuel Gyasi,gh GHA,DFFW,Empoli,29.0,1994.0,20.9,412.0,550.0,74.9,5864.0,1972.0,244.0,292.0,83.6,138.0,177.0,78.0,12.0,29.0,41.4,2,1.5,1.0,0.5,10.0,22.0,14.0,3.0,41.0,Matches
241,242,Norbert Gyömbér,sk SVK,DF,Salernitana,31.0,1992.0,19.6,630.0,750.0,84.0,11574.0,4495.0,229.0,258.0,88.8,335.0,374.0,89.6,57.0,99.0,57.6,0,0.2,0.1,-0.2,5.0,33.0,0.0,0.0,42.0,Matches
242,243,Nicolas Haas,ch SUI,MF,Empoli,27.0,1996.0,1.0,46.0,51.0,90.2,865.0,312.0,20.0,21.0,95.2,21.0,21.0,100.0,5.0,6.0,83.3,0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,6.0,Matches
243,244,Ridgeciano Haps,sr SUR,DF,Genoa,30.0,1993.0,8.6,161.0,221.0,72.9,2722.0,710.0,88.0,102.0,86.3,54.0,80.0,67.5,17.0,26.0,65.4,1,0.7,0.4,0.3,3.0,6.0,4.0,1.0,13.0,Matches
244,245,Abdou Harroui,nl NED,MFFW,Frosinone,25.0,1998.0,11.3,303.0,383.0,79.1,4174.0,1016.0,186.0,216.0,86.1,84.0,106.0,79.2,15.0,25.0,60.0,3,1.2,1.4,1.8,16.0,29.0,12.0,4.0,38.0,Matches
245,246,Hans Hateboer,nl NED,DF,Atalanta,29.0,1994.0,12.4,514.0,616.0,83.4,7813.0,2447.0,303.0,324.0,93.5,174.0,210.0,82.9,27.0,47.0,57.4,1,2.0,1.2,-1.0,22.0,27.0,17.0,13.0,42.0,Matches
246,247,Pantelis Hatzidiakos,gr GRE,DF,Cagliari,26.0,1997.0,9.5,328.0,405.0,81.0,6195.0,2526.0,125.0,129.0,96.9,159.0,190.0,83.7,40.0,68.0,58.8,0,0.0,0.2,0.0,1.0,31.0,3.0,1.0,34.0,Matches
247,248,Silvan Hefti,ch SUI,MFDF,Genoa,25.0,1997.0,1.3,24.0,39.0,61.5,356.0,119.0,15.0,20.0,75.0,6.0,11.0,54.5,2.0,4.0,50.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,Matches
248,249,Liam Henderson,sct SCO,MF,Empoli,27.0,1996.0,0.1,2.0,5.0,40.0,40.0,0.0,1.0,2.0,50.0,1.0,1.0,100.0,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
249,250,Matheus Henrique,br BRA,MF,Sassuolo,25.0,1997.0,27.8,831.0,1017.0,81.7,15414.0,5187.0,331.0,389.0,85.1,376.0,425.0,88.5,102.0,157.0,65.0,2,1.6,1.6,0.4,36.0,90.0,22.0,3.0,94.0,Matches
250,251,Thomas Henry,fr FRA,FW,Hellas Verona,28.0,1994.0,3.7,33.0,67.0,49.3,421.0,83.0,20.0,42.0,47.6,8.0,10.0,80.0,1.0,3.0,33.3,0,0.0,0.1,0.0,2.0,2.0,0.0,0.0,3.0,Matches
251,252,Theo Hernández,fr FRA,DF,Milan,25.0,1997.0,31.0,1717.0,1994.0,86.1,26200.0,9027.0,934.0,995.0,93.9,637.0,709.0,89.8,91.0,172.0,52.9,4,4.3,4.6,-0.3,44.0,103.0,40.0,12.0,166.0,Matches
252,253,Isak Hien,se SWE,DF,Hellas Verona,24.0,1999.0,9.6,324.0,394.0,82.2,6945.0,2807.0,83.0,103.0,80.6,192.0,210.0,91.4,47.0,69.0,68.1,0,0.0,0.1,0.0,0.0,21.0,0.0,0.0,26.0,Matches
253,254,Isak Hien,se SWE,DF,Atalanta,24.0,1999.0,10.4,417.0,472.0,88.3,8718.0,2621.0,102.0,124.0,82.3,268.0,283.0,94.7,44.0,56.0,78.6,1,0.1,0.1,0.9,1.0,14.0,0.0,0.0,24.0,Matches
254,255,Emil Holm,se SWE,DF,Atalanta,23.0,2000.0,10.5,304.0,457.0,66.5,4675.0,1618.0,171.0,214.0,79.9,107.0,153.0,69.9,21.0,55.0,38.2,1,0.8,1.0,0.2,4.0,18.0,8.0,6.0,27.0,Matches
255,256,Martin Hongla,cm CMR,MF,Hellas Verona,25.0,1998.0,12.0,391.0,474.0,82.5,7563.0,2018.0,135.0,157.0,86.0,199.0,223.0,89.2,48.0,74.0,64.9,0,0.3,0.1,-0.3,9.0,38.0,0.0,0.0,57.0,Matches
256,257,Sydney van Hooijdonk,nl NED,FW,Bologna,23.0,2000.0,2.4,28.0,36.0,77.8,299.0,73.0,16.0,19.0,84.2,7.0,7.0,100.0,0.0,0.0,,0,0.1,0.0,-0.1,2.0,2.0,0.0,0.0,2.0,Matches
257,258,Dean Huijsen,es ESP,DF,Roma,18.0,2005.0,5.7,400.0,459.0,87.1,7151.0,2423.0,158.0,175.0,90.3,203.0,221.0,91.9,34.0,47.0,72.3,0,0.1,0.1,-0.1,1.0,16.0,1.0,0.0,18.0,Matches
258,259,Dean Huijsen,es ESP,DF,Juventus,18.0,2005.0,0.1,18.0,19.0,94.7,370.0,115.0,5.0,5.0,100.0,10.0,10.0,100.0,3.0,3.0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Matches
259,260,Elseid Hysaj,al ALB,DF,Lazio,29.0,1994.0,13.3,713.0,850.0,83.9,10858.0,4236.0,400.0,438.0,91.3,248.0,291.0,85.2,41.0,78.0,52.6,0,0.4,1.0,-0.4,9.0,46.0,10.0,5.0,51.0,Matches
260,261,Arijon Ibrahimović,de GER,FWDF,Frosinone,17.0,2005.0,5.3,163.0,225.0,72.4,2299.0,702.0,105.0,129.0,81.4,47.0,65.0,72.3,8.0,13.0,61.5,1,0.7,0.7,0.3,8.0,11.0,9.0,1.0,22.0,Matches
261,262,Jonathan Ikone,fr FRA,FW,Fiorentina,25.0,1998.0,18.7,388.0,476.0,81.5,6023.0,1163.0,203.0,246.0,82.5,154.0,174.0,88.5,20.0,29.0,69.0,1,2.0,2.0,-1.0,15.0,25.0,20.0,1.0,58.0,Matches
262,263,Chukwubuikem Ikwuemesi,ng NGA,FW,Salernitana,21.0,2001.0,11.8,110.0,167.0,65.9,1382.0,234.0,71.0,97.0,73.2,29.0,40.0,72.5,3.0,8.0,37.5,1,0.7,0.6,0.3,8.0,5.0,2.0,0.0,10.0,Matches
263,264,Ivan Ilić,rs SRB,MF,Torino,22.0,2001.0,23.3,1101.0,1336.0,82.4,18346.0,5282.0,493.0,545.0,90.5,479.0,548.0,87.4,84.0,155.0,54.2,2,5.0,4.6,-3.0,47.0,107.0,24.0,6.0,138.0,Matches
264,265,Samuel Iling-Junior,eng ENG,DFMF,Juventus,19.0,2003.0,9.0,330.0,433.0,76.2,5264.0,1713.0,177.0,196.0,90.3,125.0,158.0,79.1,23.0,50.0,46.0,2,1.3,1.6,0.7,19.0,20.0,13.0,9.0,25.0,Matches
265,266,Ciro Immobile,it ITA,FW,Lazio,33.0,1990.0,18.4,338.0,461.0,73.3,4444.0,668.0,211.0,268.0,78.7,92.0,119.0,77.3,13.0,21.0,61.9,1,2.1,1.3,-1.1,17.0,12.0,12.0,0.0,39.0,Matches
266,267,Gino Infantino,ar ARG,MF,Fiorentina,20.0,2003.0,1.1,39.0,46.0,84.8,617.0,140.0,24.0,26.0,92.3,12.0,14.0,85.7,3.0,3.0,100.0,0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,7.0,Matches
267,268,Gustav Isaksen,dk DEN,FW,Lazio,22.0,2001.0,11.9,218.0,328.0,66.5,3100.0,676.0,121.0,143.0,84.6,73.0,110.0,66.4,11.0,38.0,28.9,1,2.6,2.0,-1.6,19.0,8.0,11.0,4.0,21.0,Matches
268,269,Ardian Ismajli,al ALB,DF,Empoli,26.0,1996.0,22.7,864.0,1042.0,82.9,17451.0,6136.0,246.0,274.0,89.8,511.0,568.0,90.0,100.0,167.0,59.9,0,0.1,0.3,-0.1,4.0,46.0,5.0,1.0,49.0,Matches
269,270,Armando Izzo,it ITA,DF,Monza,31.0,1992.0,18.3,1122.0,1235.0,90.9,21780.0,6523.0,342.0,361.0,94.7,665.0,705.0,94.3,109.0,151.0,72.2,0,0.5,1.3,-0.5,7.0,55.0,4.0,0.0,59.0,Matches
270,271,Filip Jagiełło,pl POL,MF,Genoa,25.0,1997.0,0.4,15.0,17.0,88.2,287.0,13.0,5.0,5.0,100.0,9.0,9.0,100.0,1.0,2.0,50.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Matches
271,272,Jakub Jankto,cz CZE,MFFW,Cagliari,27.0,1996.0,9.7,161.0,253.0,63.6,2654.0,805.0,79.0,91.0,86.8,61.0,101.0,60.4,15.0,44.0,34.1,2,0.5,0.4,1.5,6.0,18.0,4.0,0.0,26.0,Matches
272,273,Juan Jesus,br BRA,DF,Napoli,32.0,1991.0,23.5,1547.0,1709.0,90.5,29632.0,9837.0,487.0,524.0,92.9,896.0,950.0,94.3,148.0,200.0,74.0,0,0.3,0.8,-0.3,5.0,67.0,2.0,0.0,82.0,Matches
273,274,Alejandro Jiménez,es ESP,DF,Milan,18.0,2005.0,0.8,39.0,43.0,90.7,628.0,179.0,19.0,20.0,95.0,18.0,20.0,90.0,1.0,1.0,100.0,0,0.1,0.1,-0.1,1.0,2.0,0.0,0.0,2.0,Matches
274,275,Kaio Jorge,br BRA,FW,Frosinone,21.0,2002.0,9.0,116.0,159.0,73.0,1586.0,205.0,73.0,87.0,83.9,29.0,40.0,72.5,5.0,9.0,55.6,0,0.3,0.3,-0.3,8.0,7.0,2.0,0.0,11.0,Matches
275,276,Luka Jović,rs SRB,FW,Milan,25.0,1997.0,9.7,133.0,182.0,73.1,1960.0,364.0,68.0,90.0,75.6,53.0,65.0,81.5,6.0,11.0,54.5,1,0.8,0.7,0.2,11.0,12.0,4.0,0.0,22.0,Matches
276,277,Hamed Junior Traorè,ci CIV,MF,Napoli,23.0,2000.0,4.2,167.0,196.0,85.2,2743.0,521.0,85.0,96.0,88.5,52.0,60.0,86.7,20.0,25.0,80.0,0,0.7,0.3,-0.7,8.0,18.0,8.0,1.0,21.0,Matches
277,278,Mohamed Kaba,fr FRA,MF,Lecce,21.0,2001.0,15.3,349.0,438.0,79.7,5938.0,1877.0,158.0,190.0,83.2,159.0,183.0,86.9,24.0,37.0,64.9,0,0.9,0.8,-0.9,13.0,38.0,8.0,2.0,60.0,Matches
278,279,Christian Kabasele,be BEL,DF,Udinese,32.0,1991.0,9.6,257.0,314.0,81.8,4608.0,1602.0,100.0,113.0,88.5,127.0,147.0,86.4,21.0,36.0,58.3,1,0.5,0.0,0.5,2.0,22.0,0.0,0.0,22.0,Matches
279,280,Yayah Kallon,sl SLE,FW,Hellas Verona,22.0,2001.0,0.0,1.0,3.0,33.3,10.0,9.0,1.0,3.0,33.3,0.0,0.0,,0.0,0.0,,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Matches
280,281,Pierre Kalulu,fr FRA,DF,Milan,23.0,2000.0,4.2,230.0,259.0,88.8,3921.0,1103.0,93.0,101.0,92.1,122.0,127.0,96.1,10.0,16.0,62.5,0,0.1,0.2,-0.1,2.0,17.0,2.0,1.0,19.0,Matches
281,282,Daichi Kamada,jp JPN,MF,Lazio,26.0,1996.0,17.2,810.0,921.0,87.9,13045.0,2683.0,422.0,461.0,91.5,320.0,346.0,92.5,51.0,71.0,71.8,2,2.8,2.1,-0.8,24.0,70.0,13.0,1.0,96.0,Matches
282,283,Hassane Kamara,ci CIV,DF,Udinese,29.0,1994.0,24.7,600.0,818.0,73.3,9975.0,4049.0,293.0,337.0,86.9,239.0,311.0,76.8,52.0,114.0,45.6,1,2.8,1.8,-1.8,21.0,42.0,25.0,17.0,81.0,Matches
283,284,Yann Karamoh,fr FRA,MFFW,Torino,25.0,1998.0,1.8,45.0,66.0,68.2,696.0,176.0,21.0,30.0,70.0,21.0,28.0,75.0,2.0,4.0,50.0,0,0.1,0.2,-0.1,1.0,3.0,1.0,0.0,5.0,Matches
284,285,Jesper Karlsson,se SWE,FW,Bologna,25.0,1998.0,3.8,103.0,152.0,67.8,1738.0,429.0,49.0,61.0,80.3,38.0,52.0,73.1,11.0,25.0,44.0,0,0.3,0.4,-0.3,5.0,8.0,7.0,1.0,16.0,Matches
285,286,Rick Karsdorp,nl NED,DF,Roma,28.0,1995.0,13.2,544.0,684.0,79.5,8723.0,2416.0,286.0,326.0,87.7,209.0,257.0,81.3,36.0,63.0,57.1,2,2.2,1.6,-0.2,10.0,21.0,7.0,3.0,33.0,Matches
286,287,Grigoris Kastanos,cy CYP,MFDF,Salernitana,25.0,1998.0,16.4,458.0,650.0,70.5,7578.0,2346.0,216.0,260.0,83.1,141.0,205.0,68.8,61.0,105.0,58.1,3,2.8,1.5,0.2,28.0,52.0,11.0,2.0,78.0,Matches
287,288,Michael Kayode,it ITA,DF,Fiorentina,19.0,2004.0,22.9,1056.0,1297.0,81.4,19700.0,5416.0,426.0,463.0,92.0,503.0,579.0,86.9,112.0,192.0,58.3,1,1.1,1.4,-0.1,15.0,68.0,23.0,15.0,80.0,Matches
288,289,Moise Kean,it ITA,FW,Juventus,23.0,2000.0,7.3,66.0,96.0,68.8,911.0,134.0,37.0,49.0,75.5,18.0,20.0,90.0,5.0,6.0,83.3,0,0.7,0.1,-0.7,5.0,3.0,0.0,0.0,6.0,Matches
289,290,Simon Kjær,dk DEN,DF,Milan,34.0,1989.0,13.0,735.0,833.0,88.2,13856.0,5025.0,257.0,274.0,93.8,409.0,435.0,94.0,62.0,108.0,57.4,1,0.8,0.6,0.2,4.0,42.0,1.0,0.0,52.0,Matches
290,291,Davy Klaassen,nl NED,MF,Inter,30.0,1993.0,2.3,82.0,95.0,86.3,1290.0,289.0,46.0,52.0,88.5,28.0,29.0,96.6,6.0,7.0,85.7,0,0.2,0.2,-0.2,3.0,6.0,1.0,0.0,7.0,Matches
291,292,Sead Kolašinac,ba BIH,DF,Atalanta,30.0,1993.0,24.2,1077.0,1278.0,84.3,16702.0,6039.0,583.0,638.0,91.4,433.0,494.0,87.7,41.0,86.0,47.7,0,1.1,0.6,-1.1,8.0,79.0,7.0,2.0,94.0,Matches
292,293,Teun Koopmeiners,nl NED,MF,Atalanta,25.0,1998.0,29.2,1092.0,1419.0,77.0,18824.0,6491.0,505.0,590.0,85.6,442.0,531.0,83.2,107.0,201.0,53.2,5,5.9,5.4,-0.9,60.0,126.0,45.0,17.0,169.0,Matches
293,294,Filip Kostić,rs SRB,DF,Juventus,30.0,1992.0,20.2,726.0,997.0,72.8,12641.0,4579.0,339.0,386.0,87.8,308.0,396.0,77.8,65.0,152.0,42.8,4,5.4,4.1,-1.4,40.0,53.0,30.0,19.0,88.0,Matches
294,295,Christian Kouamé,ci CIV,FW,Fiorentina,25.0,1997.0,12.1,325.0,448.0,72.5,4901.0,1038.0,171.0,216.0,79.2,120.0,155.0,77.4,20.0,35.0,57.1,1,1.8,1.2,-0.8,12.0,15.0,18.0,1.0,41.0,Matches
295,296,Viktor Kovalenko,ua UKR,MF,Empoli,27.0,1996.0,6.8,179.0,250.0,71.6,2662.0,743.0,100.0,122.0,82.0,63.0,87.0,72.4,11.0,27.0,40.7,1,0.8,0.6,0.2,8.0,15.0,5.0,2.0,20.0,Matches
296,297,Rasmus Kristensen,dk DEN,DF,Roma,26.0,1997.0,19.4,799.0,1037.0,77.0,12574.0,3602.0,413.0,468.0,88.2,323.0,408.0,79.2,43.0,100.0,43.0,1,0.9,1.3,0.1,12.0,35.0,11.0,8.0,40.0,Matches
