,_Rk,_Player,_Nation,_Pos,_Squad,_Age,_Born,PlayingTime_MP,PlayingTime_Min,PlayingTime_Mn/MP,PlayingTime_Min%,PlayingTime_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,TeamSuccess_PPM,TeamSuccess_onG,TeamSuccess_onGA,TeamSuccess_+/-,TeamSuccess_+/-90,TeamSuccess_On-Off,TeamSuccess(xG)_onxG,TeamSuccess(xG)_onxGA,TeamSuccess(xG)_xG+/-,TeamSuccess(xG)_xG+/-90,TeamSuccess(xG)_On-Off,Matches
10,11,Ebenezer Akinsanmiro,ng NGA,MF,Inter,18.0,2004.0,1,15.0,15.0,0.4,0.2,0,,0,1,15.0,4,3.0,0.0,0.0,0.0,0.0,-1.77,0.3,0.0,0.3,1.76,0.52,Matches
11,12,Jean-Daniel Akpa-Akpro,ci CIV,MF,Monza,30.0,1992.0,19,705.0,37.0,20.6,7.8,8,67.0,1,11,15.0,15,1.37,9.0,11.0,-2.0,-0.26,0.08,5.9,15.1,-9.2,-1.17,-0.92,Matches
12,13,David Akpan Ankeye,ng NGA,FW,Genoa,21.0,2002.0,6,57.0,10.0,1.7,0.6,0,,0,6,10.0,6,1.33,0.0,0.0,0.0,0.0,0.0,0.3,0.4,-0.1,-0.15,0.04,Matches
13,14,Luis Alberto,es ESP,MF,Lazio,30.0,1992.0,33,2311.0,70.0,67.6,25.7,29,77.0,13,4,18.0,1,1.55,32.0,26.0,6.0,0.23,-0.09,29.7,28.2,1.5,0.06,-0.19,Matches
14,15,Carlos Alcaraz,ar ARG,MF,Juventus,20.0,2002.0,10,380.0,38.0,11.1,4.2,3,75.0,1,7,22.0,3,1.4,8.0,5.0,3.0,0.71,0.12,5.5,6.1,-0.6,-0.14,-0.89,Matches
15,16,Filippo Alessio,it ITA,FW,Roma,18.0,2004.0,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
16,17,Pasquale Allocca,it ITA,GK,Salernitana,18.0,2005.0,0,,,,,0,,0,0,,12,,,,,,,,,,,,Matches
17,18,Pontus Almqvist,se SWE,FWMF,Lecce,24.0,1999.0,30,2107.0,70.0,61.6,23.4,25,79.0,12,5,24.0,1,0.97,20.0,32.0,-12.0,-0.51,0.17,26.0,33.0,-7.0,-0.3,-0.08,Matches
18,19,Agustín Álvarez Martínez,uy URU,FW,Sassuolo,22.0,2001.0,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
19,20,Lorenzo Amatucci,it ITA,MF,Fiorentina,19.0,2004.0,2,22.0,11.0,0.6,0.2,0,,0,2,11.0,15,1.5,0.0,0.0,0.0,0.0,-0.4,0.2,0.1,0.1,0.42,0.33,Matches
20,21,Bruno Amione,ar ARG,DF,Hellas Verona,21.0,2002.0,10,579.0,58.0,16.9,6.4,7,76.0,3,3,16.0,12,1.0,7.0,12.0,-5.0,-0.78,-0.52,5.7,8.9,-3.2,-0.49,-0.25,Matches
21,22,Sofyan Amrabat,ma MAR,MF,Fiorentina,26.0,1996.0,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
22,23,Felipe Anderson,br BRA,FWMF,Lazio,30.0,1993.0,38,2770.0,73.0,81.0,30.8,33,79.0,14,5,32.0,0,1.61,38.0,31.0,7.0,0.23,-0.19,36.2,33.0,3.3,0.11,-0.07,Matches
23,24,Angeliño,es ESP,DF,Roma,26.0,1997.0,16,1141.0,71.0,33.4,12.7,14,76.0,5,2,42.0,0,1.75,22.0,16.0,6.0,0.47,-0.04,16.4,16.3,0.1,0.01,-0.36,Matches
24,25,Jacopo Antolini,it ITA,MF,Torino,19.0,2004.0,0,,,,,0,,0,0,,7,,,,,,,,,,,,Matches
25,26,Houssem Aouar,dz ALG,MFFW,Roma,25.0,1998.0,16,756.0,47.0,22.1,8.4,9,70.0,2,7,18.0,14,1.69,12.0,9.0,3.0,0.36,-0.18,12.0,9.4,2.6,0.31,0.08,Matches
26,27,Mattia Aramu,it ITA,FWMF,Genoa,28.0,1995.0,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
27,28,Riccardo Arboscello,it ITA,MF,Genoa,17.0,2005.0,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
28,29,Simone Aresti,it ITA,GK,Cagliari,37.0,1986.0,1,1.0,1.0,0.0,0.0,0,,0,1,1.0,33,0.0,0.0,1.0,-1.0,-90.0,-89.34,0.0,0.8,-0.8,-70.96,-70.67,Matches
29,30,Marko Arnautović,at AUT,FW,Inter,34.0,1989.0,27,801.0,30.0,23.4,8.9,5,74.0,2,22,20.0,3,2.59,22.0,5.0,17.0,1.91,0.19,18.8,8.8,10.1,1.13,-0.14,Matches
30,31,Kristjan Asllani,al ALB,MF,Inter,21.0,2002.0,23,787.0,34.0,23.0,8.7,6,81.0,4,17,18.0,14,2.61,26.0,3.0,23.0,2.63,1.13,18.5,7.9,10.6,1.22,-0.03,Matches
31,32,Emil Audero,it ITA,GK,Inter,26.0,1997.0,4,337.0,84.0,9.9,3.7,4,84.0,3,0,,34,1.75,8.0,3.0,5.0,1.34,-0.47,7.5,3.1,4.4,1.17,-0.08,Matches
32,33,Tommaso Augello,it ITA,DF,Cagliari,28.0,1994.0,32,2418.0,76.0,70.7,26.9,28,82.0,12,4,30.0,4,1.06,32.0,46.0,-14.0,-0.52,0.56,30.1,32.5,-2.4,-0.09,0.74,Matches
33,34,Carlos Augusto,br BRA,DF,Inter,24.0,1999.0,37,1725.0,47.0,50.4,19.2,14,85.0,11,23,23.0,0,2.51,49.0,8.0,41.0,2.14,0.76,41.9,15.3,26.6,1.39,0.3,Matches
34,35,Yann Aurel Bisseck,de GER,DF,Inter,22.0,2000.0,16,904.0,57.0,26.4,10.0,9,90.0,8,7,14.0,22,2.5,26.0,6.0,20.0,1.99,0.31,23.2,11.2,12.1,1.21,-0.04,Matches
35,36,Sardar Azmoun,ir IRN,FWMF,Roma,28.0,1995.0,23,585.0,25.0,17.1,6.5,3,74.0,1,20,18.0,6,1.61,18.0,6.0,12.0,1.85,1.62,13.9,8.1,5.8,0.89,0.77,Matches
36,37,Paulo Azzi,br BRA,DFMF,Cagliari,29.0,1994.0,25,950.0,38.0,27.8,10.6,9,73.0,3,16,18.0,13,0.96,9.0,19.0,-10.0,-0.95,-0.36,12.7,19.5,-6.9,-0.65,-0.48,Matches
37,38,Oussama El Azzouzi,ma MAR,MF,Bologna,22.0,2001.0,18,547.0,30.0,16.0,6.1,5,75.0,2,13,13.0,11,1.78,8.0,8.0,0.0,0.0,-0.69,7.1,7.9,-0.8,-0.13,-0.49,Matches
38,39,Milan Badelj,hr CRO,MF,Genoa,34.0,1989.0,33,2535.0,77.0,74.1,28.2,32,79.0,10,1,23.0,2,1.27,34.0,30.0,4.0,0.14,0.55,25.9,30.1,-4.2,-0.15,0.14,Matches
39,40,Jaime Báez,uy URU,FWMF,Frosinone,28.0,1995.0,11,500.0,45.0,14.6,5.6,6,60.0,0,5,28.0,21,1.09,9.0,7.0,2.0,0.36,1.19,7.6,7.9,-0.2,-0.04,0.32,Matches
40,41,Nicola Bagnolini,it ITA,GK,Bologna,19.0,2004.0,1,5.0,5.0,0.1,0.1,0,,0,1,5.0,29,0.0,0.0,0.0,0.0,0.0,-0.58,0.2,0.5,-0.3,-5.86,-6.16,Matches
41,42,Nedim Bajrami,al ALB,MFFW,Sassuolo,24.0,1999.0,28,1310.0,47.0,38.3,14.6,15,66.0,1,13,24.0,8,0.82,20.0,35.0,-15.0,-1.03,-0.31,15.6,29.1,-13.5,-0.93,-0.58,Matches
42,43,Mitchel Bakker,nl NED,DF,Atalanta,23.0,2000.0,14,382.0,27.0,11.2,4.2,3,51.0,0,11,21.0,22,1.29,2.0,7.0,-5.0,-1.18,-2.21,4.8,6.4,-1.7,-0.4,-0.94,Matches
43,44,Tommaso Baldanzi,it ITA,MFFW,Empoli,20.0,2003.0,14,745.0,53.0,21.8,8.3,8,76.0,3,6,23.0,2,0.57,3.0,14.0,-11.0,-1.33,-0.86,7.9,12.7,-4.8,-0.59,-0.19,Matches
44,45,Tommaso Baldanzi,it ITA,FWMF,Roma,20.0,2003.0,13,518.0,40.0,15.1,5.8,6,68.0,0,7,16.0,3,1.69,8.0,6.0,2.0,0.35,-0.18,8.5,8.0,0.5,0.09,-0.19,Matches
45,46,Lameck Banda,zm ZAM,FW,Lecce,22.0,2001.0,21,1350.0,64.0,39.5,15.0,17,73.0,2,4,29.0,1,1.0,15.0,24.0,-9.0,-0.6,-0.03,16.0,21.4,-5.3,-0.36,-0.15,Matches
46,47,Daniel Bandeira,pt POR,MF,Hellas Verona,23.0,2000.0,14,446.0,32.0,13.0,5.0,3,78.0,1,11,19.0,3,1.21,6.0,11.0,-5.0,-1.01,-0.77,5.0,9.9,-4.9,-0.99,-0.81,Matches
47,48,Mattia Bani,it ITA,DF,Genoa,29.0,1993.0,27,2306.0,85.0,67.4,25.6,27,85.0,23,0,,3,1.37,28.0,32.0,-4.0,-0.16,-0.48,22.8,29.1,-6.3,-0.25,-0.18,Matches
48,49,Antonín Barák,cz CZE,MFFW,Fiorentina,28.0,1994.0,21,808.0,38.0,23.6,9.0,8,77.0,4,13,15.0,14,1.62,15.0,10.0,5.0,0.56,0.21,14.4,10.5,3.9,0.44,0.45,Matches
49,50,Nicolò Barella,it ITA,MF,Inter,26.0,1997.0,37,2846.0,77.0,83.2,31.6,34,81.0,17,3,26.0,0,2.46,72.0,18.0,54.0,1.71,-0.33,64.8,23.2,41.6,1.31,0.45,Matches
50,51,Enzo Barrenechea,ar ARG,MF,Frosinone,22.0,2001.0,36,2811.0,78.0,82.2,31.2,32,86.0,20,4,13.0,0,0.94,36.0,54.0,-18.0,-0.58,0.46,37.7,46.7,-9.1,-0.29,0.14,Matches
51,52,Davide Bartesaghi,it ITA,DFMF,Milan,17.0,2005.0,6,79.0,13.0,2.3,0.9,0,,0,6,13.0,18,2.67,2.0,0.0,2.0,2.28,1.61,0.7,1.9,-1.2,-1.35,-1.94,Matches
52,53,Andrea Bartoccioni,it ITA,GK,Milan,19.0,2004.0,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
53,54,Federico Baschirotto,it ITA,DF,Lecce,26.0,1996.0,37,3294.0,89.0,96.3,36.6,37,89.0,36,0,,0,0.95,31.0,54.0,-23.0,-0.63,-1.34,42.2,51.9,-9.6,-0.26,0.14,Matches
54,55,Toma Bašić,hr CRO,MF,Lazio,26.0,1996.0,0,,,,,0,,0,0,,16,,,,,,,,,,,,Matches
55,56,Toma Bašić,hr CRO,MF,Salernitana,26.0,1996.0,15,1162.0,77.0,34.0,12.9,14,83.0,9,1,4.0,0,0.2,6.0,23.0,-17.0,-1.32,-0.04,9.2,24.3,-15.1,-1.17,-0.01,Matches
56,57,Alessandro Bastoni,it ITA,DF,Inter,24.0,1999.0,28,2268.0,81.0,66.3,25.2,28,81.0,14,0,,6,2.43,53.0,16.0,37.0,1.47,-0.88,50.4,20.9,29.5,1.17,-0.21,Matches
57,58,Simone Bastoni,it ITA,MFDF,Empoli,26.0,1996.0,16,745.0,47.0,21.8,8.3,9,70.0,2,7,17.0,15,1.13,4.0,14.0,-10.0,-1.21,-0.7,7.0,12.9,-5.9,-0.71,-0.35,Matches
58,59,Brian Bayeye,cd COD,DF,Torino,23.0,2000.0,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
59,60,Reda Belahyane,fr FRA,MF,Hellas Verona,19.0,2004.0,2,90.0,45.0,2.6,1.0,1,73.0,0,1,17.0,14,1.0,2.0,2.0,0.0,0.0,0.35,1.6,1.8,-0.2,-0.21,0.07,Matches
60,61,Raoul Bellanova,it ITA,DF,Torino,23.0,2000.0,37,3046.0,82.0,89.1,33.8,36,84.0,17,1,10.0,0,1.41,30.0,33.0,-3.0,-0.09,-0.81,32.7,32.7,0.0,0.0,-0.08,Matches
61,62,Andrea Belotti,it ITA,FW,Fiorentina,29.0,1993.0,15,949.0,63.0,27.7,10.5,11,78.0,4,4,24.0,0,1.33,17.0,15.0,2.0,0.19,-0.28,13.7,17.3,-3.6,-0.34,-0.61,Matches
62,63,Andrea Belotti,it ITA,FW,Roma,29.0,1993.0,14,679.0,49.0,19.9,7.5,6,82.0,4,8,23.0,8,1.43,12.0,12.0,0.0,0.0,-0.62,11.1,6.9,4.2,0.56,0.39,Matches
63,64,Lucas Beltrán,ar ARG,FWMF,Fiorentina,22.0,2001.0,32,1692.0,53.0,49.5,18.8,21,69.0,3,11,22.0,3,1.44,32.0,21.0,11.0,0.59,0.38,25.2,24.7,0.5,0.02,-0.14,Matches
64,65,Ismaël Bennacer,dz ALG,MF,Milan,25.0,1997.0,20,1151.0,58.0,33.7,12.8,13,76.0,4,7,23.0,1,1.9,26.0,19.0,7.0,0.55,-0.25,25.8,14.6,11.2,0.88,0.49,Matches
65,66,Alessandro Berardi,it ITA,GK,Hellas Verona,32.0,1991.0,0,,,,,0,,0,0,,20,,,,,,,,,,,,Matches
66,67,Domenico Berardi,it ITA,FW,Sassuolo,28.0,1994.0,17,1431.0,84.0,41.8,15.9,17,84.0,10,0,,1,1.12,24.0,27.0,-3.0,-0.19,1.12,21.0,23.7,-2.7,-0.17,0.7,Matches
67,68,Bartosz Bereszyński,pl POL,DF,Empoli,31.0,1992.0,24,1762.0,73.0,51.5,19.6,22,78.0,15,2,26.0,7,1.21,17.0,30.0,-13.0,-0.66,-0.01,16.3,28.6,-12.3,-0.63,-0.39,Matches
68,69,Etrit Berisha,al ALB,GK,Empoli,34.0,1989.0,14,1260.0,90.0,36.8,14.0,14,90.0,14,0,,12,0.86,10.0,25.0,-15.0,-1.07,-0.65,14.0,19.9,-5.9,-0.42,0.02,Matches
69,70,Medon Berisha,al ALB,FWMF,Lecce,19.0,2003.0,6,205.0,34.0,6.0,2.3,2,65.0,0,4,19.0,32,0.67,0.0,3.0,-3.0,-1.32,-0.79,1.8,3.6,-1.8,-0.8,-0.56,Matches
70,71,Victor Bernth Kristiansen,dk DEN,DF,Bologna,20.0,2002.0,32,2307.0,72.0,67.5,25.6,26,84.0,16,6,23.0,3,1.88,35.0,20.0,15.0,0.59,0.02,32.9,26.4,6.5,0.25,-0.1,Matches
71,72,Alessandro Berretta,it ITA,MF,Monza,17.0,2006.0,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
72,73,Beto,gw GNB,FW,Udinese,25.0,1998.0,1,74.0,74.0,2.2,0.8,1,74.0,0,0,,0,0.0,0.0,3.0,-3.0,-3.65,-3.3,0.5,1.8,-1.3,-1.61,-1.37,Matches
73,74,Davide Bettella,it ITA,MF,Monza,23.0,2000.0,1,3.0,3.0,0.1,0.0,0,,0,1,3.0,17,3.0,0.0,0.0,0.0,0.0,0.32,0.0,0.2,-0.2,-5.02,-4.59,Matches
74,75,Sam Beukema,nl NED,DF,Bologna,24.0,1998.0,30,2547.0,85.0,74.5,28.3,29,87.0,26,1,16.0,5,1.9,40.0,27.0,13.0,0.46,-0.47,35.5,29.7,5.7,0.2,-0.33,Matches
75,76,Christian Biagetti,it ITA,DF,Fiorentina,19.0,2004.0,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
76,77,Côme Bianay Balcot,fr FRA,DF,Torino,18.0,2005.0,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
77,78,Soufiane Bidaoui,ma MAR,FWMF,Frosinone,33.0,1990.0,0,,,,,0,,0,0,,7,,,,,,,,,,,,Matches
78,79,Jaka Bijol,si SVN,DF,Udinese,24.0,1999.0,24,2084.0,87.0,60.9,23.2,23,90.0,23,1,14.0,0,1.0,18.0,29.0,-11.0,-0.48,-0.14,24.8,27.3,-2.4,-0.11,0.4,Matches
79,80,El Bilal Touré,ml MLI,FW,Atalanta,21.0,2001.0,11,394.0,36.0,11.5,4.4,3,75.0,2,8,21.0,8,2.18,6.0,3.0,3.0,0.69,-0.12,8.7,4.7,3.9,0.9,0.52,Matches
80,81,Cristiano Biraghi,it ITA,DF,Fiorentina,30.0,1992.0,29,2356.0,81.0,68.9,26.2,27,86.0,21,2,14.0,7,1.59,39.0,31.0,8.0,0.31,-0.29,32.0,36.7,-4.7,-0.18,-0.88,Matches
81,82,Davide Biraschi,it ITA,DF,Genoa,29.0,1994.0,1,90.0,90.0,2.6,1.0,1,90.0,1,0,,2,0.0,1.0,4.0,-3.0,-3.0,-3.08,0.2,1.0,-0.8,-0.78,-0.61,Matches
82,83,Samuele Birindelli,it ITA,DF,Monza,24.0,1999.0,35,2013.0,58.0,58.9,22.4,22,76.0,8,13,25.0,2,1.2,25.0,33.0,-8.0,-0.36,-0.1,24.0,34.4,-10.4,-0.46,-0.05,Matches
83,84,Alexis Blin,fr FRA,MF,Lecce,26.0,1996.0,31,1642.0,53.0,48.0,18.2,16,81.0,9,15,23.0,4,1.16,19.0,25.0,-6.0,-0.33,0.48,22.6,25.8,-3.3,-0.18,0.17,Matches
84,85,Jérôme Boateng,de GER,DF,Salernitana,34.0,1988.0,7,238.0,34.0,7.0,2.6,4,47.0,0,3,17.0,1,0.29,2.0,9.0,-7.0,-2.65,-1.46,1.6,5.0,-3.4,-1.3,-0.15,Matches
85,86,Pietro Boer,it ITA,GK,Roma,21.0,2002.0,0,,,,,0,,0,0,,36,,,,,,,,,,,,Matches
86,87,Emil Bohinen,no NOR,MF,Genoa,24.0,1999.0,5,56.0,11.0,1.6,0.6,0,,0,5,11.0,12,2.6,0.0,0.0,0.0,0.0,0.0,0.7,0.9,-0.2,-0.29,-0.11,Matches
87,88,Emil Bohinen,no NOR,MF,Salernitana,24.0,1999.0,12,535.0,45.0,15.6,5.9,7,57.0,0,5,28.0,5,0.5,3.0,14.0,-11.0,-1.85,-0.67,5.1,11.5,-6.3,-1.07,0.11,Matches
88,89,Daniel Boloca,ro ROU,MF,Sassuolo,24.0,1998.0,30,2022.0,67.0,59.1,22.5,23,80.0,13,7,26.0,4,0.93,29.0,42.0,-13.0,-0.58,0.64,24.8,37.3,-12.5,-0.56,0.04,Matches
89,90,Giacomo Bonaventura,it ITA,MF,Fiorentina,33.0,1989.0,31,2277.0,73.0,66.6,25.3,27,80.0,11,4,28.0,4,1.35,35.0,29.0,6.0,0.24,-0.47,29.6,29.3,0.3,0.01,-0.25,Matches
90,91,Federico Bonazzoli,it ITA,FWMF,Hellas Verona,26.0,1997.0,24,1016.0,42.0,29.7,11.3,10,62.0,0,14,28.0,14,0.88,13.0,12.0,1.0,0.09,0.61,10.8,13.1,-2.3,-0.21,0.1,Matches
91,92,Luca Boncori,it ITA,FW,Salernitana,17.0,2006.0,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
92,93,Warren Bondo,fr FRA,MF,Monza,19.0,2003.0,25,1475.0,59.0,43.1,16.4,14,79.0,8,11,34.0,11,1.28,20.0,27.0,-7.0,-0.43,-0.2,17.7,25.3,-7.5,-0.46,-0.03,Matches
93,94,Giovanni Bonfanti,it ITA,DF,Atalanta,20.0,2003.0,2,89.0,45.0,2.6,1.0,1,74.0,0,1,15.0,18,1.5,2.0,1.0,1.0,1.01,0.23,1.6,1.4,0.1,0.13,-0.31,Matches
94,95,Kevin Bonifazi,it ITA,DF,Bologna,27.0,1996.0,1,90.0,90.0,2.6,1.0,1,90.0,1,0,,13,1.0,1.0,1.0,0.0,0.0,-0.59,1.0,0.9,0.1,0.13,-0.16,Matches
95,96,Kevin Bonifazi,it ITA,DF,Frosinone,27.0,1996.0,6,309.0,52.0,9.0,3.4,3,90.0,3,3,13.0,3,1.33,2.0,10.0,-8.0,-2.33,-1.84,3.3,8.3,-5.0,-1.47,-1.27,Matches
96,97,Alexandru Borbei,ro ROU,GK,Lecce,20.0,2003.0,0,,,,,0,,0,0,,13,,,,,,,,,,,,Matches
97,98,Gennaro Borrelli,it ITA,FW,Frosinone,23.0,2000.0,1,24.0,24.0,0.7,0.3,0,,0,1,24.0,1,0.0,0.0,1.0,-1.0,-3.75,-3.11,0.0,0.7,-0.7,-2.72,-2.42,Matches
98,99,Erik Botheim,no NOR,FWMF,Salernitana,23.0,2000.0,7,316.0,45.0,9.2,3.5,4,64.0,0,3,21.0,14,0.43,2.0,7.0,-5.0,-1.42,-0.15,1.9,4.5,-2.6,-0.75,0.45,Matches
99,100,Mehdi Bourabia,ma MAR,MF,Frosinone,31.0,1991.0,10,200.0,20.0,5.8,2.2,3,50.0,0,7,7.0,10,0.9,1.0,9.0,-8.0,-3.6,-3.12,1.0,6.9,-5.9,-2.64,-2.47,Matches
100,101,Edoardo Bove,it ITA,MF,Roma,21.0,2002.0,31,1780.0,57.0,52.0,19.8,18,78.0,9,13,29.0,7,1.68,30.0,21.0,9.0,0.46,-0.09,27.0,21.6,5.4,0.27,0.04,Matches
101,102,Domagoj Bradarić,hr CRO,DF,Salernitana,23.0,1999.0,34,2749.0,81.0,80.4,30.5,30,87.0,25,4,38.0,0,0.44,24.0,65.0,-41.0,-1.34,-0.27,24.6,58.4,-33.7,-1.1,0.3,Matches
102,103,Federico Brancolini,it ITA,GK,Lecce,22.0,2001.0,0,,,,,0,,0,0,,34,,,,,,,,,,,,Matches
103,104,Josip Brekalo,hr CRO,FW,Fiorentina,25.0,1998.0,11,652.0,59.0,19.1,7.2,8,72.0,2,3,27.0,9,1.82,13.0,11.0,2.0,0.28,-0.15,7.0,9.5,-2.5,-0.34,-0.54,Matches
104,105,Gleison Bremer,br BRA,DF,Juventus,26.0,1997.0,36,3233.0,90.0,94.5,35.9,36,90.0,35,0,,1,1.86,50.0,29.0,21.0,0.58,-0.38,51.9,28.4,23.5,0.65,0.12,Matches
105,106,Brenner,br BRA,MFFW,Udinese,23.0,2000.0,8,189.0,24.0,5.5,2.1,2,49.0,0,6,15.0,9,1.38,0.0,1.0,-1.0,-0.48,-0.06,1.4,1.3,0.1,0.03,0.31,Matches
106,107,Marco Brescianini,it ITA,MF,Frosinone,23.0,2000.0,36,2321.0,64.0,67.9,25.8,24,83.0,11,12,28.0,1,0.94,29.0,49.0,-20.0,-0.78,-0.37,30.0,40.5,-10.4,-0.4,-0.28,Matches
107,108,Matteo Brezzo,it ITA,GK,Torino,18.0,2005.0,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
108,109,Dylan Bronn,tn TUN,DFMF,Salernitana,28.0,1995.0,4,52.0,13.0,1.5,0.6,0,,0,4,13.0,13,1.0,0.0,4.0,-4.0,-6.92,-5.72,0.6,2.8,-2.3,-3.84,-2.72,Matches
109,110,Tajon Buchanan,ca CAN,DF,Inter,24.0,1999.0,10,161.0,16.0,4.7,1.8,0,,0,10,16.0,9,1.9,6.0,0.0,6.0,3.35,1.67,5.3,1.4,3.9,2.18,0.99,Matches
110,111,Alessandro Buongiorno,it ITA,DF,Torino,24.0,1999.0,29,2527.0,87.0,73.9,28.1,29,87.0,26,0,,1,1.52,29.0,22.0,7.0,0.25,0.95,30.1,27.4,2.6,0.09,0.33,Matches
111,112,Rareș-Cătălin Burnete,ro ROU,FW,Lecce,19.0,2004.0,1,8.0,8.0,0.2,0.1,0,,0,1,8.0,17,3.0,2.0,0.0,2.0,22.5,23.13,0.2,0.0,0.2,1.7,1.98,Matches
112,113,Jovane Cabral,cv CPV,MFFW,Salernitana,25.0,1998.0,12,678.0,57.0,19.8,7.5,8,78.0,3,4,14.0,3,0.33,2.0,14.0,-12.0,-1.59,-0.38,5.3,12.4,-7.1,-0.94,0.27,Matches
113,114,Liberato Cacace,nz NZL,DF,Empoli,22.0,2000.0,31,1912.0,62.0,55.9,21.2,18,84.0,11,13,31.0,6,1.1,22.0,30.0,-8.0,-0.38,0.64,24.6,28.3,-3.8,-0.18,0.59,Matches
114,115,Jens Cajuste,se SWE,MF,Napoli,23.0,1999.0,26,1016.0,39.0,29.7,11.3,11,70.0,2,15,16.0,8,1.62,19.0,18.0,1.0,0.09,-0.14,18.6,13.5,5.1,0.45,-0.22,Matches
115,116,Nicolò Calabrese,it ITA,MF,Hellas Verona,18.0,2004.0,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
116,117,Davide Calabria,it ITA,DF,Milan,26.0,1996.0,29,2185.0,75.0,63.9,24.3,26,81.0,13,3,29.0,4,2.07,49.0,27.0,22.0,0.91,0.54,41.8,26.7,15.1,0.62,0.21,Matches
117,118,Riccardo Calafiori,it ITA,DF,Bologna,21.0,2002.0,30,2349.0,78.0,68.7,26.1,26,89.0,23,4,12.0,6,1.97,43.0,20.0,23.0,0.88,0.97,33.9,25.8,8.1,0.31,0.08,Matches
118,119,Mattia Caldara,it ITA,DF,Milan,29.0,1994.0,1,33.0,33.0,1.0,0.4,0,,0,1,33.0,5,1.0,1.0,3.0,-2.0,-5.45,-6.23,1.0,1.6,-0.5,-1.37,-1.94,Matches
119,120,Luca Caldirola,it ITA,DF,Monza,32.0,1991.0,29,2141.0,74.0,62.6,23.8,23,87.0,19,6,22.0,7,1.1,25.0,37.0,-12.0,-0.5,-0.5,24.8,37.5,-12.6,-0.53,-0.24,Matches
120,121,Hakan Çalhanoğlu,tr TUR,MF,Inter,29.0,1994.0,32,2556.0,80.0,74.7,28.4,32,80.0,12,0,,3,2.47,59.0,19.0,40.0,1.41,-1.4,56.5,23.2,33.3,1.17,-0.26,Matches
