,_Rk,_Player,_Nation,_Pos,_Squad,_Age,_Born,_90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Matches
15,16,Carles Aleñá,es ESP,MF,Getafe,25.0,1998.0,11.3,1,16,5,31.3,1.41,0.44,0.06,0.2,18.8,0,0,0,1.2,1.2,0.08,-0.2,-0.2,Matches
16,17,Mohamed Ali Cho,fr FRA,FWMF,Real Sociedad,19.0,2004.0,2.8,0,3,0,0.0,1.08,0.0,0.0,,17.4,0,0,0,0.4,0.4,0.13,-0.4,-0.4,Matches
17,18,Tadeo Allende,ar ARG,MFFW,Celta Vigo,24.0,1999.0,3.7,1,8,2,25.0,2.14,0.54,0.13,0.5,17.4,0,0,0,1.2,1.2,0.16,-0.2,-0.2,Matches
18,19,Domingos André Ribeiro Almeida,pt POR,FWMF,Valencia,23.0,2000.0,10.7,2,10,4,40.0,0.93,0.37,0.2,0.5,19.3,0,0,0,0.6,0.6,0.06,1.4,1.4,Matches
19,20,Marcos Alonso,es ESP,DF,Barcelona,32.0,1990.0,2.8,0,3,2,66.7,1.07,0.71,0.0,0.0,20.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
20,21,Adrià Altimira,es ESP,DFMF,Villarreal,22.0,2001.0,8.6,0,1,0,0.0,0.12,0.0,0.0,,27.2,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
21,22,Sergi Altimira,es ESP,MF,Betis,21.0,2001.0,6.3,1,7,2,28.6,1.11,0.32,0.14,0.5,22.3,0,0,0,0.2,0.2,0.03,0.8,0.8,Matches
22,23,Gastón Álvarez,uy URU,DF,Getafe,23.0,2000.0,28.2,2,14,3,21.4,0.5,0.11,0.14,0.67,16.5,0,0,0,0.7,0.7,0.05,1.3,1.3,Matches
23,24,Hugo Álvarez,es ESP,MFDF,Celta Vigo,20.0,2003.0,8.5,1,12,4,33.3,1.42,0.47,0.08,0.25,13.9,0,0,0,1.0,1.0,0.09,0.0,0.0,Matches
24,25,Yeray Álvarez,es ESP,DF,Athletic Club,28.0,1995.0,12.8,0,7,2,28.6,0.55,0.16,0.0,0.0,14.2,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
25,26,Selim Amallah,ma MAR,FWMF,Valencia,26.0,1996.0,6.7,0,11,4,36.4,1.64,0.6,0.0,0.0,21.9,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
26,27,Amath,sn SEN,FWMF,Mallorca,27.0,1996.0,4.4,0,12,2,16.7,2.74,0.46,0.0,0.0,14.1,0,0,0,1.6,1.6,0.13,-1.6,-1.6,Matches
27,28,Miguel Ángel Rubio,es ESP,DF,Granada,25.0,1998.0,17.3,1,9,2,22.2,0.52,0.12,0.11,0.5,10.4,0,0,0,0.8,0.8,0.09,0.2,0.2,Matches
28,29,Fabrizio Angileri,ar ARG,DFMF,Getafe,29.0,1994.0,1.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
29,30,Mauro Arambarri,uy URU,MF,Getafe,27.0,1995.0,3.8,0,9,2,22.2,2.39,0.53,0.0,0.0,21.7,0,0,0,0.5,0.5,0.06,-0.5,-0.5,Matches
30,31,Jon Aramburu,ve VEN,DF,Real Sociedad,21.0,2002.0,6.0,0,4,0,0.0,0.66,0.0,0.0,,23.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
31,32,Julian Araujo,mx MEX,DF,Las Palmas,21.0,2001.0,16.2,1,7,2,28.6,0.43,0.12,0.14,0.5,20.5,0,0,0,0.7,0.7,0.1,0.3,0.3,Matches
32,33,Ronald Araújo,uy URU,DF,Barcelona,24.0,1999.0,22.2,1,23,9,39.1,1.04,0.41,0.04,0.11,12.4,0,0,0,2.1,2.1,0.09,-1.1,-1.1,Matches
33,34,Adu Ares,es ESP,FW,Athletic Club,21.0,2001.0,2.9,0,4,0,0.0,1.36,0.0,0.0,,21.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
34,35,Jesús Areso,es ESP,DF,Osasuna,24.0,1999.0,29.6,1,9,2,22.2,0.3,0.07,0.11,0.5,27.1,0,0,0,0.2,0.2,0.02,0.8,0.8,Matches
35,36,Matias Arezo,uy URU,FW,Granada,20.0,2002.0,4.1,0,12,4,33.3,2.93,0.98,0.0,0.0,18.1,0,0,0,1.2,1.2,0.1,-1.2,-1.2,Matches
36,37,Iñigo Arguibide,es ESP,DF,Osasuna,18.0,2005.0,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
37,38,José Arnaiz,es ESP,FWMF,Osasuna,28.0,1995.0,10.3,2,29,9,31.0,2.81,0.87,0.07,0.22,22.7,5,0,0,1.7,1.7,0.06,0.3,0.3,Matches
38,39,Sergio Arribas,es ESP,MFFW,Almería,21.0,2001.0,22.7,9,60,22,36.7,2.64,0.97,0.15,0.41,16.8,1,0,0,8.6,8.6,0.15,0.4,0.4,Matches
39,40,Kepa Arrizabalaga,es ESP,GK,Real Madrid,28.0,1994.0,13.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
40,41,Iago Aspas,es ESP,FW,Celta Vigo,35.0,1987.0,30.1,9,74,23,31.1,2.46,0.76,0.08,0.26,20.0,6,3,5,11.5,7.5,0.1,-2.5,-1.5,Matches
41,42,Ezequiel Ávila,ar ARG,FWMF,Osasuna,29.0,1994.0,9.6,1,27,6,22.2,2.81,0.62,0.04,0.17,21.2,0,0,0,2.0,2.0,0.08,-1.0,-1.0,Matches
42,43,Ezequiel Ávila,ar ARG,FW,Betis,29.0,1994.0,3.3,1,9,3,33.3,2.72,0.91,0.11,0.33,21.9,0,0,0,0.7,0.7,0.08,0.3,0.3,Matches
43,44,César Azpilicueta,es ESP,DF,Atlético Madrid,33.0,1989.0,15.8,0,2,2,100.0,0.13,0.13,0.0,0.0,20.3,0,0,0,0.6,0.6,0.32,-0.6,-0.6,Matches
44,45,Iddrisu Baba,gh GHA,MF,Almería,27.0,1996.0,15.9,0,8,2,25.0,0.5,0.13,0.0,0.0,25.6,0,0,0,0.7,0.7,0.09,-0.7,-0.7,Matches
45,46,Srđan Babić,rs SRB,DF,Almería,27.0,1996.0,1.0,0,1,0,0.0,1.0,0.0,0.0,,11.6,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
46,47,Loïc Bade,fr FRA,DF,Sevilla,23.0,2000.0,25.3,0,14,3,21.4,0.55,0.12,0.0,0.0,12.7,0,0,0,0.9,0.9,0.06,-0.9,-0.9,Matches
47,48,Alex Baena,es ESP,MFFW,Villarreal,22.0,2001.0,28.7,2,72,25,34.7,2.51,0.87,0.03,0.08,20.8,5,0,1,7.9,7.1,0.1,-5.9,-5.1,Matches
48,49,Eric Bailly,ci CIV,DF,Villarreal,29.0,1994.0,9.3,0,2,0,0.0,0.21,0.0,0.0,,9.7,0,0,0,0.2,0.2,0.11,-0.2,-0.2,Matches
49,50,Cédric Bakambu,cd COD,FW,Betis,32.0,1991.0,2.2,0,4,1,25.0,1.86,0.46,0.0,0.0,15.8,0,0,0,0.4,0.4,0.11,-0.4,-0.4,Matches
50,51,Alejandro Balde,es ESP,DF,Barcelona,19.0,2003.0,15.3,0,5,1,20.0,0.33,0.07,0.0,0.0,21.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
51,52,Iván Balliu,al ALB,DF,Rayo Vallecano,31.0,1992.0,31.9,0,11,4,36.4,0.34,0.13,0.0,0.0,18.9,0,0,0,0.7,0.7,0.06,-0.7,-0.7,Matches
52,53,Jonathan Bamba,ci CIV,MFFW,Celta Vigo,27.0,1996.0,22.0,3,41,14,34.1,1.86,0.64,0.07,0.21,19.2,0,0,0,3.0,3.0,0.07,0.0,0.0,Matches
53,54,Léo Baptistão,br BRA,FW,Almería,30.0,1992.0,20.4,6,48,18,37.5,2.35,0.88,0.13,0.33,16.7,0,0,0,5.3,5.3,0.11,0.7,0.7,Matches
54,55,Kike Barja,es ESP,FWMF,Osasuna,26.0,1997.0,3.4,0,4,2,50.0,1.19,0.59,0.0,0.0,14.1,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
55,56,Ander Barrenetxea,es ESP,FWMF,Real Sociedad,21.0,2001.0,15.9,4,37,12,32.4,2.33,0.76,0.11,0.33,17.7,1,0,0,3.5,3.5,0.1,0.5,0.5,Matches
56,57,Pablo Barrios,es ESP,MF,Atlético Madrid,20.0,2003.0,17.3,0,17,7,41.2,0.98,0.41,0.0,0.0,21.8,0,0,0,0.9,0.9,0.05,-0.9,-0.9,Matches
57,58,Marc Bartra,es ESP,DF,Betis,32.0,1991.0,2.5,0,3,0,0.0,1.2,0.0,0.0,,11.6,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches
58,59,Augusto Batalla,ar ARG,GK,Granada,27.0,1996.0,17.0,0,1,0,0.0,0.06,0.0,0.0,,13.5,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
59,60,Bebé,cv CPV,MFFW,Rayo Vallecano,33.0,1990.0,2.4,2,15,4,26.7,6.37,1.7,0.07,0.25,30.2,3,1,1,1.4,0.7,0.04,0.6,0.3,Matches
60,61,Sheraldo Becker,sr SUR,FWMF,Real Sociedad,28.0,1995.0,8.6,2,21,9,42.9,2.45,1.05,0.1,0.22,17.1,0,0,0,1.4,1.4,0.07,0.6,0.6,Matches
61,62,Héctor Bellerín,es ESP,DF,Betis,28.0,1995.0,19.0,0,2,0,0.0,0.11,0.0,0.0,,18.7,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
62,63,Jude Bellingham,eng ENG,MF,Real Madrid,20.0,2003.0,25.7,19,62,34,54.8,2.41,1.32,0.29,0.53,14.8,0,1,1,11.1,10.3,0.17,7.9,7.7,Matches
63,64,Fran Beltrán,es ESP,MF,Celta Vigo,24.0,1999.0,27.0,0,21,3,14.3,0.78,0.11,0.0,0.0,25.8,0,0,0,0.7,0.7,0.03,-0.7,-0.7,Matches
64,65,Carlos Benavídez,uy URU,MF,Alavés,25.0,1998.0,12.6,3,14,7,50.0,1.11,0.55,0.21,0.43,19.8,0,0,0,1.0,1.0,0.07,2.0,2.0,Matches
65,66,Yuri Berchiche,es ESP,DF,Athletic Club,33.0,1990.0,21.4,3,18,6,33.3,0.84,0.28,0.17,0.5,19.1,0,0,0,0.9,0.7,0.04,2.1,2.3,Matches
66,67,Álex Berenguer,es ESP,FW,Athletic Club,28.0,1995.0,17.7,7,31,11,35.5,1.75,0.62,0.19,0.55,16.4,3,1,1,5.2,4.4,0.14,1.8,1.6,Matches
67,68,Isaac Bernal,es ESP,FW,Sevilla,23.0,2000.0,11.5,4,42,17,40.5,3.64,1.47,0.1,0.24,14.8,0,0,0,7.3,7.3,0.17,-3.3,-3.3,Matches
68,69,Antonio Blanco,es ESP,MF,Alavés,23.0,2000.0,27.0,0,20,3,15.0,0.74,0.11,0.0,0.0,25.1,0,0,0,0.8,0.8,0.04,-0.8,-0.8,Matches
69,70,Daley Blind,nl NED,DF,Girona,33.0,1990.0,33.0,1,17,6,35.3,0.51,0.18,0.06,0.17,16.6,1,0,0,1.7,1.7,0.1,-0.7,-0.7,Matches
70,71,Adri Bosch,es ESP,DF,Granada,22.0,2001.0,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
71,72,Yassine Bounou,ma MAR,GK,Sevilla,32.0,1991.0,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
72,73,Lucas Boyé,ar ARG,FW,Granada,27.0,1996.0,28.2,6,56,15,26.8,1.98,0.53,0.11,0.4,13.3,1,0,0,6.2,6.2,0.11,-0.2,-0.2,Matches
73,74,Juan Brandáriz,es ESP,DF,Almería,24.0,1999.0,27.0,0,5,0,0.0,0.18,0.0,0.0,,13.8,0,0,0,1.0,1.0,0.19,-1.0,-1.0,Matches
74,75,Darko Brašanac,rs SRB,MF,Osasuna,31.0,1992.0,0.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
75,76,Brau,es ESP,DF,Granada,21.0,2001.0,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
76,77,Claudio Bravo,cl CHI,GK,Betis,40.0,1983.0,7.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
77,78,Ben Brereton,cl CHI,FWMF,Villarreal,24.0,1999.0,3.0,0,5,1,20.0,1.67,0.33,0.0,0.0,18.1,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
78,79,Ante Budimir,hr CRO,FW,Osasuna,32.0,1991.0,27.1,17,73,31,42.5,2.7,1.15,0.19,0.45,12.8,0,3,4,14.2,11.1,0.15,2.8,2.9,Matches
79,80,Pablo Busto,es ESP,DF,Betis,17.0,2005.0,0.5,0,1,0,0.0,2.05,0.0,0.0,,28.3,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
80,81,José Callejón,es ESP,MFFW,Granada,36.0,1987.0,8.9,0,12,4,33.3,1.34,0.45,0.0,0.0,14.5,1,0,0,1.3,1.3,0.11,-1.3,-1.3,Matches
81,82,Eduardo Camavinga,fr FRA,MFDF,Real Madrid,20.0,2002.0,20.2,0,17,7,41.2,0.84,0.35,0.0,0.0,22.7,0,0,0,0.9,0.9,0.05,-0.9,-0.9,Matches
82,83,Sergio Camello,es ESP,FW,Rayo Vallecano,22.0,2001.0,18.5,3,33,13,39.4,1.79,0.7,0.09,0.23,15.6,0,0,0,4.5,4.5,0.14,-1.5,-1.5,Matches
83,84,José Campaña,es ESP,MF,Las Palmas,30.0,1993.0,1.9,0,1,0,0.0,0.53,0.0,0.0,,28.8,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
84,85,João Cancelo,pt POR,DF,Barcelona,29.0,1994.0,27.8,2,32,9,28.1,1.15,0.32,0.06,0.22,21.3,0,0,0,1.6,1.6,0.05,0.4,0.4,Matches
85,86,Sergi Canós,es ESP,MFFW,Valencia,26.0,1997.0,13.7,1,43,17,39.5,3.15,1.24,0.02,0.06,21.4,0,0,0,2.8,2.8,0.07,-1.8,-1.8,Matches
86,87,Étienne Capoue,fr FRA,MF,Villarreal,35.0,1988.0,16.2,1,14,5,35.7,0.87,0.31,0.07,0.2,15.0,0,0,0,1.0,1.0,0.07,0.0,0.0,Matches
87,88,Isaac Carcelen,es ESP,DF,Cádiz,30.0,1993.0,29.0,0,10,3,30.0,0.34,0.1,0.0,0.0,20.2,1,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches
88,89,Cárdenas,es ESP,GK,Rayo Vallecano,26.0,1997.0,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
89,90,Marc Cardona,es ESP,FW,Las Palmas,28.0,1995.0,8.0,4,21,10,47.6,2.61,1.24,0.14,0.3,14.3,0,1,1,4.2,3.5,0.16,-0.2,-0.5,Matches
90,91,Sergi Cardona,es ESP,DF,Las Palmas,24.0,1999.0,31.3,1,26,5,19.2,0.83,0.16,0.04,0.2,13.9,0,0,0,2.7,2.7,0.1,-1.7,-1.7,Matches
91,92,Johnny Cardoso,us USA,MF,Betis,21.0,2001.0,14.8,1,12,3,25.0,0.81,0.2,0.08,0.33,18.3,0,0,0,1.1,1.1,0.09,-0.1,-0.1,Matches
92,93,Carmona,es ESP,DFMF,Getafe,21.0,2002.0,14.6,1,12,3,25.0,0.82,0.21,0.08,0.33,16.8,0,0,0,0.8,0.8,0.07,0.2,0.2,Matches
93,94,Yannick Carrasco,be BEL,DF,Atlético Madrid,29.0,1993.0,2.5,0,2,1,50.0,0.81,0.41,0.0,0.0,21.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
94,95,Álvaro Carreras,es ESP,MFFW,Granada,20.0,2003.0,5.3,0,7,1,14.3,1.33,0.19,0.0,0.0,12.3,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches
95,96,Dani Carvajal,es ESP,DF,Real Madrid,31.0,1992.0,24.1,4,18,10,55.6,0.75,0.41,0.22,0.4,14.3,0,0,0,1.7,1.7,0.1,2.3,2.3,Matches
96,97,William Carvalho,pt POR,MF,Betis,31.0,1992.0,7.6,1,8,3,37.5,1.06,0.4,0.13,0.33,24.0,0,0,0,0.4,0.4,0.05,0.6,0.6,Matches
97,98,Marc Casado,es ESP,MF,Barcelona,19.0,2003.0,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
98,99,Catena,es ESP,DF,Osasuna,28.0,1994.0,28.2,1,18,5,27.8,0.64,0.18,0.06,0.2,13.3,1,0,0,1.3,1.3,0.07,-0.3,-0.3,Matches
99,100,Dani Ceballos,es ESP,MFFW,Real Madrid,26.0,1996.0,6.6,0,7,1,14.3,1.05,0.15,0.0,0.0,18.4,1,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
100,101,Álex Centelles,es ESP,DF,Almería,25.0,1997.0,10.9,0,2,1,50.0,0.18,0.09,0.0,0.0,21.2,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
101,102,Franco Cervi,ar ARG,MFDF,Celta Vigo,29.0,1994.0,6.1,0,8,1,12.5,1.32,0.16,0.0,0.0,19.7,0,0,0,0.5,0.5,0.06,-0.5,-0.5,Matches
102,103,Pep Chavarría,es ESP,DFMF,Rayo Vallecano,25.0,1998.0,13.0,1,11,2,18.2,0.85,0.15,0.09,0.5,18.3,0,0,0,1.0,1.0,0.09,0.0,0.0,Matches
103,104,Andreas Christensen,dk DEN,DFMF,Barcelona,27.0,1996.0,22.0,2,12,4,33.3,0.55,0.18,0.17,0.5,13.0,0,0,0,1.0,1.0,0.09,1.0,1.0,Matches
104,105,Víctor Chust,es ESP,DF,Cádiz,23.0,2000.0,20.7,0,4,0,0.0,0.19,0.0,0.0,,9.7,0,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches
105,106,Pathé Ciss,sn SEN,MF,Rayo Vallecano,29.0,1994.0,18.5,1,22,8,36.4,1.19,0.43,0.05,0.13,23.6,0,0,0,1.5,1.5,0.07,-0.5,-0.5,Matches
106,107,Silvi Clúa,es ESP,MF,Girona,18.0,2005.0,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
107,108,Saúl Coco,gq EQG,DF,Las Palmas,24.0,1999.0,25.5,1,20,4,20.0,0.78,0.16,0.05,0.25,25.6,8,0,0,1.1,1.1,0.05,-0.1,-0.1,Matches
108,109,Santi Comesaña,es ESP,MF,Villarreal,26.0,1996.0,18.4,2,17,7,41.2,0.93,0.38,0.12,0.29,13.0,0,0,0,1.9,1.9,0.11,0.1,0.1,Matches
109,110,Copete,es ESP,DF,Mallorca,23.0,1999.0,14.8,1,7,1,14.3,0.47,0.07,0.14,1.0,13.4,0,0,0,0.5,0.5,0.08,0.5,0.5,Matches
110,111,Francis Coquelin,fr FRA,MF,Villarreal,32.0,1991.0,10.1,0,3,0,0.0,0.3,0.0,0.0,,16.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
111,112,Theo Corbeanu,ca CAN,MFFW,Granada,21.0,2002.0,2.0,1,5,2,40.0,2.47,0.99,0.2,0.5,23.6,1,0,0,0.3,0.3,0.06,0.7,0.7,Matches
112,113,Jesús Corona,mx MEX,MFDF,Sevilla,30.0,1993.0,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
113,114,Ángel Correa,ar ARG,FWMF,Atlético Madrid,28.0,1995.0,17.0,9,42,19,45.2,2.47,1.12,0.19,0.42,17.0,1,1,1,7.9,7.1,0.17,1.1,0.9,Matches
114,115,Thierry Correia,pt POR,DF,Valencia,24.0,1999.0,23.9,0,5,2,40.0,0.21,0.08,0.0,0.0,20.9,0,0,0,0.6,0.6,0.12,-0.6,-0.6,Matches
115,116,Jaume Costa,es ESP,DF,Mallorca,35.0,1988.0,18.7,0,6,2,33.3,0.32,0.11,0.0,0.0,16.3,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
116,117,Samu Costa,pt POR,MF,Mallorca,22.0,2000.0,25.6,1,22,3,13.6,0.86,0.12,0.05,0.33,20.9,1,0,0,1.1,1.1,0.05,-0.1,-0.1,Matches
117,118,Thibaut Courtois,be BEL,GK,Real Madrid,31.0,1992.0,3.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
118,119,Yan Couto,br BRA,DFFW,Girona,21.0,2002.0,24.9,1,29,11,37.9,1.16,0.44,0.03,0.09,21.3,0,0,0,1.5,1.5,0.05,-0.5,-0.5,Matches
119,120,Crespo,pt POR,MF,Rayo Vallecano,26.0,1996.0,5.9,0,3,0,0.0,0.51,0.0,0.0,,17.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
120,121,Cristian,es ESP,GK,Valencia,25.0,1998.0,0.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
121,122,Juan Cruz Armada,es ESP,DF,Osasuna,31.0,1992.0,18.5,0,3,0,0.0,0.16,0.0,0.0,,28.7,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
122,123,Juan Cruz,es ESP,FW,Betis,23.0,2000.0,0.8,0,2,0,0.0,2.37,0.0,0.0,,21.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
123,124,Pau Cubarsí,es ESP,DF,Barcelona,16.0,2007.0,17.3,0,3,0,0.0,0.17,0.0,0.0,,18.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
124,125,Iván Cuéllar,es ESP,GK,Mallorca,39.0,1984.0,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
125,126,Jorge Cuenca,es ESP,DF,Villarreal,23.0,1999.0,21.8,3,20,7,35.0,0.92,0.32,0.15,0.43,11.7,0,0,0,1.2,1.2,0.06,1.8,1.8,Matches
126,127,Eric Curbelo,es ESP,DFMF,Las Palmas,29.0,1994.0,1.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
127,128,Alberto Dadie,es ESP,MF,Real Sociedad,21.0,2002.0,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
128,129,Sergi Darder,es ESP,MF,Mallorca,29.0,1993.0,24.0,2,32,12,37.5,1.34,0.5,0.06,0.17,22.4,1,0,0,2.2,2.2,0.07,-0.2,-0.2,Matches
129,130,Rodrigo De Paul,ar ARG,MF,Atlético Madrid,29.0,1994.0,23.1,3,30,12,40.0,1.3,0.52,0.1,0.25,19.8,1,0,0,1.8,1.8,0.06,1.2,1.2,Matches
130,131,Mouctar Diakhaby,gn GUI,DFMF,Valencia,26.0,1996.0,11.9,1,7,3,42.9,0.59,0.25,0.14,0.33,13.9,0,0,0,0.7,0.7,0.1,0.3,0.3,Matches
131,132,Moussa Diakité,ml MLI,MF,Cádiz,19.0,2003.0,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
132,133,Assane Diao,es ESP,FW,Betis,17.0,2005.0,11.6,2,21,3,14.3,1.8,0.26,0.1,0.67,13.7,0,0,0,2.5,2.5,0.12,-0.5,-0.5,Matches
133,134,Brahim Díaz,ma MAR,FWMF,Real Madrid,23.0,1999.0,17.2,8,38,17,44.7,2.21,0.99,0.21,0.47,16.0,0,0,0,5.7,5.7,0.15,2.3,2.3,Matches
134,135,Víctor Díaz,es ESP,DFMF,Granada,35.0,1988.0,1.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
135,136,Famara Diedhiou,sn SEN,FWMF,Granada,30.0,1992.0,1.0,0,5,3,60.0,5.06,3.03,0.0,0.0,18.1,0,0,0,0.5,0.5,0.1,-0.5,-0.5,Matches
136,137,Stole Dimitrievski,mk MKD,GK,Rayo Vallecano,29.0,1993.0,37.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
