,_Rk,_Player,_Nation,_Pos,_Squad,_Age,_Born,PlayingTime_MP,PlayingTime_Min,PlayingTime_Mn/MP,PlayingTime_Min%,PlayingTime_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,TeamSuccess_PPM,TeamSuccess_onG,TeamSuccess_onGA,TeamSuccess_+/-,TeamSuccess_+/-90,TeamSuccess_On-Off,TeamSuccess(xG)_onxG,TeamSuccess(xG)_onxGA,TeamSuccess(xG)_xG+/-,TeamSuccess(xG)_xG+/-90,TeamSuccess(xG)_On-Off,Matches
24,25,Aboubacar Ali,fr FRA,MFFW,Strasbourg,17,2006,9,130.0,14.0,4.2,1.4,1,59.0,0,8,9.0,2,1.33,1.0,4.0,-3.0,-2.08,-1.8,2.3,1.8,0.5,0.36,0.49,Matches
25,26,Mohamed Ali Cho,fr FRA,FW,Nice,19,2004,17,861.0,51.0,28.1,9.6,11,67.0,0,6,20.0,0,1.18,11.0,8.0,3.0,0.31,-0.01,13.8,9.0,4.7,0.5,0.1,Matches
26,27,Nabil Alioui,fr FRA,MFFW,Le Havre,24,1999,18,1009.0,56.0,33.0,11.2,12,71.0,0,6,26.0,1,1.11,10.0,14.0,-4.0,-0.36,-0.05,11.9,15.2,-3.3,-0.3,0.14,Matches
27,28,Jim Allevinah,ga GAB,MFDF,Clermont Foot,28,1995,29,1861.0,64.0,60.8,20.7,22,76.0,5,7,27.0,1,0.72,17.0,32.0,-15.0,-0.73,0.7,19.1,35.7,-16.6,-0.8,0.03,Matches
28,29,Téo Allix,fr FRA,DF,Montpellier,19,2004,0,,,,,0,,0,0,,8,,,,,,,,,,,,Matches
29,30,Skelly Alvero,fr FRA,MF,Lyon,21,2002,8,426.0,53.0,13.9,4.7,6,65.0,2,2,18.0,1,0.75,5.0,9.0,-4.0,-0.85,-0.78,6.5,6.8,-0.3,-0.06,0.02,Matches
30,31,Papa Amadou Diallo,sn SEN,FW,Metz,19,2004,16,889.0,56.0,29.1,9.9,9,78.0,2,7,26.0,8,0.81,13.0,16.0,-3.0,-0.3,0.53,11.6,13.4,-1.7,-0.17,0.6,Matches
31,32,Jordan Amavi,fr FRA,DF,Brest,29,1994,2,91.0,46.0,3.0,1.0,1,90.0,1,1,1.0,12,2.0,3.0,0.0,3.0,2.97,2.48,1.7,0.9,0.8,0.8,0.55,Matches
32,33,Kelvin Amian,fr FRA,DF,Nantes,25,1998,12,798.0,67.0,26.1,8.9,11,72.0,6,1,11.0,0,0.75,6.0,17.0,-11.0,-1.24,-0.68,9.2,14.6,-5.3,-0.6,-0.2,Matches
33,34,Michael Amir Murillo,pa PAN,DF,Marseille,27,1996,16,997.0,62.0,32.6,11.1,10,86.0,8,6,24.0,3,1.75,20.0,12.0,8.0,0.72,0.59,19.8,10.0,9.8,0.89,0.47,Matches
34,35,Ayoub Amraoui,ma MAR,DF,Nice,19,2004,0,,,,,0,,0,0,,7,,,,,,,,,,,,Matches
35,36,Benjamin André,fr FRA,MF,Lille,32,1990,30,2570.0,86.0,84.0,28.6,29,87.0,23,1,35.0,0,1.77,39.0,24.0,15.0,0.53,-0.03,39.4,25.3,14.1,0.49,0.85,Matches
36,37,Komnen Andrić,rs SRB,FW,Clermont Foot,28,1995,7,169.0,24.0,5.5,1.9,1,67.0,0,6,17.0,6,0.29,1.0,5.0,-4.0,-2.13,-1.2,2.2,5.3,-3.1,-1.63,-0.87,Matches
37,38,Stredair Appuah,fr FRA,FWMF,Nantes,19,2004,4,84.0,21.0,2.7,0.9,0,,0,4,21.0,8,0.75,0.0,5.0,-5.0,-5.36,-4.75,1.1,3.5,-2.4,-2.52,-2.12,Matches
38,39,Ylies Aradj,fr FRA,DF,Toulouse,18,2005,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
39,40,Paul Argney,fr FRA,GK,Le Havre,17,2006,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
40,41,Yoël Armougom,fr FRA,DFMF,Clermont Foot,25,1998,5,234.0,47.0,7.6,2.6,2,90.0,2,3,18.0,19,0.8,2.0,6.0,-4.0,-1.54,-0.58,2.2,6.3,-4.1,-1.58,-0.83,Matches
41,42,Hákon Arnar Haraldsson,is ISL,FWMF,Lille,20,2003,26,1284.0,49.0,42.0,14.3,15,73.0,1,11,17.0,7,1.73,16.0,21.0,-5.0,-0.35,-1.52,16.5,15.9,0.6,0.04,-0.54,Matches
42,43,Mohamed El Arouch,fr FRA,FW,Lyon,19,2004,1,2.0,2.0,0.1,0.0,0,,0,1,2.0,4,1.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.07,Matches
43,44,Marco Asensio,es ESP,MFFW,Paris S-G,27,1996,19,1113.0,59.0,36.4,12.4,13,75.0,6,6,23.0,5,2.11,28.0,13.0,15.0,1.21,-0.31,29.3,14.3,15.0,1.22,0.58,Matches
44,45,Joel Asoro,se SWE,FWMF,Metz,24,1999,20,848.0,42.0,27.7,9.4,10,64.0,0,10,20.0,4,0.6,6.0,13.0,-7.0,-0.74,-0.09,8.7,12.4,-3.7,-0.39,0.28,Matches
45,46,Lorenz Assignon,tg TOG,DF,Rennes,23,2000,14,1011.0,72.0,33.0,11.2,12,82.0,8,2,16.0,2,1.14,15.0,14.0,1.0,0.09,-0.17,15.6,13.6,1.9,0.17,-0.26,Matches
46,47,Dehmaine Assoumani,fr FRA,FW,Nantes,18,2005,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
47,48,Youcef Atal,dz ALG,DF,Nice,27,1996,6,359.0,60.0,11.7,4.0,5,72.0,1,1,1.0,2,1.67,3.0,1.0,2.0,0.5,0.2,7.0,1.9,5.1,1.27,0.96,Matches
48,49,Valentin Atangana Edoa,fr FRA,MF,Reims,17,2005,15,555.0,37.0,18.1,6.2,7,61.0,0,8,16.0,3,1.47,9.0,6.0,3.0,0.49,0.77,9.0,8.1,0.9,0.14,0.24,Matches
49,50,Arthur Atta,fr FRA,MFFW,Metz,20,2003,21,924.0,44.0,30.2,10.3,10,78.0,5,11,13.0,7,0.62,14.0,22.0,-8.0,-0.78,-0.15,13.3,18.0,-4.7,-0.46,0.2,Matches
50,51,Pierre-Emerick Aubameyang,ga GAB,FW,Marseille,34,1989,34,2622.0,77.0,85.7,29.1,30,84.0,20,4,24.0,0,1.47,47.0,37.0,10.0,0.34,0.14,50.6,30.5,20.1,0.69,0.81,Matches
51,52,André Ayew,gh GHA,FW,Le Havre,33,1989,19,1104.0,58.0,36.1,12.3,12,83.0,5,7,16.0,0,0.74,13.0,20.0,-7.0,-0.57,-0.39,13.9,20.0,-6.2,-0.5,-0.17,Matches
52,53,Neil El Aynaoui,fr FRA,MF,Lens,22,2001,25,1566.0,63.0,51.2,17.4,17,84.0,8,8,18.0,1,1.76,26.0,16.0,10.0,0.57,0.7,27.4,26.5,0.9,0.05,-0.34,Matches
53,54,Abdellah Baallal,ma MAR,MF,Clermont Foot,18,2004,1,4.0,4.0,0.1,0.0,0,,0,1,4.0,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.66,0.15,Matches
54,55,Nazim Babai,dz ALG,FW,Monaco,20,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
55,56,Shavy Babicka,ga GAB,FWMF,Toulouse,23,2000,12,373.0,31.0,12.2,4.1,4,67.0,1,8,13.0,3,1.58,7.0,8.0,-1.0,-0.24,-0.14,5.1,3.6,1.5,0.37,0.68,Matches
56,57,Aliou Badara Baldé,gn GUI,FWDF,Nice,20,2002,7,69.0,10.0,2.3,0.8,0,,0,7,10.0,23,1.14,3.0,0.0,3.0,3.91,3.67,1.8,1.6,0.2,0.29,-0.13,Matches
57,58,Tiemoué Bakayoko,fr FRA,MF,Lorient,28,1994,20,1314.0,66.0,42.9,14.6,15,80.0,8,5,24.0,2,0.95,16.0,26.0,-10.0,-0.68,-0.01,13.9,23.6,-9.7,-0.66,-0.28,Matches
58,59,Darryl Bakola,fr FRA,MF,Marseille,15,2007,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
59,60,Dilane Bakwa,fr FRA,FWMF,Strasbourg,20,2002,31,2177.0,70.0,71.1,24.2,25,80.0,10,6,31.0,2,1.16,24.0,34.0,-10.0,-0.41,-0.21,28.2,30.3,-2.1,-0.09,0.08,Matches
60,61,Carlos Baleba,cm CMR,MF,Lille,19,2004,2,61.0,31.0,2.0,0.7,1,60.0,0,1,1.0,1,2.0,1.0,1.0,0.0,0.0,-0.54,1.2,1.6,-0.4,-0.55,-0.93,Matches
61,62,Leonardo Balerdi,ar ARG,DF,Marseille,24,1999,27,2271.0,84.0,74.2,25.2,26,87.0,21,1,21.0,3,1.44,39.0,30.0,9.0,0.36,0.13,39.4,25.8,13.6,0.54,-0.14,Matches
62,63,Folarin Balogun,us USA,FW,Monaco,22,2001,29,1692.0,58.0,55.3,18.8,19,77.0,5,10,23.0,0,2.0,37.0,26.0,11.0,0.59,-0.4,31.1,26.7,4.5,0.24,-0.23,Matches
63,64,Mohamed Bamba,ci CIV,FW,Lorient,21,2001,16,1138.0,71.0,37.2,12.6,14,78.0,1,2,23.0,0,1.06,17.0,19.0,-2.0,-0.16,0.83,17.2,18.8,-1.7,-0.13,0.59,Matches
64,65,Rayan Bamba,fr FRA,DF,Rennes,19,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
65,66,Robson Bambu,br BRA,DF,Nice,25,1997,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
66,67,Mamady Bangré,bf BFA,FWMF,Toulouse,22,2001,8,101.0,13.0,3.3,1.1,0,,0,8,13.0,6,0.75,1.0,1.0,0.0,0.0,0.12,1.6,2.1,-0.5,-0.44,-0.22,Matches
67,68,Hugo Barbet,fr FRA,GK,Nantes,21,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
68,69,Bradley Barcola,fr FRA,FW,Lyon,20,2002,3,270.0,90.0,8.8,3.0,3,90.0,3,0,,0,0.33,2.0,6.0,-4.0,-1.33,-1.27,2.3,6.1,-3.8,-1.27,-1.31,Matches
69,70,Bradley Barcola,fr FRA,FWMF,Paris S-G,20,2002,25,1370.0,55.0,44.8,15.2,18,67.0,2,7,25.0,2,2.2,35.0,18.0,17.0,1.12,-0.53,28.7,18.0,10.6,0.7,-0.27,Matches
70,71,Melvin Bard,fr FRA,DF,Nice,22,2000,32,2654.0,83.0,86.7,29.5,31,85.0,22,1,31.0,0,1.59,33.0,22.0,11.0,0.37,0.37,43.4,30.4,13.0,0.44,0.14,Matches
71,72,Steven Baseya,fr FRA,DF,Strasbourg,18,2005,2,6.0,3.0,0.2,0.1,0,,0,2,3.0,10,2.0,0.0,0.0,0.0,0.0,0.35,0.0,0.1,-0.1,-1.53,-1.43,Matches
72,73,Joffrey Bazié,bf BFA,FW,Lille,19,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
73,74,Mohamed Bechikh,fr FRA,FWMF,Strasbourg,18,2005,2,14.0,7.0,0.5,0.2,0,,0,2,7.0,5,0.0,0.0,0.0,0.0,0.0,0.35,0.4,0.0,0.4,2.55,2.67,Matches
74,75,Yanis Begraoui,ma MAR,FWMF,Toulouse,22,2001,14,300.0,21.0,9.8,3.3,3,61.0,0,11,11.0,2,0.86,3.0,7.0,-4.0,-1.2,-1.2,3.3,8.5,-5.1,-1.55,-1.46,Matches
75,76,Alexis Beka Beka,fr FRA,MF,Nice,22,2001,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
76,77,Jérémie Bela,ao ANG,MFFW,Clermont Foot,30,1993,12,203.0,17.0,6.6,2.3,1,61.0,0,11,13.0,9,0.25,1.0,8.0,-7.0,-3.1,-2.25,3.8,7.3,-3.4,-1.51,-0.75,Matches
77,78,Reda Belahyane,fr FRA,MF,Nice,19,2004,1,27.0,27.0,0.9,0.3,0,,0,1,27.0,8,0.0,0.0,0.0,0.0,0.0,-0.33,0.5,0.2,0.3,1.06,0.64,Matches
78,79,Alaa Bellaarouch,ma MAR,GK,Strasbourg,21,2002,15,1350.0,90.0,44.1,15.0,15,90.0,15,0,,19,0.93,18.0,26.0,-8.0,-0.53,-0.32,20.6,22.2,-1.6,-0.11,0.0,Matches
79,80,Jean-Ricner Bellegarde,fr FRA,MFFW,Strasbourg,25,1998,3,269.0,90.0,8.8,3.0,3,90.0,2,0,,0,2.0,4.0,4.0,0.0,0.0,0.39,5.2,2.6,2.5,0.85,1.05,Matches
80,81,Jeanuël Belocian,fr FRA,DF,Rennes,18,2005,23,1448.0,63.0,47.3,16.1,16,80.0,7,7,23.0,9,1.22,24.0,28.0,-4.0,-0.25,-0.86,24.7,18.0,6.7,0.41,0.13,Matches
81,82,Eliesse Ben Seghir,ma MAR,MFFW,Monaco,18,2005,13,428.0,33.0,14.0,4.8,4,67.0,0,9,18.0,3,1.92,11.0,2.0,9.0,1.89,1.31,6.9,4.9,2.0,0.43,0.1,Matches
82,83,Wissam Ben Yedder,fr FRA,FW,Monaco,32,1990,32,2316.0,72.0,75.7,25.7,26,85.0,14,6,17.0,1,2.0,56.0,32.0,24.0,0.93,0.69,42.3,32.1,10.2,0.4,0.25,Matches
83,84,Mayssam Benama,fr FRA,MF,Monaco,18,2005,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
84,85,Saïd Benrahma,dz ALG,FWMF,Lyon,27,1995,12,770.0,64.0,25.2,8.6,10,70.0,0,2,37.0,1,2.33,15.0,16.0,-1.0,-0.12,0.08,13.2,12.9,0.4,0.04,0.15,Matches
85,86,Nabil Bentaleb,dz ALG,MF,Lille,28,1994,26,1967.0,76.0,64.3,21.9,23,85.0,19,3,5.0,0,1.73,35.0,24.0,11.0,0.5,-0.07,31.2,26.4,4.8,0.22,-0.38,Matches
86,87,Mokrane Bentoumi,fr FRA,FW,Le Havre,17,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
87,88,Lucas Beraldo,br BRA,DF,Paris S-G,19,2003,13,1008.0,78.0,32.9,11.2,12,82.0,9,1,21.0,3,2.23,27.0,14.0,13.0,1.16,-0.37,21.5,15.0,6.5,0.58,-0.39,Matches
88,89,Stan Berkani,dz ALG,MF,Clermont Foot,19,2003,0,,,,,0,,0,0,,7,,,,,,,,,,,,Matches
89,90,Anthony Bermont,fr FRA,FW,Lens,18,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
90,91,Dimitry Bertaud,cd COD,GK,Montpellier,25,1998,4,360.0,90.0,11.8,4.0,4,90.0,4,0,,25,1.0,6.0,11.0,-5.0,-1.25,-1.25,4.7,10.3,-5.6,-1.41,-1.44,Matches
91,92,Marco Bizot,nl NED,GK,Brest,32,1991,32,2876.0,90.0,94.0,32.0,32,90.0,31,0,,0,1.72,49.0,34.0,15.0,0.47,-1.49,44.2,38.5,5.8,0.18,-1.45,Matches
92,93,Rubén Blanco,es ESP,GK,Marseille,28,1995,2,121.0,61.0,4.0,1.3,1,90.0,1,1,31.0,30,0.0,0.0,2.0,-2.0,-1.49,-1.89,1.5,2.1,-0.6,-0.46,-1.08,Matches
93,94,Ludovic Blas,fr FRA,FWMF,Rennes,25,1997,29,1563.0,54.0,51.1,17.4,18,76.0,6,11,18.0,3,1.28,22.0,21.0,1.0,0.06,-0.3,21.1,20.9,0.2,0.01,-0.69,Matches
94,95,Myron Boadu,nl NED,FW,Monaco,22,2001,9,85.0,9.0,2.8,0.9,0,,0,9,9.0,5,1.78,2.0,1.0,1.0,1.06,0.3,2.4,1.2,1.2,1.26,0.95,Matches
95,96,Jeremie Boga,ci CIV,FW,Nice,26,1997,28,1998.0,71.0,65.3,22.2,24,79.0,7,4,23.0,0,1.75,28.0,19.0,9.0,0.41,0.24,32.6,22.3,10.3,0.46,0.12,Matches
96,97,Adama Bojang,gm GAM,FW,Reims,19,2004,9,83.0,9.0,2.7,0.9,0,,0,9,9.0,12,0.89,2.0,4.0,-2.0,-2.17,-2.08,3.8,2.3,1.6,1.72,1.83,Matches
97,98,Ângelo Borges,br BRA,FWMF,Strasbourg,18,2004,21,1094.0,52.0,35.8,12.2,11,77.0,5,10,25.0,1,1.05,11.0,17.0,-6.0,-0.49,-0.22,14.3,18.8,-4.5,-0.37,-0.4,Matches
98,99,Neto Borges,br BRA,DF,Clermont Foot,26,1996,28,2516.0,90.0,82.2,28.0,28,90.0,27,0,,0,0.75,22.0,50.0,-28.0,-1.0,-0.01,31.0,49.9,-18.9,-0.68,0.77,Matches
99,100,Théo Borne,fr FRA,GK,Clermont Foot,21,2002,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
100,101,Saïmon Bouabré,fr FRA,MF,Monaco,17,2006,1,45.0,45.0,1.5,0.5,0,,0,1,45.0,2,3.0,1.0,0.0,1.0,2.0,1.25,0.1,0.4,-0.3,-0.68,-1.04,Matches
101,102,Ayyoub Bouaddi,fr FRA,MF,Lille,15,2007,9,131.0,15.0,4.3,1.5,1,44.0,0,8,11.0,15,2.0,2.0,1.0,1.0,0.69,0.16,2.2,1.3,0.8,0.58,0.23,Matches
102,103,Badredine Bouanani,dz ALG,FW,Nice,18,2004,7,161.0,23.0,5.3,1.8,1,59.0,0,6,17.0,9,1.0,0.0,0.0,0.0,0.0,-0.34,2.1,1.5,0.6,0.35,-0.08,Matches
103,104,Badredine Bouanani,dz ALG,MF,Lorient,18,2004,11,443.0,40.0,14.5,4.9,4,75.0,1,7,21.0,2,0.91,7.0,5.0,2.0,0.41,1.27,8.2,7.6,0.7,0.13,0.75,Matches
104,105,Mohamed Bouchenna,fr FRA,MFFW,Clermont Foot,17,2006,2,29.0,15.0,0.9,0.3,0,,0,2,15.0,1,0.0,0.0,2.0,-2.0,-6.21,-5.26,0.3,2.2,-1.9,-5.88,-5.12,Matches
105,106,Hicham Boudaoui,dz ALG,MF,Nice,23,1999,29,1613.0,56.0,52.7,17.9,17,83.0,8,12,17.0,0,1.59,20.0,16.0,4.0,0.22,-0.21,26.3,18.4,7.9,0.44,0.04,Matches
106,107,Teddy Boulhendi,fr FRA,GK,Nice,22,2001,0,,,,,0,,0,0,,10,,,,,,,,,,,,Matches
107,108,Benjamin Bourigeaud,fr FRA,MFFW,Rennes,29,1994,32,2425.0,76.0,79.2,26.9,29,81.0,12,3,29.0,0,1.31,43.0,43.0,0.0,0.0,-0.99,41.9,36.5,5.4,0.2,-0.72,Matches
108,109,Bilal Boutobba,fr FRA,FWMF,Clermont Foot,24,1998,27,926.0,34.0,30.3,10.3,10,75.0,1,17,10.0,6,0.74,6.0,20.0,-14.0,-1.36,-0.52,12.3,19.5,-7.2,-0.7,0.16,Matches
109,110,Hugo Boutsingkham,fr FRA,MFFW,Nantes,20,2003,2,11.0,6.0,0.4,0.1,0,,0,2,6.0,5,2.0,0.0,1.0,-1.0,-8.18,-7.47,0.0,0.3,-0.3,-2.65,-2.2,Matches
110,111,Bilal Brahimi,dz ALG,FW,Nice,23,2000,2,11.0,6.0,0.4,0.1,0,,0,2,6.0,0,1.0,0.0,0.0,0.0,0.0,-0.32,0.5,0.1,0.4,3.64,3.22,Matches
111,112,Bilal Brahimi,dz ALG,FWMF,Brest,23,2000,18,221.0,12.0,7.2,2.5,1,59.0,0,17,10.0,8,1.56,2.0,0.0,2.0,0.81,0.28,2.8,1.4,1.4,0.55,0.31,Matches
112,113,Lilian Brassier,fr FRA,DF,Brest,23,1999,30,2677.0,89.0,87.5,29.7,30,89.0,28,0,,0,1.9,49.0,29.0,20.0,0.67,0.91,43.5,33.7,9.8,0.33,0.5,Matches
113,114,Vincent Burlet,be BEL,DF,Lille,17,2005,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
114,115,Maxime Busi,be BEL,FWDF,Reims,23,1999,5,162.0,32.0,5.3,1.8,1,90.0,1,4,18.0,3,2.6,3.0,1.0,2.0,1.11,1.33,2.8,3.4,-0.6,-0.34,-0.3,Matches
115,116,Marcin Bułka,pl POL,GK,Nice,23,1999,34,3060.0,90.0,100.0,34.0,34,90.0,34,0,,0,1.62,40.0,29.0,11.0,0.32,,49.9,35.5,14.4,0.42,,Matches
116,117,Rémy Cabella,fr FRA,FWMF,Lille,33,1990,30,1477.0,49.0,48.3,16.4,14,84.0,6,16,19.0,1,1.8,27.0,16.0,11.0,0.67,0.27,27.5,18.7,8.8,0.54,0.35,Matches
117,118,Jimmy Cabot,fr FRA,DFFW,Lens,29,1994,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
118,119,Duje Ćaleta-Car,hr CRO,DF,Lyon,26,1996,24,1993.0,83.0,65.1,22.1,22,90.0,21,2,7.0,3,1.83,35.0,32.0,3.0,0.14,0.89,33.2,35.3,-2.1,-0.09,-0.06,Matches
119,120,Lamine Camara,sn SEN,MF,Metz,19,2004,31,2255.0,73.0,73.7,25.1,26,81.0,12,5,30.0,1,0.84,31.0,42.0,-11.0,-0.44,0.9,26.2,42.1,-16.0,-0.64,-0.15,Matches
120,121,Mahdi Camara,fr FRA,MF,Brest,25,1998,32,2020.0,63.0,66.0,22.4,26,72.0,1,6,24.0,0,1.81,30.0,24.0,6.0,0.27,-0.86,31.0,26.8,4.2,0.19,-0.24,Matches
121,122,Mohamed Camara,ml MLI,MF,Monaco,23,2000,20,1035.0,52.0,33.8,11.5,14,71.0,2,6,7.0,4,2.3,27.0,12.0,15.0,1.3,0.82,20.7,11.8,8.9,0.78,0.66,Matches
122,123,Axel Camblan,fr FRA,FW,Brest,19,2003,7,90.0,13.0,2.9,1.0,0,,0,7,13.0,15,1.57,0.0,1.0,-1.0,-1.0,-1.61,1.1,0.5,0.6,0.63,0.37,Matches
123,124,Fali Candé,gw GNB,DF,Metz,25,1998,25,1849.0,74.0,60.4,20.5,20,89.0,18,5,13.0,8,1.0,25.0,40.0,-15.0,-0.73,-0.14,22.1,37.1,-15.0,-0.73,-0.34,Matches
124,125,Gino Caoki,fr FRA,MF,Lorient,19,2004,1,7.0,7.0,0.2,0.1,0,,0,1,7.0,2,0.0,0.0,2.0,-2.0,-25.71,-25.1,0.0,0.9,-0.9,-12.06,-11.58,Matches
