,_Rk,_Player,_Nation,_Pos,_Squad,_Age,_Born,_90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,_Int,_Tkl+Int,_Clr,_Err,Matches
181,182,Sinaly Diomande,ci CIV,DF,Lyon,21,2001,21.7,42,24,26,15,1,31,49,63.3,18,26,13,13,49,91,75,1,Matches
182,183,Lois Diony,fr FRA,FW,Angers,29,1992,5.6,1,0,0,1,0,1,3,33.3,2,2,0,2,0,1,1,0,Matches
183,184,Edan Diop,fr FRA,DFFW,Monaco,17,2004,2.5,13,8,3,3,7,7,15,46.7,8,7,1,6,4,17,1,0,Matches
184,185,Sofiane Diop,fr FRA,MFFW,Nice,22,2000,13.6,23,11,12,6,5,7,20,35.0,13,14,2,12,16,39,5,0,Matches
185,186,Sofiane Diop,fr FRA,MF,Monaco,22,2000,0.7,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,Matches
186,187,Yehvann Diouf,fr FRA,GK,Reims,22,1999,31.0,2,0,2,0,0,1,3,33.3,2,0,0,0,1,3,13,5,Matches
187,188,Axel Disasi,fr FRA,DF,Monaco,24,1998,37.0,30,20,13,13,4,13,27,48.1,14,51,31,20,56,86,112,2,Matches
188,189,Tiago Djaló,pt POR,DF,Lille,22,2000,22.4,31,21,23,7,1,13,20,65.0,7,17,11,6,23,54,60,1,Matches
189,190,Alexander Djiku,gh GHA,DF,Strasbourg,27,1994,29.7,53,36,37,16,0,26,46,56.5,20,45,19,26,66,119,151,3,Matches
190,191,Moussa Djitte,sn SEN,FW,Ajaccio,22,1999,1.5,1,0,0,0,1,1,2,50.0,1,0,0,0,0,1,1,0,Matches
191,192,Ouparine Djoco,gw GNB,GK,Clermont Foot,24,1998,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
192,193,Alan Do Marcolino,ga GAB,FW,Rennes,20,2002,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
193,194,Jeremy Doku,be BEL,MFFW,Rennes,20,2002,14.3,25,16,6,13,6,12,24,50.0,12,10,0,10,5,30,2,0,Matches
194,195,Kyliane Dong,fr FRA,MFFW,Troyes,17,2004,2.4,3,1,0,2,1,1,2,50.0,1,1,0,1,1,4,0,0,Matches
195,196,Jordan Dongmo,cm CMR,MF,Troyes,21,2001,0.2,1,0,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0,Matches
196,197,Gianluigi Donnarumma,it ITA,GK,Paris S-G,23,1999,37.9,1,0,1,0,0,1,2,50.0,1,0,0,0,0,1,12,4,Matches
197,198,Jodel Dossou,bj BEN,MFDF,Clermont Foot,30,1992,2.9,7,4,3,2,2,4,4,100.0,0,2,1,1,1,8,0,0,Matches
198,199,Lohann Doucet,fr FRA,MFFW,Nantes,19,2002,1.0,3,0,2,0,1,3,4,75.0,1,2,0,2,2,5,4,0,Matches
199,200,Siriné Doucouré,ml MLI,FWMF,Lorient,20,2002,1.5,2,2,2,0,0,1,2,50.0,1,0,0,0,1,3,0,0,Matches
200,201,Désiré Doué,fr FRA,MFFW,Rennes,17,2005,12.4,37,18,10,23,4,13,32,40.6,19,17,1,16,13,50,3,0,Matches
201,202,Guela Doué,ci CIV,FWMF,Rennes,19,2002,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
202,203,Ismaël Doukouré,fr FRA,DFMF,Strasbourg,19,2003,25.5,48,24,23,21,4,20,34,58.8,14,26,8,18,27,75,54,0,Matches
203,204,Kamory Doumbia,ml MLI,MF,Reims,19,2003,12.8,31,16,9,14,8,12,37,32.4,25,17,1,16,13,44,3,0,Matches
204,205,Souleyman Doumbia,ci CIV,DFFW,Angers,25,1996,19.9,45,31,31,13,1,17,31,54.8,14,20,3,17,27,72,27,1,Matches
205,206,Rémy Dugimont,fr FRA,FWMF,Auxerre,36,1986,1.3,2,1,0,1,1,1,2,50.0,1,3,0,3,0,2,5,0,Matches
206,207,Maxime Dupé,fr FRA,GK,Toulouse,29,1993,38.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,9,3,Matches
207,208,Jean-Kevin Duverne,ht HAI,DF,Brest,25,1997,27.9,72,38,44,24,4,42,73,57.5,31,33,5,28,28,100,65,1,Matches
208,209,Hugo Ekitike,fr FRA,FW,Paris S-G,20,2002,12.8,12,4,1,10,1,4,12,33.3,8,12,0,12,9,21,3,0,Matches
209,210,Alberth Elis,hn HON,MFFW,Brest,26,1996,2.9,4,3,1,2,1,1,7,14.3,6,1,0,1,1,5,2,0,Matches
210,211,Breel Embolo,ch SUI,FW,Monaco,25,1997,20.7,15,9,2,7,6,5,10,50.0,5,14,3,11,5,20,12,0,Matches
211,212,Maxime Estève,fr FRA,DF,Montpellier,20,2002,18.3,24,13,17,5,2,12,17,70.6,5,28,17,11,34,58,90,0,Matches
212,213,Fábio,br BRA,DFMF,Nantes,32,1990,2.5,4,2,1,2,1,4,6,66.7,2,2,0,2,3,7,11,0,Matches
213,214,Noah Fadiga,sn SEN,DF,Brest,22,1999,14.5,30,21,18,9,3,14,26,53.8,12,17,7,10,26,56,18,0,Matches
214,215,Wout Faes,be BEL,DF,Reims,24,1998,3.0,1,1,1,0,0,1,2,50.0,1,6,3,3,7,8,19,0,Matches
215,216,Romain Faivre,fr FRA,MFFW,Lorient,24,1998,13.8,13,8,5,4,4,5,25,20.0,20,11,0,11,1,14,4,0,Matches
216,217,Romain Faivre,fr FRA,MF,Lyon,24,1998,3.3,6,3,2,2,2,1,3,33.3,2,3,0,3,0,6,0,0,Matches
217,218,Fallou Fall,sn SEN,DF,Reims,18,2004,0.4,0,0,0,0,0,0,1,0.0,1,3,3,0,0,0,4,0,Matches
218,219,Khalil Fayad,fr FRA,MF,Montpellier,18,2004,8.0,30,14,12,16,2,12,21,57.1,9,8,1,7,9,39,4,0,Matches
219,220,Cheikh Faye,sn SEN,FW,Montpellier,23,1999,0.4,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,Matches
220,221,Jordan Ferri,fr FRA,MF,Montpellier,30,1992,30.4,55,35,32,19,4,30,89,33.7,59,22,6,16,26,81,21,0,Matches
221,222,Karol Fila,pl POL,DF,Strasbourg,24,1998,0.5,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,Matches
222,223,Alexis Flips,fr FRA,FWMF,Reims,22,2000,22.0,51,30,18,17,16,27,64,42.2,37,35,5,30,24,75,12,0,Matches
223,224,Seko Fofana,ci CIV,MF,Lens,27,1995,34.1,28,13,8,18,2,15,39,38.5,24,17,4,13,19,47,14,0,Matches
224,225,Yahia Fofana,ci CIV,GK,Angers,21,2000,11.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,4,1,Matches
225,226,Youssouf Fofana,fr FRA,MF,Monaco,23,1999,34.3,81,41,31,42,8,38,74,51.4,36,50,6,44,56,137,32,1,Matches
226,227,Thomas Foket,be BEL,DF,Reims,27,1994,22.0,35,22,18,11,6,17,46,37.0,29,21,7,14,33,68,29,2,Matches
227,228,José Fonte,pt POR,DF,Lille,38,1983,28.8,23,17,18,4,1,10,21,47.6,11,27,14,13,25,48,112,2,Matches
228,229,Steven Fortes,cv CPV,DF,Lens,30,1992,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
229,230,Przemysław Frankowski,pl POL,DFMF,Lens,27,1995,31.5,77,51,37,31,9,39,80,48.8,41,38,6,32,41,118,42,2,Matches
230,231,Angelo Fulgini,fr FRA,MFFW,Lens,25,1996,9.5,14,7,2,4,8,5,14,35.7,9,11,0,11,8,22,2,0,Matches
231,232,Gauthier Gallon,fr FRA,GK,Troyes,29,1993,29.6,2,2,2,0,0,2,4,50.0,2,0,0,0,2,4,17,0,Matches
232,233,Kévin Gameiro,fr FRA,FW,Strasbourg,35,1987,23.3,20,10,6,10,4,8,28,28.6,20,10,1,9,9,29,0,0,Matches
233,234,Ignatius Ganago,cm CMR,FWMF,Nantes,23,1999,16.9,9,7,2,3,4,4,7,57.1,3,13,1,12,2,11,12,0,Matches
234,235,Ignatius Ganago,cm CMR,FW,Lens,23,1999,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
235,236,Johan Gastien,fr FRA,MF,Clermont Foot,34,1988,28.9,62,34,30,23,9,38,111,34.2,73,37,7,30,36,98,25,1,Matches
236,237,Denis Genreau,au AUS,MF,Toulouse,23,1999,7.3,35,13,16,12,7,13,31,41.9,18,16,1,15,8,43,9,0,Matches
237,238,Valère Germain,fr FRA,FWMF,Montpellier,32,1990,7.6,13,11,3,5,5,4,12,33.3,8,8,0,8,6,19,12,0,Matches
238,239,Gerson,br BRA,MF,Marseille,25,1997,4.6,6,4,1,4,1,3,5,60.0,2,5,0,5,2,8,4,0,Matches
239,240,Ismaël Gharbi,es ESP,MFFW,Paris S-G,18,2004,0.6,0,0,0,0,0,0,2,0.0,2,2,0,2,3,3,0,0,Matches
240,241,Faouzi Ghoulam,dz ALG,DF,Angers,31,1991,5.3,3,3,1,1,1,3,5,60.0,2,4,2,2,4,7,12,1,Matches
241,242,Samuel Gigot,fr FRA,DF,Marseille,28,1993,20.9,46,24,22,21,3,12,15,80.0,3,24,7,17,45,91,85,1,Matches
242,243,Andrei Girotto,br BRA,DFMF,Nantes,30,1992,35.0,122,73,71,45,6,74,132,56.1,58,55,24,31,73,195,176,1,Matches
243,244,Aleksandr Golovin,ru RUS,MFFW,Monaco,26,1996,27.4,62,36,19,32,11,28,72,38.9,44,28,1,27,37,99,10,0,Matches
244,245,André Gomes,pt POR,MF,Lille,29,1993,18.1,37,19,12,17,8,19,52,36.5,33,20,5,15,9,46,16,1,Matches
245,246,Angel Gomes,eng ENG,MF,Lille,21,2000,31.3,41,19,12,21,8,18,49,36.7,31,22,2,20,13,54,11,1,Matches
246,247,Maxime Gonalons,fr FRA,MF,Clermont Foot,33,1989,16.1,52,32,25,21,6,25,53,47.2,28,21,1,20,20,72,7,1,Matches
247,248,Oumar Gonzalez,cm CMR,DF,Ajaccio,24,1998,28.6,51,28,34,13,4,23,37,62.2,14,32,11,21,52,103,82,0,Matches
248,249,Amine Gouiri,dz ALG,FWMF,Nice,22,2000,2.5,1,1,1,0,0,0,1,0.0,1,1,0,1,0,1,3,0,Matches
249,250,Amine Gouiri,dz ALG,FWMF,Rennes,22,2000,28.0,42,25,14,16,12,14,33,42.4,19,21,0,21,12,54,10,0,Matches
250,251,Jonathan Gradit,fr FRA,DF,Lens,29,1992,31.4,62,40,30,25,7,31,53,58.5,22,40,26,14,38,100,83,0,Matches
251,252,Andrew Gravillon,gp GLP,DF,Reims,24,1998,11.5,16,8,9,6,1,8,13,61.5,5,18,9,9,21,37,36,0,Matches
252,253,Adrian Grbić,at AUT,MFFW,Lorient,25,1996,0.3,0,0,0,0,0,0,1,0.0,1,3,0,3,0,0,0,0,Matches
253,254,Gabriel Gudmundsson,se SWE,DFFW,Lille,23,1999,9.3,19,11,7,10,2,12,22,54.5,10,11,2,9,10,29,20,0,Matches
254,255,Axel Gueguin,fr FRA,FWMF,Montpellier,17,2005,0.3,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
255,256,Mattéo Guendouzi,fr FRA,MF,Marseille,23,1999,23.4,39,18,9,21,9,14,38,36.8,24,12,5,7,21,60,18,0,Matches
256,257,Evann Guessand,fr FRA,FWMF,Nantes,21,2001,14.0,24,16,8,13,3,6,12,50.0,6,17,1,16,9,33,6,0,Matches
257,258,Pape Gueye,sn SEN,MFDF,Marseille,23,1999,5.5,18,7,10,7,1,7,15,46.7,8,9,2,7,9,27,2,0,Matches
258,259,Frederic Guilbert,fr FRA,DF,Strasbourg,27,1994,16.2,47,29,18,23,6,25,43,58.1,18,24,3,21,43,90,33,1,Matches
259,260,Serhou Guirassy,gn GUI,MF,Rennes,26,1996,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
260,261,Rafik Guitane,fr FRA,FW,Reims,23,1999,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
261,262,Malo Gusto,fr FRA,DF,Lyon,19,2003,17.7,42,26,23,11,8,21,43,48.8,22,22,5,17,28,70,23,1,Matches
262,263,Jaouen Hadjam,dz ALG,DF,Nantes,19,2003,8.9,27,21,13,9,5,16,25,64.0,9,10,3,7,12,39,12,0,Matches
263,264,Massadio Haïdara,ml MLI,DFMF,Lens,29,1992,18.6,24,16,9,9,6,12,24,50.0,12,26,9,17,36,60,39,1,Matches
264,265,Achraf Hakimi,ma MAR,DFMF,Paris S-G,23,1998,22.8,54,34,19,20,15,31,59,52.5,28,34,2,32,16,70,19,0,Matches
265,266,Mathis Hamdi,fr FRA,DF,Troyes,18,2003,0.8,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,1,0,Matches
266,267,Ben Hamed Touré,ci CIV,FW,Ajaccio,18,2003,2.3,4,4,2,2,0,1,5,20.0,4,2,0,2,1,5,4,0,Matches
267,268,Romain Hamouma,fr FRA,FWMF,Ajaccio,35,1987,12.0,8,3,3,3,2,3,6,50.0,3,8,0,8,2,10,2,0,Matches
268,269,Saïd Hamulic,ba BIH,FW,Toulouse,21,2000,1.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
269,270,Amine Harit,ma MAR,MFFW,Marseille,25,1997,5.7,6,4,0,3,3,3,8,37.5,5,4,1,3,4,10,6,0,Matches
270,271,Rhys Healey,wls WAL,FW,Toulouse,27,1994,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
271,272,Gauthier Hein,fr FRA,MFFW,Auxerre,25,1996,20.8,27,20,13,11,3,18,48,37.5,30,10,0,10,6,33,10,0,Matches
272,273,Henrique,br BRA,DFFW,Lyon,28,1994,4.0,9,4,3,2,4,6,13,46.2,7,3,1,2,5,14,8,0,Matches
273,274,Christophe Hérelle,mq MTQ,DF,Brest,29,1992,11.8,10,4,7,2,1,4,13,30.8,9,16,11,5,20,30,48,0,Matches
274,275,Noah Holm,no NOR,FWMF,Reims,21,2001,2.2,6,4,2,2,2,2,5,40.0,3,0,0,0,0,6,5,0,Matches
275,276,Franck Honorat,fr FRA,FWMF,Brest,25,1996,28.2,41,29,20,8,13,19,34,55.9,15,22,2,20,21,62,18,0,Matches
276,277,Cédric Hountondji,bj BEN,DF,Angers,28,1994,34.4,50,36,31,17,2,19,29,65.5,10,44,22,22,59,109,132,1,Matches
277,278,Ilyes Housni,fr FRA,FW,Paris S-G,17,2005,0.1,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,Matches
278,279,Adrien Hunou,fr FRA,MFFW,Angers,28,1994,24.8,39,20,17,16,6,16,45,35.6,29,35,0,35,7,46,7,0,Matches
279,280,Mounaim El Idrissy,fr FRA,FW,Ajaccio,23,1999,27.7,32,19,5,20,7,10,36,27.8,26,22,0,22,13,45,20,0,Matches
280,281,Rareş Ilie,ro ROU,MFFW,Nice,19,2003,1.6,3,3,0,1,2,2,4,50.0,2,2,0,2,1,4,1,0,Matches
281,282,Bonke Innocent,ng NGA,MF,Lorient,26,1996,13.1,28,17,13,14,1,11,36,30.6,25,22,5,17,26,54,31,0,Matches
282,283,Ismaily,br BRA,DF,Lille,32,1990,19.8,41,18,16,16,9,17,32,53.1,15,25,5,20,21,62,39,0,Matches
283,284,Junya Ito,jp JPN,FW,Reims,29,1993,32.4,40,20,14,15,11,13,53,24.5,40,29,1,28,8,48,4,1,Matches
284,285,Ismail Jakobs,sn SEN,DFFW,Monaco,22,1999,12.4,11,5,7,3,1,5,12,41.7,7,9,1,8,9,20,18,0,Matches
285,286,Marin Jakoliš,hr CRO,FW,Angers,25,1996,0.3,1,1,0,0,1,0,0,,0,0,0,0,0,1,0,0,Matches
286,287,Léo Jardim,br BRA,GK,Lille,27,1995,6.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,1,Matches
287,288,Luis Javier Suárez,co COL,FW,Marseille,24,1997,3.3,4,1,1,2,1,1,4,25.0,3,1,0,1,3,7,6,0,Matches
288,289,Dany Jean,ht HAI,DFMF,Strasbourg,19,2002,0.1,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0,Matches
289,290,Julian Jeanvier,gn GUI,DF,Auxerre,30,1992,19.6,32,17,24,8,0,13,22,59.1,9,24,17,7,27,59,96,1,Matches
290,291,Jeffinho,br BRA,FW,Lyon,22,1999,5.0,17,4,4,9,4,6,15,40.0,9,6,0,6,1,18,0,0,Matches
291,292,Paul Joly,fr FRA,DF,Auxerre,22,2000,9.6,33,21,21,10,2,19,35,54.3,16,13,2,11,24,57,29,2,Matches
292,293,Jubal,br BRA,DF,Auxerre,28,1993,35.7,41,26,29,11,1,19,38,50.0,19,57,34,23,53,94,193,0,Matches
293,294,Christopher Jullien,fr FRA,DF,Montpellier,29,1993,29.9,46,28,29,14,3,28,51,54.9,23,35,18,17,43,89,114,1,Matches
294,295,Eli Junior Kroupi,fr FRA,FWMF,Lorient,16,2006,0.1,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0,Matches
295,296,Issa Kaboré,bf BFA,DF,Marseille,21,2001,11.4,33,19,10,18,5,21,32,65.6,11,11,1,10,12,45,21,1,Matches
296,297,Abdoul Kader Bamba,fr FRA,FWMF,Nantes,28,1994,0.9,0,0,0,0,0,0,2,0.0,2,3,1,2,0,0,1,0,Matches
297,298,Gaël Kakuta,cd COD,FW,Lens,31,1991,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
298,299,Arnaud Kalimuendo,fr FRA,FW,Rennes,20,2002,20.5,15,8,3,6,6,5,20,25.0,15,15,2,13,2,17,9,0,Matches
299,300,Gedeon Kalulu,cd COD,DF,Lorient,24,1997,27.1,64,34,43,14,7,30,48,62.5,18,32,3,29,28,92,79,2,Matches
300,301,Justin-Noël Kalumba,fr FRA,DF,Angers,17,2004,6.1,9,5,5,2,2,5,16,31.3,11,4,1,3,4,13,5,0,Matches
301,302,Waren Kamanzi,no NOR,DF,Toulouse,21,2000,7.4,16,9,9,5,2,13,19,68.4,6,8,2,6,8,24,9,0,Matches
302,303,Bingourou Kamara,sn SEN,GK,Montpellier,25,1996,4.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,Matches
303,304,Nordine Kandil,fr FRA,MFFW,Strasbourg,20,2001,1.1,3,2,1,2,0,0,3,0.0,3,2,0,2,1,4,1,0,Matches
304,305,Ayman Kari,fr FRA,MFDF,Lorient,17,2004,1.1,0,0,0,0,0,0,0,,0,4,0,4,3,3,0,0,Matches
305,306,Kévin Keben Biakolo,cm CMR,DF,Toulouse,18,2004,4.0,3,2,2,0,1,0,4,0.0,4,1,0,1,5,8,9,0,Matches
306,307,Check Keita,fr FRA,DF,Reims,19,2003,7.6,12,9,9,3,0,4,9,44.4,5,6,5,1,5,17,24,1,Matches
307,308,Saîf-Eddine Khaoui,tn TUN,MF,Clermont Foot,27,1995,22.5,47,28,14,25,8,15,47,31.9,32,17,2,15,33,80,8,0,Matches
308,309,Wahbi Khazri,tn TUN,FWMF,Montpellier,31,1991,18.2,26,13,13,7,6,6,25,24.0,19,17,1,16,9,35,20,0,Matches
309,310,Anthony Khelifa,fr FRA,DF,Ajaccio,16,2005,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
310,311,Presnel Kimpembe,fr FRA,DF,Paris S-G,26,1995,8.1,17,8,9,6,2,9,13,69.2,4,12,7,5,13,30,9,1,Matches
311,312,Samuel Koeberlé,fr FRA,MF,Reims,17,2004,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
312,313,Rudy Kohon,fr FRA,DF,Troyes,18,2004,0.7,4,3,4,0,0,2,2,100.0,0,1,0,1,1,5,2,0,Matches
313,314,Sead Kolašinac,ba BIH,DF,Marseille,29,1993,24.6,52,36,24,22,6,24,37,64.9,13,19,2,17,43,95,35,1,Matches
314,315,Cheick Konaté,ml MLI,DF,Clermont Foot,18,2004,6.4,19,12,10,7,2,13,22,59.1,9,7,1,6,13,32,8,1,Matches
315,316,Ibrahima Koné,ml MLI,FW,Lorient,23,1999,17.5,24,13,3,13,8,5,11,45.5,6,13,0,13,4,28,18,0,Matches
316,317,Youssouf Koné,ml MLI,DF,Ajaccio,27,1995,10.2,28,19,24,4,0,18,25,72.0,7,9,2,7,12,40,32,1,Matches
317,318,Rominigue Kouamé,ml MLI,MF,Troyes,25,1996,29.6,44,27,28,14,2,17,41,41.5,24,32,11,21,49,93,46,1,Matches
318,319,Boubakar Kouyaté,ml MLI,DF,Montpellier,25,1997,14.0,31,18,18,11,2,19,35,54.3,16,24,14,10,34,65,73,1,Matches
319,320,Sael Kumbedi,fr FRA,DF,Lyon,17,2005,14.7,47,27,27,13,7,20,38,52.6,18,23,7,16,10,57,16,0,Matches
320,321,Grejohn Kyei,fr FRA,FW,Clermont Foot,26,1995,24.8,16,7,2,9,5,4,13,30.8,9,14,3,11,6,22,22,0,Matches
321,322,Rémy Labeau Lascary,gp GLP,FWMF,Lens,19,2003,1.4,4,2,4,0,0,0,0,,0,4,0,4,1,5,0,0,Matches
322,323,Gaëtan Laborde,fr FRA,FW,Nice,28,1994,27.8,45,25,13,17,15,18,40,45.0,22,27,2,25,9,54,13,0,Matches
323,324,Gaëtan Laborde,fr FRA,FW,Rennes,28,1994,2.8,1,1,1,0,0,0,1,0.0,1,1,0,1,0,1,1,0,Matches
324,325,Alexandre Lacazette,fr FRA,FW,Lyon,31,1991,32.5,43,23,7,17,19,10,29,34.5,19,23,3,20,15,58,4,0,Matches
325,326,Qazim Laçi,al ALB,MF,Ajaccio,26,1996,2.4,6,3,2,3,1,4,9,44.4,5,5,0,5,2,8,3,0,Matches
326,327,Alban Lafont,fr FRA,GK,Nantes,23,1999,37.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,20,4,Matches
327,328,Kenny Lala,mg MAD,DF,Brest,30,1991,15.7,36,19,19,15,2,22,38,57.9,16,15,5,10,21,57,28,0,Matches
328,329,Mohamed Lamine Bayo,gn GUI,FWMF,Lille,24,1998,7.2,3,3,0,2,1,0,12,0.0,12,3,1,2,0,3,1,0,Matches
329,330,Julien Laporte,fr FRA,DF,Lorient,28,1993,18.4,22,16,18,3,1,16,22,72.7,6,33,27,6,18,40,108,2,Matches
330,331,Yasser Larouci,dz ALG,DFMF,Troyes,21,2001,20.0,23,13,13,8,2,15,24,62.5,9,15,1,14,26,49,46,0,Matches
331,332,Armand Lauriente,fr FRA,FW,Lorient,23,1998,3.0,8,7,3,4,1,3,7,42.9,4,5,1,4,4,12,1,0,Matches
332,333,Théo Le Bris,fr FRA,MFDF,Lorient,19,2002,16.1,31,19,17,11,3,15,33,45.5,18,21,2,19,18,49,31,0,Matches
333,334,Julien Le Cardinal,fr FRA,DF,Lens,24,1997,1.8,6,4,5,0,1,4,6,66.7,2,3,0,3,2,8,5,0,Matches
334,335,Jérémy Le Douaron,fr FRA,MFFW,Brest,24,1998,23.0,15,9,5,9,1,3,27,11.1,24,29,2,27,11,26,30,0,Matches
335,336,Enzo Le Fée,fr FRA,MF,Lorient,22,2000,33.6,108,64,52,40,16,43,113,38.1,70,50,5,45,34,142,38,1,Matches
336,337,Vincent Le Goff,fr FRA,DF,Lorient,32,1989,37.0,75,32,56,16,3,45,62,72.6,17,29,9,20,41,116,105,1,Matches
337,338,Maxime Le Marchand,fr FRA,DF,Strasbourg,32,1989,22.4,39,24,23,14,2,19,31,61.3,12,22,14,8,37,76,74,0,Matches
338,339,Paolo Lebas,fr FRA,MF,Ajaccio,19,2003,0.6,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
339,340,Jean-Louis Leca,fr FRA,GK,Lens,36,1985,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,Matches
340,341,Benjamin Lecomte,fr FRA,GK,Montpellier,31,1991,19.0,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,6,0,Matches
341,342,Pierre Lees-Melou,fr FRA,MF,Brest,29,1993,30.7,97,55,55,37,5,57,123,46.3,66,48,13,35,52,149,46,1,Matches
342,343,Félix Lemaréchal,fr FRA,MF,Brest,18,2003,3.2,5,5,2,1,2,0,3,0.0,3,6,0,6,1,6,2,0,Matches
343,344,Mario Lemina,ga GAB,MFDF,Nice,28,1993,9.3,32,21,11,14,7,12,18,66.7,6,13,5,8,11,43,20,0,Matches
344,345,Donovan Léon,gf GUF,GK,Auxerre,29,1992,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
345,346,Johann Lepenant,fr FRA,MF,Lyon,19,2002,21.5,58,34,24,27,7,32,86,37.2,54,29,5,24,28,86,17,3,Matches
346,347,Benjamin Leroy,fr FRA,GK,Ajaccio,33,1989,31.1,0,0,0,0,0,0,2,0.0,2,0,0,0,1,1,16,2,Matches
347,348,Léo Leroy,fr FRA,MF,Montpellier,22,2000,13.2,53,38,24,26,3,31,57,54.4,26,25,2,23,14,67,8,0,Matches
348,349,Alexandre Letellier,fr FRA,GK,Paris S-G,31,1990,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
349,350,Ruan Levine,br BRA,MFFW,Ajaccio,23,1999,0.3,2,2,1,1,0,0,0,,0,1,0,1,2,4,0,0,Matches
350,351,Dimitri Liénard,fr FRA,DFMF,Strasbourg,34,1988,17.1,46,29,20,18,8,34,57,59.6,23,28,4,24,16,62,24,0,Matches
351,352,Mateusz Lis,pl POL,GK,Troyes,25,1997,8.3,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,3,0,Matches
352,353,Bradley Locko,fr FRA,DF,Reims,20,2002,11.8,31,16,21,4,6,15,27,55.6,12,17,4,13,20,51,21,0,Matches
353,354,Bradley Locko,fr FRA,DF,Brest,20,2002,3.0,4,3,2,1,1,2,3,66.7,1,4,0,4,2,6,13,0,Matches
354,355,Anthony Lopes,pt POR,GK,Lyon,31,1990,31.3,1,0,1,0,0,1,4,25.0,3,0,0,0,3,4,10,0,Matches
355,356,Rony Lopes,pt POR,MFFW,Troyes,26,1995,26.1,24,12,6,15,3,7,31,22.6,24,14,2,12,9,33,10,0,Matches
356,357,Pau López,es ESP,GK,Marseille,27,1994,32.5,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,5,1,Matches
357,358,Dion Lopy,sn SEN,MF,Reims,20,2002,15.3,45,24,22,16,7,23,62,37.1,39,27,3,24,22,67,18,0,Matches
358,359,Jordan Lotomba,ch SUI,DF,Nice,23,1998,27.3,65,38,33,24,8,31,48,64.6,17,38,11,27,32,97,53,0,Matches
359,360,Dejan Lovren,hr CRO,DF,Lyon,33,1989,16.2,25,19,20,5,0,20,29,69.0,9,20,10,10,26,51,70,1,Matches
360,361,Jean Lucas,br BRA,MF,Monaco,24,1998,3.2,9,5,3,5,1,6,12,50.0,6,2,1,1,4,13,2,0,Matches
361,362,Castello Lukeba,fr FRA,DF,Lyon,19,2002,33.2,39,23,27,8,4,21,31,67.7,10,42,24,18,75,114,105,1,Matches
362,363,Youssouf M'Changama,km COM,MF,Auxerre,31,1990,12.0,22,11,7,12,3,7,13,53.8,6,6,0,6,15,37,6,1,Matches
363,364,Deiver Machado,co COL,DFMF,Lens,28,1993,24.3,45,26,18,20,7,21,34,61.8,13,21,4,17,21,66,27,0,Matches
364,365,Soungoutou Magassa,fr FRA,MF,Monaco,18,2003,0.9,4,1,2,2,0,2,4,50.0,2,3,0,3,1,5,1,0,Matches
365,366,Hugo Magnetti,fr FRA,MF,Brest,24,1998,18.8,43,27,18,23,2,23,63,36.5,40,21,1,20,25,68,12,0,Matches
