,_Rk,_Player,_Nation,_Pos,_Squad,_Age,_Born,_90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Matches
10,11,Skelly Alvero,fr FRA,MF,Werder Bremen,21.0,2002.0,1.4,1,5,3,60.0,3.66,2.2,0.2,0.33,15.1,0,0,0,0.3,0.3,0.07,0.7,0.7,Matches
11,12,Nadiem Amiri,de GER,MF,Mainz 05,26.0,1996.0,14.6,1,35,8,22.9,2.4,0.55,0.03,0.13,26.8,11,0,1,2.2,1.4,0.04,-1.2,-0.4,Matches
12,13,Nadiem Amiri,de GER,MF,Leverkusen,26.0,1996.0,1.0,0,3,2,66.7,3.14,2.09,0.0,0.0,21.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
13,14,Kofi Amoako,de GER,MF,Wolfsburg,18.0,2005.0,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
14,15,Robert Andrich,de GER,MFDF,Leverkusen,28.0,1994.0,18.8,4,23,9,39.1,1.22,0.48,0.17,0.44,20.0,2,0,0,1.7,1.7,0.07,2.3,2.3,Matches
15,16,Waldemar Anton,de GER,DF,Stuttgart,27.0,1996.0,32.1,0,28,6,21.4,0.87,0.19,0.0,0.0,15.9,0,0,0,1.7,1.7,0.06,-1.7,-1.7,Matches
16,17,Christopher Antwi-Adjei,gh GHA,FWMF,Bochum,29.0,1994.0,13.5,2,29,9,31.0,2.15,0.67,0.07,0.22,18.2,0,0,0,2.2,2.2,0.08,-0.2,-0.2,Matches
17,18,Asaf Arania,il ISR,MF,Darmstadt 98,17.0,2005.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
18,19,Maximilian Arnold,de GER,MF,Wolfsburg,29.0,1994.0,27.8,2,32,12,37.5,1.15,0.43,0.06,0.17,27.8,8,0,0,1.0,1.0,0.03,1.0,1.0,Matches
19,20,Arthur,br BRA,DF,Leverkusen,20.0,2003.0,2.0,0,2,1,50.0,0.98,0.49,0.0,0.0,21.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
20,21,Takuma Asano,jp JPN,FWMF,Bochum,28.0,1994.0,22.1,6,65,23,35.4,2.95,1.04,0.09,0.26,14.9,0,0,0,7.9,7.9,0.12,-1.9,-1.9,Matches
21,22,Jonathan Asp Jensen,dk DEN,FW,Bayern Munich,17.0,2006.0,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
22,23,Noah Atubolu,de GER,GK,Freiburg,21.0,2002.0,34.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
23,24,Matthias Bader,de GER,DFMF,Darmstadt 98,26.0,1997.0,20.0,1,17,1,5.9,0.85,0.05,0.06,1.0,22.3,0,0,0,0.7,0.7,0.04,0.3,0.3,Matches
24,25,Ridle Baku,de GER,DFMF,Wolfsburg,25.0,1998.0,22.4,1,27,9,33.3,1.21,0.4,0.04,0.11,15.9,1,0,0,1.8,1.8,0.07,-0.8,-0.8,Matches
25,26,Samuel Bamba,de GER,FW,Dortmund,19.0,2004.0,0.5,0,2,0,0.0,3.83,0.0,0.0,,12.6,0,0,0,0.3,0.3,0.13,-0.3,-0.3,Matches
26,27,Aymen Barkok,ma MAR,MFFW,Mainz 05,25.0,1998.0,3.6,1,11,6,54.5,3.08,1.68,0.09,0.17,17.2,0,0,1,1.7,0.9,0.08,-0.7,0.1,Matches
27,28,Leandro Barreiro Martins,lu LUX,MF,Mainz 05,23.0,2000.0,29.0,4,38,13,34.2,1.31,0.45,0.11,0.31,16.4,0,0,0,4.5,4.5,0.12,-0.5,-0.5,Matches
28,29,Daniel Batz,de GER,GK,Mainz 05,32.0,1991.0,4.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
29,30,Maximilian Bauer,de GER,DF,Augsburg,23.0,2000.0,9.0,1,4,1,25.0,0.44,0.11,0.25,1.0,5.2,0,0,0,1.4,1.4,0.34,-0.4,-0.4,Matches
30,31,Elias Baum,de GER,DFMF,Eint Frankfurt,17.0,2005.0,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
31,32,Oliver Baumann,de GER,GK,Hoffenheim,33.0,1990.0,34.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
32,33,Christoph Baumgartner,at AUT,MFFW,RB Leipzig,23.0,1999.0,12.9,5,31,11,35.5,2.41,0.85,0.16,0.45,14.7,0,0,0,3.7,3.7,0.12,1.3,1.3,Matches
33,34,Ihlas Bebou,tg TOG,FWDF,Hoffenheim,29.0,1994.0,18.2,7,38,14,36.8,2.09,0.77,0.18,0.5,17.1,0,0,0,4.9,4.9,0.13,2.1,2.1,Matches
34,35,Adrian Beck,de GER,MFFW,Heidenheim,26.0,1997.0,10.8,1,12,3,25.0,1.11,0.28,0.08,0.33,13.5,0,0,0,1.7,1.7,0.15,-0.7,-0.7,Matches
35,36,Sheraldo Becker,sr SUR,FWMF,Union Berlin,28.0,1995.0,7.2,0,16,4,25.0,2.23,0.56,0.0,0.0,20.5,1,0,0,0.8,0.8,0.05,-0.8,-0.8,Matches
36,37,Chris Bedia,ci CIV,FWMF,Union Berlin,27.0,1996.0,1.6,1,3,1,33.3,1.86,0.62,0.33,1.0,16.9,0,0,0,0.2,0.2,0.07,0.8,0.8,Matches
37,38,Donny van de Beek,nl NED,MFFW,Eint Frankfurt,26.0,1997.0,4.0,0,1,0,0.0,0.25,0.0,0.0,,11.3,0,0,0,0.1,0.1,0.09,-0.1,-0.1,Matches
38,39,Kevin Behrens,de GER,FW,Wolfsburg,32.0,1991.0,6.8,1,11,6,54.5,1.61,0.88,0.09,0.17,11.6,0,0,0,1.6,1.6,0.15,-0.6,-0.6,Matches
39,40,Kevin Behrens,de GER,FW,Union Berlin,32.0,1991.0,14.0,4,41,13,31.7,2.92,0.93,0.1,0.31,10.8,0,0,0,6.0,6.0,0.15,-2.0,-2.0,Matches
40,41,Maximilian Beier,de GER,FWMF,Hoffenheim,20.0,2002.0,26.9,16,82,39,47.6,3.05,1.45,0.2,0.41,15.4,0,0,0,11.4,11.4,0.14,4.6,4.6,Matches
41,42,Stefan Bell,de GER,DF,Mainz 05,31.0,1991.0,7.4,0,4,2,50.0,0.54,0.27,0.0,0.0,16.2,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
42,43,Ramy Bensebaini,dz ALG,DF,Dortmund,28.0,1995.0,11.5,0,16,0,0.0,1.39,0.0,0.0,,17.1,0,0,0,1.7,1.7,0.11,-1.7,-1.7,Matches
43,44,Mergim Berisha,de GER,FW,Hoffenheim,25.0,1998.0,1.6,0,6,1,16.7,3.75,0.62,0.0,0.0,16.2,1,0,0,0.5,0.5,0.09,-0.5,-0.5,Matches
44,45,Mergim Berisha,de GER,FW,Augsburg,25.0,1998.0,1.4,0,5,0,0.0,3.69,0.0,0.0,,30.7,1,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
45,46,Bernardo,br BRA,DF,Bochum,28.0,1995.0,32.5,1,29,8,27.6,0.89,0.25,0.03,0.13,12.4,0,0,0,1.9,1.9,0.07,-0.9,-0.9,Matches
46,47,Matúš Bero,sk SVK,MFFW,Bochum,27.0,1995.0,18.5,1,30,6,20.0,1.63,0.33,0.03,0.17,19.9,0,0,0,2.9,2.9,0.1,-1.9,-1.9,Matches
47,48,Jan-Niklas Beste,de GER,FWMF,Heidenheim,24.0,1999.0,28.9,8,48,18,37.5,1.66,0.62,0.17,0.44,22.0,10,0,1,4.3,3.5,0.07,3.7,4.5,Matches
48,49,Pep Biel,es ESP,MFFW,Augsburg,26.0,1996.0,3.2,0,6,1,16.7,1.89,0.32,0.0,0.0,15.0,0,0,0,1.0,1.0,0.17,-1.0,-1.0,Matches
49,50,Tom Bischof,de GER,MFFW,Hoffenheim,18.0,2005.0,2.0,0,5,1,20.0,2.53,0.51,0.0,0.0,23.3,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
50,51,Leonardo Bittencourt,de GER,MF,Werder Bremen,29.0,1993.0,17.5,1,31,5,16.1,1.77,0.29,0.03,0.2,21.0,1,0,0,2.2,2.2,0.07,-1.2,-1.2,Matches
51,52,Hendry Blank,de GER,DF,Dortmund,18.0,2004.0,0.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
52,53,Janis Blaswich,de GER,GK,RB Leipzig,32.0,1991.0,21.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
53,54,Sacha Boey,fr FRA,DF,Bayern Munich,22.0,2000.0,1.2,0,1,0,0.0,0.83,0.0,0.0,,8.4,0,0,0,0.2,0.2,0.24,-0.2,-0.2,Matches
54,55,Victor Boniface,ng NGA,FW,Leverkusen,22.0,2000.0,17.2,14,76,30,39.5,4.42,1.75,0.13,0.33,16.0,0,4,4,15.4,12.3,0.16,-1.4,-2.3,Matches
55,56,Leonardo Bonucci,it ITA,DF,Union Berlin,36.0,1987.0,5.1,1,0,0,,0.0,0.0,,,,0,1,1,0.8,0.0,,0.2,0.0,Matches
56,57,Yvandro Borges Sanches,lu LUX,MFFW,Gladbach,19.0,2004.0,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
57,58,Sebastiaan Bornauw,be BEL,DF,Wolfsburg,24.0,1999.0,15.9,0,10,4,40.0,0.63,0.25,0.0,0.0,10.0,0,0,0,0.8,0.8,0.08,-0.8,-0.8,Matches
58,59,Rafael Borré,co COL,FW,Werder Bremen,27.0,1995.0,11.0,4,20,7,35.0,1.82,0.64,0.2,0.57,15.4,0,0,0,2.4,2.4,0.12,1.6,1.6,Matches
59,60,Julian Brandt,de GER,MFFW,Dortmund,27.0,1996.0,24.7,7,33,16,48.5,1.34,0.65,0.21,0.44,19.1,2,0,0,4.4,4.4,0.13,2.6,2.6,Matches
60,61,Fabian Bredlow,de GER,GK,Stuttgart,28.0,1995.0,4.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
61,62,Tim Breithaupt,de GER,MF,Augsburg,21.0,2002.0,7.0,0,3,0,0.0,0.43,0.0,0.0,,27.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
62,63,Maximilian Breunig,de GER,FW,Freiburg,22.0,2000.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
63,64,Bennit Bröger,de GER,FW,Wolfsburg,17.0,2006.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
64,65,John Brooks,us USA,DF,Hoffenheim,30.0,1993.0,17.1,2,11,4,36.4,0.64,0.23,0.18,0.5,8.0,0,0,0,2.6,2.6,0.23,-0.6,-0.6,Matches
65,66,Moritz Broschinski,de GER,FW,Bochum,22.0,2000.0,13.9,2,26,7,26.9,1.88,0.51,0.08,0.29,15.4,0,0,0,2.4,2.4,0.09,-0.4,-0.4,Matches
66,67,Alexander Brunst,de GER,GK,Darmstadt 98,28.0,1995.0,3.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
67,68,Marius Bülter,de GER,DFFW,Hoffenheim,30.0,1993.0,15.0,1,21,6,28.6,1.4,0.4,0.05,0.17,18.0,0,0,0,1.4,1.4,0.07,-0.4,-0.4,Matches
68,69,Jonathan Burkardt,de GER,FWMF,Mainz 05,23.0,2000.0,17.1,8,40,16,40.0,2.34,0.94,0.18,0.44,14.5,0,1,1,6.1,5.3,0.13,1.9,1.7,Matches
69,70,Oliver Burke,sct SCO,FW,Werder Bremen,26.0,1997.0,0.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
70,71,Marnon Busch,de GER,DF,Heidenheim,28.0,1994.0,6.6,0,5,1,20.0,0.76,0.15,0.0,0.0,25.3,1,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
71,72,Aurélio Buta,pt POR,DFMF,Eint Frankfurt,26.0,1997.0,19.4,1,13,4,30.8,0.67,0.21,0.08,0.25,21.3,0,0,0,0.5,0.5,0.04,0.5,0.5,Matches
72,73,Jamie Bynoe-Gittens,eng ENG,FWMF,Dortmund,18.0,2004.0,11.8,1,43,11,25.6,3.66,0.94,0.02,0.09,19.3,0,0,0,2.2,2.2,0.05,-1.2,-1.2,Matches
73,74,Anthony Caci,fr FRA,DF,Mainz 05,26.0,1997.0,27.6,2,31,5,16.1,1.12,0.18,0.06,0.4,18.2,0,0,0,1.5,1.5,0.05,0.5,0.5,Matches
74,75,Emre Can,de GER,MFDF,Dortmund,29.0,1994.0,21.7,2,15,1,6.7,0.69,0.05,0.0,0.0,27.4,0,2,2,2.2,0.6,0.04,-0.2,-0.6,Matches
75,76,Irvin Cardona,fr FRA,MFDF,Augsburg,25.0,1997.0,0.6,0,3,0,0.0,5.0,0.0,0.0,,14.7,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches
76,77,Rasmus Carstensen,dk DEN,DFFW,Köln,22.0,2000.0,18.4,0,10,4,40.0,0.54,0.22,0.0,0.0,15.1,0,0,0,0.9,0.9,0.09,-0.9,-0.9,Matches
77,78,Fabio Carvalho,pt POR,MF,RB Leipzig,20.0,2002.0,1.8,0,3,2,66.7,1.64,1.09,0.0,0.0,14.9,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches
78,79,Koen Casteels,be BEL,GK,Wolfsburg,31.0,1992.0,25.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
79,80,Václav Černý,cz CZE,FWMF,Wolfsburg,25.0,1997.0,10.2,4,20,5,25.0,1.95,0.49,0.2,0.8,15.2,0,0,0,2.3,2.3,0.11,1.7,1.7,Matches
80,81,Julian Chabot,de GER,DF,Köln,25.0,1998.0,30.0,0,19,3,15.8,0.63,0.1,0.0,0.0,11.0,0,0,0,1.4,1.4,0.07,-1.4,-1.4,Matches
81,82,El Chadaille Bitshiabu,fr FRA,DFMF,RB Leipzig,18.0,2005.0,0.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
82,83,Fares Chaïbi,dz ALG,MFFW,Eint Frankfurt,20.0,2002.0,21.2,2,40,14,35.0,1.88,0.66,0.05,0.14,19.1,6,0,0,3.1,3.1,0.08,-1.1,-1.1,Matches
83,84,Timothy Chandler,us USA,MFDF,Eint Frankfurt,33.0,1990.0,0.2,0,2,1,50.0,10.0,5.0,0.0,0.0,17.8,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
84,85,Fabio Chiarodia,it ITA,DF,Gladbach,18.0,2005.0,1.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
85,86,Jacob Christensen,dk DEN,MF,Köln,22.0,2001.0,2.4,0,1,0,0.0,0.41,0.0,0.0,,15.3,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
86,87,Nnamdi Collins,de GER,DF,Eint Frankfurt,19.0,2004.0,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
87,88,Kingsley Coman,fr FRA,FW,Bayern Munich,27.0,1996.0,12.4,3,34,8,23.5,2.75,0.65,0.09,0.38,17.6,0,0,0,2.8,2.8,0.08,0.2,0.2,Matches
88,89,Bambasé Conté,de GER,MFFW,Hoffenheim,20.0,2003.0,0.5,0,3,0,0.0,5.63,0.0,0.0,,19.3,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
89,90,Danny da Costa,de GER,DF,Mainz 05,30.0,1993.0,9.2,0,6,1,16.7,0.65,0.11,0.0,0.0,19.9,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
90,91,Nicolas Cozza,fr FRA,DF,Wolfsburg,24.0,1999.0,3.1,0,1,0,0.0,0.33,0.0,0.0,,30.8,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
91,92,Tomáš Čvančara,cz CZE,FW,Gladbach,22.0,2000.0,10.0,4,34,11,32.4,3.42,1.1,0.09,0.27,14.2,1,1,2,5.9,4.3,0.13,-1.9,-1.3,Matches
92,93,Finn Dahmen,de GER,GK,Augsburg,25.0,1998.0,31.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
93,94,Mahmoud Dahoud,de GER,MF,Stuttgart,27.0,1996.0,2.5,1,3,1,33.3,1.19,0.4,0.33,1.0,19.8,0,0,0,0.6,0.6,0.19,0.4,0.4,Matches
94,95,Lukas Daschner,de GER,MFFW,Bochum,24.0,1998.0,6.0,1,13,5,38.5,2.18,0.84,0.08,0.2,16.7,0,0,0,2.3,2.3,0.18,-1.3,-1.3,Matches
95,96,David Datro Fofana,ci CIV,FWMF,Union Berlin,20.0,2002.0,7.6,1,26,12,46.2,3.43,1.58,0.04,0.08,15.6,4,0,0,2.8,2.8,0.11,-1.8,-1.8,Matches
96,97,Alphonso Davies,ca CAN,DF,Bayern Munich,22.0,2000.0,22.9,2,13,4,30.8,0.57,0.17,0.15,0.5,22.2,0,0,0,1.0,1.0,0.08,1.0,1.0,Matches
97,98,Olivier Deman,be BEL,DF,Werder Bremen,23.0,2000.0,15.2,2,17,7,41.2,1.12,0.46,0.12,0.29,14.2,0,0,0,1.1,1.1,0.06,0.9,0.9,Matches
98,99,Ermedin Demirović,ba BIH,FWMF,Augsburg,25.0,1998.0,31.9,15,77,32,41.6,2.41,1.0,0.16,0.38,14.0,0,3,4,13.5,10.3,0.13,1.5,1.7,Matches
99,100,Sepp van den Berg,nl NED,DF,Mainz 05,21.0,2001.0,31.5,3,25,11,44.0,0.79,0.35,0.12,0.27,9.1,0,0,0,2.7,2.7,0.11,0.3,0.3,Matches
100,101,Samuele Di Benedetto,de GER,MF,Stuttgart,18.0,2005.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
101,102,Justin Diehl,de GER,FWMF,Köln,18.0,2004.0,1.9,0,7,2,28.6,3.75,1.07,0.0,0.0,23.1,1,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
102,103,Eric Dier,eng ENG,DF,Bayern Munich,29.0,1994.0,13.0,0,9,3,33.3,0.69,0.23,0.0,0.0,10.3,0,0,0,0.7,0.7,0.07,-0.7,-0.7,Matches
103,104,Florian Dietz,de GER,FWMF,Köln,24.0,1998.0,0.8,0,3,1,33.3,3.86,1.29,0.0,0.0,15.8,0,0,0,0.3,0.3,0.09,-0.3,-0.3,Matches
104,105,Junior Dina Ebimbe,fr FRA,MFDF,Eint Frankfurt,22.0,2000.0,21.7,5,52,15,28.8,2.39,0.69,0.1,0.33,15.1,0,0,0,5.0,5.0,0.1,0.0,0.0,Matches
105,106,Eren Dinkçi,de GER,FWMF,Heidenheim,21.0,2001.0,29.4,10,49,21,42.9,1.66,0.71,0.2,0.48,19.7,0,0,0,4.3,4.3,0.09,5.7,5.7,Matches
106,107,Ritsu Doan,jp JPN,DFMF,Freiburg,25.0,1998.0,25.0,7,37,19,51.4,1.48,0.76,0.19,0.37,15.4,0,0,0,5.0,5.0,0.13,2.0,2.0,Matches
107,108,Danilho Doekhi,nl NED,DF,Union Berlin,25.0,1998.0,24.0,2,16,2,12.5,0.67,0.08,0.13,1.0,10.0,0,0,0,1.2,1.2,0.07,0.8,0.8,Matches
108,109,Niklas Dorsch,de GER,MF,Augsburg,25.0,1998.0,15.4,0,14,0,0.0,0.91,0.0,0.0,,25.1,2,0,0,0.7,0.7,0.05,-0.7,-0.7,Matches
109,110,Nikola Dovedan,at AUT,MFFW,Heidenheim,29.0,1994.0,7.3,3,14,5,35.7,1.92,0.69,0.21,0.6,16.1,0,0,0,1.9,1.9,0.14,1.1,1.1,Matches
110,111,Damion Downs,de GER,FWMF,Köln,19.0,2004.0,2.0,2,5,2,40.0,2.49,0.99,0.4,1.0,10.9,0,0,0,1.0,1.0,0.21,1.0,1.0,Matches
111,112,Dion Drena Beljo,hr CRO,FWMF,Augsburg,21.0,2002.0,6.5,2,19,7,36.8,2.94,1.08,0.11,0.29,13.4,0,0,0,3.0,3.0,0.16,-1.0,-1.0,Matches
112,113,Tim Drexler,de GER,DF,Hoffenheim,18.0,2005.0,6.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
113,114,Marvin Ducksch,de GER,FW,Werder Bremen,29.0,1994.0,30.0,12,74,32,43.2,2.47,1.07,0.09,0.22,18.9,12,5,6,12.8,7.9,0.11,-0.8,-0.9,Matches
114,115,Julien Duranville,be BEL,FWMF,Dortmund,17.0,2006.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
115,116,Maximilian Eggestein,de GER,MF,Freiburg,26.0,1996.0,32.4,1,39,8,20.5,1.2,0.25,0.03,0.13,19.9,0,0,0,2.4,2.4,0.06,-1.4,-1.4,Matches
116,117,Lilian Egloff,de GER,MFDF,Stuttgart,20.0,2002.0,1.2,0,3,0,0.0,2.55,0.0,0.0,,19.4,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
117,118,Hugo Ekitike,fr FRA,FW,Eint Frankfurt,21.0,2002.0,8.0,4,30,9,30.0,3.77,1.13,0.13,0.44,14.1,0,0,0,2.4,2.4,0.08,1.6,1.6,Matches
118,119,Elif Elmas,mk MKD,MFFW,RB Leipzig,23.0,1999.0,3.0,0,10,4,40.0,3.38,1.35,0.0,0.0,16.4,1,0,0,0.8,0.8,0.08,-0.8,-0.8,Matches
119,120,Nico Elvedi,ch SUI,DF,Gladbach,26.0,1996.0,27.6,2,18,6,33.3,0.65,0.22,0.11,0.33,11.4,0,0,0,1.6,1.6,0.09,0.4,0.4,Matches
120,121,Arne Engels,be BEL,MFDF,Augsburg,19.0,2003.0,15.6,3,20,7,35.0,1.28,0.45,0.15,0.43,19.9,2,0,0,1.8,1.8,0.09,1.2,1.2,Matches
121,122,Ohis Felix Uduokhai,de GER,DF,Augsburg,25.0,1997.0,32.5,2,13,3,23.1,0.4,0.09,0.15,0.67,9.2,0,0,0,1.4,1.4,0.11,0.6,0.6,Matches
122,123,Edimilson Fernandes,ch SUI,DF,Mainz 05,27.0,1996.0,14.3,0,15,0,0.0,1.05,0.0,0.0,,26.8,3,0,0,0.5,0.5,0.03,-0.5,-0.5,Matches
123,124,Nacho Ferri,es ESP,FWMF,Eint Frankfurt,18.0,2004.0,0.8,1,5,2,40.0,6.08,2.43,0.2,0.5,16.4,0,0,0,1.2,1.2,0.24,-0.2,-0.2,Matches
124,125,Max Finkgräfe,de GER,DFFW,Köln,19.0,2004.0,19.5,1,12,4,33.3,0.62,0.21,0.08,0.25,21.8,2,0,0,1.0,1.0,0.09,0.0,0.0,Matches
125,126,Kilian Fischer,de GER,DFMF,Wolfsburg,22.0,2000.0,3.2,0,4,0,0.0,1.24,0.0,0.0,,18.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
126,127,Jonas Föhrenbach,de GER,DF,Heidenheim,27.0,1996.0,31.0,0,12,0,0.0,0.39,0.0,0.0,,20.8,0,0,0,0.5,0.5,0.04,-0.5,-0.5,Matches
127,128,Emil Forsberg,se SWE,MFFW,RB Leipzig,31.0,1991.0,5.2,2,11,4,36.4,2.13,0.78,0.18,0.5,22.5,1,0,1,1.4,0.6,0.05,0.6,1.4,Matches
128,129,Philipp Förster,de GER,MFFW,Bochum,28.0,1995.0,4.3,0,6,1,16.7,1.4,0.23,0.0,0.0,19.8,0,0,0,0.5,0.5,0.08,-0.5,-0.5,Matches
129,130,Bartol Franjić,hr CRO,MF,Darmstadt 98,23.0,2000.0,13.7,0,4,0,0.0,0.29,0.0,0.0,,18.3,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
130,131,Marco Friedl,at AUT,DF,Werder Bremen,25.0,1998.0,24.4,1,7,1,14.3,0.29,0.04,0.14,1.0,25.1,0,0,0,0.2,0.2,0.04,0.8,0.8,Matches
131,132,Marvin Friedrich,de GER,DF,Gladbach,27.0,1995.0,17.4,0,12,2,16.7,0.69,0.11,0.0,0.0,15.7,0,0,0,0.6,0.6,0.05,-0.6,-0.6,Matches
132,133,Jeremie Frimpong,nl NED,DF,Leverkusen,22.0,2000.0,25.0,9,55,21,38.2,2.2,0.84,0.16,0.43,13.9,0,0,0,8.2,8.2,0.15,0.8,0.8,Matches
133,134,Chris Führich,de GER,FWMF,Stuttgart,25.0,1998.0,28.5,8,53,24,45.3,1.86,0.84,0.15,0.33,17.7,2,0,1,6.6,5.8,0.11,1.4,2.2,Matches
134,135,Shiō Fukuda,jp JPN,FWMF,Gladbach,19.0,2004.0,0.4,0,2,0,0.0,5.0,0.0,0.0,,8.1,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
135,136,Niclas Füllkrug,de GER,FW,Werder Bremen,30.0,1993.0,2.0,0,5,1,20.0,2.5,0.5,0.0,0.0,15.6,0,0,0,0.5,0.5,0.09,-0.5,-0.5,Matches
