,_Rk,_Player,_Nation,_Pos,_Squad,_Age,_Born,_90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Matches
48,49,Ross Barkley,eng ENG,MFFW,Nice,28,1993,10.7,4,38,17,44.7,3.56,1.59,0.11,0.24,19.7,3,0,0,4.3,4.3,0.11,-0.3,-0.3,Matches
49,50,Mickaël Barreto,fr FRA,MF,Ajaccio,31,1991,14.7,1,19,4,21.1,1.29,0.27,0.05,0.25,26.6,3,0,0,0.9,0.9,0.05,0.1,0.1,Matches
50,51,Cyrille Bayala,bf BFA,MF,Ajaccio,26,1996,22.3,1,22,6,27.3,0.99,0.27,0.05,0.17,15.2,0,0,0,2.0,2.0,0.09,-1.0,-1.0,Matches
51,52,Yanis Begraoui,ma MAR,FWMF,Toulouse,21,2001,0.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
52,53,Alexis Beka Beka,fr FRA,MFDF,Nice,21,2001,6.1,0,9,3,33.3,1.49,0.5,0.0,0.0,24.5,1,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches
53,54,Jérémie Bela,ao ANG,DFMF,Clermont Foot,29,1993,8.3,1,12,5,41.7,1.45,0.61,0.08,0.2,21.7,1,0,0,0.6,0.6,0.05,0.4,0.4,Matches
54,55,Reda Belahyane,fr FRA,MF,Nice,18,2004,2.0,0,1,0,0.0,0.49,0.0,0.0,,21.9,0,0,0,0.1,0.1,0.09,-0.1,-0.1,Matches
55,56,Youcef Belaïli,dz ALG,MFFW,Ajaccio,30,1992,12.8,6,27,9,33.3,2.11,0.7,0.04,0.11,24.8,4,5,6,6.2,1.8,0.07,-0.2,-0.8,Matches
56,57,Youcef Belaïli,dz ALG,FWMF,Brest,30,1992,4.0,0,9,1,11.1,2.28,0.25,0.0,0.0,16.0,1,0,0,0.7,0.7,0.08,-0.7,-0.7,Matches
57,58,Haris Belkebla,dz ALG,MF,Brest,28,1994,29.5,2,9,2,22.2,0.3,0.07,0.11,0.5,25.5,0,1,1,1.3,0.5,0.05,0.7,0.5,Matches
58,59,Jean-Ricner Bellegarde,fr FRA,MFFW,Strasbourg,24,1998,26.9,2,38,13,34.2,1.41,0.48,0.05,0.15,22.2,11,0,0,2.6,2.6,0.07,-0.6,-0.6,Matches
59,60,Jeanuël Belocian,fr FRA,DF,Rennes,17,2005,5.6,0,1,0,0.0,0.18,0.0,0.0,,19.3,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
60,61,Eliesse Ben Seghir,ma MAR,FWMF,Monaco,17,2005,11.7,4,21,8,38.1,1.8,0.68,0.19,0.5,18.6,0,0,0,1.9,1.9,0.09,2.1,2.1,Matches
61,62,Salim Ben Seghir,fr FRA,MF,Marseille,19,2003,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
62,63,Wissam Ben Yedder,fr FRA,FW,Monaco,31,1990,23.5,19,66,36,54.5,2.81,1.53,0.21,0.39,14.2,3,5,6,17.4,12.7,0.19,1.6,1.3,Matches
63,64,Nabil Bentaleb,dz ALG,MF,Angers,27,1994,27.7,4,39,13,33.3,1.41,0.47,0.05,0.15,27.5,8,2,2,3.2,1.6,0.04,0.8,0.4,Matches
64,65,Patrick Berg,no NOR,MFFW,Lens,24,1997,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
65,66,Mitchell van Bergen,nl NED,FWDF,Reims,22,1999,10.1,0,25,11,44.0,2.49,1.09,0.0,0.0,19.2,0,0,0,2.2,2.2,0.09,-2.2,-2.2,Matches
66,67,Quentin Bernard,fr FRA,DF,Auxerre,33,1989,7.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
67,68,Paul Bernardoni,fr FRA,GK,Angers,25,1997,27.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
68,69,Juan Bernat,es ESP,DFMF,Paris S-G,29,1993,18.3,1,7,6,85.7,0.38,0.33,0.14,0.17,11.4,0,0,0,0.9,0.9,0.12,0.1,0.1,Matches
69,70,Jason Berthomier,fr FRA,MF,Clermont Foot,32,1990,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
70,71,El Bilal Touré,ml MLI,FW,Reims,20,2001,1.0,0,1,1,100.0,0.99,0.99,0.0,0.0,26.1,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
71,72,Jean-Claude Billong,cm CMR,MF,Clermont Foot,28,1993,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
72,73,Veljko Birmančević,rs SRB,FWMF,Toulouse,24,1998,4.9,0,13,3,23.1,2.64,0.61,0.0,0.0,19.3,0,0,0,1.3,1.3,0.1,-1.3,-1.3,Matches
73,74,Marco Bizot,nl NED,GK,Brest,31,1991,37.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
74,75,Rubén Blanco,es ESP,GK,Marseille,27,1995,5.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
75,76,Ludovic Blas,fr FRA,MFFW,Nantes,24,1997,31.3,7,95,32,33.7,3.04,1.02,0.05,0.16,21.5,4,2,4,9.3,6.4,0.07,-2.3,-1.4,Matches
76,77,Miha Blažič,si SVN,DF,Angers,29,1993,22.0,2,8,4,50.0,0.36,0.18,0.25,0.5,10.0,1,0,0,1.6,1.6,0.2,0.4,0.4,Matches
77,78,Joaquín Blázquez,ar ARG,GK,Brest,21,2001,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
78,79,Myron Boadu,nl NED,FW,Monaco,21,2001,3.3,3,7,5,71.4,2.14,1.53,0.43,0.6,11.5,0,0,0,2.6,2.6,0.37,0.4,0.4,Matches
79,80,Jérôme Boateng,de GER,DF,Lyon,33,1988,4.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
80,81,Antonin Bobichon,fr FRA,MF,Angers,26,1995,0.2,0,1,1,100.0,5.0,5.0,0.0,0.0,31.2,1,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
81,82,Quentin Boisgard,fr FRA,MF,Lorient,25,1997,2.0,1,6,3,50.0,2.93,1.47,0.17,0.33,18.5,0,0,0,0.4,0.4,0.07,0.6,0.6,Matches
82,83,Neto Borges,br BRA,DF,Clermont Foot,25,1996,31.5,3,23,7,30.4,0.73,0.22,0.13,0.43,14.6,0,0,0,3.1,3.1,0.13,-0.1,-0.1,Matches
83,84,Kenji-Van Boto,mg MAD,DF,Auxerre,26,1996,2.0,0,3,0,0.0,1.5,0.0,0.0,,24.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
84,85,Kouamé Botué,bf BFA,FWMF,Ajaccio,19,2002,2.5,0,7,0,0.0,2.75,0.0,0.0,,14.2,0,0,0,1.2,1.2,0.17,-1.2,-1.2,Matches
85,86,Badredine Bouanani,dz ALG,FWMF,Nice,17,2004,9.6,0,24,10,41.7,2.5,1.04,0.0,0.0,21.1,1,0,0,1.7,1.7,0.07,-1.7,-1.7,Matches
86,87,Hicham Boudaoui,dz ALG,MF,Nice,22,1999,20.8,1,21,9,42.9,1.01,0.43,0.05,0.11,23.8,0,0,0,0.9,0.9,0.04,0.1,0.1,Matches
87,88,Franci Bouebari,fr FRA,DF,Strasbourg,18,2003,0.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
88,89,Sofiane Boufal,ma MAR,FWMF,Angers,28,1993,9.3,4,21,9,42.9,2.27,0.97,0.1,0.22,20.8,4,2,2,3.6,2.1,0.1,0.4,-0.1,Matches
89,90,Ismaëlben Boura,km COM,DFFW,Lens,21,2000,1.0,0,2,1,50.0,1.94,0.97,0.0,0.0,28.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
90,91,Benjamin Bourigeaud,fr FRA,MFFW,Rennes,28,1994,34.1,7,71,19,26.8,2.08,0.56,0.07,0.26,20.0,10,2,2,8.7,7.1,0.1,-1.7,-2.1,Matches
91,92,Bilal Brahimi,dz ALG,FWMF,Nice,22,2000,8.9,3,20,6,30.0,2.25,0.68,0.15,0.5,24.3,0,0,0,1.0,1.0,0.05,2.0,2.0,Matches
92,93,Lilian Brassier,fr FRA,DF,Brest,22,1999,34.4,0,20,3,15.0,0.58,0.09,0.0,0.0,16.3,0,0,0,1.1,1.1,0.05,-1.1,-1.1,Matches
93,94,Andreas Bruus,dk DEN,DFFW,Troyes,23,1999,18.1,0,11,3,27.3,0.61,0.17,0.0,0.0,19.7,1,0,0,0.7,0.7,0.07,-0.7,-0.7,Matches
94,95,Joe Bryan,eng ENG,MFDF,Nice,28,1993,2.0,0,1,0,0.0,0.51,0.0,0.0,,18.9,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
95,96,Adam Buksa,pl POL,FWMF,Lens,26,1996,1.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
96,97,Maxime Busi,be BEL,DF,Reims,22,1999,11.6,0,3,0,0.0,0.26,0.0,0.0,,27.5,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
97,98,Marcin Bułka,pl POL,GK,Nice,22,1999,2.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
98,99,Rémy Cabella,fr FRA,MFFW,Lille,32,1990,28.1,7,42,23,54.8,1.5,0.82,0.17,0.3,14.1,8,0,0,8.3,8.3,0.2,-1.3,-1.3,Matches
99,100,Jimmy Cabot,fr FRA,DFMF,Lens,28,1994,5.7,0,5,1,20.0,0.88,0.18,0.0,0.0,17.0,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
100,101,Jens Cajuste,se SWE,MF,Reims,22,1999,17.0,3,27,7,25.9,1.59,0.41,0.11,0.43,19.5,0,0,0,1.5,1.5,0.06,1.5,1.5,Matches
101,102,Duje Ćaleta-Car,hr CRO,DF,Marseille,25,1996,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
102,103,Mahdi Camara,fr FRA,MF,Brest,24,1998,20.2,2,24,7,29.2,1.19,0.35,0.08,0.29,16.3,0,0,0,2.5,2.5,0.11,-0.5,-0.5,Matches
103,104,Mohamed Camara,ml MLI,MF,Monaco,22,2000,24.4,0,27,6,22.2,1.11,0.25,0.0,0.0,28.4,0,0,0,1.0,1.0,0.04,-1.0,-1.0,Matches
104,105,Ousmane Camara,gn GUI,FWMF,Auxerre,20,2001,0.3,0,1,0,0.0,3.75,0.0,0.0,,11.1,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
105,106,Ousmane Camara,fr FRA,DF,Angers,19,2003,5.8,0,1,1,100.0,0.17,0.17,0.0,0.0,6.5,0,0,0,0.2,0.2,0.16,-0.2,-0.2,Matches
106,107,Axel Camblan,fr FRA,FWMF,Brest,18,2003,0.8,0,1,1,100.0,1.32,1.32,0.0,0.0,6.8,0,0,0,0.2,0.2,0.17,-0.2,-0.2,Matches
107,108,Pierrick Capelle,fr FRA,MFDF,Angers,35,1987,15.9,0,16,7,43.8,1.01,0.44,0.0,0.0,17.6,0,0,0,1.5,1.5,0.1,-1.5,-1.5,Matches
108,109,Maxence Caqueret,fr FRA,MF,Lyon,22,2000,30.7,4,26,13,50.0,0.85,0.42,0.15,0.31,19.1,3,0,0,2.6,2.6,0.1,1.4,1.4,Matches
109,110,Irvin Cardona,fr FRA,FWMF,Brest,24,1997,2.6,0,4,2,50.0,1.55,0.77,0.0,0.0,13.4,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
110,111,Igor Carioca,br BRA,DF,Lorient,25,1996,5.1,0,4,1,25.0,0.79,0.2,0.0,0.0,19.8,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
111,112,Matis Carvalho,pt POR,GK,Montpellier,23,1999,1.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
112,113,Jean-Charles Castelletto,cm CMR,DF,Nantes,27,1995,28.5,0,9,3,33.3,0.32,0.11,0.0,0.0,13.4,0,0,0,0.7,0.7,0.08,-0.7,-0.7,Matches
113,114,Yoann Cathline,fr FRA,FWMF,Lorient,20,2002,12.1,1,26,9,34.6,2.15,0.74,0.04,0.11,20.3,0,0,0,1.5,1.5,0.06,-0.5,-0.5,Matches
114,115,Maximiliano Caufriez,be BEL,DF,Clermont Foot,25,1997,24.7,1,14,6,42.9,0.57,0.24,0.07,0.17,17.9,0,0,0,0.9,0.9,0.07,0.1,0.1,Matches
115,116,Fabien Centonze,fr FRA,DF,Nantes,26,1996,18.8,0,14,0,0.0,0.75,0.0,0.0,,23.0,0,0,0,0.7,0.7,0.05,-0.7,-0.7,Matches
116,117,Florian Chabrolle,fr FRA,MF,Ajaccio,24,1998,3.7,0,2,1,50.0,0.55,0.27,0.0,0.0,26.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
117,118,El Chadaille Bitshiabu,fr FRA,DF,Paris S-G,17,2005,6.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
118,119,Fares Chaïbi,dz ALG,FWMF,Toulouse,19,2002,26.0,5,63,25,39.7,2.42,0.96,0.08,0.2,16.8,2,0,0,5.9,5.9,0.09,-0.9,-0.9,Matches
119,120,Muhammed Cham,at AUT,MF,Clermont Foot,21,2000,21.9,7,51,19,37.3,2.33,0.87,0.1,0.26,20.6,7,2,2,6.0,4.4,0.09,1.0,0.6,Matches
120,121,Gaëtan Charbonnier,fr FRA,FWMF,Auxerre,33,1988,2.8,1,7,1,14.3,2.48,0.35,0.14,1.0,23.2,0,0,0,0.6,0.6,0.09,0.4,0.4,Matches
121,122,Brendan Chardonnet,fr FRA,DF,Brest,27,1994,27.7,0,16,3,18.8,0.58,0.11,0.0,0.0,11.1,0,0,0,1.2,1.2,0.08,-1.2,-1.2,Matches
122,123,Xavier Chavalerin,fr FRA,MF,Troyes,31,1991,27.0,4,27,11,40.7,1.0,0.41,0.15,0.36,21.5,0,0,0,1.5,1.5,0.06,2.5,2.5,Matches
123,124,Ivane Chegra,fr FRA,MFFW,Ajaccio,18,2004,2.1,0,1,0,0.0,0.47,0.0,0.0,,20.4,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
124,125,Rayan Cherki,fr FRA,MFFW,Lyon,18,2003,20.8,4,61,21,34.4,2.93,1.01,0.07,0.19,18.7,3,0,0,4.9,4.9,0.08,-0.9,-0.9,Matches
125,126,Ilyes Cheti,dz ALG,DF,Angers,27,1995,2.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
126,127,Lucas Chevalier,fr FRA,GK,Lille,20,2001,32.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
127,128,Pedro Chirivella,es ESP,MF,Nantes,25,1997,22.5,0,16,5,31.3,0.71,0.22,0.0,0.0,22.2,0,0,0,0.8,0.8,0.05,-0.8,-0.8,Matches
128,129,Joris Chotard,fr FRA,MF,Montpellier,20,2001,27.3,0,12,1,8.3,0.44,0.04,0.0,0.0,27.2,0,0,0,0.6,0.6,0.05,-0.6,-0.6,Matches
129,130,Yanis Cimignani,fr FRA,MFDF,Ajaccio,20,2002,3.1,0,6,2,33.3,1.94,0.65,0.0,0.0,24.6,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
130,131,Souleymane Cissé,fr FRA,DF,Clermont Foot,19,2002,0.4,0,1,0,0.0,2.5,0.0,0.0,,13.9,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
131,132,Alexis Claude-Maurice,fr FRA,FW,Nice,24,1998,0.7,0,2,0,0.0,2.81,0.0,0.0,,24.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
132,133,Alexis Claude-Maurice,fr FRA,MFFW,Lens,24,1998,6.7,5,14,9,64.3,2.09,1.34,0.36,0.56,16.6,0,0,0,2.6,2.6,0.19,2.4,2.4,Matches
133,134,Jonathan Clauss,fr FRA,DF,Marseille,29,1992,28.8,2,48,12,25.0,1.67,0.42,0.04,0.17,17.5,0,0,0,4.2,4.2,0.09,-2.2,-2.2,Matches
134,135,Marcus Coco,fr FRA,FWMF,Nantes,26,1996,7.1,1,7,1,14.3,0.98,0.14,0.14,1.0,13.6,0,0,0,1.1,1.1,0.16,-0.1,-0.1,Matches
135,136,Alexandre Coeff,fr FRA,DF,Auxerre,30,1992,6.5,0,1,0,0.0,0.15,0.0,0.0,,9.2,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches
136,137,Abdu Conté,pt POR,DF,Troyes,24,1998,14.6,1,4,2,50.0,0.27,0.14,0.25,0.5,15.3,0,0,0,0.6,0.6,0.14,0.4,0.4,Matches
137,138,Sébastien Corchia,fr FRA,DF,Nantes,31,1990,8.7,0,5,2,40.0,0.57,0.23,0.0,0.0,27.4,1,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
138,139,David Pereira da Costa,pt POR,MFFW,Lens,21,2001,15.6,1,26,7,26.9,1.66,0.45,0.04,0.14,17.6,3,0,0,2.8,2.8,0.11,-1.8,-1.8,Matches
139,140,Logan Costa,cv CPV,DF,Toulouse,21,2001,4.6,0,5,2,40.0,1.08,0.43,0.0,0.0,8.6,0,0,0,0.6,0.6,0.12,-0.6,-0.6,Matches
140,141,Nuno da Costa,cv CPV,FWMF,Auxerre,31,1991,22.3,5,39,14,35.9,1.75,0.63,0.13,0.36,15.7,0,0,0,4.6,4.6,0.12,0.4,0.4,Matches
141,142,Benoît Costil,fr FRA,GK,Auxerre,35,1987,19.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
