,_Rk,_Player,_Nation,_Pos,_Squad,_Age,_Born,PlayingTime_MP,PlayingTime_Starts,PlayingTime_Min,PlayingTime_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per90Minutes_Gls,Per90Minutes_Ast,Per90Minutes_G+A,Per90Minutes_G-PK,Per90Minutes_G+A-PK,Per90Minutes_xG,Per90Minutes_xAG,Per90Minutes_xG+xAG,Per90Minutes_npxG,Per90Minutes_npxG+xAG,Matches
182,183,Maxime Estève,fr FRA,DF,Montpellier,21,2002,12,12,995,11.1,1,1,2,1,0,0,2,0,0.2,0.2,0.3,0.5,8,23,10,0.09,0.09,0.18,0.09,0.18,0.02,0.02,0.04,0.02,0.04,Matches
183,184,Oscar Estupiñan,co COL,FW,Metz,26,1996,6,4,260,2.9,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5,5,2,8,0.0,0.0,0.0,0.0,0.0,0.18,0.01,0.18,0.18,0.18,Matches
184,185,Romain Faivre,fr FRA,MFFW,Lorient,25,1998,17,16,1453,16.1,5,1,6,5,0,0,1,0,2.8,2.8,1.7,4.5,68,102,78,0.31,0.06,0.37,0.31,0.37,0.17,0.1,0.28,0.17,0.28,Matches
185,186,Ilhan Fakili,fr FRA,MFFW,Clermont Foot,17,2006,3,1,94,1.0,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,2,4,7,0.0,0.0,0.0,0.0,0.0,0.17,0.03,0.2,0.17,0.2,Matches
186,187,Khalil Fayad,fr FRA,FWMF,Montpellier,19,2004,23,11,1025,11.4,3,0,3,3,0,0,2,0,1.9,1.9,0.5,2.4,18,35,47,0.26,0.0,0.26,0.26,0.26,0.17,0.04,0.21,0.17,0.21,Matches
187,188,Ichem Ferrah,fr FRA,FW,Lille,17,2005,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
188,189,Jordan Ferri,fr FRA,MF,Montpellier,31,1992,30,23,2031,22.6,1,1,2,1,0,0,6,0,0.6,0.6,1.9,2.5,37,173,68,0.04,0.04,0.09,0.04,0.09,0.03,0.09,0.11,0.03,0.11,Matches
189,190,Malick Fofana,be BEL,FW,Lyon,18,2005,17,4,559,6.2,3,0,3,3,0,0,0,0,1.8,1.8,0.5,2.4,26,10,60,0.48,0.0,0.48,0.48,0.48,0.29,0.09,0.38,0.29,0.38,Matches
190,191,Youssouf Fofana,fr FRA,MF,Monaco,24,1999,32,31,2697,30.0,4,4,8,4,0,0,3,0,5.0,5.0,3.4,8.4,53,249,86,0.13,0.13,0.27,0.13,0.27,0.17,0.11,0.28,0.17,0.28,Matches
191,192,Thomas Foket,be BEL,DF,Reims,28,1994,27,22,1833,20.4,0,1,1,0,0,0,9,1,0.2,0.2,0.9,1.1,24,65,84,0.0,0.05,0.05,0.0,0.05,0.01,0.04,0.05,0.01,0.05,Matches
192,193,Tiago Fonseca Morais,pt POR,FW,Lille,19,2003,3,0,46,0.5,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,3,3,2,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.7,0.7,0.7,Matches
193,194,Przemysław Frankowski,pl POL,DF,Lens,28,1995,30,24,2192,24.4,3,2,5,2,1,2,4,0,3.7,2.1,3.8,5.9,56,112,210,0.12,0.08,0.21,0.08,0.16,0.15,0.16,0.31,0.09,0.24,Matches
194,195,Jean Frederic N'Guessan,ci CIV,MFFW,Metz,20,2003,6,1,110,1.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,5,2,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,Matches
195,196,Angelo Fulgini,fr FRA,MF,Lens,26,1996,29,16,1376,15.3,1,2,3,1,0,0,1,0,3.2,3.2,3.2,6.4,35,74,117,0.07,0.13,0.2,0.07,0.2,0.21,0.21,0.42,0.21,0.42,Matches
196,197,Kévin Gameiro,fr FRA,FWMF,Strasbourg,36,1987,27,15,1346,15.0,4,2,6,2,2,2,0,0,3.4,1.9,2.7,4.6,26,44,81,0.27,0.13,0.4,0.13,0.27,0.23,0.18,0.41,0.12,0.31,Matches
197,198,Ignatius Ganago,cm CMR,FWMF,Nantes,24,1999,6,2,184,2.0,0,0,0,0,0,0,0,0,0.4,0.4,0.6,1.0,7,5,26,0.0,0.0,0.0,0.0,0.0,0.21,0.27,0.49,0.21,0.49,Matches
198,199,Ulisses Garcia,ch SUI,DF,Marseille,27,1996,13,10,906,10.1,0,0,0,0,0,0,0,0,0.5,0.5,0.9,1.4,21,52,66,0.0,0.0,0.0,0.0,0.0,0.05,0.09,0.14,0.05,0.14,Matches
199,200,Johan Gastien,fr FRA,MF,Clermont Foot,35,1988,28,28,2260,25.1,0,0,0,0,0,0,7,0,0.3,0.3,2.4,2.7,21,168,21,0.0,0.0,0.0,0.0,0.0,0.01,0.1,0.11,0.01,0.11,Matches
200,201,Yann Gboho,fr FRA,MFFW,Toulouse,22,2001,16,13,1193,13.3,3,2,5,3,0,0,1,0,1.2,1.2,1.7,2.9,65,48,97,0.23,0.15,0.38,0.23,0.38,0.09,0.13,0.22,0.09,0.22,Matches
201,202,Gelabert,es ESP,MFFW,Toulouse,22,2000,16,10,754,8.4,1,2,3,1,0,0,1,0,0.8,0.8,1.3,2.1,14,33,57,0.12,0.24,0.36,0.12,0.36,0.09,0.16,0.25,0.09,0.25,Matches
202,203,Denis Genreau,au AUS,MFFW,Toulouse,24,1999,9,5,464,5.2,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.7,6,14,27,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.14,0.07,0.14,Matches
203,204,Samuel Gigot,fr FRA,DF,Marseille,29,1993,21,20,1726,19.2,3,0,3,3,0,0,7,1,2.4,2.4,0.9,3.3,10,54,8,0.16,0.0,0.16,0.16,0.16,0.12,0.04,0.17,0.12,0.17,Matches
204,205,Aleksandr Golovin,ru RUS,MFFW,Monaco,27,1996,25,25,2147,23.9,6,6,12,6,0,0,8,1,3.4,3.4,4.7,8.0,50,172,157,0.25,0.25,0.5,0.25,0.5,0.14,0.2,0.34,0.14,0.34,Matches
205,206,Angel Gomes,eng ENG,MF,Lille,22,2000,31,29,2571,28.6,0,8,8,0,0,0,5,0,2.0,2.0,6.2,8.2,49,204,71,0.0,0.28,0.28,0.0,0.28,0.07,0.22,0.29,0.07,0.29,Matches
206,207,Maxime Gonalons,fr FRA,MF,Clermont Foot,34,1989,21,17,1296,14.4,1,0,1,1,0,0,4,0,0.4,0.4,0.2,0.6,8,81,10,0.07,0.0,0.07,0.07,0.07,0.03,0.01,0.04,0.03,0.04,Matches
207,208,Mathieu Gorgelin,fr FRA,GK,Le Havre,32,1990,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
208,209,Amine Gouiri,dz ALG,FWMF,Rennes,23,2000,31,24,2067,23.0,7,3,10,7,0,0,2,0,7.4,7.3,1.7,9.1,59,82,185,0.3,0.13,0.44,0.3,0.44,0.32,0.08,0.4,0.32,0.39,Matches
209,210,Jonathan Gradit,fr FRA,DF,Lens,30,1992,26,26,2112,23.5,1,0,1,1,0,0,9,1,0.3,0.3,0.1,0.5,21,177,6,0.04,0.0,0.04,0.04,0.04,0.01,0.01,0.02,0.01,0.02,Matches
210,211,Samuel Grandsir,fr FRA,MFFW,Le Havre,26,1996,23,4,606,6.7,1,1,2,1,0,1,4,2,2.6,1.9,1.2,3.0,22,35,68,0.15,0.15,0.3,0.15,0.3,0.39,0.17,0.57,0.28,0.45,Matches
211,212,Adrian Grbić,at AUT,FW,Lorient,26,1996,1,0,31,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,4,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.27,0.27,0.27,Matches
212,213,Gabriel Gudmundsson,se SWE,DFFW,Lille,24,1999,25,14,1267,14.1,1,0,1,1,0,0,2,0,1.1,1.1,1.2,2.2,39,37,66,0.07,0.0,0.07,0.07,0.07,0.08,0.08,0.16,0.08,0.16,Matches
213,214,Axel Gueguin,fr FRA,DFFW,Montpellier,18,2005,3,1,132,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,3,6,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches
214,215,Mattéo Guendouzi,fr FRA,MF,Marseille,24,1999,2,0,19,0.2,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5,2,1,1,0.0,0.0,0.0,0.0,0.0,2.59,0.0,2.59,2.59,2.59,Matches
215,216,Evann Guessand,ci CIV,FW,Nice,22,2001,34,14,1553,17.3,6,0,6,4,2,2,1,0,8.4,6.8,1.4,8.2,40,34,114,0.35,0.0,0.35,0.23,0.23,0.48,0.08,0.56,0.39,0.47,Matches
216,217,Pape Gueye,sn SEN,MFDF,Marseille,24,1999,15,9,765,8.5,1,0,1,1,0,0,2,0,0.4,0.4,0.8,1.2,8,61,18,0.12,0.0,0.12,0.12,0.12,0.05,0.09,0.14,0.05,0.14,Matches
217,218,Morgan Guilavogui,gn GUI,FWMF,Lens,25,1998,23,2,566,6.3,2,0,2,2,0,0,1,0,1.6,1.6,1.2,2.8,16,36,75,0.32,0.0,0.32,0.32,0.32,0.25,0.2,0.44,0.25,0.44,Matches
218,219,Frederic Guilbert,fr FRA,DFMF,Strasbourg,28,1994,32,29,2490,27.7,2,0,2,2,0,0,3,0,1.1,1.1,1.6,2.7,32,116,70,0.07,0.0,0.07,0.07,0.07,0.04,0.06,0.1,0.04,0.1,Matches
219,220,Jaouen Hadjam,dz ALG,DF,Nantes,20,2003,8,0,112,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0.4,6,10,17,0.0,0.0,0.0,0.0,0.0,0.03,0.29,0.32,0.03,0.32,Matches
220,221,Massadio Haïdara,ml MLI,DF,Lens,30,1992,18,7,741,8.2,0,1,1,0,0,0,1,0,0.1,0.1,0.2,0.3,8,40,25,0.0,0.12,0.12,0.0,0.12,0.02,0.02,0.04,0.02,0.04,Matches
221,222,Oualid El Hajjam,ma MAR,DFMF,Le Havre,32,1991,13,4,393,4.4,0,0,0,0,0,0,1,0,0.4,0.4,0.9,1.3,7,16,27,0.0,0.0,0.0,0.0,0.0,0.09,0.2,0.29,0.09,0.29,Matches
222,223,Achraf Hakimi,ma MAR,DF,Paris S-G,24,1998,25,20,1932,21.5,4,5,9,4,0,0,3,0,4.2,4.2,5.2,9.4,84,218,230,0.19,0.23,0.42,0.19,0.42,0.2,0.24,0.44,0.2,0.44,Matches
223,224,Amine Harit,ma MAR,MFFW,Marseille,26,1997,28,21,1821,20.2,1,2,3,1,0,0,5,0,3.7,3.7,3.7,7.4,84,127,112,0.05,0.1,0.15,0.05,0.15,0.18,0.18,0.37,0.18,0.37,Matches
224,225,Silvan Hefti,ch SUI,DFFW,Montpellier,25,1997,11,9,711,7.9,0,1,1,0,0,0,1,0,0.2,0.2,1.0,1.2,14,25,36,0.0,0.13,0.13,0.0,0.13,0.03,0.13,0.15,0.03,0.15,Matches
225,226,Henrique,br BRA,DF,Lyon,29,1994,11,6,607,6.7,1,0,1,1,0,0,2,0,0.3,0.3,0.4,0.8,20,36,33,0.15,0.0,0.15,0.15,0.15,0.05,0.06,0.11,0.05,0.11,Matches
226,227,Luis Henrique,br BRA,FWDF,Marseille,21,2001,15,8,784,8.7,1,0,1,1,0,0,0,0,1.3,1.3,0.7,2.0,30,40,84,0.11,0.0,0.11,0.11,0.11,0.15,0.08,0.23,0.15,0.23,Matches
227,228,Christophe Hérelle,mq MTQ,DF,Metz,30,1992,19,18,1617,18.0,0,0,0,0,0,0,4,1,0.1,0.1,0.0,0.1,1,41,1,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches
228,229,Lucas Hernández,fr FRA,DF,Paris S-G,27,1996,27,23,1909,21.2,1,1,2,1,0,0,6,0,0.5,0.5,1.6,2.0,30,156,22,0.05,0.05,0.09,0.05,0.09,0.02,0.07,0.1,0.02,0.1,Matches
229,230,Andrej Ilic,rs SRB,FW,Lille,23,2000,2,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
230,231,Bonke Innocent,ng NGA,MF,Lorient,27,1996,4,3,210,2.3,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,13,2,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.01,0.05,Matches
231,232,Ismaily,br BRA,DF,Lille,33,1990,30,28,2465,27.4,1,1,2,1,0,0,1,0,0.3,0.3,1.2,1.4,74,114,110,0.04,0.04,0.07,0.04,0.07,0.01,0.04,0.05,0.01,0.05,Matches
232,233,Yanis Issoufou,fr FRA,MF,Montpellier,16,2006,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
233,234,Junya Ito,jp JPN,FWMF,Reims,30,1993,31,31,2714,30.2,3,7,10,3,0,0,2,0,4.5,4.5,11.5,16.0,123,139,287,0.1,0.23,0.33,0.1,0.33,0.15,0.38,0.53,0.15,0.53,Matches
234,235,Jérémy Jacquet,fr FRA,MF,Rennes,18,2005,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
235,236,Jérémy Jacquet,fr FRA,DF,Clermont Foot,18,2005,6,2,253,2.8,0,1,1,0,0,0,0,0,0.2,0.2,0.3,0.5,5,15,4,0.0,0.36,0.36,0.0,0.36,0.08,0.12,0.19,0.08,0.19,Matches
236,237,Ismail Jakobs,sn SEN,DF,Monaco,23,1999,22,16,1466,16.3,1,2,3,1,0,0,0,0,1.3,1.3,1.8,3.1,44,56,133,0.06,0.12,0.18,0.06,0.18,0.08,0.11,0.19,0.08,0.19,Matches
237,238,Ablie Jallow,gm GAM,MFFW,Metz,24,1998,17,10,918,10.2,3,2,5,2,1,1,1,0,2.0,1.2,1.0,2.2,29,42,53,0.29,0.2,0.49,0.2,0.39,0.19,0.1,0.29,0.12,0.22,Matches
238,239,Danley Jean-Jacques,ht HAI,MF,Metz,23,2000,33,30,2682,29.8,0,0,0,0,0,0,5,0,2.9,2.9,0.6,3.5,35,84,53,0.0,0.0,0.0,0.0,0.0,0.1,0.02,0.12,0.1,0.12,Matches
239,240,Jeffinho,br BRA,FWMF,Lyon,23,1999,10,3,308,3.4,1,1,2,1,0,0,0,0,1.0,1.0,0.6,1.6,15,14,36,0.29,0.29,0.58,0.29,0.58,0.3,0.18,0.48,0.3,0.48,Matches
240,241,Antoine Joujou,fr FRA,FWMF,Le Havre,20,2003,23,6,779,8.7,0,2,2,0,0,0,1,0,1.1,1.1,0.6,1.8,35,22,82,0.0,0.23,0.23,0.0,0.23,0.13,0.07,0.2,0.13,0.2,Matches
241,242,Christopher Jullien,fr FRA,DF,Montpellier,30,1993,20,13,1233,13.7,1,0,1,1,0,0,5,0,1.1,1.1,0.1,1.2,1,26,4,0.07,0.0,0.07,0.07,0.07,0.08,0.0,0.09,0.08,0.09,Matches
242,243,Eli Junior Kroupi,fr FRA,FWMF,Lorient,17,2006,30,11,1084,12.0,5,3,8,5,0,0,1,0,3.5,3.5,1.8,5.3,10,12,63,0.42,0.25,0.66,0.42,0.66,0.29,0.15,0.44,0.29,0.44,Matches
243,244,Abdoul Kader Bamba,fr FRA,FWMF,Nantes,29,1994,23,1,611,6.8,2,1,3,2,0,0,2,0,2.1,2.1,1.0,3.2,41,31,73,0.29,0.15,0.44,0.29,0.44,0.31,0.15,0.46,0.31,0.46,Matches
244,245,Yaya Kader Fofana,ml MLI,MFDF,Reims,19,2004,4,0,32,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,3,1,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.23,0.23,0.23,Matches
245,246,Tino Kadewere,zw ZIM,FWMF,Lyon,27,1996,11,2,296,3.3,0,0,0,0,0,0,0,0,0.7,0.7,0.3,0.9,4,12,28,0.0,0.0,0.0,0.0,0.0,0.2,0.09,0.28,0.2,0.28,Matches
246,247,Tino Kadewere,zw ZIM,FWMF,Nantes,27,1996,14,8,781,8.7,1,0,1,1,0,1,1,0,1.9,1.2,1.8,2.9,15,26,53,0.12,0.0,0.12,0.12,0.12,0.22,0.21,0.43,0.13,0.34,Matches
247,248,Arnaud Kalimuendo,fr FRA,FW,Rennes,21,2002,30,25,2139,23.8,10,1,11,8,2,2,6,0,9.0,7.4,2.7,10.1,27,37,181,0.42,0.04,0.46,0.34,0.38,0.38,0.11,0.49,0.31,0.43,Matches
248,249,Gedeon Kalulu,cd COD,DF,Lorient,25,1997,19,11,970,10.8,0,1,1,0,0,0,0,0,0.3,0.3,1.1,1.4,17,35,60,0.0,0.09,0.09,0.0,0.09,0.03,0.1,0.13,0.03,0.13,Matches
249,250,Waren Kamanzi,no NOR,DFFW,Toulouse,22,2000,24,12,1187,13.2,0,3,3,0,0,0,1,0,0.8,0.8,2.5,3.4,35,56,55,0.0,0.23,0.23,0.0,0.23,0.06,0.19,0.26,0.06,0.26,Matches
250,251,Lee Kang-in,kr KOR,FWMF,Paris S-G,22,2001,23,18,1464,16.3,3,4,7,3,0,0,2,0,1.5,1.5,2.3,3.7,50,103,150,0.18,0.25,0.43,0.18,0.43,0.09,0.14,0.23,0.09,0.23,Matches
251,252,Yann Karamoh,fr FRA,FWMF,Montpellier,25,1998,12,1,284,3.2,1,0,1,1,0,0,1,0,0.8,0.8,0.2,1.0,7,3,28,0.32,0.0,0.32,0.32,0.32,0.26,0.06,0.32,0.26,0.32,Matches
252,253,Ayman Kari,fr FRA,MF,Lorient,18,2004,14,12,893,9.9,1,1,2,1,0,0,1,0,0.6,0.6,0.8,1.5,22,37,53,0.1,0.1,0.2,0.1,0.2,0.06,0.08,0.15,0.06,0.15,Matches
253,254,Panos Katseris,gr GRE,DF,Lorient,22,2001,15,13,1041,11.6,1,1,2,1,0,0,4,0,2.1,2.1,0.8,2.9,24,21,86,0.09,0.09,0.17,0.09,0.17,0.18,0.07,0.25,0.18,0.25,Matches
254,255,Kévin Keben Biakolo,cm CMR,DF,Toulouse,19,2004,8,7,521,5.8,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,5,13,10,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches
255,256,Yassine Kechta,ma MAR,MF,Le Havre,21,2002,32,21,1849,20.5,2,1,3,2,0,0,4,0,1.6,1.6,2.2,3.8,41,122,67,0.1,0.05,0.15,0.1,0.15,0.08,0.11,0.19,0.08,0.19,Matches
256,257,Thilo Kehrer,de GER,DF,Monaco,26,1996,15,15,1323,14.7,1,1,2,1,0,0,4,1,0.7,0.7,1.1,1.8,13,90,16,0.07,0.07,0.14,0.07,0.14,0.05,0.07,0.12,0.05,0.12,Matches
257,258,Habib Keita,ml MLI,MF,Clermont Foot,21,2002,27,12,1278,14.2,1,0,1,1,0,0,4,0,0.7,0.7,0.6,1.3,9,53,23,0.07,0.0,0.07,0.07,0.07,0.05,0.05,0.09,0.05,0.09,Matches
258,259,Reda Khadra,de GER,FWMF,Reims,22,2001,29,14,1368,15.2,1,3,4,1,0,0,1,0,1.8,1.8,3.5,5.4,35,40,110,0.07,0.2,0.26,0.07,0.26,0.12,0.23,0.35,0.12,0.35,Matches
259,260,Wahbi Khazri,tn TUN,FW,Montpellier,32,1991,25,13,1131,12.6,1,0,1,1,0,0,6,0,3.3,3.3,1.2,4.5,27,33,76,0.08,0.0,0.08,0.08,0.08,0.26,0.1,0.36,0.26,0.36,Matches
260,261,Philipp Köhn,ch SUI,GK,Monaco,25,1998,22,22,1980,22.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
261,262,Randal Kolo Muani,fr FRA,FWMF,Paris S-G,24,1998,26,13,1268,14.1,6,5,11,6,0,0,1,0,6.1,6.1,3.3,9.4,36,42,125,0.43,0.35,0.78,0.43,0.78,0.43,0.23,0.66,0.43,0.66,Matches
262,263,Cheick Konaté,ml MLI,DF,Clermont Foot,19,2004,19,12,1068,11.9,1,1,2,1,0,0,4,0,0.5,0.5,1.6,2.1,22,37,86,0.08,0.08,0.17,0.08,0.17,0.04,0.13,0.18,0.04,0.18,Matches
263,264,Geoffrey Kondogbia,cf CTA,MF,Marseille,30,1993,26,15,1463,16.3,0,0,0,0,0,0,3,0,0.4,0.4,0.5,0.9,7,93,25,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.06,0.02,0.06,Matches
264,265,Abdoul Koné,fr FRA,DF,Reims,18,2005,3,3,193,2.1,0,0,0,0,0,0,1,0,0.0,0.0,0.7,0.7,3,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,Matches
265,266,Amadou Koné,ml MLI,MF,Reims,18,2005,16,4,475,5.3,0,0,0,0,0,0,4,1,0.3,0.3,0.2,0.4,2,28,2,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.08,0.05,0.08,Matches
266,267,Ibrahima Koné,ml MLI,FW,Lorient,24,1999,1,0,32,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
267,268,Koffi Kouao,ci CIV,DF,Metz,25,1998,13,10,860,9.6,0,2,2,0,0,0,2,0,0.2,0.2,1.5,1.7,10,29,29,0.0,0.21,0.21,0.0,0.21,0.02,0.16,0.18,0.02,0.18,Matches
268,269,Therence Koudou,fr FRA,DF,Reims,18,2004,9,3,314,3.5,0,0,0,0,0,0,3,0,0.1,0.1,0.3,0.3,8,14,21,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.09,0.02,0.09,Matches
269,270,Boubakar Kouyaté,ml MLI,DF,Montpellier,26,1997,23,22,1928,21.4,0,2,2,0,0,0,5,1,0.8,0.8,1.3,2.1,4,58,3,0.0,0.09,0.09,0.0,0.09,0.04,0.06,0.1,0.04,0.1,Matches
270,271,Sael Kumbedi,fr FRA,DF,Lyon,18,2005,17,8,924,10.3,0,1,1,0,0,0,3,0,0.2,0.2,0.7,1.0,19,42,75,0.0,0.1,0.1,0.0,0.1,0.02,0.07,0.09,0.02,0.09,Matches
271,272,Layvin Kurzawa,fr FRA,DF,Paris S-G,30,1992,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
272,273,Daler Kuzyaev,ru RUS,MF,Le Havre,30,1993,30,24,2090,23.2,2,2,4,2,0,0,1,0,1.8,1.8,1.3,3.2,23,119,97,0.09,0.09,0.17,0.09,0.17,0.08,0.06,0.14,0.08,0.14,Matches
273,274,Grejohn Kyei,fr FRA,FW,Clermont Foot,27,1995,26,10,1026,11.4,2,1,3,1,1,1,1,0,4.9,4.1,1.2,5.3,12,30,85,0.18,0.09,0.26,0.09,0.18,0.43,0.11,0.54,0.36,0.47,Matches
274,275,Gaëtan Laborde,fr FRA,FWMF,Nice,29,1994,34,22,1906,21.2,5,2,7,4,1,2,2,0,7.7,6.1,1.8,7.9,33,46,161,0.24,0.09,0.33,0.19,0.28,0.36,0.08,0.45,0.29,0.37,Matches
275,276,Alexandre Lacazette,fr FRA,FW,Lyon,32,1991,29,27,2293,25.5,19,2,21,17,2,2,3,1,11.4,9.8,1.9,11.7,22,61,144,0.75,0.08,0.82,0.67,0.75,0.45,0.07,0.52,0.39,0.46,Matches
276,277,Alban Lafont,fr FRA,GK,Nantes,24,1999,28,28,2496,27.7,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
277,278,Kenny Lala,mg MAD,DF,Brest,31,1991,33,33,2970,33.0,2,3,5,2,0,0,7,0,0.5,0.5,3.3,3.8,45,200,98,0.06,0.09,0.15,0.06,0.15,0.01,0.1,0.12,0.01,0.12,Matches
278,279,Mathis Lambourde,fr FRA,FW,Rennes,17,2006,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
279,280,Mohamed Lamine Bayo,gn GUI,FW,Le Havre,25,1998,22,16,1389,15.4,5,1,6,3,2,2,4,0,7.2,5.7,0.6,6.2,18,20,115,0.32,0.06,0.39,0.19,0.26,0.47,0.04,0.51,0.37,0.4,Matches
280,281,Didier Lamkel Zé,cm CMR,FWMF,Metz,26,1996,9,7,550,6.1,1,0,1,1,0,0,1,0,1.6,1.6,0.9,2.5,15,19,23,0.16,0.0,0.16,0.16,0.16,0.26,0.15,0.41,0.26,0.41,Matches
281,282,Julien Laporte,fr FRA,DF,Lorient,29,1993,23,20,1818,20.2,0,0,0,0,0,0,4,0,0.8,0.8,0.0,0.8,5,56,3,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches
282,283,Théo Le Bris,fr FRA,DFMF,Lorient,20,2002,26,15,1516,16.8,0,2,2,0,0,0,2,0,1.2,1.2,1.6,2.8,56,58,117,0.0,0.12,0.12,0.0,0.12,0.07,0.1,0.17,0.07,0.17,Matches
283,284,Julien Le Cardinal,fr FRA,DF,Brest,25,1997,12,5,473,5.3,0,0,0,0,0,0,3,0,0.3,0.3,0.1,0.4,3,24,4,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.08,0.05,0.08,Matches
284,285,Julien Le Cardinal,fr FRA,DF,Lens,25,1997,2,0,58,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
285,286,Jérémy Le Douaron,fr FRA,FW,Brest,25,1998,33,19,1618,18.0,4,0,4,4,0,0,3,0,6.2,6.2,1.0,7.2,48,21,130,0.22,0.0,0.22,0.22,0.22,0.34,0.06,0.4,0.34,0.4,Matches
286,287,Enzo Le Fée,fr FRA,MF,Rennes,23,2000,25,19,1527,17.0,0,1,1,0,0,0,3,0,0.5,0.5,1.8,2.3,45,124,58,0.0,0.06,0.06,0.0,0.06,0.03,0.11,0.14,0.03,0.14,Matches
287,288,Vincent Le Goff,fr FRA,DFMF,Lorient,33,1989,9,8,541,6.0,1,1,2,1,0,0,1,0,0.1,0.1,0.9,1.0,9,22,51,0.17,0.17,0.33,0.17,0.33,0.02,0.15,0.17,0.02,0.17,Matches
288,289,Adrien Lebeau,fr FRA,MFFW,Brest,24,1999,7,0,54,0.6,0,1,1,0,0,0,0,0,0.1,0.1,0.5,0.5,1,0,5,0.0,1.67,1.67,0.0,1.67,0.1,0.77,0.87,0.1,0.87,Matches
289,290,Jean-Louis Leca,fr FRA,GK,Lens,37,1985,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
