,_Rk,_Player,_Nation,_Pos,_Squad,_Age,_Born,PlayingTime_MP,PlayingTime_Min,PlayingTime_Mn/MP,PlayingTime_Min%,PlayingTime_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,TeamSuccess_PPM,TeamSuccess_onG,TeamSuccess_onGA,TeamSuccess_+/-,TeamSuccess_+/-90,TeamSuccess_On-Off,TeamSuccess(xG)_onxG,TeamSuccess(xG)_onxGA,TeamSuccess(xG)_xG+/-,TeamSuccess(xG)_xG+/-90,TeamSuccess(xG)_On-Off,Matches
53,54,Loïc Bade,fr FRA,DF,Nott'ham Forest,22,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
54,55,Benoît Badiashile,fr FRA,DF,Chelsea,21,2001,11,905.0,82.0,26.5,10.1,10,90.0,10,1,5.0,7,1.55,11.0,9.0,2.0,0.2,0.59,14.0,12.3,1.7,0.17,0.34,Matches
55,56,Leon Bailey,jm JAM,FWMF,Aston Villa,24,1997,33,1967.0,60.0,57.5,21.9,26,70.0,4,7,21.0,0,1.61,27.0,32.0,-5.0,-0.23,-0.85,30.7,35.5,-4.8,-0.22,-0.38,Matches
56,57,Stefan Bajcetic,es ESP,MF,Liverpool,17,2004,11,526.0,48.0,15.4,5.8,6,78.0,0,5,12.0,10,2.09,11.0,4.0,7.0,1.2,0.54,12.5,6.6,6.0,1.02,0.53,Matches
57,58,Dominic Ballard,eng ENG,FWMF,Southampton,17,2005,2,26.0,13.0,0.8,0.3,0,,0,2,13.0,0,0.5,0.0,0.0,0.0,0.0,0.98,0.1,1.2,-1.0,-3.63,-3.04,Matches
58,59,Kofi Balmer,nir NIR,DF,Crystal Palace,21,2000,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
59,60,Patrick Bamford,eng ENG,FW,Leeds United,28,1993,28,1515.0,54.0,44.3,16.8,18,70.0,2,10,26.0,0,0.82,23.0,31.0,-8.0,-0.48,0.56,21.9,28.0,-6.1,-0.36,0.28,Matches
60,61,Mauro Bandeira,pt POR,MF,Arsenal,18,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
61,62,Shandon Baptiste,gd GRN,MF,Brentford,24,1998,23,618.0,27.0,18.1,6.9,4,68.0,0,19,18.0,5,1.35,12.0,6.0,6.0,0.87,0.68,9.8,8.1,1.7,0.25,0.09,Matches
62,63,Harvey Barnes,eng ENG,FWMF,Leicester City,24,1997,34,2711.0,80.0,79.3,30.1,32,83.0,21,2,27.0,0,0.88,41.0,51.0,-10.0,-0.33,0.56,39.4,50.8,-11.4,-0.38,-0.21,Matches
63,64,Gavin Bazunu,ie IRL,GK,Southampton,20,2002,32,2880.0,90.0,84.2,32.0,32,90.0,32,0,,6,0.75,27.0,56.0,-29.0,-0.91,0.43,30.5,46.1,-15.6,-0.49,0.8,Matches
64,65,Mads Bech Sørensen,dk DEN,DFMF,Brentford,23,1999,4,21.0,5.0,0.6,0.2,0,,0,4,5.0,3,2.0,1.0,0.0,1.0,4.29,3.99,0.3,0.3,0.0,0.15,-0.02,Matches
65,66,Jan Bednarek,pl POL,DF,Southampton,26,1996,20,1672.0,84.0,48.9,18.6,20,84.0,17,0,,3,0.55,16.0,39.0,-23.0,-1.24,-0.52,16.9,35.0,-18.2,-0.98,-0.71,Matches
66,67,Jan Bednarek,pl POL,DF,Aston Villa,26,1996,3,100.0,33.0,2.9,1.1,1,45.0,0,2,28.0,10,1.33,0.0,1.0,-1.0,-0.9,-1.06,2.5,1.1,1.3,1.19,1.28,Matches
67,68,Donny van de Beek,nl NED,MF,Manchester Utd,25,1997,7,167.0,24.0,4.9,1.9,2,55.0,0,5,12.0,4,1.71,3.0,3.0,0.0,0.0,-0.42,2.4,1.5,0.9,0.46,0.0,Matches
68,69,Asmir Begović,ba BIH,GK,Everton,35,1987,1,90.0,90.0,2.6,1.0,1,90.0,1,0,,37,3.0,1.0,0.0,1.0,1.0,1.65,0.4,1.0,-0.7,-0.67,-0.14,Matches
69,70,Armel Bella Kotchap,de GER,DF,Southampton,20,2001,24,1879.0,78.0,54.9,20.9,24,78.0,18,0,,2,0.71,18.0,39.0,-21.0,-1.01,-0.07,20.1,35.2,-15.1,-0.73,-0.25,Matches
70,71,Rhys Bennett,eng ENG,DF,Manchester Utd,18,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
71,72,Saïd Benrahma,dz ALG,FWMF,West Ham,26,1995,35,2069.0,59.0,60.5,23.0,22,77.0,8,13,28.0,3,0.89,25.0,32.0,-7.0,-0.3,0.1,32.3,32.7,-0.5,-0.02,0.2,Matches
72,73,Rodrigo Bentancur,uy URU,MF,Tottenham,25,1997,18,1500.0,83.0,43.9,16.7,17,86.0,10,1,33.0,0,1.89,33.0,24.0,9.0,0.54,0.63,26.4,19.6,6.8,0.41,0.38,Matches
73,74,Daniel Bentley,eng ENG,GK,Wolves,29,1993,2,180.0,90.0,5.3,2.0,2,90.0,2,0,,16,0.5,1.0,3.0,-2.0,-1.0,-0.31,1.9,5.1,-3.2,-1.62,-1.07,Matches
74,75,Victor Bernth Kristiansen,dk DEN,DF,Leicester City,19,2002,12,892.0,74.0,26.1,9.9,11,81.0,7,1,3.0,2,0.92,14.0,21.0,-7.0,-0.71,-0.35,13.7,17.2,-3.5,-0.35,-0.02,Matches
75,76,Marcus Bettinelli,eng ENG,GK,Chelsea,30,1992,0,,,,,0,,0,0,,17,,,,,,,,,,,,Matches
76,77,Owen Bevan,wls WAL,DF,Bournemouth,18,2003,1,9.0,9.0,0.3,0.1,0,,0,1,9.0,0,0.0,0.0,1.0,-1.0,-10.0,-9.13,0.0,0.3,-0.3,-2.78,-2.12,Matches
77,78,Giulian Biancone,fr FRA,DF,Nott'ham Forest,22,2000,2,17.0,9.0,0.5,0.2,0,,0,2,9.0,8,0.5,0.0,1.0,-1.0,-5.29,-4.53,0.3,0.5,-0.3,-1.38,-0.73,Matches
78,79,Philip Billing,dk DEN,MFFW,Bournemouth,26,1996,36,2764.0,77.0,80.8,30.7,34,79.0,11,2,36.0,0,1.06,32.0,54.0,-22.0,-0.72,0.93,31.4,48.8,-17.4,-0.57,0.52,Matches
79,80,Nathan Bishop,eng ENG,GK,Manchester Utd,22,1999,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
80,81,Yves Bissouma,ml MLI,MF,Tottenham,25,1996,23,1010.0,44.0,29.5,11.2,10,81.0,4,13,15.0,2,1.57,20.0,20.0,0.0,0.0,-0.26,15.5,13.8,1.7,0.15,-0.06,Matches
81,82,Lamare Bogarde,nl NED,DFMF,Aston Villa,18,2004,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
82,83,Willy Boly,ci CIV,DF,Wolves,31,1991,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
83,84,Willy Boly,ci CIV,DF,Nott'ham Forest,31,1991,11,685.0,62.0,20.0,7.6,9,74.0,5,2,11.0,9,1.64,6.0,10.0,-4.0,-0.53,0.33,6.8,10.2,-3.5,-0.46,0.25,Matches
84,85,Sven Botman,nl NED,DF,Newcastle Utd,22,2000,36,3127.0,87.0,91.4,34.7,35,89.0,33,1,1.0,2,1.94,64.0,30.0,34.0,0.98,0.67,66.7,37.0,29.6,0.85,0.02,Matches
85,86,Jarrod Bowen,eng ENG,FWMF,West Ham,25,1996,38,3233.0,85.0,94.5,35.9,36,89.0,30,2,19.0,0,1.05,40.0,50.0,-10.0,-0.28,1.17,46.7,47.9,-1.2,-0.03,1.24,Matches
86,87,Sammy Braybrooke,eng ENG,MF,Leicester City,18,2004,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
87,88,James Bree,eng ENG,DF,Southampton,24,1997,5,367.0,73.0,10.7,4.1,4,84.0,2,1,32.0,1,0.2,6.0,12.0,-6.0,-1.47,-0.56,4.0,9.4,-5.4,-1.32,-0.8,Matches
88,89,Armando Broja,al ALB,FW,Chelsea,20,2001,12,294.0,25.0,8.6,3.3,2,67.0,0,10,16.0,1,1.5,5.0,5.0,0.0,0.0,0.26,2.8,4.4,-1.6,-0.49,-0.45,Matches
89,90,David Brooks,wls WAL,FWMF,Bournemouth,25,1997,6,173.0,29.0,5.1,1.9,2,55.0,0,4,16.0,5,0.0,0.0,4.0,-4.0,-2.08,-1.25,1.0,4.5,-3.5,-1.83,-1.23,Matches
90,91,Lewis Brunt,eng ENG,DF,Leicester City,21,2000,1,23.0,23.0,0.7,0.3,0,,0,1,23.0,6,0.0,0.0,1.0,-1.0,-3.91,-3.49,0.0,0.8,-0.8,-3.31,-3.0,Matches
91,92,Emi Buendía,ar ARG,MFFW,Aston Villa,25,1996,38,2412.0,63.0,70.5,26.8,27,79.0,8,11,26.0,0,1.61,40.0,34.0,6.0,0.22,0.31,36.9,37.2,-0.3,-0.01,0.16,Matches
92,93,Hugo Bueno,es ESP,DF,Wolves,19,2002,21,1310.0,62.0,38.3,14.6,16,75.0,7,5,21.0,9,1.05,12.0,29.0,-17.0,-1.17,-0.74,13.3,23.0,-9.7,-0.67,-0.1,Matches
93,94,Facundo Buonanotte,ar ARG,FWMF,Brighton,17,2004,13,565.0,43.0,16.5,6.3,6,69.0,1,7,22.0,6,1.54,11.0,12.0,-1.0,-0.16,-0.79,11.6,11.9,-0.3,-0.05,-0.79,Matches
94,95,Dan Burn,eng ENG,DF,Newcastle Utd,30,1992,38,3111.0,82.0,91.0,34.6,35,87.0,27,3,17.0,0,1.87,64.0,30.0,34.0,0.98,0.69,66.0,35.1,30.9,0.89,0.48,Matches
95,96,Jack Butland,eng ENG,GK,Manchester Utd,29,1993,0,,,,,0,,0,0,,12,,,,,,,,,,,,Matches
96,97,Jack Butland,eng ENG,GK,Crystal Palace,29,1993,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
97,98,Nathan Butler-Oyedeji,eng ENG,FW,Arsenal,19,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
98,99,Willy Caballero,ar ARG,GK,Southampton,40,1981,0,,,,,0,,0,0,,11,,,,,,,,,,,,Matches
99,100,Cafú,pt POR,MF,Nott'ham Forest,29,1993,1,7.0,7.0,0.2,0.1,0,,0,1,7.0,1,3.0,0.0,0.0,0.0,0.0,0.79,0.0,0.2,-0.2,-2.58,-1.93,Matches
100,101,Moisés Caicedo,ec ECU,MF,Brighton,20,2001,37,3139.0,85.0,91.8,34.9,34,89.0,30,3,35.0,0,1.68,62.0,47.0,15.0,0.43,-0.85,65.3,44.9,20.4,0.59,-0.28,Matches
101,102,Tom Cairney,sct SCO,MF,Fulham,31,1991,33,988.0,30.0,28.9,11.0,6,78.0,0,27,19.0,0,1.36,18.0,13.0,5.0,0.46,0.57,16.0,20.1,-4.1,-0.38,0.12,Matches
102,103,Duje Ćaleta-Car,hr CRO,DF,Southampton,25,1996,13,946.0,73.0,27.7,10.5,9,86.0,7,4,44.0,13,0.69,8.0,15.0,-7.0,-0.67,0.43,9.2,14.7,-5.6,-0.53,0.11,Matches
103,104,Dominic Calvert-Lewin,eng ENG,FW,Everton,25,1997,17,1165.0,69.0,34.1,12.9,15,75.0,4,2,20.0,0,0.82,12.0,22.0,-10.0,-0.77,-0.25,16.2,22.7,-6.4,-0.49,0.06,Matches
104,105,Chem Campbell,wls WAL,FWMF,Wolves,19,2002,5,74.0,15.0,2.2,0.8,0,,0,5,15.0,9,0.0,0.0,2.0,-2.0,-2.43,-1.76,0.2,1.0,-0.8,-1.01,-0.42,Matches
105,106,João Cancelo,pt POR,DF,Manchester City,28,1994,17,1274.0,75.0,37.3,14.2,16,78.0,10,1,23.0,3,2.24,36.0,15.0,21.0,1.48,-0.19,24.7,11.4,13.4,0.94,-0.45,Matches
106,107,Thomas Cannon,ie IRL,FW,Everton,19,2002,2,25.0,13.0,0.7,0.3,0,,0,2,13.0,0,0.0,0.0,1.0,-1.0,-3.6,-3.02,0.8,0.4,0.4,1.28,1.83,Matches
107,108,Sergi Canós,es ESP,FWDF,Brentford,25,1997,5,77.0,15.0,2.3,0.9,0,,0,5,15.0,7,1.6,0.0,2.0,-2.0,-2.34,-2.71,0.8,1.7,-1.0,-1.13,-1.34,Matches
108,109,Diego Carlos,br BRA,DF,Aston Villa,29,1993,3,205.0,68.0,6.0,2.3,2,90.0,1,1,26.0,11,1.0,2.0,3.0,-1.0,-0.44,-0.61,3.6,1.9,1.7,0.74,0.85,Matches
109,110,Scott Carson,eng ENG,GK,Manchester City,36,1985,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
110,111,Fabio Carvalho,pt POR,MFFW,Liverpool,19,2002,13,347.0,27.0,10.1,3.9,4,52.0,0,9,16.0,18,1.69,10.0,3.0,7.0,1.82,1.2,7.2,4.9,2.3,0.6,0.03,Matches
111,112,Casemiro,br BRA,MF,Manchester Utd,30,1992,28,2124.0,76.0,62.1,23.6,24,85.0,18,4,22.0,0,2.11,37.0,21.0,16.0,0.68,0.75,45.6,26.0,19.7,0.83,1.0,Matches
112,113,Kaelan Casey,eng ENG,DF,West Ham,17,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
113,114,Matty Cash,pl POL,DF,Aston Villa,24,1997,26,1820.0,70.0,53.2,20.2,20,85.0,15,6,21.0,1,1.46,28.0,29.0,-1.0,-0.05,-0.39,28.7,27.4,1.3,0.06,0.26,Matches
114,115,Timothy Castagne,be BEL,DF,Leicester City,26,1995,37,3254.0,88.0,95.1,36.2,36,89.0,33,1,45.0,1,0.92,49.0,63.0,-14.0,-0.39,1.24,48.4,60.0,-11.6,-0.32,0.3,Matches
115,116,Jonny Castro,es ESP,DF,Wolves,28,1994,18,1261.0,70.0,36.9,14.0,14,84.0,9,4,22.0,8,1.0,8.0,20.0,-12.0,-0.86,-0.23,16.0,17.2,-1.1,-0.08,0.83,Matches
116,117,Nathaniel Chalobah,eng ENG,MF,Fulham,27,1994,4,12.0,3.0,0.4,0.1,1,7.0,0,3,2.0,10,1.5,0.0,0.0,0.0,0.0,-0.05,0.1,0.4,-0.3,-1.94,-1.49,Matches
117,118,Trevoh Chalobah,eng ENG,DF,Chelsea,23,1999,25,1608.0,64.0,47.0,17.9,18,86.0,15,7,8.0,10,1.2,20.0,24.0,-4.0,-0.22,0.02,23.1,31.6,-8.5,-0.48,-0.75,Matches
118,119,Calum Chambers,eng ENG,DFMF,Aston Villa,27,1995,14,353.0,25.0,10.3,3.9,2,90.0,2,12,14.0,22,2.07,4.0,4.0,0.0,0.0,-0.15,3.5,5.6,-2.1,-0.53,-0.53,Matches
119,120,Luke Chambers,eng ENG,DF,Liverpool,18,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
120,121,Shea Charles,nir NIR,DF,Manchester City,18,2003,1,28.0,28.0,0.8,0.3,0,,0,1,28.0,1,0.0,0.0,1.0,-1.0,-3.21,-4.86,0.8,0.7,0.1,0.38,-0.85,Matches
121,122,Jeremiah Chilokoa-Mullen,sct SCO,DF,Leeds United,18,2004,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
122,123,Ben Chilwell,eng ENG,DFMF,Chelsea,25,1996,23,1408.0,61.0,41.2,15.6,15,85.0,10,8,17.0,2,1.26,16.0,19.0,-3.0,-0.19,0.08,20.2,18.4,1.7,0.11,0.32,Matches
123,124,Ryan Christie,sct SCO,MFFW,Bournemouth,27,1995,32,1834.0,57.0,53.6,20.4,22,74.0,5,10,20.0,6,1.09,19.0,35.0,-16.0,-0.79,0.24,21.1,30.7,-9.6,-0.47,0.42,Matches
124,125,Carney Chukwuemeka,eng ENG,MFFW,Chelsea,18,2003,14,354.0,25.0,10.4,3.9,2,72.0,0,12,18.0,7,1.29,2.0,7.0,-5.0,-1.27,-1.15,6.0,8.2,-2.2,-0.55,-0.53,Matches
