,_Rk,_Player,_Nation,_Pos,_Squad,_Age,_Born,_90s,SCA_SCA,SCA_SCA90,SCATypes_PassLive,SCATypes_PassDead,SCATypes_TO,SCATypes_Sh,SCATypes_Fld,SCATypes_Def,GCA_GCA,GCA_GCA90,GCATypes_PassLive,GCATypes_PassDead,GCATypes_TO,GCATypes_Sh,GCATypes_Fld,GCATypes_Def,Matches
32,33,Marco Asensio,es ESP,MFFW,Paris S-G,27,1996,12.4,52,4.21,38,10,1,1,1,1,7,0.57,5,1,0,1,0,0,Matches
33,34,Joel Asoro,se SWE,FWMF,Metz,24,1999,9.4,21,2.23,11,2,2,1,5,0,3,0.32,1,0,1,0,1,0,Matches
34,35,Lorenz Assignon,tg TOG,DF,Rennes,23,2000,11.2,38,3.38,27,3,4,0,2,2,6,0.53,3,0,2,0,1,0,Matches
35,36,Youcef Atal,dz ALG,DF,Nice,27,1996,4.0,12,3.01,9,0,1,1,1,0,1,0.25,1,0,0,0,0,0,Matches
36,37,Valentin Atangana Edoa,fr FRA,MF,Reims,17,2005,6.2,6,0.97,2,0,0,2,1,1,0,0.0,0,0,0,0,0,0,Matches
37,38,Arthur Atta,fr FRA,MFFW,Metz,20,2003,10.3,19,1.85,15,0,2,2,0,0,3,0.29,1,0,0,2,0,0,Matches
38,39,Pierre-Emerick Aubameyang,ga GAB,FW,Marseille,34,1989,29.1,75,2.57,45,0,6,18,5,1,14,0.48,8,0,1,5,0,0,Matches
39,40,André Ayew,gh GHA,FW,Le Havre,33,1989,12.3,27,2.2,18,0,5,2,0,2,1,0.08,1,0,0,0,0,0,Matches
40,41,Neil El Aynaoui,fr FRA,MF,Lens,22,2001,17.4,25,1.44,20,0,0,1,3,1,3,0.17,2,0,0,0,1,0,Matches
41,42,Abdellah Baallal,ma MAR,MF,Clermont Foot,18,2004,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
42,43,Shavy Babicka,ga GAB,FWMF,Toulouse,23,2000,4.1,9,2.17,7,0,0,2,0,0,2,0.48,2,0,0,0,0,0,Matches
43,44,Aliou Badara Baldé,gn GUI,FWDF,Nice,20,2002,0.8,5,6.25,2,0,2,0,1,0,0,0.0,0,0,0,0,0,0,Matches
44,45,Tiemoué Bakayoko,fr FRA,MF,Lorient,28,1994,14.6,13,0.89,10,1,0,1,0,1,3,0.21,2,0,0,1,0,0,Matches
45,46,Dilane Bakwa,fr FRA,FWMF,Strasbourg,20,2002,24.2,107,4.42,54,27,13,5,7,1,10,0.41,4,4,1,1,0,0,Matches
46,47,Carlos Baleba,cm CMR,MF,Lille,19,2004,0.7,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
47,48,Leonardo Balerdi,ar ARG,DF,Marseille,24,1999,25.2,27,1.07,24,1,1,0,1,0,3,0.12,2,0,0,0,1,0,Matches
48,49,Folarin Balogun,us USA,FW,Monaco,22,2001,18.8,61,3.24,40,0,6,10,5,0,8,0.43,4,0,2,1,1,0,Matches
49,50,Mohamed Bamba,ci CIV,FW,Lorient,21,2001,12.6,32,2.53,24,0,3,2,2,1,3,0.24,3,0,0,0,0,0,Matches
50,51,Mamady Bangré,bf BFA,FWMF,Toulouse,22,2001,1.1,7,6.24,6,0,1,0,0,0,1,0.89,1,0,0,0,0,0,Matches
51,52,Bradley Barcola,fr FRA,FW,Lyon,20,2002,3.0,5,1.67,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
52,53,Bradley Barcola,fr FRA,FWMF,Paris S-G,20,2002,15.2,70,4.6,54,0,13,1,1,1,12,0.79,10,0,1,0,0,1,Matches
53,54,Melvin Bard,fr FRA,DF,Nice,22,2000,29.5,51,1.73,39,4,1,2,1,4,3,0.1,3,0,0,0,0,0,Matches
54,55,Steven Baseya,fr FRA,DF,Strasbourg,18,2005,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
55,56,Mohamed Bechikh,fr FRA,FWMF,Strasbourg,18,2005,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
56,57,Yanis Begraoui,ma MAR,FWMF,Toulouse,22,2001,3.3,7,2.11,3,0,0,0,3,1,1,0.3,1,0,0,0,0,0,Matches
57,58,Jérémie Bela,ao ANG,MFFW,Clermont Foot,30,1993,2.3,7,3.07,6,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
58,59,Reda Belahyane,fr FRA,MF,Nice,19,2004,0.3,2,6.67,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
59,60,Alaa Bellaarouch,ma MAR,GK,Strasbourg,21,2002,15.0,1,0.07,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
60,61,Jean-Ricner Bellegarde,fr FRA,MFFW,Strasbourg,25,1998,3.0,6,2.01,4,0,2,0,0,0,3,1.0,2,0,1,0,0,0,Matches
61,62,Jeanuël Belocian,fr FRA,DF,Rennes,18,2005,16.1,15,0.93,11,2,0,2,0,0,1,0.06,1,0,0,0,0,0,Matches
62,63,Eliesse Ben Seghir,ma MAR,MFFW,Monaco,18,2005,4.8,20,4.21,12,0,2,1,5,0,5,1.05,2,0,1,0,2,0,Matches
63,64,Wissam Ben Yedder,fr FRA,FW,Monaco,32,1990,25.7,74,2.88,62,0,3,7,1,1,8,0.31,8,0,0,0,0,0,Matches
64,65,Saïd Benrahma,dz ALG,FWMF,Lyon,27,1995,8.6,38,4.44,26,6,2,2,1,1,4,0.47,4,0,0,0,0,0,Matches
65,66,Nabil Bentaleb,dz ALG,MF,Lille,28,1994,21.9,38,1.74,34,2,0,0,1,1,5,0.23,5,0,0,0,0,0,Matches
66,67,Lucas Beraldo,br BRA,DF,Paris S-G,19,2003,11.2,14,1.25,13,1,0,0,0,0,1,0.09,1,0,0,0,0,0,Matches
67,68,Dimitry Bertaud,cd COD,GK,Montpellier,25,1998,4.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
68,69,Marco Bizot,nl NED,GK,Brest,32,1991,32.0,5,0.16,4,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
69,70,Rubén Blanco,es ESP,GK,Marseille,28,1995,1.3,1,0.74,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
70,71,Ludovic Blas,fr FRA,FWMF,Rennes,25,1997,17.4,45,2.59,28,5,6,5,1,0,6,0.35,3,0,0,2,1,0,Matches
71,72,Myron Boadu,nl NED,FW,Monaco,22,2001,0.9,1,1.06,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches
72,73,Jeremie Boga,ci CIV,FW,Nice,26,1997,22.2,80,3.6,43,16,14,6,1,0,11,0.5,6,2,3,0,0,0,Matches
73,74,Adama Bojang,gm GAM,FW,Reims,19,2004,0.9,2,2.17,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
74,75,Ângelo Borges,br BRA,FWMF,Strasbourg,18,2004,12.2,54,4.45,43,2,5,1,2,1,6,0.49,5,0,0,0,1,0,Matches
75,76,Neto Borges,br BRA,DF,Clermont Foot,26,1996,28.0,50,1.79,37,5,2,2,3,1,3,0.11,1,0,0,0,2,0,Matches
76,77,Saïmon Bouabré,fr FRA,MF,Monaco,17,2006,0.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
77,78,Ayyoub Bouaddi,fr FRA,MF,Lille,15,2007,1.5,2,1.37,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
78,79,Badredine Bouanani,dz ALG,FW,Nice,18,2004,1.8,10,5.59,10,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
79,80,Badredine Bouanani,dz ALG,MF,Lorient,18,2004,4.9,24,4.89,16,5,1,0,2,0,2,0.41,2,0,0,0,0,0,Matches
80,81,Mohamed Bouchenna,fr FRA,MFFW,Clermont Foot,17,2006,0.3,2,6.21,0,0,2,0,0,0,0,0.0,0,0,0,0,0,0,Matches
81,82,Hicham Boudaoui,dz ALG,MF,Nice,23,1999,17.9,47,2.62,35,2,2,5,3,0,3,0.17,3,0,0,0,0,0,Matches
82,83,Benjamin Bourigeaud,fr FRA,MFFW,Rennes,29,1994,26.9,113,4.19,70,34,2,7,0,0,14,0.52,11,1,0,2,0,0,Matches
83,84,Bilal Boutobba,fr FRA,FWMF,Clermont Foot,24,1998,10.3,34,3.3,21,2,4,3,3,1,1,0.1,1,0,0,0,0,0,Matches
84,85,Hugo Boutsingkham,fr FRA,MFFW,Nantes,20,2003,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
85,86,Bilal Brahimi,dz ALG,FW,Nice,23,2000,0.1,1,8.18,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
86,87,Bilal Brahimi,dz ALG,FWMF,Brest,23,2000,2.5,13,5.29,11,0,0,2,0,0,0,0.0,0,0,0,0,0,0,Matches
87,88,Lilian Brassier,fr FRA,DF,Brest,23,1999,29.7,18,0.61,14,0,1,0,1,2,2,0.07,1,0,0,0,1,0,Matches
88,89,Maxime Busi,be BEL,FWDF,Reims,23,1999,1.8,6,3.33,4,0,1,0,0,1,0,0.0,0,0,0,0,0,0,Matches
89,90,Marcin Bułka,pl POL,GK,Nice,23,1999,34.0,3,0.09,2,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
90,91,Rémy Cabella,fr FRA,FWMF,Lille,33,1990,16.4,76,4.64,47,16,2,5,2,4,10,0.61,4,2,0,2,1,1,Matches
91,92,Duje Ćaleta-Car,hr CRO,DF,Lyon,26,1996,22.1,12,0.54,10,0,0,1,0,1,0,0.0,0,0,0,0,0,0,Matches
92,93,Lamine Camara,sn SEN,MF,Metz,19,2004,25.1,70,2.8,32,26,3,4,2,3,11,0.44,6,3,1,0,0,1,Matches
93,94,Mahdi Camara,fr FRA,MF,Brest,25,1998,22.4,73,3.25,50,0,2,7,10,4,7,0.31,4,0,0,1,2,0,Matches
94,95,Mohamed Camara,ml MLI,MF,Monaco,23,2000,11.5,41,3.57,37,0,1,1,1,1,7,0.61,7,0,0,0,0,0,Matches
95,96,Axel Camblan,fr FRA,FW,Brest,19,2003,1.0,2,2.02,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
96,97,Fali Candé,gw GNB,DF,Metz,25,1998,20.5,17,0.83,10,1,2,2,1,1,3,0.15,1,0,0,1,1,0,Matches
97,98,Gino Caoki,fr FRA,MF,Lorient,19,2004,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
98,99,Maxence Caqueret,fr FRA,MF,Lyon,23,2000,33.6,113,3.37,85,16,4,3,2,3,7,0.21,5,0,1,1,0,0,Matches
99,100,Igor Carioca,br BRA,DFMF,Lorient,26,1996,2.9,7,2.4,6,1,0,0,0,0,1,0.34,1,0,0,0,0,0,Matches
100,101,Antonin Cartillier,fr FRA,DF,Monaco,19,2004,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
101,102,Josué Casimir,fr FRA,FWDF,Le Havre,21,2001,22.4,52,2.32,42,0,4,2,4,0,7,0.31,5,0,1,0,1,0,Matches
102,103,Cristian Cásseres Jr.,ve VEN,MF,Toulouse,23,2000,21.6,37,1.71,26,5,1,2,0,3,4,0.18,4,0,0,0,0,0,Matches
103,104,Jean-Charles Castelletto,cm CMR,DF,Nantes,28,1995,27.4,25,0.91,23,0,1,0,1,0,1,0.04,1,0,0,0,0,0,Matches
104,105,Maximiliano Caufriez,be BEL,DF,Clermont Foot,26,1997,18.4,14,0.76,13,1,0,0,0,0,2,0.11,2,0,0,0,0,0,Matches
105,106,Ivan Cavaleiro,pt POR,FW,Lille,29,1993,8.6,18,2.1,12,3,1,1,1,0,1,0.12,1,0,0,0,0,0,Matches
106,107,Fabien Centonze,fr FRA,DF,Nantes,27,1996,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
107,108,Fares Chaïbi,dz ALG,FWMF,Toulouse,20,2002,0.6,3,4.66,2,1,0,0,0,0,1,1.55,0,1,0,0,0,0,Matches
108,109,Muhammed Cham,at AUT,MFFW,Clermont Foot,22,2000,28.4,119,4.2,71,27,3,8,10,0,9,0.32,4,3,0,2,0,0,Matches
109,110,Brendan Chardonnet,fr FRA,DF,Brest,28,1994,33.0,28,0.85,24,1,0,2,1,0,4,0.12,2,0,0,1,1,0,Matches
110,111,Jhoanner Chávez,ec ECU,DF,Lens,21,2002,5.3,9,1.68,8,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
111,112,Rayan Cherki,fr FRA,MFFW,Lyon,19,2003,19.1,106,5.55,52,23,21,7,2,1,14,0.73,9,2,1,2,0,0,Matches
112,113,Lucas Chevalier,fr FRA,GK,Lille,21,2001,33.0,5,0.15,5,0,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches
113,114,Pedro Chirivella,es ESP,MF,Nantes,26,1997,28.8,69,2.39,61,3,0,3,0,2,4,0.14,4,0,0,0,0,0,Matches
114,115,Joris Chotard,fr FRA,MF,Montpellier,21,2001,28.7,46,1.6,38,2,0,2,2,2,4,0.14,4,0,0,0,0,0,Matches
115,116,Djaoui Cissé,fr FRA,MF,Rennes,19,2004,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
116,117,Ibrahim Cissoko,nl NED,FWMF,Toulouse,20,2003,2.7,15,5.58,9,0,5,0,0,1,1,0.37,1,0,0,0,0,0,Matches
117,118,Alexis Claude-Maurice,fr FRA,MF,Nice,25,1998,5.6,14,2.5,9,3,0,1,1,0,0,0.0,0,0,0,0,0,0,Matches
118,119,Jonathan Clauss,fr FRA,DF,Marseille,30,1992,23.0,76,3.31,53,16,1,3,2,1,5,0.22,4,1,0,0,0,0,Matches
119,120,Marcus Coco,fr FRA,DFFW,Nantes,27,1996,16.5,30,1.82,26,0,1,1,2,0,2,0.12,1,0,0,1,0,0,Matches
120,121,Maxime Colin,fr FRA,DF,Metz,31,1991,20.4,24,1.18,16,4,1,1,1,1,1,0.05,0,0,0,0,1,0,Matches
121,122,Eray Cömert,ch SUI,DF,Nantes,25,1998,22.2,16,0.72,11,0,0,2,1,2,1,0.05,0,0,0,1,0,0,Matches
122,123,Alois Confais,fr FRA,MFFW,Le Havre,26,1996,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
123,124,Joaquín Correa,ar ARG,FWMF,Marseille,28,1994,4.8,12,2.51,9,0,2,0,1,0,1,0.21,1,0,0,0,0,0,Matches
124,125,Oscar Cortés,co COL,FWMF,Lens,19,2003,0.5,1,2.05,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
125,126,David Pereira da Costa,pt POR,MF,Lens,22,2001,16.6,55,3.32,30,12,5,4,4,0,6,0.36,4,0,0,1,1,0,Matches
126,127,Logan Costa,cv CPV,DF,Toulouse,22,2001,29.4,21,0.71,21,0,0,0,0,0,2,0.07,2,0,0,0,0,0,Matches
127,128,Grégoire Coudert,fr FRA,GK,Brest,24,1999,2.0,1,0.5,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
128,129,Mamadou Coulibaly,fr FRA,MF,Monaco,19,2004,1.3,5,3.81,4,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
129,130,Tanguy Coulibaly,fr FRA,FWMF,Montpellier,22,2001,6.9,20,2.89,13,0,3,2,2,0,3,0.43,1,0,0,1,1,0,Matches
130,131,Nicolas Cozza,fr FRA,DF,Nantes,24,1999,9.9,15,1.51,9,0,1,0,5,0,0,0.0,0,0,0,0,0,0,Matches
131,132,Trévis Dago,ci CIV,FWMF,Lille,18,2005,0.3,2,7.83,1,0,1,0,0,0,2,7.83,1,0,1,0,0,0,Matches
132,133,Thijs Dallinga,nl NED,FW,Toulouse,22,2000,27.9,49,1.76,33,0,4,8,2,2,9,0.32,6,0,0,2,1,0,Matches
133,134,Kevin Danso,at AUT,DF,Lens,24,1998,29.5,32,1.08,27,0,0,3,1,1,3,0.1,3,0,0,0,0,0,Matches
134,135,Dante,br BRA,DF,Nice,39,1983,31.6,51,1.61,49,0,0,2,0,0,6,0.19,6,0,0,0,0,0,Matches
135,136,Raimane Daou,km COM,DFMF,Marseille,18,2004,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
136,137,Mohammed Daramy,dk DEN,FWMF,Reims,21,2002,18.3,59,3.22,43,0,9,3,4,0,8,0.44,7,0,1,0,0,0,Matches
137,138,Achraf Dari,ma MAR,DFFW,Brest,24,1999,1.3,1,0.74,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
138,139,Jonathan David,ca CAN,FW,Lille,23,2000,29.2,77,2.64,58,1,3,9,6,0,9,0.31,3,0,1,3,2,0,Matches
139,140,Thibault De Smet,be BEL,DF,Reims,25,1998,20.3,23,1.13,18,1,2,1,1,0,1,0.05,0,0,0,0,1,0,Matches
140,141,Romain Del Castillo,fr FRA,FW,Brest,27,1996,27.7,166,5.98,101,38,9,4,12,2,14,0.5,9,4,0,1,0,0,Matches
141,142,Thomas Delaine,fr FRA,DFMF,Strasbourg,31,1992,22.7,49,2.16,34,8,4,1,2,0,6,0.26,1,2,1,0,2,0,Matches
142,143,Sacha Delaye,fr FRA,MFFW,Montpellier,21,2002,1.4,6,4.15,5,0,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
143,144,Karamoko Dembele,sct SCO,MFFW,Brest,20,2003,0.2,1,5.29,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
144,145,Ousmane Dembélé,fr FRA,MFFW,Paris S-G,26,1997,16.7,118,7.05,86,9,12,6,3,2,19,1.14,16,0,1,1,1,0,Matches
145,146,Jessy Deminguet,fr FRA,MFFW,Strasbourg,25,1998,7.7,8,1.04,7,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches
146,147,Rémy Descamps,fr FRA,GK,Nantes,27,1996,6.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
147,148,Mikkel Desler,dk DEN,DF,Toulouse,28,1995,17.2,29,1.69,18,2,1,5,2,1,2,0.12,1,0,0,1,0,0,Matches
148,149,Arthur Desmas,fr FRA,GK,Le Havre,29,1994,33.0,4,0.12,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
149,150,Lamine Diack,sn SEN,MF,Nantes,22,2000,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
150,151,Mamadou Diakhon,fr FRA,FWMF,Reims,17,2005,2.3,4,1.72,1,0,1,0,2,0,0,0.0,0,0,0,0,0,0,Matches
151,152,Bafodé Diakité,fr FRA,DF,Lille,22,2001,18.8,22,1.17,18,1,0,1,1,1,2,0.11,1,0,0,1,0,0,Matches
152,153,Ibrahim Diakité,gn GUI,DF,Reims,19,2003,1.2,4,3.27,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
153,154,Oumar Diakité,ci CIV,FW,Reims,19,2003,17.6,41,2.33,26,0,9,1,3,2,5,0.28,3,0,1,0,0,1,Matches
154,155,Habib Diarra,sn SEN,MFFW,Strasbourg,19,2004,25.6,51,1.99,38,0,5,1,4,3,4,0.16,2,0,1,0,1,0,Matches
155,156,Moussa Diarra,ml MLI,DF,Toulouse,22,2000,15.5,21,1.35,17,1,0,1,2,0,6,0.39,4,0,0,0,2,0,Matches
156,157,Krépin Diatta,sn SEN,DFFW,Monaco,24,1999,13.4,41,3.06,34,4,2,0,1,0,8,0.6,7,0,1,0,0,0,Matches
157,158,Mory Diaw,sn SEN,GK,Clermont Foot,30,1993,30.0,7,0.23,6,1,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches
158,159,Mahamadou Diawara,fr FRA,MF,Lyon,18,2005,4.0,9,2.26,6,0,0,1,2,0,1,0.25,0,0,0,1,0,0,Matches
159,160,Bamba Dieng,sn SEN,FW,Lorient,23,2000,6.1,19,3.11,9,0,1,3,6,0,4,0.65,2,0,0,2,0,0,Matches
160,161,Guillaume Dietsch,fr FRA,GK,Metz,22,2001,0.8,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
161,162,Sinaly Diomande,ci CIV,DF,Lyon,22,2001,9.9,6,0.61,5,0,0,1,0,0,1,0.1,1,0,0,0,0,0,Matches
162,163,Edan Diop,fr FRA,MFDF,Monaco,18,2004,1.8,1,0.55,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
163,164,Sofiane Diop,fr FRA,FW,Nice,23,2000,5.5,17,3.07,14,0,1,1,1,0,0,0.0,0,0,0,0,0,0,Matches
164,165,Andy Diouf,fr FRA,MF,Lens,20,2003,14.6,51,3.49,31,10,5,2,2,1,2,0.14,2,0,0,0,0,0,Matches
165,166,Yehvann Diouf,fr FRA,GK,Reims,23,1999,34.0,4,0.12,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
166,167,Chaim El Djebali,tn TUN,MF,Lyon,19,2004,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
167,168,Jeremy Doku,be BEL,FW,Rennes,21,2002,1.2,9,7.23,5,0,2,2,0,0,0,0.0,0,0,0,0,0,0,Matches
168,169,Gianluigi Donnarumma,it ITA,GK,Paris S-G,24,1999,24.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
169,170,Siriné Doucouré,ml MLI,FW,Lorient,21,2002,4.7,13,2.78,11,0,1,1,0,0,4,0.86,4,0,0,0,0,0,Matches
170,171,Désiré Doué,fr FRA,MFFW,Rennes,18,2005,18.1,88,4.87,56,4,14,4,7,3,12,0.66,6,0,3,1,1,1,Matches
171,172,Guela Doué,ci CIV,DF,Rennes,20,2002,13.7,39,2.84,28,2,2,3,3,1,8,0.58,6,0,0,0,2,0,Matches
172,173,Douglas,br BRA,MF,Nantes,26,1997,19.7,37,1.88,26,5,0,1,3,2,2,0.1,2,0,0,0,0,0,Matches
173,174,Ismaël Doukouré,fr FRA,MFDF,Strasbourg,20,2003,18.4,24,1.3,19,1,0,0,1,3,0,0.0,0,0,0,0,0,0,Matches
174,175,Kamory Doumbia,ml MLI,MF,Brest,20,2003,9.8,27,2.76,22,0,2,3,0,0,7,0.72,7,0,0,0,0,0,Matches
