,_Rk,_Player,_Nation,_Pos,_Squad,_Age,_Born,_90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Matches
81,82,Mehdi Bourabia,ma MAR,MF,Spezia,30,1991,30.8,1,33,5,15.2,1.07,0.16,0.03,0.2,24.3,1,0,0,2.1,2.1,0.06,-1.1,-1.1,Matches
82,83,Edoardo Bove,it ITA,MF,Roma,20,2002,11.0,1,7,2,28.6,0.64,0.18,0.14,0.5,12.9,0,0,0,0.8,0.5,0.07,0.2,0.5,Matches
83,84,Jayden Braaf,nl NED,MFFW,Hellas Verona,19,2002,3.2,0,9,3,33.3,2.81,0.94,0.0,0.0,16.8,0,0,0,0.8,0.8,0.08,-0.8,-0.8,Matches
84,85,Domagoj Bradarić,hr CRO,DF,Salernitana,22,1999,25.0,0,7,0,0.0,0.28,0.0,0.0,,23.8,1,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
85,86,Josip Brekalo,hr CRO,FWMF,Fiorentina,24,1998,2.5,0,5,0,0.0,1.97,0.0,0.0,,22.5,0,0,0,0.7,0.7,0.13,-0.7,-0.7,Matches
86,87,Gleison Bremer,br BRA,DF,Juventus,25,1997,29.3,4,32,7,21.9,1.09,0.24,0.13,0.57,9.3,0,0,0,4.9,4.9,0.15,-0.9,-0.9,Matches
87,88,Dylan Bronn,tn TUN,DF,Salernitana,27,1995,18.7,0,8,1,12.5,0.43,0.05,0.0,0.0,15.8,0,0,0,0.7,0.7,0.08,-0.7,-0.7,Matches
88,89,Marcelo Brozović,hr CRO,MF,Inter,29,1992,19.7,3,25,7,28.0,1.27,0.36,0.12,0.43,21.1,1,0,0,2.5,2.5,0.1,0.5,0.5,Matches
89,90,Cristian Buonaiuto,it ITA,MFFW,Cremonese,29,1992,10.9,1,42,11,26.2,3.86,1.01,0.0,0.0,19.7,6,1,1,3.3,2.5,0.06,-2.3,-2.5,Matches
90,91,Alessandro Buongiorno,it ITA,DF,Torino,23,1999,30.2,1,20,1,5.0,0.66,0.03,0.05,1.0,8.6,0,0,0,2.2,2.2,0.11,-1.2,-1.2,Matches
91,92,Leonardo Buta,pt POR,DF,Udinese,20,2002,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
92,93,Arthur Cabral,br BRA,FW,Fiorentina,24,1998,15.9,8,52,20,38.5,3.27,1.26,0.12,0.3,13.1,0,2,2,7.9,6.3,0.12,0.1,-0.3,Matches
93,94,Liberato Cacace,nz NZL,DF,Empoli,21,2000,6.5,0,7,1,14.3,1.07,0.15,0.0,0.0,19.7,0,0,0,0.6,0.6,0.09,-0.6,-0.6,Matches
94,95,Davide Calabria,it ITA,DF,Milan,25,1996,18.8,1,16,2,12.5,0.85,0.11,0.06,0.5,23.9,0,0,0,1.2,1.2,0.07,-0.2,-0.2,Matches
95,96,Mattia Caldara,it ITA,DF,Spezia,28,1994,13.9,0,11,4,36.4,0.79,0.29,0.0,0.0,10.5,0,0,0,0.8,0.8,0.07,-0.8,-0.8,Matches
96,97,Luca Caldirola,it ITA,DF,Monza,31,1991,26.1,2,10,4,40.0,0.38,0.15,0.2,0.5,10.9,0,0,0,1.1,1.1,0.11,0.9,0.9,Matches
97,98,Hakan Çalhanoğlu,tr TUR,MF,Inter,28,1994,26.3,3,55,16,29.1,2.09,0.61,0.04,0.13,26.5,10,1,1,3.1,2.3,0.04,-0.1,-0.3,Matches
98,99,Mohamed Camara,gn GUI,MF,Roma,25,1997,7.7,0,11,1,9.1,1.42,0.13,0.0,0.0,23.6,1,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches
99,100,Nicolò Cambiaghi,it ITA,FWMF,Empoli,21,2000,14.3,6,36,14,38.9,2.52,0.98,0.17,0.43,18.1,0,0,0,3.4,3.4,0.09,2.6,2.6,Matches
100,101,Andrea Cambiaso,it ITA,DF,Bologna,22,2000,24.1,0,17,5,29.4,0.71,0.21,0.0,0.0,20.5,0,0,0,0.9,0.9,0.05,-0.9,-0.9,Matches
101,102,Matteo Cancellieri,it ITA,FW,Lazio,20,2002,2.8,0,6,1,16.7,2.11,0.35,0.0,0.0,17.8,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches
102,103,Antonio Candreva,it ITA,MFDF,Salernitana,35,1987,30.3,7,46,20,43.5,1.52,0.66,0.15,0.35,22.2,3,0,0,3.7,3.7,0.08,3.3,3.3,Matches
103,104,Gianluca Caprari,it ITA,MFFW,Monza,29,1993,27.1,5,50,13,26.0,1.84,0.48,0.08,0.31,20.0,1,1,1,5.0,4.2,0.08,0.0,-0.2,Matches
104,105,Francesco Caputo,it ITA,FW,Sampdoria,34,1987,12.2,1,19,5,26.3,1.56,0.41,0.05,0.2,14.8,0,0,0,1.9,1.9,0.1,-0.9,-0.9,Matches
105,106,Francesco Caputo,it ITA,FW,Empoli,34,1987,19.0,5,40,15,37.5,2.11,0.79,0.08,0.2,12.7,0,2,2,7.5,5.9,0.16,-2.5,-2.9,Matches
106,107,Andrea Carboni,it ITA,DF,Monza,21,2001,1.9,0,1,1,100.0,0.54,0.54,0.0,0.0,10.8,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
107,108,Franco Carboni,it ITA,DFFW,Monza,19,2003,0.7,0,1,0,0.0,1.36,0.0,0.0,,16.1,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches
108,109,Valentin Carboni,ar ARG,MFDF,Inter,17,2005,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
109,110,Marco Carnesecchi,it ITA,GK,Cremonese,22,2000,27.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
110,111,Nicolò Casale,it ITA,DF,Lazio,24,1998,27.1,1,8,2,25.0,0.3,0.07,0.13,0.5,10.9,0,0,0,0.6,0.6,0.08,0.4,0.4,Matches
111,112,Tommaso Cassandro,it ITA,DF,Lecce,22,2000,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
112,113,Michele Castagnetti,it ITA,MF,Cremonese,32,1989,15.7,0,12,1,8.3,0.76,0.06,0.0,0.0,26.6,2,0,0,0.6,0.6,0.05,-0.6,-0.6,Matches
113,114,Gaetano Castrovilli,it ITA,MF,Fiorentina,25,1997,8.0,2,18,8,44.4,2.26,1.0,0.11,0.25,17.7,1,0,0,1.2,1.2,0.07,0.8,0.8,Matches
114,115,Danilo Cataldi,it ITA,MF,Lazio,27,1994,21.3,0,7,1,14.3,0.33,0.05,0.0,0.0,28.8,1,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
115,116,Pietro Ceccaroni,it ITA,DF,Lecce,26,1995,0.5,0,2,0,0.0,4.19,0.0,0.0,,17.9,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
116,117,Federico Ceccherini,it ITA,DF,Hellas Verona,30,1992,15.7,2,7,2,28.6,0.44,0.13,0.29,1.0,15.0,0,0,0,0.8,0.8,0.11,1.2,1.2,Matches
117,118,Assan Ceesay,gm GAM,FW,Lecce,28,1994,20.1,6,41,10,24.4,2.04,0.5,0.12,0.5,14.7,0,1,1,5.1,4.3,0.11,0.9,0.7,Matches
118,119,Emil Ceide,no NOR,FW,Sassuolo,20,2001,5.7,0,10,3,30.0,1.75,0.52,0.0,0.0,15.7,0,0,0,0.8,0.8,0.08,-0.8,-0.8,Matches
119,120,Zeki Çelik,tr TUR,DF,Roma,25,1997,16.7,0,5,1,20.0,0.3,0.06,0.0,0.0,17.6,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
120,121,Michele Cerofolini,it ITA,GK,Fiorentina,23,1999,5.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
121,122,Federico Chiesa,it ITA,DFMF,Juventus,24,1997,9.5,2,26,3,11.5,2.75,0.32,0.08,0.67,18.9,1,0,0,1.5,1.5,0.06,0.5,0.5,Matches
122,123,Vlad Chiricheș,ro ROU,DF,Cremonese,32,1989,10.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
123,124,Daniel Ciofani,it ITA,FW,Cremonese,37,1985,11.8,8,28,13,46.4,2.38,1.1,0.18,0.38,15.7,0,3,4,5.5,2.3,0.08,2.5,2.7,Matches
124,125,Tio Cipot,si SVN,FWMF,Spezia,19,2003,1.5,0,2,1,50.0,1.29,0.65,0.0,0.0,30.0,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
125,126,Patrick Ciurria,it ITA,DFMF,Monza,27,1995,30.6,6,50,23,46.0,1.63,0.75,0.12,0.26,20.2,0,0,0,4.8,4.8,0.1,1.2,1.2,Matches
126,127,Nicolò Cocetta,it ITA,DF,Udinese,18,2003,0.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
127,128,Omar Colley,gm GAM,DF,Sampdoria,29,1992,15.4,1,6,4,66.7,0.39,0.26,0.17,0.25,9.0,0,0,0,1.2,1.2,0.2,-0.2,-0.2,Matches
128,129,Lorenzo Colombo,it ITA,FW,Lecce,20,2002,16.8,5,43,11,25.6,2.55,0.65,0.09,0.36,16.8,0,1,2,6.2,4.6,0.11,-1.2,-0.6,Matches
129,130,Andrea Colpani,it ITA,MF,Monza,23,1999,10.5,4,25,10,40.0,2.37,0.95,0.16,0.4,19.1,0,0,0,2.1,2.1,0.09,1.9,1.9,Matches
130,131,Andrea Consigli,it ITA,GK,Sassuolo,35,1987,35.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
131,132,Andrea Conti,it ITA,DF,Sampdoria,28,1994,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
132,133,Diego Coppola,it ITA,DF,Hellas Verona,18,2003,13.1,0,3,0,0.0,0.23,0.0,0.0,,11.8,0,0,0,0.3,0.3,0.11,-0.3,-0.3,Matches
133,134,Alex Cordaz,it ITA,GK,Inter,39,1983,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
134,135,Joaquín Correa,ar ARG,FW,Inter,27,1994,10.6,3,22,8,36.4,2.08,0.76,0.14,0.38,13.6,0,0,0,3.4,3.4,0.16,-0.4,-0.4,Matches
135,136,Alessandro Cortinovis,it ITA,MF,Hellas Verona,21,2001,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
136,137,Lassana Coulibaly,ml MLI,MF,Salernitana,26,1996,32.1,3,16,6,37.5,0.5,0.19,0.19,0.5,20.8,0,0,0,0.8,0.8,0.05,2.2,2.2,Matches
137,138,Alessio Cragno,it ITA,GK,Monza,28,1994,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
138,139,Bryan Cristante,it ITA,MFDF,Roma,27,1995,32.6,1,28,5,17.9,0.86,0.15,0.04,0.2,16.8,0,0,1,2.6,1.9,0.07,-1.6,-0.9,Matches
139,140,Domen Črnigoj,si SVN,MF,Salernitana,26,1995,3.3,0,1,0,0.0,0.3,0.0,0.0,,6.9,0,0,0,0.1,0.1,0.1,-0.1,-0.1,Matches
140,141,Juan Cuadrado,co COL,DFFW,Juventus,34,1988,23.1,1,32,10,31.3,1.39,0.43,0.03,0.1,21.0,6,0,0,1.4,1.4,0.04,-0.4,-0.4,Matches
141,142,Mickaël Cuisance,fr FRA,MF,Sampdoria,22,1999,6.9,0,10,2,20.0,1.46,0.29,0.0,0.0,21.5,1,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches
142,143,Marco D'Alessandro,it ITA,DFFW,Monza,31,1991,3.2,0,4,1,25.0,1.24,0.31,0.0,0.0,16.1,0,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches
