,_Rk,_Player,_Nation,_Pos,_Squad,_Age,_Born,_90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,_Int,_Tkl+Int,_Clr,_Err,Matches
166,167,Álex Fernández,es ESP,MF,Cádiz,30.0,1992.0,14.3,19,9,10,9,0,11,22,50.0,11,17,5,12,15,34,30,0,Matches
167,168,Carlos Fernández,es ESP,FW,Real Sociedad,27.0,1996.0,4.5,11,7,3,6,2,0,2,0.0,2,4,0,4,0,11,5,0,Matches
168,169,Raúl Fernández,es ESP,GK,Granada,35.0,1988.0,3.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,2,Matches
169,170,Valery Fernández,es ESP,MFFW,Girona,23.0,1999.0,5.6,11,9,4,7,0,6,8,75.0,2,6,1,5,1,12,4,0,Matches
170,171,Fernando,es ESP,GK,Almería,33.0,1990.0,4.0,0,0,0,0,0,0,0,,0,1,0,1,0,0,2,0,Matches
171,172,Fernando,br BRA,MF,Sevilla,36.0,1987.0,5.1,9,8,2,4,3,5,9,55.6,4,2,0,2,7,16,9,0,Matches
172,173,André Ferreira,pt POR,GK,Granada,27.0,1996.0,14.9,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,9,2,Matches
173,174,Rachad Fettal,ma MAR,FW,Almería,18.0,2005.0,0.2,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0,Matches
174,175,Pablo Fornals,es ESP,FWMF,Betis,27.0,1996.0,12.8,24,16,8,11,5,12,22,54.5,10,14,0,14,22,46,10,2,Matches
175,176,Héctor Fort,es ESP,DF,Barcelona,16.0,2006.0,3.5,6,5,5,1,0,4,10,40.0,6,0,0,0,2,8,4,0,Matches
176,177,Dimitri Foulquier,fr FRA,DFMF,Valencia,30.0,1993.0,20.5,39,22,22,13,4,18,26,69.2,8,10,1,9,16,55,49,1,Matches
177,178,Juan Foyth,ar ARG,DF,Villarreal,25.0,1998.0,11.8,26,15,18,8,0,12,27,44.4,15,17,4,13,12,38,44,0,Matches
178,179,Jorge de Frutos,es ESP,FWMF,Rayo Vallecano,26.0,1997.0,17.2,19,8,5,8,6,7,22,31.8,15,12,0,12,7,26,18,0,Matches
179,180,Daniel Fuzato,br BRA,GK,Getafe,26.0,1997.0,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
180,181,Matteo Gabbia,it ITA,DF,Villarreal,23.0,1999.0,5.3,10,6,4,6,0,5,8,62.5,3,5,2,3,8,18,36,1,Matches
181,182,Javi Galán,es ESP,DF,Atlético Madrid,28.0,1994.0,1.0,5,4,2,2,1,4,5,80.0,1,1,0,1,1,6,3,0,Matches
182,183,Javi Galán,es ESP,DF,Real Sociedad,28.0,1994.0,11.9,38,22,15,19,4,15,30,50.0,15,24,1,23,14,52,17,1,Matches
183,184,Iñigo Ruiz de Galarreta,es ESP,MF,Athletic Club,29.0,1993.0,23.2,49,31,15,26,8,24,49,49.0,25,18,5,13,12,61,17,0,Matches
184,185,Aleix García,es ESP,MF,Girona,26.0,1997.0,35.5,49,28,17,26,6,28,54,51.9,26,45,17,28,36,85,53,3,Matches
185,186,Álvaro García,es ESP,FWMF,Rayo Vallecano,30.0,1992.0,27.5,34,25,15,10,9,7,34,20.6,27,35,0,35,36,70,33,0,Matches
186,187,Dani García,es ESP,MF,Athletic Club,33.0,1990.0,8.3,17,11,4,7,6,12,24,50.0,12,9,3,6,8,25,11,0,Matches
187,188,David García,es ESP,DF,Osasuna,29.0,1994.0,25.9,29,18,19,9,1,16,26,61.5,10,40,19,21,18,47,115,2,Matches
188,189,Eric García,es ESP,DF,Barcelona,22.0,2001.0,0.6,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,Matches
189,190,Eric García,es ESP,DF,Girona,22.0,2001.0,29.3,55,37,34,18,3,34,49,69.4,15,36,18,18,30,85,79,2,Matches
190,191,Fran Garcia,es ESP,DF,Real Madrid,23.0,1999.0,15.5,25,17,11,12,2,13,31,41.9,18,16,3,13,19,44,28,1,Matches
191,192,Francisco Jesús Crespo García,es ESP,FW,Las Palmas,27.0,1996.0,5.6,12,8,3,6,3,6,18,33.3,12,4,0,4,2,14,5,0,Matches
192,193,Gonzalo García,es ESP,FWMF,Real Madrid,19.0,2004.0,0.2,0,0,0,0,0,0,1,0.0,1,1,1,0,0,0,1,0,Matches
193,194,Jastin García,es ESP,FW,Girona,19.0,2004.0,0.4,1,0,0,0,1,0,0,,0,0,0,0,0,1,1,0,Matches
194,195,Raúl García,es ESP,FWMF,Athletic Club,37.0,1986.0,4.7,9,6,2,4,3,4,9,44.4,5,10,1,9,3,12,9,0,Matches
195,196,Rubén García,es ESP,FWMF,Osasuna,30.0,1993.0,17.2,32,18,8,17,7,13,33,39.4,20,23,3,20,12,44,23,0,Matches
196,197,Santiago García,,FW,Getafe,21.0,2001.0,0.3,1,0,0,0,1,1,1,100.0,0,0,0,0,0,1,0,0,Matches
197,198,Unai García,es ESP,DF,Osasuna,31.0,1992.0,6.2,12,9,9,2,1,5,10,50.0,5,7,1,6,8,20,18,0,Matches
198,199,Federico Gattoni,ar ARG,DFFW,Sevilla,24.0,1999.0,0.1,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,1,0,Matches
199,200,Gavi,es ESP,MFFW,Barcelona,18.0,2004.0,10.5,39,21,20,14,5,18,36,50.0,18,19,3,16,8,47,16,1,Matches
200,201,Paulo Gazzaniga,ar ARG,GK,Girona,31.0,1992.0,38.0,2,2,2,0,0,2,4,50.0,2,0,0,0,0,2,12,1,Matches
201,202,David Gil,es ESP,GK,Cádiz,29.0,1994.0,4.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,3,0,Matches
202,203,Maxi Gómez,uy URU,FW,Cádiz,26.0,1996.0,12.9,6,4,2,3,1,3,5,60.0,2,8,3,5,3,9,3,0,Matches
203,204,Moi Gómez,es ESP,MFFW,Osasuna,29.0,1994.0,22.3,30,19,7,19,4,9,24,37.5,15,15,1,14,11,41,22,0,Matches
204,205,Unai Gómez,es ESP,MF,Athletic Club,20.0,2003.0,9.7,12,10,2,6,4,5,10,50.0,5,13,2,11,2,14,9,0,Matches
205,206,Édgar González,es ESP,DFMF,Almería,26.0,1997.0,28.0,45,21,22,20,3,25,49,51.0,24,48,28,20,38,83,130,3,Matches
206,207,Fabio González,es ESP,MF,Las Palmas,26.0,1997.0,1.4,2,2,2,0,0,1,2,50.0,1,2,0,2,0,2,0,0,Matches
207,208,Giovanni González,uy URU,DF,Mallorca,28.0,1994.0,27.4,73,45,37,32,4,40,81,49.4,41,24,3,21,31,104,60,2,Matches
208,209,Hugo González,es ESP,MFFW,Valencia,20.0,2003.0,1.0,2,1,0,2,0,0,0,,0,0,0,0,0,2,0,0,Matches
209,210,Iñaki González,es ESP,MF,Las Palmas,19.0,2004.0,0.1,1,0,1,0,0,0,0,,0,0,0,0,0,1,1,0,Matches
210,211,Peter González,do DOM,MFFW,Valencia,21.0,2002.0,7.2,5,3,3,1,1,1,10,10.0,9,11,0,11,7,12,10,0,Matches
211,212,Urko González,es ESP,MF,Real Sociedad,22.0,2001.0,1.7,4,1,0,3,1,2,2,100.0,0,1,0,1,1,5,6,0,Matches
212,213,Andoni Gorosabel,es ESP,DF,Alavés,26.0,1996.0,31.7,62,42,40,17,5,38,75,50.7,37,24,8,16,28,90,69,0,Matches
213,214,Pablo Gozalbez,es ESP,MFFW,Valencia,22.0,2001.0,1.1,1,0,0,0,1,1,6,16.7,5,0,0,0,1,2,2,0,Matches
214,215,Mason Greenwood,eng ENG,MFFW,Getafe,21.0,2001.0,29.6,11,6,3,5,3,4,21,19.0,17,9,0,9,4,15,4,0,Matches
215,216,Dominik Greif,sk SVK,GK,Mallorca,26.0,1997.0,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
216,217,Antoine Griezmann,fr FRA,FWMF,Atlético Madrid,32.0,1991.0,29.4,33,19,14,14,5,15,41,36.6,26,34,3,31,10,43,23,1,Matches
217,218,Vicente Guaita,es ESP,GK,Celta Vigo,36.0,1987.0,26.7,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,9,1,Matches
218,219,Andrés Guardado,mx MEX,MF,Betis,36.0,1986.0,5.0,17,12,5,9,3,7,14,50.0,7,4,2,2,6,23,5,0,Matches
219,220,Sergi Guardiola,es ESP,FWMF,Cádiz,32.0,1991.0,5.5,10,7,2,6,2,4,9,44.4,5,10,0,10,0,10,4,0,Matches
220,221,Nemanja Gudelj,rs SRB,DFMF,Sevilla,31.0,1991.0,19.4,31,24,18,10,3,17,31,54.8,14,17,9,8,27,58,56,0,Matches
221,222,Gonçalo Guedes,pt POR,FWMF,Villarreal,26.0,1996.0,10.6,6,4,1,2,3,2,7,28.6,5,8,0,8,2,8,3,0,Matches
222,223,Javier Guerra,es ESP,MF,Valencia,20.0,2003.0,27.8,54,24,25,22,7,22,58,37.9,36,27,7,20,18,72,44,0,Matches
223,224,Ander Guevara,es ESP,MF,Alavés,26.0,1997.0,32.6,59,32,28,25,6,31,64,48.4,33,34,12,22,13,72,46,1,Matches
224,225,Hugo Guillamón,es ESP,MF,Valencia,23.0,2000.0,14.6,24,15,7,14,3,11,17,64.7,6,8,3,5,12,36,25,2,Matches
225,226,Marc Guiu,es ESP,FWMF,Barcelona,17.0,2006.0,0.8,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,Matches
226,227,Arda Güler,tr TUR,FWMF,Real Madrid,18.0,2005.0,4.2,6,4,1,3,2,5,8,62.5,3,0,0,0,2,8,5,0,Matches
227,228,Gerard Gumbau,es ESP,MF,Granada,28.0,1994.0,29.7,55,34,21,30,4,23,62,37.1,39,24,5,19,25,80,30,2,Matches
228,229,İlkay Gündoğan,de GER,MF,Barcelona,32.0,1990.0,33.3,32,22,14,16,2,12,39,30.8,27,19,4,15,21,53,18,1,Matches
229,230,Jon Guridi,es ESP,MF,Alavés,28.0,1995.0,29.8,42,24,10,27,5,12,45,26.7,33,23,3,20,22,64,22,0,Matches
230,231,Gorka Guruzeta,es ESP,FW,Athletic Club,26.0,1996.0,24.6,34,23,6,25,3,9,30,30.0,21,36,2,34,17,51,23,0,Matches
231,232,Miguel Gutiérrez,es ESP,DF,Girona,22.0,2001.0,33.7,29,18,11,14,4,13,35,37.1,22,27,11,16,22,51,66,2,Matches
232,233,Munir El Haddadi,ma MAR,FW,Las Palmas,27.0,1995.0,27.2,40,27,18,17,5,17,38,44.7,21,27,1,26,11,51,16,0,Matches
233,234,Ianis Hagi,ro ROU,MFFW,Alavés,24.0,1998.0,8.9,17,12,2,14,1,5,12,41.7,7,8,0,8,5,22,4,0,Matches
234,235,Luiz Henrique,br BRA,FW,Betis,22.0,2001.0,6.8,15,11,4,10,1,9,14,64.3,5,11,0,11,5,20,8,0,Matches
235,236,Mario Hermoso,es ESP,DF,Atlético Madrid,28.0,1995.0,28.4,46,25,29,13,4,28,51,54.9,23,27,9,18,30,76,93,0,Matches
236,237,Javi Hernández ,es ESP,DF,Cádiz,25.0,1998.0,27.9,43,24,26,12,5,25,46,54.3,21,34,9,25,19,62,72,1,Matches
237,238,Aridane Hernández,es ESP,DF,Rayo Vallecano,34.0,1989.0,18.8,10,8,5,4,1,4,11,36.4,7,19,14,5,14,24,98,1,Matches
238,239,Luis Hernández,es ESP,DF,Cádiz,34.0,1989.0,8.0,7,3,4,3,0,4,8,50.0,4,3,2,1,8,15,25,0,Matches
239,240,Yarek Hernandis,es ESP,DF,Valencia,18.0,2005.0,8.2,22,12,14,5,3,13,19,68.4,6,15,8,7,15,37,50,1,Matches
240,241,Jorge Herrando,es ESP,DF,Osasuna,22.0,2001.0,18.3,29,19,23,6,0,12,19,63.2,7,20,11,9,15,44,69,1,Matches
241,242,Ander Herrera,es ESP,MF,Athletic Club,33.0,1989.0,11.4,44,32,11,26,7,20,36,55.6,16,16,6,10,15,59,18,1,Matches
242,243,Cristian Herrera,es ESP,FWMF,Las Palmas,32.0,1991.0,1.8,1,1,0,1,0,1,2,50.0,1,1,0,1,0,1,2,0,Matches
243,244,Sergio Herrera,es ESP,GK,Osasuna,30.0,1993.0,31.9,2,2,2,0,0,2,3,66.7,1,0,0,0,0,2,22,3,Matches
244,245,Yangel Herrera,ve VEN,MF,Girona,25.0,1998.0,23.4,64,37,28,30,6,30,56,53.6,26,30,8,22,24,88,45,1,Matches
245,246,Juan Herzog,es ESP,DF,Las Palmas,20.0,2003.0,3.2,6,5,5,1,0,3,6,50.0,3,4,1,3,2,8,17,0,Matches
246,247,Martin Hongla,cm CMR,MFDF,Granada,25.0,1998.0,6.2,7,3,2,5,0,3,9,33.3,6,6,3,3,6,13,13,1,Matches
247,248,Xabier Huarte Armendáriz,es ESP,MF,Osasuna,22.0,2001.0,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
248,249,Pablo Ibáñez,es ESP,MF,Osasuna,24.0,1998.0,12.8,18,9,5,7,6,5,21,23.8,16,26,3,23,9,27,17,0,Matches
249,250,Iglesias,es ESP,DFFW,Getafe,25.0,1998.0,15.7,41,22,25,11,5,21,33,63.6,12,18,7,11,16,57,53,0,Matches
250,251,Borja Iglesias,es ESP,FW,Betis,30.0,1993.0,4.5,0,0,0,0,0,0,3,0.0,3,0,0,0,2,2,2,0,Matches
251,252,Imanol,es ESP,DF,Athletic Club,23.0,2000.0,5.8,7,5,1,5,1,5,18,27.8,13,6,0,6,7,14,15,0,Matches
252,253,Isco,es ESP,MF,Betis,31.0,1992.0,25.8,41,27,15,21,5,14,38,36.8,24,19,1,18,10,51,7,0,Matches
253,254,Diego Iturralde,es ESP,DF,Sevilla,20.0,2003.0,0.4,0,0,0,0,0,0,0,,0,1,1,0,0,0,2,0,Matches
254,255,Adnan Januzaj,be BEL,FWMF,Sevilla,28.0,1995.0,2.1,3,3,2,0,1,0,1,0.0,1,2,0,2,1,4,0,0,Matches
255,256,Mikel Jauregizar,es ESP,MF,Athletic Club,19.0,2003.0,1.7,0,0,0,0,0,0,6,0.0,6,5,0,5,0,0,2,0,Matches
256,257,Luis Javier Suárez,co COL,FW,Almería,25.0,1997.0,10.2,7,5,2,5,0,2,6,33.3,4,11,0,11,0,7,13,0,Matches
257,258,Salim El Jebari,ma MAR,MF,Atlético Madrid,19.0,2004.0,0.1,1,0,0,1,0,0,0,,0,0,0,0,0,1,1,0,Matches
258,259,Frenkie de Jong,nl NED,MF,Barcelona,26.0,1997.0,18.2,43,26,14,23,6,8,19,42.1,11,18,8,10,14,57,28,1,Matches
259,260,Joan Jordán,es ESP,MF,Sevilla,29.0,1994.0,4.2,8,7,3,3,2,7,15,46.7,8,4,2,2,4,12,2,0,Matches
260,261,Jordi,es ESP,MFDF,Getafe,22.0,2001.0,6.4,16,11,3,11,2,7,15,46.7,8,7,2,5,8,24,7,0,Matches
261,262,Jeremy Jorge,es ESP,FW,Getafe,20.0,2003.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
262,263,Willian José,br BRA,FW,Betis,31.0,1991.0,21.9,7,3,1,2,4,2,5,40.0,3,8,2,6,2,9,15,0,Matches
263,264,Joselu,es ESP,FW,Real Madrid,33.0,1990.0,18.7,6,3,1,4,1,0,7,0.0,7,11,1,10,6,12,11,0,Matches
264,265,Kamil Jóźwiak,pl POL,MF,Granada,25.0,1998.0,6.3,13,10,4,6,3,9,17,52.9,8,4,0,4,2,15,6,0,Matches
265,266,Juanmi,es ESP,FW,Cádiz,30.0,1993.0,9.7,9,4,2,7,0,2,9,22.2,7,6,0,6,6,15,3,0,Matches
266,267,Juanpe,es ESP,DF,Girona,32.0,1991.0,8.3,11,8,8,3,0,9,10,90.0,1,17,11,6,7,18,50,1,Matches
267,268,Vinicius Júnior,br BRA,FW,Real Madrid,23.0,2000.0,20.7,18,13,5,5,8,3,12,25.0,9,13,0,13,1,19,3,2,Matches
268,269,Filip Jørgensen,dk DEN,GK,Villarreal,21.0,2002.0,36.0,3,1,3,0,0,3,4,75.0,1,0,0,0,2,5,10,3,Matches
269,270,Sory Kaba,gn GUI,FW,Las Palmas,28.0,1995.0,8.0,2,0,0,2,0,0,5,0.0,5,6,0,6,0,2,9,0,Matches
270,271,Kaiky,br BRA,DF,Almería,19.0,2004.0,5.8,7,4,6,0,1,3,6,50.0,3,9,7,2,3,10,29,1,Matches
271,272,Jon Karrikaburu,es ESP,MFFW,Alavés,20.0,2002.0,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
272,273,Ibrahima Kebe,ml MLI,MF,Girona,22.0,2000.0,0.1,1,1,0,1,0,0,0,,0,1,0,1,1,2,0,0,Matches
273,274,Kiké,es ESP,FWMF,Alavés,33.0,1989.0,15.8,8,4,2,3,3,4,9,44.4,5,16,5,11,1,9,12,0,Matches
274,275,Koke,es ESP,MF,Atlético Madrid,31.0,1992.0,27.7,66,44,27,32,7,36,79,45.6,43,37,12,25,16,82,34,1,Matches
275,276,Ibrahima Koné,ml MLI,FW,Almería,24.0,1999.0,3.1,1,0,1,0,0,1,1,100.0,0,1,0,1,0,1,4,0,Matches
276,277,Rominigue Kouamé,ml MLI,MF,Cádiz,26.0,1996.0,9.1,14,9,6,7,1,7,15,46.7,8,10,2,8,13,27,10,1,Matches
277,278,Jules Koundé,fr FRA,DF,Barcelona,24.0,1998.0,32.2,37,23,22,10,5,28,51,54.9,23,32,12,20,25,62,83,5,Matches
278,279,Toni Kroos,de GER,MF,Real Madrid,33.0,1990.0,23.6,53,34,19,25,9,24,59,40.7,35,22,4,18,17,70,11,1,Matches
279,280,Takefusa Kubo,jp JPN,FWMF,Real Sociedad,22.0,2001.0,23.9,26,17,15,6,5,9,23,39.1,14,21,2,19,11,37,8,1,Matches
280,281,Luca de la Torre,us USA,MF,Celta Vigo,25.0,1998.0,21.7,39,21,12,22,5,22,43,51.2,21,23,4,19,12,51,17,0,Matches
281,282,Yoel Lago,es ESP,DF,Celta Vigo,19.0,2004.0,1.0,2,0,2,0,0,0,0,,0,1,0,1,0,2,2,0,Matches
282,283,Érik Lamela,ar ARG,FWMF,Sevilla,31.0,1992.0,5.1,21,14,4,10,7,10,15,66.7,5,12,0,12,1,22,5,0,Matches
283,284,Bruno Langa,mz MOZ,DF,Almería,25.0,1997.0,9.1,17,12,10,5,2,6,14,42.9,8,11,4,7,4,21,33,2,Matches
284,285,Cyle Larin,ca CAN,FW,Mallorca,28.0,1995.0,20.3,17,8,6,4,7,2,7,28.6,5,16,5,11,3,20,17,0,Matches
285,286,Juanmi Latasa,es ESP,FW,Getafe,22.0,2001.0,17.3,9,7,0,6,3,1,11,9.1,10,9,0,9,4,13,21,0,Matches
286,287,Toni Lato,es ESP,DF,Mallorca,25.0,1997.0,17.2,38,23,19,13,6,16,27,59.3,11,17,3,14,17,55,27,0,Matches
287,288,Lázaro,br BRA,FWMF,Almería,21.0,2002.0,3.2,4,1,2,0,2,2,8,25.0,6,4,0,4,1,5,1,0,Matches
288,289,Robin Le Normand,es ESP,DF,Real Sociedad,26.0,1996.0,27.4,31,22,16,15,0,17,30,56.7,13,26,15,11,28,59,96,1,Matches
289,290,Jeremías Ledesma,ar ARG,GK,Cádiz,30.0,1993.0,33.9,1,1,1,0,0,1,4,25.0,3,0,0,0,0,1,15,3,Matches
290,291,Florian Lejeune,fr FRA,DF,Rayo Vallecano,32.0,1991.0,37.0,39,25,26,11,2,19,30,63.3,11,33,18,15,23,62,155,1,Matches
291,292,Stefan Lekovic,rs SRB,DF,Villarreal,19.0,2004.0,0.3,0,0,0,0,0,0,0,,0,1,1,0,0,0,1,0,Matches
292,293,Iñigo Lekue,es ESP,DF,Athletic Club,30.0,1993.0,22.2,40,22,25,10,5,27,53,50.9,26,24,6,18,15,55,50,0,Matches
293,294,Thomas Lemar,fr FRA,MF,Atlético Madrid,27.0,1995.0,1.8,3,1,2,1,0,1,2,50.0,1,0,0,0,0,3,0,0,Matches
294,295,Álvaro Lemos,es ESP,DF,Las Palmas,30.0,1993.0,2.8,4,1,1,3,0,0,2,0.0,2,3,1,2,2,6,4,0,Matches
295,296,Ruben Lendinez,es ESP,DF,Valencia,20.0,2003.0,0.1,2,2,0,2,0,1,1,100.0,0,0,0,0,0,2,1,0,Matches
296,297,Robert Lewandowski,pl POL,FW,Barcelona,34.0,1988.0,30.6,8,5,0,6,2,4,12,33.3,8,13,4,9,9,17,18,0,Matches
297,298,Samuel Lino,br BRA,DFMF,Atlético Madrid,23.0,1999.0,23.1,61,34,32,17,12,35,70,50.0,35,37,1,36,14,75,27,0,Matches
298,299,Javier Llabrés,es ESP,MFFW,Mallorca,20.0,2002.0,2.7,3,1,1,1,1,1,2,50.0,1,1,0,1,3,6,4,0,Matches
299,300,Marcos Llorente,es ESP,MFDF,Atlético Madrid,28.0,1995.0,28.5,40,23,18,17,5,16,44,36.4,28,36,11,25,14,54,35,0,Matches
300,301,Enzo Loiodice,fr FRA,MF,Las Palmas,22.0,2000.0,19.9,62,35,15,34,13,20,42,47.6,22,20,2,18,12,74,16,1,Matches
301,302,David López,es ESP,DF,Girona,33.0,1989.0,21.8,33,20,21,12,0,17,22,77.3,5,28,19,9,20,53,63,4,Matches
302,303,Diego López,es ESP,MFFW,Valencia,21.0,2002.0,29.5,37,25,14,16,7,13,56,23.2,43,23,1,22,20,57,12,0,Matches
303,304,Fermin López,es ESP,MFFW,Barcelona,20.0,2003.0,16.1,41,21,15,18,8,14,40,35.0,26,14,1,13,4,45,9,0,Matches
304,305,Javi López,es ESP,DF,Alavés,21.0,2002.0,26.5,23,12,11,9,3,15,26,57.7,11,25,9,16,10,33,77,1,Matches
305,306,Unai López,es ESP,MF,Rayo Vallecano,27.0,1995.0,23.4,48,24,18,23,7,21,53,39.6,32,24,3,21,16,64,15,2,Matches
306,307,Dion Lopy,sn SEN,MF,Almería,21.0,2002.0,21.3,62,37,36,20,6,17,44,38.6,27,23,5,18,15,77,22,2,Matches
307,308,Anthony Lozano,hn HON,MFFW,Getafe,30.0,1993.0,1.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,Matches
308,309,Anthony Lozano,hn HON,FW,Almería,30.0,1993.0,8.6,7,5,2,5,0,4,7,57.1,3,6,1,5,2,9,12,0,Matches
309,310,Lucas,br BRA,DF,Cádiz,22.0,2001.0,17.1,47,27,32,11,4,32,55,58.2,23,27,4,23,17,64,45,0,Matches
310,311,José Luis Gayà,es ESP,DF,Valencia,28.0,1995.0,19.9,71,36,44,23,4,43,67,64.2,24,18,3,15,11,82,42,0,Matches
311,312,José Luis Morales,es ESP,FWMF,Villarreal,36.0,1987.0,11.6,5,3,1,4,0,3,13,23.1,10,9,1,8,7,12,4,0,Matches
312,313,Dodi Lukebakio,be BEL,FWMF,Sevilla,25.0,1997.0,12.5,5,2,2,2,1,1,6,16.7,5,9,2,7,2,7,5,0,Matches
313,314,Andriy Lunin,ua UKR,GK,Real Madrid,24.0,1999.0,21.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,15,1,Matches
314,315,Darwin Machís,ve VEN,MF,Cádiz,30.0,1993.0,8.7,23,14,7,9,7,13,24,54.2,11,8,1,7,4,27,2,0,Matches
315,316,Pablo Maffeo,es ESP,DF,Mallorca,26.0,1997.0,16.2,35,22,18,13,4,23,40,57.5,17,12,2,10,10,45,23,0,Matches
316,317,Jon Magunacelaya,es ESP,FWMF,Real Sociedad,23.0,2000.0,1.3,5,3,2,3,0,4,8,50.0,4,3,0,3,0,5,2,0,Matches
317,318,Nemanja Maksimović,rs SRB,MF,Getafe,28.0,1995.0,36.3,65,43,26,31,8,23,41,56.1,18,56,23,33,46,111,61,0,Matches
318,319,Giorgi Mamardashvili,ge GEO,GK,Valencia,22.0,2000.0,36.5,4,3,4,0,0,4,4,100.0,0,1,0,1,2,6,22,2,Matches
319,320,Wilson Manafá,pt POR,DFMF,Granada,29.0,1994.0,2.7,6,4,3,2,1,4,7,57.1,3,1,0,1,1,7,4,1,Matches
320,321,Reinildo Mandava,mz MOZ,DF,Atlético Madrid,29.0,1994.0,8.1,30,22,16,11,3,19,22,86.4,3,10,2,8,15,45,21,0,Matches
321,322,Aïssa Mandi,dz ALG,DF,Villarreal,31.0,1991.0,12.4,13,8,8,5,0,7,14,50.0,7,10,7,3,8,21,41,0,Matches
322,323,Javier Manquillo,es ESP,DFMF,Celta Vigo,29.0,1994.0,8.3,15,11,6,5,4,8,15,53.3,7,14,3,11,3,18,17,0,Matches
323,324,Faitout Maouassa,fr FRA,DFMF,Granada,25.0,1998.0,2.5,8,5,6,1,1,4,5,80.0,1,6,0,6,1,9,3,0,Matches
324,325,Marcão,br BRA,DF,Sevilla,27.0,1996.0,3.9,9,6,5,4,0,6,10,60.0,4,8,6,2,4,13,11,1,Matches
325,326,Óscar de Marcos,es ESP,DF,Athletic Club,34.0,1989.0,25.1,56,39,26,24,6,42,71,59.2,29,28,6,22,15,71,44,0,Matches
326,327,Alberto Marí,es ESP,FW,Valencia,22.0,2001.0,3.1,4,2,0,1,3,1,1,100.0,0,3,0,3,0,4,5,0,Matches
327,328,José Mari,es ESP,MFFW,Cádiz,35.0,1987.0,0.2,2,1,0,2,0,1,2,50.0,1,0,0,0,0,2,0,0,Matches
328,329,José María Giménez,uy URU,DF,Atlético Madrid,28.0,1995.0,14.7,18,10,10,7,1,5,16,31.3,11,16,12,4,10,28,95,0,Matches
329,330,Mariano,do DOM,FWMF,Sevilla,29.0,1993.0,2.7,1,1,0,1,0,0,1,0.0,1,1,0,1,0,1,2,0,Matches
330,331,Rafa Marín ,es ESP,DF,Alavés,21.0,2002.0,27.1,32,20,23,9,0,14,27,51.9,13,34,21,13,33,65,129,2,Matches
331,332,Diego Mariño,es ESP,GK,Almería,33.0,1990.0,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
332,333,Mika Màrmol,es ESP,DF,Las Palmas,21.0,2002.0,35.3,70,42,44,24,2,35,53,66.0,18,39,19,20,44,114,147,2,Matches
333,334,Unai Marrero,es ESP,GK,Real Sociedad,21.0,2001.0,1.6,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
334,335,Roger Martí,es ESP,FW,Cádiz,32.0,1991.0,15.1,12,6,1,9,2,2,7,28.6,5,16,1,15,7,19,4,0,Matches
335,336,Iván Martín,es ESP,MF,Girona,24.0,1999.0,30.3,44,25,22,15,7,22,57,38.6,35,25,3,22,21,65,14,0,Matches
336,337,Jon Martin,es ESP,DF,Real Sociedad,17.0,2006.0,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,Matches
337,338,Mario Martín,es ESP,MF,Real Madrid,19.0,2004.0,0.2,5,1,0,2,3,3,4,75.0,1,2,1,1,0,5,0,0,Matches
338,339,Arnau Martinez,es ESP,DF,Girona,20.0,2003.0,13.8,25,16,17,6,2,15,32,46.9,17,15,5,10,10,35,41,3,Matches
339,340,Iñigo Martínez,es ESP,DF,Barcelona,32.0,1991.0,14.4,10,7,9,1,0,6,8,75.0,2,13,10,3,11,21,50,0,Matches
340,341,Marc Martínez,es ESP,GK,Granada,33.0,1990.0,3.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,Matches
341,342,Marvin,es ESP,FWDF,Las Palmas,23.0,2000.0,20.6,39,25,18,17,4,18,36,50.0,18,28,2,26,14,53,18,1,Matches
342,343,Omar Mascarell,gq EQG,MF,Mallorca,30.0,1993.0,17.5,33,16,16,17,0,18,35,51.4,17,24,8,16,31,64,30,1,Matches
