,_Rk,_Player,_Nation,_Pos,_Squad,_Age,_Born,_90s,SCA_SCA,SCA_SCA90,SCATypes_PassLive,SCATypes_PassDead,SCATypes_TO,SCATypes_Sh,SCATypes_Fld,SCATypes_Def,GCA_GCA,GCA_GCA90,GCATypes_PassLive,GCATypes_PassDead,GCATypes_TO,GCATypes_Sh,GCATypes_Fld,GCATypes_Def,Matches
87,88,Moisés Caicedo,ec ECU,MF,Chelsea,21,2001,31.8,66,2.07,52,0,3,1,6,4,12,0.38,11,0,0,0,0,1,Matches
88,89,Tom Cairney,sct SCO,MF,Fulham,32,1991,16.5,71,4.3,62,2,2,2,1,2,13,0.79,11,0,1,0,1,0,Matches
89,90,Dominic Calvert-Lewin,eng ENG,FW,Everton,26,1997,24.1,54,2.24,37,0,4,7,4,2,6,0.25,3,0,0,3,0,0,Matches
90,91,Thomas Cannon,ie IRL,FW,Everton,20,2002,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
91,92,Diego Carlos,br BRA,DF,Aston Villa,30,1993,20.2,9,0.45,9,0,0,0,0,0,2,0.1,2,0,0,0,0,0,Matches
92,93,Cesare Casadei,it ITA,FWMF,Chelsea,20,2003,0.9,4,4.62,2,0,0,0,1,1,0,0.0,0,0,0,0,0,0,Matches
93,94,Casemiro,br BRA,MFDF,Manchester Utd,31,1992,22.0,41,1.86,35,2,0,3,1,0,4,0.18,4,0,0,0,0,0,Matches
94,95,Kaelan Casey,eng ENG,DF,West Ham,18,2004,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
95,96,Matty Cash,pl POL,DF,Aston Villa,25,1997,23.8,44,1.85,34,1,0,6,2,1,8,0.34,7,0,0,0,1,0,Matches
96,97,Timothy Castagne,be BEL,DF,Fulham,27,1995,29.3,50,1.71,39,2,4,4,0,1,2,0.07,2,0,0,0,0,0,Matches
97,98,Jonny Castro,es ESP,MF,Wolves,29,1994,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
98,99,Trevoh Chalobah,eng ENG,DF,Chelsea,24,1999,10.6,5,0.47,5,0,0,0,0,0,1,0.09,1,0,0,0,0,0,Matches
99,100,Calum Chambers,eng ENG,MFDF,Aston Villa,28,1995,1.7,1,0.6,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
100,101,Youssef Chermiti,pt POR,FW,Everton,19,2004,2.3,7,3.03,5,0,1,1,0,0,0,0.0,0,0,0,0,0,0,Matches
101,102,Ben Chilwell,eng ENG,DF,Chelsea,26,1996,8.4,22,2.62,11,8,0,1,2,0,2,0.24,1,0,0,1,0,0,Matches
102,103,Tawanda Chirewa,zw ZIM,MFFW,Wolves,19,2003,1.6,3,1.86,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
103,104,Leon Chiwome,eng ENG,FW,Wolves,17,2006,1.9,1,0.52,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
104,105,Tahith Chong,nl NED,MFFW,Luton Town,23,1999,22.0,49,2.22,31,0,3,2,11,2,4,0.18,2,0,0,2,0,0,Matches
105,106,Ryan Christie,sct SCO,MF,Bournemouth,28,1995,32.3,117,3.62,88,8,7,5,6,3,6,0.19,5,1,0,0,0,0,Matches
106,107,Carney Chukwuemeka,eng ENG,MFFW,Chelsea,19,2003,2.5,9,3.57,7,0,1,1,0,0,4,1.59,2,0,1,1,0,0,Matches
107,108,Bobby Clark,eng ENG,MF,Liverpool,18,2005,1.0,1,1.01,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
108,109,Jordan Clark,eng ENG,MF,Luton Town,29,1993,14.5,29,2.0,23,0,2,3,1,0,1,0.07,1,0,0,0,0,0,Matches
109,110,Nathaniel Clyne,eng ENG,DF,Crystal Palace,32,1991,14.9,8,0.54,6,0,0,1,0,1,1,0.07,0,0,0,1,0,0,Matches
110,111,Séamus Coleman,ie IRL,DF,Everton,34,1988,7.4,6,0.81,5,0,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
111,112,Nathan Collins,ie IRL,DF,Brentford,22,2001,29.5,24,0.81,22,0,0,1,0,1,2,0.07,2,0,0,0,0,0,Matches
112,113,Levi Colwill,eng ENG,DF,Chelsea,20,2003,20.0,27,1.35,21,1,1,4,0,0,3,0.15,3,0,0,0,0,0,Matches
113,114,Lewis Cook,eng ENG,MF,Bournemouth,26,1997,31.0,77,2.49,48,22,2,2,0,3,4,0.13,3,0,0,0,0,1,Matches
114,115,Jack Cork,eng ENG,MF,Burnley,34,1989,0.3,1,3.33,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
115,116,Maxwel Cornet,ci CIV,MFFW,West Ham,26,1996,1.2,5,4.02,4,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
116,117,Vladimír Coufal,cz CZE,DF,West Ham,30,1992,34.8,77,2.21,50,18,3,2,3,1,12,0.34,12,0,0,0,0,0,Matches
117,118,Philippe Coutinho,br BRA,MFFW,Aston Villa,31,1992,0.3,2,7.2,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
118,119,Aaron Cresswell,eng ENG,DFFW,West Ham,33,1989,4.8,12,2.48,7,3,0,0,2,0,1,0.21,1,0,0,0,0,0,Matches
119,120,Marc Cucurella,es ESP,DF,Chelsea,25,1998,19.8,35,1.77,28,1,1,1,4,0,3,0.15,2,0,0,0,1,0,Matches
120,121,Josh Cullen,ie IRL,MF,Burnley,27,1996,22.9,66,2.89,56,6,0,1,2,1,8,0.35,6,2,0,0,0,0,Matches
121,122,Matheus Cunha,br BRA,FWMF,Wolves,24,1999,27.1,78,2.88,46,1,12,8,8,3,13,0.48,9,0,1,1,1,1,Matches
122,123,Sam Curtis,ie IRL,DF,Sheffield Utd,17,2005,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
123,124,Mahmoud Dahoud,de GER,MF,Brighton,27,1996,5.0,13,2.59,13,0,0,0,0,0,2,0.4,2,0,0,0,0,0,Matches
124,125,Ameen Al-Dakhil,be BEL,DF,Burnley,21,2002,11.7,8,0.68,5,0,1,2,0,0,1,0.09,1,0,0,0,0,0,Matches
125,126,Diogo Dalot,pt POR,DF,Manchester Utd,24,1999,35.3,78,2.21,67,4,2,3,1,1,7,0.2,6,0,0,1,0,0,Matches
126,127,Mikkel Damsgaard,dk DEN,MF,Brentford,23,2000,9.4,26,2.78,18,3,0,3,1,1,5,0.54,3,0,0,1,1,0,Matches
127,128,Danilo,br BRA,MF,Nott'ham Forest,22,2001,19.9,48,2.41,34,5,4,4,1,0,4,0.2,4,0,0,0,0,0,Matches
128,129,Arnaut Danjuma,nl NED,MFFW,Everton,26,1997,6.6,18,2.72,9,0,1,5,2,1,1,0.15,0,0,0,1,0,0,Matches
129,130,Jayden Danns,eng ENG,FW,Liverpool,17,2006,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
130,131,Josh Dasilva,eng ENG,DFFW,Brentford,24,1998,0.3,1,3.75,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
131,132,David Datro Fofana,ci CIV,FW,Burnley,20,2002,9.8,18,1.84,8,0,4,4,1,1,2,0.2,0,0,2,0,0,0,Matches
132,133,Ben Davies,wls WAL,DF,Tottenham,30,1993,12.1,15,1.24,14,0,0,0,1,0,2,0.17,1,0,0,0,1,0,Matches
133,134,Tom Davies,eng ENG,MF,Sheffield Utd,25,1998,2.5,6,2.44,4,0,0,1,0,1,1,0.41,0,0,0,0,0,1,Matches
134,135,Craig Dawson,eng ENG,DF,Wolves,33,1990,24.5,12,0.49,8,0,0,3,0,1,1,0.04,0,0,0,1,0,0,Matches
135,136,Kevin De Bruyne,be BEL,MF,Manchester City,32,1991,13.6,100,7.36,73,17,2,5,3,0,16,1.18,12,3,0,0,1,0,Matches
136,137,Hannes Delcroix,be BEL,DF,Burnley,24,1999,6.5,7,1.07,7,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
137,138,Leander Dendoncker,be BEL,MF,Aston Villa,28,1995,1.3,2,1.51,1,0,0,0,1,0,1,0.76,0,0,0,0,1,0,Matches
138,139,Moussa Diaby,fr FRA,FWMF,Aston Villa,24,1999,24.2,80,3.31,64,1,6,7,2,0,10,0.41,9,0,1,0,0,0,Matches
139,140,Amad Diallo,ci CIV,FWMF,Manchester Utd,21,2002,4.3,20,4.62,16,0,3,1,0,0,0,0.0,0,0,0,0,0,0,Matches
140,141,Amadou Diallo,eng ENG,MF,Newcastle Utd,20,2003,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
141,142,Rúben Dias,pt POR,DF,Manchester City,26,1997,28.4,35,1.23,28,0,0,5,0,2,4,0.14,2,0,0,1,0,1,Matches
142,143,Luis Díaz,co COL,FW,Liverpool,26,1997,29.2,163,5.58,121,1,17,15,8,1,9,0.31,9,0,0,0,0,0,Matches
143,144,Eric Dier,eng ENG,DF,Tottenham,29,1994,2.2,2,0.9,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
144,145,Lucas Digne,fr FRA,DF,Aston Villa,30,1993,26.8,74,2.76,48,19,0,3,3,1,4,0.15,4,0,0,0,0,0,Matches
145,146,Issa Diop,fr FRA,DF,Fulham,26,1997,15.8,4,0.25,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
146,147,Axel Disasi,fr FRA,DF,Chelsea,25,1998,28.7,13,0.45,13,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
147,148,Ben Doak,sct SCO,FW,Liverpool,17,2005,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
148,149,Lewis Dobbin,eng ENG,MF,Everton,20,2003,2.6,6,2.33,3,0,0,2,1,0,0,0.0,0,0,0,0,0,0,Matches
149,150,Matt Doherty,ie IRL,DFMF,Wolves,31,1992,12.8,19,1.48,18,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
150,151,Jeremy Doku,be BEL,FWMF,Manchester City,21,2002,17.7,111,6.26,82,1,17,6,5,0,15,0.85,10,0,2,1,2,0,Matches
151,152,Nicolás Domínguez,ar ARG,MFFW,Nott'ham Forest,25,1998,16.6,35,2.11,33,0,0,2,0,0,2,0.12,2,0,0,0,0,0,Matches
152,153,Jamie Donley,eng ENG,FW,Tottenham,18,2005,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
153,154,Abdoulaye Doucouré,ml MLI,FWMF,Everton,30,1993,29.2,67,2.29,59,0,0,6,1,1,5,0.17,3,0,0,2,0,0,Matches
154,155,Cheick Doucouré,ml MLI,MF,Crystal Palace,23,2000,10.2,23,2.25,19,0,1,2,0,1,3,0.29,3,0,0,0,0,0,Matches
155,156,Alfie Doughty,eng ENG,DF,Luton Town,23,1999,32.5,115,3.54,57,47,4,6,1,0,16,0.49,8,5,1,2,0,0,Matches
156,157,Tommy Doyle,eng ENG,MF,Wolves,21,2001,13.6,26,1.91,20,6,0,0,0,0,5,0.37,4,1,0,0,0,0,Matches
157,158,Radu Drăgușin,ro ROU,DF,Tottenham,21,2002,4.8,1,0.21,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
158,159,Martin Dúbravka,sk SVK,GK,Newcastle Utd,34,1989,22.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
159,160,Paul Dummett,wls WAL,DF,Newcastle Utd,31,1991,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
160,161,Lewis Dunk,eng ENG,DF,Brighton,31,1991,31.9,48,1.51,39,3,0,6,0,0,7,0.22,6,0,0,1,0,0,Matches
161,162,Jhon Durán,co COL,FWMF,Aston Villa,19,2003,5.3,12,2.27,8,0,1,1,1,1,4,0.76,1,0,1,0,1,1,Matches
162,163,George Earthy,eng ENG,FW,West Ham,18,2004,0.4,2,5.29,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
163,164,Ederson,br BRA,GK,Manchester City,29,1993,30.9,7,0.23,5,2,0,0,0,0,2,0.06,2,0,0,0,0,0,Matches
164,165,Odsonne Édouard,fr FRA,FWMF,Crystal Palace,25,1998,17.3,45,2.6,29,0,7,7,1,1,2,0.12,2,0,0,0,0,0,Matches
165,166,John Egan,ie IRL,DF,Sheffield Utd,30,1992,5.4,1,0.19,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
166,167,Hjalmar Ekdal,se SWE,DF,Burnley,24,1998,4.9,2,0.41,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
167,168,Anthony Elanga,se SWE,FWMF,Nott'ham Forest,21,2002,27.0,70,2.59,53,0,6,6,4,1,13,0.48,12,0,0,0,0,1,Matches
168,169,Harvey Elliott,eng ENG,MFFW,Liverpool,20,2003,15.0,78,5.19,61,9,2,3,1,2,10,0.67,6,1,1,0,1,1,Matches
169,170,Mohamed Elneny,eg EGY,MF,Arsenal,31,1992,0.3,1,3.21,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
170,171,Emerson,br BRA,DF,Tottenham,24,1999,12.9,21,1.63,15,2,0,1,2,1,3,0.23,1,2,0,0,0,0,Matches
171,172,Julio Enciso,py PAR,MFFW,Brighton,19,2004,5.3,23,4.34,15,0,5,3,0,0,2,0.38,2,0,0,0,0,0,Matches
172,173,Wataru Endo,jp JPN,MF,Liverpool,30,1993,19.1,54,2.82,43,0,2,4,2,3,3,0.16,3,0,0,0,0,0,Matches
173,174,Christian Eriksen,dk DEN,MF,Manchester Utd,31,1992,12.7,46,3.63,36,8,0,0,0,2,3,0.24,2,0,0,0,0,1,Matches
174,175,Maxime Estève,fr FRA,DF,Burnley,21,2002,14.5,8,0.55,6,0,0,0,2,0,1,0.07,1,0,0,0,0,0,Matches
