,_Rk,_Player,_Nation,_Pos,_Squad,_Age,_Born,PlayingTime_MP,PlayingTime_Starts,PlayingTime_Min,PlayingTime_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per90Minutes_Gls,Per90Minutes_Ast,Per90Minutes_G+A,Per90Minutes_G-PK,Per90Minutes_G+A-PK,Per90Minutes_xG,Per90Minutes_xAG,Per90Minutes_xG+xAG,Per90Minutes_npxG,Per90Minutes_npxG+xAG,Matches
33,34,Adu Ares,es ESP,FW,Athletic Club,21.0,2001.0,12,2,265,2.9,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,13,3,39,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,Matches
34,35,Jesús Areso,es ESP,DF,Osasuna,24.0,1999.0,37,29,2660,29.6,1,6,7,1,0,0,3,0,0.2,0.2,3.6,3.8,78,106,180,0.03,0.2,0.24,0.03,0.24,0.01,0.12,0.13,0.01,0.13,Matches
35,36,Matias Arezo,uy URU,FW,Granada,20.0,2002.0,14,3,369,4.1,0,0,0,0,0,0,1,0,1.2,1.2,0.1,1.2,6,5,17,0.0,0.0,0.0,0.0,0.0,0.28,0.01,0.3,0.28,0.3,Matches
36,37,Iñigo Arguibide,es ESP,DF,Osasuna,18.0,2005.0,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
37,38,José Arnaiz,es ESP,FWMF,Osasuna,28.0,1995.0,26,9,929,10.3,2,1,3,2,0,0,3,0,1.7,1.7,1.8,3.5,23,11,85,0.19,0.1,0.29,0.19,0.29,0.17,0.17,0.34,0.17,0.34,Matches
38,39,Sergio Arribas,es ESP,MFFW,Almería,21.0,2001.0,34,22,2047,22.7,9,4,13,9,0,0,1,0,8.6,8.6,3.7,12.2,56,81,94,0.4,0.18,0.57,0.4,0.57,0.38,0.16,0.54,0.38,0.54,Matches
39,40,Kepa Arrizabalaga,es ESP,GK,Real Madrid,28.0,1994.0,14,13,1198,13.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
40,41,Iago Aspas,es ESP,FW,Celta Vigo,35.0,1987.0,35,31,2707,30.1,9,10,19,6,3,5,6,1,11.5,7.5,10.1,17.6,84,161,202,0.3,0.33,0.63,0.2,0.53,0.38,0.34,0.72,0.25,0.59,Matches
41,42,Ezequiel Ávila,ar ARG,FWMF,Osasuna,29.0,1994.0,17,10,864,9.6,1,3,4,1,0,0,3,2,2.0,2.0,2.3,4.3,14,39,75,0.1,0.31,0.42,0.1,0.42,0.21,0.24,0.45,0.21,0.45,Matches
42,43,Ezequiel Ávila,ar ARG,FW,Betis,29.0,1994.0,6,4,298,3.3,1,0,1,1,0,0,4,1,0.7,0.7,0.1,0.8,7,6,31,0.3,0.0,0.3,0.3,0.3,0.22,0.02,0.24,0.22,0.24,Matches
43,44,César Azpilicueta,es ESP,DF,Atlético Madrid,33.0,1989.0,25,14,1423,15.8,0,2,2,0,0,0,4,0,0.6,0.6,2.4,3.0,39,77,39,0.0,0.13,0.13,0.0,0.13,0.04,0.15,0.19,0.04,0.19,Matches
44,45,Iddrisu Baba,gh GHA,MF,Almería,27.0,1996.0,25,14,1430,15.9,0,0,0,0,0,0,5,0,0.7,0.7,0.6,1.3,1,60,5,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.08,0.05,0.08,Matches
45,46,Srđan Babić,rs SRB,DF,Almería,27.0,1996.0,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,6,0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches
46,47,Loïc Bade,fr FRA,DF,Sevilla,23.0,2000.0,28,27,2277,25.3,0,1,1,0,0,0,5,1,0.9,0.9,0.5,1.3,15,76,3,0.0,0.04,0.04,0.0,0.04,0.04,0.02,0.05,0.04,0.05,Matches
47,48,Alex Baena,es ESP,MFFW,Villarreal,22.0,2001.0,34,33,2579,28.7,2,14,16,2,0,1,11,1,7.9,7.1,9.2,16.3,84,165,181,0.07,0.49,0.56,0.07,0.56,0.27,0.32,0.6,0.25,0.57,Matches
48,49,Eric Bailly,ci CIV,DF,Villarreal,29.0,1994.0,10,9,839,9.3,0,0,0,0,0,0,4,0,0.2,0.2,0.0,0.2,3,18,1,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches
49,50,Cédric Bakambu,cd COD,FW,Betis,32.0,1991.0,4,2,194,2.2,0,0,0,0,0,0,1,0,0.4,0.4,0.3,0.7,5,4,12,0.0,0.0,0.0,0.0,0.0,0.2,0.13,0.33,0.2,0.33,Matches
50,51,Alejandro Balde,es ESP,DF,Barcelona,19.0,2003.0,18,15,1378,15.3,0,1,1,0,0,0,1,0,0.1,0.1,1.2,1.4,73,41,141,0.0,0.07,0.07,0.0,0.07,0.01,0.08,0.09,0.01,0.09,Matches
51,52,Iván Balliu,al ALB,DF,Rayo Vallecano,31.0,1992.0,33,32,2873,31.9,0,1,1,0,0,0,4,0,0.7,0.7,2.6,3.3,50,98,100,0.0,0.03,0.03,0.0,0.03,0.02,0.08,0.1,0.02,0.1,Matches
52,53,Jonathan Bamba,ci CIV,MFFW,Celta Vigo,27.0,1996.0,27,24,1981,22.0,3,2,5,3,0,0,0,0,3.0,3.0,4.7,7.7,107,80,169,0.14,0.09,0.23,0.14,0.23,0.14,0.21,0.35,0.14,0.35,Matches
53,54,Léo Baptistão,br BRA,FW,Almería,30.0,1992.0,32,22,1837,20.4,6,0,6,6,0,0,6,1,5.3,5.3,1.8,7.1,26,45,88,0.29,0.0,0.29,0.29,0.29,0.25,0.09,0.34,0.25,0.34,Matches
54,55,Kike Barja,es ESP,FWMF,Osasuna,26.0,1997.0,16,3,303,3.4,0,0,0,0,0,0,3,0,0.2,0.2,0.5,0.7,17,8,41,0.0,0.0,0.0,0.0,0.0,0.07,0.14,0.2,0.07,0.2,Matches
55,56,Ander Barrenetxea,es ESP,FWMF,Real Sociedad,21.0,2001.0,29,20,1427,15.9,4,1,5,4,0,0,1,0,3.5,3.5,1.3,4.8,56,39,163,0.25,0.06,0.32,0.25,0.32,0.22,0.08,0.3,0.22,0.3,Matches
56,57,Pablo Barrios,es ESP,MF,Atlético Madrid,20.0,2003.0,24,17,1555,17.3,0,1,1,0,0,0,5,0,0.9,0.9,1.9,2.8,37,98,56,0.0,0.06,0.06,0.0,0.06,0.05,0.11,0.16,0.05,0.16,Matches
57,58,Marc Bartra,es ESP,DF,Betis,32.0,1991.0,3,3,225,2.5,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,2,5,0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,Matches
58,59,Augusto Batalla,ar ARG,GK,Granada,27.0,1996.0,17,17,1530,17.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
59,60,Bebé,cv CPV,MFFW,Rayo Vallecano,33.0,1990.0,19,0,212,2.4,2,0,2,1,1,1,1,0,1.4,0.7,0.2,0.9,17,6,24,0.85,0.0,0.85,0.42,0.42,0.61,0.09,0.7,0.28,0.37,Matches
60,61,Sheraldo Becker,sr SUR,FWMF,Real Sociedad,28.0,1995.0,15,8,771,8.6,2,2,4,2,0,0,1,0,1.4,1.4,1.8,3.2,28,13,87,0.23,0.23,0.47,0.23,0.47,0.17,0.21,0.38,0.17,0.38,Matches
61,62,Héctor Bellerín,es ESP,DF,Betis,28.0,1995.0,23,20,1711,19.0,0,1,1,0,0,0,0,1,0.2,0.2,1.6,1.7,32,81,80,0.0,0.05,0.05,0.0,0.05,0.01,0.08,0.09,0.01,0.09,Matches
62,63,Jude Bellingham,eng ENG,MF,Real Madrid,20.0,2003.0,28,27,2315,25.7,19,6,25,18,1,1,5,1,11.1,10.3,5.3,15.6,85,196,177,0.74,0.23,0.97,0.7,0.93,0.43,0.21,0.64,0.4,0.61,Matches
63,64,Fran Beltrán,es ESP,MF,Celta Vigo,24.0,1999.0,33,28,2428,27.0,0,0,0,0,0,0,2,0,0.7,0.7,1.1,1.8,28,134,30,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.07,0.03,0.07,Matches
64,65,Carlos Benavídez,uy URU,MF,Alavés,25.0,1998.0,29,10,1136,12.6,3,1,4,3,0,0,5,0,1.0,1.0,0.5,1.5,9,60,5,0.24,0.08,0.32,0.24,0.32,0.08,0.04,0.12,0.08,0.12,Matches
65,66,Yuri Berchiche,es ESP,DF,Athletic Club,33.0,1990.0,27,22,1930,21.4,3,1,4,3,0,0,5,0,0.9,0.7,1.6,2.4,36,132,77,0.14,0.05,0.19,0.14,0.19,0.04,0.08,0.12,0.03,0.11,Matches
66,67,Álex Berenguer,es ESP,FW,Athletic Club,28.0,1995.0,35,15,1592,17.7,7,3,10,6,1,1,4,0,5.2,4.4,3.7,8.1,61,30,143,0.4,0.17,0.57,0.34,0.51,0.29,0.21,0.5,0.25,0.46,Matches
67,68,Isaac Bernal,es ESP,FW,Sevilla,23.0,2000.0,14,14,1039,11.5,4,4,8,4,0,0,2,0,7.3,7.3,1.7,9.0,31,16,64,0.35,0.35,0.69,0.35,0.69,0.63,0.15,0.78,0.63,0.78,Matches
68,69,Antonio Blanco,es ESP,MF,Alavés,23.0,2000.0,33,29,2426,27.0,0,1,1,0,0,0,5,1,0.8,0.8,1.2,2.1,20,133,22,0.0,0.04,0.04,0.0,0.04,0.03,0.05,0.08,0.03,0.08,Matches
69,70,Daley Blind,nl NED,DF,Girona,33.0,1990.0,34,33,2972,33.0,1,2,3,1,0,0,6,0,1.7,1.7,1.1,2.8,48,209,22,0.03,0.06,0.09,0.03,0.09,0.05,0.03,0.09,0.05,0.09,Matches
70,71,Adri Bosch,es ESP,DF,Granada,22.0,2001.0,1,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
71,72,Yassine Bounou,ma MAR,GK,Sevilla,32.0,1991.0,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
72,73,Lucas Boyé,ar ARG,FW,Granada,27.0,1996.0,31,30,2541,28.2,6,3,9,6,0,0,8,1,6.2,6.2,2.8,8.9,36,65,131,0.21,0.11,0.32,0.21,0.32,0.22,0.1,0.32,0.22,0.32,Matches
73,74,Juan Brandáriz,es ESP,DF,Almería,24.0,1999.0,31,26,2434,27.0,0,1,1,0,0,0,4,0,1.0,1.0,1.4,2.4,11,68,4,0.0,0.04,0.04,0.0,0.04,0.04,0.05,0.09,0.04,0.09,Matches
74,75,Darko Brašanac,rs SRB,MF,Osasuna,31.0,1992.0,2,0,48,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.07,Matches
75,76,Brau,es ESP,DF,Granada,21.0,2001.0,1,0,31,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
76,77,Claudio Bravo,cl CHI,GK,Betis,40.0,1983.0,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches
77,78,Ben Brereton,cl CHI,FWMF,Villarreal,24.0,1999.0,14,2,270,3.0,0,0,0,0,0,0,2,0,0.2,0.2,0.3,0.5,6,14,35,0.0,0.0,0.0,0.0,0.0,0.07,0.09,0.16,0.07,0.16,Matches
78,79,Ante Budimir,hr CRO,FW,Osasuna,32.0,1991.0,33,29,2435,27.1,17,2,19,14,3,4,4,0,14.2,11.1,1.8,12.9,21,42,99,0.63,0.07,0.7,0.52,0.59,0.53,0.07,0.59,0.41,0.48,Matches
79,80,Pablo Busto,es ESP,DF,Betis,17.0,2005.0,2,0,44,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,1,1,1,0.0,0.0,0.0,0.0,0.0,0.03,0.41,0.44,0.03,0.44,Matches
80,81,José Callejón,es ESP,MFFW,Granada,36.0,1987.0,25,7,803,8.9,0,1,1,0,0,0,2,0,1.3,1.3,1.5,2.8,10,35,50,0.0,0.11,0.11,0.0,0.11,0.15,0.17,0.32,0.15,0.32,Matches
81,82,Eduardo Camavinga,fr FRA,MFDF,Real Madrid,20.0,2002.0,31,21,1817,20.2,0,2,2,0,0,0,9,0,0.9,0.9,1.4,2.3,49,106,31,0.0,0.1,0.1,0.0,0.1,0.05,0.07,0.11,0.05,0.11,Matches
82,83,Sergio Camello,es ESP,FW,Rayo Vallecano,22.0,2001.0,31,20,1661,18.5,3,1,4,3,0,0,3,0,4.5,4.5,1.3,5.8,22,41,79,0.16,0.05,0.22,0.16,0.22,0.24,0.07,0.31,0.24,0.31,Matches
83,84,José Campaña,es ESP,MF,Las Palmas,30.0,1993.0,8,1,171,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,15,4,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches
84,85,João Cancelo,pt POR,DF,Barcelona,29.0,1994.0,32,29,2503,27.8,2,4,6,2,0,0,7,0,1.6,1.6,6.1,7.7,106,141,193,0.07,0.14,0.22,0.07,0.22,0.06,0.22,0.28,0.06,0.28,Matches
85,86,Sergi Canós,es ESP,MFFW,Valencia,26.0,1997.0,27,15,1229,13.7,1,2,3,1,0,0,1,0,2.8,2.8,2.4,5.3,32,52,88,0.07,0.15,0.22,0.07,0.22,0.21,0.18,0.39,0.21,0.39,Matches
86,87,Étienne Capoue,fr FRA,MF,Villarreal,35.0,1988.0,32,15,1455,16.2,1,1,2,1,0,0,8,0,1.0,1.0,0.6,1.6,24,80,38,0.06,0.06,0.12,0.06,0.12,0.06,0.04,0.1,0.06,0.1,Matches
87,88,Isaac Carcelen,es ESP,DF,Cádiz,30.0,1993.0,35,29,2611,29.0,0,0,0,0,0,0,2,0,0.6,0.6,1.0,1.6,25,75,70,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.06,0.02,0.06,Matches
88,89,Cárdenas,es ESP,GK,Rayo Vallecano,26.0,1997.0,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
89,90,Marc Cardona,es ESP,FW,Las Palmas,28.0,1995.0,25,6,723,8.0,4,1,5,3,1,1,4,0,4.2,3.5,1.1,4.5,10,13,74,0.5,0.12,0.62,0.37,0.5,0.52,0.13,0.65,0.42,0.55,Matches
90,91,Sergi Cardona,es ESP,DF,Las Palmas,24.0,1999.0,35,30,2814,31.3,1,2,3,1,0,0,11,0,2.7,2.7,2.8,5.5,60,160,165,0.03,0.06,0.1,0.03,0.1,0.09,0.09,0.18,0.09,0.18,Matches
91,92,Johnny Cardoso,us USA,MF,Betis,21.0,2001.0,17,15,1328,14.8,1,2,3,1,0,0,3,0,1.1,1.1,0.5,1.6,10,45,11,0.07,0.14,0.2,0.07,0.2,0.07,0.03,0.11,0.07,0.11,Matches
92,93,Carmona,es ESP,DFMF,Getafe,21.0,2002.0,30,15,1313,14.6,1,1,2,1,0,0,8,0,0.8,0.8,1.0,1.8,29,39,55,0.07,0.07,0.14,0.07,0.14,0.06,0.07,0.12,0.06,0.12,Matches
93,94,Yannick Carrasco,be BEL,DF,Atlético Madrid,29.0,1993.0,3,3,221,2.5,0,1,1,0,0,0,0,0,0.1,0.1,0.2,0.3,9,6,17,0.0,0.41,0.41,0.0,0.41,0.03,0.1,0.12,0.03,0.12,Matches
94,95,Álvaro Carreras,es ESP,MFFW,Granada,20.0,2003.0,13,5,475,5.3,0,0,0,0,0,0,1,0,0.4,0.4,0.4,0.8,13,14,31,0.0,0.0,0.0,0.0,0.0,0.07,0.08,0.15,0.07,0.15,Matches
95,96,Dani Carvajal,es ESP,DF,Real Madrid,31.0,1992.0,28,25,2171,24.1,4,3,7,4,0,0,5,1,1.7,1.7,2.7,4.4,30,82,168,0.17,0.12,0.29,0.17,0.29,0.07,0.11,0.18,0.07,0.18,Matches
96,97,William Carvalho,pt POR,MF,Betis,31.0,1992.0,22,4,680,7.6,1,3,4,1,0,0,2,0,0.4,0.4,0.7,1.1,12,58,12,0.13,0.4,0.53,0.13,0.53,0.05,0.09,0.14,0.05,0.14,Matches
97,98,Marc Casado,es ESP,MF,Barcelona,19.0,2003.0,2,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
98,99,Catena,es ESP,DF,Osasuna,28.0,1994.0,30,28,2534,28.2,1,3,4,1,0,0,8,1,1.3,1.3,1.0,2.4,5,77,1,0.04,0.11,0.14,0.04,0.14,0.05,0.04,0.08,0.05,0.08,Matches
99,100,Dani Ceballos,es ESP,MFFW,Real Madrid,26.0,1996.0,20,5,598,6.6,0,2,2,0,0,0,2,0,0.3,0.3,1.5,1.8,16,47,23,0.0,0.3,0.3,0.0,0.3,0.05,0.22,0.27,0.05,0.27,Matches
100,101,Álex Centelles,es ESP,DF,Almería,25.0,1997.0,14,11,980,10.9,0,1,1,0,0,0,2,0,0.0,0.0,1.6,1.6,16,31,53,0.0,0.09,0.09,0.0,0.09,0.0,0.14,0.15,0.0,0.15,Matches
101,102,Franco Cervi,ar ARG,MFDF,Celta Vigo,29.0,1994.0,17,5,546,6.1,0,1,1,0,0,0,2,0,0.5,0.5,2.0,2.5,16,24,36,0.0,0.16,0.16,0.0,0.16,0.08,0.34,0.41,0.08,0.41,Matches
102,103,Pep Chavarría,es ESP,DFMF,Rayo Vallecano,25.0,1998.0,22,12,1167,13.0,1,1,2,1,0,0,6,1,1.0,1.0,0.7,1.7,28,74,84,0.08,0.08,0.15,0.08,0.15,0.07,0.05,0.13,0.07,0.13,Matches
