,_Rk,_Player,_Nation,_Pos,_Squad,_Age,_Born,PlayingTime_MP,PlayingTime_Min,PlayingTime_Mn/MP,PlayingTime_Min%,PlayingTime_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,TeamSuccess_PPM,TeamSuccess_onG,TeamSuccess_onGA,TeamSuccess_+/-,TeamSuccess_+/-90,TeamSuccess_On-Off,TeamSuccess(xG)_onxG,TeamSuccess(xG)_onxGA,TeamSuccess(xG)_xG+/-,TeamSuccess(xG)_xG+/-90,TeamSuccess(xG)_On-Off,Matches
0,1,Max Aarons,eng ENG,DF,Bournemouth,23.0,2000.0,20,1237.0,62.0,36.2,13.7,13,85.0,9,7,19.0,5,0.8,12.0,34.0,-22.0,-1.6,-1.97,14.2,27.1,-12.8,-0.94,-1.37,Matches
1,2,Joshua Acheampong,eng ENG,DF,Chelsea,17.0,2006.0,1,6.0,6.0,0.2,0.1,0,,0,1,6.0,3,3.0,0.0,0.0,0.0,0.0,-0.37,0.0,0.6,-0.5,-7.7,-8.15,Matches
2,3,Bénie Adama Traore,ci CIV,FWMF,Sheffield Utd,20.0,2002.0,8,387.0,48.0,11.3,4.3,3,86.0,1,5,26.0,11,0.13,2.0,13.0,-11.0,-2.56,-0.84,3.1,11.5,-8.4,-1.96,-1.08,Matches
3,4,Tyler Adams,us USA,MF,Bournemouth,24.0,1999.0,3,121.0,40.0,3.5,1.3,1,90.0,1,2,16.0,2,2.0,4.0,3.0,1.0,0.74,1.13,2.1,1.5,0.6,0.43,0.51,Matches
4,5,Tosin Adarabioyo,eng ENG,DF,Fulham,25.0,1997.0,20,1617.0,81.0,47.3,18.0,18,90.0,17,2,2.0,2,1.4,28.0,25.0,3.0,0.17,0.62,27.6,28.0,-0.5,-0.03,0.56,Matches
5,6,Tayo Adaramola,ie IRL,DF,Crystal Palace,19.0,2003.0,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
6,7,Elijah Adebayo,eng ENG,FW,Luton Town,25.0,1998.0,27,1419.0,53.0,41.5,15.8,16,77.0,5,11,16.0,0,0.78,30.0,36.0,-6.0,-0.38,0.83,22.2,28.4,-6.3,-0.4,0.92,Matches
7,8,Val Adedokun,ie IRL,FW,Brentford,20.0,2003.0,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
8,9,Simon Adingra,ci CIV,FW,Brighton,21.0,2002.0,31,2222.0,72.0,65.0,24.7,25,83.0,10,6,26.0,1,1.19,34.0,38.0,-4.0,-0.16,0.06,33.9,35.9,-2.0,-0.08,-0.34,Matches
9,10,Adrián,es ESP,GK,Liverpool,36.0,1987.0,0,,,,,0,,0,0,,15,,,,,,,,,,,,Matches
10,11,Nayef Aguerd,ma MAR,DF,West Ham,27.0,1996.0,21,1857.0,88.0,54.3,20.6,21,88.0,19,0,,4,1.19,26.0,44.0,-18.0,-0.87,-1.1,25.0,38.2,-13.2,-0.64,-0.32,Matches
11,12,Brandon Aguilera,cr CRC,FW,Nott'ham Forest,20.0,2003.0,1,5.0,5.0,0.1,0.1,0,,0,1,5.0,3,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.09,Matches
12,13,Naouirou Ahamada,fr FRA,MFFW,Crystal Palace,21.0,2002.0,20,349.0,17.0,10.2,3.9,0,,0,20,17.0,14,0.85,13.0,14.0,-1.0,-0.26,-0.26,10.0,8.6,1.4,0.35,0.49,Matches
13,14,Anel Ahmedhodžić,ba BIH,DF,Sheffield Utd,24.0,1999.0,31,2649.0,85.0,77.5,29.4,29,89.0,27,2,34.0,0,0.35,28.0,89.0,-61.0,-2.07,-1.14,31.9,61.5,-29.6,-1.01,0.01,Matches
14,15,Ola Aina,ng NGA,DF,Nott'ham Forest,26.0,1996.0,22,1692.0,77.0,49.5,18.8,20,84.0,9,2,5.0,3,1.0,27.0,39.0,-12.0,-0.64,-0.33,23.3,28.6,-5.3,-0.28,-0.39,Matches
15,16,Rayan Aït-Nouri,dz ALG,DFMF,Wolves,22.0,2001.0,33,2329.0,71.0,68.1,25.9,29,76.0,10,4,30.0,0,1.21,36.0,43.0,-7.0,-0.27,0.39,32.8,45.5,-12.7,-0.49,0.19,Matches
16,17,Kristoffer Ajer,no NOR,DF,Brentford,25.0,1998.0,28,1832.0,65.0,53.6,20.4,21,84.0,13,7,11.0,1,1.14,28.0,33.0,-5.0,-0.25,-0.02,32.5,29.6,2.9,0.14,0.18,Matches
17,18,Manuel Akanji,ch SUI,DFMF,Manchester City,28.0,1995.0,30,2511.0,84.0,73.4,27.9,28,88.0,25,2,23.0,4,2.4,72.0,23.0,49.0,1.76,0.47,57.1,26.8,30.4,1.09,-0.35,Matches
18,19,Nathan Aké,nl NED,DF,Manchester City,28.0,1995.0,29,2042.0,70.0,59.7,22.7,24,83.0,19,5,12.0,6,2.38,55.0,20.0,35.0,1.54,-0.22,43.8,21.6,22.2,0.98,-0.51,Matches
19,20,Thiago Alcántara,es ESP,MF,Liverpool,32.0,1991.0,1,6.0,6.0,0.2,0.1,0,,0,1,6.0,0,0.0,0.0,1.0,-1.0,-15.0,-16.21,0.0,0.0,0.0,-0.62,-1.73,Matches
20,21,Trent Alexander-Arnold,eng ENG,DF,Liverpool,24.0,1998.0,28,2155.0,77.0,63.0,23.9,25,83.0,14,3,28.0,0,2.0,53.0,28.0,25.0,1.04,-0.38,54.5,28.5,26.0,1.09,-0.05,Matches
21,22,Alisson,br BRA,GK,Liverpool,30.0,1992.0,28,2520.0,90.0,73.7,28.0,28,90.0,28,0,,0,2.0,60.0,30.0,30.0,1.07,-0.43,62.1,35.4,26.7,0.95,-0.58,Matches
22,23,Miguel Almirón,py PAR,FW,Newcastle Utd,29.0,1994.0,33,1937.0,59.0,56.6,21.5,23,74.0,5,10,23.0,0,1.52,40.0,40.0,0.0,0.0,-1.4,39.2,37.4,1.8,0.08,-0.7,Matches
23,24,Edson Álvarez,mx MEX,MF,West Ham,25.0,1997.0,31,2377.0,77.0,69.5,26.4,28,82.0,18,3,25.0,1,1.48,40.0,45.0,-5.0,-0.19,0.59,35.4,49.0,-13.6,-0.52,-0.07,Matches
24,25,Julián Álvarez,ar ARG,MFFW,Manchester City,23.0,2000.0,36,2647.0,74.0,77.4,29.4,31,83.0,15,5,13.0,2,2.42,76.0,24.0,52.0,1.77,0.6,61.4,25.9,35.5,1.21,0.11,Matches
25,26,Steven Alzate,co COL,MF,Brighton,24.0,1998.0,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
26,27,Harry Amass,eng ENG,DF,Manchester Utd,16.0,2007.0,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
27,28,Zeki Amdouni,ch SUI,FW,Burnley,22.0,2000.0,34,1953.0,57.0,57.1,21.7,27,69.0,2,7,14.0,4,0.62,20.0,41.0,-21.0,-0.97,0.01,19.5,36.2,-16.7,-0.77,0.03,Matches
28,29,Jordan Amissah,gh GHA,GK,Sheffield Utd,21.0,2001.0,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
29,30,Sofyan Amrabat,ma MAR,MFDF,Manchester Utd,26.0,1996.0,21,938.0,45.0,27.4,10.4,10,83.0,6,11,10.0,8,1.71,8.0,15.0,-7.0,-0.67,-0.89,14.3,19.1,-4.7,-0.45,-0.17,Matches
30,31,Joseph Anang,eng ENG,GK,West Ham,23.0,2000.0,0,,,,,0,,0,0,,7,,,,,,,,,,,,Matches
31,32,Joachim Andersen,dk DEN,DF,Crystal Palace,27.0,1996.0,38,3415.0,90.0,99.9,37.9,38,90.0,36,0,,0,1.29,57.0,58.0,-1.0,-0.03,-0.03,48.6,52.0,-3.4,-0.09,-0.09,Matches
32,33,Elliot Anderson,sct SCO,MFFW,Newcastle Utd,20.0,2002.0,21,1027.0,49.0,30.0,11.4,10,80.0,3,11,21.0,0,1.86,30.0,14.0,16.0,1.4,1.14,25.9,12.2,13.7,1.2,1.17,Matches
33,34,Vincent Angelini,sct SCO,GK,Brentford,19.0,2003.0,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
34,35,Jaidon Anthony,eng ENG,FW,Bournemouth,23.0,1999.0,3,152.0,51.0,4.4,1.7,2,61.0,0,1,31.0,0,0.33,1.0,5.0,-4.0,-2.37,-2.12,0.6,4.4,-3.8,-2.27,-2.31,Matches
35,36,Michail Antonio,jm JAM,FW,West Ham,33.0,1990.0,26,1695.0,65.0,49.6,18.8,21,75.0,2,5,26.0,0,1.27,33.0,34.0,-1.0,-0.05,0.63,27.1,35.1,-8.0,-0.42,0.14,Matches
36,37,Antony,br BRA,FW,Manchester Utd,23.0,2000.0,29,1324.0,46.0,38.7,14.7,15,73.0,3,14,16.0,4,1.41,20.0,26.0,-6.0,-0.41,-0.62,25.5,25.4,0.1,0.01,0.55,Matches
37,38,Oliver Arblaster,eng ENG,MF,Sheffield Utd,19.0,2004.0,12,943.0,79.0,27.6,10.5,11,83.0,7,1,27.0,2,0.25,13.0,28.0,-15.0,-1.43,0.53,14.0,20.3,-6.3,-0.6,0.56,Matches
38,39,Cameron Archer,eng ENG,FWMF,Sheffield Utd,22.0,2001.0,29,1832.0,63.0,53.6,20.4,21,80.0,9,8,19.0,0,0.48,22.0,50.0,-28.0,-1.38,0.95,23.6,41.6,-18.0,-0.88,0.28,Matches
39,40,Cameron Archer,eng ENG,MF,Aston Villa,22.0,2001.0,1,6.0,6.0,0.2,0.1,0,,0,1,6.0,1,3.0,0.0,0.0,0.0,0.0,-0.4,0.0,0.0,0.0,0.0,-0.09,Matches
40,41,Alphonse Areola,fr FRA,GK,West Ham,30.0,1993.0,31,2699.0,87.0,78.9,30.0,31,87.0,28,0,,2,1.35,49.0,53.0,-4.0,-0.13,1.11,41.7,54.3,-12.7,-0.42,0.34,Matches
41,42,Benjamin Arthur,eng ENG,DF,Brentford,17.0,2005.0,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
42,43,Lorenz Assignon,tg TOG,DF,Burnley,23.0,2000.0,15,1234.0,82.0,36.1,13.7,15,82.0,10,0,,0,0.73,14.0,30.0,-16.0,-1.17,-0.3,17.4,28.7,-11.3,-0.83,-0.07,Matches
43,44,Bigo Atom,de GER,DF,Brighton,18.0,2005.0,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
44,45,Serge Aurier,ci CIV,DFMF,Nott'ham Forest,30.0,1992.0,12,833.0,69.0,24.4,9.3,10,80.0,6,2,18.0,1,1.0,9.0,15.0,-6.0,-0.65,-0.23,10.1,14.1,-4.0,-0.43,-0.45,Matches
45,46,Brandon Austin,eng ENG,GK,Tottenham,24.0,1999.0,0,,,,,0,,0,0,,18,,,,,,,,,,,,Matches
46,47,Taiwo Awoniyi,ng NGA,FW,Nott'ham Forest,25.0,1997.0,20,1042.0,52.0,30.5,11.6,12,74.0,1,8,19.0,0,1.05,17.0,21.0,-4.0,-0.35,0.18,13.1,16.2,-3.0,-0.26,-0.25,Matches
47,48,Jordan Ayew,gh GHA,FWMF,Crystal Palace,31.0,1991.0,35,2543.0,73.0,74.4,28.3,30,82.0,17,5,19.0,1,1.29,33.0,37.0,-4.0,-0.14,-0.45,31.8,35.2,-3.4,-0.12,-0.12,Matches
48,49,Benoît Badiashile,fr FRA,DF,Chelsea,22.0,2001.0,18,1338.0,74.0,39.1,14.9,15,88.0,13,3,7.0,7,1.67,31.0,31.0,0.0,0.0,-0.61,31.0,25.7,5.3,0.36,-0.13,Matches
49,50,Leon Bailey,jm JAM,MFFW,Aston Villa,25.0,1997.0,35,2068.0,59.0,60.5,23.0,22,76.0,3,13,31.0,1,1.77,53.0,32.0,21.0,0.91,1.31,43.0,35.8,7.2,0.31,0.56,Matches
50,51,Stefan Bajcetic,es ESP,MF,Liverpool,18.0,2004.0,1,26.0,26.0,0.8,0.3,0,,0,1,26.0,6,3.0,0.0,2.0,-2.0,-6.92,-8.17,0.8,0.9,-0.2,-0.58,-1.7,Matches
51,52,Ellery Balcombe,eng ENG,GK,Brentford,23.0,1999.0,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
52,53,George Baldock,gr GRE,DF,Sheffield Utd,30.0,1993.0,13,969.0,75.0,28.3,10.8,11,82.0,9,2,33.0,1,0.54,11.0,21.0,-10.0,-0.93,1.24,9.3,21.8,-12.5,-1.16,-0.21,Matches
53,54,Carlos Baleba,cm CMR,MF,Brighton,19.0,2004.0,27,1325.0,49.0,38.7,14.7,15,78.0,7,12,13.0,7,1.07,14.0,28.0,-14.0,-0.95,-1.25,16.0,23.5,-7.5,-0.51,-0.89,Matches
54,55,Fodé Ballo-Touré,sn SEN,DFMF,Fulham,26.0,1997.0,6,71.0,12.0,2.1,0.8,0,,0,6,12.0,16,2.0,2.0,1.0,1.0,1.27,1.46,1.9,1.1,0.8,0.98,1.32,Matches
55,56,Mauro Bandeira,pt POR,MF,Arsenal,19.0,2003.0,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
56,57,Shandon Baptiste,gd GRN,MF,Brentford,25.0,1998.0,10,229.0,23.0,6.7,2.5,2,66.0,0,8,12.0,11,1.0,3.0,5.0,-2.0,-0.79,-0.59,4.8,3.0,1.8,0.69,0.68,Matches
57,58,Valentín Barco,ar ARG,DFFW,Brighton,19.0,2004.0,6,307.0,51.0,9.0,3.4,3,87.0,2,3,16.0,4,0.5,1.0,9.0,-8.0,-2.35,-2.37,4.3,4.9,-0.7,-0.19,-0.25,Matches
58,59,Ross Barkley,eng ENG,MF,Luton Town,29.0,1993.0,32,2618.0,82.0,76.5,29.1,30,86.0,24,2,15.0,0,0.69,43.0,66.0,-23.0,-0.79,0.33,31.4,59.3,-27.9,-0.96,-0.1,Matches
59,60,Harvey Barnes,eng ENG,FWMF,Newcastle Utd,25.0,1997.0,21,802.0,38.0,23.5,8.9,7,67.0,1,14,24.0,0,1.76,24.0,10.0,14.0,1.57,1.26,19.7,10.1,9.6,1.07,0.9,Matches
60,61,Ty Barnett,eng ENG,FW,Wolves,18.0,2005.0,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
