,_Rk,_Player,_Nation,_Pos,_Squad,_Age,_Born,PlayingTime_MP,PlayingTime_Starts,PlayingTime_Min,PlayingTime_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per90Minutes_Gls,Per90Minutes_Ast,Per90Minutes_G+A,Per90Minutes_G-PK,Per90Minutes_G+A-PK,Per90Minutes_xG,Per90Minutes_xAG,Per90Minutes_xG+xAG,Per90Minutes_npxG,Per90Minutes_npxG+xAG,Matches
12,13,Lorenzo Amatucci,it ITA,MF,Fiorentina,19.0,2004.0,2,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches
13,14,Bruno Amione,ar ARG,DF,Hellas Verona,21.0,2002.0,10,7,579,6.4,0,0,0,0,0,0,2,0,0.3,0.3,0.0,0.3,2.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.05,0.05,0.05,Matches
14,15,Felipe Anderson,br BRA,FWMF,Lazio,30.0,1993.0,38,33,2770,30.8,5,6,11,5,0,0,3,0,4.4,4.4,6.3,10.7,108.0,126.0,226.0,0.16,0.19,0.36,0.16,0.36,0.14,0.21,0.35,0.14,0.35,Matches
15,16,Angeliño,es ESP,DF,Roma,26.0,1997.0,16,14,1141,12.7,0,1,1,0,0,0,2,0,0.2,0.2,1.6,1.7,12.0,40.0,55.0,0.0,0.08,0.08,0.0,0.08,0.01,0.12,0.14,0.01,0.14,Matches
16,17,Houssem Aouar,dz ALG,MFFW,Roma,25.0,1998.0,16,9,756,8.4,4,0,4,4,0,0,3,0,2.3,2.3,0.5,2.8,17.0,26.0,59.0,0.48,0.0,0.48,0.48,0.48,0.28,0.05,0.33,0.28,0.33,Matches
17,18,Simone Aresti,it ITA,GK,Cagliari,37.0,1986.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
18,19,Marko Arnautović,at AUT,FW,Inter,34.0,1989.0,27,5,801,8.9,5,3,8,5,0,0,0,0,5.0,5.0,2.6,7.6,12.0,20.0,77.0,0.56,0.34,0.9,0.56,0.9,0.56,0.29,0.85,0.56,0.85,Matches
19,20,Kristjan Asllani,al ALB,MF,Inter,21.0,2002.0,23,6,787,8.7,1,2,3,1,0,0,1,0,0.6,0.6,1.1,1.6,5.0,32.0,8.0,0.11,0.23,0.34,0.11,0.34,0.07,0.12,0.19,0.06,0.18,Matches
20,21,Emil Audero,it ITA,GK,Inter,26.0,1997.0,4,4,337,3.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
21,22,Tommaso Augello,it ITA,DF,Cagliari,28.0,1994.0,32,28,2418,26.9,1,1,2,1,0,0,5,0,0.5,0.5,2.0,2.5,62.0,96.0,99.0,0.04,0.04,0.07,0.04,0.07,0.02,0.07,0.09,0.02,0.09,Matches
22,23,Carlos Augusto,br BRA,DF,Inter,24.0,1999.0,37,14,1725,19.2,0,3,3,0,0,0,1,0,1.0,1.0,2.8,3.9,42.0,54.0,88.0,0.0,0.16,0.16,0.0,0.16,0.05,0.15,0.2,0.05,0.2,Matches
23,24,Yann Aurel Bisseck,de GER,DF,Inter,22.0,2000.0,16,9,904,10.0,2,0,2,2,0,0,0,0,0.9,0.9,0.5,1.4,24.0,30.0,20.0,0.2,0.0,0.2,0.2,0.2,0.09,0.05,0.14,0.09,0.14,Matches
24,25,Sardar Azmoun,ir IRN,FWMF,Roma,28.0,1995.0,23,3,585,6.5,3,0,3,3,0,0,4,0,2.9,2.9,1.4,4.2,5.0,14.0,35.0,0.46,0.0,0.46,0.46,0.46,0.44,0.21,0.65,0.44,0.65,Matches
25,26,Paulo Azzi,br BRA,DFMF,Cagliari,29.0,1994.0,25,9,950,10.6,0,0,0,0,0,0,1,0,1.2,1.2,0.7,1.9,47.0,35.0,42.0,0.0,0.0,0.0,0.0,0.0,0.12,0.06,0.18,0.12,0.18,Matches
26,27,Oussama El Azzouzi,ma MAR,MF,Bologna,22.0,2001.0,18,5,547,6.1,2,2,4,2,0,0,4,0,0.5,0.5,0.6,1.0,4.0,19.0,8.0,0.33,0.33,0.66,0.33,0.66,0.08,0.09,0.17,0.08,0.17,Matches
27,28,Milan Badelj,hr CRO,MF,Genoa,34.0,1989.0,33,32,2535,28.2,1,3,4,1,0,0,6,0,1.4,1.4,1.1,2.5,18.0,151.0,36.0,0.04,0.11,0.14,0.04,0.14,0.05,0.04,0.09,0.05,0.09,Matches
28,29,Jaime Báez,uy URU,FWMF,Frosinone,28.0,1995.0,11,6,500,5.6,1,0,1,1,0,0,1,0,0.5,0.5,0.5,1.0,12.0,29.0,39.0,0.18,0.0,0.18,0.18,0.18,0.08,0.1,0.18,0.08,0.18,Matches
29,30,Nicola Bagnolini,it ITA,GK,Bologna,19.0,2004.0,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
30,31,Nedim Bajrami,al ALB,MFFW,Sassuolo,24.0,1999.0,28,15,1310,14.6,2,2,4,2,0,0,0,0,2.5,2.5,2.2,4.7,51.0,49.0,70.0,0.14,0.14,0.27,0.14,0.27,0.17,0.15,0.33,0.17,0.33,Matches
31,32,Mitchel Bakker,nl NED,DF,Atalanta,23.0,2000.0,14,3,382,4.2,1,0,1,1,0,0,1,0,0.2,0.2,0.1,0.3,12.0,10.0,20.0,0.24,0.0,0.24,0.24,0.24,0.05,0.03,0.08,0.05,0.08,Matches
32,33,Tommaso Baldanzi,it ITA,MFFW,Empoli,20.0,2003.0,14,8,745,8.3,2,0,2,2,0,0,1,0,2.1,2.1,1.0,3.1,20.0,30.0,40.0,0.24,0.0,0.24,0.24,0.24,0.25,0.13,0.38,0.25,0.38,Matches
33,34,Tommaso Baldanzi,it ITA,FWMF,Roma,20.0,2003.0,13,6,518,5.8,0,0,0,0,0,0,2,0,0.9,0.9,0.7,1.5,18.0,14.0,54.0,0.0,0.0,0.0,0.0,0.0,0.15,0.12,0.27,0.15,0.27,Matches
34,35,Lameck Banda,zm ZAM,FW,Lecce,22.0,2001.0,21,17,1350,15.0,2,4,6,2,0,0,5,1,3.6,3.6,1.9,5.5,70.0,22.0,136.0,0.13,0.27,0.4,0.13,0.4,0.24,0.13,0.37,0.24,0.37,Matches
35,36,Daniel Bandeira,pt POR,MF,Hellas Verona,23.0,2000.0,14,3,446,5.0,0,0,0,0,0,0,2,0,0.1,0.1,0.2,0.3,9.0,34.0,8.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.06,0.01,0.06,Matches
36,37,Mattia Bani,it ITA,DF,Genoa,29.0,1993.0,27,27,2306,25.6,2,0,2,2,0,0,9,0,1.2,1.2,0.1,1.3,5.0,37.0,4.0,0.08,0.0,0.08,0.08,0.08,0.05,0.0,0.05,0.05,0.05,Matches
37,38,Antonín Barák,cz CZE,MFFW,Fiorentina,28.0,1994.0,21,8,808,9.0,2,3,5,2,0,0,2,0,1.5,1.5,2.2,3.8,17.0,33.0,64.0,0.22,0.33,0.56,0.22,0.56,0.17,0.25,0.42,0.17,0.42,Matches
38,39,Nicolò Barella,it ITA,MF,Inter,26.0,1997.0,37,34,2846,31.6,2,3,5,2,0,0,7,0,5.1,5.1,3.4,8.5,68.0,278.0,144.0,0.06,0.09,0.16,0.06,0.16,0.16,0.11,0.27,0.16,0.27,Matches
39,40,Enzo Barrenechea,ar ARG,MF,Frosinone,22.0,2001.0,36,32,2811,31.2,0,1,1,0,0,0,10,0,0.6,0.6,1.7,2.3,10.0,155.0,24.0,0.0,0.03,0.03,0.0,0.03,0.02,0.05,0.07,0.02,0.07,Matches
40,41,Davide Bartesaghi,it ITA,DFMF,Milan,17.0,2005.0,6,0,79,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
41,42,Federico Baschirotto,it ITA,DF,Lecce,26.0,1996.0,37,37,3294,36.6,0,1,1,0,0,0,3,1,1.7,1.5,0.7,2.1,28.0,96.0,3.0,0.0,0.03,0.03,0.0,0.03,0.05,0.02,0.07,0.04,0.06,Matches
42,43,Toma Bašić,hr CRO,MF,Salernitana,26.0,1996.0,15,14,1162,12.9,0,0,0,0,0,0,5,0,0.6,0.6,0.5,1.1,11.0,53.0,16.0,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.09,0.05,0.09,Matches
43,44,Alessandro Bastoni,it ITA,DF,Inter,24.0,1999.0,28,28,2268,25.2,1,3,4,1,0,0,5,0,1.2,1.2,3.4,4.6,63.0,142.0,77.0,0.04,0.12,0.16,0.04,0.16,0.05,0.13,0.18,0.05,0.18,Matches
44,45,Simone Bastoni,it ITA,MFDF,Empoli,26.0,1996.0,16,9,745,8.3,1,0,1,1,0,0,3,0,0.4,0.4,0.5,0.9,12.0,31.0,26.0,0.12,0.0,0.12,0.12,0.12,0.05,0.06,0.11,0.05,0.11,Matches
45,46,Reda Belahyane,fr FRA,MF,Hellas Verona,19.0,2004.0,2,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches
46,47,Raoul Bellanova,it ITA,DF,Torino,23.0,2000.0,37,36,3046,33.8,1,7,8,1,0,0,5,0,2.0,2.0,5.0,7.1,141.0,98.0,202.0,0.03,0.21,0.24,0.03,0.24,0.06,0.15,0.21,0.06,0.21,Matches
47,48,Andrea Belotti,it ITA,FW,Fiorentina,29.0,1993.0,15,11,949,10.5,3,0,3,3,0,0,0,0,3.7,3.7,0.7,4.4,10.0,15.0,60.0,0.28,0.0,0.28,0.28,0.28,0.35,0.07,0.41,0.35,0.41,Matches
48,49,Andrea Belotti,it ITA,FW,Roma,29.0,1993.0,14,6,679,7.5,3,2,5,3,0,0,1,0,2.4,2.4,1.2,3.6,15.0,8.0,49.0,0.4,0.27,0.66,0.4,0.66,0.32,0.16,0.48,0.32,0.48,Matches
49,50,Lucas Beltrán,ar ARG,FWMF,Fiorentina,22.0,2001.0,32,21,1692,18.8,6,2,8,5,1,1,6,0,3.8,3.0,1.5,4.5,12.0,49.0,113.0,0.32,0.11,0.43,0.27,0.37,0.2,0.08,0.28,0.16,0.24,Matches
50,51,Ismaël Bennacer,dz ALG,MF,Milan,25.0,1997.0,20,13,1151,12.8,2,2,4,1,1,1,2,0,1.7,0.9,2.5,3.3,24.0,68.0,33.0,0.16,0.16,0.31,0.08,0.23,0.13,0.19,0.32,0.07,0.26,Matches
51,52,Domenico Berardi,it ITA,FW,Sassuolo,28.0,1994.0,17,17,1431,15.9,9,3,12,4,5,5,6,0,6.5,2.6,3.0,5.6,38.0,83.0,123.0,0.57,0.19,0.75,0.25,0.44,0.41,0.19,0.6,0.16,0.35,Matches
52,53,Bartosz Bereszyński,pl POL,DF,Empoli,31.0,1992.0,24,22,1762,19.6,0,1,1,0,0,0,3,0,0.1,0.1,0.3,0.4,15.0,69.0,18.0,0.0,0.05,0.05,0.0,0.05,0.0,0.02,0.02,0.0,0.02,Matches
53,54,Etrit Berisha,al ALB,GK,Empoli,34.0,1989.0,14,14,1260,14.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
54,55,Medon Berisha,al ALB,FWMF,Lecce,19.0,2003.0,6,2,205,2.3,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,3.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.07,0.11,0.18,0.07,0.18,Matches
55,56,Victor Bernth Kristiansen,dk DEN,DF,Bologna,20.0,2002.0,32,26,2307,25.6,0,3,3,0,0,0,4,0,0.3,0.3,2.4,2.6,23.0,123.0,74.0,0.0,0.12,0.12,0.0,0.12,0.01,0.09,0.1,0.01,0.1,Matches
56,57,Beto,gw GNB,FW,Udinese,25.0,1998.0,1,1,74,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.32,0.0,0.32,Matches
57,58,Davide Bettella,it ITA,MF,Monza,23.0,2000.0,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
58,59,Sam Beukema,nl NED,DF,Bologna,24.0,1998.0,30,29,2547,28.3,1,1,2,1,0,0,6,1,1.9,1.9,0.8,2.7,14.0,76.0,5.0,0.04,0.04,0.07,0.04,0.07,0.07,0.03,0.1,0.07,0.1,Matches
59,60,Jaka Bijol,si SVN,DF,Udinese,24.0,1999.0,24,23,2084,23.2,0,0,0,0,0,0,4,0,1.9,1.9,0.2,2.1,5.0,42.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08,0.01,0.09,0.08,0.09,Matches
60,61,El Bilal Touré,ml MLI,FW,Atalanta,21.0,2001.0,11,3,394,4.4,2,0,2,2,0,0,2,0,1.2,1.2,0.8,2.0,16.0,11.0,39.0,0.46,0.0,0.46,0.46,0.46,0.28,0.18,0.46,0.28,0.46,Matches
61,62,Cristiano Biraghi,it ITA,DF,Fiorentina,30.0,1992.0,29,27,2356,26.2,2,5,7,2,0,1,8,0,1.6,0.8,3.6,4.4,55.0,129.0,109.0,0.08,0.19,0.27,0.08,0.27,0.06,0.14,0.2,0.03,0.17,Matches
62,63,Davide Biraschi,it ITA,DF,Genoa,29.0,1994.0,1,1,90,1.0,1,0,1,1,0,0,0,0,0.1,0.1,0.0,0.1,0.0,5.0,4.0,1.0,0.0,1.0,1.0,1.0,0.1,0.0,0.1,0.1,0.1,Matches
63,64,Samuele Birindelli,it ITA,DF,Monza,24.0,1999.0,35,22,2013,22.4,0,2,2,0,0,0,7,0,1.1,1.1,2.9,4.0,63.0,70.0,122.0,0.0,0.09,0.09,0.0,0.09,0.05,0.13,0.18,0.05,0.18,Matches
64,65,Alexis Blin,fr FRA,MF,Lecce,26.0,1996.0,31,16,1642,18.2,0,2,2,0,0,0,4,0,1.1,1.1,0.7,1.8,7.0,60.0,11.0,0.0,0.11,0.11,0.0,0.11,0.06,0.04,0.1,0.06,0.1,Matches
65,66,Jérôme Boateng,de GER,DF,Salernitana,34.0,1988.0,7,4,238,2.6,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05,Matches
66,67,Emil Bohinen,no NOR,MF,Genoa,24.0,1999.0,5,0,56,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.17,0.0,0.17,Matches
67,68,Emil Bohinen,no NOR,MF,Salernitana,24.0,1999.0,12,7,535,5.9,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,7.0,26.0,10.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05,Matches
68,69,Daniel Boloca,ro ROU,MF,Sassuolo,24.0,1998.0,30,23,2022,22.5,1,0,1,1,0,0,6,1,0.5,0.5,0.4,0.9,27.0,109.0,17.0,0.04,0.0,0.04,0.04,0.04,0.02,0.02,0.04,0.02,0.04,Matches
69,70,Giacomo Bonaventura,it ITA,MF,Fiorentina,33.0,1989.0,31,27,2277,25.3,8,3,11,8,0,1,6,0,5.7,4.4,3.6,8.0,60.0,140.0,107.0,0.32,0.12,0.43,0.32,0.43,0.22,0.14,0.36,0.18,0.32,Matches
70,71,Federico Bonazzoli,it ITA,FWMF,Hellas Verona,26.0,1997.0,24,10,1016,11.3,3,1,4,3,0,0,2,0,2.9,2.9,1.1,4.0,13.0,26.0,73.0,0.27,0.09,0.35,0.27,0.35,0.25,0.1,0.35,0.25,0.35,Matches
71,72,Warren Bondo,fr FRA,MF,Monza,19.0,2003.0,25,14,1475,16.4,1,1,2,1,0,0,9,0,0.9,0.9,0.3,1.2,31.0,43.0,13.0,0.06,0.06,0.12,0.06,0.12,0.06,0.02,0.08,0.06,0.08,Matches
72,73,Giovanni Bonfanti,it ITA,DF,Atalanta,20.0,2003.0,2,1,89,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09,Matches
73,74,Kevin Bonifazi,it ITA,DF,Bologna,27.0,1996.0,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
74,75,Kevin Bonifazi,it ITA,DF,Frosinone,27.0,1996.0,6,3,309,3.4,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches
75,76,Gennaro Borrelli,it ITA,FW,Frosinone,23.0,2000.0,1,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
76,77,Erik Botheim,no NOR,FWMF,Salernitana,23.0,2000.0,7,4,316,3.5,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,3.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches
77,78,Mehdi Bourabia,ma MAR,MF,Frosinone,31.0,1991.0,10,3,200,2.2,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches
78,79,Edoardo Bove,it ITA,MF,Roma,21.0,2002.0,31,18,1780,19.8,0,2,2,0,0,0,2,0,2.0,2.0,0.7,2.7,21.0,88.0,47.0,0.0,0.1,0.1,0.0,0.1,0.1,0.04,0.14,0.1,0.14,Matches
79,80,Domagoj Bradarić,hr CRO,DF,Salernitana,23.0,1999.0,34,30,2749,30.5,0,3,3,0,0,0,5,0,0.8,0.8,1.8,2.6,57.0,76.0,120.0,0.0,0.1,0.1,0.0,0.1,0.03,0.06,0.08,0.03,0.08,Matches
80,81,Josip Brekalo,hr CRO,FW,Fiorentina,25.0,1998.0,11,8,652,7.2,1,0,1,1,0,0,0,0,0.4,0.4,0.3,0.7,14.0,25.0,69.0,0.14,0.0,0.14,0.14,0.14,0.06,0.04,0.1,0.06,0.1,Matches
81,82,Gleison Bremer,br BRA,DF,Juventus,26.0,1997.0,36,36,3233,35.9,3,0,3,3,0,0,9,0,1.4,1.4,0.4,1.9,7.0,120.0,4.0,0.08,0.0,0.08,0.08,0.08,0.04,0.01,0.05,0.04,0.05,Matches
82,83,Brenner,br BRA,MFFW,Udinese,23.0,2000.0,8,2,189,2.1,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,6.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,0.18,0.01,0.2,0.18,0.2,Matches
83,84,Marco Brescianini,it ITA,MF,Frosinone,23.0,2000.0,36,24,2321,25.8,4,2,6,4,0,0,1,0,2.3,2.3,1.6,3.9,46.0,70.0,100.0,0.16,0.08,0.23,0.16,0.23,0.09,0.06,0.15,0.09,0.15,Matches
84,85,Dylan Bronn,tn TUN,DFMF,Salernitana,28.0,1995.0,4,0,52,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches
85,86,Tajon Buchanan,ca CAN,DF,Inter,24.0,1999.0,10,0,161,1.8,1,0,1,1,0,0,0,0,0.2,0.2,0.3,0.5,12.0,4.0,22.0,0.56,0.0,0.56,0.56,0.56,0.11,0.18,0.29,0.11,0.29,Matches
86,87,Alessandro Buongiorno,it ITA,DF,Torino,24.0,1999.0,29,29,2527,28.1,3,0,3,3,0,0,7,0,1.6,1.6,0.1,1.7,14.0,62.0,10.0,0.11,0.0,0.11,0.11,0.11,0.06,0.0,0.06,0.06,0.06,Matches
87,88,Rareș-Cătălin Burnete,ro ROU,FW,Lecce,19.0,2004.0,1,0,8,0.1,0,1,1,0,0,0,0,0,0.0,0.0,0.1,0.1,0.0,0.0,2.0,0.0,11.25,11.25,0.0,11.25,0.0,0.71,0.71,0.0,0.71,Matches
88,89,Jovane Cabral,cv CPV,MFFW,Salernitana,25.0,1998.0,12,8,678,7.5,1,0,1,1,0,0,1,0,1.2,1.2,0.4,1.6,22.0,40.0,39.0,0.13,0.0,0.13,0.13,0.13,0.15,0.06,0.21,0.15,0.21,Matches
89,90,Liberato Cacace,nz NZL,DF,Empoli,22.0,2000.0,31,18,1912,21.2,0,1,1,0,0,0,6,0,0.4,0.4,1.7,2.1,34.0,84.0,55.0,0.0,0.05,0.05,0.0,0.05,0.02,0.08,0.1,0.02,0.1,Matches
90,91,Jens Cajuste,se SWE,MF,Napoli,23.0,1999.0,26,11,1016,11.3,0,2,2,0,0,0,7,0,1.5,1.5,1.1,2.5,19.0,37.0,53.0,0.0,0.18,0.18,0.0,0.18,0.13,0.09,0.22,0.13,0.22,Matches
91,92,Davide Calabria,it ITA,DF,Milan,26.0,1996.0,29,26,2185,24.3,1,3,4,1,0,0,5,2,1.3,1.3,1.2,2.5,31.0,140.0,66.0,0.04,0.12,0.16,0.04,0.16,0.05,0.05,0.1,0.05,0.1,Matches
92,93,Riccardo Calafiori,it ITA,DF,Bologna,21.0,2002.0,30,26,2349,26.1,2,5,7,2,0,0,4,0,1.4,1.4,1.2,2.6,28.0,96.0,23.0,0.08,0.19,0.27,0.08,0.27,0.05,0.05,0.1,0.05,0.1,Matches
93,94,Mattia Caldara,it ITA,DF,Milan,29.0,1994.0,1,0,33,0.4,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.58,0.58,0.58,Matches
94,95,Luca Caldirola,it ITA,DF,Monza,32.0,1991.0,29,23,2141,23.8,1,1,2,1,0,0,7,1,0.5,0.5,0.6,1.1,10.0,56.0,9.0,0.04,0.04,0.08,0.04,0.08,0.02,0.03,0.04,0.02,0.04,Matches
95,96,Hakan Çalhanoğlu,tr TUR,MF,Inter,29.0,1994.0,32,32,2556,28.4,13,3,16,3,10,10,5,0,10.1,2.3,4.7,7.0,45.0,186.0,34.0,0.46,0.11,0.56,0.11,0.21,0.36,0.17,0.52,0.08,0.25,Matches
96,97,Francesco Camarda,it ITA,FW,Milan,15.0,2008.0,2,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
97,98,Nicolò Cambiaghi,it ITA,FWMF,Empoli,22.0,2000.0,37,29,2553,28.4,1,1,2,1,0,0,3,0,3.9,3.9,2.8,6.7,128.0,63.0,197.0,0.04,0.04,0.07,0.04,0.07,0.14,0.1,0.24,0.14,0.24,Matches
98,99,Andrea Cambiaso,it ITA,DFFW,Juventus,23.0,2000.0,34,28,2372,26.4,2,3,5,2,0,0,10,0,2.2,2.2,3.9,6.0,87.0,71.0,172.0,0.08,0.11,0.19,0.08,0.19,0.08,0.15,0.23,0.08,0.23,Matches
99,100,Matteo Cancellieri,it ITA,FWMF,Empoli,21.0,2002.0,36,18,1788,19.9,4,3,7,4,0,0,7,0,4.7,4.7,2.9,7.6,48.0,26.0,138.0,0.2,0.15,0.35,0.2,0.35,0.24,0.15,0.38,0.24,0.38,Matches
100,101,Antonio Candreva,it ITA,MFFW,Salernitana,36.0,1987.0,34,32,2750,30.6,6,6,12,5,1,1,5,0,4.9,4.1,5.0,9.1,67.0,149.0,182.0,0.2,0.2,0.39,0.16,0.36,0.16,0.16,0.32,0.13,0.3,Matches
101,102,Luigi Canotto,it ITA,FW,Frosinone,29.0,1994.0,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
102,103,Gianluca Caprari,it ITA,MFFW,Monza,30.0,1993.0,6,4,285,3.2,0,0,0,0,0,0,0,0,0.7,0.7,0.7,1.4,11.0,15.0,16.0,0.0,0.0,0.0,0.0,0.0,0.22,0.23,0.44,0.22,0.44,Matches
103,104,Elia Caprile,it ITA,GK,Empoli,21.0,2001.0,23,23,2070,23.0,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches
104,105,Francesco Caputo,it ITA,FW,Empoli,35.0,1987.0,20,15,1268,14.1,3,0,3,2,1,1,0,0,3.4,2.6,0.7,3.4,7.0,18.0,65.0,0.21,0.0,0.21,0.14,0.14,0.24,0.05,0.3,0.19,0.24,Matches
105,106,Andrea Carboni,it ITA,DF,Monza,22.0,2001.0,21,16,1487,16.5,1,0,1,1,0,0,1,0,1.2,1.2,0.5,1.7,13.0,46.0,22.0,0.06,0.0,0.06,0.06,0.06,0.07,0.03,0.1,0.07,0.1,Matches
106,107,Valentin Carboni,ar ARG,MFFW,Monza,18.0,2005.0,31,10,1169,13.0,2,3,5,2,0,0,2,0,2.3,2.3,1.7,4.0,52.0,57.0,75.0,0.15,0.23,0.38,0.15,0.38,0.18,0.13,0.31,0.18,0.31,Matches
107,108,Marco Carnesecchi,it ITA,GK,Atalanta,23.0,2000.0,27,27,2425,26.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
108,109,Nicolò Casale,it ITA,DF,Lazio,25.0,1998.0,20,16,1559,17.3,0,0,0,0,0,0,5,0,0.9,0.9,0.0,0.9,20.0,49.0,4.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches
109,110,Giuseppe Caso,it ITA,FWMF,Frosinone,24.0,1998.0,14,2,417,4.6,0,0,0,0,0,0,2,0,0.3,0.3,0.2,0.4,15.0,20.0,37.0,0.0,0.0,0.0,0.0,0.0,0.06,0.04,0.1,0.06,0.1,Matches
110,111,Valentín Castellanos,ar ARG,FW,Lazio,24.0,1998.0,35,16,1682,18.7,4,3,7,4,0,0,2,0,7.3,7.3,1.7,8.9,15.0,47.0,132.0,0.21,0.16,0.37,0.21,0.37,0.39,0.09,0.48,0.39,0.48,Matches
111,112,Samu Castillejo,es ESP,FWMF,Sassuolo,28.0,1995.0,17,6,536,6.0,0,0,0,0,0,0,2,0,0.3,0.3,1.0,1.2,27.0,26.0,45.0,0.0,0.0,0.0,0.0,0.0,0.04,0.16,0.21,0.04,0.21,Matches
112,113,Santiago Castro,ar ARG,FW,Bologna,18.0,2004.0,8,2,242,2.7,1,1,2,1,0,0,1,0,1.0,1.0,0.5,1.5,1.0,1.0,15.0,0.37,0.37,0.74,0.37,0.74,0.35,0.2,0.55,0.35,0.55,Matches
