,_Rk,_Player,_Nation,_Pos,_Squad,_Age,_Born,PlayingTime_MP,PlayingTime_Starts,PlayingTime_Min,PlayingTime_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per90Minutes_Gls,Per90Minutes_Ast,Per90Minutes_G+A,Per90Minutes_G-PK,Per90Minutes_G+A-PK,Per90Minutes_xG,Per90Minutes_xAG,Per90Minutes_xG+xAG,Per90Minutes_npxG,Per90Minutes_npxG+xAG,Matches
213,214,Gerardo Fusco,it ITA,FW,Salernitana,18.0,2005.0,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.22,0.0,0.22,Matches
214,215,Matteo Gabbia,it ITA,DF,Milan,23.0,1999.0,18,14,1275,14.2,2,1,3,2,0,0,5,0,1.6,1.6,0.3,1.9,11.0,42.0,2.0,0.14,0.07,0.21,0.14,0.21,0.11,0.02,0.14,0.11,0.14,Matches
215,216,Gianluca Gaetano,it ITA,FWMF,Cagliari,23.0,2000.0,11,10,745,8.3,4,1,5,3,1,1,1,1,1.3,0.5,1.3,1.8,17.0,41.0,42.0,0.48,0.12,0.6,0.36,0.48,0.15,0.16,0.31,0.06,0.22,Matches
216,217,Gianluca Gaetano,it ITA,MF,Napoli,23.0,2000.0,9,1,161,1.8,1,0,1,1,0,0,1,0,0.6,0.6,0.5,1.1,6.0,6.0,5.0,0.56,0.0,0.56,0.56,0.56,0.35,0.27,0.62,0.35,0.62,Matches
217,218,Roberto Gagliardini,it ITA,MFDF,Monza,29.0,1994.0,33,29,2360,26.2,1,2,3,1,0,0,5,0,2.9,2.9,1.7,4.6,38.0,120.0,36.0,0.04,0.08,0.11,0.04,0.11,0.11,0.06,0.18,0.11,0.18,Matches
218,219,Pablo Galdames Millán,cl CHI,MFDF,Genoa,26.0,1996.0,2,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.25,Matches
219,220,Antonino Gallo,it ITA,DF,Lecce,23.0,2000.0,35,30,2490,27.7,0,3,3,0,0,0,2,0,0.5,0.5,4.5,5.0,69.0,125.0,101.0,0.0,0.11,0.11,0.0,0.11,0.02,0.16,0.18,0.02,0.18,Matches
220,221,Luca Garritano,it ITA,MFDF,Frosinone,29.0,1994.0,12,5,485,5.4,0,0,0,0,0,0,1,0,0.7,0.7,0.3,1.0,6.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.13,0.06,0.19,0.13,0.19,Matches
221,222,Federico Gatti,it ITA,DF,Juventus,25.0,1998.0,32,30,2637,29.3,4,0,4,4,0,0,7,0,5.5,5.5,1.5,7.0,52.0,122.0,43.0,0.14,0.0,0.14,0.14,0.14,0.19,0.05,0.24,0.19,0.24,Matches
222,223,Francesco Gelli,it ITA,MFDF,Frosinone,26.0,1996.0,27,16,1561,17.3,0,0,0,0,0,0,3,0,0.7,0.7,2.4,3.1,42.0,61.0,87.0,0.0,0.0,0.0,0.0,0.0,0.04,0.14,0.18,0.04,0.18,Matches
223,224,Luca Gemello,it ITA,GK,Torino,23.0,2000.0,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
224,225,Valentin Gendrey,fr FRA,DF,Lecce,23.0,2000.0,37,35,3044,33.8,2,3,5,2,0,0,5,0,1.6,1.6,1.6,3.2,76.0,116.0,86.0,0.06,0.09,0.15,0.06,0.15,0.05,0.05,0.1,0.05,0.1,Matches
225,226,Farés Ghedjemis,fr FRA,FWMF,Frosinone,20.0,2002.0,6,1,182,2.0,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.3,7.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0,0.06,0.07,0.13,0.06,0.13,Matches
226,227,Lautaro Gianetti,ar ARG,DF,Udinese,29.0,1993.0,7,7,630,7.0,1,0,1,1,0,0,4,0,0.4,0.4,0.1,0.4,2.0,4.0,0.0,0.14,0.0,0.14,0.14,0.14,0.06,0.01,0.06,0.06,0.06,Matches
227,228,Mario Gila,es ESP,DF,Lazio,22.0,2000.0,21,21,1809,20.1,0,0,0,0,0,0,4,1,0.5,0.5,0.5,1.0,21.0,93.0,12.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05,Matches
228,229,Gvidas Gineitis,lt LTU,MF,Torino,19.0,2004.0,14,4,538,6.0,0,0,0,0,0,0,2,0,0.4,0.4,0.5,0.9,9.0,25.0,12.0,0.0,0.0,0.0,0.0,0.0,0.07,0.08,0.15,0.07,0.15,Matches
229,230,Olivier Giroud,fr FRA,FW,Milan,36.0,1986.0,35,28,2363,26.3,15,8,23,11,4,5,1,1,14.2,10.2,4.7,14.9,9.0,28.0,95.0,0.57,0.3,0.88,0.42,0.72,0.54,0.18,0.72,0.39,0.57,Matches
230,231,Edoardo Goldaniga,it ITA,DF,Cagliari,29.0,1993.0,13,12,1011,11.2,0,0,0,0,0,0,3,0,0.5,0.5,0.1,0.7,9.0,50.0,3.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.06,0.05,0.06,Matches
231,232,Pierluigi Gollini,it ITA,GK,Napoli,28.0,1995.0,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
232,233,Papu Gómez,ar ARG,MFFW,Monza,35.0,1988.0,2,0,41,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.43,0.0,0.43,Matches
233,234,Iron Gomis,fr FRA,MF,Salernitana,23.0,1999.0,5,1,134,1.5,0,0,0,0,0,0,0,0,0.6,0.6,0.2,0.7,3.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,0.38,0.11,0.49,0.38,0.49,Matches
234,235,Joan Gonzàlez,es ESP,MF,Lecce,21.0,2002.0,29,13,1291,14.3,1,1,2,1,0,0,6,0,1.2,1.2,1.0,2.2,25.0,49.0,41.0,0.07,0.07,0.14,0.07,0.14,0.08,0.07,0.15,0.08,0.15,Matches
235,236,Nicolás González,ar ARG,FW,Fiorentina,25.0,1998.0,29,21,1913,21.3,12,2,14,11,1,3,1,0,10.4,8.0,1.6,9.6,53.0,100.0,190.0,0.56,0.09,0.66,0.52,0.61,0.49,0.07,0.56,0.38,0.45,Matches
236,237,Alberto Grassi,it ITA,MF,Empoli,28.0,1995.0,27,22,1807,20.1,0,1,1,0,0,0,6,1,1.1,1.1,0.6,1.7,13.0,75.0,13.0,0.0,0.05,0.05,0.0,0.05,0.05,0.03,0.09,0.05,0.09,Matches
237,238,Mattéo Guendouzi,fr FRA,MF,Lazio,24.0,1999.0,33,27,2367,26.3,2,3,5,2,0,0,3,1,1.6,1.6,2.3,3.9,46.0,119.0,79.0,0.08,0.11,0.19,0.08,0.19,0.06,0.09,0.15,0.06,0.15,Matches
238,239,Axel Guessand,fr FRA,DF,Udinese,18.0,2004.0,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches
239,240,Albert Guðmundsson,is ISL,FWMF,Genoa,26.0,1997.0,35,34,3016,33.5,14,4,18,10,4,5,4,0,9.9,5.8,5.2,11.0,82.0,120.0,168.0,0.42,0.12,0.54,0.3,0.42,0.3,0.16,0.45,0.17,0.33,Matches
240,241,Emmanuel Gyasi,gh GHA,DFFW,Empoli,29.0,1994.0,33,21,1879,20.9,1,2,3,1,0,0,8,0,3.5,3.5,1.5,5.0,15.0,41.0,60.0,0.05,0.1,0.14,0.05,0.14,0.17,0.07,0.24,0.17,0.24,Matches
241,242,Norbert Gyömbér,sk SVK,DF,Salernitana,31.0,1992.0,22,20,1760,19.6,0,0,0,0,0,0,9,0,0.2,0.2,0.2,0.3,4.0,42.0,2.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Matches
242,243,Nicolas Haas,ch SUI,MF,Empoli,27.0,1996.0,1,1,90,1.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,Matches
243,244,Ridgeciano Haps,sr SUR,DF,Genoa,30.0,1993.0,16,7,773,8.6,0,1,1,0,0,0,0,0,0.1,0.1,0.7,0.8,13.0,13.0,42.0,0.0,0.12,0.12,0.0,0.12,0.01,0.08,0.1,0.01,0.1,Matches
244,245,Abdou Harroui,nl NED,MFFW,Frosinone,25.0,1998.0,18,13,1019,11.3,3,3,6,2,1,1,2,0,3.1,2.3,1.2,3.5,43.0,38.0,56.0,0.26,0.26,0.53,0.18,0.44,0.27,0.1,0.38,0.21,0.31,Matches
245,246,Hans Hateboer,nl NED,DF,Atalanta,29.0,1994.0,23,10,1113,12.4,0,1,1,0,0,0,5,0,0.3,0.3,2.0,2.4,19.0,42.0,71.0,0.0,0.08,0.08,0.0,0.08,0.03,0.16,0.19,0.03,0.19,Matches
246,247,Pantelis Hatzidiakos,gr GRE,DF,Cagliari,26.0,1997.0,13,13,856,9.5,0,0,0,0,0,0,1,0,0.4,0.4,0.0,0.4,3.0,34.0,7.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches
247,248,Silvan Hefti,ch SUI,MFDF,Genoa,25.0,1997.0,6,1,114,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
248,249,Liam Henderson,sct SCO,MF,Empoli,27.0,1996.0,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
249,250,Matheus Henrique,br BRA,MF,Sassuolo,25.0,1997.0,31,27,2501,27.8,2,2,4,2,0,0,8,1,2.3,2.3,1.6,3.9,43.0,94.0,44.0,0.07,0.07,0.14,0.07,0.14,0.08,0.06,0.14,0.08,0.14,Matches
250,251,Thomas Henry,fr FRA,FW,Hellas Verona,28.0,1994.0,18,2,334,3.7,3,0,3,3,0,1,2,2,3.3,2.5,0.0,2.5,2.0,3.0,20.0,0.81,0.0,0.81,0.81,0.81,0.88,0.01,0.89,0.66,0.68,Matches
251,252,Theo Hernández,fr FRA,DF,Milan,25.0,1997.0,32,31,2791,31.0,5,4,9,4,1,2,11,1,4.9,3.4,4.3,7.7,115.0,166.0,124.0,0.16,0.13,0.29,0.13,0.26,0.16,0.14,0.3,0.11,0.25,Matches
252,253,Isak Hien,se SWE,DF,Hellas Verona,24.0,1999.0,10,9,864,9.6,0,0,0,0,0,0,1,1,0.4,0.4,0.0,0.4,8.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches
253,254,Isak Hien,se SWE,DF,Atalanta,24.0,1999.0,16,9,937,10.4,0,1,1,0,0,0,3,0,0.2,0.2,0.1,0.3,0.0,24.0,0.0,0.0,0.1,0.1,0.0,0.1,0.02,0.01,0.03,0.02,0.03,Matches
254,255,Emil Holm,se SWE,DF,Atalanta,23.0,2000.0,22,12,947,10.5,1,1,2,1,0,0,5,0,2.7,2.7,0.8,3.6,28.0,27.0,80.0,0.1,0.1,0.19,0.1,0.19,0.26,0.08,0.34,0.26,0.34,Matches
