,_Rk,_Player,_Nation,_Pos,_Squad,_Age,_Born,_90s,_Att,PassTypes_Live,PassTypes_Dead,PassTypes_FK,PassTypes_TB,PassTypes_Sw,PassTypes_Crs,PassTypes_TI,PassTypes_CK,CornerKicks_In,CornerKicks_Out,CornerKicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Matches
137,138,Alberto Del Moral,es ESP,MF,Villarreal,22,2000,0.1,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
138,139,Thomas Delaney,dk DEN,MF,Sevilla,30,1991,3.4,164.0,159.0,4.0,3.0,0.0,1.0,4,1.0,0.0,0.0,0.0,0.0,140.0,1.0,1.0,Matches
139,140,Fran Delgado,es ESP,DF,Betis,21,2001,0.1,8.0,7.0,1.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,Matches
140,141,Ousmane Dembélé,fr FRA,FW,Barcelona,25,1997,15.7,854.0,768.0,80.0,7.0,13.0,4.0,106,8.0,65.0,17.0,19.0,1.0,642.0,6.0,38.0,Matches
141,142,Mouctar Diakhaby,gn GUI,DF,Valencia,25,1996,27.2,1185.0,1141.0,42.0,37.0,0.0,12.0,1,1.0,0.0,0.0,0.0,0.0,971.0,2.0,6.0,Matches
142,143,Mamady Diarra,ml MLI,MFDF,Cádiz,22,2000,0.7,9.0,9.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,Matches
143,144,Youba Diarra,ml MLI,MF,Cádiz,24,1998,1.1,49.0,49.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,1.0,Matches
144,145,Stole Dimitrievski,mk MKD,GK,Rayo Vallecano,28,1993,36.9,1124.0,717.0,398.0,99.0,0.0,4.0,0,0.0,0.0,0.0,0.0,0.0,690.0,9.0,1.0,Matches
145,146,Djené,tg TOG,DF,Getafe,30,1991,31.6,1154.0,1094.0,52.0,31.0,1.0,4.0,23,21.0,0.0,0.0,0.0,0.0,884.0,8.0,21.0,Matches
146,147,Marko Dmitrović,rs SRB,GK,Sevilla,30,1992,14.1,508.0,330.0,173.0,42.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,271.0,5.0,2.0,Matches
147,148,Matt Doherty,ie IRL,DF,Atlético Madrid,30,1992,0.2,9.0,7.0,2.0,1.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,Matches
148,149,Kasper Dolberg,dk DEN,FW,Sevilla,24,1997,2.2,28.0,24.0,3.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,Matches
149,150,Carlos Dominguez,es ESP,DF,Celta Vigo,21,2001,1.2,34.0,34.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,1.0,Matches
150,151,John Donald,es ESP,MFDF,Elche,21,2000,12.1,427.0,419.0,5.0,4.0,0.0,2.0,0,1.0,0.0,0.0,0.0,0.0,356.0,3.0,7.0,Matches
151,152,Domingos Duarte,pt POR,DF,Getafe,27,1995,29.5,963.0,927.0,34.0,31.0,0.0,10.0,0,3.0,0.0,0.0,0.0,0.0,742.0,2.0,4.0,Matches
152,153,Pablo Durán,es ESP,MFDF,Celta Vigo,21,2001,0.4,21.0,21.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,Matches
153,154,Hugo Duro,es ESP,FW,Valencia,22,1999,15.4,277.0,248.0,27.0,2.0,0.0,3.0,2,1.0,0.0,0.0,0.0,0.0,203.0,2.0,9.0,Matches
154,155,Íñigo Eguaras,es ESP,MF,Almería,30,1992,10.7,543.0,524.0,15.0,11.0,5.0,5.0,3,1.0,2.0,0.0,0.0,0.0,458.0,4.0,7.0,Matches
155,156,Aritz Elustondo,es ESP,DF,Real Sociedad,28,1994,16.1,809.0,680.0,125.0,14.0,0.0,1.0,9,111.0,0.0,0.0,0.0,0.0,653.0,4.0,9.0,Matches
156,157,Rodrigo Ely,br BRA,DF,Almería,28,1993,35.1,1475.0,1393.0,78.0,75.0,2.0,16.0,3,2.0,0.0,0.0,0.0,0.0,1197.0,4.0,6.0,Matches
157,158,Adri Embarba,es ESP,FWMF,Almería,30,1992,16.4,557.0,474.0,80.0,15.0,0.0,7.0,127,7.0,58.0,29.0,17.0,1.0,356.0,3.0,24.0,Matches
158,159,Adri Embarba,es ESP,FW,Espanyol,30,1992,0.4,6.0,5.0,1.0,1.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,Matches
159,160,Youssef En-Nesyri,ma MAR,FW,Sevilla,25,1997,18.5,241.0,204.0,35.0,0.0,1.0,2.0,4,2.0,0.0,0.0,0.0,0.0,156.0,2.0,5.0,Matches
160,161,Gonzalo Escalante,ar ARG,MF,Cádiz,29,1993,12.5,433.0,419.0,11.0,6.0,2.0,4.0,4,0.0,0.0,0.0,0.0,0.0,325.0,3.0,4.0,Matches
161,162,Sergio Escudero,es ESP,DF,Valladolid,32,1989,16.0,743.0,548.0,189.0,23.0,0.0,6.0,56,147.0,19.0,5.0,13.0,0.0,528.0,6.0,23.0,Matches
162,163,Alfonso Espino,uy URU,DF,Cádiz,30,1992,34.7,1542.0,1206.0,328.0,40.0,4.0,15.0,110,280.0,8.0,1.0,5.0,0.0,989.0,8.0,53.0,Matches
163,164,Bernardo Espinosa,co COL,DF,Girona,33,1989,13.6,913.0,881.0,30.0,26.0,0.0,5.0,0,2.0,0.0,0.0,0.0,0.0,812.0,2.0,2.0,Matches
164,165,Edu Expósito,es ESP,MF,Espanyol,25,1996,12.9,530.0,479.0,49.0,21.0,3.0,5.0,48,2.0,13.0,6.0,3.0,0.0,389.0,2.0,10.0,Matches
165,166,Nicolás Ezequiel Fernández,ar ARG,MFDF,Elche,22,2000,5.7,240.0,203.0,37.0,5.0,1.0,3.0,33,23.0,9.0,3.0,5.0,0.0,178.0,0.0,13.0,Matches
166,167,Abdessamad Ezzalzouli,ma MAR,FWMF,Osasuna,20,2001,16.7,549.0,516.0,26.0,3.0,3.0,5.0,76,16.0,7.0,1.0,2.0,0.0,365.0,7.0,33.0,Matches
167,168,Radamel Falcao,co COL,FWMF,Rayo Vallecano,36,1986,6.8,167.0,157.0,9.0,0.0,0.0,1.0,0,0.0,1.0,0.0,0.0,0.0,123.0,1.0,5.0,Matches
168,169,Fali,es ESP,DFMF,Cádiz,28,1993,19.0,593.0,567.0,25.0,25.0,2.0,13.0,2,0.0,0.0,0.0,0.0,0.0,455.0,1.0,4.0,Matches
169,170,Mamadou Fall,sn SEN,DF,Villarreal,19,2002,0.3,16.0,11.0,5.0,0.0,0.0,1.0,1,5.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0,Matches
170,171,Ansu Fati,es ESP,FW,Barcelona,19,2002,15.5,609.0,590.0,14.0,3.0,1.0,3.0,9,3.0,5.0,1.0,0.0,0.0,509.0,5.0,21.0,Matches
171,172,Zouhair Feddal,ma MAR,DF,Valladolid,33,1989,4.2,201.0,187.0,13.0,11.0,0.0,5.0,1,0.0,0.0,0.0,0.0,0.0,159.0,1.0,1.0,Matches
172,173,Nabil Fekir,fr FRA,MF,Betis,29,1993,10.7,484.0,416.0,66.0,27.0,2.0,3.0,48,4.0,33.0,13.0,16.0,0.0,378.0,2.0,7.0,Matches
173,174,Felipe,br BRA,DF,Atlético Madrid,33,1989,2.2,132.0,128.0,3.0,2.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,121.0,1.0,1.0,Matches
174,175,Luiz Felipe,it ITA,DF,Betis,25,1997,19.6,884.0,843.0,39.0,36.0,0.0,9.0,2,3.0,0.0,0.0,0.0,0.0,753.0,2.0,11.0,Matches
175,176,João Félix,pt POR,FWMF,Atlético Madrid,22,1999,7.2,228.0,209.0,18.0,6.0,7.0,2.0,8,3.0,4.0,3.0,0.0,0.0,171.0,1.0,5.0,Matches
176,177,Kiko Femenía,es ESP,DF,Villarreal,31,1991,12.6,778.0,661.0,114.0,16.0,0.0,1.0,31,97.0,1.0,0.0,0.0,0.0,667.0,3.0,14.0,Matches
177,178,Aitor Fernández,es ESP,GK,Osasuna,31,1991,21.0,793.0,528.0,261.0,87.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,518.0,4.0,0.0,Matches
178,179,Álex Fernández,es ESP,MFFW,Cádiz,29,1992,17.5,720.0,656.0,63.0,34.0,2.0,10.0,37,1.0,21.0,8.0,6.0,0.0,602.0,1.0,7.0,Matches
179,180,Álvaro Fernández,es ESP,GK,Espanyol,24,1998,11.0,358.0,203.0,153.0,50.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,231.0,2.0,0.0,Matches
180,181,Carlos Fernández,es ESP,FW,Real Sociedad,26,1996,7.0,148.0,143.0,5.0,0.0,1.0,0.0,0,1.0,0.0,0.0,0.0,0.0,96.0,0.0,1.0,Matches
181,182,Federico Fernández,ar ARG,DF,Elche,33,1989,1.0,14.0,13.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,Matches
182,183,Joaquín Fernández,es ESP,DF,Valladolid,26,1996,24.0,994.0,943.0,46.0,31.0,0.0,14.0,1,8.0,0.0,0.0,0.0,0.0,820.0,5.0,9.0,Matches
183,184,Valery Fernández,es ESP,MFDF,Girona,22,1999,10.7,356.0,323.0,33.0,3.0,0.0,0.0,23,27.0,2.0,0.0,0.0,0.0,295.0,0.0,11.0,Matches
184,185,Fernando,es ESP,GK,Almería,32,1990,36.5,1313.0,836.0,472.0,131.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,919.0,5.0,1.0,Matches
185,186,Fernando,br BRA,MFDF,Sevilla,35,1987,17.5,873.0,836.0,31.0,25.0,0.0,21.0,2,3.0,0.0,0.0,0.0,0.0,768.0,6.0,6.0,Matches
186,187,Fidel,es ESP,MFFW,Elche,32,1989,19.0,897.0,842.0,46.0,9.0,7.0,14.0,57,6.0,31.0,14.0,10.0,0.0,631.0,9.0,35.0,Matches
187,188,Dimitri Foulquier,fr FRA,DF,Valencia,29,1993,19.3,932.0,712.0,217.0,22.0,0.0,2.0,86,194.0,1.0,0.0,0.0,0.0,663.0,3.0,37.0,Matches
188,189,Juan Foyth,ar ARG,DF,Villarreal,24,1998,21.8,1276.0,1058.0,211.0,41.0,4.0,14.0,10,170.0,0.0,0.0,0.0,0.0,1116.0,7.0,13.0,Matches
189,190,Iván Fresneda,es ESP,DF,Valladolid,17,2004,19.4,922.0,729.0,190.0,19.0,1.0,0.0,59,171.0,0.0,0.0,0.0,0.0,710.0,3.0,30.0,Matches
190,191,Javi Galán,es ESP,DF,Celta Vigo,27,1994,35.1,2039.0,1600.0,427.0,56.0,2.0,19.0,162,344.0,27.0,15.0,7.0,0.0,1577.0,12.0,47.0,Matches
191,192,Iñigo Ruiz de Galarreta,es ESP,MF,Mallorca,28,1993,27.2,1243.0,1178.0,58.0,35.0,5.0,18.0,54,1.0,22.0,3.0,13.0,0.0,1016.0,7.0,20.0,Matches
192,193,Aleix García,es ESP,MF,Girona,25,1997,26.0,1657.0,1441.0,203.0,101.0,3.0,43.0,179,13.0,88.0,35.0,42.0,1.0,1370.0,13.0,22.0,Matches
193,194,Álvaro García,es ESP,FWMF,Rayo Vallecano,29,1992,31.9,1036.0,968.0,61.0,4.0,1.0,4.0,159,53.0,4.0,2.0,0.0,0.0,664.0,7.0,49.0,Matches
194,195,Borja García,es ESP,MFFW,Girona,31,1990,7.5,281.0,270.0,10.0,3.0,3.0,0.0,17,0.0,6.0,6.0,0.0,0.0,217.0,1.0,7.0,Matches
195,196,Carlos García,es ESP,DF,Cádiz,22,2000,0.3,24.0,23.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,Matches
196,197,Dani García,es ESP,MF,Athletic Club,32,1990,16.5,720.0,688.0,29.0,28.0,3.0,7.0,5,0.0,0.0,0.0,0.0,0.0,571.0,3.0,8.0,Matches
197,198,David García,es ESP,DF,Osasuna,28,1994,29.8,1424.0,1385.0,38.0,36.0,1.0,14.0,2,2.0,0.0,0.0,0.0,0.0,1152.0,1.0,8.0,Matches
198,199,Eric García,es ESP,DFMF,Barcelona,21,2001,15.7,1257.0,1205.0,50.0,33.0,2.0,13.0,0,16.0,0.0,0.0,0.0,0.0,1142.0,2.0,8.0,Matches
199,200,Fran Garcia,es ESP,DF,Rayo Vallecano,22,1999,37.9,2071.0,1688.0,379.0,24.0,1.0,8.0,156,355.0,0.0,0.0,0.0,0.0,1626.0,4.0,61.0,Matches
200,201,Joan García,es ESP,GK,Espanyol,21,2001,1.0,30.0,26.0,4.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,Matches
201,202,Raúl García,es ESP,FWMF,Athletic Club,36,1986,10.7,318.0,306.0,10.0,2.0,1.0,3.0,13,4.0,0.0,0.0,0.0,0.0,199.0,2.0,9.0,Matches
202,203,Rubén García,es ESP,FWMF,Osasuna,29,1993,12.9,567.0,493.0,71.0,30.0,6.0,5.0,79,3.0,35.0,16.0,14.0,2.0,411.0,3.0,15.0,Matches
203,204,Unai García,es ESP,DF,Osasuna,30,1992,19.0,803.0,759.0,44.0,34.0,0.0,27.0,3,9.0,0.0,0.0,0.0,0.0,638.0,0.0,3.0,Matches
204,205,Felix Garreta,es ESP,DF,Betis,18,2004,1.0,40.0,38.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,34.0,1.0,0.0,Matches
205,206,Aleix Garrido,es ESP,FW,Barcelona,18,2004,0.1,3.0,3.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,Matches
206,207,Sékou Gassama,sn SEN,FW,Valladolid,27,1995,0.4,9.0,7.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,Matches
207,208,Gavi,es ESP,MFFW,Barcelona,17,2004,28.1,1206.0,1157.0,45.0,13.0,8.0,13.0,38,9.0,0.0,0.0,0.0,0.0,1026.0,4.0,27.0,Matches
208,209,Paulo Gazzaniga,ar ARG,GK,Girona,30,1992,28.0,1070.0,738.0,326.0,83.0,0.0,3.0,0,0.0,0.0,0.0,0.0,0.0,783.0,6.0,0.0,Matches
209,210,Bryan Gil,es ESP,FWDF,Sevilla,21,2001,10.2,374.0,330.0,40.0,3.0,0.0,2.0,29,32.0,5.0,0.0,1.0,0.0,284.0,4.0,17.0,Matches
210,211,David Gil,es ESP,GK,Cádiz,28,1994,4.0,129.0,75.0,54.0,18.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,Matches
211,212,Óscar Gil,es ESP,DF,Espanyol,25,1997,28.4,991.0,737.0,252.0,16.0,1.0,3.0,38,236.0,0.0,0.0,0.0,0.0,757.0,2.0,34.0,Matches
212,213,Álvaro Giménez,es ESP,FW,Cádiz,31,1991,0.2,2.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,Matches
213,214,Dani Gómez,es ESP,MFFW,Espanyol,24,1998,1.0,17.0,16.0,1.0,0.0,0.0,0.0,2,1.0,0.0,0.0,0.0,0.0,13.0,0.0,2.0,Matches
214,215,Maxi Gómez,uy URU,FW,Valencia,25,1996,1.2,14.0,13.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,Matches
215,216,Moi Gómez,es ESP,MFFW,Osasuna,28,1994,27.3,1559.0,1413.0,140.0,71.0,1.0,34.0,115,6.0,62.0,26.0,26.0,0.0,1314.0,6.0,26.0,Matches
216,217,Papu Gómez,ar ARG,FWMF,Sevilla,34,1988,11.8,535.0,500.0,34.0,8.0,2.0,8.0,40,13.0,11.0,3.0,2.0,0.0,450.0,1.0,6.0,Matches
217,218,Sergi Gómez,es ESP,DF,Espanyol,30,1992,26.0,1132.0,1070.0,59.0,49.0,0.0,11.0,3,7.0,0.0,0.0,0.0,0.0,968.0,3.0,3.0,Matches
218,219,Antonio Gomis,es ESP,GK,Atlético Madrid,19,2003,0.1,3.0,1.0,2.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
219,220,Diego González,es ESP,DF,Elche,27,1995,10.6,382.0,351.0,31.0,18.0,0.0,2.0,1,13.0,0.0,0.0,0.0,0.0,299.0,0.0,6.0,Matches
220,221,Édgar González,es ESP,DF,Betis,25,1997,19.7,892.0,867.0,22.0,22.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,792.0,3.0,7.0,Matches
221,222,Giovanni González,uy URU,DF,Mallorca,27,1994,10.3,428.0,363.0,64.0,2.0,0.0,0.0,20,62.0,0.0,0.0,0.0,0.0,336.0,1.0,5.0,Matches
222,223,Nicolás González,es ESP,MF,Valencia,20,2002,15.6,778.0,748.0,28.0,26.0,2.0,5.0,3,1.0,0.0,0.0,0.0,0.0,676.0,2.0,8.0,Matches
223,224,Roberto González,es ESP,FWMF,Betis,21,2001,0.6,29.0,22.0,7.0,1.0,0.0,0.0,5,0.0,6.0,1.0,2.0,0.0,25.0,0.0,1.0,Matches
224,225,Andoni Gorosabel,es ESP,DF,Real Sociedad,25,1996,19.0,1049.0,834.0,213.0,29.0,0.0,2.0,41,184.0,0.0,0.0,0.0,0.0,888.0,2.0,20.0,Matches
225,226,José Gragera,es ESP,MFDF,Espanyol,21,2000,5.1,208.0,200.0,8.0,7.0,0.0,1.0,0,1.0,0.0,0.0,0.0,0.0,178.0,0.0,0.0,Matches
226,227,Ivo Grbić,hr CRO,GK,Atlético Madrid,26,1996,10.2,330.0,207.0,122.0,23.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,219.0,1.0,0.0,Matches
227,228,Dominik Greif,sk SVK,GK,Mallorca,25,1997,1.0,38.0,20.0,18.0,3.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,Matches
228,229,Clément Grenier,fr FRA,MF,Mallorca,31,1991,8.0,356.0,311.0,42.0,19.0,0.0,9.0,34,0.0,19.0,7.0,10.0,0.0,256.0,3.0,5.0,Matches
229,230,Antoine Griezmann,fr FRA,FWMF,Atlético Madrid,31,1991,31.8,1597.0,1457.0,136.0,34.0,16.0,20.0,131,6.0,72.0,42.0,17.0,0.0,1236.0,4.0,39.0,Matches
230,231,Andrés Guardado,mx MEX,MF,Betis,35,1986,15.3,870.0,806.0,63.0,45.0,3.0,14.0,9,11.0,7.0,1.0,5.0,0.0,739.0,1.0,14.0,Matches
231,232,Sergi Guardiola,es ESP,FW,Valladolid,31,1991,5.6,117.0,108.0,8.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,74.0,1.0,6.0,Matches
232,233,Sergi Guardiola,es ESP,FW,Cádiz,31,1991,12.9,294.0,278.0,15.0,0.0,0.0,0.0,14,0.0,0.0,0.0,0.0,0.0,203.0,1.0,12.0,Matches
233,234,Nemanja Gudelj,rs SRB,DFMF,Sevilla,30,1991,30.9,1602.0,1527.0,70.0,57.0,1.0,9.0,3,6.0,0.0,0.0,0.0,0.0,1445.0,5.0,4.0,Matches
234,235,Javier Guerra,es ESP,MF,Valencia,19,2003,6.7,239.0,233.0,3.0,3.0,0.0,4.0,8,0.0,0.0,0.0,0.0,0.0,188.0,3.0,4.0,Matches
235,236,Ander Guevara,es ESP,MF,Real Sociedad,25,1997,2.5,179.0,178.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,161.0,1.0,2.0,Matches
236,237,Pape Gueye,sn SEN,MF,Sevilla,23,1999,13.0,553.0,536.0,15.0,15.0,1.0,10.0,18,0.0,0.0,0.0,0.0,0.0,447.0,2.0,10.0,Matches
237,238,Hugo Guillamón,es ESP,MF,Valencia,22,2000,18.1,1028.0,932.0,88.0,69.0,4.0,18.0,32,1.0,16.0,2.0,13.0,0.0,852.0,8.0,14.0,Matches
238,239,Gerard Gumbau,es ESP,MF,Elche,27,1994,30.4,1446.0,1239.0,196.0,76.0,3.0,42.0,164,2.0,114.0,44.0,48.0,4.0,1112.0,11.0,37.0,Matches
239,240,Gorka Guruzeta,es ESP,FW,Athletic Club,25,1996,15.8,394.0,370.0,21.0,0.0,0.0,9.0,4,4.0,0.0,0.0,0.0,0.0,286.0,3.0,19.0,Matches
240,241,Raúl Guti,es ESP,MF,Elche,25,1996,12.4,409.0,399.0,8.0,3.0,0.0,8.0,9,1.0,3.0,0.0,3.0,0.0,327.0,2.0,10.0,Matches
241,242,Miguel Gutiérrez,es ESP,DF,Girona,21,2001,26.6,1386.0,1142.0,240.0,25.0,2.0,1.0,104,213.0,2.0,0.0,0.0,0.0,1130.0,4.0,27.0,Matches
242,243,Munir El Haddadi,ma MAR,MFFW,Getafe,26,1995,12.8,433.0,370.0,58.0,23.0,0.0,2.0,70,12.0,19.0,7.0,11.0,0.0,270.0,5.0,20.0,Matches
243,244,Dennis Hadzikadunic,ba BIH,DF,Mallorca,24,1998,6.8,189.0,173.0,16.0,4.0,0.0,4.0,0,12.0,0.0,0.0,0.0,0.0,142.0,0.0,1.0,Matches
244,245,Haissem Hassan,fr FRA,FWMF,Villarreal,20,2002,0.6,20.0,20.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,Matches
245,246,Eden Hazard,be BEL,FW,Real Madrid,31,1991,2.2,108.0,101.0,7.0,2.0,0.0,0.0,0,1.0,2.0,0.0,0.0,0.0,96.0,0.0,2.0,Matches
246,247,Luiz Henrique,br BRA,FW,Betis,21,2001,20.1,561.0,549.0,11.0,2.0,1.0,3.0,31,9.0,0.0,0.0,0.0,0.0,415.0,1.0,31.0,Matches
247,248,Mario Hermoso,es ESP,DF,Atlético Madrid,27,1995,23.4,1514.0,1381.0,126.0,39.0,5.0,38.0,16,87.0,0.0,0.0,0.0,0.0,1309.0,7.0,17.0,Matches
248,249,Javi Hernández ,es ESP,DF,Girona,24,1998,12.4,748.0,640.0,102.0,25.0,0.0,5.0,16,77.0,0.0,0.0,0.0,0.0,613.0,6.0,17.0,Matches
249,250,Aridane Hernández,es ESP,DF,Osasuna,33,1989,19.9,882.0,836.0,46.0,44.0,0.0,12.0,0,1.0,0.0,0.0,0.0,0.0,745.0,0.0,7.0,Matches
250,251,Luis Hernández,es ESP,DF,Cádiz,33,1989,35.0,1488.0,1232.0,250.0,65.0,0.0,25.0,18,184.0,0.0,0.0,0.0,0.0,1078.0,6.0,14.0,Matches
251,252,Mario Hernández,es ESP,DF,Rayo Vallecano,23,1999,1.1,38.0,32.0,6.0,0.0,2.0,0.0,1,6.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,Matches
252,253,Jorge Herrando,es ESP,DF,Osasuna,21,2001,0.3,5.0,5.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,Matches
253,254,Ander Herrera,es ESP,MF,Athletic Club,32,1989,7.7,455.0,444.0,9.0,8.0,6.0,0.0,7,0.0,1.0,0.0,0.0,0.0,376.0,2.0,4.0,Matches
254,255,Sergio Herrera,es ESP,GK,Osasuna,29,1993,17.0,611.0,413.0,197.0,62.0,0.0,3.0,0,0.0,0.0,0.0,0.0,0.0,389.0,1.0,0.0,Matches
255,256,Yangel Herrera,ve VEN,MFFW,Girona,24,1998,10.7,418.0,407.0,8.0,1.0,4.0,4.0,19,1.0,0.0,0.0,0.0,0.0,332.0,3.0,5.0,Matches
256,257,Omar El Hilali,ma MAR,DFMF,Espanyol,18,2003,1.0,35.0,28.0,7.0,0.0,0.0,0.0,2,7.0,0.0,0.0,0.0,0.0,21.0,0.0,1.0,Matches
257,258,Martin Hongla,cm CMR,DFMF,Valladolid,24,1998,14.5,634.0,610.0,18.0,15.0,1.0,10.0,7,1.0,0.0,0.0,0.0,0.0,520.0,6.0,7.0,Matches
258,259,Pablo Ibáñez,es ESP,MF,Osasuna,23,1998,11.8,386.0,379.0,5.0,5.0,1.0,5.0,6,0.0,0.0,0.0,0.0,0.0,280.0,2.0,17.0,Matches
259,260,Iglesias,es ESP,DFMF,Getafe,24,1998,23.8,951.0,684.0,263.0,6.0,2.0,9.0,86,257.0,0.0,0.0,0.0,0.0,557.0,4.0,33.0,Matches
260,261,Borja Iglesias,es ESP,FW,Betis,29,1993,26.3,522.0,467.0,54.0,1.0,5.0,4.0,0,4.0,0.0,0.0,0.0,0.0,397.0,1.0,24.0,Matches
261,262,Asier Illarramendi,es ESP,MF,Real Sociedad,32,1990,12.0,640.0,607.0,29.0,18.0,0.0,3.0,6,5.0,3.0,0.0,2.0,0.0,545.0,4.0,10.0,Matches
262,263,Alexander Isak,se SWE,FW,Real Sociedad,22,1999,1.7,30.0,25.0,4.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,17.0,1.0,2.0,Matches
263,264,Isco,es ESP,MFFW,Sevilla,30,1992,8.9,417.0,371.0,42.0,25.0,3.0,5.0,18,2.0,11.0,2.0,7.0,0.0,346.0,4.0,4.0,Matches
264,265,Diego Iturralde,es ESP,DF,Sevilla,19,2003,0.5,13.0,10.0,3.0,1.0,0.0,0.0,1,2.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,Matches
265,266,Nicolas Jackson,sn SEN,FW,Villarreal,21,2001,17.8,325.0,299.0,25.0,0.0,0.0,0.0,5,1.0,0.0,0.0,0.0,0.0,246.0,1.0,10.0,Matches
266,267,Adnan Januzaj,be BEL,FW,Sevilla,27,1995,0.5,24.0,22.0,1.0,0.0,0.0,0.0,1,0.0,1.0,0.0,1.0,0.0,15.0,1.0,3.0,Matches
267,268,Luis Javier Suárez,co COL,FW,Almería,24,1997,16.6,386.0,343.0,42.0,1.0,2.0,5.0,11,4.0,1.0,0.0,1.0,0.0,266.0,1.0,7.0,Matches
268,269,Joaquín,es ESP,MFFW,Betis,41,1981,5.5,324.0,291.0,33.0,11.0,4.0,1.0,31,5.0,17.0,4.0,9.0,0.0,258.0,0.0,9.0,Matches
269,270,Frenkie de Jong,nl NED,MF,Barcelona,25,1997,28.2,2320.0,2246.0,63.0,39.0,19.0,17.0,37,15.0,8.0,2.0,2.0,0.0,2089.0,11.0,24.0,Matches
270,271,Joan Jordán,es ESP,MF,Sevilla,28,1994,17.7,1102.0,1051.0,44.0,34.0,2.0,21.0,8,3.0,7.0,3.0,2.0,0.0,963.0,7.0,11.0,Matches
271,272,Josan,es ESP,DFMF,Elche,32,1989,12.0,539.0,446.0,90.0,8.0,1.0,4.0,48,77.0,5.0,1.0,3.0,0.0,424.0,3.0,13.0,Matches
272,273,Willian José,br BRA,FW,Betis,30,1991,8.1,266.0,249.0,17.0,0.0,1.0,2.0,4,0.0,0.0,0.0,0.0,0.0,206.0,0.0,9.0,Matches
273,274,Joselu,es ESP,FW,Espanyol,32,1990,33.2,759.0,721.0,36.0,0.0,2.0,5.0,17,1.0,1.0,0.0,0.0,0.0,458.0,2.0,21.0,Matches
274,275,Juanmi,es ESP,FW,Betis,29,1993,10.3,245.0,240.0,5.0,0.0,3.0,3.0,0,5.0,0.0,0.0,0.0,0.0,207.0,0.0,6.0,Matches
275,276,Juanpe,es ESP,DF,Girona,31,1991,15.8,881.0,822.0,55.0,41.0,0.0,9.0,3,2.0,0.0,0.0,0.0,0.0,753.0,4.0,7.0,Matches
276,277,Lago Junior,ci CIV,FWMF,Mallorca,31,1990,0.6,18.0,18.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,Matches
