,_Rk,_Player,_Nation,_Pos,_Squad,_Age,_Born,_90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,AerialDuels_Won,AerialDuels_Lost,AerialDuels_Won%,Matches
42,43,Toma Bašić,hr CRO,MF,Salernitana,26.0,1996.0,12.9,5,0,0,14,16,0,25,14,13,0.0,0.0,0,60.0,8.0,12.0,40.0,Matches
43,44,Alessandro Bastoni,it ITA,DF,Inter,24.0,1999.0,25.2,5,0,0,31,31,0,76,23,33,0.0,0.0,0,119.0,37.0,29.0,56.1,Matches
44,45,Simone Bastoni,it ITA,MFDF,Empoli,26.0,1996.0,8.3,3,0,0,17,13,0,36,11,13,0.0,0.0,0,37.0,8.0,11.0,42.1,Matches
45,46,Reda Belahyane,fr FRA,MF,Hellas Verona,19.0,2004.0,1.0,0,0,0,1,1,0,0,1,1,0.0,0.0,0,5.0,0.0,0.0,,Matches
46,47,Raoul Bellanova,it ITA,DF,Torino,23.0,2000.0,33.8,5,0,0,14,53,2,178,15,26,0.0,0.0,0,127.0,30.0,32.0,48.4,Matches
47,48,Andrea Belotti,it ITA,FW,Fiorentina,29.0,1993.0,10.5,0,0,0,15,22,7,4,2,3,2.0,0.0,0,16.0,39.0,43.0,47.6,Matches
48,49,Andrea Belotti,it ITA,FW,Roma,29.0,1993.0,7.5,1,0,0,14,25,8,4,2,4,0.0,0.0,0,15.0,14.0,22.0,38.9,Matches
49,50,Lucas Beltrán,ar ARG,FWMF,Fiorentina,22.0,2001.0,18.8,6,0,0,24,28,4,7,2,14,1.0,0.0,0,50.0,22.0,58.0,27.5,Matches
50,51,Ismaël Bennacer,dz ALG,MF,Milan,25.0,1997.0,12.8,2,0,0,18,26,1,32,12,19,0.0,0.0,0,78.0,13.0,19.0,40.6,Matches
51,52,Domenico Berardi,it ITA,FW,Sassuolo,28.0,1994.0,15.9,6,0,0,28,28,4,72,13,8,1.0,0.0,0,57.0,9.0,18.0,33.3,Matches
52,53,Bartosz Bereszyński,pl POL,DF,Empoli,31.0,1992.0,19.6,3,0,0,23,15,0,16,21,25,0.0,0.0,0,81.0,23.0,16.0,59.0,Matches
53,54,Etrit Berisha,al ALB,GK,Empoli,34.0,1989.0,14.0,0,0,0,0,2,0,0,0,0,0.0,0.0,0,26.0,7.0,0.0,100.0,Matches
54,55,Medon Berisha,al ALB,FWMF,Lecce,19.0,2003.0,2.3,0,0,0,7,5,0,3,1,1,0.0,0.0,0,10.0,1.0,0.0,100.0,Matches
55,56,Victor Bernth Kristiansen,dk DEN,DF,Bologna,20.0,2002.0,25.6,4,0,0,29,7,1,35,12,34,1.0,1.0,0,88.0,24.0,19.0,55.8,Matches
56,57,Beto,gw GNB,FW,Udinese,25.0,1998.0,0.8,0,0,0,0,0,3,0,0,0,0.0,0.0,0,0.0,0.0,2.0,0.0,Matches
57,58,Davide Bettella,it ITA,MF,Monza,23.0,2000.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,,Matches
58,59,Sam Beukema,nl NED,DF,Bologna,24.0,1998.0,28.3,6,1,1,27,11,1,2,15,11,0.0,2.0,0,144.0,46.0,36.0,56.1,Matches
59,60,Jaka Bijol,si SVN,DF,Udinese,24.0,1999.0,23.2,4,0,0,28,7,0,1,23,27,0.0,0.0,0,85.0,84.0,26.0,76.4,Matches
60,61,El Bilal Touré,ml MLI,FW,Atalanta,21.0,2001.0,4.4,2,0,0,13,8,3,2,1,1,1.0,0.0,0,8.0,14.0,14.0,50.0,Matches
61,62,Cristiano Biraghi,it ITA,DF,Fiorentina,30.0,1992.0,26.2,8,0,0,44,14,1,226,14,28,0.0,0.0,0,98.0,8.0,12.0,40.0,Matches
62,63,Davide Biraschi,it ITA,DF,Genoa,29.0,1994.0,1.0,0,0,0,0,2,0,0,2,3,0.0,0.0,0,4.0,1.0,0.0,100.0,Matches
63,64,Samuele Birindelli,it ITA,DF,Monza,24.0,1999.0,22.4,7,0,0,30,32,1,54,18,19,0.0,0.0,0,77.0,8.0,6.0,57.1,Matches
64,65,Alexis Blin,fr FRA,MF,Lecce,26.0,1996.0,18.2,4,0,0,25,22,0,11,22,19,0.0,1.0,0,111.0,28.0,48.0,36.8,Matches
65,66,Jérôme Boateng,de GER,DF,Salernitana,34.0,1988.0,2.6,0,0,0,2,0,1,1,4,0,0.0,0.0,0,10.0,8.0,7.0,53.3,Matches
66,67,Emil Bohinen,no NOR,MF,Genoa,24.0,1999.0,0.6,0,0,0,0,0,0,2,0,1,0.0,0.0,0,11.0,2.0,1.0,66.7,Matches
67,68,Emil Bohinen,no NOR,MF,Salernitana,24.0,1999.0,5.9,1,0,0,5,6,0,2,14,6,0.0,0.0,0,42.0,11.0,10.0,52.4,Matches
68,69,Daniel Boloca,ro ROU,MF,Sassuolo,24.0,1998.0,22.5,6,1,0,25,7,0,8,14,33,0.0,1.0,0,155.0,24.0,20.0,54.5,Matches
69,70,Giacomo Bonaventura,it ITA,MF,Fiorentina,33.0,1989.0,25.3,6,0,0,20,35,1,54,14,13,0.0,0.0,0,120.0,14.0,17.0,45.2,Matches
70,71,Federico Bonazzoli,it ITA,FWMF,Hellas Verona,26.0,1997.0,11.3,2,0,0,10,20,9,7,3,1,0.0,0.0,0,31.0,6.0,11.0,35.3,Matches
71,72,Warren Bondo,fr FRA,MF,Monza,19.0,2003.0,16.4,9,0,0,31,19,0,2,6,22,0.0,1.0,0,70.0,10.0,7.0,58.8,Matches
72,73,Giovanni Bonfanti,it ITA,DF,Atalanta,20.0,2003.0,1.0,0,0,0,2,1,0,2,1,2,0.0,0.0,0,7.0,1.0,2.0,33.3,Matches
73,74,Kevin Bonifazi,it ITA,DF,Bologna,27.0,1996.0,1.0,0,0,0,1,1,0,0,0,0,0.0,0.0,0,8.0,0.0,0.0,,Matches
74,75,Kevin Bonifazi,it ITA,DF,Frosinone,27.0,1996.0,3.4,0,0,0,4,1,0,0,3,3,0.0,0.0,0,15.0,6.0,7.0,46.2,Matches
75,76,Gennaro Borrelli,it ITA,FW,Frosinone,23.0,2000.0,0.3,0,0,0,0,0,2,1,0,0,0.0,0.0,0,0.0,0.0,1.0,0.0,Matches
76,77,Erik Botheim,no NOR,FWMF,Salernitana,23.0,2000.0,3.5,1,0,0,2,11,0,1,0,0,0.0,0.0,0,7.0,2.0,17.0,10.5,Matches
77,78,Mehdi Bourabia,ma MAR,MF,Frosinone,31.0,1991.0,2.2,1,0,0,5,1,1,2,0,4,0.0,2.0,0,19.0,2.0,3.0,40.0,Matches
78,79,Edoardo Bove,it ITA,MF,Roma,21.0,2002.0,19.8,2,0,0,31,37,1,8,11,31,0.0,0.0,0,95.0,29.0,35.0,45.3,Matches
79,80,Domagoj Bradarić,hr CRO,DF,Salernitana,23.0,1999.0,30.5,5,0,0,14,34,0,81,32,20,0.0,0.0,0,150.0,23.0,28.0,45.1,Matches
80,81,Josip Brekalo,hr CRO,FW,Fiorentina,25.0,1998.0,7.2,0,0,0,13,6,1,24,1,6,0.0,0.0,0,26.0,1.0,4.0,20.0,Matches
81,82,Gleison Bremer,br BRA,DF,Juventus,26.0,1997.0,35.9,9,0,0,60,17,2,1,40,42,0.0,1.0,0,196.0,102.0,56.0,64.6,Matches
82,83,Brenner,br BRA,MFFW,Udinese,23.0,2000.0,2.1,0,0,0,0,3,1,1,0,7,0.0,0.0,0,15.0,0.0,2.0,0.0,Matches
83,84,Marco Brescianini,it ITA,MF,Frosinone,23.0,2000.0,25.8,1,0,0,35,24,5,20,10,13,0.0,0.0,0,107.0,20.0,30.0,40.0,Matches
84,85,Dylan Bronn,tn TUN,DFMF,Salernitana,28.0,1995.0,0.6,0,0,0,0,2,0,0,0,0,0.0,0.0,0,0.0,4.0,4.0,50.0,Matches
85,86,Tajon Buchanan,ca CAN,DF,Inter,24.0,1999.0,1.8,0,0,0,1,6,1,11,0,1,0.0,0.0,0,6.0,0.0,3.0,0.0,Matches
86,87,Alessandro Buongiorno,it ITA,DF,Torino,24.0,1999.0,28.1,7,0,0,69,39,1,3,69,39,1.0,1.0,0,127.0,78.0,53.0,59.5,Matches
87,88,Rareș-Cătălin Burnete,ro ROU,FW,Lecce,19.0,2004.0,0.1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,,Matches
88,89,Jovane Cabral,cv CPV,MFFW,Salernitana,25.0,1998.0,7.5,1,0,0,19,13,6,14,1,9,0.0,1.0,0,31.0,5.0,15.0,25.0,Matches
89,90,Liberato Cacace,nz NZL,DF,Empoli,22.0,2000.0,21.2,6,0,0,30,18,1,68,19,24,0.0,0.0,0,119.0,17.0,22.0,43.6,Matches
90,91,Jens Cajuste,se SWE,MF,Napoli,23.0,1999.0,11.3,7,0,0,29,11,1,6,4,24,0.0,1.0,0,46.0,15.0,17.0,46.9,Matches
91,92,Davide Calabria,it ITA,DF,Milan,26.0,1996.0,24.3,5,2,1,25,19,0,36,24,38,0.0,1.0,0,90.0,12.0,27.0,30.8,Matches
92,93,Riccardo Calafiori,it ITA,DF,Bologna,21.0,2002.0,26.1,4,0,0,35,27,2,9,50,32,0.0,2.0,1,194.0,60.0,24.0,71.4,Matches
93,94,Mattia Caldara,it ITA,DF,Milan,29.0,1994.0,0.4,0,0,0,0,0,0,0,1,1,0.0,0.0,0,3.0,2.0,0.0,100.0,Matches
94,95,Luca Caldirola,it ITA,DF,Monza,32.0,1991.0,23.8,7,1,1,24,17,1,4,29,14,0.0,1.0,0,58.0,30.0,23.0,56.6,Matches
95,96,Hakan Çalhanoğlu,tr TUR,MF,Inter,29.0,1994.0,28.4,5,0,0,43,23,0,153,24,33,0.0,0.0,0,166.0,26.0,18.0,59.1,Matches
96,97,Francesco Camarda,it ITA,FW,Milan,15.0,2008.0,0.2,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1.0,0.0,2.0,0.0,Matches
97,98,Nicolò Cambiaghi,it ITA,FWMF,Empoli,22.0,2000.0,28.4,3,0,0,48,77,3,131,14,39,2.0,0.0,0,99.0,9.0,25.0,26.5,Matches
98,99,Andrea Cambiaso,it ITA,DFFW,Juventus,23.0,2000.0,26.4,10,0,0,35,20,4,81,11,30,1.0,0.0,0,124.0,13.0,16.0,44.8,Matches
99,100,Matteo Cancellieri,it ITA,FWMF,Empoli,21.0,2002.0,19.9,7,0,0,35,52,13,42,6,22,1.0,1.0,0,70.0,32.0,67.0,32.3,Matches
